
OPTIMIZING ON FOLD NUMBER 4
Number of workers = 16

COMPUTING LOCAL ACTIVE FEATURES
Computing active features for target column 0_PanKidney
Features before filter: 20227
Features after any na, zero variance, and anova filters: 18699
Features active in view: 18699

CREATING INNER FOLDS

RUNNING GENETIC ALGORITHM
Generations completed = 194
Generations completed = 404
Generations completed = 611
Generations completed = 819
   	     	         	        	PanKidney logistic classifier (max_iter=100) balanced accuracy	                    leanness                    
   	     	         	        	-------------------------------------------------             	------------------------------------------------
gen	evals	gen_feats	explored	min 	avg     	max     	std                                    	min      	avg      	max	std     
0  	200  	554      	554     	0.25	0.801859	0.930047	0.136068                               	0.0196078	0.0860596	1  	0.144717
1  	202  	643      	674     	0.25	0.799384	0.931336	0.150326                               	0.0178571	0.0967172	1  	0.126707
2  	200  	638      	790     	0.25	0.812586	0.941467	0.138526                               	0.0178571	0.0981173	1  	0.127347
3  	200  	629      	883     	0.25	0.832853	0.941467	0.126114                               	0.0169492	0.0930716	1  	0.124908
4  	200  	661      	988     	0.25	0.840288	0.944064	0.111955                               	0.0166667	0.0966931	1  	0.124471
5  	200  	635      	1089    	0.25	0.841789	0.944064	0.114087                               	0.0163934	0.103461 	1  	0.130415
6  	200  	639      	1192    	0.25	0.857192	0.949944	0.102197                               	0.0147059	0.0952568	1  	0.126613
7  	200  	650      	1282    	0.25	0.863493	0.956919	0.100927                               	0.0147059	0.0943959	1  	0.127043
8  	200  	663      	1381    	0.25	0.865011	0.956919	0.100435                               	0.0147059	0.0960217	1  	0.126623
9  	200  	629      	1468    	0.25	0.868848	0.958872	0.100248                               	0.0142857	0.0945783	1  	0.126819
10 	200  	628      	1553    	0.25	0.869822	0.961383	0.100426                               	0.0142857	0.0952386	1  	0.126478
11 	200  	635      	1633    	0.25	0.868137	0.962692	0.104993                               	0.0178571	0.100085 	1  	0.130972
12 	200  	609      	1733    	0.25	0.870001	0.969023	0.104018                               	0.0178571	0.101626 	1  	0.130948
13 	200  	604      	1816    	0.25	0.876861	0.969023	0.0959885                              	0.0175439	0.096585 	1  	0.126188
14 	200  	604      	1905    	0.25	0.879423	0.969023	0.0961175                              	0.0175439	0.0955781	1  	0.126305
15 	200  	620      	2006    	0.25	0.880317	0.969023	0.0951258                              	0.0175439	0.0959719	1  	0.126132
16 	200  	598      	2101    	0.25	0.881897	0.969023	0.0954533                              	0.0172414	0.0955253	1  	0.126283
