gen,evals,gen_feats,explored,PanKidney logistic classifier (max_iter=100) balanced accuracy_min,PanKidney logistic classifier (max_iter=100) balanced accuracy_avg,PanKidney logistic classifier (max_iter=100) balanced accuracy_max,PanKidney logistic classifier (max_iter=100) balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,200,562,562,0.25,0.7890443955408315,0.9456791879190397,0.1399454277855985,0.0196078431372549,0.08924742740670512,1.0,0.14065626232668915
1,202,646,685,0.24935567010309276,0.7918158344353777,0.9501747970135535,0.15291286931846476,0.017857142857142856,0.10527859581255754,1.0,0.13009035842501876
2,200,647,794,0.25,0.8139878057469271,0.9501747970135535,0.1361984410236326,0.015873015873015872,0.10482502214953947,1.0,0.1291394017110296
3,200,645,895,0.25,0.8265997011807458,0.9501747970135535,0.12383450923462791,0.015873015873015872,0.10591011673095382,1.0,0.12932666194966133
4,200,648,1004,0.25,0.8366246063054215,0.9527271657144403,0.11602757910300932,0.015873015873015872,0.10531177787357442,1.0,0.12932413398739884
5,200,655,1123,0.25,0.8505055593166497,0.9527271657144403,0.11045788184410345,0.015873015873015872,0.10026293278767877,1.0,0.12845757127799737
6,200,623,1222,0.25,0.8490291483242917,0.9527271657144403,0.11164579110545984,0.015873015873015872,0.10665275476629953,1.0,0.12915219049142757
7,200,631,1312,0.25,0.8520071591584961,0.9527271657144403,0.1098530370472566,0.015873015873015872,0.10675294829113258,1.0,0.12891354519953477
8,200,639,1410,0.25,0.8561212246999135,0.9553194952598947,0.11066826112904087,0.016129032258064516,0.10675282406223693,1.0,0.12911282550520858
9,200,647,1493,0.25,0.857658066542832,0.9553194952598947,0.11127774443417433,0.016129032258064516,0.1080688337812029,1.0,0.12890536273886713
10,200,608,1566,0.25,0.8604460286411398,0.9592257452598947,0.10775290131928343,0.01694915254237288,0.10868062481480674,1.0,0.12855151494192027
11,200,627,1654,0.25,0.8580181250168968,0.9683617405468243,0.10594510361180132,0.01694915254237288,0.11166721785060776,1.0,0.1271153474758439
12,200,625,1750,0.25,0.8620432483914281,0.9683617405468243,0.10502633223799625,0.01694915254237288,0.11009526403771343,1.0,0.12714923809133324
13,200,594,1846,0.25,0.8650641194139301,0.9702547693929782,0.10508294221932828,0.017241379310344827,0.10927351293648221,1.0,0.12754863455928242
14,200,624,1942,0.25,0.8702819093961773,0.9702547693929782,0.1036850392211398,0.017241379310344827,0.10640823378005296,1.0,0.12842802236127124
15,200,594,2011,0.25,0.878709633492313,0.9702547693929782,0.09737723918393704,0.01694915254237288,0.1002167710576941,1.0,0.12439299423950158
