gen,evals,gen_feats,explored,PanKidney svm balanced accuracy_min,PanKidney svm balanced accuracy_avg,PanKidney svm balanced accuracy_max,PanKidney svm balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,8984,8984,0.25,0.7624358424838692,0.8657738041597578,0.1096816235199657,0.0196078431372549,0.08863711515943284,1.0,0.15258413268484344
1,366,5194,9222,0.24556938712061133,0.745459193528765,0.8657738041597578,0.13683939865020991,0.018867924528301886,0.1313587679049727,1.0,0.1847520498418645
2,371,3159,9449,0.25,0.7553379064234734,0.8676911080221326,0.13797237392054024,0.018867924528301886,0.15107111839856485,1.0,0.20830784749571934
3,370,2130,9682,0.25,0.7545334048441894,0.8749097994466873,0.15460198698638666,0.017543859649122806,0.17559743707270456,1.0,0.2421825449643852
4,351,1740,9896,0.25,0.7352112137620757,0.8813882436828635,0.18474254144342478,0.016666666666666666,0.22481464008302307,1.0,0.29008276573381386
5,385,1364,10138,0.25,0.7205789123891573,0.8813882436828635,0.20516881093844933,0.015384615384615385,0.26573560050038325,1.0,0.32211558213239977
6,351,1068,10332,0.25,0.6775851383394312,0.8813882436828635,0.23927536858595003,0.015384615384615385,0.3491177763386692,1.0,0.37253088521677036
7,352,1005,10534,0.25,0.6048964400773196,0.8813882436828635,0.269211439714692,0.015384615384615385,0.4708682984182837,1.0,0.411636255352701
8,350,855,10715,0.25,0.5117259587786569,0.8864830964782641,0.2743176989933839,0.015384615384615385,0.6192545455336291,1.0,0.40917293410283645
9,335,721,10902,0.25,0.40316181883515967,0.8864830964782641,0.26100955008455534,0.015384615384615385,0.7736869339003035,1.0,0.38834406005704436
10,308,574,11090,0.25,0.28059758043985655,0.8864830964782641,0.13126745095577397,0.016129032258064516,0.9559398130543292,1.0,0.19055766254964054
11,332,609,11287,0.25,0.28133612989780843,0.8864830964782641,0.1340717244305267,0.016129032258064516,0.9544287019432182,1.0,0.1961716667446311
12,318,544,11464,0.25,0.28458592353200923,0.8864830964782641,0.139815283618853,0.016129032258064516,0.9501525114670276,1.0,0.20335075548068732
13,316,556,11621,0.25,0.288306059404513,0.8864830964782641,0.14691266125073366,0.016129032258064516,0.9446104479749642,1.0,0.21422063476485054
14,306,562,11788,0.25,0.29073747426059765,0.8864830964782641,0.15121152850154154,0.016129032258064516,0.9412239400384561,1.0,0.2198703075751979
15,308,559,11953,0.25,0.2895098124008723,0.8864830964782641,0.14902979958076598,0.016129032258064516,0.9430829143974305,1.0,0.21640308287132098
16,310,566,12119,0.25,0.28971479283442075,0.8864830964782641,0.14973190333713354,0.016129032258064516,0.9428162477307639,1.0,0.2172348464156334
17,311,569,12274,0.25,0.289730387082312,0.8903842211268114,0.1497942446647053,0.015873015873015872,0.9428375316875317,1.0,0.2171445798693186
18,321,603,12447,0.25,0.28530530451346336,0.8903842211268114,0.14262830633816065,0.015873015873015872,0.9486352365352366,1.0,0.2091601855873001
19,311,563,12604,0.25,0.2900171280233941,0.8903842211268114,0.15088425957335713,0.015873015873015872,0.9423852365352365,1.0,0.2190910517784376
20,322,561,12760,0.25,0.2900575877730517,0.8910285510237186,0.15104276922133328,0.015384615384615385,0.9422910057660058,1.0,0.21947925718442304
21,307,581,12916,0.25,0.2876847734819948,0.8910285510237186,0.146947721594164,0.015384615384615385,0.9458011761511762,1.0,0.2132793485380795
22,310,601,13062,0.25,0.2789584467481616,0.8910285510237186,0.12936317598664993,0.015384615384615385,0.958912648012648,1.0,0.18561828845613215
23,297,540,13176,0.25,0.2731845351813135,0.8910285510237186,0.11689629982348286,0.015384615384615385,0.9672451155451156,1.0,0.16687922580223852
24,320,534,13303,0.25,0.2791653388251568,0.8956289763715666,0.13022770628271935,0.015151515151515152,0.9588389106389107,1.0,0.18603022073383718
25,302,539,13435,0.25,0.27659223267067984,0.8956289763715666,0.12428895024744208,0.015151515151515152,0.9629469803469803,1.0,0.17529489985747798
26,296,535,13560,0.25,0.27907855429042605,0.8974820443731527,0.1298357473550831,0.025,0.9594179593679594,1.0,0.1832879535190482
27,332,572,13697,0.25,0.28027658525430754,0.900114334763175,0.1323041538255665,0.025,0.9578179593679593,1.0,0.18639219773149893
28,308,522,13834,0.25,0.28027658525430754,0.900114334763175,0.1323041538255665,0.025,0.9578179593679593,1.0,0.18639219773149893
29,324,565,13954,0.25,0.27907058217233793,0.900114334763175,0.12980270299999097,0.025,0.959484626034626,1.0,0.18300544120494974
30,301,519,14057,0.25,0.280324516921545,0.900114334763175,0.13252081959203227,0.025,0.9577485149235149,1.0,0.18666948692668847
31,335,553,14182,0.25,0.27674304157504864,0.900114334763175,0.1250227358668819,0.025,0.9628864880614881,1.0,0.17566486628435762
32,331,569,14296,0.25,0.2781079248634742,0.900114334763175,0.12837029484662082,0.025,0.9607653342153342,1.0,0.1813233397213697
33,300,517,14398,0.25,0.2792591920080564,0.900114334763175,0.13065848509139438,0.025,0.9593736675486675,1.0,0.18351591219125485
34,321,533,14500,0.25,0.28304986781099056,0.900114334763175,0.13867739726990558,0.025,0.9537512991276148,1.0,0.19612134245692814
35,331,537,14616,0.25,0.28304986781099056,0.900114334763175,0.13867739726990558,0.025,0.9537512991276148,1.0,0.19612134245692814
36,322,541,14710,0.25,0.28304986781099056,0.900114334763175,0.13867739726990558,0.025,0.9537512991276148,1.0,0.19612134245692814
37,301,516,14814,0.25,0.28305637114979093,0.900114334763175,0.13870591482902628,0.025,0.9538134696572776,1.0,0.1958325056549161
38,310,544,14915,0.25,0.2817939757407541,0.900114334763175,0.136104313543318,0.025,0.9556596235034316,1.0,0.1918680662759965
