gen,evals,gen_feats,explored,PanKidney svm balanced accuracy_min,PanKidney svm balanced accuracy_avg,PanKidney svm balanced accuracy_max,PanKidney svm balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,8863,8863,0.25,0.7532814751775286,0.8676111863329969,0.11854861768303047,0.0196078431372549,0.09462745237416198,1.0,0.1603113130182171
1,377,5316,9101,0.25,0.7393809456329752,0.8676111863329969,0.1484133952703205,0.016129032258064516,0.1412087827537629,1.0,0.20516036571536694
2,355,3266,9332,0.25,0.7469404821660298,0.8721617662299042,0.15947880336274992,0.01818181818181818,0.16894077702807436,1.0,0.25036664962152066
3,378,2158,9570,0.25,0.7379991080762022,0.8724072761967414,0.1846323247990843,0.01818181818181818,0.2070907418348448,1.0,0.2949403991957943
4,353,1502,9776,0.25,0.7145269029134526,0.8730516060936486,0.2163013226155083,0.017857142857142856,0.26426629146423253,1.0,0.34512629862405897
5,363,1285,9992,0.25,0.6792326384070182,0.8756439356391031,0.24561522535701186,0.017241379310344827,0.3314844430059734,1.0,0.38677847340643784
6,347,1169,10225,0.25,0.6012694343752253,0.8756439356391031,0.27902661898077324,0.017241379310344827,0.46245266259728274,1.0,0.4330163362995811
7,344,951,10437,0.25,0.47069216052150176,0.8808337200814649,0.2705267857619903,0.017241379310344827,0.6719958628095793,1.0,0.40964201487611096
8,310,768,10635,0.25,0.3077557277210547,0.8808337200814649,0.17423338927355012,0.02040816326530612,0.9147403575971619,1.0,0.2590523722187182
9,310,597,10850,0.25,0.27287090270393266,0.8820875443821643,0.11266556385626973,0.0196078431372549,0.9672253468135821,1.0,0.1630563970388941
10,308,552,11037,0.25,0.2757837555646673,0.8820875443821643,0.12074527968395742,0.0196078431372549,0.9626248799601741,1.0,0.17668632197632728
11,308,563,11214,0.25,0.2767538549401629,0.8820875443821643,0.12244162832710011,0.0196078431372549,0.9615709590778688,1.0,0.17754545742408684
12,317,587,11394,0.25,0.2819990614974587,0.8820875443821643,0.1344697610527,0.0196078431372549,0.9533667783864801,1.0,0.19757452737653564
13,324,573,11579,0.25,0.2719615795206726,0.8831211193767573,0.1110394738625009,0.034482758620689655,0.9690829737312496,1.0,0.1578169085413972
14,294,491,11763,0.25,0.2725396337795581,0.8831211193767573,0.11388696436526276,0.034482758620689655,0.9678531047496565,1.0,0.16405974806199294
15,305,503,11922,0.25,0.26359189084916373,0.8845548660424627,0.08712120823855972,0.09090909090909091,0.98173658008658,1.0,0.11826255633936009
16,311,475,12098,0.25,0.2661561236685351,0.8845548660424627,0.09566676747234265,0.09090909090909091,0.9781683982683983,1.0,0.13048796291869377
17,308,476,12231,0.25,0.2637892653174789,0.8845548660424627,0.08844398316232369,0.09090909090909091,0.9815017316017315,1.0,0.11993232920828953
18,305,453,12396,0.25,0.26729459461286137,0.8845548660424627,0.09884976898353996,0.09090909090909091,0.9767906204906205,1.0,0.1339268831427008
19,307,468,12540,0.25,0.26410805502487206,0.8845548660424627,0.09045183961293465,0.09090909090909091,0.9811239538239538,1.0,0.12239236625459908
20,323,472,12684,0.25,0.2652694607341756,0.8845548660424627,0.09392469156530582,0.09090909090909091,0.9797906204906205,1.0,0.12576432842970584
21,306,475,12817,0.25,0.2652694607341756,0.8845548660424627,0.09392469156530582,0.09090909090909091,0.9797906204906205,1.0,0.12576432842970584
