gen,0_age_at_initial_pathologic_diagnosis,0_race_WHITE,1_ABHD12B.145447,1_ACAP1.9744,1_ACER3.55331,1_ACPL2.92370,1_ACSL6.23305,1_ADAM15.8751,1_ADAMTS15.170689,1_ADC.113451,1_ADCY2.108,1_ADIPOR1.51094,1_AGAP11.119385,1_AGR2.10551,1_AHCY.191,1_AIG1.51390,1_AK5.26289,1_AK7.122481,1_ALAD.210,1_AMBN.258,1_AMD1.262,1_AMDHD1.144193,1_AMICA1.120425,1_ANGEL2.90806,1_ANKLE1.126549,1_ANKRD13C.81573,1_ANKRD33.341405,1_ANKRD53.79998,1_ANO9.338440,1_ANP32C.23520,1_ANXA13.312,1_AP2B1.163,1_AP3S2.10239,1_APOA1BP.128240,1_APOL1.8542,1_ARFGEF1.10565,1_ARHGAP19.84986,1_ARHGEF4.50649,1_ARL5C.390790,1_ARL8A.127829,1_ARMC6.93436,1_ARMCX1.51309,1_ARRDC2.27106,1_ARV1.64801,1_ASAH1.427,1_ASPH.444,1_ATG2A.23130,1_ATL1.51062,1_ATP1A4.480,1_ATP6V0A1.535,1_ATXN10.25814,1_AURKA.6790,1_B3GALT4.8705,1_B3GNT8.374907,1_BATF.10538,1_BCL2L11.10018,1_BCL2L14.79370,1_BCL3.602,1_BFSP2.8419,1_BIN2.51411,1_BLMH.642,1_BLOC1S1.2647,1_BNIP3.664,1_BOP1.23246,1_BRP44.25874,1_BTBD17.388419,1_BTBD3.22903,1_BTK.695,1_C10orf111.221060,1_C10orf116.10974,1_C10orf40.283025,1_C11orf1.64776,1_C13orf18.80183,1_C15orf21.283651,1_C16orf71.146562,1_C16orf80.29105,1_C17orf103.256302,1_C17orf44.284029,1_C17orf97.400566,1_C18orf19.125228,1_C1orf129.80133,1_C1orf131.128061,1_C1orf21.81563,1_C1orf230.284485,1_C1orf35.79169,1_C20orf56.140828,1_C22orf26.55267,1_C3.718,1_C4orf10.317648,1_C4orf23.152992,1_C5orf49.134121,1_C5orf56.441108,1_C8G.733,1_C8orf4.56892,1_C8orf79.57604,1_C9orf72.203228,1_CALCOCO1.57658,1_CAPS.828,1_CASP4.837,1_CASP5.838,1_CAST.831,1_CBLN3.643866,1_CBX7.23492,1_CC2D1B.200014,1_CCDC102A.92922,1_CCDC122.160857,1_CCDC123.84902,1_CCDC138.165055,1_CCDC158.339965,1_CCDC53.51019,1_CCDC94.55702,1_CCNB1.891,1_CCNC.892,1_CCNJ.54619,1_CCR4.1233,1_CCT5.22948,1_CD1E.913,1_CD244.51744,1_CD3D.915,1_CD40LG.959,1_CD8B.926,1_CD96.10225,1_CDC14B.8555,1_CDCA4.55038,1_CDH7.1005,1_CDK19.23097,1_CDK5R1.8851,1_CDKN1C.1028,1_CDKN2AIPNL.91368,1_CDKN2B.1030,1_CEBPB.1051,1_CECR1.51816,1_CELA3B.23436,1_CFB.629,1_CHD1L.9557,1_CHRDL2.25884,1_CKAP4.10970,1_CLU.1191,1_CNBD1.168975,1_CNP.1267,1_COL15A1.1306,1_COL9A3.1299,1_CPA3.1359,1_CPSF6.11052,1_CREG1.8804,1_CTAGE4.100128553,1_CTAGE6.340307,1_CTBP2.1488,1_CTF1.1489,1_CTHRC1.115908,1_CTSH.1512,1_CTSW.1521,1_CUL4B.8450,1_CUL7.9820,1_CXCL2.2920,1_CXCR3.2833,1_CYB5D2.124936,1_CYP21A2.1589,1_CYP3A5.1577,1_DAPP1.27071,1_DDX10.1662,1_DEPDC1B.55789,1_DHCR7.1717,1_DHH.50846,1_DHRS12.79758,1_DHRS9.10170,1_DIABLO.56616,1_DLK2.65989,1_DLX1.1745,1_DNAJC28.54943,1_DNALI1.7802,1_DNASE2.1777,1_DOCK7.85440,1_DRAM1.55332,1_DSCC1.79075,1_DYRK2.8445,1_DZIP1.22873,1_ECH1.1891,1_EFHC1.114327,1_EIF1.10209,1_ELL2.22936,1_ENTPD1.953,1_ERCC2.2068,1_ERO1LB.56605,1_ERVFRDE1.405754,1_ESCO2.157570,1_ETV6.2120,1_EXTL2.2135,1_F8.2157,1_FAF1.11124,1_FAM123B.139285,1_FAM177B.400823,1_FAM197Y2.252946,1_FAM74A3.728495,1_FAM92A3.403315,1_FAM9A.171482,1_FASLG.356,1_FASN.2194,1_FBL.2091,1_FBXO6.26270,1_FBXO8.26269,1_FBXW8.26259,1_FEM1A.55527,1_FGFR4.2264,1_FGR.2268,1_FHAD1.114827,1_FHOD1.29109,1_FKBP14.55033,1_FLJ11235.54508,1_FLJ35776.649446,1_FLJ37307.283521,1_FLJ42289.388182,1_FMOD.2331,1_FOLH1B.219595,1_FRY.10129,1_FUBP1.8880,1_GAA.2548,1_GALNT12.79695,1_GANC.2595,1_GBP2.2634,1_GDF7.151449,1_GGPS1.9453,1_GIMAP1.170575,1_GIMAP6.474344,1_GJA4.2701,1_GJA5.2702,1_GLIS1.148979,1_GLMN.11146,1_GLO1.2739,1_GLUL.2752,1_GMFB.2764,1_GP1BA.2811,1_GPBAR1.151306,1_GPBP1L1.60313,1_GPR132.29933,1_GPR141.353345,1_GPR158.57512,1_GPR18.2841,1_GPR65.8477,1_GPT2.84706,1_GPX5.2880,1_GREM2.64388,1_GRP.2922,1_GRRP1.79927,1_GSTK1.373156,1_GTSE1.51512,1_GYPC.2995,1_GZMA.3001,1_GZMH.2999,1_GZMK.3003,1_GZMM.3004,1_H3F3C.440093,1_HAGH.3029,1_HAO2.51179,1_HAX1.10456,1_HBBP1.3044,1_HCRTR2.3062,1_HDGFRP3.50810,1_HEATR2.54919,1_HELLS.3070,1_HERC6.55008,1_HIGD2A.192286,1_HIPK4.147746,1_HIST1H4B.8366,1_HLA.DMA.3108,1_HLA.DPA1.3113,1_HLA.F.3134,1_HMGB1.3146,1_HMGCR.3156,1_HMGCS1.3157,1_HNRNPA3P1.10151,1_HNRNPH1.3187,1_HNRNPR.10236,1_HOXA13.3209,1_HOXA2.3199,1_HPS1.3257,1_HS2ST1.9653,1_HSPB2.3316,1_HTR3A.3359,1_ICOS.29851,1_IDO2.169355,1_IFNA13.3447,1_IFNG.3458,1_IKBKB.3551,1_IKBKE.9641,1_IKZF2.22807,1_IL18.3606,1_IL18RAP.8807,1_IL1A.3552,1_IL4.3565,1_IL7.3574,1_ILF2.3608,1_ILF3.3609,1_INMT.11185,1_ITCH.83737,1_JUB.84962,1_KCNE1.3753,1_KCNK1.3775,1_KCNK6.9424,1_KCTD14.65987,1_KHDRBS1.10657,1_KIAA0125.9834,1_KIAA0146.23514,1_KIAA0913.23053,1_KIAA1586.57691,1_KLHL12.59349,1_KLHL32.114792,1_KLK12.43849,1_KRT82.3888,1_LAMB1.3912,1_LAMP2.3920,1_LAPTM4B.55353,1_LECT2.3950,1_LGALS2.3957,1_LGALS8.3964,1_LILRA4.23547,1_LIME1.54923,1_LIPG.9388,1_LIPT2.387787,1_LMNB1.4001,1_LOC100130581.100130581,1_LOC100132724.100132724,1_LOC145474.145474,1_LOC283267.283267,1_LOC285548.285548,1_LOC341056.341056,1_LOC348926.348926,1_LOC388152.388152,1_LOC400759.400759,1_LOC401463.401463,1_LOC441294.441294,1_LOC645431.645431,1_LOC646851.646851,1_LOC723972.723972,1_LOC729678.729678,1_LQK1.642946,1_LRP8.7804,1_LRRC1.55227,1_LRRC29.26231,1_LRRC40.55631,1_LSM14B.149986,1_LTBP3.4054,1_LY75.4065,1_LY9.4063,1_LYZ.4069,1_LZIC.84328,1_MAD2L2.10459,1_MAGEA6.4105,1_MAP1S.55201,1_MARCH2.51257,1_MAT1A.4143,1_MCFD2.90411,1_MCHR2.84539,1_MCOLN1.57192,1_MCTS1.28985,1_MDC1.9656,1_MDFI.4188,1_MDGA1.266727,1_MEAF6.64769,1_MEF2C.4208,1_MEF2D.4209,1_MEI1.150365,1_MEX3A.92312,1_MFAP2.4237,1_MGST2.4258,1_MGST3.4259,1_MMAA.166785,1_MON1B.22879,1_MRPS18C.51023,1_MS4A1.931,1_MSH6.2956,1_MT1DP.326343,1_MX2.4600,1_MXD4.10608,1_MYCL1.4610,1_MYL10.93408,1_MYO1E.4643,1_NAPSB.256236,1_NAT2.10,1_NBEAL2.23218,1_NCAPD2.9918,1_NCRNA00169.400508,1_NDUFB3.4709,1_NET1.10276,1_NFASC.23114,1_NFKB2.4791,1_NFYA.4800,1_NFYB.4801,1_NKAP.79576,1_NKRF.55922,1_NLE1.54475,1_NLRC3.197358,1_NMI.9111,1_NOD2.64127,1_NR3C2.4306,1_NR6A1.2649,1_NRM.11270,1_NSL1.25936,1_NTSR1.4923,1_NUDT12.83594,1_NUDT13.25961,1_NUP153.9972,1_ODC1.4953,1_OLFML1.283298,1_OLIG3.167826,1_OPRD1.4985,1_OR1F2P.26184,1_OR2A4.79541,1_OR2B11.127623,1_OR2M5.127059,1_OR4N2.390429,1_OR8B3.390271,1_OR9G4.283189,1_P2RY14.9934,1_P2RY8.286530,1_PARM1.25849,1_PCDH1.5097,1_PCDH20.64881,1_PCDP1.200373,1_PCGF5.84333,1_PDE6B.5158,1_PDE6G.5148,1_PDIA6.10130,1_PDZRN4.29951,1_PEX11B.8799,1_PEX11G.92960,1_PFAS.5198,1_PFKFB2.5208,1_PFKFB4.5210,1_PGRMC1.10857,1_PHF11.51131,1_PHYHIP.9796,1_PHYHIPL.84457,1_PLA2G16.11145,1_PLA2G4C.8605,1_PLAC8.51316,1_PLCG2.5336,1_PLEKHO2.80301,1_PNPLA2.57104,1_PNRC1.10957,1_POU5F2.134187,1_PPAP2A.8611,1_PPARD.5467,1_PPFIBP2.8495,1_PPIAL4E.730262,1_PPIH.10465,1_PPP2R5B.5526,1_PPP2R5D.5528,1_PRELP.5549,1_PRF1.5551,1_PRKACA.5566,1_PRKCDBP.112464,1_PRPF38A.84950,1_PRPS1.5631,1_PSCA.8000,1_PSG6.5675,1_PSMB10.5699,1_PSMB2.5690,1_PTK2B.2185,1_PTPRE.5791,1_PXMP2.5827,1_PYGM.5837,1_RAB10.10890,1_RAB11FIP1.80223,1_RAB14.51552,1_RAB5A.5868,1_RAB7L1.8934,1_RABGAP1L.9910,1_RABIF.5877,1_RAD54L.8438,1_RAMP3.10268,1_RANBP3.8498,1_RAP2C.57826,1_RASAL3.64926,1_RASGRP1.10125,1_RASGRP2.10235,1_RASIP1.54922,1_RASL10B.91608,1_RB1.5925,1_RBMX.27316,1_RDH12.145226,1_RECQL4.9401,1_RELL1.768211,1_RFESD.317671,1_RFX5.5993,1_RFX8.731220,1_RGAG1.57529,1_RGPD8.727851,1_RGS13.6003,1_RHOH.399,1_RIPPLY2.134701,1_RLTPR.146206,1_RMST.196475,1_RNF135.84282,1_RNF8.9025,1_RNLS.55328,1_RNPEPL1.57140,1_ROM1.6094,1_RPAP2.79871,1_RPL36A.6173,1_RPL39.6170,1_RPS15AP10.728963,1_RPS4X.6191,1_RTCD1.8634,1_S1PR4.8698,1_SAMD12.401474,1_SAMD9L.219285,1_SASH3.54440,1_SCAP.22937,1_SCN1B.6324,1_SCN5A.6331,1_SCPEP1.59342,1_SCRG1.11341,1_SEC11A.23478,1_SEC14L2.23541,1_SECTM1.6398,1_SELL.6402,1_SELM.140606,1_SEMA7A.8482,1_SEPT11.55752,1_SEPT1.1731,1_SERPINE1.5054,1_SERPING1.710,1_SETDB2.83852,1_SF3A1.10291,1_SFRS11.9295,1_SFRS1.6426,1_SFTA2.389376,1_SFXN1.94081,1_SH2D1A.4068,1_SH2D2A.9047,1_SH2D3C.10044,1_SH2D5.400745,1_SH3D20.201175,1_SH3RF2.153769,1_SHISA4.149345,1_SHROOM2.357,1_SIGLECP3.284367,1_SIT1.27240,1_SLAMF1.6504,1_SLC17A6.57084,1_SLC24A4.123041,1_SLC25A45.283130,1_SLC46A2.57864,1_SLC47A1.55244,1_SLC5A6.8884,1_SLC7A10.56301,1_SMARCC1.6599,1_SMR3B.10879,1_SNRNP48.154007,1_SP110.3431,1_SPANXB2.100133171,1_SPANXN4.441525,1_SPTA1.6708,1_SQRDL.58472,1_ST3GAL6.10402,1_ST6GALNAC1.55808,1_STH.246744,1_STIL.6491,1_STOM.2040,1_SUOX.6821,1_SUV39H2.79723,1_SVOPL.136306,1_SYNCRIP.10492,1_TARDBP.23435,1_TBC1D10C.374403,1_TCEB3.6924,1_TCL1A.8115,1_TCP11.6954,1_TFAM.7019,1_TFAMP1.260341,1_THAP2.83591,1_TIFAB.497189,1_TLE2.7089,1_TLR1.7096,1_TLR7.51284,1_TLX3.30012,1_TMCO3.55002,1_TMEM102.284114,1_TMEM140.55281,1_TMEM156.80008,1_TMEM175.84286,1_TMEM176A.55365,1_TMEM184B.25829,1_TMEM189.387521,1_TMEM37.140738,1_TMEM65.157378,1_TMEM79.84283,1_TMEM8B.51754,1_TMPO.7112,1_TNIP2.79155,1_TNNT1.7138,1_TOP1MT.116447,1_TOR1AIP1.26092,1_TPK1.27010,1_TPSAB1.7177,1_TPSD1.23430,1_TRAF3IP2.10758,1_TRAF3IP3.80342,1_TRIM11.81559,1_TRIM40.135644,1_TRIM71.131405,1_TRIP13.9319,1_TRIP4.9325,1_TSPAN1.10103,1_TSPAN6.7105,1_TSPY1.7258,1_TSPYL2.64061,1_TTC16.158248,1_TTC3.7267,1_UBD.10537,1_UBFD1.56061,1_UPK3A.7380,1_USF1.7391,1_USP24.23358,1_USP29.57663,1_UTP14A.10813,1_UTP3.57050,1_VARS.7407,1_VBP1.7411,1_VDAC1.7416,1_VEGFB.7423,1_VPS18.57617,1_VPS39.23339,1_WDYHV1.55093,1_WIF1.11197,1_XPO1.7514,1_XRCC2.7516,1_XYLB.9942,1_YPEL4.219539,1_YRDC.79693,1_YWHAQ.10971,1_ZC3H12A.80149,1_ZC3H12D.340152,1_ZCCHC17.51538,1_ZDHHC9.51114,1_ZFP3.124961,1_ZFYVE28.57732,1_ZNF219.51222,1_ZNF251.90987,1_ZNF295.49854,1_ZNF438.220929,1_ZNF496.84838,1_ZNF679.168417,1_ZNF688.146542,1_ZNF697.90874,1_ZNF883.169834,1_ZNHIT6.54680,1_ZNRF3.84133
0,7,8,0,0,0,0,0,86,0,0,80,55,0,44,0,218,0,128,109,129,49,0,0,101,0,39,202,0,0,0,0,4,24,0,0,0,0,0,124,12,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,56,0,0,0,6,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,142,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,137,23,0,0,163,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,126,0,141,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,142,112,0,0,0,0,0,0,0,0,80,0,0,0,0,20,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,137,268,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,272,0,99,229,0,104,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,68,164,0,0,0,0,0,0,0,0,40,0,0,0,0,116,38,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,245,0,0,0,0,0,0,0,0,176,0,0,0,0,15,0,158,0,0,0,0,0,0,129,0,0,0,0,0,0,154,0,0,0,115,0,0,0,0,0,0,0,157,0,0,0,120,265,173,120,29,0,0,0,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,153,135,167,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,274,0,0,144,0,174,0,0,0,0,0,0,0,0,0,0,75,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,2,0,24,192,0,0,179,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,56,0,0,214,0,0
100,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,135,1,343,0,14,0,1,0,0,0,11,236,1,1,0,3,0,0,0,0,4,0,0,0,0,4,0,3,0,0,0,0,0,0,1,0,0,11,0,0,0,1,1,0,0,0,0,0,1,1,2,0,0,1,0,0,2,0,81,0,3,5,0,1,0,1,3,69,2,0,0,0,1,3,2,1,14,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,2,0,1,0,37,1,0,1,191,11,3,0,2,1,0,0,0,1,1,0,3,0,1,0,0,0,2,1,0,0,0,0,3,0,0,0,3,8,2,18,75,5,0,14,1,0,6,0,1,1,0,0,0,63,1,0,9,1,0,0,0,0,2,0,0,4,69,1,0,0,1,3,0,1,0,0,4,0,2,0,2,1,1,0,0,1,0,3,0,1,0,1,0,53,49,0,0,0,0,0,11,0,1,0,1,3,0,1,0,0,0,0,0,1,1,0,32,79,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,97,13,0,0,0,8,0,0,2,3,1,2,0,0,2,0,0,0,0,0,2,0,2,0,1,0,0,2,0,0,0,1,4,1,176,0,1,2,0,1,332,2,0,151,0,2,0,0,0,1,95,2,0,3,0,0,0,7,3,0,0,1,96,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,4,0,0,1,2,1,0,0,1,0,155,6,1,3,9,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,2,176,2,0,9,6,0,0,54,0,6,0,0,0,4,86,1,0,0,52,0,0,0,1,0,0,29,367,1,5,0,1,162,0,2,0,1,6,0,1,0,0,1,0,3,0,1,0,1,1,3,1,0,0,332,0,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,166,1,2,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,18,0,0,2,1,4,0,0,0,0,2,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,10,2,0,0,5,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,113,0,1,0,1,1,2,0,11,1,0,5,0,0,0,1,1,1,1,1,0,0,0,4,0,94,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,6,0,1,1,2,0,98,0,0,0,7,0,1,0,0,2,3,412,0,0,32,0,1,1,0,1,0,0,3,0,0,1,0,97,1,2,0,0,0,1,2,0,2,0,0,0,0,0,1,0,0,0,4,0,1,0,1,0,2,0,1,1,1,0,0,1,3,0,0,3,0,1,0,45,0,0,402,4,2
200,0,15,0,3,4,0,1,0,0,0,0,0,0,0,0,140,0,243,0,1,0,0,3,0,2,0,173,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,1,0,1,9,0,0,14,0,1,14,1,1,0,1,0,8,57,0,1,0,0,1,0,0,1,0,1,0,0,1,8,0,0,2,39,1,0,0,0,156,0,3,1,0,0,0,1,0,0,1,0,1,1,0,2,1,1,1,1,0,1,3,0,0,0,1,1,9,0,0,1,0,0,1,3,1,0,2,3,0,1,0,0,0,0,1,1,1,0,164,1,0,4,0,0,0,0,1,0,0,1,6,4,0,1,3,0,2,1,0,5,2,0,0,1,0,1,8,0,2,3,72,0,0,0,0,0,0,0,1,5,3,0,0,40,12,2,3,0,0,0,6,0,1,0,0,27,7,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,1,134,8,20,4,0,1,0,16,0,2,0,0,0,1,0,17,0,1,1,0,0,0,0,131,9,0,0,0,0,0,1,0,0,0,0,0,1,0,7,0,0,1,0,2,0,23,95,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,3,1,0,0,0,1,5,0,1,93,0,0,1,0,0,218,1,0,73,1,0,0,0,1,0,6,0,0,3,0,0,1,0,0,0,0,0,166,0,1,4,2,1,1,0,3,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,278,5,0,5,0,0,0,5,1,1,1,0,1,1,1,0,0,1,1,1,0,0,158,3,1,0,0,1,1,165,1,0,0,1,1,0,9,0,3,1,5,6,1,1,0,1,26,129,281,0,3,1,0,137,0,0,0,1,3,3,0,0,2,1,1,0,2,0,1,0,0,6,0,1,1,317,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,170,0,0,6,1,12,0,5,0,1,4,0,0,0,3,0,1,1,0,11,3,0,0,0,1,0,5,0,0,0,0,113,3,3,1,3,3,1,1,0,0,0,0,0,2,0,1,0,12,0,0,0,0,0,0,0,1,3,10,0,0,2,0,0,0,1,1,0,0,0,2,1,1,0,1,0,0,0,1,0,19,0,0,0,0,0,0,0,8,0,3,0,2,1,0,0,0,0,0,0,1,0,3,0,4,8,0,0,0,0,0,1,0,0,0,55,0,2,0,1,0,0,1,1,0,0,0,0,5,8,11,0,0,2,0,0,0,2,1,0,380,1,0,133,2,0,0,1,0,1,0,0,0,0,1,0,8,0,2,2,1,0,0,0,3,0,1,0,2,1,5,0,0,0,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,1,135,1,1,399,0,0
299,0,23,0,0,6,1,0,0,1,0,0,0,0,0,0,168,0,89,0,0,0,0,0,0,1,0,190,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,0,12,1,0,1,1,0,33,70,1,0,2,0,4,0,1,0,0,0,2,0,0,0,1,0,3,2,0,0,0,0,186,0,0,0,2,0,0,1,0,0,1,0,0,0,2,0,0,1,1,0,0,1,59,0,0,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,148,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,2,2,0,0,1,0,0,0,2,2,79,0,1,0,1,3,0,6,1,2,0,2,1,26,20,0,1,0,1,1,0,1,0,1,1,20,1,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,179,0,1,0,1,0,1,15,1,1,2,0,0,0,0,6,1,0,0,3,0,0,0,168,2,0,1,0,2,0,0,27,1,1,1,1,0,1,7,1,1,0,1,0,0,5,45,5,1,1,0,1,1,0,0,0,0,1,4,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,1,0,12,0,1,41,1,0,0,1,0,143,0,0,45,0,0,1,1,0,0,0,0,4,2,8,1,0,0,0,1,1,0,159,0,0,0,1,0,0,1,0,1,7,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,302,6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,213,4,0,0,0,0,0,179,0,0,1,0,0,0,1,0,2,0,0,1,0,1,0,0,38,159,238,0,1,1,0,169,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,337,0,0,0,0,0,1,1,1,0,0,26,7,1,1,0,1,0,0,1,120,0,0,4,4,18,5,2,0,0,0,0,1,0,0,1,0,1,0,16,4,0,0,0,0,0,3,1,1,0,0,167,1,0,0,1,5,0,1,0,3,0,0,0,0,0,1,0,2,1,0,1,1,1,0,0,0,0,4,0,1,0,1,1,0,0,0,6,0,2,0,0,14,0,0,1,0,1,1,0,6,0,0,1,0,0,31,2,6,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,5,0,0,68,1,0,62,1,0,1,0,1,1,0,0,0,0,0,1,5,33,0,4,0,1,2,0,0,364,1,1,170,1,0,0,0,0,1,0,0,0,0,1,1,0,0,2,1,0,4,0,0,0,0,2,7,0,0,7,0,1,1,0,0,1,0,3,0,3,2,5,0,4,0,2,1,0,0,0,2,6,1,0,3,169,0,1,378,0,0
