gen,0_age_at_initial_pathologic_diagnosis,0_race_WHITE,1_A2M.2,1_AAMP.14,1_ABCA1.19,1_ABCD2.225,1_ABCF1.23,1_ACAP1.9744,1_ACBD3.64746,1_ACCN3.9311,1_ACTG1.71,1_ADAM30.11085,1_ADAMTS15.170689,1_ADAP1.11033,1_ADC.113451,1_ADIPOR1.51094,1_ADRB1.153,1_AGXT2L2.85007,1_AHRR.57491,1_AIRE.326,1_AK5.26289,1_AK7.122481,1_AKR1E2.83592,1_ALDH3B1.221,1_ALKBH4.54784,1_ALPK1.80216,1_ALS2CL.259173,1_AMD1.262,1_ANKLE1.126549,1_ANKLE2.23141,1_ANKRD26P1.124149,1_ANKRD33.341405,1_ANKRD34B.340120,1_AOX1.316,1_AP3S2.10239,1_APCDD1L.164284,1_APEX1.328,1_APLP2.334,1_APOBEC3G.60489,1_APOL2.23780,1_APOM.55937,1_ARF4.378,1_ARFGAP3.26286,1_ARGFX.503582,1_ARHGDIB.397,1_ARL11.115761,1_ARL4A.10124,1_ARL8A.127829,1_ARMCX6.54470,1_ARPP21.10777,1_ARRDC4.91947,1_ARV1.64801,1_ASAP1.50807,1_ASGR2.433,1_ATAD3A.55210,1_ATP6V0A1.535,1_ATP6V0E2.155066,1_ATP6V1G3.127124,1_ATP8A1.10396,1_ATXN10.25814,1_AUH.549,1_B3GALT4.8705,1_B3GAT1.27087,1_B3GNT8.374907,1_BATF2.116071,1_BCL2L11.10018,1_BCL2L14.79370,1_BCL7A.605,1_BUD13.84811,1_C10orf116.10974,1_C10orf78.119392,1_C11orf35.256329,1_C11orf87.399947,1_C12orf61.283416,1_C15orf21.283651,1_C15orf24.56851,1_C17orf56.146705,1_C19orf66.55337,1_C1orf187.374946,1_C1orf49.84066,1_C1orf57.84284,1_C1orf84.149469,1_C1RL.51279,1_C20orf29.55317,1_C21orf56.84221,1_C2orf64.493753,1_C2orf80.389073,1_C3orf35.339883,1_C3orf74.100128378,1_C4orf10.317648,1_C5orf20.140947,1_C6orf134.79969,1_C6orf25.80739,1_C7orf31.136895,1_C7orf70.84792,1_C8G.733,1_C8orf30A.51236,1_C8orf56.157556,1_CA2.760,1_CALCOCO2.10241,1_CAMK2G.818,1_CBFA2T3.863,1_CBLN2.147381,1_CBWD3.445571,1_CBX7.23492,1_CC2D1B.200014,1_CCDC115.84317,1_CCDC122.160857,1_CCDC141.285025,1_CCDC151.115948,1_CCDC43.124808,1_CCL23.6368,1_CCNA2.890,1_CCNDBP1.23582,1_CCNJ.54619,1_CCR2.729230,1_CD38.952,1_CD3E.916,1_CD3EAP.10849,1_CD5.921,1_CD96.10225,1_CDCA4.55038,1_CDH18.1016,1_CDH7.1005,1_CEACAM4.1089,1_CECR1.51816,1_CECR4.100130717,1_CELA3B.23436,1_CERK.64781,1_CFB.629,1_CFLAR.8837,1_CHRAC1.54108,1_CHSY1.22856,1_CHURC1.91612,1_CIR1.9541,1_CKAP5.9793,1_CKM.1158,1_CLC.1178,1_CLDN15.24146,1_CLDN23.137075,1_CLEC10A.10462,1_CLECL1.160365,1_CMA1.1215,1_CMPK1.51727,1_CNBD1.168975,1_CNGA4.1262,1_CNKSR3.154043,1_CNTF.1270,1_COL21A1.81578,1_COL24A1.255631,1_COL4A3BP.10087,1_COL6A1.1291,1_COQ3.51805,1_CORO1A.11151,1_CPA3.1359,1_CSNK1G2.1455,1_CSTF2.1478,1_CSTL1.128817,1_CTH.1491,1_CTHRC1.115908,1_CTPS.1503,1_CTSS.1520,1_CUL7.9820,1_CXCL10.3627,1_CXCL2.2920,1_CXCR6.10663,1_CYFIP2.26999,1_CYP26C1.340665,1_CYP2F1.1572,1_DBNDD2.55861,1_DCAF13.25879,1_DCBLD1.285761,1_DDB1.1642,1_DDX58.23586,1_DEF6.50619,1_DENND1C.79958,1_DFFA.1676,1_DFNB31.25861,1_DGCR8.54487,1_DHCR24.1718,1_DHCR7.1717,1_DHH.50846,1_DHX36.170506,1_DLEC1.9940,1_DLEU2.8847,1_DLX1.1745,1_DMAP1.55929,1_DMPK.1760,1_DNAJB7.150353,1_DNAJC16.23341,1_DNAJC6.9829,1_DNAJC8.22826,1_DOCK8.81704,1_DOK3.79930,1_DR1.1810,1_DTWD1.56986,1_DUOXA2.405753,1_DUSP22.56940,1_DUSP3.1845,1_DVL1.1855,1_DYRK1B.9149,1_E2F3.1871,1_EHBP1.23301,1_ELK3.2004,1_ELSPBP1.64100,1_EML4.27436,1_EPHX2.2053,1_EPM2A.7957,1_ERCC3.2071,1_ERGIC3.51614,1_EXOSC10.5394,1_FABP12.646486,1_FAM117A.81558,1_FAM123B.139285,1_FAM13B.51306,1_FAM164C.79696,1_FAM171A2.284069,1_FAM176A.84141,1_FAM184B.27146,1_FAM188B.84182,1_FAM22A.728118,1_FAM91A1.157769,1_FASN.2194,1_FBXO4.26272,1_FBXW8.26259,1_FES.2242,1_FHOD1.29109,1_FLJ10038.55056,1_FLJ22536.401237,1_FLJ33630.644873,1_FLOT2.2319,1_FOLR2.2350,1_FSCB.84075,1_FTSJD2.23070,1_FUT7.2529,1_FUZ.80199,1_FXYD1.5348,1_FZD2.2535,1_GABRG3.2567,1_GALK2.2585,1_GALNT12.79695,1_GATA6.2627,1_GGPS1.9453,1_GIMAP6.474344,1_GIMAP7.168537,1_GLIS1.148979,1_GLO1.2739,1_GM2A.2760,1_GMDS.2762,1_GMEB1.10691,1_GNAI3.2773,1_GNGT2.2793,1_GNL2.29889,1_GPBAR1.151306,1_GPC2.221914,1_GPR146.115330,1_GPR18.2841,1_GPR37L1.9283,1_GPR81.27198,1_GPR97.222487,1_GRAP2.9402,1_GRM5.2915,1_GSS.2937,1_GTF2A2.2958,1_GTF2H4.2968,1_GUSBP1.728411,1_GZMH.2999,1_HAX1.10456,1_HBBP1.3044,1_HEATR7B2.133558,1_HELB.92797,1_HIPK4.147746,1_HIST1H2BA.255626,1_HLA.DOB.3112,1_HMGN1.3150,1_HMGXB3.22993,1_HNRNPA2B1.3181,1_HNRNPD.3184,1_HNRNPK.3190,1_HS1BP3.64342,1_HS2ST1.9653,1_HSDL1.83693,1_HSPB8.26353,1_HTR3A.3359,1_HTRA4.203100,1_IER5.51278,1_IFNA13.3447,1_IGFBP6.3489,1_IGFL1.374918,1_IGSF10.285313,1_IL16.3603,1_IL1A.3552,1_INPP5D.3635,1_IPO4.79711,1_IPP.3652,1_IQCC.55721,1_IRF8.3394,1_ISCU.23479,1_ITGA7.3679,1_ITGAL.3683,1_ITGBL1.9358,1_IVNS1ABP.10625,1_KAAG1.353219,1_KCNC3.3748,1_KCND3.3752,1_KCNG1.3755,1_KCNV2.169522,1_KDM1A.23028,1_KDM1B.221656,1_KHDRBS1.10657,1_KIAA0146.23514,1_KIAA1217.56243,1_KIAA1586.57691,1_KIAA1683.80726,1_KIF18B.146909,1_KIF1B.23095,1_KIF2C.11004,1_KIR3DL2.3812,1_KLHL26.55295,1_KLHL31.401265,1_KLRF1.51348,1_KLRG1.10219,1_KRCC1.51315,1_KRT84.3890,1_LANCL3.347404,1_LAPTM4B.55353,1_LASS4.79603,1_LAX1.54900,1_LDLRAD3.143458,1_LECT2.3950,1_LEPRE1.64175,1_LGALS8.3964,1_LGR5.8549,1_LHX8.431707,1_LILRA1.11024,1_LILRA3.11026,1_LILRA4.23547,1_LIMCH1.22998,1_LIME1.54923,1_LIMS2.55679,1_LINGO2.158038,1_LIPT1.51601,1_LIPT2.387787,1_LOC100101266.100101266,1_LOC100128554.100128554,1_LOC100129935.100129935,1_LOC100272146.100272146,1_LOC121838.121838,1_LOC221710.221710,1_LOC285740.285740,1_LOC285847.285847,1_LOC400759.400759,1_LOC401010.401010,1_LOC401463.401463,1_LOC440354.440354,1_LOC643763.643763,1_LOC646762.646762,1_LOC646851.646851,1_LOC647859.647859,1_LRFN5.145581,1_LRRC1.55227,1_LRRC41.10489,1_LRRK2.120892,1_LRRN1.57633,1_LST1.7940,1_LTB.4050,1_LYPLA1.10434,1_MAEL.84944,1_MAGEA6.4105,1_MAGED1.9500,1_MAN2B1.4125,1_MAN2B2.23324,1_MANSC1.54682,1_MAP3K12.7786,1_MAP3K7.6885,1_MAP4K1.11184,1_MAP4K4.9448,1_MARVELD3.91862,1_MAS1L.116511,1_MATN3.4148,1_MBD1.4152,1_MCEE.84693,1_MCHR2.84539,1_MCM10.55388,1_MCM2.4171,1_MCM4.4173,1_MCOLN1.57192,1_MDFI.4188,1_MEAF6.64769,1_MECR.51102,1_METTL11B.149281,1_METTL9.51108,1_MEX3D.399664,1_MGC16275.85001,1_MGC45800.90768,1_MGLL.11343,1_MGST2.4258,1_MIF4GD.57409,1_MKRN3.7681,1_MMP10.4319,1_MOB2.81532,1_MORC4.79710,1_MPV17L.255027,1_MRPL10.124995,1_MRPL35.51318,1_MSTO1.55154,1_MSX2P1.55545,1_MTFR1.9650,1_MXD4.10608,1_MYCL1.4610,1_MYD88.4615,1_MYSM1.114803,1_NAGK.55577,1_NAPSA.9476,1_NDRG3.57446,1_NDUFAF1.51103,1_NETO2.81831,1_NEURL2.140825,1_NHLRC4.283948,1_NID2.22795,1_NINJ1.4814,1_NIPSNAP3B.55335,1_NKAIN2.154215,1_NLE1.54475,1_NOP56.10528,1_NOX4.50507,1_NR1D1.9572,1_NRAS.4893,1_NRG1.3084,1_NTS.4922,1_NUDCD1.84955,1_NUDT13.25961,1_NUDT16P1.152195,1_NUP50.10762,1_NYX.60506,1_OASL.8638,1_OAZ2.4947,1_OBP2A.29991,1_OLFML1.283298,1_OPRD1.4985,1_OR10A6.390093,1_OR2J2.26707,1_OR2T6.254879,1_OR5E1P.26343,1_OR6F1.343169,1_OR8A1.390275,1_OR9G4.283189,1_OSGEPL1.64172,1_OTUD3.23252,1_OTUD6B.51633,1_P2RY13.53829,1_P4HA3.283208,1_PABPC1.26986,1_PABPC1L2B.645974,1_PARS2.25973,1_PBRM1.55193,1_PCDH11X.27328,1_PCTP.58488,1_PCYOX1.51449,1_PDCL2.132954,1_PF4.5196,1_PGBD1.84547,1_PGK2.5232,1_PGPEP1.54858,1_PHF20L1.51105,1_PIWIL3.440822,1_PKP4.8502,1_PLCG1.5335,1_PLCG2.5336,1_PLEKHG4B.153478,1_PLOD2.5352,1_PMEPA1.56937,1_PMPCB.9512,1_PNKD.25953,1_PNPLA2.57104,1_PNPLA7.375775,1_POLL.27343,1_POLR1E.64425,1_POMZP3.22932,1_PPAT.5471,1_PPBP.5473,1_PPEF1.5475,1_PPIH.10465,1_PPP1R14A.94274,1_PPP1R8.5511,1_PPP6C.5537,1_PRDM15.63977,1_PRKACA.5566,1_PRMT3.10196,1_PROSC.11212,1_PRPF4B.8899,1_PRPS1.5631,1_PSG6.5675,1_PSMD10.5716,1_PTCRA.171558,1_PTDSS1.9791,1_PTER.9317,1_PTP4A2.8073,1_PTPLAD2.401494,1_PTPN18.26469,1_PTPN23.25930,1_PTPRE.5791,1_PTPRG.5793,1_PUM1.9698,1_PURG.29942,1_PYCARD.29108,1_PYCR1.5831,1_PYCRL.65263,1_RAD18.56852,1_RAD54L.8438,1_RANBP1.5902,1_RARG.5916,1_RARS2.57038,1_RASGRP2.10235,1_RASSF4.83937,1_RBMXL3.139804,1_RCN2.5955,1_RDH12.145226,1_RECQL4.9401,1_RELN.5649,1_RERE.473,1_RETSAT.54884,1_RFPL1.5988,1_RGAG1.57529,1_RGPD3.653489,1_RGS4.5999,1_RHOQ.23433,1_RIOK1.83732,1_RIPPLY2.134701,1_RLBP1.6017,1_RLF.6018,1_RNASE10.338879,1_RNASEH2B.79621,1_RNF11.26994,1_RNF24.11237,1_RP1.6101,1_RPAP2.79871,1_RPGRIP1L.23322,1_RPL5.6125,1_RPS27L.51065,1_RRP9.9136,1_RSAD2.91543,1_S1PR4.8698,1_SALL4.57167,1_SAMD9.54809,1_SBDS.51119,1_SCARNA17.677769,1_SCFD2.152579,1_SCGB1D1.10648,1_SCGB3A2.117156,1_SCGN.10590,1_SCOC.60592,1_SCXB.642658,1_SDK1.221935,1_SDR42E1.93517,1_SDSL.113675,1_SELM.140606,1_SENP3.26168,1_SEPX1.51734,1_SERPING1.710,1_SFRS1.6426,1_SGSH.6448,1_SH2D1A.4068,1_SH2D5.400745,1_SHROOM2.357,1_SIGLEC15.284266,1_SIM1.6492,1_SIRT5.23408,1_SLC15A3.51296,1_SLC19A1.6573,1_SLC22A13.9390,1_SLC25A17.10478,1_SLC25A24.29957,1_SLC2A9.56606,1_SLC36A4.120103,1_SLC7A11.23657,1_SLC7A4.6545,1_SLC7A7.9056,1_SLC9A5.6553,1_SLITRK6.84189,1_SNAP91.9892,1_SNHG3.8420,1_SNHG6.641638,1_SNORA38B.100124536,1_SNORA8.654320,1_SNTN.132203,1_SNX11.29916,1_SNX1.6642,1_SNX25.83891,1_SOD3.6649,1_SOX13.9580,1_SPANXC.64663,1_SPANXN4.441525,1_SPDYE4.388333,1_SPIN2B.474343,1_SPINK9.643394,1_SPTAN1.6709,1_SQLE.6713,1_SQRDL.58472,1_SREBF1.6720,1_SREBF2.6721,1_SRPK1.6732,1_SRRM3.222183,1_SSH3.54961,1_SSR3.6747,1_ST18.9705,1_ST8SIA6.338596,1_STAMBP.10617,1_STARD5.80765,1_STK3.6788,1_STXBP2.6813,1_SUMO1P1.391257,1_SURF1.6834,1_TAAR9.134860,1_TADA2B.93624,1_TARDBP.23435,1_TAS2R10.50839,1_TAS2R30.259293,1_TBL1XR1.79718,1_TCEA1.6917,1_TCEB3.6924,1_TCN2.6948,1_TDRD6.221400,1_TEF.7008,1_TERT.7015,1_TFAP2D.83741,1_TFDP2.7029,1_TFDP3.51270,1_TGIF2.60436,1_THNSL1.79896,1_TIMM8A.1678,1_TMEM100.55273,1_TMEM129.92305,1_TMEM150A.129303,1_TMEM151B.441151,1_TMEM184B.25829,1_TMEM206.55248,1_TMEM66.51669,1_TMEM79.84283,1_TMIE.259236,1_TNKS1BP1.85456,1_TNS4.84951,1_TOR1AIP1.26092,1_TRAM1.23471,1_TRHR.7201,1_TRIM11.81559,1_TRIM21.6737,1_TRIM29.23650,1_TRIM35.23087,1_TRIM59.286827,1_TRIM8.81603,1_TRIML1.339976,1_TRIP13.9319,1_TRIP4.9325,1_TRMT6.51605,1_TRPM2.7226,1_TRYX3.136541,1_TSPAN5.10098,1_TSPAN6.7105,1_TSPYL2.64061,1_TTC3.7267,1_TTC9B.148014,1_TUBB.203068,1_TXNDC2.84203,1_TXNIP.10628,1_TYW1.55253,1_UBA6.55236,1_UBASH3A.53347,1_UBE2E1.7324,1_UBE2O.63893,1_UCN2.90226,1_UCP1.7350,1_UHRF2.115426,1_UPK3B.80761,1_USF1.7391,1_USP1.7398,1_USP45.85015,1_VEPH1.79674,1_VPS39.23339,1_WBP5.51186,1_WDHD1.11169,1_WDYHV1.55093,1_WFDC10B.280664,1_WHAMML1.339005,1_WISP1.8840,1_WNT5B.81029,1_WNT7B.7477,1_XAF1.54739,1_YBX1.4904,1_ZBTB7B.51043,1_ZC3HC1.51530,1_ZCCHC11.23318,1_ZCWPW1.55063,1_ZDHHC11.79844,1_ZDHHC8.29801,1_ZFYVE9.9372,1_ZMAT1.84460,1_ZMPSTE24.10269,1_ZNF187.7741,1_ZNF250.58500,1_ZNF251.90987,1_ZNF295.49854,1_ZNF44.51710,1_ZNF563.147837,1_ZNF703.80139,1_ZNF763.284390,1_ZNRF2.223082,1_ZP2.7783
0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,201,166,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,40,0,0,0,0,0,105,0,0,0,0,0,0,0,0,144,0,0,0,238,0,101,0,0,112,0,0,168,0,0,0,0,0,0,0,0,0,94,24,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,179,0,0,0,0,0,39,0,105,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,80,0,0,0,0,51,0,0,90,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,51,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,60,0,0,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,200,107,0,0,36,0,28,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,243,256,0,70,0,0,120,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,116,0,0,0,27,0,0,0,0,0,0,0,0,259,0,203,0,58,0,0,0,280,0,43,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,146,0,0,0,0,0,220,0,54,81,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,122,0,0,0,0,29,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,98,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,211,0,0,0,0,209,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,111,0,0,0,0,330,352,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,53,0,0,115,0,126,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,198,0,0,0,0,0,0,128,0,28,0,0,0,0
100,0,0,2,1,3,1,17,3,1,0,0,0,0,0,1,1,0,0,109,2,1,0,0,1,0,0,6,1,0,0,0,0,0,11,1,0,0,5,2,52,0,0,1,0,4,0,5,1,1,0,0,2,1,4,0,0,0,3,0,1,0,0,258,1,1,0,1,0,1,1,0,11,1,2,0,0,0,0,2,0,0,0,2,0,19,1,0,0,0,0,0,0,1,12,1,1,0,0,2,1,1,0,0,0,0,0,1,0,0,34,1,0,0,0,0,0,5,0,1,93,0,0,0,0,0,1,0,365,0,1,3,59,0,0,0,0,33,0,0,433,0,0,0,2,1,0,0,0,0,5,1,45,0,0,0,0,3,45,0,247,0,5,0,0,1,0,0,0,1,2,1,1,1,0,1,0,0,0,1,0,2,0,0,0,0,2,0,0,4,0,373,0,3,0,0,4,1,1,2,0,1,0,0,0,0,0,4,1,219,0,2,1,0,1,0,0,0,0,1,0,9,0,0,1,0,1,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,26,44,2,1,152,1,0,2,0,1,0,0,0,1,0,2,2,0,1,1,119,0,0,0,244,0,4,0,0,0,0,0,0,39,0,8,2,0,8,1,57,0,1,0,141,5,0,5,1,6,1,1,3,0,0,6,0,0,4,3,0,0,1,0,0,0,0,1,2,2,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,5,0,0,0,0,2,2,0,0,1,1,0,1,0,0,2,0,2,0,1,1,1,2,2,0,1,0,1,0,19,0,1,2,1,0,0,1,2,225,0,1,0,0,0,1,0,0,1,0,0,1,107,0,64,0,0,0,0,1,46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,5,0,0,0,0,0,81,0,1,1,0,12,2,0,0,5,13,1,1,1,0,0,1,0,355,0,0,0,0,0,0,0,2,1,6,1,0,0,0,0,0,1,10,1,0,2,1,37,1,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,11,0,0,6,3,2,0,1,1,0,1,0,0,0,5,0,1,0,4,0,0,0,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,4,0,1,2,1,0,0,0,6,312,2,0,0,0,1,1,2,0,0,0,19,1,2,0,0,351,0,51,0,1,0,0,2,7,0,0,2,0,5,0,0,0,0,2,1,0,0,0,0,1,1,35,0,1,0,1,2,2,0,1,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,4,0,11,0,1,1,0,1,0,0,0,1,6,1,0,0,0,4,2,0,0,0,0,102,1,0,0,3,0,0,4,47,1,5,1,0,1,1,2,1,0,0,1,1,0,1,2,0,0,0,0,1,0,0,0,0,1,1,1,37,1,0,3,0,0,0,0,0,1,1,0,3,0,0,1,0,0,14,0,0,1,1,350,0,1,0,13,1,5,0,3,0,1,0,0,0,2,0,1,0,0,1,0,0,0,2,0,0,0,0,3,0,0,1
200,0,0,0,0,0,0,0,2,0,1,6,1,2,0,0,1,2,0,0,0,6,0,0,0,7,25,0,2,0,0,38,1,1,0,3,1,0,10,1,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,1,0,0,0,1,197,3,2,318,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,2,0,1,1,1,0,0,0,1,0,2,0,0,3,0,1,3,3,0,0,0,0,0,2,2,1,0,6,0,1,0,0,3,0,1,1,0,0,1,414,1,0,2,1,68,0,1,2,0,0,0,454,1,1,1,2,0,0,0,1,1,0,0,11,1,0,1,0,0,0,4,281,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,6,1,2,0,1,0,0,0,3,0,5,9,348,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,252,11,0,1,1,0,1,2,1,1,0,3,5,0,8,1,2,0,0,0,1,1,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,207,1,2,0,0,0,1,5,1,0,1,0,0,0,0,0,47,3,1,1,274,0,0,0,4,2,0,0,0,0,3,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,1,1,4,0,0,1,4,7,1,0,0,0,1,1,2,0,2,2,0,49,0,0,1,0,0,0,0,0,0,2,249,1,1,0,1,0,0,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,3,1,0,0,0,0,3,0,0,1,0,1,0,2,0,212,1,1,2,0,0,0,5,1,0,1,6,4,3,0,109,0,0,0,1,0,27,0,0,2,1,0,3,0,1,9,1,0,0,0,0,0,1,0,1,0,0,1,0,2,1,1,1,3,0,0,0,0,3,0,1,3,0,0,0,10,4,0,0,318,1,1,82,0,1,1,3,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,3,5,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,28,0,0,1,0,0,0,0,0,17,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,18,3,3,0,0,2,1,4,0,285,0,8,5,0,0,0,1,78,0,0,0,0,9,0,1,224,3,0,1,0,0,0,0,0,2,2,0,12,2,0,1,1,1,0,0,1,1,2,0,0,0,0,5,28,1,0,0,0,6,0,1,0,0,0,2,1,2,0,0,13,10,8,0,0,0,60,2,0,0,0,0,0,1,53,0,0,0,0,0,9,0,3,4,0,1,2,0,1,199,0,0,0,0,0,2,0,49,0,0,0,0,1,1,0,0,2,1,0,1,0,0,0,1,0,1,2,0,4,1,0,0,0,0,0,258,0,0,0,0,1,0,0,1,1,0,1,2,9,0,1,0,6,0,0,0,1,1,317,4,2,3,0,0,0,1,0,0,0,1,2,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,6,0,1,0
299,0,1,1,0,0,0,0,1,0,5,12,1,2,1,1,0,0,1,0,0,0,0,0,0,6,0,0,1,1,0,9,0,0,0,3,0,1,3,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,201,1,2,314,1,1,0,0,0,0,1,3,0,1,0,1,1,1,8,0,1,0,4,0,3,0,0,0,0,1,0,0,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,10,1,0,0,0,0,0,2,8,0,0,0,0,0,2,0,2,1,0,0,406,0,0,0,0,39,2,0,1,0,0,1,446,1,0,0,1,0,2,2,1,0,0,0,0,0,2,0,3,0,0,0,279,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,2,0,0,4,0,2,0,0,6,1,0,5,329,1,0,2,1,0,0,0,1,2,0,1,8,2,1,3,0,0,247,0,0,0,0,0,0,0,1,0,0,9,5,6,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,205,1,0,0,3,0,0,5,0,0,0,0,0,0,0,0,52,3,0,0,263,1,0,0,5,0,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0,2,1,0,1,1,0,1,1,2,1,0,0,4,2,0,0,0,0,0,4,1,13,0,1,5,3,0,2,1,1,0,1,2,0,0,246,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,2,3,0,0,0,0,0,2,0,1,1,1,0,2,0,0,4,0,0,184,0,0,0,0,1,0,85,1,0,0,0,0,2,1,132,1,0,1,0,0,42,1,0,1,2,2,0,1,0,0,0,1,0,0,2,0,1,1,0,0,2,0,3,12,0,0,0,3,0,1,0,0,2,1,2,0,0,0,0,11,0,0,1,303,0,2,100,0,0,1,0,0,0,0,2,0,0,1,0,2,0,0,2,0,0,0,0,1,2,4,1,9,1,1,1,0,0,0,0,1,0,1,0,0,2,0,0,3,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,1,73,0,2,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,1,31,0,1,0,0,0,0,0,0,268,0,2,1,1,0,0,0,14,0,1,0,0,7,1,0,189,3,0,0,0,0,0,0,0,0,2,0,1,2,1,1,1,1,0,0,0,0,0,6,0,0,0,7,63,0,0,0,0,0,0,0,4,0,0,1,0,3,2,0,1,17,0,1,0,0,76,0,0,1,2,0,1,2,83,1,4,0,0,0,12,1,0,6,0,1,1,2,0,214,0,0,1,0,2,2,0,50,0,0,0,1,1,0,0,0,4,0,0,0,1,0,0,0,1,0,1,0,1,0,2,1,0,0,1,248,0,1,0,2,0,2,2,0,1,0,0,3,9,1,0,0,1,0,1,6,0,1,304,0,0,0,0,0,0,1,0,1,0,0,3,0,0,2,3,3,0,2,1,3,43,1,1,0,3,0,18,1,0,0
