gen,0_age_at_initial_pathologic_diagnosis,0_race_WHITE,1_ABCF1.23,1_ACBD4.79777,1_ACER3.55331,1_ACLY.47,1_ACOT7.11332,1_ACTG2.72,1_ACTR1B.10120,1_ADCYAP1.116,1_ADH1B.125,1_ADIPOR1.51094,1_ADPRH.141,1_AGAP11.119385,1_AHNAK.79026,1_AKR1E2.83592,1_ALAD.210,1_ALDH1A1.216,1_ALG6.29929,1_ALS2CL.259173,1_ANKLE1.126549,1_ANKRD16.54522,1_ANKRD33.341405,1_ANTXR2.118429,1_AOC3.8639,1_AP2B1.163,1_AP3S2.10239,1_APLP2.334,1_APOL3.80833,1_AQP1.358,1_ARFGEF1.10565,1_ARHGAP1.392,1_ARHGDIB.397,1_ARL4D.379,1_ARSK.153642,1_ARV1.64801,1_ARVCF.421,1_ASAP3.55616,1_ASPM.259266,1_ATG2A.23130,1_ATP1A4.480,1_ATP2B4.493,1_ATP8B4.79895,1_AUH.549,1_AZIN1.51582,1_B3GALT4.8705,1_B3GNT8.374907,1_BAT1.7919,1_BBS1.582,1_BCL10.8915,1_BCL2L11.10018,1_BCL7B.9275,1_BECN1.8678,1_BHMT2.23743,1_BIRC5.332,1_BLMH.642,1_BNIP2.663,1_BOP1.23246,1_BUB1B.701,1_BYSL.705,1_C11orf46.120534,1_C11orf51.25906,1_C11orf70.85016,1_C12orf48.55010,1_C12orf61.283416,1_C13orf18.80183,1_C13orf35.400165,1_C14orf159.80017,1_C15orf24.56851,1_C15orf42.90381,1_C16orf59.80178,1_C16orf71.146562,1_C18orf45.85019,1_C19orf66.55337,1_C1orf159.54991,1_C1orf51.148523,1_C1orf52.148423,1_C1orf84.149469,1_C1R.715,1_C20orf152.140894,1_C21orf56.84221,1_C21orf63.59271,1_C21orf71.282566,1_C3orf23.285343,1_C4orf14.84273,1_C6orf134.79969,1_C6orf167.253714,1_C6orf182.285753,1_C6orf52.347744,1_C6orf64.55776,1_C7orf61.402573,1_C7orf70.84792,1_C8orf42.157695,1_C9orf140.89958,1_C9orf78.51759,1_C9orf95.54981,1_CA12.771,1_CABLES2.81928,1_CAMK1D.57118,1_CARD6.84674,1_CASKIN1.57524,1_CASP12.120329,1_CATSPER4.378807,1_CCDC102A.92922,1_CCDC107.203260,1_CCDC115.84317,1_CCDC23.374969,1_CCDC69.26112,1_CCNB2.9133,1_CCNDBP1.23582,1_CCNJ.54619,1_CCNJL.79616,1_CCT8L2.150160,1_CD151.977,1_CD244.51744,1_CD276.80381,1_CD44.960,1_CD59.966,1_CDC25A.993,1_CDK5R1.8851,1_CDKN2AIPNL.91368,1_CECR4.100130717,1_CELF2.10659,1_CERK.64781,1_CFP.5199,1_CHD4.1108,1_CIR1.9541,1_CLSPN.63967,1_CLSTN1.22883,1_CLU.1191,1_CMA1.1215,1_CMTM1.113540,1_CNGA4.1262,1_CNN1.1264,1_COL11A2.1302,1_COL9A2.1298,1_COQ10B.80219,1_CPSF1.29894,1_CPT1A.1374,1_CRH.1392,1_CSMD2.114784,1_CTAGE9.643854,1_CTHRC1.115908,1_CTSF.8722,1_CXCR3.2833,1_CYP24A1.1591,1_DBNDD2.55861,1_DCAF4.26094,1_DDO.8528,1_DDOST.1650,1_DDX25.29118,1_DEFB123.245936,1_DEM1.64789,1_DENR.8562,1_DEPDC1B.55789,1_DHH.50846,1_DHRS12.79758,1_DHX58.79132,1_DIO2.1734,1_DMPK.1760,1_DNAJC24.120526,1_DNAJC30.84277,1_DOM3Z.1797,1_DPH2.1802,1_DPY19L4.286148,1_DTNB.1838,1_DUSP3.1845,1_E2F2.1870,1_EARS2.124454,1_ECM2.1842,1_EDARADD.128178,1_EDN3.1908,1_EFNA4.1945,1_EHBP1.23301,1_EIF1.10209,1_EIF2B3.8891,1_ELL2.22936,1_EME1.146956,1_ENAM.10117,1_ENPP3.5169,1_ENTPD1.953,1_EPAS1.2034,1_EPHB2.2048,1_EPHB3.2049,1_ERGIC3.51614,1_ERRFI1.54206,1_ESM1.11082,1_ETFDH.2110,1_ETV4.2118,1_EXOC6.54536,1_FAM109B.150368,1_FAM113B.91523,1_FAM120AOS.158293,1_FAM184B.27146,1_FAM48B2.170067,1_FAM69A.388650,1_FAM72D.728833,1_FAM91A1.157769,1_FASN.2194,1_FBXO42.54455,1_FGD1.2245,1_FLJ23867.200058,1_FLJ43663.378805,1_FOLH1B.219595,1_FOLR4.390243,1_FOXM1.2305,1_FOXO1.2308,1_FSCB.84075,1_FUBP1.8880,1_FZD7.8324,1_G3BP1.10146,1_GALNT12.79695,1_GDEP.118425,1_GDI2.2665,1_GIMAP5.55340,1_GIMAP8.155038,1_GJA5.2702,1_GMEB1.10691,1_GNPDA2.132789,1_GPR3.2827,1_GRM5.2915,1_GSG2.83903,1_GSPT1.2935,1_GTPBP2.54676,1_GUCY1B3.2983,1_GUSBL2.375513,1_HAPLN1.1404,1_HDC.3067,1_HFE2.148738,1_HIC2.23119,1_HMGA2.8091,1_HMGCR.3156,1_HMGN1.3150,1_HN1.51155,1_HNMT.3176,1_HNRNPC.3183,1_HNRNPR.10236,1_HOXC8.3224,1_HRK.8739,1_HS1BP3.64342,1_HS2ST1.9653,1_HSD17B7P2.158160,1_HSP90AB1.3326,1_HSP90B1.7184,1_ID3.3399,1_IGDCC4.57722,1_IGFBP7.3490,1_IL1RAPL2.26280,1_ILF2.3608,1_INTS8.55656,1_IRF2.3660,1_KCNMB1.3779,1_KCTD18.130535,1_KDM2B.84678,1_KHDC1L.100129128,1_KIAA0146.23514,1_KIAA0748.9840,1_KIAA1586.57691,1_KIF11.3832,1_KIF15.56992,1_KLF9.687,1_KLHDC9.126823,1_KLHL32.114792,1_KLRB1.3820,1_KLRG1.10219,1_KRTAP19.6.337973,1_LACE1.246269,1_LACTB.114294,1_LAPTM4B.55353,1_LASS3.204219,1_LCE2C.353140,1_LCORL.254251,1_LGALS2.3957,1_LIMS2.55679,1_LIN7C.55327,1_LMNB2.84823,1_LOC100129935.100129935,1_LOC100133545.100133545,1_LOC121838.121838,1_LOC148696.148696,1_LOC149620.149620,1_LOC221710.221710,1_LOC283867.283867,1_LOC285548.285548,1_LOC286467.286467,1_LOC339674.339674,1_LOC389332.389332,1_LOC400804.400804,1_LOC401010.401010,1_LOC440354.440354,1_LOC729603.729603,1_LOH12CR2.503693,1_LRGUK.136332,1_LRRC41.10489,1_LRRC52.440699,1_LRRFIP1.9208,1_LYPLA2P1.653639,1_LYSMD2.256586,1_MAGEA3.4102,1_MAGED1.9500,1_MAP3K5.4217,1_MAP3K7.6885,1_MAP4K4.9448,1_MARCKSL1.65108,1_MCHR2.84539,1_MDGA1.266727,1_METTL11B.149281,1_MEX3A.92312,1_MFAP2.4237,1_MGAT1.4245,1_MITD1.129531,1_MITF.4286,1_MKI67.4288,1_MLLT11.10962,1_MOB2.81532,1_MORC4.79710,1_MRPL37.51253,1_MRPS10.55173,1_MRPS18C.51023,1_MRPS31.10240,1_MRPS9.64965,1_MS4A2.2206,1_MT1IP.644314,1_MTM1.4534,1_MURC.347273,1_MYBL2.4605,1_MYH7B.57644,1_MYL10.93408,1_MYL9.10398,1_MYLK2.85366,1_MYO15A.51168,1_MYO1A.4640,1_MYOC.4653,1_MYT1.4661,1_NAALADL1.10004,1_NADSYN1.55191,1_NBEAL2.23218,1_NCRNA00202.387644,1_NDUFAF1.51103,1_NEFH.4744,1_NEK2.4751,1_NFKBIL2.4796,1_NFYB.4801,1_NHEDC1.150159,1_NINJ1.4814,1_NKD2.85409,1_NKX3.2.579,1_NLE1.54475,1_NLRP11.204801,1_NMI.9111,1_NMU.10874,1_NOL11.25926,1_NRD1.4898,1_NT5DC2.64943,1_NUF2.83540,1_NUP93.9688,1_OAZ2.4947,1_OR10A6.390093,1_OR2A7.401427,1_OR2M7.391196,1_OR2W5.441932,1_OR4M1.441670,1_OR5W2.390148,1_OR6F1.343169,1_OR6V1.346517,1_OR8K3.219473,1_OSTalpha.200931,1_OTX1.5013,1_P4HA1.5033,1_PADI3.51702,1_PAK1IP1.55003,1_PANK1.53354,1_PANK3.79646,1_PAPD7.11044,1_PBXIP1.57326,1_PCBD1.5092,1_PCBP1.5093,1_PCDH11X.27328,1_PDE2A.5138,1_PDE4D.5144,1_PDHA1.5160,1_PDIA4.9601,1_PGBD1.84547,1_PGM5.5239,1_PHF11.51131,1_PHF20L1.51105,1_PHYHIPL.84457,1_PIF1.80119,1_PIGB.9488,1_PIK3C2B.5287,1_PITX2.5308,1_PIWIL1.9271,1_PLAC1.10761,1_PLAG1.5324,1_PLCG1.5335,1_PLCXD1.55344,1_PLEKHA3.65977,1_PLEKHA8.84725,1_PLXNA1.5361,1_PMCHL1.5369,1_PNPLA3.80339,1_POLD1.5424,1_POLR1C.9533,1_POLR3GL.84265,1_PPAT.5471,1_PPEF1.5475,1_PPIH.10465,1_PPIL1.51645,1_PPM1M.132160,1_PPP1R11.6992,1_PRDM14.63978,1_PRDX4.10549,1_PRICKLE2.166336,1_PRKCB.5579,1_PRKCDBP.112464,1_PRMT2.3275,1_PRMT5.10419,1_PSMB5.5693,1_PSMD10.5716,1_PSRC1.84722,1_PTGR2.145482,1_PTPLAD2.401494,1_PTPN20B.26095,1_PYCARD.29108,1_QSOX2.169714,1_RAB2A.5862,1_RAB34.83871,1_RAB40A.142684,1_RAB40AL.282808,1_RAD54L.8438,1_RASGRP2.10235,1_RASIP1.54922,1_RBMX.27316,1_RCN1.5954,1_RDH16.8608,1_RDH5.5959,1_RECQL4.9401,1_REEP1.65055,1_RELA.5970,1_REM1.28954,1_RGNEF.64283,1_RHOB.388,1_RNF24.11237,1_RNF40.9810,1_RNU11.26824,1_RPS8.6202,1_RRP1B.23076,1_RSPO4.343637,1_RWDD2B.10069,1_SBDSP1.155370,1_SC65.10609,1_SCLT1.132320,1_SCPEP1.59342,1_SDAD1.55153,1_SDR42E1.93517,1_SEL1L2.80343,1_SELV.348303,1_SEMA3F.6405,1_SERPING1.710,1_SETDB2.83852,1_SF3B3.23450,1_SFRS11.9295,1_SFXN1.94081,1_SGOL1.151648,1_SHCBP1.79801,1_SIGLEC15.284266,1_SKA3.221150,1_SLAMF9.89886,1_SLC19A1.6573,1_SLC22A20.440044,1_SLC25A24.29957,1_SLC26A6.65010,1_SLC35D2.11046,1_SLC39A2.29986,1_SLC9A1.6548,1_SLCO1A2.6579,1_SLFN12L.342615,1_SLFNL1.200172,1_SMARCC1.6599,1_SMR3B.10879,1_SMYD2.56950,1_SNAPC5.10302,1_SNX18.112574,1_SOAT2.8435,1_SOCS2.8835,1_SOCS6.9306,1_SOX11.6664,1_SOX4.6659,1_SPAG5.10615,1_SPATA20.64847,1_SPOP.8405,1_SREBF1.6720,1_SRM.6723,1_SRPK1.6732,1_SRRT.51593,1_ST6GALNAC1.55808,1_STAT3.6774,1_STMN1.3925,1_SUSD3.203328,1_SUV39H2.79723,1_SWAP70.23075,1_TACC1.6867,1_TACR2.6865,1_TAF8.129685,1_TAGLN3.29114,1_TARDBP.23435,1_TBC1D21.161514,1_TBC1D22B.55633,1_TEF.7008,1_TERT.7015,1_TFDP1.7027,1_TFDP3.51270,1_TFE3.7030,1_TIAL1.7073,1_TICAM1.148022,1_TIGD2.166815,1_TIMM8A.1678,1_TINAGL1.64129,1_TLR5.7100,1_TMEM205.374882,1_TMEM206.55248,1_TMEM233.387890,1_TMEM31.203562,1_TMEM63B.55362,1_TMEM65.157378,1_TMEM85.51234,1_TMEM88.92162,1_TMEM8B.51754,1_TNF.7124,1_TNFSF12.8742,1_TP53BP2.7159,1_TPSB2.64499,1_TRIB3.57761,1_TRIM29.23650,1_TRIM32.22954,1_TRIM34.53840,1_TRIM49.57093,1_TRIM6.117854,1_TRIML1.339976,1_TSPAN6.7105,1_TSPAN7.7102,1_TSTD1.100131187,1_TTC30A.92104,1_TTC39A.22996,1_TUBB.203068,1_TXLNA.200081,1_UBE2C.11065,1_UQCRHL.440567,1_USP1.7398,1_USP40.55230,1_USP45.85015,1_UTP3.57050,1_VAMP5.10791,1_VPS18.57617,1_WDR34.89891,1_WDR67.93594,1_WHAMML1.339005,1_WISP1.8840,1_XYLB.9942,1_YBX1.4904,1_YPEL2.388403,1_YWHAE.7531,1_ZAP70.7535,1_ZBTB12.221527,1_ZC3H12C.85463,1_ZNF280C.55609,1_ZNF436.80818,1_ZNF497.162968,1_ZNF697.90874,1_ZNF707.286075,1_ZNFX1.57169,1_ZSCAN2.54993
0,470,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1,4,0,0,48,3,2,0,1,0,0,1,0,0,1,0,0,443,7,0,0,1,0,2,0,2,8,1,0,1,0,1,0,4,0,0,0,1,1,0,10,3,2,29,307,2,0,0,14,0,0,2,4,15,3,0,0,0,1,0,3,1,0,0,0,1,2,0,3,1,1,0,0,0,2,3,3,1,1,158,0,0,0,0,1,1,0,0,1,0,0,0,1,2,4,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,4,0,0,0,0,0,1,1,2,6,0,5,1,1,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,4,0,1,5,0,0,1,2,0,0,0,2,0,0,0,0,9,2,6,1,0,1,0,0,0,0,1,3,0,0,0,2,5,0,0,0,0,0,0,0,0,4,0,5,1,264,1,0,0,1,277,1,18,1,0,2,0,127,1,0,0,0,2,0,0,0,0,2,1,1,3,9,0,0,7,1,1,0,91,1,1,0,0,0,1,0,0,1,0,5,0,0,0,0,0,1,1,0,0,0,0,2,2,0,4,0,1,0,0,0,1,0,3,2,2,1,1,4,0,1,0,0,1,0,0,0,5,1,1,91,7,0,0,2,2,0,4,1,1,0,0,0,1,0,4,0,2,0,0,0,4,1,0,0,10,0,1,0,0,0,1,0,0,4,0,1,0,1,8,3,25,0,0,1,1,1,1,1,0,341,3,2,1,0,1,1,7,82,1,0,0,0,0,5,3,0,0,9,7,91,0,0,0,1,1,4,11,0,1,0,9,0,0,0,2,0,0,0,4,0,0,0,2,0,0,0,1,3,2,0,2,1,0,4,0,0,13,4,0,0,5,0,2,3,0,39,0,0,1,0,296,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,56,0,416,38,2,2,1,14,4,0,0,1,1,1,0,0,1,0,1,181,0,0,1,0,1,1,2,0,1,0,0,13,0,0,0,0,16,1,0,0,1,0,0,0,1,157,26,2,3,2,0,0,0,1,0,1,0,0,1,0,0,0,3,0,15,0,18,1,1,0,0,1,1,1,1,3,0,0,0,0,0,2,1,0,0,5,0,1,0,0,1,2,0,56,2,0,0,2,451,0,1,1,10,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,2,2,0,0,111,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,236,0,3,5,5,14,0,0,1,0,0,3,0,0,1,0,0,3,0,0,1
200,0,0,2,0,102,0,0,0,0,3,0,0,0,4,3,0,1,439,0,0,0,0,1,0,0,225,0,0,0,0,8,0,0,1,1,1,36,0,1,0,0,0,0,0,408,2,0,2,0,0,1,0,1,0,0,0,1,1,0,0,45,0,1,0,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,39,0,1,0,0,0,0,1,3,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,2,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,9,1,2,1,0,1,3,0,1,0,1,0,0,2,0,0,0,0,1,0,1,102,2,0,22,0,1,1,3,0,3,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,13,1,1,0,0,0,1,0,0,269,0,1,0,0,105,0,2,1,1,0,60,26,0,2,1,0,0,0,0,4,1,0,1,0,0,1,0,0,0,0,0,0,199,0,12,9,0,0,0,0,19,0,1,0,1,0,0,1,1,0,1,1,0,4,1,0,2,68,0,0,0,1,1,1,0,0,0,2,0,3,0,0,1,0,16,0,1,1,0,1,3,0,0,0,35,0,23,0,0,1,0,0,0,1,1,0,0,9,0,0,0,0,0,0,4,0,13,0,0,0,1,0,0,1,0,0,2,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,309,2,0,0,0,0,0,0,368,0,0,1,1,3,1,3,0,0,0,7,7,1,3,0,0,0,0,0,13,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,3,0,0,0,0,2,0,1,0,0,2,4,3,0,0,1,0,2,0,0,0,4,0,1,0,13,310,0,0,0,0,2,0,0,1,0,2,0,2,0,6,0,1,0,1,396,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,0,250,1,0,1,2,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,6,0,1,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,17,2,1,0,4,1,0,0,0,0,0,0,7,0,0,0,1,0,1,8,0,0,0,0,453,1,0,0,6,0,1,2,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,10,0,0,2,1,211,1,4,9,1,0,0,0,0,0,0,1,0,2,1,0,0,24,197,30,4,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,3,1,0
299,0,0,0,1,168,0,0,1,0,0,6,0,1,74,0,2,16,442,0,1,3,0,3,0,1,299,0,0,1,0,2,0,1,0,1,0,119,0,1,1,0,0,0,0,426,1,2,0,0,1,0,0,0,0,0,1,1,0,0,1,72,0,6,2,2,0,0,10,0,0,0,1,1,2,0,0,0,0,0,10,3,1,1,4,0,0,0,0,0,0,19,2,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,2,0,1,1,1,0,1,1,0,0,0,0,0,30,0,0,0,3,0,1,0,8,0,9,0,4,0,0,0,1,0,0,3,0,0,0,0,3,1,0,0,0,184,0,0,12,1,0,2,2,0,3,0,1,0,1,2,0,0,1,0,1,1,1,0,0,1,1,2,0,0,0,1,2,0,1,0,0,250,0,0,3,0,74,0,2,0,0,0,130,21,0,0,0,18,0,2,1,0,0,0,1,1,0,1,1,1,0,0,0,1,291,0,19,0,4,4,0,3,15,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,3,125,0,1,5,7,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,6,0,2,1,1,0,14,1,3,0,0,0,0,0,0,0,4,3,0,4,0,1,0,12,1,1,0,1,3,7,0,3,1,4,2,0,0,1,1,21,2,0,11,0,0,0,0,1,1,0,0,0,0,1,0,355,1,0,0,1,0,0,0,345,0,1,0,0,0,0,3,1,1,1,4,2,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,2,2,0,1,1,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,2,308,0,2,1,1,0,0,1,2,1,0,0,0,1,0,1,1,0,7,387,0,0,0,0,19,2,1,1,0,0,0,0,1,0,1,0,230,0,3,0,0,0,0,0,1,0,3,1,14,1,0,2,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4,1,0,0,2,0,1,0,0,0,1,7,0,1,0,1,1,0,0,0,1,0,0,0,12,1,0,1,0,0,1,0,0,1,1,0,60,0,2,3,1,0,0,11,0,1,13,0,454,0,0,0,6,1,4,3,0,0,1,2,0,2,3,2,1,1,1,0,1,0,2,3,0,0,0,0,215,4,0,3,0,0,0,1,4,5,2,1,1,0,0,2,0,1,50,17,3,0,0,0,2,7,0,0,0,0,1,2,3,1,1,2,0,0,3
