gen,evals,gen_feats,explored,expression_subtype naive Bayes balanced accuracy_min,expression_subtype naive Bayes balanced accuracy_avg,expression_subtype naive Bayes balanced accuracy_max,expression_subtype naive Bayes balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,655,655,0.13760617875306005,0.5384968078661913,0.7852290579713943,0.14385926015004466,0.0196078431372549,0.08783468052046038,1.0,0.1535633848270015
1,360,1053,1083,0.13760617875306005,0.5671901550332206,0.7852290579713943,0.1488918090778113,0.018518518518518517,0.08787586882408505,1.0,0.0985762616382204
2,349,1153,1472,0.13760617875306005,0.5994707867485285,0.7852290579713943,0.14019992404306605,0.017857142857142856,0.08991109367375176,1.0,0.1014301062350912
3,350,1155,1846,0.13760617875306005,0.6125417373273876,0.7935123712967245,0.14250375614974575,0.017241379310344827,0.09287627905827261,1.0,0.10314331357109628
4,344,1164,2210,0.13760617875306005,0.6278311993094948,0.7958579486819516,0.1433136295286953,0.017241379310344827,0.09284453746234075,1.0,0.10502583819377706
5,357,1173,2581,0.13760617875306005,0.6463310363683213,0.7984577559971097,0.1399045717687606,0.01694915254237288,0.08983540049755298,1.0,0.10542514006699798
6,353,1163,2948,0.13760617875306005,0.6531117830854722,0.8042920412526282,0.13954936901972387,0.014705882352941176,0.09127761944267074,1.0,0.10679587921736061
7,355,1118,3280,0.13760617875306005,0.6595129995970285,0.8349686204959018,0.1402903595252994,0.014492753623188406,0.09288314544229774,1.0,0.10757246374245867
8,359,1149,3631,0.13760617875306005,0.6659166946973148,0.8355896512057004,0.1427241438703131,0.014285714285714285,0.09459633502036109,1.0,0.1105060527119672
9,355,1118,3969,0.14285714285714285,0.6766783589306895,0.8355896512057004,0.13927202764260618,0.0136986301369863,0.0921704593641731,1.0,0.10805915292971605
10,346,1128,4298,0.14285714285714285,0.6875635200729887,0.8388804924773678,0.14090329227877788,0.013888888888888888,0.08995467591524116,1.0,0.10864485466171922
11,349,1061,4607,0.14285714285714285,0.6938802635893321,0.8439291632474257,0.14396201982147377,0.014285714285714285,0.08996375627535377,1.0,0.10913472778690342
12,353,1105,4945,0.14285714285714285,0.7056367496311371,0.8461692616243451,0.13973375110621897,0.012987012987012988,0.08662712518820022,1.0,0.10676939833609796
13,361,1110,5258,0.14285714285714285,0.7164715523833881,0.8535877161856569,0.13582570160229407,0.015151515151515152,0.08311168374123465,1.0,0.10447993106891594
14,362,1122,5571,0.14285714285714285,0.7195992504451139,0.8535877161856569,0.1360648711260522,0.014925373134328358,0.08372548351898024,1.0,0.10421856766883106
15,348,1064,5836,0.14285714285714285,0.7260061169012074,0.8600569705540709,0.1363053129409491,0.014925373134328358,0.0830849656586456,1.0,0.10431020351892899
16,369,1090,6136,0.14285714285714285,0.727412114517431,0.8600569705540709,0.13614167834692356,0.014925373134328358,0.08402636979442867,1.0,0.10424354206838668
17,373,1096,6416,0.14285714285714285,0.734540082740736,0.8745285120844359,0.13636297428580155,0.014084507042253521,0.08247933777221568,1.0,0.10445036915053856
18,360,1042,6699,0.14285714285714285,0.7420622983226582,0.8745285120844359,0.13250326714923283,0.0136986301369863,0.07942178827474417,1.0,0.10182130255816071
19,360,1038,6953,0.14285714285714285,0.7458097037279733,0.8790636594767262,0.13209687993940025,0.013333333333333334,0.07933904925550488,1.0,0.10191247228972534
20,367,1020,7201,0.14285714285714285,0.7490946450911038,0.8790636594767262,0.13213348685262855,0.013333333333333334,0.07904774223383368,1.0,0.10207891646871835
21,356,1023,7467,0.14285714285714285,0.7525143671882883,0.8790636594767262,0.1325226019918186,0.013513513513513514,0.07888588964600089,1.0,0.10220704613064856
22,350,993,7707,0.14285714285714285,0.7570104003961479,0.8813011250660676,0.13275489359206738,0.013157894736842105,0.07822958994526655,1.0,0.10229639819694429
23,353,1011,7934,0.14285714285714285,0.7547956842788989,0.8813011250660676,0.13585488457070205,0.01282051282051282,0.08121258204424674,1.0,0.10321561090229707
24,353,982,8156,0.14285714285714285,0.7556643981517884,0.8813011250660676,0.13785706860069002,0.012195121951219513,0.0827542718656319,1.0,0.1047041559742301
25,361,979,8366,0.14285714285714285,0.7613721459293196,0.8851355978223063,0.1388355449862848,0.012048192771084338,0.08176092407833714,1.0,0.10516968170946277
26,367,978,8588,0.14285714285714285,0.7667499538656528,0.8893129307272992,0.14025604956879778,0.011904761904761904,0.08085979782685865,1.0,0.10567021744425285
27,365,1034,8803,0.14285714285714285,0.7700289477527115,0.8893130263694828,0.13913542510067864,0.011904761904761904,0.08089622593084304,1.0,0.10556536660273845
28,367,1017,9029,0.14285714285714285,0.7676768404357706,0.8893130263694828,0.14120627710767839,0.012048192771084338,0.08381447848221228,1.0,0.106296044088927
29,371,994,9240,0.14285714285714285,0.7714634220274011,0.8893130263694828,0.13824744286997806,0.012048192771084338,0.08293470782088426,1.0,0.10485613647495173
30,381,1038,9446,0.14285714285714285,0.7730642166573448,0.8893130263694828,0.1377766927741651,0.012048192771084338,0.0831845315246384,1.0,0.10479648951503112
31,369,995,9661,0.14285714285714285,0.7741206686182138,0.8940602357361737,0.13742134016049518,0.012048192771084338,0.08384541190318688,1.0,0.10448914934530948
32,361,965,9862,0.14285714285714285,0.7754039795298927,0.8940602357361737,0.1384403503234434,0.01282051282051282,0.08449629832480497,1.0,0.10501711665488117
33,383,987,10034,0.14285714285714285,0.7802021111495914,0.8955509359592684,0.1384355890991815,0.01282051282051282,0.08299450255915175,1.0,0.10481344240282857
34,384,969,10224,0.14285714285714285,0.7805501251855023,0.8961418161276133,0.14221896330232914,0.01282051282051282,0.08431129407042129,1.0,0.10710370462201604
35,339,939,10402,0.14285714285714285,0.7844856802657371,0.8961418161276133,0.13911199498521884,0.01282051282051282,0.08270346887777699,1.0,0.10496034507421076
36,367,959,10567,0.14285714285714285,0.7865058576076283,0.8961418161276133,0.1393624654861226,0.01282051282051282,0.08257083239709297,1.0,0.1050592882505401
37,359,952,10747,0.14285714285714285,0.7943488491745232,0.8961418161276133,0.13509144170967274,0.012987012987012988,0.07876635281953734,1.0,0.10261865645495163
38,351,972,10911,0.14285714285714285,0.791239050619427,0.8999781054284545,0.13740108882688562,0.012987012987012988,0.0813750144722731,1.0,0.10353911586766737
39,354,946,11071,0.14285714285714285,0.7916802651734716,0.8999781054284545,0.13720122112320812,0.011627906976744186,0.08193271903934249,1.0,0.10332891850340067
40,347,922,11206,0.14285714285714285,0.7956173644598192,0.9040597380815157,0.13893723267983085,0.011627906976744186,0.0803821979951282,1.0,0.10486214095766946
41,353,951,11368,0.14285714285714285,0.798167377458354,0.908594885473806,0.13557010829956687,0.011363636363636364,0.07928626899551139,1.0,0.1023769052610958
42,366,926,11518,0.14285714285714285,0.7994476237987233,0.908594885473806,0.13594326611803106,0.01098901098901099,0.07914587755086208,1.0,0.1024329588387899
43,375,968,11657,0.14285714285714285,0.8009373309671878,0.908594885473806,0.13576925398030495,0.01098901098901099,0.0789928006834215,1.0,0.10248706238240864
44,353,945,11799,0.14285714285714285,0.8016010438926547,0.908594885473806,0.13584426108565004,0.010752688172043012,0.07916825021493079,1.0,0.10243839729601584
45,363,970,11955,0.14285714285714285,0.8020041910015918,0.908594885473806,0.1358252042166049,0.010752688172043012,0.07946014005919103,1.0,0.10227899403450699
46,361,941,12099,0.14285714285714285,0.7951237162619077,0.908594885473806,0.14048473064895306,0.010526315789473684,0.08420597834501524,1.0,0.10428988841477786
47,371,974,12264,0.14285714285714285,0.7960515275332367,0.9086052052391265,0.14007167168456577,0.010526315789473684,0.08441716615101848,1.0,0.10420090056190817
48,361,960,12389,0.14285714285714285,0.7963651911245473,0.9086052052391265,0.13959738261538057,0.01020408163265306,0.08481055382080264,1.0,0.10402362484391997
49,357,937,12537,0.14285714285714285,0.7975745189543035,0.9086052052391265,0.13997856937158687,0.01020408163265306,0.0844290049635956,1.0,0.10420242610403087
50,355,936,12645,0.14285714285714285,0.8016320655777988,0.9089289533732663,0.14015230266419892,0.01020408163265306,0.08268303242275882,1.0,0.10450388425630781
51,354,910,12757,0.14285714285714285,0.8035225716509395,0.9089289533732663,0.13924326698562461,0.01020408163265306,0.0819705333896957,1.0,0.10411281378969384
52,348,886,12870,0.14285714285714285,0.8066229517366551,0.9089289533732663,0.135496115493966,0.010416666666666666,0.08051393673868985,1.0,0.10179508508536178
53,350,879,12963,0.14285714285714285,0.8073389453825458,0.9089289533732663,0.13569042904040515,0.010416666666666666,0.08034825273405405,1.0,0.1018778893497617
