gen,evals,gen_feats,explored,expression_subtype naive Bayes balanced accuracy_min,expression_subtype naive Bayes balanced accuracy_avg,expression_subtype naive Bayes balanced accuracy_max,expression_subtype naive Bayes balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,638,638,0.14228652924967436,0.4713785615903904,0.7610542769895472,0.13009776102375914,0.0196078431372549,0.091988411392933,1.0,0.15468131548041503
1,349,1030,1059,0.14228652924967436,0.5167550783930237,0.7610542769895472,0.13206866488061372,0.01818181818181818,0.08886759312304567,1.0,0.10171999138807342
2,363,1151,1477,0.14228652924967436,0.5432023264261017,0.7610542769895472,0.13422890770049395,0.01818181818181818,0.09533370335247417,1.0,0.10324210457251605
3,341,1119,1848,0.14228652924967436,0.5685644623703529,0.7631202171250813,0.13682896009476667,0.018867924528301886,0.09774392390180066,1.0,0.10442693491245846
4,347,1106,2200,0.14228652924967436,0.5919285519693622,0.7989857355586836,0.1372785672502563,0.01818181818181818,0.096091800060933,1.0,0.10372574777820744
5,364,1122,2575,0.14228652924967436,0.6131571324551655,0.7989857355586836,0.1375003305439682,0.017857142857142856,0.09383020400704896,1.0,0.10540242312735222
6,351,1128,2969,0.14228652924967436,0.6237731435298183,0.8071824056603701,0.14149876465719352,0.015151515151515152,0.09452771355610753,1.0,0.10705454438958521
7,352,1107,3311,0.14228652924967436,0.6346607045349729,0.8219390964399917,0.14424350266593444,0.014925373134328358,0.0945480740961026,1.0,0.10878618867788808
8,359,1079,3662,0.14285714285714285,0.6472233093585019,0.8221299128306637,0.1425408438391976,0.014705882352941176,0.09281801878415785,1.0,0.10798870045699789
9,377,1079,4014,0.14285714285714285,0.6577251674704571,0.8310439349071521,0.14479035501485127,0.013888888888888888,0.09167046035404458,1.0,0.10839596979562413
10,357,1089,4352,0.14285714285714285,0.6709427405629266,0.8310439349071521,0.14329097985118724,0.0136986301369863,0.08798130874946045,1.0,0.10638082868089886
11,349,1061,4687,0.14285714285714285,0.6755083199354922,0.8314382275215585,0.14363080810815818,0.013157894736842105,0.08802848645766934,1.0,0.10638496893556834
12,366,1115,5033,0.14285714285714285,0.6875382354191585,0.8449614233749788,0.14336534079683316,0.013157894736842105,0.08536499283550528,1.0,0.10644793121766442
13,367,1122,5359,0.14285714285714285,0.694047755230934,0.8760927338245134,0.14261390504235402,0.011904761904761904,0.08352687612534786,1.0,0.10448318610260754
14,372,1065,5665,0.14285714285714285,0.7000513046431881,0.8777853690794332,0.14350206487327172,0.011764705882352941,0.08304660671037353,1.0,0.10475299373808598
15,363,1078,5968,0.14285714285714285,0.7118727768031561,0.8777853690794332,0.14081363171550987,0.011627906976744186,0.07879041976143525,1.0,0.10251009499249858
16,370,1115,6255,0.14285714285714285,0.7199566305090264,0.8777853690794332,0.14280308892085858,0.011627906976744186,0.07718762965396517,1.0,0.10316338541085515
17,369,1108,6526,0.14285714285714285,0.7294638845844715,0.8777853690794332,0.13738546341105504,0.011627906976744186,0.07381933700501446,1.0,0.10029089593145561
18,356,1055,6802,0.14285714285714285,0.7336706887023053,0.8777853690794332,0.13697319052790954,0.011494252873563218,0.07353195792348806,1.0,0.10029745441356518
19,365,1049,7048,0.14285714285714285,0.7375671165699896,0.8777853690794332,0.1376724314546835,0.011363636363636364,0.07339232493811645,1.0,0.10045944728772545
20,356,1086,7311,0.14285714285714285,0.739773100637681,0.8810295948094274,0.13738511519938545,0.011363636363636364,0.07355236849317329,1.0,0.10034500014027109
21,376,1078,7577,0.14285714285714285,0.7431096016659398,0.8810295948094274,0.13883458310189972,0.011235955056179775,0.07333474681238217,1.0,0.10052588888469172
22,347,1050,7812,0.14285714285714285,0.7449997930195166,0.8824840227344436,0.13922729030878017,0.011111111111111112,0.07359779021778994,1.0,0.10044342297154203
23,355,1041,8067,0.14285714285714285,0.7462294844868809,0.8824840227344436,0.14142050055463454,0.01098901098901099,0.07464447092283188,1.0,0.10224120043499636
24,352,1045,8270,0.14285714285714285,0.7424138619841107,0.8862101809425218,0.144555002666813,0.01098901098901099,0.07766980188740005,1.0,0.10310301847867805
25,345,998,8490,0.14285714285714285,0.7478168151702909,0.8875892906480606,0.14459602703638125,0.01098901098901099,0.07659999840817382,1.0,0.10322402445729634
26,381,1042,8732,0.14285714285714285,0.7542123074340382,0.8875892906480606,0.14217663595292107,0.011111111111111112,0.07467444891410385,1.0,0.1022010906474618
27,356,1008,8948,0.14285714285714285,0.7568240827287919,0.8875892906480606,0.1402947306626653,0.01098901098901099,0.07403966868844795,1.0,0.10032898009181145
28,348,1026,9193,0.14285714285714285,0.7596166606197607,0.8875892906480606,0.14086166320931007,0.01098901098901099,0.07362104346756848,1.0,0.10046110608522502
29,375,1033,9407,0.14285714285714285,0.7614952788656854,0.8950420008762473,0.1409153319413068,0.01098901098901099,0.07370507481738034,1.0,0.10047607416183028
30,344,982,9590,0.14285714285714285,0.763372105306921,0.8950420008762473,0.14084936710947832,0.01098901098901099,0.07377293717302405,1.0,0.10042661121752244
31,354,1018,9772,0.14285714285714285,0.7696893330676237,0.8950420008762473,0.14034590277175849,0.010869565217391304,0.07170337783242925,1.0,0.10059855435337692
32,365,1033,9946,0.14285714285714285,0.7712921653317062,0.8950420008762473,0.14075845130535505,0.010869565217391304,0.07170642724297278,1.0,0.10073297326238526
33,383,1065,10149,0.14285714285714285,0.7707101044717903,0.8950420008762473,0.14111911503028268,0.010869565217391304,0.07260556434531228,1.0,0.1006304630479763
34,354,1016,10323,0.14285714285714285,0.7707728959711213,0.8989174405429049,0.1401738582935781,0.010869565217391304,0.07322174542665096,1.0,0.10034891969356598
35,363,1030,10505,0.14285714285714285,0.7717275318555886,0.8989174405429049,0.1400755092024656,0.010869565217391304,0.07334707095288164,1.0,0.10034219599317835
36,365,1014,10679,0.14285714285714285,0.7735902313693291,0.8989174405429049,0.1394579696372201,0.010869565217391304,0.07331812580117203,1.0,0.100298899458142
37,362,1026,10825,0.14285714285714285,0.7747278536823397,0.8989174405429049,0.13969721743733113,0.010752688172043012,0.07344386784903506,1.0,0.10025939356242469
38,365,1041,10996,0.14285714285714285,0.77732912560976,0.8989174405429049,0.1404573545874988,0.010752688172043012,0.07306897219928328,1.0,0.10040728407791046
39,357,1013,11154,0.14285714285714285,0.7823282985065998,0.8989174405429049,0.14065593136397253,0.010752688172043012,0.07146754658552308,1.0,0.10068372232309354
40,350,1021,11303,0.14285714285714285,0.7874462737777139,0.8989174405429049,0.13609367156346583,0.010752688172043012,0.06888746313903328,1.0,0.09774008577523427
41,359,1046,11476,0.14285714285714285,0.7878473320160521,0.899808706140053,0.13596078726645275,0.010638297872340425,0.06917971125288168,1.0,0.09767161323458257
42,339,1006,11610,0.14285714285714285,0.788786387245951,0.899808706140053,0.13585831713999286,0.010526315789473684,0.06931952775722715,1.0,0.09762315081560634
43,364,1059,11738,0.14285714285714285,0.7906366679573912,0.899808706140053,0.1361835860422689,0.010526315789473684,0.06900226697375249,1.0,0.09776135558319857
44,385,1075,11897,0.14285714285714285,0.7901697108336605,0.899808706140053,0.13572438631307351,0.010638297872340425,0.06965613995150008,1.0,0.09749867344424516
