gen,0_age_at_initial_pathologic_diagnosis,0_ajcc_pathologic_tumor_stage_Stage I,0_ajcc_pathologic_tumor_stage_Stage IV,1_..652919,1_AAAS.8086,1_ABCA12.26154,1_ABCA13.154664,1_ABCA17P.650655,1_ABCB1.5243,1_ACE.1636,1_ACSM1.116285,1_ACSS3.79611,1_ACTC1.70,1_ACVRL1.94,1_ADAMTS14.140766,1_ADCY2.108,1_AFF3.3899,1_AFP.174,1_AGXT2.64902,1_AIM1.202,1_AIPL1.23746,1_AKAP8L.26993,1_ALDH1L1.10840,1_ALKBH3.221120,1_ALOX5.240,1_ALS2CR11.151254,1_AMH.268,1_AMY2A.279,1_AMZ2P1.201283,1_ANAPC4.29945,1_ANKLE1.126549,1_ANKRD1.27063,1_ANKRD19.138649,1_ANKRD33.341405,1_ANKRD56.345079,1_ANO4.121601,1_ANXA13.312,1_AP1AR.55435,1_APOF.319,1_APP.351,1_AQP7P3.441432,1_ARAP2.116984,1_ARHGAP20.57569,1_ARHGAP29.9411,1_ARL2.402,1_ARMC8.25852,1_ARPC3.10094,1_ARPC4.10093,1_ARSA.410,1_ART4.420,1_ARX.170302,1_ASNS.440,1_ATG9B.285973,1_ATL1.51062,1_ATP2B4.493,1_ATXN2L.11273,1_ATXN7L2.127002,1_AZGP1.563,1_B3GNTL1.146712,1_BAI1.575,1_BAI2.576,1_BANK1.55024,1_BARD1.580,1_BARX1.56033,1_BEND6.221336,1_BHLHB9.80823,1_BIRC6.57448,1_BMI1.648,1_BREA2.286076,1_BUB3.9184,1_C10orf50.645528,1_C11orf70.85016,1_C11orf83.790955,1_C16orf57.79650,1_C16orf68.79091,1_C17orf56.146705,1_C17orf65.339201,1_C17orf70.80233,1_C17orf81.23587,1_C19orf39.126074,1_C1orf174.339448,1_C1orf203.84852,1_C1orf223.374973,1_C1orf31.388753,1_C1orf92.149499,1_C1orf96.126731,1_C1QL3.389941,1_C20orf141.128653,1_C20orf30.29058,1_C21orf70.85395,1_C4orf26.152816,1_C4orf48.401115,1_C4orf52.389203,1_C5orf23.79614,1_C5orf46.389336,1_C6orf118.168090,1_C6orf125.84300,1_C6orf168.84553,1_C6orf186.728464,1_C7orf47.221908,1_C7orf54.27099,1_C8G.733,1_C8orf80.389643,1_C9orf103.414328,1_C9orf16.79095,1_C9orf71.169693,1_CACNA1D.776,1_CASKIN1.57524,1_CBLL1.79872,1_CCDC109B.55013,1_CCDC136.64753,1_CCDC137.339230,1_CCDC22.28952,1_CCDC23.374969,1_CCDC53.51019,1_CCDC87.55231,1_CCL25.6370,1_CCL8.6355,1_CCNA2.890,1_CCNB2.9133,1_CCNE2.9134,1_CCNG2.901,1_CD93.22918,1_CDC34.997,1_CDC42.998,1_CDCA3.83461,1_CDH13.1012,1_CDH22.64405,1_CDKL5.6792,1_CDKN2AIP.55602,1_CDRT15P.94158,1_CENPM.79019,1_CGB7.94027,1_CHAT.1103,1_CHD1L.9557,1_CHRNB4.1143,1_CIDECP.152302,1_CILP2.148113,1_CLDN14.23562,1_CLGN.1047,1_CLK2.1196,1_CLNK.116449,1_CLPX.10845,1_COPB1.1315,1_COX5B.1329,1_CPA3.1359,1_CPA4.51200,1_CPLX3.594855,1_CPNE7.27132,1_CPT1B.1375,1_CPT2.1376,1_CPXM2.119587,1_CREM.1390,1_CRNKL1.51340,1_CSGALNACT1.55790,1_CSMD3.114788,1_CST2.1470,1_CSTF3.1479,1_CTNNB1.1499,1_CTSE.1510,1_CUEDC1.404093,1_CXCL6.6372,1_CYFIP1.23191,1_CYP21A2.1589,1_CYP3A7.1551,1_CYP4A11.1579,1_CYTH4.27128,1_DAGLB.221955,1_DAZAP1.26528,1_DCAF12L1.139170,1_DCAF7.10238,1_DCK.1633,1_DCST1.149095,1_DDAH1.23576,1_DDC.1644,1_DDX53.168400,1_DEPDC1.55635,1_DEPDC6.64798,1_DFFB.1677,1_DGCR8.54487,1_DHRS7.51635,1_DHX36.170506,1_DKC1.1736,1_DKFZP434L187.26082,1_DKK2.27123,1_DNAH3.55567,1_DNAJB12.54788,1_DNAJC22.79962,1_DNM1P35.100128285,1_DNM3.26052,1_DNMT3A.1788,1_DOCK9.23348,1_DPP6.1804,1_DPYSL5.56896,1_DRAM2.128338,1_DRAP1.10589,1_DUSP23.54935,1_DUXA.503835,1_DYNC2H1.79659,1_DYNLT1.6993,1_EDNRB.1910,1_EGLN3.112399,1_EIF2AK1.27102,1_EIF2AK2.5610,1_EIF3K.27335,1_EIF4A1.1973,1_EIF5.1983,1_ENPEP.2028,1_EPAS1.2034,1_EPHB4.2050,1_EPOR.2057,1_ESRRG.2104,1_ETFA.2108,1_EXOSC7.23016,1_F2RL3.9002,1_FABP1.2168,1_FAM109A.144717,1_FAM117A.81558,1_FAM170B.170370,1_FAM192A.80011,1_FAM196B.100131897,1_FAM38B.63895,1_FAM64A.54478,1_FAM72D.728833,1_FAM76A.199870,1_FAM83A.84985,1_FAM83E.54854,1_FAM83F.113828,1_FAM90A1.55138,1_FBRS.64319,1_FBXO41.150726,1_FCGR1C.100132417,1_FCRL3.115352,1_FGA.2243,1_FHL3.2275,1_FLII.2314,1_FMN1.342184,1_FOXB2.442425,1_FOXD1.2297,1_FOXD4.2298,1_FOXI2.399823,1_FOXJ1.2302,1_FRMD6.122786,1_FSTL5.56884,1_FTH1.2495,1_FUBP1.8880,1_G6PC3.92579,1_GAD2.2572,1_GALK2.2585,1_GDF9.2661,1_GFRA4.64096,1_GGA1.26088,1_GJB3.2707,1_GJB4.127534,1_GLYATL1.92292,1_GNAS.2778,1_GNG12.55970,1_GOLGA9P.283796,1_GPBP1L1.60313,1_GPR113.165082,1_GPR132.29933,1_GPR162.27239,1_GPR172B.55065,1_GPR97.222487,1_GPSM3.63940,1_GPX1.2876,1_GRK6.2870,1_GSDMD.79792,1_GTPBP3.84705,1_GUCA1B.2979,1_GYLTL1B.120071,1_HAGHL.84264,1_HARS2.23438,1_HCFC1R1.54985,1_HDGFL1.154150,1_HEBP2.23593,1_HHAT.55733,1_HHLA2.11148,1_HIP1.3092,1_HIST1H3I.8354,1_HIST2H2AC.8338,1_HMCN1.83872,1_HOXA3.3200,1_HOXB13.10481,1_HPDL.84842,1_HSD17B1.3292,1_HSD17B3.3293,1_ICT1.3396,1_IDH3G.3421,1_IER5L.389792,1_IFNB1.3456,1_IFNG.3458,1_IFT20.90410,1_IGFBP1.3484,1_IL20RB.53833,1_IL23A.51561,1_INPP5F.22876,1_INTS8.55656,1_IQCF1.132141,1_IQCF6.440956,1_IRAK3.11213,1_IRX5.10265,1_ISYNA1.51477,1_ITCH.83737,1_ITGA8.8516,1_JSRP1.126306,1_KANK3.256949,1_KCND2.3751,1_KCNG1.3755,1_KCNH2.3757,1_KCNJ13.3769,1_KCNS1.3787,1_KEAP1.9817,1_KIAA0586.9786,1_KIAA0753.9851,1_KIAA1024.23251,1_KIAA1161.57462,1_KIAA1737.85457,1_KIF18A.81930,1_KIFC1.3833,1_KIT.3815,1_KLHDC7B.113730,1_KLK11.11012,1_KLRG2.346689,1_KRT34.3885,1_KRT79.338785,1_L1CAM.3897,1_LAMP3.27074,1_LASS5.91012,1_LASS6.253782,1_LBH.81606,1_LEMD1.93273,1_LFNG.3955,1_LGALS12.85329,1_LIMS2.55679,1_LNPEP.4012,1_LOC100128640.100128640,1_LOC100129055.100129055,1_LOC100130015.100130015,1_LOC100271832.100271832,1_LOC158376.158376,1_LOC339240.339240,1_LOC440896.440896,1_LOC645431.645431,1_LOC728758.728758,1_LOC729176.729176,1_LOC81691.81691,1_LOXL1.4016,1_LRRC37A3.374819,1_LRRN4CL.221091,1_LRWD1.222229,1_LSM7.51690,1_LTF.4057,1_LYPD1.116372,1_LYPD5.284348,1_LZTS2.84445,1_MAGEA4.4103,1_MAGEL2.54551,1_MAP3K2.10746,1_MAP3K8.1326,1_MAP4K5.11183,1_MAT2A.4144,1_MBD3.53615,1_MCF2L2.23101,1_MCRS1.10445,1_MCTP1.79772,1_MCTS1.28985,1_MDGA1.266727,1_MEA1.4201,1_MED26.9441,1_MEIG1.644890,1_MEP1A.4224,1_MGC12916.84815,1_MGC16703.113691,1_MGMT.4255,1_MICALCL.84953,1_MIOX.55586,1_MITD1.129531,1_MKS1.54903,1_MLYCD.23417,1_MMAB.326625,1_MMP11.4320,1_MMP1.4312,1_MOBKL1B.55233,1_MOSC2.54996,1_MPP5.64398,1_MPV17.4358,1_MRPL12.6182,1_MRPL17.63875,1_MRPL24.79590,1_MRPS12.6183,1_MRVI1.10335,1_MS4A2.2206,1_MSRA.4482,1_MT1X.4501,1_MTIF3.219402,1_MTMR8.55613,1_MTVR2.246754,1_MUM1L1.139221,1_MXD3.83463,1_MYBPHL.343263,1_MYCBPAP.84073,1_MYO18A.399687,1_MYO5B.4645,1_NAA15.80155,1_NACA2.342538,1_NAGPA.51172,1_NAP1L6.645996,1_NARF.26502,1_NARFL.64428,1_NAT6.24142,1_NAT8.9027,1_NCBP2.22916,1_NCRNA00160.54064,1_NDUFB10.4716,1_NDUFC2.4718,1_NEDD4.4734,1_NEIL3.55247,1_NFKB1.4790,1_NFKBIB.4793,1_NID2.22795,1_NME1.NME2.654364,1_NMU.10874,1_NPB.256933,1_NPIPL3.23117,1_NPM3.10360,1_NPY6R.4888,1_NR5A2.2494,1_NSUN5.55695,1_NUP85.79902,1_NXF3.56000,1_ODF3.113746,1_ODF3B.440836,1_OLAH.55301,1_OMD.4958,1_OPCML.4978,1_OR2A9P.441295,1_OR52K1.390036,1_ORAI3.93129,1_ORAOV1.220064,1_ORMDL1.94101,1_OVOL1.5017,1_P2RY11.5032,1_PADI3.51702,1_PANX2.56666,1_PARK2.5071,1_PCCB.5096,1_PCDHA12.56137,1_PCNX.22990,1_PDLIM5.10611,1_PDLIM7.9260,1_PDZD2.23037,1_PEBP4.157310,1_PFDN6.10471,1_PHACTR3.116154,1_PHLDA2.7262,1_PHOSPHO2.493911,1_PHYH.5264,1_PID1.55022,1_PIGV.55650,1_PIK3R6.146850,1_PKD2.5311,1_PLA2G4D.283748,1_PLD6.201164,1_PLIN1.5346,1_PLXNA1.5361,1_PNMA6A.84968,1_POLB.5423,1_POM121L10P.646074,1_POM121L9P.29774,1_POU3F3.5455,1_PPAN.P2RY11.692312,1_PPAP2B.8613,1_PPP6C.5537,1_PRAME.23532,1_PRDM6.93166,1_PREB.10113,1_PREPL.9581,1_PRH2.5555,1_PRICKLE3.4007,1_PRKAA2.5563,1_PRKCDBP.112464,1_PRKCQ.5588,1_PRMT10.90826,1_PROM2.150696,1_PRR4.11272,1_PRRG1.5638,1_PRSS36.146547,1_PSMB2.5690,1_PSMC3.5702,1_PTPRG.5793,1_PTPRK.5796,1_PTTG2.10744,1_PYCR1.5831,1_RAD54L2.23132,1_RAET1E.135250,1_RALY.22913,1_RANBP6.26953,1_RASSF6.166824,1_RBCK1.10616,1_RBM15.64783,1_RERG.85004,1_RERGL.79785,1_RFC1.5981,1_RFNG.5986,1_RFWD2.64326,1_RGPD8.727851,1_RGS7BP.401190,1_RMND5A.64795,1_RNF103.7844,1_RNF10.9921,1_RNF160.26046,1_ROBO3.64221,1_RORA.6095,1_RPL31.6160,1_RPL34.6164,1_RPL38.6169,1_RPP30.10556,1_RPP38.10557,1_RPS6KA3.6197,1_RPSAP9.653162,1_RRP7A.27341,1_RRP7B.91695,1_RXFP1.59350,1_RYR2.6262,1_S100A3.6274,1_S100A7.6278,1_SAA1.6288,1_SAA4.6291,1_SAFB.6294,1_SCAMP3.10067,1_SCP2.6342,1_SEC23B.10483,1_SEPT11.55752,1_SGK196.84197,1_SGK223.157285,1_SGOL1.151648,1_SH3GL3.6457,1_SHISA5.51246,1_SHISA7.729956,1_SIM2.6493,1_SIPA1L1.26037,1_SKIV2L2.23517,1_SLC17A9.63910,1_SLC22A11.55867,1_SLC22A7.10864,1_SLC25A4.291,1_SLC38A5.92745,1_SLC39A1.27173,1_SLC44A4.80736,1_SLC4A4.8671,1_SLC5A8.160728,1_SLC6A18.348932,1_SLC7A5.8140,1_SLC7A5P2.387254,1_SLC9A3R2.9351,1_SLCO1B3.28234,1_SMAD4.4089,1_SMARCA2.6595,1_SMC1B.27127,1_SMUG1.23583,1_SNHG1.23642,1_SNORD116.4.100033416,1_SNX21.90203,1_SOS2.6655,1_SOX17.64321,1_SP5.389058,1_SPAG5.10615,1_SPANXB2.100133171,1_SPARCL1.8404,1_SPHK2.56848,1_SPOCD1.90853,1_SPRN.503542,1_SPRR2A.6700,1_SPTBN1.6711,1_SQSTM1.8878,1_SSC5D.284297,1_SSX3.10214,1_STAC3.246329,1_STAG3L1.54441,1_STK25.10494,1_STON1.GTF2A1L.286749,1_STRADA.92335,1_STRN3.29966,1_STS.412,1_STXBP1.6812,1_SULT2B1.6820,1_SUPT16H.11198,1_SUZ12.23512,1_SYCP2L.221711,1_SYN3.8224,1_SYNGR4.23546,1_TADA3.10474,1_TAF1B.9014,1_TBCE.6905,1_TBXA2R.6915,1_TCIRG1.10312,1_TECPR2.9895,1_TERC.7012,1_TESK1.7016,1_TEX12.56158,1_TF.7018,1_TGM1.7051,1_THAP7.80764,1_THBS3.7059,1_THEG.51298,1_THNSL2.55258,1_THOC7.80145,1_THRAP3.9967,1_TIMM10.26519,1_TIPRL.261726,1_TM4SF18.116441,1_TM6SF2.53345,1_TMC2.117532,1_TMED10.10972,1_TMED7.TICAM2.100302736,1_TMEM144.55314,1_TMEM14E.645843,1_TMEM177.80775,1_TMEM178.130733,1_TMEM200C.645369,1_TMEM201.199953,1_TMEM213.155006,1_TMEM231.79583,1_TMEM38A.79041,1_TMEM82.388595,1_TMEM92.162461,1_TMIGD1.388364,1_TMOD2.29767,1_TNFAIP2.7127,1_TNFRSF21.27242,1_TNNI2.7136,1_TNNI3K.51086,1_TOR2A.27433,1_TPP2.7174,1_TPPP.11076,1_TPRG1L.127262,1_TPSB2.64499,1_TRA2A.29896,1_TRAFD1.10906,1_TREML4.285852,1_TRIP13.9319,1_TRIP4.9325,1_TRMT6.51605,1_TRPC1.7220,1_TRPM2.7226,1_TRPM3.80036,1_TSHZ1.10194,1_TSPAN1.10103,1_TSPAN14.81619,1_TTC15.51112,1_TTC24.164118,1_TTC5.91875,1_TTYH1.57348,1_TUBG2.27175,1_TWIST1.7291,1_TXN2.25828,1_UBE2C.11065,1_UBE2E1.7324,1_UBE2V2.7336,1_UBE4B.10277,1_UBQLN1.29979,1_UFD1L.7353,1_UGT2A3.79799,1_UGT2B7.7364,1_UNC93B1.81622,1_UNKL.64718,1_USP24.23358,1_USP2.9099,1_UTP6.55813,1_VANGL2.57216,1_VENTXP1.139538,1_VEZF1.7716,1_VGF.7425,1_VIL1.7429,1_WASF2.10163,1_WDR4.10785,1_WDR44.54521,1_WDR45.11152,1_WDR85.92715,1_WFIKKN1.117166,1_XKR7.343702,1_XPR1.9213,1_YPEL4.219539,1_YWHAE.7531,1_ZAN.7455,1_ZC3H3.23144,1_ZC3HC1.51530,1_ZCCHC2.54877,1_ZDHHC16.84287,1_ZDHHC18.84243,1_ZDHHC7.55625,1_ZDHHC8.29801,1_ZFHX3.463,1_ZFP36L2.678,1_ZFYVE20.64145,1_ZFYVE27.118813,1_ZNF184.7738,1_ZNF253.56242,1_ZNF268.10795,1_ZNF276.92822,1_ZNF281.23528,1_ZNF34.80778,1_ZNF37B.100129482,1_ZNF398.57541,1_ZNF497.162968,1_ZNF521.25925,1_ZNF593.51042,1_ZNF598.90850,1_ZNF615.284370,1_ZNF669.79862,1_ZNF706.51123,1_ZNF709.163051,1_ZNF80.7634,1_ZRANB3.84083,1_ZSCAN4.201516
0,0,1,2,36,0,147,0,0,0,0,5,0,185,0,0,138,0,0,0,0,0,0,18,0,0,81,78,0,0,0,0,0,0,0,0,171,24,0,0,0,0,0,0,0,0,0,0,0,0,53,14,0,0,0,0,0,0,0,0,0,0,209,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,8,0,0,0,33,0,0,0,60,0,0,0,224,0,0,0,0,0,0,64,94,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,115,0,0,0,0,48,0,0,0,36,0,71,0,139,0,0,0,0,108,0,0,0,0,209,0,0,0,0,227,0,0,75,0,20,0,0,235,139,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,161,66,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,194,0,97,0,0,158,0,32,0,0,0,0,120,0,0,0,0,0,64,0,78,134,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,191,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,106,111,0,0,0,0,0,0,110,0,0,0,3,0,0,9,55,42,133,0,0,0,0,0,0,0,0,0,0,0,130,0,0,125,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,374,0,0,0,0,0,0,0,0,0,0,180,0,0,0,189,0,0,0,0,83,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,6,177,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,238,0,161,0,0,0,0,0,0,0,0,0,114,0,207,0,0,0,0,17,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,159,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,63,0,0,0,9,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,174,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,169,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,1,0,0,39,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,297,0,0,0,0,159,10,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,33,0,200,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0,1,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,3,14,0,0,1,5,2,28,0,0,2,0,1,3,68,0,23,2,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,51,1,2,1,4,0,2,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,4,0,0,3,2,0,0,0,0,0,7,1,1,1,2,0,0,7,0,0,0,1,0,0,1,0,0,0,0,72,0,1,0,8,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,2,383,1,1,0,7,0,1,0,2,197,1,1,1,0,0,0,1,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,40,0,212,0,0,0,1,0,0,325,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,3,0,0,0,0,0,6,1,2,2,1,0,0,0,2,0,0,12,3,0,8,0,0,0,0,0,0,0,0,99,0,1,0,3,0,0,0,2,0,0,0,3,0,4,3,0,1,2,0,1,0,15,1,0,2,0,0,0,1,29,0,100,0,0,4,0,1,1,3,2,1,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,3,2,0,0,0,3,1,1,0,1,0,0,0,2,0,1,352,1,0,0,247,0,2,0,1,4,2,40,2,1,1,0,0,0,0,0,1,1,2,0,0,0,3,2,1,2,0,1,139,1,4,0,1,1,0,0,0,0,2,2,4,0,0,0,1,0,0,0,0,1,0,3,1,1,0,3,0,0,1,10,2,0,0,3,0,1,335,1,1,1,0,0,0,0,21,0,0,1,1,162,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,34,4,1,0,0,0,0,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,1,0,1,2,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,12,0,1,0,0,106,0,0,0,28,5,0,428,0,1,0,5,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,9,0,0,0,1,0,0,1,0,0,9,0,0,0,0,5,0,1,0,25,0,0,0,0,410,0,0,0,22,0,1,2,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3,1,0,0,0,0,0,0,1,0,0,320,3,0,0,0,0,0,0,1,0,0,0,0,1,12,45,1,0,18,10,0,0,0,0,0,0,0,0,94,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,17,0,1,1,340,0,0,0,6,0,0,0,0,1,1,0,0,0,0,0,2,2,1,0,0,0,7,0,2,1,0,0,0,0,1,1,0,0,3,0,2,0,0,1,0,0,0,1,1,0,1,0
200,67,0,327,1,2,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,3,0,7,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,2,8,1,0,0,1,0,1,1,0,0,0,8,1,0,1,0,0,87,1,1,0,0,0,25,27,0,0,0,0,0,147,0,12,0,0,0,1,0,0,0,0,1,1,1,0,12,0,1,0,0,0,0,0,0,0,0,1,0,55,0,0,0,0,2,0,0,0,0,2,0,3,1,0,1,1,1,0,1,1,0,0,1,0,29,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,1,0,2,23,0,0,1,1,0,0,1,0,0,115,0,0,1,0,0,0,0,0,0,1,1,0,0,0,8,0,0,3,0,1,0,0,405,0,0,0,0,1,0,0,0,193,0,0,0,2,1,1,0,2,1,1,0,1,1,0,1,1,0,1,1,4,0,0,0,7,0,0,1,0,0,0,249,1,165,0,0,2,0,3,1,356,0,4,0,2,5,0,0,0,0,0,0,0,0,0,5,0,1,0,1,8,2,1,1,0,0,0,0,7,0,0,1,2,0,0,1,0,0,0,0,0,1,1,1,1,186,1,0,1,0,0,0,0,0,7,1,3,0,1,0,1,0,0,0,0,0,1,146,0,0,0,5,0,0,0,0,0,105,0,0,0,31,0,0,2,0,0,6,1,12,0,0,2,1,0,0,0,6,0,0,2,0,0,4,0,0,2,0,1,3,0,11,2,0,1,2,1,0,0,0,270,0,0,2,191,0,1,0,0,0,0,21,1,0,0,0,0,0,1,0,0,3,4,1,0,0,5,0,0,0,0,0,231,0,0,0,0,1,1,2,0,4,1,0,0,2,0,4,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,7,0,0,0,0,1,0,351,0,0,0,10,2,1,4,92,0,1,0,0,134,0,0,0,1,4,3,0,0,2,0,1,0,0,0,1,0,0,1,0,0,4,1,40,0,0,1,0,3,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,2,1,0,0,1,0,0,2,5,0,0,0,1,0,0,1,1,1,0,0,6,1,1,0,4,1,1,0,139,1,1,0,0,0,1,410,0,0,0,2,1,2,0,0,0,2,0,1,1,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,1,0,0,0,4,0,1,0,1,1,1,0,397,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,2,0,1,0,0,0,0,2,0,2,0,5,0,1,0,3,0,0,1,0,1,0,289,0,0,1,0,0,0,0,0,1,0,1,1,0,1,198,0,0,0,1,36,1,1,0,1,1,0,1,146,1,0,1,0,0,0,0,0,1,0,1,2,5,0,26,73,0,0,0,378,1,2,0,0,0,0,1,0,0,23,3,0,0,3,0,0,0,0,0,1,1,0,1,0,0,14,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,2,0,0
299,108,0,363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,1,0,2,1,1,2,3,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,1,0,2,0,0,7,0,1,0,0,0,38,0,1,0,7,0,0,212,1,0,0,1,1,0,0,0,1,2,1,0,0,0,1,0,0,6,1,0,0,3,0,0,0,0,1,64,0,0,0,0,0,1,0,0,0,0,2,0,1,1,0,13,0,1,4,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,103,0,0,0,0,0,1,1,1,0,1,0,0,14,1,0,0,0,0,1,0,0,0,385,0,0,5,0,0,0,20,0,75,0,0,0,0,0,0,0,0,0,0,1,1,12,0,0,0,1,0,0,0,2,1,0,1,0,2,0,0,1,1,275,0,115,1,0,0,0,0,0,344,2,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,107,0,0,1,0,0,0,1,0,7,0,0,0,0,0,0,0,1,4,0,1,0,4,0,1,42,0,0,0,0,5,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,222,0,0,0,6,1,0,0,0,0,104,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,6,1,0,2,0,15,2,0,0,4,0,0,1,0,195,0,2,1,116,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,1,5,0,0,0,0,0,217,0,0,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,1,2,2,0,4,0,2,0,0,0,1,2,0,0,0,4,1,0,0,0,326,0,0,0,59,4,0,11,17,10,0,0,0,147,0,1,1,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,1,0,0,11,3,15,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,1,0,1,108,0,0,0,0,0,0,393,4,0,1,1,0,0,0,1,0,3,2,1,4,1,0,4,2,0,0,0,0,1,0,0,0,1,1,1,8,0,8,0,7,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,375,1,1,1,0,0,0,0,0,1,3,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,2,0,0,0,0,10,2,2,1,0,4,2,218,2,0,0,1,0,0,2,0,1,2,4,0,0,0,139,0,3,0,0,0,0,0,6,0,0,0,0,222,0,0,0,1,1,0,6,2,0,0,0,0,0,0,0,20,1,0,0,357,0,0,1,0,0,0,0,3,0,54,0,0,3,0,1,0,0,0,17,0,1,0,0,0,0,0,0,2,1,0,0,2,1,0,1,0,1,2,0,2,1,0,0,0,0,0,1
