gen,0_age_at_initial_pathologic_diagnosis,0_ajcc_pathologic_tumor_stage_Stage IV,1_..155060,1_A2LD1.87769,1_AARS.16,1_AARS2.57505,1_ABCA13.154664,1_ABCC10.89845,1_ABCG1.9619,1_ABHD1.84696,1_ABHD6.57406,1_ABP1.26,1_ACAA2.10449,1_ACADSB.36,1_ACBD4.79777,1_ACP2.53,1_ACSL1.2180,1_ACTC1.70,1_ACTN2.88,1_ACTR3C.653857,1_ADAM11.4185,1_ADAM15.8751,1_ADAM8.101,1_ADAMTS13.11093,1_ADAMTS14.140766,1_ADAMTS9.56999,1_ADCY2.108,1_AFAP1L1.134265,1_AGAP3.116988,1_AGAP8.728404,1_AGBL2.79841,1_AGL.178,1_AGMAT.79814,1_AHNAK.79026,1_AHRR.57491,1_AICDA.57379,1_AIRE.326,1_AKNAD1.254268,1_AKT3.10000,1_ALDH1L2.160428,1_ALOX5.240,1_ALS2CR11.151254,1_AMD1.262,1_AMH.268,1_AMOT.154796,1_ANAPC7.51434,1_ANGPTL1.9068,1_ANGPTL6.83854,1_ANKZF1.55139,1_ANO4.121601,1_ANXA5.308,1_AOX1.316,1_AP2M1.1173,1_APBA1.320,1_APBB1.322,1_APOBEC3D.140564,1_APOC1P1.342,1_ARF4.378,1_ARHGEF4.50649,1_ARMS2.387715,1_ARTN.9048,1_ATAD2.29028,1_ATP1B1.481,1_ATP2A1.487,1_ATP5E.514,1_ATP6V1D.51382,1_ATXN7L2.127002,1_B3GALNT1.8706,1_BARX1.56033,1_BCAS3.54828,1_BCCIP.56647,1_BCL2.596,1_BCO2.83875,1_BEST4.266675,1_BLOC1S2.282991,1_BMP6.654,1_BTG3.10950,1_BZW2.28969,1_C10orf111.221060,1_C10orf118.55088,1_C10orf50.645528,1_C11orf70.85016,1_C11orf71.54494,1_C11orf84.144097,1_C12orf36.283422,1_C12orf47.51275,1_C14orf142.84520,1_C14orf159.80017,1_C15orf52.388115,1_C16orf59.80178,1_C16orf61.56942,1_C17orf107.100130311,1_C17orf47.284083,1_C19orf40.91442,1_C19orf77.284422,1_C1orf113.79729,1_C1orf210.149466,1_C1orf53.388722,1_C1orf69.200205,1_C1orf88.128344,1_C1orf92.149499,1_C1QTNF9.338872,1_C1S.716,1_C20orf26.26074,1_C20orf54.113278,1_C2orf88.84281,1_C3orf49.132200,1_C3orf62.375341,1_C3orf65.646600,1_C4orf21.55345,1_C4orf32.132720,1_C4orf49.84709,1_C5orf41.153222,1_C6orf141.135398,1_C7orf10.79783,1_C7orf54.27099,1_C8orf47.203111,1_C9orf150.286343,1_C9orf16.79095,1_CA4.762,1_CA5B.11238,1_CABLES2.81928,1_CACNA1G.8913,1_CADPS.8618,1_CALCOCO2.10241,1_CALY.50632,1_CAPN3.825,1_CARD11.84433,1_CASC4.113201,1_CC2D2A.57545,1_CCDC154.645811,1_CCDC24.149473,1_CCDC72.51372,1_CCDC74B.91409,1_CCDC99.54908,1_CCL13.6357,1_CCL3.6348,1_CCL8.6355,1_CCM2.83605,1_CCNA1.8900,1_CCNDBP1.23582,1_CCNE1.898,1_CCNJ.54619,1_CD300C.10871,1_CD300LG.146894,1_CD34.947,1_CD9.928,1_CDC25B.994,1_CDC6.990,1_CDCA3.83461,1_CDCA5.113130,1_CDH17.1015,1_CDH22.64405,1_CENPW.387103,1_CEP170.9859,1_CGB1.114335,1_CH25H.9023,1_CHAC1.79094,1_CHMP5.51510,1_CHP2.63928,1_CHST9.83539,1_CLDN11.5010,1_CLEC2B.9976,1_CLEC3B.7123,1_CLIC5.53405,1_CLNK.116449,1_CNN3.1266,1_CNNM2.54805,1_CNTNAP5.129684,1_COL11A2.1302,1_COL4A4.1286,1_COL5A1.1289,1_COX19.90639,1_CPA3.1359,1_CPA4.51200,1_CPEB1.64506,1_CPNE2.221184,1_CRABP2.1382,1_CRYZ.1429,1_CSNK1A1.1452,1_CST3.1471,1_CST5.1473,1_CT45A3.441519,1_CTAGE6.340307,1_CTAGE9.643854,1_CTBP2.1488,1_CTNNA2.1496,1_CTSG.1511,1_CTSK.1513,1_CTXN3.613212,1_CUBN.8029,1_CXorf30.645090,1_CXorf48.54967,1_CXorf59.286464,1_CYBA.1535,1_CYFIP2.26999,1_CYP1B1.1545,1_CYP3A7.1551,1_CYS1.192668,1_DBC1.1620,1_DCBLD2.131566,1_DCP1B.196513,1_DDAH1.23576,1_DDC.1644,1_DDIT3.1649,1_DDX1.1653,1_DDX11L2.84771,1_DDX24.57062,1_DDX55.57696,1_DDX60.55601,1_DEPDC6.64798,1_DGCR8.54487,1_DGKE.8526,1_DGKQ.1609,1_DHH.50846,1_DIS3L.115752,1_DISC2.27184,1_DKK3.27122,1_DNAJB9.4189,1_DNAL1.83544,1_DNER.92737,1_DNMT3A.1788,1_DNMT3B.1789,1_DOK1.1796,1_DONSON.29980,1_DPYSL5.56896,1_DRAP1.10589,1_DTX2.113878,1_DUSP14.11072,1_DYM.54808,1_DYNC2H1.79659,1_EAPP.55837,1_EDA.1896,1_EGFR.1956,1_EIF2B5.8893,1_ELP3.55140,1_EML2.24139,1_EML5.161436,1_ENDOD1.23052,1_ENOX1.55068,1_EPB49.2039,1_EPHA8.2046,1_EPOR.2057,1_EPR1.8475,1_ERGIC3.51614,1_ERLIN2.11160,1_ERP29.10961,1_ESPNL.339768,1_EXOC3L2.90332,1_FAM100B.283991,1_FAM101A.144347,1_FAM101B.359845,1_FAM113A.64773,1_FAM122A.116224,1_FAM126A.84668,1_FAM131A.131408,1_FAM13AOS.285512,1_FAM160A1.729830,1_FAM167A.83648,1_FAM175A.84142,1_FAM179B.23116,1_FAM193B.54540,1_FAM26D.221301,1_FAM40B.57464,1_FAM53A.152877,1_FAM8A1.51439,1_FBLN2.2199,1_FBXL5.26234,1_FBXO43.286151,1_FBXW10.10517,1_FBXW8.26259,1_FCER1A.2205,1_FER1L4.80307,1_FGD6.55785,1_FGF16.8823,1_FGF5.2250,1_FLJ25758.497049,1_FOXI2.399823,1_FRMD5.84978,1_FTSJ1.24140,1_FUT1.2523,1_FZD4.8322,1_GAD1.2571,1_GALNS.2588,1_GALNTL2.117248,1_GAS2.2620,1_GEMIN7.79760,1_GIGYF2.26058,1_GINS1.9837,1_GLIS3.169792,1_GLRX2.51022,1_GLT25D2.23127,1_GLYAT.10249,1_GNASAS.149775,1_GNB1L.54584,1_GNG12.55970,1_GOLGA6L9.440295,1_GPATCH4.54865,1_GPR109A.338442,1_GPR162.27239,1_GPR173.54328,1_GPRC5D.55507,1_GPSM2.29899,1_GRIN3B.116444,1_GRLF1.2909,1_GSG2.83903,1_GTF2E2.2961,1_GTPBP4.23560,1_GUCY2D.3000,1_GYG2.8908,1_H2AFX.3014,1_HAO1.54363,1_HARS2.23438,1_HBP1.26959,1_HDX.139324,1_HERC1.8925,1_HES3.390992,1_HEY1.23462,1_HMP19.51617,1_HOMER3.9454,1_HOXB13.10481,1_HOXD4.3233,1_HOXD8.3234,1_HS6ST2.90161,1_HSPA12B.116835,1_HSPC159.29094,1_IBSP.3381,1_IFI6.2537,1_IFITM3.10410,1_IFNG.3458,1_IFRD1.3475,1_IFT20.90410,1_IGDCC4.57722,1_IGF1R.3480,1_IGF2BP1.10642,1_IKBKG.8517,1_IL17RD.54756,1_IL20RB.53833,1_INHBE.83729,1_IP6K1.9807,1_IPO11.51194,1_IPP.3652,1_IRAK1.3654,1_IRF5.3663,1_IRX5.10265,1_ISG20.3669,1_ISL1.3670,1_ITGA1.3672,1_ITGA8.8516,1_ITGAX.3687,1_ITIH1.3697,1_ITLN2.142683,1_ITM2A.9452,1_JAK3.3718,1_JAKMIP3.282973,1_JUP.3728,1_KALRN.8997,1_KBTBD6.89890,1_KCNE1L.23630,1_KCNG1.3755,1_KCNK16.83795,1_KCNMA1.3778,1_KCNQ4.9132,1_KCTD16.57528,1_KDM4C.23081,1_KGFLP1.387628,1_KIAA0101.9768,1_KIAA0355.9710,1_KIAA1737.85457,1_KIF15.56992,1_KIF1A.547,1_KIF23.9493,1_KIFC2.90990,1_KLK13.26085,1_KNTC1.9735,1_KPTN.11133,1_KRT85.3891,1_LAPTM4B.55353,1_LCTL.197021,1_LGALS12.85329,1_LGR4.55366,1_LIF.3976,1_LIMCH1.22998,1_LINGO4.339398,1_LOC100132287.100132287,1_LOC100132288.100132288,1_LOC100133331.100133331,1_LOC100133920.100133920,1_LOC100272228.100272228,1_LOC100286793.100286793,1_LOC100302401.100302401,1_LOC220429.220429,1_LOC286467.286467,1_LOC339290.339290,1_LOC401093.401093,1_LOC441294.441294,1_LOC541473.541473,1_LOC572558.572558,1_LOC646214.646214,1_LOC730668.730668,1_LOC84740.84740,1_LPAR2.9170,1_LPO.4025,1_LRP2.4036,1_LRRC19.64922,1_LRRC3.81543,1_LRRC55.219527,1_LRRC70.100130733,1_LTF.4057,1_MACC1.346389,1_MADCAM1.8174,1_MAGEC2.51438,1_MAGEH1.28986,1_MAGIX.79917,1_MAN2B1.4125,1_MAP3K12.7786,1_MAPKSP1.8649,1_MAST2.23139,1_MC4R.4160,1_MCF2.4168,1_MCM4.4173,1_MED19.219541,1_MESP1.55897,1_METRNL.284207,1_METTL6.131965,1_MFSD10.10227,1_MGAT5B.146664,1_MIXL1.83881,1_MMP1.4312,1_MMP8.4317,1_MMP9.4318,1_MMRN2.79812,1_MND1.84057,1_MOSC2.54996,1_MPG.4350,1_MPHOSPH6.10200,1_MPV17.4358,1_MPV17L.255027,1_MRPL17.63875,1_MRPL50.54534,1_MSH4.4438,1_MT1X.4501,1_MT2A.4502,1_MTBP.27085,1_MTF2.22823,1_MTHFD1L.25902,1_MTMR7.9108,1_MUC20.200958,1_MUC5B.727897,1_MUM1L1.139221,1_MUT.4594,1_MXD3.83463,1_MYBBP1A.10514,1_MYBL2.4605,1_MYBPC3.4607,1_MYL2.4633,1_MYL3.4634,1_MYLIP.29116,1_MYST1.84148,1_MYST3.7994,1_NAA40.79829,1_NAALADL2.254827,1_NACC1.112939,1_NAE1.8883,1_NAGK.55577,1_NBEA.26960,1_NCOA4.8031,1_NCOA7.135112,1_NCRNA00158.54072,1_NCRNA00160.54064,1_NDRG2.57447,1_NDUFB6.4712,1_NEK2.4751,1_NES.10763,1_NET1.10276,1_NFATC3.4775,1_NFIA.4774,1_NFIB.4781,1_NFX1.4799,1_NLRP11.204801,1_NMNAT3.349565,1_NNMT.4837,1_NOM1.64434,1_NOP2.4839,1_NOP56.10528,1_NOSTRIN.115677,1_NOV.4856,1_NOXO1.124056,1_NPC1.4864,1_NPFF.8620,1_NPFFR2.10886,1_NQO1.1728,1_NRBF2.29982,1_NRSN1.140767,1_NTNG1.22854,1_NUDT19.390916,1_NUDT2.318,1_NUF2.83540,1_NUMBL.9253,1_OAF.220323,1_OLFML3.56944,1_OPCML.4978,1_OR52A5.390054,1_ORAI3.93129,1_ORC4L.5000,1_ORC6L.23594,1_OSTM1.28962,1_OTP.23440,1_OVCA2.124641,1_PABPC4L.132430,1_PAFAH1B3.5050,1_PAIP2B.400961,1_PALMD.54873,1_PAQR4.124222,1_PARVG.64098,1_PCDH11Y.83259,1_PCDH19.57526,1_PCDHA10.56139,1_PCDHA12.56137,1_PCDHB10.56126,1_PCDHGB6.56100,1_PCMTD2.55251,1_PCNP.57092,1_PDCL.5082,1_PDK4.5166,1_PDSS1.23590,1_PDZK1P1.728939,1_PDZRN4.29951,1_PEG3.5178,1_PELP1.27043,1_PER3.8863,1_PEX11A.8800,1_PGA3.643834,1_PGAP1.80055,1_PGLS.25796,1_PGLYRP2.114770,1_PGM5.5239,1_PHLDB2.90102,1_PHOSPHO2.493911,1_PHRF1.57661,1_PIGT.51604,1_PIM1.5292,1_PINK1.65018,1_PITX2.5308,1_PLA2G12B.84647,1_PLA2G2F.64600,1_PLA2G4D.283748,1_PLA2G6.8398,1_PLAC2.257000,1_PLAC9.219348,1_PLAUR.5329,1_PLCL1.5334,1_PLEKHF2.79666,1_PLEKHG4B.153478,1_PLIN3.10226,1_PLXNA1.5361,1_PMM1.5372,1_PNKD.25953,1_PNKP.11284,1_PNMA6A.84968,1_PODXL.5420,1_POLM.27434,1_POLR1D.51082,1_POLR3E.55718,1_POP1.10940,1_POU2F1.5451,1_PPAN.P2RY11.692312,1_PPHLN1.51535,1_PPP2R2C.5522,1_PPRC1.23082,1_PRG4.10216,1_PRH1.5554,1_PRKD1.5587,1_PRO0628.29053,1_PRPF19.27339,1_PSD.5662,1_PSEN2.5664,1_PSENEN.55851,1_PSMA5.5686,1_PSMB4.5692,1_PSMB6.5694,1_PSMC2.5701,1_PSMC4.5704,1_PSMD13.5719,1_PTGR1.22949,1_PTK2B.2185,1_PTK6.5753,1_PTPRB.5787,1_PTPRN.5798,1_PTPRVP.148713,1_PURG.29942,1_PVRL2.5819,1_PYCR2.29920,1_QRFPR.84109,1_RAB6B.51560,1_RALBP1.10928,1_RAPGEFL1.51195,1_RARB.5915,1_RASGRF2.5924,1_RBM34.23029,1_RBM38.55544,1_RBM47.54502,1_RBMX2.51634,1_RDH16.8608,1_REEP1.65055,1_REG1B.5968,1_REPIN1.29803,1_RERGL.79785,1_RFT1.91869,1_RINT1.60561,1_RIPK2.8767,1_RMND5A.64795,1_RNF10.9921,1_RNF152.220441,1_RNF185.91445,1_RNF20.56254,1_RNF41.10193,1_ROCK2.9475,1_ROR1.4919,1_RORA.6095,1_ROS1.6098,1_RP1.6101,1_RP9P.441212,1_RPL36A.6173,1_RPP40.10799,1_RPS2.6187,1_RRP8.23378,1_RUFY4.285180,1_RYR2.6262,1_SAA1.6288,1_SAMD5.389432,1_SARM1.23098,1_SARS2.54938,1_SAT1.6303,1_SBSN.374897,1_SCAF1.58506,1_SCAMP4.113178,1_SCD5.79966,1_SCXB.642658,1_SDC4P.376844,1_SDPR.8436,1_SEC13.6396,1_SEC31A.22872,1_SELENBP1.8991,1_SEMA5B.54437,1_SERPINB3.6317,1_SERPINI1.5274,1_SFRS4.6429,1_SFRS6.6431,1_SFRS8.6433,1_SFXN5.94097,1_SGK223.157285,1_SGMS1.259230,1_SH2B2.10603,1_SH2D6.284948,1_SH3BGRL2.83699,1_SH3RF3.344558,1_SHC3.53358,1_SHOX2.6474,1_SHROOM2.357,1_SIDT2.51092,1_SIGLEC6.946,1_SLC12A2.6558,1_SLC16A11.162515,1_SLC18A2.6571,1_SLC20A2.6575,1_SLC22A4.6583,1_SLC25A15.10166,1_SLC25A24.29957,1_SLC25A32.81034,1_SLC27A2.11001,1_SLC33A1.9197,1_SLC35A2.7355,1_SLC35E4.339665,1_SLC5A5.6528,1_SLC6A14.11254,1_SLC6A18.348932,1_SLCO2A1.6578,1_SLCO5A1.81796,1_SLITRK2.84631,1_SLU7.10569,1_SMARCA2.6595,1_SMARCA4.6597,1_SNHG4.724102,1_SNORA62.6044,1_SNORA6.574040,1_SNORD1C.677850,1_SNX13.23161,1_SOCS2.8835,1_SORBS2.8470,1_SOS2.6655,1_SP7.121340,1_SPANXN3.139067,1_SPATA6.54558,1_SPEG.10290,1_SPNS2.124976,1_SQSTM1.8878,1_SSFA2.6744,1_ST5.6764,1_ST6GALNAC1.55808,1_STAP2.55620,1_STEAP1.26872,1_STIP1.10963,1_STMN1.3925,1_STON1.GTF2A1L.286749,1_STRA13.201254,1_STRA8.346673,1_STX16.8675,1_STX4.6810,1_SULT1A2.6799,1_SULT4A1.25830,1_SYT8.90019,1_SYVN1.84447,1_TAF6L.10629,1_TARS2.80222,1_TBC1D13.54662,1_TBC1D3P2.440452,1_TBCE.6905,1_TBX10.347853,1_TCF21.6943,1_TEK.7010,1_TF.7018,1_TFAP2E.339488,1_TIGD5.84948,1_TIMELESS.8914,1_TLCD1.116238,1_TM6SF2.53345,1_TM7SF3.51768,1_TMCC3.57458,1_TMED3.23423,1_TMED6.146456,1_TMEM138.51524,1_TMEM147.10430,1_TMEM150B.284417,1_TMEM164.84187,1_TMEM175.84286,1_TMEM192.201931,1_TMEM200C.645369,1_TMEM204.79652,1_TMEM213.155006,1_TMEM49.81671,1_TMEM67.91147,1_TMEM8A.58986,1_TMIGD1.388364,1_TMSB4Y.9087,1_TNFRSF10B.8795,1_TNFRSF1A.7132,1_TNKS1BP1.85456,1_TOM1L1.10040,1_TOMM20L.387990,1_TOPORS.10210,1_TOR2A.27433,1_TPST2.8459,1_TPX2.22974,1_TRAF2.7186,1_TRAF5.7188,1_TREML2P1.221438,1_TRIM16.10626,1_TRIM17.51127,1_TRIM61.391712,1_TRPV4.59341,1_TSPAN12.23554,1_TTC22.55001,1_TTC39B.158219,1_TTC7B.145567,1_TTL.150465,1_TTLL4.9654,1_TUBB2B.347733,1_TUBGCP5.114791,1_TULP3.7289,1_TXLNB.167838,1_UBE2J2.118424,1_UBE2L3.7332,1_UBTD1.80019,1_UCK2.7371,1_UCP1.7350,1_UGGT1.56886,1_UGT1A7.54577,1_ULBP1.80329,1_UPF3B.65109,1_UPK1A.11045,1_UPK3B.80761,1_UQCC.55245,1_USF2.7392,1_VAMP2.6844,1_VEZF1.7716,1_VMO1.284013,1_VPS16.64601,1_VPS33B.26276,1_WBSCR27.155368,1_WDR31.114987,1_WDR67.93594,1_WHSC2.7469,1_WIT1.51352,1_WWP1.11059,1_XKR7.343702,1_YDJC.150223,1_YIPF1.54432,1_YPEL2.388403,1_YY1.7528,1_ZBTB12.221527,1_ZBTB24.9841,1_ZBTB5.9925,1_ZFHX4.79776,1_ZNF117.51351,1_ZNF140.7699,1_ZNF14.7561,1_ZNF148.7707,1_ZNF155.7711,1_ZNF184.7738,1_ZNF202.7753,1_ZNF204P.7754,1_ZNF271.10778,1_ZNF287.57336,1_ZNF341.84905,1_ZNF398.57541,1_ZNF416.55659,1_ZNF441.126068,1_ZNF483.158399,1_ZNF487.642819,1_ZNF540.163255,1_ZNF542.147947,1_ZNF598.90850,1_ZNF614.80110,1_ZNF649.65251,1_ZNF777.27153,1_ZNF79.7633,1_ZP1.22917,1_ZP3.7784,1_ZSCAN2.54993,1_ZSCAN4.201516
0,13,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,369,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,137,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,15,0,0,0,267,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,152,0,10,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,176,347,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,396,0,0,0,0,0,83,0,152,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,259,0,2,1,1,0,0,0,0,2,1,0,0,0,0,0,318,268,2,1,1,1,0,0,13,1,0,0,1,9,0,0,5,1,5,1,1,0,0,0,0,2,0,1,0,0,1,1,353,0,0,0,4,4,0,1,1,0,0,1,0,2,1,0,0,0,0,464,0,0,1,2,0,0,0,0,0,8,1,0,0,0,0,133,0,0,1,31,2,0,0,0,3,0,1,0,1,0,0,0,0,0,5,0,0,0,0,19,0,0,166,0,2,1,2,76,3,1,0,0,13,0,0,0,0,0,0,3,10,7,0,1,1,0,0,0,0,0,0,2,0,1,0,3,2,81,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,3,0,6,0,0,0,0,0,0,2,1,266,1,0,0,0,0,0,1,0,0,0,0,1,1,105,0,0,6,0,2,6,0,2,0,0,331,0,0,1,1,0,1,0,0,5,1,0,0,1,2,0,0,1,0,0,1,0,0,4,0,1,101,0,0,0,1,0,2,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,10,0,0,2,0,0,0,96,0,0,5,0,1,0,0,0,0,2,1,0,0,5,1,0,1,1,0,1,337,0,0,0,1,0,44,2,0,0,2,1,0,2,2,0,0,1,0,14,134,0,0,0,0,7,1,0,2,9,0,0,0,0,247,0,0,0,0,0,1,1,7,0,0,7,0,0,1,1,0,1,0,1,0,0,3,0,0,0,1,0,0,0,0,7,0,0,0,0,28,0,0,8,8,0,8,1,0,0,0,0,80,0,1,3,0,0,0,3,2,0,0,1,1,4,1,0,1,0,5,6,1,0,0,0,2,0,3,1,1,0,1,0,0,0,0,0,6,0,0,1,1,2,0,98,1,0,1,0,1,0,2,0,0,1,3,1,0,0,0,1,0,0,3,300,440,1,0,0,1,0,0,82,0,1,0,0,1,0,0,0,0,1,0,2,2,0,0,9,0,1,0,0,1,0,1,0,1,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,1,1,3,1,2,0,0,0,0,0,0,0,124,450,0,3,1,0,1,1,2,7,1,0,1,1,1,0,2,1,0,0,0,0,0,0,2,1,2,0,0,0,0,1,0,16,0,0,0,0,1,1,0,1,1,0,0,42,5,0,0,377,1,1,0,0,0,1,0,1,1,0,0,2,4,0,1,0,2,1,0,0,0,0,0,2,2,0,0,3,0,0,2,0,0,1,0,0,0,6,43,0,0,0,0,1,0,0,0,1,0,0,11,8,1,1,0,0,0,0,0,0,106,9,76,0,0,1,0,0,0,0,1,0,3,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,2,0,0,5,1,0,5,0,0,2,0,0,1,7,0,0,19,0,95,0,0,0,9,0,1,0,2,0,0,1,0,0,0,0,1,0,0,55,0,3,0,1,0,216,0,7,0,2,0,2,229,0,0,0,0,0,0,0,0,0,0,0,1,1,0,311,0,0,1,0,1,0,1,0,5,0,0,0,0,43,1,2,0,0,0,2,0,0,1,0,3,0,1,0,1,0,2,0,0,0,0,2,0,11,1,0,0,1,3,0,0,1,0,0,1,0,2,2,0,0,1,1,0,0,10,0,3,2,0,0,1,0,102,4,0,0,0,2,0,1,1,0,366,1,0,2,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0
