gen,evals,gen_feats,explored,PanKidney svm balanced accuracy_min,PanKidney svm balanced accuracy_avg,PanKidney svm balanced accuracy_max,PanKidney svm balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,594,594,0.2428655107778819,0.811403953617259,0.9235460335412011,0.14051118345145047,0.0196078431372549,0.09461668068497943,1.0,0.18193185538651926
1,361,1018,1040,0.2428655107778819,0.8287294206437891,0.924879779531036,0.11202090549369738,0.018518518518518517,0.07777305764520148,1.0,0.08852157267992422
2,369,1156,1496,0.2428655107778819,0.8364282237897412,0.924879779531036,0.11276716421353573,0.018518518518518517,0.08079501036081882,1.0,0.09239687364077179
3,348,1223,1942,0.2428655107778819,0.8382790484644222,0.9294201087250379,0.11421319294670289,0.017857142857142856,0.08527815505854598,1.0,0.09670134155504188
4,362,1187,2316,0.2428655107778819,0.8440630380492575,0.9300644386219451,0.11194218412907735,0.01639344262295082,0.08566777590016547,1.0,0.09886897543432677
5,377,1211,2712,0.2428655107778819,0.8502725484486519,0.9338907669328096,0.10624268328781239,0.013513513513513514,0.08524720636297342,1.0,0.09908787557965788
6,361,1218,3138,0.2428655107778819,0.8564165271745008,0.9338907669328096,0.10220598885207152,0.013333333333333334,0.08417314291332659,1.0,0.09947496561073604
7,370,1216,3518,0.2428655107778819,0.8608656260138057,0.9410937725290174,0.09950239882684508,0.012987012987012988,0.08367390835418673,1.0,0.10000403779360634
8,379,1228,3901,0.2428655107778819,0.8636902451607671,0.9410937725290174,0.10155772558972874,0.012987012987012988,0.08363399464586692,1.0,0.10205817545826701
9,368,1149,4245,0.2428655107778819,0.8690813946926141,0.9410937725290174,0.10116516551276317,0.01282051282051282,0.08088034963123607,1.0,0.10252740866243448
10,361,1149,4589,0.2428655107778819,0.8670033981080131,0.945639227074472,0.10563049900592894,0.012658227848101266,0.08478806402678617,1.0,0.10549622500416249
11,380,1185,4941,0.2428655107778819,0.8702736361496106,0.945639227074472,0.10534616207736412,0.012345679012345678,0.08358405165790282,1.0,0.10602428318914765
12,378,1179,5281,0.25,0.874691398984392,0.9507740407144403,0.10228734334137225,0.012345679012345678,0.08130265293662893,1.0,0.10517542538241638
13,352,1086,5596,0.25,0.8770913227799907,0.9507740407144403,0.10298344305651644,0.012048192771084338,0.08065867180978784,1.0,0.10552310656698244
14,358,1120,5922,0.25,0.8798990181854228,0.9507740407144403,0.10237851386759989,0.011111111111111112,0.07956550510052636,1.0,0.10603860836965737
15,380,1181,6265,0.25,0.882063152215053,0.9507740407144403,0.10132774783628094,0.010869565217391304,0.07906721387672505,1.0,0.10624457184058454
16,376,1156,6580,0.25,0.8858965802641301,0.9546201945605941,0.09666930298315718,0.010869565217391304,0.07678840831333386,1.0,0.10323009112721028
17,367,1134,6845,0.25,0.8839226597983203,0.9546201945605941,0.09955985239022097,0.010638297872340425,0.08037400759485294,1.0,0.10569301336702987
18,367,1131,7157,0.25,0.8882653283491638,0.9585213192091414,0.09540705803059377,0.010526315789473684,0.07732242004295888,1.0,0.10295844287252749
19,360,1114,7431,0.25,0.8888070836299655,0.9585213192091414,0.0951620427867573,0.011764705882352941,0.07772796818262612,1.0,0.10283073070654238
20,372,1126,7718,0.25,0.8895680528395574,0.9591707744575013,0.09512790808823264,0.011494252873563218,0.07775480193664683,1.0,0.10274021557330337
21,352,1075,7986,0.25,0.8909556185116431,0.9591707744575013,0.09397787104970136,0.012048192771084338,0.07756821341296186,1.0,0.1027857412689234
22,368,1066,8247,0.25,0.8931128070705069,0.9617631040029558,0.09120144470561752,0.011904761904761904,0.0771200911914162,1.0,0.10296379099227942
23,363,1079,8470,0.25,0.8973300346721578,0.9617631040029558,0.0865720560703614,0.011904761904761904,0.07342773577302464,1.0,0.10020544702281368
24,368,1068,8724,0.25,0.89847949639761,0.9617631040029558,0.08579988586326047,0.011904761904761904,0.07338638025058623,1.0,0.10023692476628784
25,368,1042,8961,0.25,0.9000771699386311,0.9617631040029558,0.08417863615366547,0.012048192771084338,0.07286450775880528,1.0,0.10018170310993954
26,366,1068,9187,0.25,0.9005524761079771,0.9617631040029558,0.08430291522890751,0.012048192771084338,0.0731277452892116,1.0,0.10031928648604575
27,385,1148,9427,0.25,0.9015513030220424,0.9617631040029558,0.08314744640507882,0.011764705882352941,0.07312121724857644,1.0,0.10035938985097981
28,356,1028,9634,0.25,0.9017686736266312,0.9617631040029558,0.08285257917091675,0.011764705882352941,0.07378523229884584,1.0,0.1003013908372387
29,376,1097,9858,0.25,0.9035314524795437,0.9630718991060485,0.083378741969128,0.011764705882352941,0.0726188628215986,1.0,0.10074129745791853
30,361,1056,10091,0.25,0.9034760802100607,0.9630718991060485,0.08319334368439976,0.011764705882352941,0.07312952465479602,1.0,0.10060582248292403
31,364,1007,10290,0.25,0.9055036143302574,0.9630718991060485,0.0819428564566959,0.011764705882352941,0.07196627343251831,1.0,0.1009001445360167
32,369,1048,10489,0.25,0.9077764548676196,0.9630718991060485,0.08215679256331887,0.012048192771084338,0.07013277653810614,1.0,0.1011063066223702
33,343,1024,10681,0.25,0.9075621470266203,0.9630718991060485,0.08171483799660206,0.012048192771084338,0.07146636905197867,1.0,0.10117972296943294
34,376,1024,10887,0.25,0.9075904178456854,0.9637162290029558,0.08124900770685446,0.013888888888888888,0.07205773228269924,1.0,0.10104876136118124
35,371,1034,11080,0.25,0.9079703899998197,0.9637162290029558,0.08127395127738495,0.0136986301369863,0.07222598947189457,1.0,0.10097823627124035
36,374,1058,11270,0.25,0.9083963761512328,0.9637162290029558,0.08100380077077564,0.0136986301369863,0.07210624296146607,1.0,0.1007561608754239
37,370,1012,11466,0.25,0.9083295101403107,0.9663286938576887,0.08052614731831931,0.0136986301369863,0.07275792297988513,1.0,0.10067158045530601
38,366,1024,11640,0.25,0.9085797215188163,0.9663286938576887,0.08014257704320914,0.013513513513513514,0.07298908685135766,1.0,0.10047764965702363
39,368,996,11799,0.25,0.908991324582312,0.9663286938576887,0.07982727234611245,0.013513513513513514,0.07336080833769616,1.0,0.10040098481657261
40,380,1007,11974,0.25,0.907381234961881,0.9663286938576887,0.08417777566697997,0.013513513513513514,0.07571217254749515,1.0,0.10318053514101362
41,382,1039,12149,0.25,0.9068133334046752,0.9663286938576887,0.08215729851635489,0.013513513513513514,0.07741250333768335,1.0,0.10297683623038356
42,359,1025,12325,0.25,0.9069674664655577,0.9663286938576887,0.08200444774948962,0.013513513513513514,0.07775847102376929,1.0,0.10280694695230533
43,369,1033,12476,0.25,0.9079983793188127,0.9663286938576887,0.08071320871690946,0.0136986301369863,0.07736886669022754,1.0,0.10285887677715398
44,369,994,12626,0.25,0.9067729496341287,0.9663286938576887,0.08127336139595547,0.0136986301369863,0.07986499579737412,1.0,0.10379370759859938
45,367,1040,12792,0.25,0.905918346111041,0.9663286938576887,0.08364871899599235,0.0136986301369863,0.08122285384439959,1.0,0.10536358253597024
46,370,997,12956,0.25,0.9066808633457393,0.9663286938576887,0.08391246074519022,0.0136986301369863,0.08104849066628318,1.0,0.10548377265846526
47,346,940,13091,0.25,0.9078853301740142,0.9682616835484104,0.08377619276661404,0.0136986301369863,0.08035277164563565,1.0,0.10546764176634874
48,378,993,13250,0.25,0.9116758524980175,0.9682616835484104,0.08097497508583465,0.0136986301369863,0.07628298130551547,1.0,0.10301498965706261
49,346,957,13373,0.25,0.9107824786199626,0.9682616835484104,0.0837694884858718,0.0136986301369863,0.07806069203854199,1.0,0.10533373006238932
50,357,953,13500,0.25,0.9127249108414137,0.9682616835484104,0.08068349202845201,0.0136986301369863,0.07657220602239403,1.0,0.10299450770282358
51,378,982,13627,0.25,0.913566554040354,0.9682616835484104,0.08064932185098704,0.014705882352941176,0.07617090164060311,1.0,0.10294055019057344
52,369,945,13751,0.25,0.9148008479922142,0.9682616835484104,0.08033110764685783,0.014705882352941176,0.07580356761038662,1.0,0.10317558093369919
53,370,943,13868,0.25,0.9178884504992431,0.9682616835484104,0.07745173324145616,0.014492753623188406,0.07227514685559869,1.0,0.10033763380627003
54,363,938,13974,0.25,0.9186892233571842,0.9682616835484104,0.07733344323185301,0.014492753623188406,0.07207868244574646,1.0,0.10047459484627365
55,365,991,14082,0.25,0.9198689835695876,0.9682616835484104,0.07768223599256412,0.014492753623188406,0.07152137116007114,1.0,0.10073665724360985
56,383,977,14200,0.25,0.9227668485509337,0.9682616835484104,0.07445943560292469,0.014705882352941176,0.06820057171242987,1.0,0.09761576275861449
57,363,968,14330,0.25,0.9241043654476966,0.9682616835484104,0.07441240475765849,0.014705882352941176,0.06754358524657707,1.0,0.09812781628277913
58,365,946,14449,0.25,0.9277872506601001,0.9695704786515031,0.0711621844807301,0.014705882352941176,0.06343418165021791,1.0,0.09499312277045509
59,370,945,14544,0.25,0.9253782346036696,0.9695704786515031,0.07377106490574953,0.014705882352941176,0.06689036721482627,1.0,0.09804844483887534
60,358,937,14630,0.25,0.9263667147848931,0.9695704786515031,0.07379223260041205,0.014705882352941176,0.06631317161250677,1.0,0.09821989765286825
61,362,950,14739,0.25,0.9285177057237223,0.9695704786515031,0.07012316653894499,0.014705882352941176,0.06384028066096659,1.0,0.09482092574437279
62,361,909,14833,0.25,0.9288303978399178,0.9695704786515031,0.0699278250345887,0.014492753623188406,0.0638799170650062,1.0,0.09482236643950001
63,346,912,14949,0.25,0.929224404276458,0.9695704786515031,0.07003283828745717,0.014492753623188406,0.06371102124612593,1.0,0.09490157196996464
64,350,893,15034,0.25,0.9298298904301241,0.9695704786515031,0.07005063782080612,0.014492753623188406,0.06336000419994012,1.0,0.09503679331622597
65,354,902,15117,0.25,0.9299227262025991,0.9721679335484104,0.07010199473304962,0.014492753623188406,0.06348553800955481,1.0,0.09502635480701031
66,363,941,15199,0.25,0.9305077268334114,0.9721679335484104,0.07021797552429744,0.014492753623188406,0.0630643925477934,1.0,0.09513627901918219
67,375,946,15284,0.25,0.9312012891666969,0.9721679335484104,0.06977143776199077,0.014492753623188406,0.0627753849970411,1.0,0.09527132423847683
68,384,943,15377,0.25,0.9312170331199086,0.9721679335484104,0.06967648922410793,0.014492753623188406,0.0629649043508814,1.0,0.09518590311445296
69,369,941,15464,0.25,0.9317376522398351,0.9721679335484104,0.06971089826629988,0.014285714285714285,0.06260020190484647,1.0,0.09531077413123358
70,354,895,15545,0.25,0.9312135527809821,0.9721679335484104,0.06955966406131944,0.014285714285714285,0.0632792065929579,1.0,0.09516497316042152
71,364,915,15616,0.25,0.9311281131159435,0.9721679335484104,0.06959716671788213,0.014285714285714285,0.06375492015443956,1.0,0.09506388077844045
72,379,913,15683,0.25,0.9312837552267322,0.9721679335484104,0.0693789575135359,0.014084507042253521,0.06392567031449409,1.0,0.09506965805756372
73,356,925,15758,0.25,0.9315963389220316,0.9721679335484104,0.06912244705876702,0.014084507042253521,0.0637067852735252,1.0,0.09495677884287594
74,381,948,15826,0.25,0.9316665764567263,0.9721679335484104,0.0690947544691953,0.013888888888888888,0.06385252556706346,1.0,0.09492101786998243
75,380,954,15894,0.25,0.9318221615127786,0.9721679335484104,0.068887730668212,0.013888888888888888,0.06393094356655345,1.0,0.09484233528847173
76,371,899,15953,0.25,0.9319155487392762,0.9721679335484104,0.0687737912921617,0.013888888888888888,0.06426432786042728,1.0,0.09500014522232095
77,355,920,16011,0.25,0.9323811186558287,0.9721679335484104,0.06892465518909582,0.013888888888888888,0.06418126286773074,1.0,0.0952635872478992
78,371,954,16078,0.25,0.9335421620422105,0.9721679335484104,0.06836960524552581,0.013888888888888888,0.06338518098428987,1.0,0.0954586637187395
79,369,928,16122,0.25,0.9337644763017268,0.9721679335484104,0.06840049673501893,0.013888888888888888,0.06320964379884687,1.0,0.09548946821643688
80,354,926,16165,0.25,0.9303466646916229,0.9721679335484104,0.07394923870485678,0.013888888888888888,0.06695627388915049,1.0,0.0985460709905498
81,354,905,16218,0.25,0.9315581669940886,0.9721679335484104,0.07060823575762337,0.013888888888888888,0.06667526328027219,1.0,0.09874101890364614
82,377,940,16286,0.25,0.935038650725885,0.9721679335484104,0.06761527914300168,0.013888888888888888,0.06232374768782311,1.0,0.09570780185094127
83,386,929,16358,0.25,0.9351934218648621,0.9721679335484104,0.0676261807357154,0.0136986301369863,0.06220525501654088,1.0,0.09570487829832251
84,342,869,16403,0.25,0.9351517131064814,0.9721679335484104,0.0676319860660592,0.0136986301369863,0.06236124539595453,1.0,0.09571535818926698
85,362,920,16455,0.25,0.9349571826449968,0.9721679335484104,0.06756297213888394,0.0136986301369863,0.06266700579515198,1.0,0.0956259659870371
86,376,987,16519,0.25,0.9354012460799511,0.9721679335484104,0.06754522323814113,0.0136986301369863,0.06232830287289923,1.0,0.09574579040815404
