gen,evals,gen_feats,explored,PanKidney svm balanced accuracy_min,PanKidney svm balanced accuracy_avg,PanKidney svm balanced accuracy_max,PanKidney svm balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,597,597,0.25,0.8354724318851252,0.9426028626656848,0.1256918805030399,0.0196078431372549,0.08441548910687138,1.0,0.13747164943516405
1,359,1017,1046,0.25,0.8426005154639176,0.9426028626656848,0.11169075384399337,0.01694915254237288,0.08714576468613926,1.0,0.10449795870867447
2,373,1166,1498,0.25,0.8473676822533137,0.9473260309278351,0.11321280883280387,0.01694915254237288,0.09432777514336643,1.0,0.1108732595077635
3,357,1192,1932,0.25,0.8578014025681149,0.9473260309278351,0.10541342010190319,0.01694915254237288,0.09313341509890037,1.0,0.11105513388804397
4,373,1161,2306,0.25,0.8652086305688511,0.9515975929675995,0.10102174138224898,0.017241379310344827,0.0923330158258925,1.0,0.11017721177482678
5,375,1173,2716,0.25,0.868586547312224,0.9515975929675995,0.09923028903411112,0.016666666666666666,0.09389995642733696,1.0,0.11096846046795951
6,362,1087,3084,0.25,0.8757621157032401,0.9560618786818851,0.09333233904906044,0.016129032258064516,0.09084676854896599,1.0,0.10882508906008091
7,367,1137,3469,0.25,0.8797605739138439,0.9580150036818851,0.09354292346200094,0.015873015873015872,0.08999544759350193,1.0,0.10917279276138975
8,371,1162,3851,0.25,0.88371699535162,0.9580150036818851,0.0936779863556663,0.014705882352941176,0.08848196282155459,1.0,0.10927508442625533
9,375,1104,4209,0.25,0.8880428824558174,0.9580351389911634,0.08979058134817802,0.014285714285714285,0.08651858425991629,1.0,0.10710667937728655
10,363,1089,4554,0.25,0.8906258686947717,0.9580351389911634,0.089484257834117,0.011627906976744186,0.08628328319676108,1.0,0.10727459904791567
11,373,1117,4888,0.25,0.8963854128313696,0.9605261643961709,0.08636138771082678,0.011363636363636364,0.08207825016771379,1.0,0.10521345074369119
12,364,1099,5194,0.25,0.8992016062223859,0.9605261643961709,0.08512392945463881,0.011363636363636364,0.081419800667733,1.0,0.10550510240866044
13,357,1118,5530,0.25,0.9002121743832843,0.9625857188880707,0.0847705528941817,0.013157894736842105,0.08213402498992832,1.0,0.10534825516177564
14,350,1092,5838,0.25,0.9025992613217968,0.9625857188880707,0.08461136244902924,0.013157894736842105,0.0810301504246945,1.0,0.10538509780998877
15,390,1141,6189,0.25,0.902872485962813,0.9630373251104566,0.08385314023063539,0.012987012987012988,0.082563144840592,1.0,0.10508643556867352
16,386,1131,6520,0.25,0.9046934888162739,0.9632300487849779,0.08431210712726217,0.012987012987012988,0.08156395560664012,1.0,0.10541648063731143
17,361,1120,6826,0.25,0.9064178421851988,0.9638743786818851,0.08383687047856375,0.012987012987012988,0.08096093074692669,1.0,0.10549700105095706
18,356,1036,7109,0.25,0.9074816653626658,0.9678669228645067,0.08394197702430237,0.013157894736842105,0.08094286424165045,1.0,0.1055578734103297
19,374,1074,7419,0.25,0.9084410955909425,0.9678669228645067,0.08385235593848064,0.013157894736842105,0.08105247076303004,1.0,0.10553810711637367
20,365,1076,7725,0.25,0.9093957853921207,0.9678669228645067,0.08359424350042151,0.0136986301369863,0.08123824491379303,1.0,0.10534148638363204
21,355,1043,7998,0.25,0.9100265555964654,0.9678669228645067,0.08359117744722214,0.0136986301369863,0.08134817414872621,1.0,0.10528298437190951
22,367,1079,8279,0.25,0.9110757375276142,0.9678669228645067,0.08338684553508838,0.013513513513513514,0.08134834952567967,1.0,0.10514618889672983
23,362,1023,8531,0.25,0.9120227068759205,0.9678669228645067,0.08360373958451033,0.013333333333333334,0.08130681484216032,1.0,0.10527144394499213
24,391,1053,8780,0.25,0.9129281629694403,0.9685112527614139,0.0835261535819906,0.013333333333333334,0.0816646215140841,1.0,0.10543210123776779
25,358,1015,9006,0.25,0.9146673474318852,0.9690031296023565,0.08340301777216562,0.013333333333333334,0.08071909087256361,1.0,0.10571435132042643
26,371,1007,9227,0.25,0.9184196486100883,0.9697337536818851,0.0802544056609852,0.013513513513513514,0.07694826376379296,1.0,0.10315833391854498
27,368,1022,9459,0.25,0.918401653396539,0.9697337536818851,0.08004500394116237,0.015151515151515152,0.07757874000397277,1.0,0.10285787174862904
28,364,974,9666,0.25,0.9192361238954345,0.9697337536818851,0.08021119859702196,0.015384615384615385,0.07734549250038365,1.0,0.10302327218495161
29,370,994,9887,0.25,0.9204459050533873,0.9702917893961709,0.08038541441818099,0.014705882352941176,0.07669748302813346,1.0,0.10319076129628403
30,365,1049,10123,0.25,0.9234431436395435,0.9702917893961709,0.07669815939668786,0.014285714285714285,0.07365792752445154,1.0,0.10008040076253907
31,365,1009,10338,0.25,0.9242433553479381,0.9702917893961709,0.07672174221255137,0.014285714285714285,0.0735050829145985,1.0,0.1001077382256462
32,371,1033,10536,0.25,0.92570459775405,0.9709361192930781,0.0768083157452892,0.014285714285714285,0.07209471678099723,1.0,0.10039179685803798
33,369,997,10717,0.25,0.9280658712260678,0.9709361192930781,0.07330350192900686,0.014285714285714285,0.06953672663353178,1.0,0.09719717666908637
34,383,1006,10913,0.25,0.9290102977724595,0.9722449143961709,0.07337874609531266,0.014285714285714285,0.0687841635534249,1.0,0.09734519422067935
35,385,1033,11110,0.25,0.929212318206922,0.9722449143961709,0.07329145459138847,0.014285714285714285,0.06918215554359433,1.0,0.0973467207327203
36,372,996,11282,0.25,0.9293186498987481,0.9722449143961709,0.07320746409401954,0.014705882352941176,0.0696601975234689,1.0,0.09731885515622274
37,357,1004,11462,0.25,0.9292399726159795,0.9722449143961709,0.07286583959647118,0.014705882352941176,0.07031785709440572,1.0,0.09709968329799416
38,389,1027,11632,0.25,0.9296981026785713,0.9722449143961709,0.0728995070797893,0.014705882352941176,0.07040209760059246,1.0,0.09712951966776641
39,372,979,11795,0.25,0.9304277890279823,0.9722449143961709,0.07287022607594988,0.014705882352941176,0.07006243993455429,1.0,0.09724210836006775
40,356,970,11954,0.25,0.9311504567838733,0.9722449143961709,0.0728633789819569,0.014705882352941176,0.06961759702760509,1.0,0.09735751979066455
41,348,963,12099,0.25,0.9310932840114139,0.9722449143961709,0.07278265660742321,0.014705882352941176,0.07010576812786766,1.0,0.09717144110797245
42,348,1005,12278,0.25,0.9315424049613402,0.9722449143961709,0.07277767470413048,0.014705882352941176,0.07004960848398097,1.0,0.09715695093689458
43,365,996,12439,0.25,0.9324937810659057,0.9722449143961709,0.07284149235275525,0.014705882352941176,0.06907591587660152,1.0,0.09728058036326319
44,367,1009,12585,0.25,0.9324633652430044,0.9722449143961709,0.07294019783623723,0.014705882352941176,0.0698177279083501,1.0,0.09737403356542038
45,360,1013,12730,0.25,0.9327831542249633,0.9722449143961709,0.07298105382304654,0.014705882352941176,0.06970332730210967,1.0,0.09735639962177246
46,379,1007,12876,0.25,0.9328836064064802,0.9722449143961709,0.07292246767383535,0.014492753623188406,0.07022004118719707,1.0,0.09729810110602079
47,340,959,13025,0.25,0.9330243982418999,0.9728892442930781,0.07258276830536146,0.014492753623188406,0.07049018615997255,1.0,0.09719172344233445
48,376,977,13149,0.25,0.9331084660346098,0.9728892442930781,0.07253869582729802,0.014492753623188406,0.07051221291524012,1.0,0.09714362264201619
49,359,968,13281,0.25,0.9330286554215759,0.9728892442930781,0.07228242665390208,0.014285714285714285,0.07121131159949932,1.0,0.09696176712343428
50,364,961,13404,0.25,0.9339221166237112,0.9728892442930781,0.07190690688878697,0.014285714285714285,0.07052287335651193,1.0,0.09707871264001429
51,354,965,13532,0.25,0.9344019985732694,0.9728892442930781,0.07193807440785206,0.014084507042253521,0.07035295079402783,1.0,0.09716193294012317
52,370,994,13657,0.25,0.9342990553663476,0.9748423692930781,0.07188108589778179,0.014084507042253521,0.07083296988643559,1.0,0.0969901879633814
53,367,974,13783,0.25,0.9333197026877761,0.9748423692930781,0.07201251282112785,0.013888888888888888,0.0731746897941999,1.0,0.09731633069349026
54,380,963,13907,0.25,0.931928191734168,0.9754866991899853,0.07516353730658284,0.013888888888888888,0.07529677408044197,1.0,0.0996934758185559
55,385,950,14034,0.25,0.9320279363033874,0.9754866991899853,0.07470266686693867,0.014285714285714285,0.0758051573898897,1.0,0.09949411627046713
56,389,999,14158,0.25,0.9349489886321797,0.9767753589837997,0.07126756608551524,0.014492753623188406,0.07226017010752486,1.0,0.09647748687430249
57,386,1015,14282,0.25,0.9349864115427099,0.9767753589837997,0.07125298159701499,0.014705882352941176,0.07252224620991511,1.0,0.09636764694208218
58,360,965,14384,0.25,0.9354737838273196,0.9767753589837997,0.07129890770686664,0.014925373134328358,0.07239839055391328,1.0,0.09644281620769377
59,374,990,14489,0.25,0.9331756374263623,0.9767753589837997,0.07402501941329777,0.015151515151515152,0.07620509307332016,1.0,0.09922038362084881
60,371,934,14593,0.25,0.9341266971189249,0.9767753589837997,0.07415666536218184,0.018867924528301886,0.07532110498981086,1.0,0.09942118976597675
61,356,937,14699,0.25,0.9341511413843889,0.9767753589837997,0.07391666406321691,0.019230769230769232,0.07596359529673077,1.0,0.09936752900014527
62,349,924,14791,0.25,0.9354088618372607,0.9767753589837997,0.07421080633036532,0.019230769230769232,0.07473959261242268,1.0,0.09957579973970081
63,374,914,14891,0.25,0.9379172726435936,0.9767753589837997,0.07118994875000902,0.019230769230769232,0.07181850315372922,1.0,0.09652367627436516
64,367,915,14980,0.25,0.93876064294919,0.9767753589837997,0.07147265930194323,0.019230769230769232,0.0710927190606867,1.0,0.09678568659715188
65,365,919,15067,0.25,0.9416047438788661,0.9767753589837997,0.06832734620049995,0.019230769230769232,0.06735685836176655,1.0,0.09367307378035063
66,351,918,15159,0.25,0.9423360525589103,0.9767753589837997,0.06855277244973705,0.0196078431372549,0.06704142888988253,1.0,0.09381076417809205
67,366,963,15242,0.25,0.939474773333947,0.9767753589837997,0.07392951234514969,0.019230769230769232,0.07058414049190961,1.0,0.09692609545302125
68,343,900,15323,0.25,0.9425314858707659,0.9767753589837997,0.06864889905531679,0.0196078431372549,0.06738597922003339,1.0,0.09371086792676225
69,372,963,15413,0.25,0.944147373205081,0.9767753589837997,0.06828780144908936,0.019230769230769232,0.06584857498348023,1.0,0.09406869338336134
70,380,958,15494,0.25,0.9468458038015465,0.9767753589837997,0.06484801694819908,0.019230769230769232,0.06243578719692864,1.0,0.0905923069805833
71,364,923,15562,0.25,0.946743217277246,0.9767753589837997,0.06477686222229358,0.018867924528301886,0.06284821263778154,1.0,0.0904619512590044
72,370,936,15637,0.25,0.9469401751196612,0.9767753589837997,0.06482707142359126,0.0196078431372549,0.06289268460525778,1.0,0.09044189783221128
73,356,913,15701,0.25,0.9469548336248159,0.9767753589837997,0.06487496531593817,0.0196078431372549,0.06308602733314021,1.0,0.09048408930295526
74,369,904,15765,0.25,0.946980773656112,0.9767753589837997,0.06472374226432014,0.019230769230769232,0.06334999832214228,1.0,0.09036176233679695
75,351,910,15833,0.25,0.9458966713457292,0.9767753589837997,0.06834528790010885,0.019230769230769232,0.06459454498952676,1.0,0.09229959819141237
76,343,898,15903,0.25,0.9470225112757732,0.9767753589837997,0.064638860835744,0.019230769230769232,0.06379381422541251,1.0,0.09015511715497482
77,376,946,15970,0.25,0.9505077607234905,0.9767753589837997,0.06149739929180081,0.019230769230769232,0.05920063121209712,1.0,0.08651717258482965
78,375,948,16041,0.25,0.9507473248803388,0.9767753589837997,0.06154615335807217,0.019230769230769232,0.05916667798514375,1.0,0.08651544576186532
79,362,916,16123,0.25,0.9508517235824743,0.9767753589837997,0.06154039103988697,0.019230769230769232,0.059237851277712354,1.0,0.0864641391830182
80,389,925,16198,0.25,0.951492503912003,0.9767753589837997,0.06166480962594369,0.019230769230769232,0.058822992487536814,1.0,0.08657976852231297
81,359,920,16260,0.25,0.954699195738218,0.9767753589837997,0.05818510363988551,0.0196078431372549,0.054454008830226275,1.0,0.08255675744336848
82,387,968,16340,0.25,0.9524584982511046,0.9767753589837997,0.059937096442247574,0.019230769230769232,0.05749517425576265,1.0,0.08430714758814813
83,359,890,16399,0.25,0.9527162014451401,0.9767753589837997,0.06302622798240055,0.019230769230769232,0.057198100627479986,1.0,0.08655537028929647
84,361,891,16462,0.25,0.9549868832842415,0.9767753589837997,0.05815509910326732,0.0196078431372549,0.054384463935360436,1.0,0.08261836495445746
85,365,910,16517,0.25,0.9552923014083211,0.9767753589837997,0.05820161416761876,0.0196078431372549,0.05426480114493801,1.0,0.08263520014036584
86,363,873,16560,0.25,0.9482293124079528,0.977419688880707,0.0702493924826252,0.02,0.061535925678807855,1.0,0.08954794786675047
87,357,874,16617,0.25,0.9453837789948455,0.977419688880707,0.07135611825053148,0.0196078431372549,0.06565714624860355,1.0,0.09146638601458047
88,366,911,16667,0.25,0.9429591713457292,0.977419688880707,0.07254283153908897,0.0196078431372549,0.06885044499501371,1.0,0.09271918042913252
89,386,918,16713,0.25,0.9428391361377026,0.977419688880707,0.07174190970405833,0.02040816326530612,0.06962070885101493,1.0,0.0923644244295808
90,373,852,16758,0.25,0.9423316918262151,0.977419688880707,0.07158679637116551,0.020833333333333332,0.07077150608307926,1.0,0.09289493214446923
91,371,883,16819,0.25,0.9384157883836524,0.977419688880707,0.07887055156052027,0.020833333333333332,0.07530880579925388,1.0,0.09698223143598535
