gen,evals,gen_feats,explored,Pam50 naive Bayes adjusted balanced accuracy_min,Pam50 naive Bayes adjusted balanced accuracy_avg,Pam50 naive Bayes adjusted balanced accuracy_max,Pam50 naive Bayes adjusted balanced accuracy_std,adjusted root leanness_min,adjusted root leanness_avg,adjusted root leanness_max,adjusted root leanness_std
0,500,1089,1089,0.2,0.45487165202874735,0.7294075480368004,0.11561810245657432,0.14002800840280097,0.25893860090983206,1.0,0.1485010956131339
1,507,1313,1362,0.2,0.49532224347366594,0.7294075480368004,0.11972378041791255,0.12598815766974242,0.26930632839249774,1.0,0.14072869936612137
2,500,1338,1607,0.2,0.5163191974412059,0.7294075480368004,0.11625669712271569,0.125,0.27315396603942593,1.0,0.13980227797996161
3,500,1337,1829,0.2,0.533967124518592,0.7294075480368004,0.11129887837289273,0.125,0.2727768321680942,1.0,0.13912693622500077
4,500,1352,2063,0.2,0.5463360820253697,0.7294075480368004,0.11189958976383547,0.125,0.27337074304962466,1.0,0.14097388858162518
5,500,1374,2300,0.2,0.5560398151505834,0.7294075480368004,0.11378745518113892,0.125,0.27721587690133276,1.0,0.1396126656254725
6,500,1346,2521,0.2,0.5652795921376502,0.7294075480368004,0.11487078618916355,0.12909944487358055,0.2814504258989857,1.0,0.14166916746586172
7,500,1330,2715,0.2,0.5804274424402815,0.7294075480368004,0.11118092983935395,0.14002800840280097,0.27834641782008795,1.0,0.13780906660195072
8,500,1388,2917,0.2,0.5904925715190391,0.7294075480368004,0.11200374377855987,0.13130643285972254,0.2795673428121521,1.0,0.13856782934087497
9,500,1369,3122,0.2,0.6047582603359276,0.7294075480368004,0.1084219653773245,0.13130643285972254,0.27392567191969797,1.0,0.13645274878050567
10,500,1339,3322,0.2,0.6118870316437458,0.7294075480368004,0.10757532377200182,0.13130643285972254,0.27447193285295607,1.0,0.13698008900203426
11,500,1322,3508,0.2,0.6195216569217007,0.7294075480368004,0.10661199779851485,0.13130643285972254,0.2726421333243139,1.0,0.1362770834891975
12,500,1352,3693,0.2,0.6283383597376758,0.7294075480368004,0.10157648007329433,0.13130643285972254,0.2696782866062431,1.0,0.13436705421013873
13,500,1392,3883,0.2,0.6329174099208926,0.7337320321505896,0.10162906924336465,0.13130643285972254,0.2704798844529834,1.0,0.13447644448597612
14,500,1375,4060,0.2,0.6358181207253115,0.7373230154832706,0.1017589303771005,0.13608276348795434,0.2720738734829356,1.0,0.13396235975403215
15,500,1352,4250,0.2,0.6412023893306292,0.7413887260169645,0.10037932495237412,0.13608276348795434,0.27174366103036063,1.0,0.13363998327001517
16,500,1411,4443,0.2,0.6437035497146105,0.7415865193836224,0.09946754043369803,0.13608276348795434,0.2734366562252309,1.0,0.13324966663920706
17,500,1392,4620,0.2,0.6492016393540492,0.7415865193836224,0.09846901927541878,0.13608276348795434,0.2726472624536313,1.0,0.13361726191685025
18,500,1343,4806,0.2,0.6483103943736989,0.7415865193836224,0.09914441082467253,0.1386750490563073,0.2792238459200743,1.0,0.13476828968680982
19,500,1350,4980,0.2,0.6514163792948912,0.7415865193836224,0.0980120448127438,0.1386750490563073,0.28076894811462844,1.0,0.13412751030084066
20,500,1324,5163,0.2,0.6514061084892503,0.7415865193836224,0.10016549289039499,0.1386750490563073,0.28543518267781215,1.0,0.13671063978874518
21,500,1349,5329,0.2,0.653084133298671,0.7415865193836224,0.10133005935520707,0.1386750490563073,0.2870506248160276,1.0,0.13760730167446097
22,500,1375,5485,0.2,0.6569930566383794,0.741835154588393,0.10014878401966913,0.1386750490563073,0.2857139628548832,1.0,0.13666127191703428
23,500,1407,5656,0.2,0.6599212829563639,0.7468125498476128,0.10032736861561944,0.1386750490563073,0.28510529915774235,1.0,0.13740509810805412
24,500,1379,5825,0.2,0.6633431406979892,0.7468125498476128,0.09990640495770317,0.1386750490563073,0.284203930156339,1.0,0.13779010269182151
25,500,1353,5995,0.2,0.6656014931487275,0.7468125498476128,0.09970454263836527,0.1386750490563073,0.28349450471414117,1.0,0.13823806830896573
26,500,1347,6136,0.2,0.667953795179458,0.7468125498476128,0.0994076730619805,0.1386750490563073,0.2840251483354338,1.0,0.13782349289791113
27,500,1404,6305,0.2,0.670329234110835,0.7468125498476128,0.09896011241047893,0.1386750490563073,0.2832645666476028,1.0,0.13812308099215817
28,500,1370,6463,0.2,0.6722177403033802,0.7468125498476128,0.09943102964608687,0.1386750490563073,0.28252579846474557,1.0,0.13843854920193696
29,500,1406,6623,0.2,0.6740018688375397,0.7468125498476128,0.09832038341536466,0.1386750490563073,0.2828618469011636,1.0,0.13829124505462229
30,500,1400,6771,0.2,0.6774089703842581,0.7468125498476128,0.0978810566993764,0.14586499149789456,0.2798579010344678,1.0,0.13828064763666678
