gen,evals,gen_feats,explored,Pam50 naive Bayes balanced accuracy_min,Pam50 naive Bayes balanced accuracy_avg,Pam50 naive Bayes balanced accuracy_max,Pam50 naive Bayes balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,16,177,177,0.28100250626566414,0.4296559424475824,0.5840974387187481,0.09123663247243291,0.030303030303030304,0.10911215435716397,0.5,0.1231289967841059
1,16,188,256,0.28100250626566414,0.48066192539275016,0.6633730668133749,0.10716509110457338,0.03125,0.11985524136958758,0.5,0.12252905197176624
2,16,143,293,0.28100250626566414,0.4789628224524726,0.6649929702304542,0.13402389467032397,0.02857142857142857,0.16022470986405607,0.5,0.13592930143603793
3,16,142,329,0.33740601503759404,0.5029980820954827,0.6649929702304542,0.11327430242894108,0.02857142857142857,0.14659623764183388,0.5,0.13535691451221823
4,16,133,364,0.33740601503759404,0.5050645860077021,0.6649929702304542,0.11461876455045392,0.02857142857142857,0.15298709919573888,0.5,0.132763290596277
5,16,161,404,0.2,0.4982271417873953,0.6652310654685494,0.14089143449274658,0.027777777777777776,0.20747731384220358,1.0,0.24443994513019382
6,16,126,431,0.2,0.5245992458279847,0.6685359740815453,0.14405279431909288,0.02564102564102564,0.1886030132123882,1.0,0.24603561336832588
7,16,121,461,0.2,0.5232486322513601,0.6685359740815453,0.14256579302563896,0.02564102564102564,0.1890220745150702,1.0,0.2457668935512444
8,16,164,494,0.2,0.5266215080383887,0.6685359740815453,0.14197313372907377,0.02564102564102564,0.19013814594364165,1.0,0.24551403988571716
9,16,161,529,0.2,0.5215331583532001,0.6685359740815453,0.13755174811223358,0.02564102564102564,0.19547006065055633,1.0,0.24248137757103222
10,16,103,552,0.2,0.5411159950180329,0.6685359740815453,0.13221219352271213,0.022727272727272728,0.1812655151960109,1.0,0.24550887792105125
11,16,132,580,0.2,0.5448742473561954,0.6828626444159178,0.13316810104978669,0.025,0.18453256065055634,1.0,0.24595235237587462
12,16,136,606,0.2,0.5448186968946758,0.6828626444159178,0.13304221511634493,0.025,0.1845955646828144,1.0,0.2459132048976955
13,16,105,624,0.2,0.5399593686961306,0.6828626444159178,0.13123285114321248,0.025,0.18928306468281442,1.0,0.24401037020566274
14,16,119,653,0.2,0.544012680328871,0.6828626444159178,0.13421760090309723,0.024390243902439025,0.18926975651401842,1.0,0.24410742720788592
15,16,104,669,0.2,0.544012680328871,0.6828626444159178,0.13421760090309723,0.024390243902439025,0.18926975651401842,1.0,0.24410742720788592
16,16,81,690,0.2,0.5275777668256006,0.6835860993948286,0.12950554183588003,0.029411764705882353,0.20725187079500287,1.0,0.23819141081392184
17,16,136,712,0.2,0.5441590447154472,0.6835860993948286,0.13082328342237248,0.02857142857142857,0.19341258508071715,1.0,0.24171228449152654
18,16,169,738,0.2,0.544923455743016,0.6887866006479614,0.13162791410250538,0.02857142857142857,0.19341258508071715,1.0,0.24171228449152654
19,16,114,757,0.2,0.552095501711596,0.6887866006479614,0.13435947509526183,0.02857142857142857,0.18855147396960606,1.0,0.2440889954745607
