1_ACCS.84680,1_ALDH1A1.216,1_ALG6.29929,1_APOBEC3D.140564,1_AQP1.358,1_ARHGAP39.80728,1_ARHGEF35.445328,1_C11orf46.120534,1_C20orf152.140894,1_C22orf26.55267,1_C22orf41.644186,1_C9orf140.89958,1_C9orf78.51759,1_CBR4.84869,1_CCDC115.84317,1_CCNDBP1.23582,1_CCNF.899,1_CDC25A.993,1_CMA1.1215,1_COQ10B.80219,1_CSRP1.1465,1_CTSG.1511,1_DAZAP2.9802,1_DBNDD2.55861,1_DCAF8.50717,1_DFFA.1676,1_DHH.50846,1_DHRS12.79758,1_DHX58.79132,1_DNAJC24.120526,1_DUSP3.1845,1_EHBP1L1.254102,1_EPM2A.7957,1_FAM171A2.284069,1_FAM92A1.137392,1_FNBP1.23048,1_GPC2.221914,1_HDAC2.3066,1_HNRNPR.10236,1_HSP90AB1.3326,1_IRF2.3660,1_KCNK7.10089,1_KDM1A.23028,1_KDM2B.84678,1_KIAA0748.9840,1_KIAA1524.57650,1_KIF11.3832,1_LIN7C.55327,1_LMNB2.84823,1_LRGUK.136332,1_LRRC41.10489,1_LYPLA2P1.653639,1_MANSC1.54682,1_MARCKSL1.65108,1_MMP10.4319,1_MOB2.81532,1_MTF2.22823,1_MYBL2.4605,1_MYLK2.85366,1_NAALADL1.10004,1_NDUFAF1.51103,1_NFE2L2.4780,1_P2RX1.5023,1_PAPD7.11044,1_PEX11G.92960,1_PIK3IP1.113791,1_PLOD1.5351,1_POPDC2.64091,1_PPP1R11.6992,1_PROS1.5627,1_PRPF4B.8899,1_PTBP1.5725,1_PTK7.5754,1_PTPN18.26469,1_RASGRP2.10235,1_RDH5.5959,1_RNF125.54941,1_RRAS.6237,1_RWDD2B.10069,1_SDR42E1.93517,1_SELM.140606,1_SERPING1.710,1_SLC39A2.29986,1_SMOC2.64094,1_SOD3.6649,1_SOX4.6659,1_SSH3.54961,1_STAT6.6778,1_TAPBPL.55080,1_TARDBP.23435,1_TMEM48.55706,1_TMEM63B.55362,1_TRADD.8717,1_TRIM21.6737,1_UBE4B.10277,1_WRNIP1.56897,1_XPO5.57510,1_ZNFX1.57169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
