1_ACTL6A.86,1_ALAD.210,1_ALDH1A1.216,1_ALOX15.246,1_ASB3.51130,1_ATP6V0E2.155066,1_AZIN1.51582,1_BCL7B.9275,1_BECN1.8678,1_BTG2.7832,1_C10orf128.170371,1_C10orf54.64115,1_C21orf63.59271,1_C5orf4.10826,1_CASQ2.845,1_CCDC41.51134,1_CCDC69.26112,1_CCL19.6363,1_CCT5.22948,1_CD244.51744,1_CDCA4.55038,1_CHD4.1108,1_CLEC14A.161198,1_CLEC4C.170482,1_CPSF6.11052,1_CPXM2.119587,1_CSE1L.1434,1_CTSG.1511,1_CXCL2.2920,1_DAZAP2.9802,1_DFNB59.494513,1_DHH.50846,1_DHRS12.79758,1_DUSP3.1845,1_EIF2C2.27161,1_FCER1A.2205,1_G3BP1.10146,1_GALNT12.79695,1_GNL3.26354,1_GPBAR1.151306,1_GPR146.115330,1_GPR18.2841,1_HAGH.3029,1_HDAC2.3066,1_HNMT.3176,1_IKZF1.10320,1_INTS8.55656,1_ITM2B.9445,1_KCND3.3752,1_KLRB1.3820,1_LGALS2.3957,1_LGI4.163175,1_LRRC29.26231,1_LRRC41.10489,1_MANSC1.54682,1_MORC4.79710,1_MUC1.4582,1_NAPSB.256236,1_NASP.4678,1_NDUFAF1.51103,1_NETO2.81831,1_NINJ1.4814,1_NKAP.79576,1_NR1H3.10062,1_NUDT13.25961,1_OSTalpha.200931,1_P2RY8.286530,1_PATL2.197135,1_PEX11G.92960,1_PLA2G4C.8605,1_PLCG1.5335,1_PLOD2.5352,1_POLR3GL.84265,1_PRKCDBP.112464,1_RAD21.5885,1_RASL10B.91608,1_RBL1.5933,1_RIPPLY2.134701,1_SELP.6403,1_SLC24A4.123041,1_SLC25A32.81034,1_SLC48A1.55652,1_SMARCC1.6599,1_SRPK1.6732,1_STX11.8676,1_SYNCRIP.10492,1_THOC2.57187,1_TIFAB.497189,1_TMBIM1.64114,1_TMEM48.55706,1_TNFSF14.8740,1_TSPAN6.7105,1_TSPYL2.64061,1_U2AF2.11338,1_USP24.23358,1_WDR3.10885,1_XYLB.9942,1_YWHAQ.10971
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
