gen,evals,gen_feats,explored,type random forest balanced accuracy_min,type random forest balanced accuracy_avg,type random forest balanced accuracy_max,type random forest balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,8102,8102,0.2248921527800024,0.5910058274871597,0.8041545205069887,0.11907152167597236,0.0196078431372549,0.09017549979027778,1.0,0.15993866970072665
1,318,4606,8232,0.22284599203425487,0.5804732971351081,0.8041545205069887,0.15150377799503992,0.019230769230769232,0.14362939522872625,1.0,0.20582391394657668
2,321,2608,8384,0.24596774193548387,0.6029017522503763,0.8108949717568419,0.15866776543601188,0.015873015873015872,0.17432268773377416,1.0,0.2502096496555575
3,295,1639,8513,0.24596774193548387,0.596721193580421,0.8108949717568419,0.18283065606096524,0.015873015873015872,0.2378346521383117,1.0,0.3186958009305684
4,312,1299,8638,0.24596774193548387,0.5783074366531057,0.8289567116208049,0.2099882982351459,0.01818181818181818,0.3217221678524029,1.0,0.3882027497417508
5,305,1040,8745,0.24596774193548387,0.496080378212726,0.8289567116208049,0.23282023164121265,0.014492753623188406,0.5010937527363546,1.0,0.4378904232221688
6,267,861,8853,0.24596774193548387,0.36552345677034953,0.8289567116208049,0.2113343954617228,0.014492753623188406,0.7776171664416592,1.0,0.3871943274930998
7,274,586,8979,0.24596774193548387,0.2624146965862618,0.8289567116208049,0.08892542034127912,0.030303030303030304,0.9710186904882557,1.0,0.1559932660074462
8,242,401,9091,0.24596774193548387,0.26479641434688367,0.8289567116208049,0.09380739405029913,0.030303030303030304,0.9667520238215891,1.0,0.16503719674550374
9,264,427,9218,0.24596774193548387,0.2646768694407962,0.8289567116208049,0.0933629517056066,0.030303030303030304,0.9670186904882557,1.0,0.1639018802251935
10,248,408,9320,0.24596774193548387,0.2654726110772977,0.8289567116208049,0.09486714386790718,0.030303030303030304,0.9655853571549223,1.0,0.16668334226136705
11,274,430,9439,0.24596774193548387,0.26659828245293704,0.8289567116208049,0.0979131336992139,0.030303030303030304,0.9636964682660334,1.0,0.17156254961529077
12,251,383,9523,0.24596774193548387,0.2696870882318395,0.8289567116208049,0.10511413969983405,0.030303030303030304,0.9583227308922961,1.0,0.18395758248775332
13,262,424,9620,0.24596774193548387,0.26827383049833964,0.8289567116208049,0.10298513244753504,0.030303030303030304,0.9612560642256294,1.0,0.17862644111899303
14,250,391,9697,0.24596774193548387,0.26813237178460464,0.8289567116208049,0.1024142778668822,0.030303030303030304,0.9616727308922962,1.0,0.17691002616516735
15,284,444,9791,0.24596774193548387,0.26819836413919773,0.8289567116208049,0.10267515472611348,0.030303030303030304,0.9615727308922961,1.0,0.17732592000026007
16,256,414,9897,0.24596774193548387,0.26462610383231366,0.8289567116208049,0.09545723907046456,0.030303030303030304,0.9683179689875342,1.0,0.1620395160452537
17,262,389,9983,0.24596774193548387,0.2687732779148114,0.8289567116208049,0.10532559617333172,0.030303030303030304,0.961366453836019,1.0,0.17841527017927872
18,245,392,10060,0.24596774193548387,0.2687732779148114,0.8289567116208049,0.10532559617333172,0.030303030303030304,0.961366453836019,1.0,0.17841527017927872
19,231,395,10156,0.24596774193548387,0.2664373338245188,0.8289567116208049,0.09919175685057056,0.030303030303030304,0.9654286519036518,1.0,0.16747670350754798
20,245,368,10226,0.24596774193548387,0.2665951538157628,0.8289567116208049,0.1000091380354121,0.030303030303030304,0.9653949217449217,1.0,0.1676687785899792
21,266,388,10309,0.24596774193548387,0.2657635556480978,0.8289567116208049,0.09843830574089506,0.030303030303030304,0.9668949217449218,1.0,0.1645885310360984
22,254,389,10381,0.24596774193548387,0.2626551611835432,0.8289567116208049,0.09057192470928603,0.030303030303030304,0.9720425407925407,1.0,0.15166260480645516
23,258,385,10460,0.24596774193548387,0.26371011521500043,0.8289567116208049,0.09339922752014226,0.030303030303030304,0.9704425407925408,1.0,0.15552981009187639
24,253,391,10539,0.24596774193548387,0.26371011521500043,0.8289567116208049,0.09339922752014226,0.030303030303030304,0.9704425407925408,1.0,0.15552981009187639
25,250,339,10610,0.24596774193548387,0.2621041553213528,0.8289567116208049,0.09018513190235312,0.030303030303030304,0.9732758741258741,1.0,0.14944931391408506
26,253,378,10691,0.24596774193548387,0.261069857769805,0.8289567116208049,0.08732278000922446,0.030303030303030304,0.9751520646020646,1.0,0.14377726451376382
27,273,416,10774,0.24596774193548387,0.26117210974789384,0.8289567116208049,0.08787562922921195,0.030303030303030304,0.9751520646020646,1.0,0.14377726451376382
28,233,352,10839,0.24596774193548387,0.26117210974789384,0.8289567116208049,0.08787562922921195,0.030303030303030304,0.9751520646020646,1.0,0.14377726451376382
29,231,349,10896,0.24596774193548387,0.25899607318661844,0.8289567116208049,0.08124487550061389,0.030303030303030304,0.979230735930736,1.0,0.1296153548272209
30,249,378,10950,0.24596774193548387,0.2609236393631676,0.8289567116208049,0.08651728232194499,0.030303030303030304,0.9761735930735931,1.0,0.13796749898788466
31,240,363,11013,0.24596774193548387,0.26316768374069693,0.8289567116208049,0.09313170303116489,0.030303030303030304,0.9726402597402598,1.0,0.14827435438411238
32,253,385,11079,0.24596774193548387,0.2632101285624287,0.8289567116208049,0.0933666466202357,0.030303030303030304,0.972573593073593,1.0,0.14862880153961353
33,249,381,11136,0.24596774193548387,0.263220886589572,0.8289567116208049,0.09342653986309618,0.030303030303030304,0.972573593073593,1.0,0.14862880153961353
34,232,352,11193,0.24596774193548387,0.263220886589572,0.8289567116208049,0.09342653986309618,0.030303030303030304,0.972573593073593,1.0,0.14862880153961353
35,269,425,11266,0.24596774193548387,0.263220886589572,0.8289567116208049,0.09342653986309618,0.030303030303030304,0.972573593073593,1.0,0.14862880153961353
