
OPTIMIZING ON FOLD NUMBER 6
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5891
Features active in total: 5891
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 107
PRCC T2: 46
ccRCC: 323
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 22
Generations completed = 46
Generations completed = 70
Generations completed = 94
Generations completed = 118
Generations completed = 143
Generations completed = 168
Generations completed = 192
Generations completed = 217
Generations completed = 241
Generations completed = 265
Generations completed = 290
Generations completed = 315
Generations completed = 340
Generations completed = 365
Generations completed = 390
Generations completed = 415
Generations completed = 440
Generations completed = 465
Generations completed = 490
   	     	         	        	       type naive Bayes balanced accuracy       	                 root separation                 	                 root leanness                  
   	     	         	        	------------------------------------------------	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std         	min	avg     	max     	std      	min     	avg     	max	std     
0  	500  	403      	403     	0.2	0.783797	0.926592	0.157652    	0  	0.560093	0.636874	0.102895 	0.140028	0.276298	1  	0.169514
1  	680  	655      	657     	0.2	0.763025	0.928931	0.149059    	0  	0.56841 	0.636874	0.0505278	0.13484 	0.325512	1  	0.148537
2  	733  	655      	875     	0.2	0.771733	0.928931	0.131638    	0  	0.575641	0.636874	0.0463279	0.141421	0.329635	1  	0.139299
3  	714  	726      	1101    	0.2	0.77935 	0.928931	0.118962    	0  	0.578785	0.635751	0.0425678	0.13484 	0.335346	1  	0.137849
4  	719  	757      	1327    	0.2	0.78294 	0.928931	0.122949    	0  	0.579371	0.636528	0.0436062	0.13484 	0.341899	1  	0.14372 
5  	701  	760      	1536    	0.2	0.78583 	0.928931	0.115625    	0  	0.583223	0.636528	0.040287 	0.13484 	0.344165	1  	0.139351
6  	709  	754      	1739    	0.2	0.799521	0.931197	0.113686    	0  	0.589411	0.636528	0.0426781	0.13484 	0.324472	1  	0.144496
7  	708  	789      	1912    	0.2	0.787223	0.9308  	0.115826    	0  	0.587351	0.636528	0.0399314	0.13484 	0.352431	1  	0.14403 
8  	719  	766      	2090    	0.2	0.787814	0.933395	0.112739    	0  	0.589049	0.63767 	0.0396036	0.136083	0.353522	1  	0.142559
9  	696  	768      	2241    	0.2	0.771446	0.933395	0.124118    	0  	0.586587	0.636528	0.0422912	0.140028	0.375153	1  	0.15041 
10 	697  	766      	2384    	0.2	0.783383	0.933395	0.118666    	0  	0.592592	0.636528	0.0416159	0.140028	0.356664	1  	0.147756
11 	702  	774      	2530    	0.2	0.783055	0.934028	0.108872    	0  	0.595622	0.636697	0.0396325	0.141421	0.363273	1  	0.13329 
12 	694  	781      	2670    	0.2	0.773832	0.934028	0.116833    	0  	0.59434 	0.636697	0.0401225	0.141421	0.382557	1  	0.138374
13 	713  	804      	2824    	0.2	0.764976	0.933395	0.135593    	0  	0.591501	0.641381	0.0442331	0.141421	0.397875	1  	0.149425
14 	703  	777      	2936    	0.2	0.776589	0.934015	0.116735    	0  	0.595689	0.641381	0.0402919	0.141421	0.388863	1  	0.141825
15 	694  	776      	3045    	0.2	0.785826	0.934015	0.118887    	0  	0.597279	0.641381	0.041787 	0.141421	0.375743	1  	0.150459
16 	688  	823      	3172    	0.2	0.78345 	0.934015	0.121932    	0  	0.59653 	0.641381	0.0426442	0.140028	0.388315	1  	0.149724
17 	691  	783      	3281    	0.2	0.781764	0.934015	0.119937    	0  	0.597335	0.64828 	0.0420341	0.136083	0.393562	1  	0.148531
18 	720  	820      	3402    	0.2	0.783684	0.934015	0.119207    	0  	0.599809	0.64828 	0.0436896	0.140028	0.39198 	1  	0.143918
19 	715  	786      	3506    	0.2	0.787058	0.932333	0.123729    	0  	0.59697 	0.64828 	0.0444109	0.128037	0.397966	1  	0.144328
20 	699  	755      	3594    	0.2	0.777349	0.932333	0.136602    	0  	0.594937	0.64828 	0.0475418	0.140028	0.406684	1  	0.156537
21 	692  	767      	3691    	0.2	0.795263	0.932333	0.124853    	0  	0.598933	0.64828 	0.0444779	0.141421	0.388702	1  	0.152068
22 	696  	771      	3775    	0.2	0.795986	0.932333	0.123977    	0  	0.594446	0.64828 	0.0447911	0.141421	0.398962	1  	0.150404
23 	688  	789      	3871    	0.2	0.787908	0.932333	0.134521    	0  	0.594472	0.64828 	0.0477804	0.141421	0.405277	1  	0.159344
24 	698  	779      	3956    	0.2	0.786813	0.932939	0.126689    	0  	0.593943	0.64828 	0.0442721	0.140028	0.411112	1  	0.154373
25 	692  	757      	4033    	0.2	0.787952	0.932939	0.127648    	0  	0.593058	0.64828 	0.0439974	0.140028	0.409081	1  	0.155458
26 	701  	761      	4102    	0.2	0.793685	0.932939	0.12488     	0  	0.59482 	0.64828 	0.0444448	0.145865	0.405232	1  	0.150233
27 	691  	792      	4178    	0.2	0.796884	0.932939	0.129402    	0  	0.593541	0.64828 	0.0458989	0.140028	0.402579	1  	0.15708 
28 	699  	783      	4249    	0.2	0.798474	0.935265	0.126051    	0  	0.594526	0.64828 	0.0456949	0.145865	0.406513	1  	0.156397
29 	703  	792      	4312    	0.2	0.789305	0.935265	0.131168    	0  	0.594379	0.64828 	0.0454568	0.141421	0.413945	1  	0.16061 
30 	680  	794      	4367    	0.2	0.795046	0.935265	0.130101    	0  	0.596856	0.64828 	0.0463322	0.141421	0.411392	1  	0.158816
31 	686  	789      	4425    	0.2	0.802262	0.935744	0.125591    	0  	0.597539	0.64828 	0.0436704	0.141421	0.407264	1  	0.157736
32 	691  	800      	4476    	0.2	0.80091 	0.935895	0.135547    	0  	0.596309	0.64828 	0.0487619	0.141421	0.401364	1  	0.168759
33 	677  	789      	4550    	0.2	0.806613	0.935895	0.127595    	0  	0.598801	0.64828 	0.0466516	0.145865	0.403129	1  	0.157501
34 	672  	800      	4611    	0.2	0.80863 	0.935895	0.127574    	0  	0.597128	0.64828 	0.043906 	0.145865	0.404348	1  	0.159643
35 	689  	764      	4664    	0.2	0.797591	0.935895	0.133695    	0  	0.595669	0.64828 	0.0468186	0.144338	0.412282	1  	0.163266
36 	680  	763      	4709    	0.2	0.794812	0.935895	0.131215    	0  	0.594261	0.64828 	0.0452922	0.145865	0.420803	1  	0.162579
37 	703  	780      	4757    	0.2	0.793182	0.935895	0.135245    	0  	0.594032	0.64828 	0.0469886	0.147442	0.418895	1  	0.162008
38 	707  	780      	4801    	0.2	0.800016	0.937613	0.131161    	0  	0.595337	0.64828 	0.0451948	0.147442	0.408012	1  	0.162746
