
OPTIMIZING FINAL MODEL ON WHOLE DATASET

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5908
Features active in total: 5908
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 81
PRCC T1: 160
PRCC T2: 69
ccRCC: 485
normal: 129

RUNNING GENETIC ALGORITHM
Generations completed = 80
Generations completed = 162
Generations completed = 246
Generations completed = 327
Generations completed = 408
Generations completed = 490
   	     	         	        	            type naive Bayes balanced accuracy           	                 root separation                 	                 root leanness                  
   	     	         	        	---------------------------------------------------------	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min     	avg     	max     	std      	min	avg     	max     	std      	min     	avg     	max	std     
0  	500  	518      	518     	0.198763	0.771479	0.917478	0.160532 	0  	0.553291	0.623632	0.0889636	0.140028	0.28307 	1  	0.156843
1  	665  	732      	736     	0.2     	0.785916	0.920697	0.112729 	0  	0.57141 	0.623632	0.0399519	0.141421	0.301877	1  	0.115588
2  	733  	781      	959     	0.2     	0.784875	0.920697	0.111222 	0  	0.572079	0.632506	0.0381026	0.141421	0.32038 	1  	0.119933
3  	732  	777      	1148    	0.2     	0.783305	0.920697	0.102989 	0  	0.573798	0.632506	0.0371832	0.140028	0.332431	1  	0.119053
4  	723  	808      	1335    	0.2     	0.781573	0.920697	0.120082 	0  	0.576185	0.633184	0.0406034	0.138675	0.339666	1  	0.137252
5  	719  	849      	1545    	0.2     	0.791812	0.920697	0.119326 	0  	0.579997	0.633944	0.0397815	0.138675	0.336105	1  	0.139232
6  	728  	822      	1717    	0.2     	0.795463	0.9241  	0.105343 	0  	0.580952	0.633944	0.0369146	0.137361	0.343758	1  	0.130497
7  	731  	848      	1876    	0.2     	0.79333 	0.9241  	0.109298 	0  	0.582146	0.633944	0.0375798	0.137361	0.353385	1  	0.137078
8  	723  	860      	2047    	0.2     	0.790419	0.9241  	0.114327 	0  	0.58377 	0.633944	0.0395298	0.137361	0.362459	1  	0.140959
9  	729  	846      	2192    	0.2     	0.794553	0.9241  	0.113037 	0  	0.585635	0.633944	0.0397979	0.128037	0.360268	1  	0.141901
10 	723  	861      	2342    	0.2     	0.801027	0.9241  	0.101595 	0  	0.588785	0.641059	0.0369475	0.13484 	0.359944	1  	0.136611
11 	725  	865      	2485    	0.2     	0.801245	0.9241  	0.108164 	0  	0.58968 	0.641059	0.0377395	0.133631	0.361   	1  	0.142743
12 	719  	849      	2599    	0.2     	0.811067	0.9241  	0.0915032	0  	0.592546	0.641059	0.0354632	0.133631	0.361516	1  	0.131323
13 	724  	903      	2751    	0.2     	0.819652	0.9241  	0.0941958	0  	0.595176	0.641059	0.0363762	0.132453	0.350357	1  	0.138868
14 	729  	907      	2881    	0.2     	0.818863	0.925435	0.0963313	0  	0.597572	0.641404	0.0371874	0.128037	0.34599 	1  	0.14718 
15 	723  	899      	3005    	0.2     	0.817133	0.925435	0.094955 	0  	0.597565	0.641404	0.0371671	0.128037	0.358736	1  	0.14282 
16 	713  	900      	3116    	0.2     	0.810337	0.925435	0.109949 	0  	0.594285	0.641404	0.0384835	0.128037	0.367474	1  	0.157305
17 	730  	885      	3241    	0.2     	0.820284	0.925435	0.094605 	0  	0.598068	0.641404	0.036631 	0.128037	0.358654	1  	0.14449 
18 	716  	909      	3360    	0.2     	0.821132	0.925435	0.102263 	0  	0.59806 	0.641404	0.0371613	0.128037	0.353804	1  	0.150521
19 	717  	901      	3458    	0.2     	0.818241	0.925435	0.101191 	0  	0.599226	0.641404	0.0367727	0.128037	0.362119	1  	0.149624
20 	724  	923      	3565    	0.2     	0.810782	0.92781 	0.111102 	0  	0.596951	0.641404	0.0396545	0.127   	0.370386	1  	0.157204
21 	710  	886      	3658    	0.2     	0.811808	0.92781 	0.108888 	0  	0.597726	0.641404	0.0385497	0.125988	0.376569	1  	0.153575
22 	711  	920      	3745    	0.2     	0.813277	0.92781 	0.10813  	0  	0.597743	0.641404	0.0379783	0.125988	0.373503	1  	0.154737
23 	720  	927      	3851    	0.2     	0.81411 	0.92781 	0.111633 	0  	0.597605	0.641404	0.0396828	0.125988	0.371125	1  	0.15627 
24 	694  	926      	3937    	0.2     	0.805217	0.92781 	0.112331 	0  	0.594843	0.641404	0.0383172	0.125988	0.391648	1  	0.160097
25 	722  	889      	4015    	0.2     	0.80695 	0.92781 	0.110756 	0  	0.597277	0.641404	0.040393 	0.121268	0.387415	1  	0.157952
26 	709  	908      	4098    	0.2     	0.809747	0.926929	0.110323 	0  	0.595991	0.641404	0.0389647	0.121268	0.383679	1  	0.157557
27 	715  	937      	4169    	0.2     	0.811428	0.926929	0.115819 	0  	0.595287	0.641404	0.0406169	0.121268	0.373618	1  	0.162056
28 	705  	917      	4248    	0.2     	0.811643	0.926929	0.120754 	0  	0.59409 	0.641059	0.0401497	0.123091	0.376811	1  	0.163738
29 	724  	926      	4317    	0.2     	0.815604	0.929454	0.113171 	0  	0.594548	0.641059	0.0395818	0.123091	0.371766	1  	0.160918
30 	707  	898      	4370    	0.2     	0.810272	0.929454	0.107962 	0  	0.598186	0.641059	0.0400073	0.122169	0.389605	1  	0.148845
31 	711  	944      	4436    	0.2     	0.811895	0.929454	0.111504 	0  	0.599099	0.641059	0.0408975	0.122169	0.389801	1  	0.151135
32 	725  	920      	4504    	0.2     	0.811024	0.931009	0.117804 	0  	0.597936	0.641059	0.041002 	0.122169	0.385563	1  	0.161578
33 	717  	888      	4565    	0.2     	0.818614	0.931009	0.115345 	0  	0.594296	0.641059	0.0411536	0.122169	0.375093	1  	0.162174
34 	723  	906      	4622    	0.2     	0.820573	0.931009	0.117551 	0  	0.594905	0.641059	0.0405857	0.122169	0.364773	1  	0.164608
35 	708  	930      	4684    	0.2     	0.826021	0.931009	0.109834 	0  	0.596045	0.641059	0.040369 	0.123091	0.360499	1  	0.158443
36 	698  	959      	4727    	0.2     	0.818471	0.931009	0.120973 	0  	0.596426	0.641059	0.0410687	0.123091	0.374281	1  	0.164329
37 	720  	950      	4782    	0.2     	0.812921	0.931009	0.131099 	0  	0.59484 	0.641059	0.0430187	0.122169	0.378446	1  	0.167703
38 	691  	930      	4832    	0.2     	0.817426	0.930484	0.122486 	0  	0.594745	0.641059	0.0410938	0.121268	0.385442	1  	0.159929
39 	716  	941      	4877    	0.2     	0.82014 	0.930484	0.123719 	0  	0.593849	0.641059	0.0414442	0.120386	0.377338	1  	0.16654 
40 	703  	941      	4921    	0.2     	0.820204	0.930484	0.116162 	0  	0.594648	0.641059	0.0407858	0.120386	0.383708	1  	0.164221
41 	698  	952      	4972    	0.2     	0.822643	0.936076	0.120559 	0  	0.594874	0.641059	0.0414615	0.120386	0.37803 	1  	0.166165
42 	710  	917      	5016    	0.2     	0.81737 	0.936076	0.125831 	0  	0.593846	0.641059	0.0427053	0.120386	0.377198	1  	0.174894
43 	698  	932      	5059    	0.2     	0.823402	0.936076	0.120234 	0  	0.594867	0.641151	0.0414714	0.120386	0.374609	1  	0.170661
44 	702  	953      	5094    	0.2     	0.815402	0.936076	0.128724 	0  	0.593602	0.641151	0.0427968	0.121268	0.383297	1  	0.170687
45 	711  	952      	5123    	0.2     	0.819207	0.936076	0.116039 	0  	0.597879	0.641059	0.0408342	0.113961	0.392994	1  	0.16362 
46 	725  	919      	5154    	0.2     	0.815386	0.936076	0.118589 	0  	0.597371	0.641059	0.0412892	0.121268	0.394299	1  	0.159843
47 	713  	921      	5182    	0.2     	0.807068	0.936076	0.124072 	0  	0.594599	0.641059	0.0430107	0.121268	0.408587	1  	0.159087
48 	702  	915      	5203    	0.2     	0.814157	0.936076	0.124276 	0  	0.595727	0.641059	0.0435121	0.121268	0.38764 	1  	0.16983 
49 	690  	932      	5228    	0.2     	0.808129	0.936076	0.129702 	0  	0.594319	0.641059	0.0442284	0.121268	0.395176	1  	0.173488
50 	711  	946      	5262    	0.2     	0.813337	0.936076	0.120744 	0  	0.596868	0.641059	0.0417739	0.119523	0.392204	1  	0.16732 
51 	683  	951      	5292    	0.2     	0.800024	0.936076	0.130554 	0  	0.594477	0.641059	0.0434716	0.119523	0.411437	1  	0.173305
52 	717  	927      	5323    	0.2     	0.800641	0.936076	0.136086 	0  	0.591722	0.641059	0.0430425	0.116248	0.407368	1  	0.176368
53 	706  	897      	5346    	0.2     	0.81243 	0.936076	0.124153 	0  	0.595989	0.641059	0.0414948	0.116248	0.393853	1  	0.169521
54 	696  	909      	5364    	0.2     	0.808041	0.936076	0.131431 	0  	0.594371	0.641059	0.0424574	0.116248	0.395859	1  	0.177411
55 	694  	934      	5387    	0.2     	0.812963	0.936076	0.125758 	0  	0.594762	0.641059	0.0419509	0.123091	0.390336	1  	0.172142
56 	699  	929      	5418    	0.2     	0.812779	0.936234	0.126352 	0  	0.595995	0.641059	0.0426546	0.123091	0.399165	1  	0.166533
57 	695  	949      	5441    	0.2     	0.80917 	0.936234	0.130604 	0  	0.593489	0.641059	0.0430162	0.114708	0.397101	1  	0.169635
58 	692  	978      	5467    	0.2     	0.81228 	0.936234	0.124475 	0  	0.595999	0.641059	0.0418666	0.123091	0.389581	1  	0.172595
59 	702  	900      	5492    	0.2     	0.800653	0.936234	0.13169  	0  	0.591848	0.641151	0.0456489	0.122169	0.405929	1  	0.175431
60 	698  	933      	5509    	0.2     	0.803478	0.936234	0.125883 	0  	0.595168	0.642221	0.0423166	0.122169	0.40918 	1  	0.167844
61 	712  	925      	5523    	0.2     	0.798447	0.936234	0.131598 	0  	0.595839	0.642221	0.0441584	0.121268	0.413786	1  	0.168475
62 	698  	917      	5537    	0.2     	0.800859	0.936234	0.129488 	0  	0.596127	0.642221	0.0431598	0.124035	0.411758	1  	0.16997 
63 	690  	917      	5554    	0.2     	0.79741 	0.936234	0.132717 	0  	0.594231	0.642221	0.0450292	0.130189	0.414408	1  	0.171791
64 	725  	942      	5565    	0.2     	0.798929	0.936234	0.130995 	0  	0.594416	0.642221	0.0432002	0.130189	0.41513 	1  	0.169182
65 	701  	932      	5584    	0.2     	0.804765	0.9375  	0.127106 	0  	0.596056	0.642221	0.043944 	0.133631	0.409218	1  	0.166575
66 	716  	945      	5595    	0.2     	0.80316 	0.9375  	0.129422 	0  	0.594399	0.642221	0.0432034	0.132453	0.40917 	1  	0.174184
67 	707  	918      	5612    	0.2     	0.807512	0.936234	0.125602 	0  	0.595266	0.642221	0.0415233	0.133631	0.40157 	1  	0.173872
68 	702  	915      	5622    	0.2     	0.813787	0.936234	0.121348 	0  	0.594613	0.642221	0.0424153	0.132453	0.392064	1  	0.171294
69 	713  	923      	5634    	0.2     	0.806301	0.93666 	0.130855 	0  	0.594171	0.642221	0.0446812	0.131306	0.399535	1  	0.175344
70 	711  	911      	5645    	0.2     	0.811706	0.93666 	0.122353 	0  	0.597017	0.642221	0.0431458	0.132453	0.40231 	1  	0.166375
71 	702  	933      	5653    	0.2     	0.820924	0.93666 	0.109945 	0  	0.600755	0.642221	0.0403124	0.131306	0.398988	1  	0.16049 
72 	702  	927      	5667    	0.2     	0.815952	0.93666 	0.11421  	0  	0.598239	0.642221	0.0402082	0.131306	0.403993	1  	0.165304
73 	720  	930      	5676    	0.2     	0.807545	0.93666 	0.116043 	0  	0.598272	0.642221	0.0405401	0.130189	0.415178	1  	0.162452
74 	704  	943      	5690    	0.2     	0.812228	0.93666 	0.113659 	0  	0.597623	0.642221	0.0402819	0.132453	0.403581	1  	0.163967
75 	697  	925      	5702    	0.2     	0.815152	0.93666 	0.117361 	0  	0.594367	0.642221	0.04053  	0.132453	0.394771	1  	0.170146
76 	695  	906      	5710    	0.2     	0.809765	0.93666 	0.118256 	0  	0.597802	0.642221	0.0404833	0.131306	0.410092	1  	0.164969
77 	716  	915      	5711    	0.2     	0.802569	0.93666 	0.126763 	0  	0.596506	0.642221	0.0404876	0.131306	0.417148	1  	0.163484
78 	706  	929      	5718    	0.2     	0.812861	0.93666 	0.120201 	0  	0.598245	0.642221	0.0404587	0.131306	0.408612	1  	0.159725
79 	692  	912      	5724    	0.2     	0.811035	0.93666 	0.122551 	0  	0.595242	0.642221	0.0416142	0.131306	0.407413	1  	0.16635 
80 	703  	915      	5731    	0.2     	0.816238	0.93666 	0.116262 	0  	0.600049	0.642221	0.0395012	0.131306	0.402817	1  	0.162313
