0_age_at_initial_pathologic_diagnosis,0_ajcc_pathologic_tumor_stage_Stage I,0_ajcc_pathologic_tumor_stage_Stage II,0_ajcc_pathologic_tumor_stage_Stage IV,1_..155060,1_..340602,1_AASDH.132949,1_ABHD8.79575,1_ACADL.33,1_ACPL2.92370,1_ADH5.128,1_AGAP3.116988,1_AKAP6.9472,1_ALOXE3.59344,1_ANK3.288,1_APOM.55937,1_APRT.353,1_ARGFX.503582,1_ARHGAP33.115703,1_ARHGEF19.128272,1_ARHGEF38.54848,1_ASH2L.9070,1_ATL3.25923,1_ATN1.1822,1_AURKB.9212,1_BAI2.576,1_BBS4.585,1_BLVRB.645,1_BTG4.54766,1_BTNL9.153579,1_BUD31.8896,1_C10orf108.414235,1_C11orf61.79684,1_C11orf82.220042,1_C13orf34.79866,1_C15orf52.388115,1_C16orf58.64755,1_C16orf7.9605,1_C17orf95.124512,1_C18orf2.56651,1_C1orf126.200197,1_C1orf210.149466,1_C20orf202.400831,1_C20orf27.54976,1_C20orf56.140828,1_C3orf31.132001,1_C3orf47.339942,1_C6orf141.135398,1_C6orf153.88745,1_C7orf51.222950,1_C7orf53.286006,1_CA12.771,1_CAB39L.81617,1_CASP2.835,1_CCDC154.645811,1_CCDC92.80212,1_CCL11.6356,1_CCL7.6354,1_CCNF.899,1_CD300LG.146894,1_CDC42SE2.56990,1_CDC6.990,1_CHST12.55501,1_CKAP4.10970,1_CLK2.1196,1_CLVS2.134829,1_CNDP2.55748,1_CNGA4.1262,1_CNNM4.26504,1_COL8A1.1295,1_COPS4.51138,1_CPZ.8532,1_CSF2.1437,1_CT45A1.541466,1_CT45A3.441519,1_CTAGE1.64693,1_CYP26C1.340665,1_CYP3A7.1551,1_DAD1L.56286,1_DBF4.10926,1_DBT.1629,1_DDAH1.23576,1_DHRS12.79758,1_DKFZP434L187.26082,1_DLGAP4.22839,1_DNAJC11.55735,1_DYNC1I2.1781,1_ELL3.80237,1_EPB41L4B.54566,1_ERN2.10595,1_ESPN.83715,1_ETNK2.55224,1_FAM104A.84923,1_FAM122C.159091,1_FAM127B.26071,1_FAM128A.653784,1_FAM13B.51306,1_FAM196B.100131897,1_FAM73B.84895,1_FAM78B.149297,1_FBN2.2201,1_FBRSL1.57666,1_FBXL12.54850,1_FBXO3.26273,1_FDFT1.2222,1_FKBP10.60681,1_FKBP11.51303,1_FOXB2.442425,1_FOXI2.399823,1_FRG1B.284802,1_FZD4.8322,1_G0S2.50486,1_GATM.2628,1_GDAP1L1.78997,1_GDF5.8200,1_GKN2.200504,1_GOLGA7B.401647,1_GPR162.27239,1_GPR21.2844,1_GPR44.11251,1_GRAMD1C.54762,1_GRIN3B.116444,1_GRINL1A.81488,1_GUCY2E.390226,1_HADHA.3030,1_HAUS5.23354,1_HEATR5A.25938,1_HIST1H1T.3010,1_HNRNPC.3183,1_HOXA2.3199,1_HOXB13.10481,1_IGF1R.3480,1_IGF2BP3.10643,1_IGHMBP2.3508,1_IL21.59067,1_IL27.246778,1_IPP.3652,1_IQGAP2.10788,1_ITM2B.9445,1_ITPR1.3708,1_IYD.389434,1_KAT2A.2648,1_KCND2.3751,1_KCNT2.343450,1_KCTD5.54442,1_KEL.3792,1_KIAA1161.57462,1_KIAA1430.57587,1_KLHL11.55175,1_KPNB1.3837,1_LETM2.137994,1_LFNG.3955,1_LIG1.3978,1_LIN37.55957,1_LOC100286844.100286844,1_LOC126536.126536,1_LOC145837.145837,1_LOC283050.283050,1_LOC654342.654342,1_LOC93432.93432,1_LOC96610.96610,1_LYAR.55646,1_LYPD5.284348,1_MAFG.4097,1_MAPK8.5599,1_MARCO.8685,1_MARVELD2.153562,1_MAST4.375449,1_MCRS1.10445,1_MEST.4232,1_MEX3D.399664,1_MID2.11043,1_MORC2.22880,1_MPP5.64398,1_MT1A.4489,1_MXRA8.54587,1_MYOZ3.91977,1_MYST1.84148,1_NAA38.51691,1_NARG2.79664,1_NBR1.4077,1_NCF4.4689,1_NFATC3.4775,1_NLRP14.338323,1_NRSN2.80023,1_NUP62.23636,1_NUPR1.26471,1_OPN5.221391,1_ORAI2.80228,1_OSBPL1A.114876,1_OTUD7A.161725,1_PACSIN2.11252,1_PAFAH1B2.5049,1_PCGF6.84108,1_PCK1.5105,1_PDIA3P.171423,1_PHYHIPL.84457,1_PLA2G2A.5320,1_PLAU.5328,1_PLCB3.5331,1_PLK1.5347,1_PLOD2.5352,1_PLOD3.8985,1_PLSCR3.57048,1_POGZ.23126,1_POLQ.10721,1_POLR3G.10622,1_PPM1M.132160,1_PPOX.5498,1_PPP1R2P3.153743,1_PPP2R5E.5529,1_PRDM7.11105,1_PRKD1.5587,1_PSMD7.5713,1_PTCD3.55037,1_PTPN14.5784,1_PTPRS.5802,1_PUS7.54517,1_PUSL1.126789,1_RAD50.10111,1_RAD54L2.23132,1_RAG1.5896,1_RANBP6.26953,1_RANGRF.29098,1_RBM6.10180,1_REM2.161253,1_REST.5978,1_RFPL3S.10737,1_RGNEF.64283,1_RGS11.8786,1_RGS6.9628,1_RGS7BP.401190,1_RHOJ.57381,1_RLN3.117579,1_RMND5A.64795,1_RPL13.6137,1_RPL13A.23521,1_RPL21P44.402176,1_RPL37.6167,1_RPL6.6128,1_RPS17.6218,1_RRN3P2.653390,1_RYBP.23429,1_SCAMP4.113178,1_SLC10A6.345274,1_SLC12A6.9990,1_SLC22A24.283238,1_SLC25A18.83733,1_SLC25A21.89874,1_SLC31A1.1317,1_SLC33A1.9197,1_SLC46A1.113235,1_SLC7A1.6541,1_SMYD5.10322,1_SNORA7B.677797,1_SPC25.57405,1_SPDYE2.441273,1_SPTLC2.9517,1_SRCIN1.80725,1_SRXN1.140809,1_STON1.GTF2A1L.286749,1_SUMO2.6613,1_TARBP2.6895,1_TBC1D3C.414060,1_TBC1D8B.54885,1_TGFA.7039,1_THAP7.80764,1_THOC1.9984,1_TMCC2.9911,1_TMED4.222068,1_TMTC1.83857,1_TNFRSF12A.51330,1_TOMM20.9804,1_TOR2A.27433,1_TRAIP.10293,1_TRIM42.287015,1_TRIP13.9319,1_TRMT2A.27037,1_TSNAX.7257,1_TTC28.23331,1_TTLL13.440307,1_TXNIP.10628,1_UBR2.23304,1_USF1.7391,1_USP18.11274,1_USP31.57478,1_VEZF1.7716,1_VWA5B1.127731,1_WDFY3.23001,1_WIF1.11197,1_WIZ.58525,1_WWP1.11059,1_XPO6.23214,1_ZDHHC8.29801,1_ZFP112.7771,1_ZIK1.284307,1_ZNF14.7561,1_ZNF214.7761,1_ZNF252.286101,1_ZNF28.7576,1_ZNF416.55659,1_ZNF417.147687,1_ZNF426.79088,1_ZNF521.25925,1_ZNF717.100131827,1_ZNF7.7553,1_ZNF790.388536,1_ZNRF1.84937,1_ZXDA.7789
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
