0_age_at_initial_pathologic_diagnosis,0_ajcc_pathologic_tumor_stage_Stage I,0_ajcc_pathologic_tumor_stage_Stage IV,1_..653553,1_AAAS.8086,1_ABCG2.9429,1_ACTC1.70,1_ADAT2.134637,1_ADORA1.134,1_AGRP.181,1_AKAP8L.26993,1_AKR1C4.1109,1_ALDH3B1.221,1_ANGPTL1.9068,1_ANO8.57719,1_APOA4.337,1_ARFGAP1.55738,1_ARHGAP39.80728,1_ARHGEF11.9826,1_ARHGEF1.9138,1_ARPC3.10094,1_ASXL3.80816,1_ATAD5.79915,1_AUP1.550,1_AUTS2.26053,1_BAZ1B.9031,1_BCAS2.10286,1_BCO2.83875,1_BEND3.57673,1_BOC.91653,1_BTG4.54766,1_C11orf51.25906,1_C19orf59.199675,1_C1orf92.149499,1_C20orf106.200232,1_C20orf135.140701,1_C21orf90.114043,1_C2orf65.130951,1_C5orf38.153571,1_C6orf108.10591,1_C6orf136.221545,1_C6orf168.84553,1_C6orf186.728464,1_C7orf25.79020,1_C7orf58.79974,1_C8orf76.84933,1_CASC4.113201,1_CCDC136.64753,1_CCDC137.339230,1_CCDC142.84865,1_CCDC149.91050,1_CCDC57.284001,1_CCL11.6356,1_CDC25B.994,1_CENPH.64946,1_CHI3L2.1117,1_CLCN3.1182,1_CLDND2.125875,1_CLEC1A.51267,1_COMMD7.149951,1_CPOX.1371,1_CREM.1390,1_CRTC2.200186,1_CSNK1E.1454,1_CST2.1470,1_CYP2J2.1573,1_CYP3A4.1576,1_CYTH2.9266,1_DBN1.1627,1_DCAF11.80344,1_DEXI.28955,1_DGCR6L.85359,1_DKFZP686I15217.401232,1_DNAH8.1769,1_DNAJC9.23234,1_DNER.92737,1_DPY19L3.147991,1_DUSP5P.574029,1_DUSP9.1852,1_DYDC2.84332,1_EDA2R.60401,1_ENOX1.55068,1_EPB49.2039,1_EPC2.26122,1_ERO1L.30001,1_EXO1.9156,1_EXOSC1.51013,1_F2RL1.2150,1_FAAH.2166,1_FAM125A.93343,1_FAT2.2196,1_FBLN1.2192,1_FBXL6.26233,1_FCHO1.23149,1_FLJ33360.401172,1_FOXP4.116113,1_FRMD4B.23150,1_FSCN1.6624,1_FSD1.79187,1_FUNDC1.139341,1_GABRA3.2556,1_GADD45GIP1.90480,1_GALNT4.8693,1_GCC1.79571,1_GEFT.115557,1_GLIS3.169792,1_GLRX2.51022,1_GNRH2.2797,1_GOLGA6L10.647042,1_GPR116.221395,1_GPR19.2842,1_GPR44.11251,1_GPR83.10888,1_GPRIN1.114787,1_GREB1L.80000,1_GVIN1.387751,1_H2AFX.3014,1_HDHD2.84064,1_HERC3.8916,1_HIST1H3B.8358,1_HMG20A.10363,1_HOXC6.3223,1_HPDL.84842,1_HSD11B1L.374875,1_IFT20.90410,1_IFT27.11020,1_IKBIP.121457,1_IL4R.3566,1_INSR.3643,1_IQCF6.440956,1_ITPRIPL2.162073,1_KIAA0556.23247,1_KIAA1530.57654,1_KIAA1958.158405,1_KPNA5.3841,1_KRT15.3866,1_KRT85.3891,1_LAMP2.3920,1_LIMCH1.22998,1_LOC100134259.100134259,1_LOC100270804.100270804,1_LOC150622.150622,1_LOC152217.152217,1_LOC153684.153684,1_LOC285627.285627,1_LOC349114.349114,1_LOC389634.389634,1_LOC55908.55908,1_LPAL2.80350,1_MBD6.114785,1_MBNL3.55796,1_MDN1.23195,1_MEA1.4201,1_MED12L.116931,1_MFSD5.84975,1_MLLT11.10962,1_MMP7.4316,1_MNT.4335,1_MPP5.64398,1_MRPS5.64969,1_MTMR9L.339483,1_MYEF2.50804,1_NANOS3.342977,1_NAP1L6.645996,1_NARF.26502,1_NBN.4683,1_NEK3.4752,1_NEURL4.84461,1_NFKB1.4790,1_NKAPL.222698,1_NME4.4833,1_NPAT.4863,1_NRSN1.140767,1_NVL.4931,1_OBSL1.23363,1_OGFOD2.79676,1_OLFML2A.169611,1_OPN4.94233,1_OR52H1.390067,1_OTUD7A.161725,1_PARP4.143,1_PCCB.5096,1_PEBP4.157310,1_PELP1.27043,1_PEX19.5824,1_PIK3CA.5290,1_PLEKHA7.144100,1_PLEKHF2.79666,1_PMAIP1.5366,1_PODXL.5420,1_POLR1A.25885,1_POLR2J2.246721,1_POPDC3.64208,1_PPDPF.79144,1_PRKG2.5593,1_PRTFDC1.56952,1_PSMC3.5702,1_PTTG2.10744,1_PURG.29942,1_PVT1.5820,1_PWP2.5822,1_PYGO2.90780,1_QSER1.79832,1_RAB33B.83452,1_RAPGEF4.11069,1_RASA1.5921,1_RASA4P.401331,1_RBMS3.27303,1_RBMXL1.494115,1_RGS20.8601,1_RHPN2.85415,1_RNASE11.122651,1_ROBO1.6091,1_ROBO4.54538,1_RPL5.6125,1_RPP38.10557,1_RRAGC.64121,1_S100A16.140576,1_SAA1.6288,1_SAGE1.55511,1_SBDSP1.155370,1_SCAND1.51282,1_SDR9C7.121214,1_SIPA1L1.26037,1_SLC12A6.9990,1_SLC17A4.10050,1_SLC26A10.65012,1_SLC35B4.84912,1_SLC6A3.6531,1_SMARCA5.8467,1_SNX7.51375,1_SOCS3.9021,1_SP4.6671,1_SPRN.503542,1_SPTBN1.6711,1_SRPK3.26576,1_STARD3.10948,1_STRADA.92335,1_TBC1D4.9882,1_TBC1D8B.54885,1_TBCE.6905,1_TCEAL4.79921,1_TM7SF4.81501,1_TMC3.342125,1_TMEM106A.113277,1_TMEM19.55266,1_TMEM200C.645369,1_TMEM231.79583,1_TMEM57.55219,1_TMPRSS11B.132724,1_TRPM3.80036,1_TSPAN14.81619,1_TTC30A.92104,1_TTC33.23548,1_TXNDC6.347736,1_UNK.85451,1_VAMP1.6843,1_WDR7.23335,1_XPR1.9213,1_XRRA1.143570,1_YIF1A.10897,1_YIPF6.286451,1_YY1.7528,1_ZMIZ2.83637,1_ZMPSTE24.10269,1_ZNF184.7738,1_ZNF251.90987,1_ZNF702P.79986,1_ZNF732.654254,1_ZPBP.11055
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
