0_ACMSD,0_CA9,0_CLDN8,0_DACT2,0_ENPP3,0_GGTLC1,0_NDUFA4L2,0_TCF4,0_TEK,0_TRIOBP
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1
0,1,1,1,1,1,1,0,0,1
0,1,1,1,1,1,1,0,0,1
0,1,1,1,1,1,1,0,0,1
0,1,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
