0_race_WHITE,1_A2M.2,1_ACAP1.9744,1_ACCN3.9311,1_ACTG1.71,1_ADAM30.11085,1_ADAMTS15.170689,1_ADAP1.11033,1_ADC.113451,1_AGXT2L2.85007,1_ALKBH4.54784,1_AMD1.262,1_ANKLE1.126549,1_ANKRD26P1.124149,1_AP3S2.10239,1_APEX1.328,1_APLP2.334,1_ARF4.378,1_ARGFX.503582,1_ARL11.115761,1_ATAD3A.55210,1_ATP6V0A1.535,1_ATP6V0E2.155066,1_ATXN10.25814,1_AUH.549,1_B3GALT4.8705,1_B3GAT1.27087,1_B3GNT8.374907,1_BATF2.116071,1_C10orf116.10974,1_C10orf78.119392,1_C11orf87.399947,1_C15orf21.283651,1_C15orf24.56851,1_C17orf56.146705,1_C19orf66.55337,1_C1orf49.84066,1_C1orf84.149469,1_C20orf29.55317,1_C3orf74.100128378,1_C6orf134.79969,1_C6orf25.80739,1_C8orf30A.51236,1_C8orf56.157556,1_CALCOCO2.10241,1_CCDC122.160857,1_CCDC141.285025,1_CCNJ.54619,1_CCR2.729230,1_CDCA4.55038,1_CDH7.1005,1_CEACAM4.1089,1_CELA3B.23436,1_CHSY1.22856,1_CHURC1.91612,1_CKAP5.9793,1_CLDN15.24146,1_CLDN23.137075,1_CLEC10A.10462,1_CMPK1.51727,1_CNGA4.1262,1_CNKSR3.154043,1_CNTF.1270,1_CORO1A.11151,1_CSNK1G2.1455,1_CTHRC1.115908,1_CTPS.1503,1_CXCR6.10663,1_CYFIP2.26999,1_DENND1C.79958,1_DGCR8.54487,1_DHH.50846,1_DLEC1.9940,1_DMAP1.55929,1_DMPK.1760,1_DNAJC16.23341,1_DNAJC6.9829,1_DNAJC8.22826,1_DOK3.79930,1_DR1.1810,1_DUSP3.1845,1_DVL1.1855,1_E2F3.1871,1_EHBP1.23301,1_ELK3.2004,1_ELSPBP1.64100,1_EML4.27436,1_ERCC3.2071,1_FAM171A2.284069,1_FAM188B.84182,1_FAM22A.728118,1_FAM91A1.157769,1_FLOT2.2319,1_FTSJD2.23070,1_GALNT12.79695,1_GLIS1.148979,1_GLO1.2739,1_GMEB1.10691,1_GNL2.29889,1_GRM5.2915,1_GSS.2937,1_GUSBP1.728411,1_GZMH.2999,1_HEATR7B2.133558,1_HIPK4.147746,1_HIST1H2BA.255626,1_HLA.DOB.3112,1_IGFBP6.3489,1_IGFL1.374918,1_IL1A.3552,1_IPP.3652,1_IQCC.55721,1_ISCU.23479,1_ITGA7.3679,1_ITGBL1.9358,1_IVNS1ABP.10625,1_KAAG1.353219,1_KCNC3.3748,1_KCNV2.169522,1_KDM1A.23028,1_KIAA1683.80726,1_KIF18B.146909,1_KIF1B.23095,1_KIR3DL2.3812,1_KLHL26.55295,1_KLHL31.401265,1_KLRG1.10219,1_KRCC1.51315,1_KRT84.3890,1_LAPTM4B.55353,1_LASS4.79603,1_LECT2.3950,1_LGR5.8549,1_LIMS2.55679,1_LINGO2.158038,1_LOC100101266.100101266,1_LOC221710.221710,1_LOC285740.285740,1_LOC643763.643763,1_LOC646851.646851,1_LOC647859.647859,1_LRFN5.145581,1_LRRC41.10489,1_LST1.7940,1_MAEL.84944,1_MANSC1.54682,1_MAP3K7.6885,1_MAP4K1.11184,1_MBD1.4152,1_MCEE.84693,1_MCHR2.84539,1_MCM10.55388,1_MCM4.4173,1_MEAF6.64769,1_MECR.51102,1_METTL9.51108,1_MEX3D.399664,1_MGC16275.85001,1_MGLL.11343,1_MMP10.4319,1_MPV17L.255027,1_MRPL35.51318,1_MSTO1.55154,1_MXD4.10608,1_MYD88.4615,1_MYSM1.114803,1_NDUFAF1.51103,1_NEURL2.140825,1_NINJ1.4814,1_NIPSNAP3B.55335,1_NKAIN2.154215,1_NRAS.4893,1_NUDCD1.84955,1_NUDT13.25961,1_NUP50.10762,1_NYX.60506,1_OBP2A.29991,1_OR2T6.254879,1_OR8A1.390275,1_OSGEPL1.64172,1_P2RY13.53829,1_PBRM1.55193,1_PCDH11X.27328,1_PCTP.58488,1_PCYOX1.51449,1_PDCL2.132954,1_PF4.5196,1_PGBD1.84547,1_PGK2.5232,1_PLCG1.5335,1_PLEKHG4B.153478,1_PMPCB.9512,1_PNPLA7.375775,1_POLR1E.64425,1_POMZP3.22932,1_PPBP.5473,1_PRPS1.5631,1_PTCRA.171558,1_PTDSS1.9791,1_PTER.9317,1_PTP4A2.8073,1_PTPN18.26469,1_PYCRL.65263,1_RAD54L.8438,1_RARG.5916,1_RECQL4.9401,1_RELN.5649,1_RETSAT.54884,1_RIPPLY2.134701,1_RLF.6018,1_RNASE10.338879,1_RNASEH2B.79621,1_RPAP2.79871,1_RPL5.6125,1_RSAD2.91543,1_S1PR4.8698,1_SAMD9.54809,1_SBDS.51119,1_SDR42E1.93517,1_SELM.140606,1_SENP3.26168,1_SEPX1.51734,1_SERPING1.710,1_SFRS1.6426,1_SGSH.6448,1_SIRT5.23408,1_SLC25A17.10478,1_SLC25A24.29957,1_SNAP91.9892,1_SNORA38B.100124536,1_SNTN.132203,1_SNX11.29916,1_SNX25.83891,1_SOD3.6649,1_SPANXC.64663,1_SPIN2B.474343,1_SQLE.6713,1_SQRDL.58472,1_SREBF2.6721,1_SRPK1.6732,1_SRRM3.222183,1_SSH3.54961,1_SSR3.6747,1_STARD5.80765,1_STK3.6788,1_SUMO1P1.391257,1_TAAR9.134860,1_TADA2B.93624,1_TARDBP.23435,1_TAS2R30.259293,1_TCEB3.6924,1_TDRD6.221400,1_TEF.7008,1_TFAP2D.83741,1_THNSL1.79896,1_TIMM8A.1678,1_TMEM151B.441151,1_TMEM79.84283,1_TOR1AIP1.26092,1_TRHR.7201,1_TRIM21.6737,1_TRIM35.23087,1_TRIM59.286827,1_TRIP13.9319,1_TRIP4.9325,1_TRPM2.7226,1_TSPAN5.10098,1_TSPYL2.64061,1_TTC3.7267,1_TUBB.203068,1_TYW1.55253,1_UBA6.55236,1_UBASH3A.53347,1_UCN2.90226,1_UHRF2.115426,1_UPK3B.80761,1_USP1.7398,1_USP45.85015,1_WHAMML1.339005,1_WNT5B.81029,1_YBX1.4904,1_ZCCHC11.23318,1_ZCWPW1.55063,1_ZDHHC11.79844,1_ZFYVE9.9372,1_ZMAT1.84460,1_ZMPSTE24.10269,1_ZNF187.7741,1_ZNF250.58500,1_ZNF251.90987,1_ZNF44.51710,1_ZNF703.80139,1_ZNF763.284390
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
