0_race_WHITE,1_ACER3.55331,1_ACPL2.92370,1_ADAMTS15.170689,1_AIG1.51390,1_AK7.122481,1_ANKLE1.126549,1_ANKRD33.341405,1_ANP32C.23520,1_APOA1BP.128240,1_APOL1.8542,1_ASAH1.427,1_ATL1.51062,1_ATP1A4.480,1_ATXN10.25814,1_B3GALT4.8705,1_B3GNT8.374907,1_BCL2L11.10018,1_BCL2L14.79370,1_BFSP2.8419,1_BIN2.51411,1_BLMH.642,1_BNIP3.664,1_BRP44.25874,1_BTBD3.22903,1_C10orf40.283025,1_C16orf71.146562,1_C17orf103.256302,1_C17orf44.284029,1_C1orf21.81563,1_C22orf26.55267,1_C4orf23.152992,1_C8G.733,1_CALCOCO1.57658,1_CASP5.838,1_CAST.831,1_CC2D1B.200014,1_CCDC102A.92922,1_CCDC138.165055,1_CCDC158.339965,1_CCDC94.55702,1_CCR4.1233,1_CDCA4.55038,1_CDK19.23097,1_CEBPB.1051,1_CELA3B.23436,1_CNBD1.168975,1_CREG1.8804,1_CTAGE6.340307,1_CTHRC1.115908,1_CUL4B.8450,1_CXCL2.2920,1_CXCR3.2833,1_CYP3A5.1577,1_DHCR7.1717,1_DHH.50846,1_DHRS12.79758,1_DIABLO.56616,1_DLX1.1745,1_DNAJC28.54943,1_DNASE2.1777,1_DOCK7.85440,1_DRAM1.55332,1_DYRK2.8445,1_DZIP1.22873,1_ECH1.1891,1_EFHC1.114327,1_ELL2.22936,1_ERCC2.2068,1_ERO1LB.56605,1_ESCO2.157570,1_EXTL2.2135,1_F8.2157,1_FAF1.11124,1_FAM123B.139285,1_FAM197Y2.252946,1_FBXO6.26270,1_FLJ37307.283521,1_FLJ42289.388182,1_FMOD.2331,1_FRY.10129,1_GALNT12.79695,1_GBP2.2634,1_GGPS1.9453,1_GIMAP6.474344,1_GJA4.2701,1_GJA5.2702,1_GLIS1.148979,1_GLMN.11146,1_GPBAR1.151306,1_GPBP1L1.60313,1_GPR158.57512,1_GPX5.2880,1_GREM2.64388,1_GRRP1.79927,1_GTSE1.51512,1_GZMH.2999,1_GZMK.3003,1_GZMM.3004,1_H3F3C.440093,1_HAGH.3029,1_HAX1.10456,1_HBBP1.3044,1_HCRTR2.3062,1_HDGFRP3.50810,1_HELLS.3070,1_HIPK4.147746,1_HIST1H4B.8366,1_HLA.DMA.3108,1_HLA.DPA1.3113,1_HLA.F.3134,1_HMGCR.3156,1_HMGCS1.3157,1_HOXA2.3199,1_HPS1.3257,1_ICOS.29851,1_IL1A.3552,1_IL7.3574,1_ILF2.3608,1_INMT.11185,1_JUB.84962,1_KCNE1.3753,1_KCNK1.3775,1_KHDRBS1.10657,1_KIAA0146.23514,1_KLHL12.59349,1_KRT82.3888,1_LAMB1.3912,1_LGALS8.3964,1_LILRA4.23547,1_LIME1.54923,1_LIPG.9388,1_LOC100132724.100132724,1_LOC145474.145474,1_LOC285548.285548,1_LOC400759.400759,1_LOC645431.645431,1_LOC723972.723972,1_LOC729678.729678,1_LRP8.7804,1_LRRC1.55227,1_LY9.4063,1_MARCH2.51257,1_MCHR2.84539,1_MCOLN1.57192,1_MDC1.9656,1_MDFI.4188,1_MEI1.150365,1_MRPS18C.51023,1_MX2.4600,1_MYCL1.4610,1_MYL10.93408,1_NCRNA00169.400508,1_NFASC.23114,1_NKAP.79576,1_NLE1.54475,1_NOD2.64127,1_NR6A1.2649,1_NTSR1.4923,1_NUDT12.83594,1_NUDT13.25961,1_ODC1.4953,1_OLFML1.283298,1_OPRD1.4985,1_OR2A4.79541,1_OR2M5.127059,1_OR4N2.390429,1_P2RY14.9934,1_PEX11G.92960,1_PFAS.5198,1_PFKFB2.5208,1_PLA2G16.11145,1_PLA2G4C.8605,1_PLAC8.51316,1_PNPLA2.57104,1_PNRC1.10957,1_POU5F2.134187,1_PPAP2A.8611,1_PPFIBP2.8495,1_PPP2R5B.5526,1_PPP2R5D.5528,1_PRKACA.5566,1_PRKCDBP.112464,1_PRPF38A.84950,1_PRPS1.5631,1_PSCA.8000,1_PTPRE.5791,1_RAB10.10890,1_RAB14.51552,1_RAB7L1.8934,1_RABGAP1L.9910,1_RASAL3.64926,1_RASGRP1.10125,1_RASGRP2.10235,1_RB1.5925,1_RBMX.27316,1_RELL1.768211,1_RFESD.317671,1_RFX8.731220,1_RGPD8.727851,1_RNF135.84282,1_RNLS.55328,1_RNPEPL1.57140,1_RPAP2.79871,1_RPL36A.6173,1_RPL39.6170,1_SAMD12.401474,1_SASH3.54440,1_SCN1B.6324,1_SCN5A.6331,1_SEC14L2.23541,1_SELL.6402,1_SEPT11.55752,1_SERPING1.710,1_SF3A1.10291,1_SFRS11.9295,1_SFTA2.389376,1_SH2D2A.9047,1_SH3D20.201175,1_SH3RF2.153769,1_SHISA4.149345,1_SLAMF1.6504,1_SLC24A4.123041,1_SLC46A2.57864,1_SMARCC1.6599,1_SPANXB2.100133171,1_SQRDL.58472,1_STOM.2040,1_SVOPL.136306,1_SYNCRIP.10492,1_TBC1D10C.374403,1_TCEB3.6924,1_TCP11.6954,1_TFAMP1.260341,1_THAP2.83591,1_TMCO3.55002,1_TMEM102.284114,1_TMEM140.55281,1_TMEM175.84286,1_TMEM184B.25829,1_TMEM189.387521,1_TMEM79.84283,1_TMEM8B.51754,1_TMPO.7112,1_TNIP2.79155,1_TNNT1.7138,1_TPSD1.23430,1_TRIM71.131405,1_TRIP13.9319,1_TSPAN6.7105,1_TSPY1.7258,1_TTC16.158248,1_USF1.7391,1_USP24.23358,1_UTP3.57050,1_VBP1.7411,1_VDAC1.7416,1_VPS39.23339,1_WIF1.11197,1_XRCC2.7516,1_XYLB.9942,1_YPEL4.219539,1_YWHAQ.10971,1_ZC3H12D.340152,1_ZCCHC17.51538,1_ZNF219.51222,1_ZNF251.90987,1_ZNF295.49854,1_ZNF496.84838,1_ZNF679.168417,1_ZNF697.90874,1_ZNF883.169834
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
