0_race_WHITE,1_..100133144,1_..100134869,1_ABCA9.10350,1_ABCD2.225,1_ABCD4.5826,1_ACPT.93650,1_ADRA1B.147,1_AGR2.10551,1_AHCY.191,1_AK7.122481,1_AKAP4.8852,1_ALDH1A1.216,1_ALG13.79868,1_ALG6.29929,1_ANKRD33.341405,1_AP2B1.163,1_APCDD1L.164284,1_APOBEC3H.164668,1_ARMC1.55156,1_ATP2C1.27032,1_AZI1.22994,1_B3GNT8.374907,1_BAT1.7919,1_BATF2.116071,1_BCL2L14.79370,1_BECN1.8678,1_BNIP3.664,1_BRWD3.254065,1_BYSL.705,1_C10orf116.10974,1_C11orf36.283303,1_C15orf51.196968,1_C17orf28.283987,1_C17orf55.284185,1_C1QB.713,1_C1QTNF9.338872,1_C20orf152.140894,1_C22orf26.55267,1_C22orf46.79640,1_C4orf10.317648,1_C4orf38.152641,1_C6orf129.154467,1_C6orf192.116843,1_C8orf42.157695,1_C9orf106.414318,1_CA9.768,1_CADPS2.93664,1_CAND1.55832,1_CARTPT.9607,1_CASP4.837,1_CCDC122.160857,1_CCDC69.26112,1_CCL26.10344,1_CCNA1.8900,1_CCT6A.908,1_CD1C.911,1_CD36.948,1_CD5.921,1_CDC25B.994,1_CDCA4.55038,1_CDK5R1.8851,1_CDKN2AIPNL.91368,1_CEBPD.1052,1_CHODL.140578,1_CHRNA10.57053,1_CLU.1191,1_COL15A1.1306,1_COPS5.10987,1_CSDE1.7812,1_CSF1R.1436,1_CSF3R.1441,1_CSNK1G2.1455,1_CTDSP1.58190,1_CTHRC1.115908,1_CUL7.9820,1_CXorf21.80231,1_DALRD3.55152,1_DCAF8.50717,1_DGAT1.8694,1_DHH.50846,1_DNM1L.10059,1_DOCK8.81704,1_DVL2.1856,1_EBF1.1879,1_ELAC1.55520,1_ELN.2006,1_ENTPD1.953,1_FAF1.11124,1_FAM129C.199786,1_FAM180B.399888,1_FAM60A.58516,1_FAM81B.153643,1_FARP1.10160,1_FASLG.356,1_FBXO8.26269,1_FCRL2.79368,1_FGD2.221472,1_FLJ36000.284124,1_FLT3LG.2323,1_FN3K.64122,1_FSCB.84075,1_FYB.2533,1_G3BP1.10146,1_GALNT12.79695,1_GIMAP8.155038,1_GJA4.2701,1_GPR34.2857,1_GPX5.2880,1_HDAC2.3066,1_HEG1.57493,1_HNRNPC.3183,1_HNRNPH1.3187,1_HOMER1.9456,1_HTATIP2.10553,1_HTR1A.3350,1_HTR3A.3359,1_IGFBP4.3487,1_IMPAD1.54928,1_INO80.54617,1_ITGAL.3683,1_KDM2B.84678,1_KHSRP.8570,1_KIAA0146.23514,1_KIAA1429.25962,1_KIAA1958.158405,1_KISS1.3814,1_KLRD1.3824,1_LAIR1.3903,1_LANCL3.347404,1_LBP.3929,1_LDLRAD2.401944,1_LILRA4.23547,1_LOC100130581.100130581,1_LOC282997.282997,1_LOC283999.283999,1_LOC285548.285548,1_LOC339524.339524,1_LOC401010.401010,1_LOC440563.440563,1_LOC442308.442308,1_LOC642852.642852,1_LOC727924.727924,1_LPO.4025,1_LRP12.29967,1_LRRC42.115353,1_LRRC69.100130742,1_LTF.4057,1_LYL1.4066,1_LZTFL1.54585,1_MCHR2.84539,1_MCM8.84515,1_MEAF6.64769,1_MED12.9968,1_MEX3D.399664,1_MFAP2.4237,1_MFNG.4242,1_MGC57346.401884,1_MLLT6.4302,1_MMP13.4322,1_MRE11A.4361,1_MRO.83876,1_MSH6.2956,1_MTHFR.4524,1_MXRA7.439921,1_MYL5.4636,1_MYLK2.85366,1_MYO15A.51168,1_NAA40.79829,1_NCF1B.654816,1_NCKIPSD.51517,1_NCRNA00167.440072,1_NKAP.79576,1_NKRF.55922,1_NLRP10.338322,1_NLRP3.114548,1_NOL11.25926,1_NPTX2.4885,1_NUDT13.25961,1_NUDT18.79873,1_OR2A9P.441295,1_OR6F1.343169,1_P2RY13.53829,1_P2RY8.286530,1_PCBD1.5092,1_PGA3.643834,1_PGBD1.84547,1_PGRMC1.10857,1_PHKG2.5261,1_PIGU.128869,1_PITX2.5308,1_PLCG1.5335,1_PLCXD1.55344,1_POLR3A.11128,1_POLR3E.55718,1_PPP1R11.6992,1_PRDM14.63978,1_PRDM15.63977,1_PRMT3.10196,1_PRMT8.56341,1_PRPF4B.8899,1_PSMD10.5716,1_PSMG1.8624,1_PTPN18.26469,1_PTPN20B.26095,1_PTPRB.5787,1_PTPRF.5792,1_PTPRG.5793,1_RAB7L1.8934,1_RAC3.5881,1_RAMP3.10268,1_RARRES1.5918,1_RASL10B.91608,1_RBM12.10137,1_RBM47.54502,1_RCSD1.92241,1_RELB.5971,1_RIOK1.83732,1_RIPK3.11035,1_RNF133.168433,1_RPA1.6117,1_RPS8.6202,1_RPSAP9.653162,1_S1PR4.8698,1_SCARNA17.677769,1_SCRIB.23513,1_SEMA4F.10505,1_SEPHS2.22928,1_SERPINF1.5176,1_SERPING1.710,1_SIX4.51804,1_SLC12A3.6559,1_SLC12A6.9990,1_SLC38A10.124565,1_SLC38A3.10991,1_SLC9A7.84679,1_SLC9A9.285195,1_SMARCC1.6599,1_SNRPD1.6632,1_SOX4.6659,1_SPATA24.202051,1_SPNS2.124976,1_SPTA1.6708,1_SQLE.6713,1_SUGT1L1.283507,1_SUPT16H.11198,1_SVEP1.79987,1_TARDBP.23435,1_TATDN1.83940,1_TCEA1.6917,1_TCN2.6948,1_TDRD6.221400,1_TERF1.7013,1_TERT.7015,1_TET1.80312,1_THOC2.57187,1_TIGD2.166815,1_TIGIT.201633,1_TIMM8A.1678,1_TINAGL1.64129,1_TLX1.3195,1_TMEM132A.54972,1_TMEM145.284339,1_TMEM85.51234,1_TOP2A.7153,1_TP53TG1.11257,1_TRIM22.10346,1_TRIM34.53840,1_TRIM67.440730,1_TRIM8.81603,1_TSPYL2.64061,1_TTC39A.22996,1_UBE2L6.9246,1_UBE2O.63893,1_UHRF1.29128,1_USP24.23358,1_VPREB3.29802,1_WASF2.10163,1_WDR3.10885,1_XPO1.7514,1_YBX1.4904,1_YEATS2.55689,1_ZBTB33.10009,1_ZNF207.7756,1_ZNF251.90987,1_ZNF546.339327,1_ZNF623.9831,1_ZNF678.339500,1_ZNF683.257101,1_ZNF71.58491,1_ZNF7.7553,1_ZNF8.7554,1_ZP3.7784
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
