gen,0_ABCA10,0_ABCA1,0_ABCA3,0_ABCA8,0_ABCB10,0_ABCB11,0_ABCC2,0_ABHD5,0_ACACB,0_ACER1,0_ACSM5,0_ACTRT2,0_ACVR1C,0_ACYP2,0_ADAM12,0_ADAMTS14,0_ADAR,0_ADCY8,0_ADH1A,0_ADH1B,0_ADH1C,0_ADH4,0_ADH7,0_ADIPOQ,0_ADPRHL2,0_ADRA1B,0_ADRB2,0_ADSS,0_AG2,0_AGXT,0_AIFM3,0_AIG1,0_AIM1L,0_AKAP5,0_AKAP6,0_AKR1C1,0_AKR1C3,0_ALAD,0_ALDOC,0_ALG8,0_ALKBH6,0_ALOX15,0_ALPL,0_ANGPT1,0_ANKRD33,0_ANKRD53,0_ANO1,0_ANO2,0_ANO6,0_ANO7,0_ANO9,0_ANPEP,0_ANXA6,0_AOC2,0_AOC3,0_AOX1,0_APOBEC3B,0_APOB,0_APRT,0_AQP7P1,0_AQP7P3,0_AQP7,0_ARF1,0_ARFGAP1,0_ARHGAP11B,0_ARHGEF7,0_ASPA,0_ATCAY,0_ATF7,0_ATP13A1,0_ATP1B2,0_ATP1B4,0_ATP2B2,0_ATP8A1,0_ATPIF1,0_ATXN8OS,0_AVPR1A,0_B3GALT2,0_B4GALNT4,0_BAMBI,0_BAX,0_BBC3,0_BCHE,0_BCL2L12,0_BCL8,0_BHLHA15,0_BHMT2,0_BLCAP,0_BMP3,0_BOK,0_BPNT1,0_BRI3BP,0_BTBD10,0_BTNL9,0_C10orf140,0_C10orf35,0_C10orf47,0_C10orf72,0_C10orf95,0_C11orf70,0_C12orf39,0_C12orf45,0_C12orf52,0_C12orf70,0_C14orf145,0_C14orf180,0_C14orf79,0_C15orf17,0_C15orf29,0_C15orf2,0_C16orf13,0_C16orf88,0_C17orf53,0_C17orf67,0_C18orf56,0_C19orf46,0_C19orf62,0_C1QTNF7,0_C1QTNF9B,0_C1orf115,0_C1orf183,0_C1orf31,0_C1orf35,0_C20orf20,0_C21orf29,0_C21orf57,0_C21orf71,0_C2CD4B,0_C2orf42,0_C3orf16,0_C3orf64,0_C4orf12,0_C6orf120,0_C6orf138,0_C6orf142,0_C6orf47,0_C6orf81,0_C6orf89,0_C6,0_C7orf43,0_C7,0_C8orf34,0_C9orf100,0_C9orf44,0_C9orf95,0_CABYR,0_CACHD1,0_CACNA1G,0_CALHM2,0_CALY,0_CASP12,0_CAV3,0_CBLN4,0_CBX3,0_CBX8,0_CCBP2,0_CCDC123,0_CCDC134,0_CCDC135,0_CCDC150,0_CCDC68,0_CCL13,0_CCL20,0_CCL24,0_CCNA2,0_CCNF,0_CCT3,0_CD163L1,0_CD22,0_CDC42BPA,0_CDC6,0_CDH12,0_CDH23,0_CDH2,0_CDKN3,0_CDO1,0_CELF2,0_CEL,0_CENPF,0_CENPL,0_CENPN,0_CEP250,0_CFHR3,0_CFL2,0_CGREF1,0_CHCHD1,0_CHCHD3,0_CHL1,0_CHMP4A,0_CHMP4B,0_CHRNA1,0_CHRNA9,0_CIDEA,0_CKAP2L,0_CKAP2,0_CKMT1B,0_CLC,0_CLEC18C,0_CLEC4M,0_CLEC6A,0_CLIC5,0_CLK2,0_CLNS1A,0_CLVS1,0_CNR1,0_CNTNAP2,0_COL11A1,0_COL24A1,0_COL28A1,0_COLEC12,0_COMP,0_COPA,0_CORIN,0_COTL1,0_CPB2,0_CPM,0_CPNE7,0_CR1,0_CRB3,0_CRBN,0_CRHBP,0_CRIM1,0_CRISPLD1,0_CRTAC1,0_CRY2,0_CSN3,0_CSNK2B,0_CST2,0_CST4,0_CSTF2,0_CTBP2,0_CTCFL,0_CTDSP2,0_CTNNAL1,0_CTSE,0_CTSG,0_CTU1,0_CX3CR1,0_CXCL13,0_CXCL9,0_CXCR4,0_CYB5D2,0_CYP20A1,0_CYTH3,0_DAAM2,0_DARS2,0_DCDC2,0_DCHS1,0_DDX27,0_DDX54,0_DDX55,0_DES,0_DFNB59,0_DGAT2,0_DHRS3,0_DIP2C,0_DIRAS2,0_DIRC3,0_DISP1,0_DKFZp434J0226,0_DKK4,0_DLEU1,0_DLG5,0_DLGAP5,0_DNA2,0_DNAJA1,0_DNAJC27,0_DPH2,0_DPP3,0_DPP6,0_DPRX,0_DQX1,0_DSEL,0_DSN1,0_DTHD1,0_DUS4L,0_DUSP27,0_EBF2,0_ECEL1,0_EDN3,0_EFHA2,0_EFHB,0_EIF3C,0_EIF3I,0_EIF6,0_ELANE,0_EMX2OS,0_ENPEP,0_ENPP2,0_EPB41L4B,0_EPB42,0_EPDR1,0_EPRS,0_EPS8,0_EPYC,0_ERG,0_ERMAP,0_ERP27,0_ESYT1,0_EWSR1,0_EXO1,0_EXOSC1,0_EYA1,0_F2RL2,0_F8,0_FADS2,0_FAM124B,0_FAM173A,0_FAM180A,0_FAM180B,0_FAM200B,0_FAM43A,0_FAM47E,0_FAM54B,0_FAM72B,0_FAM72D,0_FANCB,0_FBLN7,0_FBXO22OS,0_FCER2,0_FCRL4,0_FGF12,0_FGF2,0_FGFBP2,0_FIGNL2,0_FILIP1,0_FKBPL,0_FLG2,0_FLJ42875,0_FLJ43390,0_FNDC5,0_FOLR2,0_FOSB,0_FOS,0_FRMD1,0_GABPA,0_GABPB1,0_GABRA4,0_GABRE,0_GABRG1,0_GADD45G,0_GADL1,0_GALNTL2,0_GARNL3,0_GAS7,0_GATAD2A,0_GHR,0_GINS4,0_GJC2,0_GLDN,0_GNAI1,0_GNG5,0_GNS,0_GPATCH2,0_GPATCH4,0_GPC3,0_GPD1,0_GPR109B,0_GPR112,0_GPR116,0_GPR149,0_GPR68,0_GPRASP1,0_GPX3,0_GRAMD1A,0_GREB1L,0_GRIN2B,0_GRIPAP1,0_GRM7,0_GRTP1,0_GSG2,0_GSN,0_GTPBP3,0_GUCY2D,0_GYG2,0_GYPE,0_H1F0,0_HAGHL,0_HAS1,0_HAUS2,0_HAX1,0_HBA2,0_HBG1,0_HBP1,0_HCG22,0_HCG2P7,0_HCG4P6,0_HCN1,0_HES5,0_HHIP,0_HIBCH,0_HIST1H2BC,0_HIST1H2BH,0_HIST1H3D,0_HIST1H3F,0_HIST1H4J,0_HIST3H2A,0_HIST3H2BB,0_HLA-DOB,0_HLA-DPB2,0_HLA-DQB1,0_HLA-G,0_HLF,0_HMG20B,0_HMGB3,0_HMX2,0_HNRNPA2B1,0_HNRNPAB,0_HNRNPF,0_HOPX,0_HOXC5,0_HOXD11,0_HOXD1,0_HOXD4,0_HPCA,0_HS3ST3A1,0_HSD17B3,0_HSD17B7,0_HSDL2,0_HSH2D,0_HSPA12A,0_HSPA1A,0_HSPA6,0_HSPB6,0_HSPB7,0_HSPB8,0_HSPC159,0_HTR1D,0_HTR2B,0_HTR4,0_HTRA4,0_HYAL1,0_HYMAI,0_IGF2AS,0_IGF2,0_IGFALS,0_IGFBPL1,0_IGFN1,0_IKBKE,0_IL17D,0_IL17RE,0_IL1RAPL2,0_ILDR2,0_INA,0_INMT,0_IPO9,0_IQGAP3,0_IQSEC1,0_IQSEC3,0_IRX6,0_ISCA1,0_ITGA7,0_ITGB1BP2,0_ITPR1,0_JMJD4,0_KANK2,0_KCNA5,0_KCNA6,0_KCNB1,0_KCNE3,0_KCNH5,0_KCNJ11,0_KCNJ16,0_KCNK3,0_KCNMA1,0_KCNS2,0_KCTD16,0_KCTD8,0_KDM5B,0_KDR,0_KIAA0494,0_KIAA1211,0_KIAA1239,0_KIAA1644,0_KIF14,0_KIF1A,0_KIF20B,0_KIF22,0_KLB,0_KLF10,0_KLF14,0_KLF4,0_KLHDC4,0_KLHL14,0_KLHL20,0_KLHL31,0_KNTC1,0_KPNA2,0_KREMEN2,0_KRT19,0_KRT1,0_KRT20,0_KRT34,0_KRTAP12-1,0_KRTAP5-1,0_KRTCAP3,0_L1CAM,0_LAGE3,0_LALBA,0_LCA5,0_LCAT,0_LCE3D,0_LDHAL6B,0_LDHA,0_LGALS12,0_LHFPL3,0_LHX6,0_LIG1,0_LIMCH1,0_LIMK1,0_LIN9,0_LIPE,0_LLGL2,0_LOC100128675,0_LOC100128977,0_LOC100131496,0_LOC100190940,0_LOC100192378,0_LOC100240735,0_LOC134466,0_LOC145820,0_LOC148145,0_LOC283174,0_LOC283867,0_LOC285419,0_LOC338758,0_LOC387646,0_LOC388152,0_LOC388955,0_LOC399815,0_LOC400696,0_LOC400804,0_LOC401052,0_LOC401127,0_LOC646982,0_LOC647859,0_LOC647946,0_LOC651250,0_LOC723972,0_LOC728643,0_LOC728723,0_LOC728819,0_LOC729467,0_LOC729991,0_LOC90586,0_LOXHD1,0_LPAR2,0_LPPR4,0_LRCH2,0_LRFN1,0_LRP11,0_LRP5,0_LRRC18,0_LRRC2,0_LRRC34,0_LRRC42,0_LRRC55,0_LRRC66,0_LRRC8D,0_LRRN4CL,0_LSM14B,0_LYNX1,0_LYPD1,0_MAB21L2,0_MAG,0_MAN1C1,0_MANF,0_MAP1A,0_MAP1B,0_MAP1S,0_MAP6D1,0_MAP6,0_MAPK8IP2,0_MARCH9,0_MASP1,0_MATN2,0_MB,0_MCOLN2,0_MEST,0_MFAP5,0_MGAT4B,0_MGC45800,0_MGC72080,0_MIA2,0_MIAT,0_MICB,0_MINA,0_MKI67,0_MKX,0_MMD,0_MMP12,0_MMP3,0_MND1,0_MOCS3,0_MOGAT1,0_MORN3,0_MOSC1,0_MPL,0_MRAP,0_MRPL55,0_MRPL9,0_MRPS12,0_MTA2,0_MUC1,0_MUC5B,0_MUSTN1,0_MYBPH,0_MYH11,0_MYOCD,0_MYOC,0_MYOZ2,0_N6AMT1,0_NAALAD2,0_NAT8L,0_NBR2,0_NCRNA00110,0_NCRNA00115,0_NDP,0_NECAB2,0_NEFH,0_NEGR1,0_NEK2,0_NEUROG2,0_NFE2,0_NFIL3,0_NIPAL4,0_NIPSNAP3B,0_NLGN1,0_NLRP7,0_NMU,0_NOP16,0_NOP56,0_NOS1,0_NOVA1,0_NPAS3,0_NPR1,0_NPR3,0_NQO2,0_NR2C2AP,0_NR3C2,0_NR5A2,0_NRK,0_NRXN1,0_OIT3,0_OLAH,0_OMD,0_OR13C5,0_OR1L1,0_OR2L13,0_OR2M3,0_OR4D2,0_OR4F6,0_OR4K2,0_OR51I2,0_OR5K1,0_OR5K2,0_OR6B1,0_OR6B3,0_OR6C6,0_ORM1,0_OSCAR,0_OSGEP,0_OTOP2,0_OTUB2,0_P2RY11,0_PACSIN3,0_PAK3,0_PALM2-AKAP2,0_PALM,0_PAPOLB,0_PARP12,0_PARS2,0_PBK,0_PCDHA10,0_PCDHA8,0_PCDHB7,0_PCDHGA11,0_PCDHGA1,0_PCDHGA4,0_PCDHGB5,0_PCK1,0_PDC,0_PDE1A,0_PDE1B,0_PDE3B,0_PDLIM3,0_PDZK1P1,0_PDZRN4,0_PELI2,0_PENK,0_PEX19,0_PFDN6,0_PGP,0_PHF10,0_PI16,0_PITPNM3,0_PKD1L2,0_PKDCC,0_PKHD1L1,0_PLA2G5,0_PLAC1,0_PLAC4,0_PLCD3,0_PLCH2,0_PLCXD3,0_PLEK2,0_PLEKHH1,0_PLIN1,0_PMF1,0_POLR3K,0_PON3,0_POSTN,0_POU3F2,0_PPM1D,0_PPP1R14A,0_PPP1R1A,0_PPP2R5D,0_PRCC,0_PRDM16,0_PREX2,0_PRG4,0_PRKCA,0_PRKG2,0_PRMT1,0_PRMT5,0_PROK1,0_PROKR1,0_PROL1,0_PRR11,0_PRRT4,0_PRSS1,0_PSG1,0_PSMB8,0_PSPC1,0_PTCHD3,0_PTGES2,0_PTGFR,0_PTGIS,0_PTGR1,0_PTH2R,0_PTPN6,0_PTPRH,0_PTPRN,0_PTPRQ,0_PUS1,0_PUSL1,0_PYROXD2,0_RAB25,0_RAB3B,0_RAE1,0_RAPGEFL1,0_RARRES2,0_RASL11A,0_RBM10,0_RBM34,0_RBP4,0_RDH5,0_REEP4,0_RERGL,0_RETSAT,0_RFPL4B,0_RFX6,0_RFXANK,0_RFXAP,0_RGAG4,0_RGNEF,0_RGS19,0_RHBG,0_RHOQ,0_RIBC1,0_RLTPR,0_RNASE2,0_RNASE9,0_RND3,0_RNF115,0_RNF157,0_RNF38,0_RNF39,0_ROBO3,0_ROMO1,0_RPLP0P2,0_RPS18,0_RPS6KA1,0_RPS6KB2,0_S100A12,0_SAMD10,0_SAP30,0_SART1,0_SART3,0_SASH1,0_SBDS,0_SCGB3A2,0_SCN4A,0_SCN5A,0_SCN7A,0_SCNN1B,0_SCRN1,0_SELP,0_SEMA7A,0_SEPT12,0_SERINC1,0_SERPINA1,0_SERPINA3,0_SERPIND1,0_SF3B4,0_SF4,0_SFRP4,0_SFRS16,0_SFRS9,0_SGCB,0_SGCG,0_SGPL1,0_SH2B2,0_SH2D2A,0_SH3BGRL2,0_SH3BP5L,0_SHCBP1,0_SHE,0_SIGLEC7,0_SILV,0_SIX3,0_SLC10A6,0_SLC11A1,0_SLC13A2,0_SLC14A2,0_SLC16A10,0_SLC16A12,0_SLC16A8,0_SLC1A7,0_SLC22A3,0_SLC23A1,0_SLC25A20,0_SLC25A29,0_SLC25A41,0_SLC26A6,0_SLC29A2,0_SLC30A2,0_SLC36A2,0_SLC39A8,0_SLC4A1,0_SLC4A4,0_SLC6A3,0_SLITRK3,0_SLMO1,0_SMAD5OS,0_SMAD5,0_SMOC2,0_SMOX,0_SMPDL3B,0_SMR3B,0_SMYD1,0_SNAP47,0_SNCA,0_SNCG,0_SNORD1C,0_SNRPB,0_SNRPD1,0_SNRPE,0_SNX21,0_SOCS2,0_SOX30,0_SPATA17,0_SPC24,0_SPC25,0_SPINK4,0_SPOCK3,0_SPRR2B,0_SPRR2G,0_SPTBN2,0_SPTB,0_SQLE,0_SRD5A2,0_SRPX,0_SS18L2,0_SS18,0_SSC5D,0_SSPN,0_SSTR1,0_STAB2,0_STAG3,0_STARD10,0_STAT5B,0_STBD1,0_STK32A,0_STOM,0_STX2,0_SUGT1P1,0_SUPT7L,0_SUV39H1,0_SYNPR,0_TAL1,0_TAS2R41,0_TAS2R7,0_TBC1D5,0_TBCC,0_TCTEX1D4,0_TERT,0_TFF1,0_TGFBR3,0_THBD,0_THG1L,0_THRSP,0_THSD7A,0_THYN1,0_TIMM16,0_TIMM17A,0_TIMM17B,0_TIMP4,0_TJP3,0_TLE3,0_TLX1,0_TMBIM1,0_TMCC3,0_TMEM121,0_TMEM127,0_TMEM128,0_TMEM132A,0_TMEM132C,0_TMEM147,0_TMEM170B,0_TMEM183A,0_TMEM196,0_TMEM211,0_TMEM22,0_TMEM31,0_TMEM55A,0_TMEM63B,0_TMEM69,0_TMEM79,0_TMEM82,0_TMOD1,0_TMPPE,0_TMTC1,0_TNIP3,0_TNNI3,0_TNNT1,0_TNNT3,0_TNXB,0_TOMM5,0_TOP1P1,0_TOP2A,0_TOR3A,0_TOX3,0_TP53BP2,0_TPM3,0_TPPP3,0_TPRG1L,0_TPRN,0_TRAIP,0_TREH,0_TRHR,0_TRIM11,0_TRIM42,0_TRIM61,0_TRPV3,0_TSEN15,0_TSPAN11,0_TSPAN7,0_TTC39C,0_TTC7B,0_TUBA1C,0_TUBA3C,0_TUBA3D,0_TUBA3E,0_TUBB1,0_TUSC5,0_TYRP1,0_UBE2Q1,0_UBE2T,0_UBL4B,0_UBQLN4,0_UBQLNL,0_UBR1,0_UBTF,0_UCK2,0_UGDH,0_UHRF1,0_UNC45B,0_UNC5B,0_UPK1B,0_USP25,0_UST,0_VARS2,0_VARS,0_VASP,0_VAV2,0_VGLL3,0_VPS13D,0_VSIG8,0_VSX2,0_WASF3,0_WDFY3,0_WFIKKN2,0_WISP2,0_WWOX,0_XG,0_XIRP1,0_XPNPEP2,0_YARS2,0_YARS,0_YY1AP1,0_ZBTB12,0_ZBTB16,0_ZBTB7B,0_ZDHHC16,0_ZDHHC17,0_ZFAND1,0_ZFP106,0_ZFPM2,0_ZFYVE28,0_ZNF239,0_ZNF280D,0_ZNF296,0_ZNF334,0_ZNF408,0_ZNF423,0_ZNF487,0_ZNF496,0_ZNF512B,0_ZNF544,0_ZNF672,0_ZNF687,0_ZNF704,0_ZNF750,0_ZNF75D,0_ZNF786,0_ZNF804B,0_ZP1,0_ZSCAN16,0_ZSCAN4
0,48,0,0,0,0,0,35,0,0,27,0,0,0,0,24,0,0,0,0,0,0,26,26,0,0,34,53,0,0,31,28,4,3,2,15,16,51,0,0,9,0,38,0,4,0,0,34,0,0,16,0,4,4,54,0,5,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,61,0,0,0,86,0,0,50,0,24,30,0,0,0,19,0,0,0,0,8,0,10,0,0,68,0,0,0,0,0,0,5,0,0,154,0,0,0,42,120,0,0,2,0,0,0,0,0,0,22,31,0,2,0,92,0,0,0,6,47,0,44,0,0,0,39,0,0,0,0,16,0,14,0,27,27,77,0,0,0,0,0,0,85,0,11,44,34,0,0,0,0,14,0,0,2,6,0,48,0,0,0,5,0,0,0,0,81,0,5,0,0,57,151,0,8,21,0,0,0,47,26,86,34,26,2,0,0,0,0,6,0,2,15,0,71,0,2,21,50,0,18,62,70,0,0,0,36,0,0,57,0,25,25,0,0,0,0,0,38,0,0,20,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,57,0,0,6,12,0,2,78,0,0,0,0,0,0,0,0,54,0,0,0,0,2,0,0,0,5,15,5,15,0,0,0,64,0,0,0,0,8,10,0,0,46,0,0,11,0,0,0,0,10,62,0,34,0,0,35,0,0,0,19,0,0,0,0,0,0,8,0,6,0,36,0,18,0,32,8,0,55,0,0,0,0,0,0,58,22,0,0,0,63,0,0,0,10,31,0,47,4,0,0,0,0,3,6,20,86,0,0,54,57,0,0,31,34,0,0,14,0,0,0,0,0,0,0,38,0,0,0,0,15,0,50,84,0,0,3,0,0,42,32,20,0,63,0,51,1,33,0,55,8,0,5,31,0,0,0,0,6,17,64,70,0,0,5,0,0,0,0,0,95,0,0,18,0,45,56,39,50,83,0,41,3,10,1,0,0,0,2,10,25,19,0,0,0,0,0,79,0,0,0,17,0,0,0,0,0,51,108,28,52,23,0,0,6,39,0,0,0,52,0,67,0,20,0,0,0,0,0,5,0,0,0,0,0,0,12,0,18,32,7,0,45,62,90,0,4,0,22,51,0,0,0,56,49,0,0,0,0,0,0,0,41,0,0,5,35,95,0,0,29,0,0,0,31,0,0,8,1,0,0,0,0,55,69,0,0,0,0,0,31,0,0,0,0,91,34,18,0,21,52,20,0,0,25,41,0,0,0,17,0,101,3,0,0,0,13,0,18,0,45,0,8,32,0,17,74,0,0,16,44,9,0,0,0,0,21,0,15,35,0,0,0,0,0,0,0,0,0,0,0,45,14,0,29,57,0,8,0,0,96,20,71,0,20,4,4,0,0,0,18,24,0,0,10,0,2,4,0,0,0,0,0,0,18,0,0,27,0,38,29,11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,23,0,0,0,0,0,0,0,0,15,50,14,6,13,48,67,0,58,0,0,0,74,14,0,0,29,0,0,0,0,0,0,26,0,11,0,55,0,32,0,0,15,2,0,0,0,13,0,58,33,47,0,0,0,0,0,0,0,11,0,0,16,0,11,0,0,16,0,0,0,20,0,76,0,8,0,0,14,0,25,0,0,16,0,8,0,25,25,4,0,0,30,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,142,0,0,0,0,0,65,0,0,0,0,60,0,74,0,85,0,2,27,0,58,35,0,38,4,0,0,0,1,0,0,0,41,0,0,43,0,0,0,0,0,61,4,19,0,16,24,89,6,0,0,53,19,0,0,73,0,10,6,6,50,0,0,48,78,0,0,0,0,36,0,41,0,0,0,11,11,0,0,0,0,49,0,0,0,89,18,0,0,0,27,0,68,7,48,0,0,0,0,21,12,0,24,0,0,21,0,0,52,0,0,0,0,0,0,0,0,38,23,6,0,13,0,0,11,0,0,0,0,0,58,0,15,0,0,0,0,0,1,0,0,0,0,0,6,0,54,38,0,0,0,23,0,49,0,17,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,5,0,0,0,0,91,0,0,29,0,11,0,0,0,55,18,0,0,29,0,56,0,0,0,0,0,0,117,0,41,0,8,0,63,34,49,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,35,0,0,0,0,0,0,0,0,0,8,0,0,69,8,0,0
100,0,0,1,0,4,0,0,2,1,0,0,0,1,4,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,1,1,0,2,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,2,0,0,1,0,0,0,1,3,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,1,2,0,0,0,1,0,0,0,1,0,0,4,0,1,3,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,3,0,1,0,2,0,0,0,0,2,0,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,1,2,0,0,2,2,0,0,2,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,1,0,2,0,1,0,1,0,0,1,1,0,0,0,0,6,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,3,0,0,0,1,0,0,0,1,0,1,0,0,1,0,2,0,0,5,1,0,2,1,1,0,0,0,0,1,0,2,0,0,1,0,0,0,3,5,0,0,2,0,28,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,2,13,1,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,45,1,1,0,0,1,2,1,0,0,0,1,0,0,3,0,0,1,0,0,0,1,1,1,2,0,0,0,0,0,0,3,0,313,0,0,0,0,0,0,1,1,4,1,2,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,2,1,0,0,1,1,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,1,0,0,6,0,1,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,4,0,1,0,1,0,0,3,17,0,1,0,1,0,0,1,1,0,0,0,3,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,2,0,0,1,0,2,4,0,0,0,1,0,1,1,1,0,1,4,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,1,0,0,0,0,2,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,16,1,0,2,0,0,0,0,0,1,2,0,1,0,2,0,2,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,3,0,0,1,0,0,2,0,0,1,0,1,0,0,0,1,0,0,1,0,3,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1,3,2,3,3,2,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,7,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,1,1,1,0,2,1,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,0,1,0,4,11,2,0,0,1,0,1,0,1,0,0,1,1,0,0,1,2,0,0,0,13,2,0,0,0,1,5,4,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,5,0,1,8,0,1,5,0,1,1,1,0,2,0,0,0,1,1,1,0,1,0,0,2,0,1,2,1,2,0,2,0,0,0,0,1,1,1,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,2,1,3,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,0,1,1,2,0,1,2,0,1,0,0,0,0
