gen,0_ABCA10,0_ABCC6P1,0_ABCC6,0_ABCD2,0_ABCF3,0_ABCG4,0_ABCG8,0_ABRA,0_ACAA2,0_ACCN3,0_ACCSL,0_ACRBP,0_ACSBG2,0_ACSL3,0_ADAMDEC1,0_ADAMTSL1,0_ADH1C,0_ADH7,0_ADRA1B,0_ADRB2,0_AIG1,0_AKAP12,0_AKAP5,0_AKR7A3,0_AKR7L,0_ALDH1B1,0_ALG8,0_ALKBH1,0_ALKBH4,0_ALPK2,0_ALPK3,0_AMOTL1,0_ANAPC11,0_ANGPT2,0_ANGPTL1,0_ANKDD1A,0_ANKRD37,0_ANKRD40,0_ANKRD53,0_ANKRD54,0_ANO3,0_ANO7,0_ANTXR2,0_AP3B2,0_APOA1,0_APOOL,0_ARHGAP6,0_ARHGEF15,0_ARID1B,0_ARNT2,0_ARRDC1,0_ARTN,0_ASAM,0_ASXL3,0_ATG4D,0_ATMIN,0_ATP11A,0_ATP13A2,0_ATP1A2,0_ATP1B4,0_ATP6V0B,0_ATP6V0D2,0_B4GALNT3,0_BAGE,0_BAK1,0_BAMBI,0_BBC3,0_BBOX1,0_BCHE,0_BCL2A1,0_BFSP1,0_BFSP2,0_BLVRA,0_BRD4,0_BRP44L,0_BTBD8,0_BUB3,0_BUD13,0_C10orf90,0_C11orf16,0_C12orf32,0_C12orf39,0_C12orf40,0_C12orf52,0_C12orf76,0_C13orf33,0_C14orf180,0_C14orf49,0_C15orf2,0_C15orf51,0_C15orf52,0_C17orf55,0_C19orf26,0_C19orf51,0_C1QTNF2,0_C1orf126,0_C1orf168,0_C1orf180,0_C1orf213,0_C1orf74,0_C20orf112,0_C20orf191,0_C20orf203,0_C21orf29,0_C21orf56,0_C2orf39,0_C2orf40,0_C2orf67,0_C3orf65,0_C4BPB,0_C6orf126,0_C6orf138,0_C6orf1,0_C6orf70,0_C6orf81,0_C6,0_C7orf29,0_C8orf30A,0_C9orf150,0_C9orf3,0_C9orf66,0_C9orf79,0_CACNG4,0_CALY,0_CAMK4,0_CAPZB,0_CASC5,0_CASP6,0_CATSPERG,0_CAV2,0_CBLC,0_CBLL1,0_CBLN2,0_CBLN4,0_CCBE1,0_CCDC102B,0_CCDC28B,0_CCDC64,0_CCDC69,0_CCDC74B,0_CCDC93,0_CCL5,0_CCL7,0_CCL8,0_CCT8L2,0_CD177,0_CD52,0_CD5,0_CD80,0_CD9,0_CDC42BPB,0_CDC6,0_CDCA2,0_CDCA5,0_CDH13,0_CDK5RAP1,0_CDKN2D,0_CEL,0_CENPK,0_CEP55,0_CES1,0_CETN2,0_CETP,0_CFHR1,0_CHAD,0_CHCHD1,0_CHL1,0_CHRNA9,0_CHST11,0_CHST7,0_CIB3,0_CKMT2,0_CLDN10,0_CLDN16,0_CLEC18C,0_CLEC3B,0_CLEC6A,0_CLIP4,0_CLK4,0_CLVS2,0_CMAH,0_CMTM6,0_CNNM1,0_CNOT3,0_COL17A1,0_COMP,0_COPG,0_COPS6,0_CORO2B,0_COX7A1,0_CPEB1,0_CPNE2,0_CREB5,0_CRYAB,0_CRYL1,0_CSN2,0_CSN3,0_CST4,0_CS,0_CX3CL1,0_CXCL13,0_CXCL2,0_CXCR6,0_CYMP,0_CYP1A1,0_CYP24A1,0_CYP26B1,0_CYP2A6,0_CYP3A4,0_CYP3A7,0_CYP4F11,0_D4S234E,0_DALRD3,0_DAOA,0_DBNDD2,0_DCAF10,0_DCDC2,0_DCUN1D3,0_DDAH1,0_DDX11,0_DDX26B,0_DDX27,0_DDX49,0_DEF6,0_DEFB132,0_DENND2A,0_DENND2D,0_DENND3,0_DES,0_DGKG,0_DIRC3,0_DKFZP686I15217,0_DKFZp779M0652,0_DLAT,0_DLC1,0_DLK1,0_DLX2,0_DMD,0_DOCK6,0_DOK7,0_DPT,0_DSCR6,0_DSN1,0_DTX3L,0_DUS4L,0_DYNC1LI2,0_E2F1,0_EBF2,0_ECHDC3,0_ECSCR,0_EDN2,0_EFCAB1,0_EFNB1,0_EGF,0_EHD2,0_EIF2B4,0_ELOF1,0_ELOVL2,0_ELOVL3,0_EME2,0_EMILIN2,0_ENG,0_ENOX2,0_ENPP4,0_ENTHD1,0_EPB41L2,0_EPB41L4B,0_EPHA5,0_EPS8L1,0_ERCC6L,0_ERP27,0_ESPL1,0_ESYT1,0_ETFDH,0_EXOC3L,0_EZH1,0_F2RL2,0_FABP9,0_FAM108C1,0_FAM111A,0_FAM120C,0_FAM129C,0_FAM162A,0_FAM172A,0_FAM178B,0_FAM179A,0_FAM184B,0_FAM32A,0_FAM72B,0_FAM72D,0_FAM7A3,0_FAM82A1,0_FAM9C,0_FAT2,0_FBXL17,0_FBXL22,0_FBXO40,0_FBXO45,0_FBXO9,0_FBXW7,0_FCGR1B,0_FCRL3,0_FCRLB,0_FDPS,0_FFAR3,0_FGF9,0_FHAD1,0_FHL1,0_FHOD3,0_FLCN,0_FLJ10038,0_FLJ43390,0_FLT1,0_FLT3,0_FLT4,0_FOXD3,0_FOXJ1,0_FOXM1,0_FOXN2,0_FOXQ1,0_FRAT2,0_FSD1,0_FXYD7,0_GAB1,0_GABARAPL2,0_GABRA2,0_GABRA4,0_GABRB1,0_GABRD,0_GAD1,0_GADL1,0_GALNT9,0_GDF3,0_GFOD1,0_GFRA2,0_GIPC3,0_GJC2,0_GK3P,0_GLP2R,0_GLYCTK,0_GNG2,0_GOLGA8DP,0_GOSR2,0_GPATCH2,0_GPLD1,0_GPNMB,0_GPR119,0_GPR37L1,0_GPR68,0_GPR87,0_GRAMD1A,0_GRIA1,0_GRIA3,0_GRK5,0_GRK6,0_GRM6,0_GSTM5,0_GYS2,0_GZMK,0_H2AFX,0_HADH,0_HAS1,0_HBA2,0_HBB,0_HCG11,0_HCN1,0_HDGFL1,0_HEBP2,0_HES5,0_HHIP,0_HIC2,0_HIST1H1C,0_HIST1H2AD,0_HIST1H2BC,0_HIST1H2BE,0_HIST1H3F,0_HIST1H3J,0_HIST1H4D,0_HIST1H4J,0_HIVEP2,0_HLA-DPB2,0_HMSD,0_HMX2,0_HNRNPA2B1,0_HOXB2,0_HSD17B2,0_HSPA2,0_HSPB2,0_HTR1D,0_ID1,0_IGFBP1,0_IL17RA,0_IL1RL2,0_IL20RB,0_IL20,0_IL21,0_IL34,0_IL6R,0_IMPDH1,0_INSC,0_IPO4,0_IQGAP3,0_IRF1,0_IRF7,0_IRX2,0_ISLR2,0_ITFG1,0_ITGA7,0_JAKMIP2,0_JAM3,0_KCNE3,0_KCNH1,0_KCNJ11,0_KCNJ1,0_KIAA1462,0_KIAA1522,0_KIAA1644,0_KIAA1908,0_KLF10,0_KLF4,0_KLF6,0_KLHL36,0_KLK8,0_KREMEN1,0_KRT13,0_KRT1,0_KRT37,0_KRT40,0_L1CAM,0_LACE1,0_LAIR2,0_LAPTM5,0_LAT,0_LCA5L,0_LCP1,0_LETM2,0_LIMCH1,0_LIPE,0_LIPH,0_LOC100128191,0_LOC100128977,0_LOC100131496,0_LOC100133545,0_LOC100133669,0_LOC100134259,0_LOC115110,0_LOC121838,0_LOC149837,0_LOC162632,0_LOC200030,0_LOC255025,0_LOC257358,0_LOC283392,0_LOC283731,0_LOC285735,0_LOC285847,0_LOC339524,0_LOC387647,0_LOC388955,0_LOC399815,0_LOC415056,0_LOC644669,0_LOC647859,0_LOC647946,0_LOC654342,0_LOC80054,0_LOC84931,0_LPAR6,0_LQK1,0_LRCH4,0_LRIG3,0_LSS,0_LST-3TM12,0_LYNX1,0_LYPD3,0_LYZL2,0_MAB21L2,0_MAL2,0_MAN2A2,0_MANEA,0_MAP1LC3B,0_MAP2K5,0_MASP1,0_MC1R,0_MCART6,0_MCC,0_MCF2L2,0_MCM5,0_MED12,0_MED29,0_MEGF11,0_MEST,0_MFGE8,0_MFSD6L,0_MGAT3,0_MGC70857,0_MIIP,0_MINA,0_MITF,0_MLXIPL,0_MMP12,0_MMP3,0_MORN5,0_MOV10,0_MPDU1,0_MPDZ,0_MPND,0_MPPED1,0_MPZ,0_MRGPRX2,0_MRPL39,0_MRPS30,0_MST1,0_MSX1,0_MTA2,0_MTMR3,0_MUCL1,0_MYH2,0_MYOC,0_MYT1,0_N4BP2L2,0_NAALAD2,0_NAPSA,0_NAV2,0_NCAM2,0_NCRNA00171,0_NCRNA00175,0_NDN,0_NDUFS4,0_NELL1,0_NENF,0_NETO1,0_NEURL,0_NEUROD6,0_NKAIN1,0_NLGN1,0_NMNAT2,0_NMUR1,0_NOC2L,0_NPHP3,0_NR3C2,0_NRXN1,0_NXNL1,0_NXNL2,0_OGT,0_OLAH,0_OLFM4,0_OLR1,0_OR10A3,0_OR10A4,0_OR10J3,0_OR12D3,0_OR13C3,0_OR2A25,0_OR2AG1,0_OR2Y1,0_OR51B2,0_OR5T1,0_OR6B1,0_OSTC,0_OTX1,0_OXTR,0_P2RY11,0_PAOX,0_PARS2,0_PAX3,0_PAXIP1,0_PCDHA10,0_PCDHA13,0_PCDHA6,0_PCDHB7,0_PCDHB8,0_PCDHGA11,0_PCDHGA3,0_PCDHGB2,0_PCK1,0_PCOLCE2,0_PCSK5,0_PDCD2L,0_PDE1A,0_PDE3A,0_PDGFRA,0_PDHA2,0_PDLIM3,0_PER3,0_PGAM2,0_PGLYRP1,0_PGLYRP2,0_PGRMC1,0_PGRMC2,0_PHKA2,0_PHKG2,0_PHLDB1,0_PHLDB2,0_PHYH,0_PI15,0_PIF1,0_PIK3C2G,0_PITX1,0_PITX3,0_PIWIL4,0_PKN1,0_PLAC1,0_PLD1,0_PLEKHG1,0_PLEKHN1,0_PLIN4,0_PLK3,0_PLRG1,0_PLSCR4,0_PLVAP,0_PLXNB3,0_PMS2L1,0_POLE,0_POLQ,0_POLR2H,0_PPAPDC1B,0_PPAPDC2,0_PPFIBP1,0_PPP1R1A,0_PPP4C,0_PRAMEF10,0_PRCD,0_PRDM16,0_PRG4,0_PROK1,0_PROL1,0_PRR23A,0_PRSS1,0_PSRC1,0_PTAR1,0_PTGES2,0_PTGFR,0_PTPRCAP,0_PTPRQ,0_PTPRZ1,0_PYROXD2,0_QPCTL,0_RAB31,0_RAB33A,0_RAB3D,0_RAC2,0_RAE1,0_RAET1G,0_RAMP1,0_RAPGEF1,0_RAPGEF3,0_RAPGEFL1,0_RASL11A,0_RBBP7,0_RBBP8,0_RBKS,0_RBM41,0_RBM7,0_RBP7,0_RCVRN,0_RDM1,0_REP15,0_REPIN1,0_RFXANK,0_RLN1,0_RNF123,0_RNF180,0_RNF2,0_RNF39,0_RNLS,0_ROBO2,0_ROBO4,0_ROPN1L,0_RORB,0_RPL19,0_RPL38,0_RPLP0P2,0_RRAS,0_RRP9,0_RTKN2,0_RUNX1T1,0_S100B,0_SAA1,0_SAMD5,0_SARDH,0_SBF2,0_SCARA3,0_SCGN,0_SCN4A,0_SCN9A,0_SCUBE2,0_SDCBP2,0_SDCBP,0_SEC14L1,0_SEC16B,0_SEL1L2,0_SELL,0_SEMA3B,0_SEPT12,0_SEPT7,0_SERPINA4,0_SERPINA9,0_SET,0_SFPQ,0_SFRP1,0_SFTPA1,0_SFXN2,0_SGCG,0_SH3GL3,0_SHMT1,0_SIAH2,0_SILV,0_SIM1,0_SIPA1L2,0_SLAMF6,0_SLC12A3,0_SLC13A1,0_SLC14A2,0_SLC15A2,0_SLC19A2,0_SLC25A18,0_SLC25A20,0_SLC26A7,0_SLC35A2,0_SLC39A3,0_SLC44A1,0_SLC46A3,0_SLC4A1,0_SLC8A3,0_SLC9A9,0_SMC4,0_SMR3B,0_SMUG1,0_SMYD4,0_SNAR-B2,0_SND1,0_SNHG5,0_SNTB2,0_SNX29,0_SORD,0_SOX18,0_SP2,0_SPAG16,0_SPATA4,0_SPCS2,0_SPDYC,0_SPINK4,0_SPOCK3,0_SPRR2B,0_SPTB,0_SRP54,0_SS18,0_SSR2,0_ST13,0_ST6GALNAC1,0_ST6GALNAC6,0_STIM1,0_STRA13,0_STRA6,0_STX11,0_STX12,0_STXBP1,0_STYXL1,0_SV2B,0_SYNGR3,0_SYNM,0_SYPL2,0_SYT13,0_SYT1,0_SYT3,0_TACR1,0_TAF10,0_TAF9B,0_TAS1R3,0_TAS2R31,0_TBX19,0_TCEA3,0_TCL1A,0_TCTEX1D4,0_TDRD10,0_TDRD6,0_TFF2,0_TFF3,0_TGM3,0_THNSL2,0_TIE1,0_TIGD3,0_TIMELESS,0_TINAGL1,0_TJP3,0_TLX1,0_TMEM101,0_TMEM130,0_TMEM145,0_TMEM170B,0_TMEM184C,0_TMEM207,0_TMEM223,0_TMEM31,0_TMEM69,0_TMEM90A,0_TMOD4,0_TNFRSF11A,0_TNFRSF13B,0_TNFRSF18,0_TNMD,0_TNNI3,0_TNS4,0_TOP1,0_TOX3,0_TP53TG3B,0_TPCN1,0_TPPP,0_TRIM11,0_TRIM2,0_TRIM56,0_TRPM1,0_TSLP,0_TSPYL4,0_TTBK2,0_TTC24,0_TTC8,0_TTLL1,0_TTLL5,0_TTYH3,0_TUBA3D,0_TYRP1,0_UBE2T,0_UBE2Z,0_UBOX5,0_UBTF,0_UGT2B4,0_UPK3A,0_USHBP1,0_USP25,0_USP44,0_VAMP3,0_VEGFC,0_VIP,0_VPS24,0_VSIG1,0_VWA5B1,0_WASF3,0_WDR37,0_WHSC1,0_WISP3,0_WNT3A,0_WSCD2,0_XKRX,0_YDJC,0_YWHAG,0_ZBED2,0_ZBTB10,0_ZBTB32,0_ZCCHC7,0_ZFHX3,0_ZFP90,0_ZNF155,0_ZNF248,0_ZNF282,0_ZNF30,0_ZNF385B,0_ZNF391,0_ZNF446,0_ZNF454,0_ZNF462,0_ZNF536,0_ZNF576,0_ZNF586,0_ZNF778,0_ZPLD1,0_ZSWIM2,0_ZYG11A
0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,8,9,174,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,108,0,4,78,0,0,0,0,0,0,78,0,4,0,0,0,0,39,0,0,41,103,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,25,8,0,52,0,0,0,0,0,0,0,0,62,13,0,0,0,0,0,0,0,0,0,0,0,144,75,0,23,0,0,0,31,143,0,0,79,0,0,0,84,0,120,0,0,0,0,0,0,0,0,0,47,0,0,55,0,0,0,0,0,0,0,0,61,0,0,24,0,0,0,0,0,0,0,0,0,0,0,218,0,0,84,0,120,0,0,0,36,77,0,0,0,40,119,0,0,0,1,0,0,0,0,0,56,0,48,26,0,0,0,0,0,0,173,0,0,0,60,33,0,0,43,93,0,0,20,9,0,42,0,0,72,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,66,0,217,0,0,0,0,30,23,199,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,45,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,80,0,14,0,0,0,147,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,133,0,0,0,93,0,0,0,0,0,28,0,0,0,27,0,0,0,0,0,0,105,0,0,0,0,105,0,0,0,0,0,0,118,0,0,0,79,0,51,0,0,0,0,0,109,0,25,0,0,0,0,0,0,0,0,0,24,244,0,0,104,0,0,0,0,0,0,0,10,0,0,140,0,0,51,0,71,174,0,0,255,0,0,0,0,0,0,0,0,0,119,0,137,0,56,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,96,0,0,199,39,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,99,144,0,0,0,0,0,0,157,73,0,0,0,0,0,0,0,6,0,72,15,0,0,0,0,0,0,0,0,0,58,0,45,24,0,0,0,41,0,0,0,0,109,0,0,0,140,0,31,0,0,0,0,0,0,0,0,0,0,0,0,72,0,36,0,0,88,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,127,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,117,15,0,0,0,0,0,54,0,81,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,54,0,129,0,0,99,0,0,0,0,0,0,0,62,87,0,0,0,0,87,0,0,85,0,0,0,0,0,0,117,51,0,0,0,0,0,0,82,0,0,88,0,0,137,39,0,0,98,0,40,0,0,0,0,40,0,0,0,0,0,0,0,0,147,0,0,0,0,31,0,0,0,0,0,0,0,0,80,58,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,49,64,0,16,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,85,151,0,131,49,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,77,0,0,0,0,18,0,0,68,0,0,0,0,0,0,0,0,104,77,0,0,0,35,212,0,0,0,0,0,0,0,208,0,222,0,0,33,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0
100,1,0,0,1,0,0,0,0,1,0,5,2,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,1,0,1,0,0,1,0,0,0,1,0,0,3,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,2,0,1,2,0,0,0,3,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,262,0,0,0,12,0,0,0,1,0,2,1,0,0,0,0,0,4,1,1,0,0,0,0,223,162,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,4,0,0,0,0,0,1,1,0,0,0,0,1,1,0,4,0,0,1,7,0,0,215,0,1,0,0,0,0,0,1,0,217,14,1,0,0,0,0,0,0,205,18,0,1,0,2,0,0,0,0,1,2,0,0,5,0,137,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,3,0,0,428,45,3,1,1,1,0,0,1,0,0,0,0,0,5,0,0,0,2,0,0,334,0,0,0,0,1,0,1,0,0,0,2,0,11,0,0,0,0,0,0,1,0,0,0,11,0,0,0,1,0,0,1,0,0,0,1,0,0,0,12,0,0,0,0,0,0,8,0,2,2,0,1,0,2,1,0,1,0,0,0,1,0,0,1,1,2,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,13,0,4,0,0,0,140,0,5,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,2,0,0,43,156,0,0,0,119,0,0,0,0,0,0,0,0,0,0,1,1,1,2,44,0,0,2,0,1,0,0,3,0,1,0,0,0,9,1,0,0,0,0,1,14,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,36,114,0,1,1,0,15,0,1,0,0,10,0,0,0,0,0,0,0,1,0,0,7,0,477,0,1,0,1,0,0,4,3,12,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,4,0,0,1,249,0,0,316,0,1,1,10,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,14,0,0,1,1,0,0,0,0,0,27,1,0,0,1,0,0,160,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,6,0,0,1,0,0,0,177,0,0,1,0,0,0,0,1,1,0,0,0,4,41,0,0,4,0,0,0,34,3,0,0,1,1,0,0,0,3,0,4,0,0,243,8,0,0,0,0,0,69,10,0,0,1,0,2,3,1,0,0,0,0,8,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,0,4,0,0,1,0,0,1,0,0,1,0,2,0,0,2,0,0,2,0,1,0,0,0,265,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,48,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,3,1,0,0,0,1,1,219,0,0,0,0,1,0,0,1,0,0,0,0,2,5,4,0,0,0,1,0,0,1,0,1,0,0,328,7,3,2,0,0,1,0,233,0,0,0,0,0,0,0,0,0,0,1,12,0,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,202,10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,37,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,1,6,1,4,0,0,0,0,0,1,5,1,0,68,3,1,0,1,0,0,0,378,0,0,0,1,0,0,2,6,0,0,0,0,1,0,0,0,0,0,14,0,434,0,0,0,1,0,0,0,0,2,1,0
200,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,129,0,0,1,0,0,0,0,1,3,12,1,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,319,2,0,0,155,0,0,0,0,0,2,0,60,0,0,0,0,0,0,0,0,0,0,1,365,21,0,0,0,0,0,3,1,1,1,0,0,1,1,0,0,0,8,0,0,14,0,0,1,0,2,0,0,1,0,0,13,0,0,0,0,2,1,0,0,0,0,61,2,0,0,1,0,5,4,0,0,283,0,0,0,0,0,1,0,2,326,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,126,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,429,130,0,0,0,0,0,0,0,0,1,0,0,0,134,0,0,2,0,0,0,349,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,2,0,0,1,0,0,3,0,0,0,2,1,0,0,0,2,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,28,1,0,1,0,2,68,0,1,0,0,0,0,0,0,0,0,0,1,7,0,0,0,6,0,0,0,55,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,10,2,0,0,0,0,0,0,0,0,1,0,0,0,8,161,0,0,1,0,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,476,0,2,0,0,0,0,0,67,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,3,1,1,0,2,0,300,1,0,240,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,8,1,0,0,9,0,0,0,0,0,2,0,108,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,16,2,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,155,0,1,0,0,0,3,0,1,0,0,0,0,0,317,0,1,0,0,2,0,9,10,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,3,1,0,1,0,0,0,0,0,0,8,1,0,0,273,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,10,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,1,1,0,0,1,1,0,281,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,279,5,1,0,121,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,1,0,20,0,9,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,14,0,1,0,1,0,0,282,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,427,0,0,0,0,0,0,1,0,0,0,0
300,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,126,2,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,329,0,0,1,218,0,0,0,0,8,3,0,116,0,0,1,0,0,0,0,0,0,0,0,342,0,2,0,0,0,0,23,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,1,1,25,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,58,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,427,85,0,0,0,0,0,0,0,0,0,1,0,0,198,0,0,0,0,0,0,361,0,0,0,0,0,0,0,102,0,0,0,1,0,0,0,0,0,0,8,1,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,12,0,0,0,0,0,24,0,0,0,1,1,0,0,4,0,0,0,0,0,2,0,1,1,0,0,1,85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,160,0,0,1,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,473,0,0,2,0,3,0,0,73,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,2,0,2,1,1,0,297,0,0,226,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,77,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,13,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,1,1,0,0,0,0,0,0,320,0,0,0,0,0,0,12,6,2,39,0,0,0,2,0,0,0,2,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4,0,8,0,0,1,0,0,0,0,1,0,1,0,163,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,0,2,0,0,1,1,1,0,0,1,364,0,0,0,0,0,2,0,295,1,0,0,12,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,290,0,0,1,178,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,290,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,442,0,0,0,0,1,0,1,2,0,0,1
