gen,evals,gen_feats,explored,expression_subtype logistic classifier (max_iter=100) balanced accuracy_min,expression_subtype logistic classifier (max_iter=100) balanced accuracy_avg,expression_subtype logistic classifier (max_iter=100) balanced accuracy_max,expression_subtype logistic classifier (max_iter=100) balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,200,550,550,0.14285714285714285,0.6232964954400438,0.8300412937563927,0.13604862828325767,0.0196078431372549,0.07249577304542129,1.0,0.12112816851146034
1,201,637,667,0.14285714285714285,0.6182409553519882,0.8365689519660784,0.1617038249230235,0.017543859649122806,0.08878665826616824,1.0,0.11550241819850464
2,200,654,777,0.14285714285714285,0.6292987966582979,0.8365689519660784,0.167299456622581,0.017857142857142856,0.09679300677359867,1.0,0.12602937092773533
3,200,642,872,0.14285714285714285,0.6448198608422991,0.8451236707932289,0.16238144904265825,0.01694915254237288,0.09741389021613596,1.0,0.12583788707233529
4,200,656,978,0.14285714285714285,0.6590291941214415,0.8451236707932289,0.16117705443796515,0.01694915254237288,0.0956925411918225,1.0,0.12630312021514034
5,200,662,1077,0.14285714285714285,0.6652675337373088,0.8534626975085093,0.16024360311044686,0.01694915254237288,0.09628600777080944,1.0,0.1262143781011056
6,200,664,1194,0.14285714285714285,0.6805740577477701,0.8534626975085093,0.14808417536807902,0.016666666666666666,0.09010551031525062,1.0,0.12110723630050801
7,200,660,1294,0.14285714285714285,0.6853820759652084,0.8600260495204923,0.1455700306163497,0.016666666666666666,0.08971813361941523,1.0,0.12107576672839254
8,200,635,1384,0.14285714285714285,0.6921990639176191,0.8600260495204923,0.14484605311182414,0.016666666666666666,0.08950386612900235,1.0,0.12120058096277928
9,200,664,1473,0.14285714285714285,0.6994851702873797,0.8821740602399318,0.14527534172367043,0.01639344262295082,0.088681685245997,1.0,0.12143479861589535
10,200,642,1563,0.14285714285714285,0.7055928597298007,0.8821740602399318,0.1437739776070903,0.01639344262295082,0.08869188840172089,1.0,0.12141657070947623
11,200,642,1655,0.14285714285714285,0.707152641831979,0.8821740602399318,0.14297751351987506,0.01639344262295082,0.09000971501965935,1.0,0.12126362720140708
12,200,626,1746,0.14285714285714285,0.7145143991140331,0.8905650999402693,0.14176778317609967,0.01694915254237288,0.08950509139928114,1.0,0.1214806590485998
13,200,632,1849,0.14285714285714285,0.7145764747533723,0.8905650999402693,0.13935170077776624,0.017241379310344827,0.09048041306722836,1.0,0.12110899309075103
