Optimizer,Fold,NB_bal_acc_train_fitness,NB_bal_acc_train_std_dev,NB_bal_acc_train_ci_min,NB_bal_acc_train_ci_max,NB_bal_acc_test_fitness,NB_bal_acc_test_std_dev,NB_bal_acc_test_ci_min,NB_bal_acc_test_ci_max,root_leanness_train_fitness,root_leanness_train_std_dev,root_leanness_train_ci_min,root_leanness_train_ci_max,root_leanness_test_fitness,root_leanness_test_std_dev,root_leanness_test_ci_min,root_leanness_test_ci_max,SKSurvCox_c-index_train_fitness,SKSurvCox_c-index_train_std_dev,SKSurvCox_c-index_train_ci_min,SKSurvCox_c-index_train_ci_max,SKSurvCox_c-index_test_fitness,SKSurvCox_c-index_test_std_dev,SKSurvCox_c-index_test_ci_min,SKSurvCox_c-index_test_ci_max
NSGA3 NB,0,0.8504696663000937,0.0217616771945016,0.8036644278283162,0.8922849051442617,0.7797418630751964,0.038860693197269,0.7354041929271709,0.8534684890899779,0.4472135954999579,0.0,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.0,0.4472135954999579,0.4472135954999579,0.7471084610175365,0.0249229626750422,0.7073345854519953,0.7808086120227399,0.6936437210148222,0.0410527293409845,0.6397162112127995,0.7453828764105216
NSGA3 NB,0,0.8621694176569639,0.0207938472348224,0.8163236211680476,0.8984607829313611,0.7616442199775533,0.0273118675304408,0.7476473920708635,0.8309847773979466,0.4472135954999579,0.0,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.0,0.4472135954999579,0.4472135954999579,0.7346641860323468,0.0209129336836196,0.7115510415863053,0.7720029616600568,0.6930981176684551,0.0390892895988698,0.6503345649219097,0.7625222327695264
NSGA3 NB,0,0.8629434114650134,0.020566287486224,0.8199881092044292,0.899391863045484,0.7797418630751964,0.0343481789150514,0.7526808275913363,0.862191462319106,0.4472135954999579,0.0,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.0,0.4472135954999579,0.4472135954999579,0.731673891179588,0.0224766774843208,0.6983992783889398,0.7663438304394442,0.6946439938164954,0.0454495219583926,0.6353669677822343,0.7609936580213793
NSGA3 NB,0,0.8131439895158443,0.0211689300535443,0.7723982077261545,0.8520042354426848,0.7306397306397306,0.0229587912687251,0.7152160732714139,0.7837518163374028,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.7285309878280612,0.022089601733796,0.7043524649905915,0.7696573484503155,0.6568154951350368,0.0381770901018596,0.587638945292599,0.6958408799703851
NSGA3 NB,0,0.8224290579752475,0.021916104406689,0.7789533379297521,0.8627648884464459,0.7502805836139169,0.030570552183201,0.7329732281070322,0.8268390918981633,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.7181192716297464,0.0230279981739095,0.6752822410356857,0.7431279428660541,0.6726379921796853,0.0368489617620905,0.6191416748741713,0.7258379073509972
NSGA3 NB,0,0.8451275851647165,0.0197290835442424,0.8029835239026879,0.8779810174418494,0.741442199775533,0.0242376524991551,0.720451872635019,0.7880475803417569,0.4472135954999579,0.0,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.0,0.4472135954999579,0.4472135954999579,0.747540856089929,0.0256481127056549,0.7047400346980612,0.7828443214735561,0.705010457397472,0.0350142720911684,0.6408031966971918,0.7268961319537743
NSGA3 NB,0,0.8496394801606149,0.0202177877253886,0.808247924990893,0.8842904346756569,0.8334736251402918,0.0420654101134139,0.7952732283885776,0.9146520721834618,0.4472135954999579,0.0,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.0,0.4472135954999579,0.4472135954999579,0.7426886008542984,0.0232488076279038,0.71142166418066,0.782519915034151,0.6661816859143402,0.0333432440124319,0.6032481837176187,0.7003593070120371
NSGA3 NB,0,0.8503769648267753,0.0212993900967482,0.8052863509126443,0.8893198936658325,0.7481762065095399,0.0286134109895347,0.7313956559597523,0.818578410356748,0.4472135954999579,0.0,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.0,0.4472135954999579,0.4472135954999579,0.7389853572322793,0.0255390140333021,0.7062087444450292,0.7807583762268776,0.6863690097299263,0.0305109941828838,0.6312644814383438,0.7148262633322028
NSGA3 NB,0,0.8932863180244681,0.0174280915760226,0.8574358175515752,0.9242991529073444,0.7905443322109988,0.0265471837936691,0.7650790684569756,0.8461563460253976,0.408248290463863,0.0,0.408248290463863,0.408248290463863,0.408248290463863,0.0,0.408248290463863,0.408248290463863,0.7347886693705167,0.0202219630137682,0.7133640746562646,0.771927984473711,0.6942802582522506,0.0377869855901571,0.6505605691333651,0.7605594198962121
NSGA3 NB,0,0.8218039579719457,0.0215226346246823,0.772692739945873,0.8611357465739262,0.7223625140291807,0.0347760881453122,0.6766445018796992,0.7872097832705135,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.7136803031763344,0.0294034620444021,0.6682116195884611,0.7562823484163719,0.7274711284895881,0.035888395548378,0.6812092974210756,0.7890435760279318
