gen,evals,gen_feats,explored,type random forest (msl4) balanced accuracy_min,type random forest (msl4) balanced accuracy_avg,type random forest (msl4) balanced accuracy_max,type random forest (msl4) balanced accuracy_std,root separation_min,root separation_avg,root separation_max,root separation_std,root leanness_min,root leanness_avg,root leanness_max,root leanness_std
0,500,4196,4196,0.2,0.7626932623424019,0.8653622114921224,0.09577359844989669,0.0,0.5646550732012984,0.6335840295844706,0.055469393913928904,0.14002800840280097,0.2543345979866277,1.0,0.11939989037419219
1,381,3332,4337,0.2,0.7546750632183212,0.8754262992578979,0.09722793645831924,0.0,0.5682361309389808,0.6371523650457807,0.06357865509735991,0.12803687993289598,0.2968889577185824,1.0,0.13276279823874657
2,389,2106,4472,0.2,0.7467240443312264,0.881549739800375,0.10699905866978798,0.0,0.5659203662662323,0.6396869801067404,0.0686164336183639,0.12216944435630522,0.3280599250396408,1.0,0.14151046971771977
3,364,1500,4586,0.2,0.7529613737448491,0.881549739800375,0.11648193372251342,0.0,0.5695618427078855,0.6403465687067396,0.0753511948191032,0.11785113019775792,0.3324354127403402,1.0,0.15146024852817372
4,355,1358,4684,0.2,0.7411935484649944,0.8968805185221529,0.1309853663575692,0.0,0.5661987050296113,0.6426842884810622,0.08089817221433666,0.12598815766974242,0.3605528260266117,1.0,0.15644915565752726
5,373,1191,4800,0.2,0.7365403149107462,0.8968805185221529,0.14466617971007928,0.0,0.5660664596392004,0.6486128998200007,0.08296934971349491,0.1270001270001905,0.376999648611741,1.0,0.1697904976469786
6,364,1075,4890,0.2,0.7479074658795388,0.8968805185221529,0.13673093076016418,0.0,0.5740683015398191,0.6463719285315357,0.07432857694683587,0.1270001270001905,0.37275485417756477,1.0,0.16074727585438808
7,389,1112,4975,0.2,0.7510157187284828,0.8968805185221529,0.13043403122398284,0.0,0.5778599928926632,0.6466228588587828,0.07664409931605579,0.1270001270001905,0.3804850010245817,1.0,0.15671067964609028
8,353,996,5045,0.2,0.7723530937170355,0.8968805185221529,0.10870926146681208,0.0,0.5888237013975745,0.6466228588587828,0.07332702436401446,0.1270001270001905,0.3665564320670719,1.0,0.1457572520740208
9,382,936,5119,0.2,0.7703860779886618,0.8968805185221529,0.11852606239680556,0.0,0.5874952433888315,0.6470737263316704,0.08183402425852926,0.14433756729740643,0.38044653929596645,1.0,0.15354915897450475
10,387,863,5197,0.2,0.7568365136550667,0.8968805185221529,0.12726185971137444,0.0,0.5907894741809353,0.6503837729295491,0.08037950160225739,0.14433756729740643,0.39827135922536316,1.0,0.1612797489917902
