gen,0_ABHD10,0_ABHD11,0_ACMSD,0_ACOX1,0_ACSL1,0_ACSL6,0_ACSM2A,0_ACVR1,0_ACVRL1,0_ADA,0_ADAM33,0_ADCY2,0_ADCY6,0_ADCY9,0_ADI1,0_ADK,0_ADPGK,0_ADRB1,0_ADSL,0_AFF3,0_AGA,0_AGK,0_AGPAT4,0_AHR,0_AIMP1,0_AK7,0_AKR1C3,0_AKR1E2,0_ALDH1A2,0_ALDH1B1,0_ALDH7A1,0_ALG1L2,0_ALG9,0_ALKBH4,0_ALKBH7,0_AMBRA1,0_AMDHD2,0_AMFR,0_ANAPC16,0_ANAPC7,0_ANGPTL4,0_ANKRD31,0_ANKRD46,0_ANKZF1,0_ANP32A,0_ANP32B,0_ANXA1,0_ANXA13,0_ANXA2,0_ANXA4,0_AOAH,0_AP1S1,0_AP3M2,0_AP4B1,0_APLP2,0_APOBEC3D,0_APPL2,0_ARGLU1,0_ARHGEF10L,0_ARL13B,0_ARMC5,0_ARMC9,0_ARMCX1,0_ARRB1,0_ARV1,0_ASL,0_ATF3,0_ATF7IP,0_ATG4C,0_ATG7,0_ATIC,0_ATP1B1,0_ATP1B3,0_ATP2B1,0_ATP6V1A,0_ATP6V1B1,0_ATP8A1,0_ATP8B1,0_ATXN1,0_B3GALT4,0_B3GNTL1,0_B4GALT3,0_B4GALT6,0_BAIAP2,0_BAMBI,0_BAP1,0_BCAT2,0_BDH1,0_BDH2,0_BIK,0_BIN3,0_BIRC6,0_BLM,0_BMPR1A,0_BNIP3,0_BPNT1,0_BRI3BP,0_BRWD1,0_BSDC1,0_BST2,0_BYSL,0_C16orf46,0_C17orf97,0_C4BPA,0_C5orf34,0_C6orf118,0_C6orf132,0_C6orf226,0_C9orf40,0_CA12,0_CA9,0_CAMK4,0_CAMLG,0_CAPZA1,0_CASP4,0_CBR4,0_CBWD6,0_CBX1,0_CCDC127,0_CCDC51,0_CCDC57,0_CCNG2,0_CCRL2,0_CD1B,0_CDC123,0_CDC37L1,0_CDH1,0_CDH23,0_CDHR2,0_CDK18,0_CDT1,0_CEACAM7,0_CENPA,0_CES3,0_CFHR1,0_CHCHD3,0_CHCHD5,0_CHCHD6,0_CHP2,0_CHRM3,0_CISD2,0_CITED1,0_CLDN1,0_CLDN2,0_CLDN4,0_CLDN8,0_CLEC4C,0_CLEC4D,0_CLIC3,0_CLIP1,0_CLIP2,0_CLRN3,0_CLTC,0_CLTCL1,0_CLVS1,0_CMTM4,0_CNNM1,0_CNOT2,0_CNTN2,0_CNTN5,0_COBLL1,0_COG4,0_COMMD3,0_COPS3,0_COQ2,0_COQ4,0_COQ9,0_COX10,0_COX19,0_COX5B,0_CP,0_CPNE5,0_CPVL,0_CRHBP,0_CRLF1,0_CRP,0_CSDE1,0_CSNK2A1,0_CSPG4,0_CST3,0_CTNND1,0_CTPS2,0_CTSC,0_CTSF,0_CTTNBP2,0_CUBN,0_CUEDC1,0_CUTC,0_CWC27,0_CX3CR1,0_CXCR5,0_CYP27A1,0_DAPK1,0_DAXX,0_DBNDD2,0_DCAF12L1,0_DCAF12L2,0_DCAF8,0_DCLK3,0_DCP2,0_DCTN2,0_DDC,0_DDI2,0_DDR1,0_DDT,0_DDTL,0_DDX11,0_DDX43,0_DDX58,0_DDX59,0_DENND2D,0_DEPDC1,0_DFFA,0_DGUOK,0_DHX32,0_DIDO1,0_DKC1,0_DKK3,0_DNA2,0_DNAJB7,0_DNAJC1,0_DNAJC14,0_DNASE1L3,0_DNM1L,0_DPP7,0_DPP8,0_DPYSL3,0_DPYSL4,0_DSG2,0_DTYMK,0_DUOXA1,0_DUSP6,0_DUSP8,0_DYNC2LI1,0_DYNLRB1,0_EBAG9,0_EBNA1BP2,0_ECD,0_ECHDC3,0_EDAR,0_EEF1G,0_EFCAB2,0_EFNB2,0_EHBP1L1,0_EHHADH,0_EHMT1,0_EIF2B2,0_EIF2S1,0_EIF2S2,0_EIF3CL,0_EIF3I,0_EIF4A3,0_EIF4EBP1,0_EIF4ENIF1,0_EIF4G2,0_ELAC2,0_ELF3,0_ELMO3,0_ELOVL7,0_EMCN,0_ENHO,0_ENO2,0_ENPP3,0_ENTPD4,0_ENY2,0_EPHX2,0_EPS15,0_EPS8,0_ERAL1,0_ERBB4,0_ERF,0_ERGIC3,0_ERLIN1,0_ERLIN2,0_ESPL1,0_ESRP1,0_ESYT1,0_ETF1,0_ETHE1,0_ETV4,0_ETV5,0_EVI5L,0_EXOC4,0_EXOSC4,0_FABP7,0_FAF1,0_FAM104A,0_FAM114A2,0_FAM117A,0_FAM120A,0_FAM122C,0_FAM20A,0_FAM20B,0_FAM53C,0_FAM98B,0_FAS,0_FBL,0_FBLL1,0_FBXL14,0_FBXL5,0_FBXO28,0_FBXO33,0_FCN3,0_FEN1,0_FGB,0_FGF2,0_FGG,0_FIBP,0_FIGN,0_FKBP15,0_FKBP4,0_FKBP8,0_FLAD1,0_FLII,0_FLNA,0_FLOT1,0_FLRT3,0_FLT4,0_FMO2,0_FOXO1,0_FPR2,0_FRAT1,0_FRK,0_FTH1,0_FUS,0_FZD1,0_FZD8,0_GABPB1,0_GALK1,0_GAR1,0_GATM,0_GBA,0_GBGT1,0_GBP4,0_GCC2,0_GCLC,0_GFRA3,0_GGT1,0_GGTA1,0_GGTLC1,0_GGTLC2,0_GIT2,0_GLB1L,0_GLCCI1,0_GLG1,0_GLO1,0_GLT8D2,0_GLUD1,0_GMDS,0_GNAI1,0_GORAB,0_GPATCH1,0_GPD1,0_GPHN,0_GPR183,0_GPR27,0_GPRIN2,0_GPX3,0_GRB7,0_GRHL1,0_GRHPR,0_GRPEL2,0_GRTP1,0_GSPT2,0_GSR,0_GSS,0_GSTA1,0_GSTA2,0_GSTA4,0_GSTP1,0_GTF2H1,0_GTF3C5,0_HADHB,0_HAUS3,0_HBA1,0_HCRTR1,0_HDAC4,0_HDAC5,0_HDGF,0_HERC2,0_HEXIM2,0_HIBADH,0_HINT1,0_HKDC1,0_HMGN5,0_HNMT,0_HNRNPA3,0_HNRNPC,0_HNRNPD,0_HNRNPR,0_HNRNPU,0_HNRNPUL2,0_HOXC13,0_HP,0_HPCAL1,0_HPN,0_HPS4,0_HSD17B14,0_HSD17B6,0_HSPA12A,0_HSPA1A,0_HSPA5,0_HSPA9,0_HSPB2,0_HTR2B,0_ICA1,0_ID1,0_IDI1,0_IDO1,0_IFI30,0_IFNB1,0_IFNG,0_IFNGR2,0_IGBP1,0_IL15,0_ILDR1,0_IMPA2,0_ING2,0_INPP5A,0_INTS3,0_INTS8,0_IPO11,0_IRF1,0_IRS2,0_ISLR,0_ITGA3,0_ITGB3,0_ITGB5,0_JAK1,0_KATNB1,0_KCND1,0_KCNE4,0_KCNJ1,0_KCNK1,0_KCNQ5,0_KCTD11,0_KCTD16,0_KDM2A,0_KDM6A,0_KHDRBS2,0_KHDRBS3,0_KIAA1671,0_KIF13B,0_KIF18A,0_KIF20A,0_KIF21A,0_KIF7,0_KIFAP3,0_KISS1R,0_KLF3,0_KMO,0_KPNA3,0_KPTN,0_KRBA1,0_KRT18,0_KRT4,0_KRT7,0_LAMB1,0_LARP4,0_LARS2,0_LDB2,0_LENG8,0_LGALS2,0_LGI4,0_LGR6,0_LHPP,0_LIMD1,0_LIMS1,0_LIN54,0_LINS1,0_LMO7,0_LNPEP,0_LPCAT1,0_LPCAT4,0_LPIN1,0_LRBA,0_LRCH2,0_LRFN3,0_LRP2,0_LRRC24,0_LRRC57,0_LRRC61,0_LSM6,0_LTV1,0_LUC7L2,0_MAD1L1,0_MAF,0_MAFB,0_MAGEA4,0_MAML2,0_MAML3,0_MAN1A2,0_MAP1LC3B2,0_MAP4,0_MAPK12,0_MARCKS,0_MBIP,0_MCM3,0_MED4,0_MEF2A,0_MEP1A,0_MFSD6,0_MGAM,0_MGAT3,0_MICAL3,0_MIPOL1,0_MIS12,0_MLX,0_MMAB,0_MME,0_MMP14,0_MPHOSPH10,0_MPHOSPH9,0_MPI,0_MPV17L,0_MRAS,0_MRI1,0_MRPL12,0_MRPL16,0_MRPL18,0_MRPL37,0_MRPL38,0_MRPL47,0_MRPL50,0_MRPL9,0_MRPS18C,0_MRPS23,0_MRPS28,0_MRPS9,0_MSH2,0_MSH6,0_MSN,0_MSTO1,0_MT1E,0_MTG1,0_MTHFD1L,0_MTHFS,0_MTMR11,0_MTX2,0_MVK,0_MX1,0_MYB,0_MYO10,0_MYO3B,0_MYO9A,0_MYOM2,0_MYSM1,0_N4BP1,0_N4BP2L1,0_N4BP2L2,0_NAA15,0_NANS,0_NAPSA,0_NCOA1,0_NDRG1,0_NDST2,0_NDUFA12,0_NDUFA2,0_NDUFA4L2,0_NDUFB4,0_NDUFB8,0_NDUFV3,0_NEK8,0_NEURL1B,0_NFAT5,0_NFE2,0_NFS1,0_NGB,0_NGRN,0_NHEJ1,0_NIPAL3,0_NKX2-2,0_NLE1,0_NLGN1,0_NMB,0_NME4,0_NME7,0_NMI,0_NMUR1,0_NOMO1,0_NOMO2,0_NOP56,0_NOP58,0_NOS1AP,0_NOSTRIN,0_NOTCH1,0_NPEPL1,0_NR3C2,0_NR5A2,0_NRF1,0_NRP2,0_NTN1,0_NTRK3,0_NUBP1,0_NUCKS1,0_NUDT15,0_NUDT4,0_NUDT5,0_NUP43,0_OAS2,0_OLFML1,0_OMA1,0_ONECUT2,0_OPA1,0_ORM1,0_OSBPL1A,0_OSGIN2,0_OTP,0_OTUD3,0_P2RX4,0_P4HA1,0_P4HA2,0_P4HB,0_PA2G4,0_PABPC1,0_PACS1,0_PAFAH2,0_PAPOLG,0_PARK7,0_PATZ1,0_PAX9,0_PCBP2,0_PCCA,0_PCDHGA1,0_PCDHGA11,0_PCDHGA12,0_PCDHGA2,0_PCDHGA7,0_PCDHGB2,0_PCDHGC4,0_PCID2,0_PCLO,0_PCMTD2,0_PCNT,0_PCTP,0_PDCD2L,0_PDCD5,0_PDE10A,0_PDE9A,0_PDGFC,0_PDIA5,0_PDK1,0_PDK3,0_PDLIM1,0_PDZK1IP1,0_PEG3,0_PEX13,0_PFDN5,0_PFN2,0_PGAP3,0_PGLYRP2,0_PGPEP1,0_PHB2,0_PHF1,0_PHGDH,0_PIGL,0_PIK3R4,0_PILRB,0_PIR,0_PIWIL4,0_PKLR,0_PLA2G4C,0_PLD6,0_PLEKHA2,0_PLK1,0_PLP2,0_PLTP,0_PNCK,0_PNPLA2,0_POFUT1,0_POGK,0_POLA1,0_POLD3,0_POLH,0_POLR3H,0_POMP,0_POP4,0_POR,0_POU2F2,0_PPAN,0_PPIL2,0_PPIL3,0_PPM1E,0_PPME1,0_PPP1R3B,0_PPP2R2A,0_PPP2R2C,0_PPT1,0_PRDM1,0_PRDX1,0_PRDX4,0_PRKAB2,0_PRKCD,0_PRMT5,0_PRODH,0_PRODH2,0_PROM1,0_PROS1,0_PRR15L,0_PRTFDC1,0_PRTN3,0_PSAP,0_PSMA4,0_PSMC5,0_PSME3,0_PSPC1,0_PTAFR,0_PTEN,0_PTGR1,0_PTGS1,0_PTHLH,0_PTMA,0_PTOV1,0_PTPN23,0_PTPRE,0_PXDN,0_PXN,0_PYCR1,0_PZP,0_R3HDM2,0_RAB11FIP1,0_RAB30,0_RAB31,0_RAB5C,0_RABEP1,0_RAD54L,0_RALGAPB,0_RANGRF,0_RAP1GAP2,0_RAPGEF4,0_RBBP8,0_RBL2,0_RBM17,0_RBM22,0_RBM38,0_RBM39,0_RBMS2,0_RBMX,0_RCCD1,0_RCE1,0_REM1,0_REN,0_RFC2,0_RFX5,0_RHBDD1,0_RICTOR,0_RIF1,0_RILPL2,0_RNASEL,0_RNASET2,0_RNF17,0_RNF19A,0_RNF19B,0_RNF213,0_RORA,0_RPAIN,0_RPAP1,0_RPL10,0_RPL10L,0_RPL21,0_RPL23,0_RPL24,0_RPL27,0_RPL35,0_RPL5,0_RPL8,0_RPLP0,0_RPS15A,0_RPS16,0_RPS18,0_RPS20,0_RPS6KA1,0_RRAGD,0_RRP8,0_RRS1,0_RSAD2,0_RUFY1,0_RUFY2,0_RUNX1,0_S100A6,0_SAFB,0_SAMD10,0_SAP30L,0_SAT2,0_SBNO1,0_SCOC,0_SDC1,0_SDCBP2,0_SDHA,0_SDR16C5,0_SEC62,0_SEC63,0_SECTM1,0_SEL1L,0_SEMA3A,0_SEPHS1,0_SEPHS2,0_SERPINA1,0_SERPINA3,0_SERPINA4,0_SERPINA7,0_SERPINB5,0_SERPINB6,0_SF3B1,0_SF3B5,0_SFXN2,0_SGK1,0_SGK3,0_SGPP1,0_SH3BP2,0_SH3PXD2B,0_SH3RF1,0_SH3RF3,0_SHC1,0_SHMT1,0_SHROOM3,0_SIM2,0_SIRT6,0_SLC10A3,0_SLC12A9,0_SLC13A3,0_SLC16A1,0_SLC16A3,0_SLC16A4,0_SLC1A1,0_SLC1A4,0_SLC22A11,0_SLC25A24,0_SLC25A4,0_SLC26A11,0_SLC27A4,0_SLC29A2,0_SLC30A5,0_SLC31A2,0_SLC35B4,0_SLC41A3,0_SLC43A1,0_SLC43A2,0_SLC44A1,0_SLC47A1,0_SLC4A2,0_SLMAP,0_SMARCAD1,0_SMARCC2,0_SMC2,0_SMC3,0_SMURF2,0_SNAP29,0_SNN,0_SNRPD1,0_SNRPD3,0_SNX10,0_SNX15,0_SNX21,0_SOCS3,0_SORCS1,0_SOX6,0_SP1,0_SPAG5,0_SPATA13,0_SPATA18,0_SPINT2,0_SPPL2A,0_SPRY1,0_SPRY4,0_SPTBN4,0_SQLE,0_SQSTM1,0_SRP19,0_SRPX2,0_ST8SIA2,0_ST8SIA3,0_STC2,0_STIP1,0_STK35,0_STRADB,0_SVIL,0_SVIP,0_SYNE1,0_SYNGR3,0_SYTL1,0_TACC2,0_TAF12,0_TAF15,0_TAPT1,0_TAX1BP3,0_TBC1D14,0_TBC1D19,0_TBL1XR1,0_TC2N,0_TCF7L2,0_TCFL5,0_TCHP,0_TCIRG1,0_TCP11L1,0_TCTA,0_TEK,0_TEKT3,0_TFRC,0_TGFBI,0_THBS1,0_THOC3,0_TIMM8A,0_TIMM8B,0_TM4SF18,0_TMED4,0_TMED7-TICAM2,0_TMEM106C,0_TMEM132E,0_TMEM139,0_TMEM14A,0_TMEM159,0_TMEM169,0_TMEM30A,0_TMEM59,0_TMPRSS2,0_TNFRSF18,0_TNFRSF6B,0_TNFSF13B,0_TNIP1,0_TNRC6B,0_TNS3,0_TOMM5,0_TPD52,0_TRAF3IP1,0_TRAFD1,0_TRAPPC10,0_TRAPPC2,0_TRIB3,0_TRIM69,0_TRIOBP,0_TRMT12,0_TRUB1,0_TSEN15,0_TSEN34,0_TSG101,0_TSHR,0_TSKU,0_TSPAN1,0_TTC17,0_TTC27,0_TTC32,0_TTC7A,0_TTLL11,0_TTLL7,0_TUBB8,0_TUFM,0_TUSC3,0_TXNDC5,0_TYW3,0_UBA5,0_UBAP2,0_UBE2D4,0_UBE2G2,0_UBE2H,0_UBE2L3,0_UBE3C,0_UBLCP1,0_UBR2,0_UBXN6,0_UFSP2,0_UGDH,0_UGT1A6,0_UGT2B4,0_UNC5CL,0_UPB1,0_UPK1B,0_UPK3B,0_UROC1,0_USP13,0_USP2,0_USP25,0_UTP6,0_UTY,0_VAMP1,0_VANGL1,0_VAPA,0_VBP1,0_VDAC1,0_VEGFA,0_VIPR2,0_VKORC1,0_VPS41,0_VRK1,0_WASL,0_WBP11,0_WDFY1,0_WDR19,0_WDR53,0_WSCD2,0_WTAP,0_XAF1,0_XK,0_XKR9,0_XPO1,0_XPO5,0_XRCC1,0_XRCC4,0_XRCC5,0_XRCC6,0_YAF2,0_YWHAE,0_ZBED4,0_ZBTB1,0_ZBTB37,0_ZDHHC17,0_ZDHHC21,0_ZFPM2,0_ZFYVE1,0_ZKSCAN4,0_ZMAT3,0_ZNF131,0_ZNF234,0_ZNF251,0_ZNF267,0_ZNF343,0_ZNF383,0_ZNF415,0_ZNF436,0_ZNF44,0_ZNF518B,0_ZNF610,0_ZNF677,0_ZNF7,0_ZNF740,0_ZNF763,0_ZNF81,0_ZNF853,0_ZSCAN2,0_ZXDB
0,0,0,4,0,12,0,8,0,35,0,240,227,0,0,0,12,0,39,0,0,9,0,0,21,32,0,2,57,38,0,34,39,34,0,18,0,6,0,0,0,0,0,38,0,11,0,0,3,6,43,0,42,3,0,0,0,17,0,0,0,0,10,2,21,0,0,1,0,0,0,0,0,0,45,0,13,12,27,0,38,0,7,25,0,0,0,2,8,0,0,0,0,0,0,1,11,0,0,82,7,0,0,0,129,17,31,0,0,0,2,27,0,0,0,0,0,36,0,5,0,0,0,25,3,0,0,6,0,0,0,0,5,0,68,0,0,0,53,3,37,0,50,0,142,4,99,0,16,0,13,0,0,0,33,8,0,0,0,20,37,0,0,32,0,0,0,0,7,0,0,1,60,0,1,8,36,0,0,0,0,0,0,3,12,2,0,6,0,2,49,0,1,0,0,0,85,4,24,2,0,4,11,0,0,0,0,28,0,0,0,0,0,28,0,0,0,0,17,140,8,0,0,329,0,0,0,0,23,0,0,76,17,0,0,0,0,0,46,4,15,0,10,31,0,0,35,0,0,43,6,0,3,0,7,0,0,0,14,0,3,85,0,0,0,0,0,0,35,0,0,0,0,0,0,0,18,0,0,0,34,24,0,7,0,105,0,0,3,44,0,0,27,0,52,0,9,0,13,2,0,1,0,20,0,33,0,131,0,2,0,0,0,0,18,0,0,31,30,11,0,3,8,0,0,21,2,32,0,0,11,0,0,0,0,0,31,0,16,2,0,34,0,6,0,0,0,0,0,12,6,0,4,0,0,0,9,0,19,3,0,0,9,30,0,46,0,1,3,0,0,34,0,5,0,4,0,25,3,0,0,0,0,0,0,53,41,0,0,3,0,11,16,129,72,7,0,0,7,61,23,0,16,0,3,0,0,3,23,0,0,31,13,0,0,9,0,3,0,0,0,0,0,0,0,23,0,100,0,0,3,0,38,41,0,18,0,286,9,0,19,2,0,0,0,0,34,0,8,33,0,16,0,0,3,0,0,0,52,10,0,0,74,0,88,0,0,0,0,0,0,0,0,0,3,10,0,75,0,33,2,0,0,8,0,5,0,4,0,23,0,11,0,0,12,0,0,1,5,0,8,86,0,4,2,17,38,0,0,0,0,0,6,0,39,293,13,0,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,5,5,0,25,120,18,0,0,5,0,12,0,0,3,0,0,0,56,0,10,0,14,0,0,0,0,2,0,0,1,18,0,11,0,58,0,67,0,0,5,0,23,19,0,0,5,0,15,9,0,0,0,0,40,0,39,0,29,24,1,0,0,0,48,7,0,0,8,0,0,18,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,216,20,48,28,16,1,10,0,0,1,0,6,0,18,9,18,10,0,17,0,0,53,0,0,0,0,0,195,0,0,0,0,0,0,0,35,30,0,0,0,0,0,0,0,7,0,19,0,0,0,0,1,0,7,0,33,0,0,10,6,0,4,10,3,0,0,0,0,0,5,0,7,6,15,33,43,53,10,0,0,0,0,0,0,32,5,4,0,0,0,0,0,13,0,125,0,24,8,28,23,0,0,0,0,0,12,10,0,0,21,20,0,0,0,7,0,4,2,31,0,0,0,0,0,36,0,187,65,14,0,2,20,0,1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,4,0,3,0,17,0,0,0,0,0,0,14,0,6,74,5,2,11,0,102,0,0,0,79,18,0,16,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,28,0,19,19,0,29,0,0,0,0,0,9,0,0,0,0,10,0,6,45,0,0,0,0,0,0,0,0,0,22,0,0,4,0,21,49,0,14,4,0,272,0,0,0,0,10,30,0,22,45,0,35,45,2,0,0,1,3,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,27,0,0,6,0,0,58,0,0,21,30,0,0,23,0,6,0,89,0,0,5,0,0,0,9,0,40,1,3,0,0,0,1,0,0,0,17,0,109,0,18,0,0,5,0,2,0,56,0,13,52,14,5,0,24,0,17,2,0,14,0,2,3,0,55,0,0,0,0,0,28,0,0,0,66,11,316,94,1,6,0,0,0,0,0,22,3,28,0,59,0,0,2,0,0,0,0,0,177,0,0,99,193,0,0,0,30,27,13,6,2,7,33,0,0,0,31,0,7,0,0,7,0,8,9,0,11,40,0,28,28,14,0,0,0,0,0,0,0
100,0,0,0,0,0,9,0,0,0,1,0,205,0,0,0,0,1,49,0,2,0,0,10,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,191,0,0,0,0,1,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,66,0,0,0,0,0,0,1,5,1,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,2,2,80,0,1,0,6,0,0,0,0,0,0,0,0,1,43,253,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,324,0,0,0,0,0,0,1,0,0,0,11,6,0,5,0,0,10,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,105,0,221,87,0,0,24,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,70,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,222,0,0,1,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,3,102,0,0,0,0,0,0,0,1,11,0,0,6,0,1,0,3,0,0,6,215,0,0,0,8,5,1,113,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,124,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,191,0,0,0,0,0,0,1,0,122,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,374,0,0,0,0,0,8,1,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,11,0,0,0,1,0,1,0,2,3,1,0,18,0,2,35,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,18,172,2,0,0,1,0,1,0,0,0,0,0,1,3,1,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,1,2,2,0,0,0,0,135,1,0,0,0,0,0,0,0,0,28,0,0,0,0,46,0,0,2,0,0,1,0,4,0,0,0,1,0,0,0,0,29,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,2,17,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,20,1,0,0,1,0,2,0,7,0,0,0,61,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,1,0,0,1,0,0,0,79,1,0,0,0,0,4,0,0,0,0,5,2,0,0,20,12,0,1,0,11,0,1,0,0,0,0,0,3,0,31,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,1,58,5,0,0,0,0,0,0,0,0,0,0,0,0,210,6,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,115,0,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
