gen,0_AAMP,0_AARSD1,0_ABCA2,0_ABCA4,0_ABCB9,0_ABCC3,0_ABCD3,0_ABHD3,0_ACADL,0_ACAT2,0_ACE2,0_ACSL4,0_ACTN3,0_ADA,0_ADAM33,0_ADCK5,0_ADCY2,0_ADCY8,0_ADRB1,0_ADRM1,0_AFP,0_AFTPH,0_AHCYL1,0_AHDC1,0_AHNAK2,0_AIG1,0_AK7,0_AKR1C1,0_AKR1C3,0_ALDH18A1,0_ALDH1A2,0_ALDH1L1,0_ALDH1L2,0_ALDH5A1,0_ALDH7A1,0_ALG1L2,0_ALG9,0_ALKBH1,0_AMBP,0_AMIGO1,0_AMPD2,0_AMT,0_ANAPC5,0_ANK3,0_ANKRD46,0_ANP32A,0_ANXA13,0_ANXA9,0_AOAH,0_AP1S1,0_AP3M2,0_APBA3,0_APBB1,0_APCS,0_APEH,0_APOLD1,0_APOO,0_APPBP2,0_APPL2,0_ARAF,0_ARG2,0_ARHGAP21,0_ARHGEF12,0_ARHGEF2,0_ARL10,0_ARMC9,0_ARMCX1,0_ASNSD1,0_ATF4,0_ATF7IP2,0_ATG4D,0_ATG7,0_ATP1A1,0_ATP1B3,0_ATP2B2,0_ATP2B3,0_ATP6V1B1,0_ATP6V1D,0_ATRIP,0_ATRX,0_ATXN10,0_AUTS2,0_AVL9,0_AXIN2,0_B3GALT4,0_B4GALNT2,0_B4GALT1,0_BAG3,0_BAIAP2L2,0_BAX,0_BBC3,0_BBOX1,0_BBX,0_BCAR3,0_BCAS2,0_BCKDK,0_BCL2L14,0_BDH2,0_BET1L,0_BEX2,0_BIK,0_BIRC5,0_BMP6,0_BPHL,0_BRD3,0_BSDC1,0_BST2,0_BUD31,0_C14orf93,0_C1GALT1,0_C1orf116,0_C1orf194,0_C3orf14,0_C4orf3,0_C6orf118,0_C6orf132,0_C6orf226,0_C7,0_C9orf85,0_CA9,0_CACNA1H,0_CADM4,0_CASP1,0_CAV2,0_CBWD1,0_CBWD5,0_CBX4,0_CCDC134,0_CCDC152,0_CCDC159,0_CCDC28A,0_CCDC51,0_CCDC57,0_CCDC68,0_CCNB2,0_CCNJL,0_CCNL2,0_CCNT1,0_CCR4,0_CCRL2,0_CCT6B,0_CDC20,0_CDC23,0_CDC27,0_CDC42BPB,0_CDK1,0_CDR2L,0_CDYL2,0_CECR2,0_CEP55,0_CEP57,0_CEP72,0_CES3,0_CFB,0_CFC1B,0_CHAC1,0_CHCHD6,0_CHI3L2,0_CHKB,0_CHMP2A,0_CHP2,0_CHRD,0_CHRM3,0_CHST15,0_CHURC1,0_CITED2,0_CLCN7,0_CLDN2,0_CLDN8,0_CLEC4D,0_CLRN3,0_CLVS1,0_CMPK2,0_CMTM6,0_CNN3,0_CNNM1,0_CNNM3,0_CNTN1,0_CNTN2,0_COL13A1,0_COMMD3,0_COX19,0_COX8C,0_CP,0_CPE,0_CPNE5,0_CREB3L1,0_CRHBP,0_CRIP1,0_CRISP3,0_CRY1,0_CRYAB,0_CSNK1D,0_CSPG4,0_CTNNA1,0_CTNNA2,0_CTSF,0_CUEDC1,0_CWC22,0_CYSLTR2,0_CYTIP,0_DAAM2,0_DACT2,0_DAXX,0_DAZAP1,0_DCAF12L1,0_DCAF12L2,0_DCAF4,0_DCBLD2,0_DCLK1,0_DCLRE1A,0_DDR1,0_DDTL,0_DDX1,0_DDX11,0_DDX3X,0_DEDD,0_DEPDC1,0_DFFA,0_DHODH,0_DHRS1,0_DHRS7,0_DHX30,0_DIP2B,0_DIRAS3,0_DKK3,0_DLG1,0_DNAJB7,0_DNAJC10,0_DNAL1,0_DNASE1L3,0_DOK4,0_DPM1,0_DPM3,0_DPY30,0_DPYS,0_DPYSL2,0_DPYSL4,0_DSC2,0_DUSP8,0_DVL2,0_DVL3,0_DYNC2LI1,0_DYRK2,0_E2F1,0_ECD,0_ECH1,0_ECHDC3,0_EDIL3,0_EEF1B2,0_EFCAB2,0_EFNB2,0_EGFL7,0_EHF,0_EHMT1,0_EIF2B5,0_EIF3E,0_EIF4EBP1,0_EIF4ENIF1,0_ELMO3,0_ELP4,0_ENHO,0_ENPP3,0_EPHA3,0_EPHA7,0_EPHX2,0_EPPK1,0_EPS8,0_ERAP1,0_ERAP2,0_ERBB3,0_ESYT1,0_ESYT2,0_ETFA,0_EZH1,0_F2,0_F2RL1,0_FABP3,0_FABP7,0_FAHD2B,0_FAM104A,0_FAM120AOS,0_FAM161B,0_FAM20A,0_FAM53C,0_FAM89A,0_FANCE,0_FASTKD5,0_FBLL1,0_FCN3,0_FCRL1,0_FECH,0_FEM1B,0_FGB,0_FGD1,0_FGF9,0_FGG,0_FGR,0_FILIP1L,0_FKTN,0_FLII,0_FLRT3,0_FNBP1L,0_FNTA,0_FOSB,0_FOXK2,0_FPR2,0_FXR2,0_G6PC,0_G6PD,0_GAB3,0_GABARAPL1,0_GALNS,0_GALNT5,0_GALNT7,0_GAR1,0_GATM,0_GBP3,0_GBP5,0_GCLC,0_GDA,0_GDI1,0_GGT1,0_GGT6,0_GGTA1,0_GGTLC1,0_GGTLC2,0_GIGYF1,0_GIMAP2,0_GIMAP8,0_GJA4,0_GLI3,0_GLIPR1,0_GLOD4,0_GLOD5,0_GLRX5,0_GLUD1,0_GMPR,0_GNAI1,0_GNB1L,0_GNPTG,0_GNRH1,0_GPHN,0_GPIHBP1,0_GPX3,0_GRINA,0_GRK6,0_GRTP1,0_GSPT1,0_GSTA1,0_GSTA4,0_GTF2H1,0_GTPBP2,0_GYS1,0_HARS2,0_HAUS3,0_HBB,0_HCRTR1,0_HDAC3,0_HDAC5,0_HELQ,0_HEYL,0_HIF3A,0_HKDC1,0_HLA-DRB5,0_HMGA2,0_HMGB1,0_HMGCR,0_HMOX1,0_HNRNPA2B1,0_HNRNPH1,0_HOXA6,0_HOXD4,0_HPCAL1,0_HPR,0_HSD17B11,0_HSD17B6,0_HSPA12A,0_HSPA1A,0_HSPA1B,0_HSPA6,0_HTATSF1,0_HTN1,0_HTRA4,0_HUNK,0_ID1,0_IDO1,0_IDUA,0_IFNG,0_IGSF8,0_IL23A,0_IL4I1,0_INO80E,0_INTS3,0_ISLR,0_ISOC2,0_ITIH1,0_ITIH5,0_JARID2,0_JPH2,0_JUND,0_KATNAL2,0_KATNB1,0_KCNA4,0_KCNA5,0_KCNJ1,0_KCNJ2,0_KCNQ5,0_KCNS3,0_KHDRBS2,0_KIF11,0_KIF13B,0_KIF18A,0_KIF20A,0_KIF21B,0_KIF5B,0_KIF9,0_KISS1R,0_KLC4,0_KLHL25,0_KLRB1,0_KMO,0_KPNA4,0_KRT19,0_KTN1,0_L3MBTL3,0_LAGE3,0_LAMB1,0_LARP6,0_LBP,0_LDB2,0_LDHD,0_LEFTY2,0_LFNG,0_LGI4,0_LHX6,0_LIMA1,0_LIMK2,0_LMNB1,0_LNX1,0_LNX2,0_LOXL2,0_LPCAT4,0_LRBA,0_LRCH2,0_LRFN3,0_LRIG3,0_LRP2,0_LRRC24,0_LRRC28,0_LRRC40,0_LRRC59,0_LRRC61,0_LRRN3,0_LSM12,0_LSM6,0_LSR,0_LTBP4,0_LUC7L,0_LUC7L3,0_LXN,0_LYPD5,0_LYPD6,0_MACF1,0_MAD1L1,0_MAF,0_MAGEA4,0_MATK,0_MATN2,0_MBIP,0_MCAT,0_MECR,0_MED4,0_MEP1A,0_METAP1,0_MGST1,0_MIPOL1,0_MLLT1,0_MME,0_MMP2,0_MOAP1,0_MOXD1,0_MPDZ,0_MPI,0_MPV17L,0_MRPL12,0_MRPL19,0_MRPL47,0_MRPS6,0_MST1R,0_MTCH1,0_MTO1,0_MUC1,0_MX1,0_MYD88,0_MYL6,0_MYO19,0_MYO9B,0_MYOM2,0_MYSM1,0_N4BP1,0_N4BP2L1,0_N4BP2L2,0_NAA50,0_NAP1L4,0_NAP1L5,0_NBEA,0_NBN,0_NCBP2,0_NDUFA4L2,0_NDUFAB1,0_NDUFS4,0_NDUFV3,0_NEK3,0_NFIL3,0_NFKB2,0_NFKBIE,0_NFYA,0_NIPAL3,0_NKX2-2,0_NLE1,0_NLGN1,0_NLRX1,0_NME2,0_NMI,0_NMT1,0_NMUR1,0_NOMO2,0_NOP58,0_NOSTRIN,0_NOTCH1,0_NPLOC4,0_NR5A2,0_NRF1,0_NSMCE2,0_NSUN6,0_NTN1,0_NTRK3,0_NUDT15,0_NXPH2,0_OCLN,0_ORM1,0_OTP,0_P2RY1,0_P4HA2,0_PAG1,0_PALMD,0_PARP14,0_PARP4,0_PAX9,0_PBLD,0_PBXIP1,0_PCCA,0_PCDHB4,0_PCDHB7,0_PCDHGA1,0_PCDHGA12,0_PCDHGA7,0_PCDHGB2,0_PCYOX1,0_PCYT1A,0_PDCD2,0_PDE10A,0_PDE9A,0_PDHX,0_PDK1,0_PDK2,0_PDZK1IP1,0_PEX6,0_PFDN6,0_PGAM2,0_PGLYRP2,0_PGS1,0_PHF14,0_PHF23,0_PICALM,0_PID1,0_PIK3R2,0_PILRB,0_PINK1,0_PIR,0_PIWIL4,0_PJA1,0_PKD1,0_PKLR,0_PLA2G5,0_PLAU,0_PLCL1,0_PLD1,0_PLEK2,0_PLEKHA2,0_PLEKHG3,0_PLIN2,0_PLK1,0_PLS1,0_PLS3,0_PNCK,0_PNPLA2,0_PNPLA4,0_PNPT1,0_POF1B,0_POLD1,0_POLD3,0_POLR2H,0_POLR3E,0_POMP,0_POU2F1,0_POU2F2,0_POU5F1,0_PPA1,0_PPCDC,0_PPIC,0_PPID,0_PPIE,0_PPIL3,0_PPIP5K1,0_PPM1F,0_PPP1R14B,0_PPP2R1B,0_PPP2R2A,0_PPP2R2B,0_PPP2R3C,0_PPP3CA,0_PPP4R2,0_PRAM1,0_PRDM11,0_PREX2,0_PRKAB1,0_PROC,0_PRODH2,0_PRTFDC1,0_PRTN3,0_PSAP,0_PSAPL1,0_PSMA6,0_PSMC3,0_PSMD1,0_PSMD13,0_PSMD9,0_PSPC1,0_PTEN,0_PTGIS,0_PTGR1,0_PTHLH,0_PTPN13,0_PTPN21,0_PXK,0_PXMP4,0_PYCARD,0_RAB32,0_RAB3D,0_RABEP1,0_RAD51,0_RANBP3L,0_RASAL1,0_RASD2,0_RASGRF1,0_RBL2,0_RBM17,0_RBM22,0_RBM26,0_RBM34,0_RCE1,0_RELL1,0_REN,0_RFX1,0_RIC3,0_RILPL2,0_RNASE3,0_RNASEL,0_RNASET2,0_RNF146,0_RNF181,0_RNF19A,0_RPAIN,0_RPAP1,0_RPL10L,0_RPL21,0_RPL29,0_RPP38,0_RPS17,0_RPS20,0_RRBP1,0_RRS1,0_RSAD2,0_RUFY2,0_S100A1,0_S100A6,0_SAA4,0_SAMM50,0_SBK2,0_SBNO2,0_SCAI,0_SCARB2,0_SCN7A,0_SCRN3,0_SDC4,0_SDCBP2,0_SEC24B,0_SEC24C,0_SEC24D,0_SEC31A,0_SERINC2,0_SERPINA1,0_SERPINA4,0_SERPINA7,0_SERPINB5,0_SERPINF2,0_SETD2,0_SFRP1,0_SFXN1,0_SGK3,0_SGSM1,0_SHC1,0_SHMT2,0_SIK3,0_SIL1,0_SIM2,0_SIRPA,0_SKA1,0_SLC10A3,0_SLC12A9,0_SLC13A1,0_SLC13A3,0_SLC16A4,0_SLC22A11,0_SLC23A2,0_SLC25A4,0_SLC26A11,0_SLC29A3,0_SLC30A9,0_SLC35F2,0_SLC38A10,0_SLC38A6,0_SLC39A8,0_SLC43A2,0_SLC7A1,0_SLMAP,0_SMAD7,0_SMAD9,0_SMARCB1,0_SMARCE1,0_SNAP29,0_SNRNP35,0_SNRPA,0_SNX11,0_SNX15,0_SNX21,0_SNX33,0_SNX5,0_SOCS3,0_SOD1,0_SORBS1,0_SOX9,0_SP1,0_SPAG5,0_SPATA18,0_SPRY1,0_SPRY4,0_SPTBN1,0_SQLE,0_SQSTM1,0_SRBD1,0_SRPX2,0_SSC5D,0_ST8SIA1,0_STAG1,0_STAT3,0_STAU2,0_STIM1,0_STRADB,0_STRBP,0_STX18,0_SUDS3,0_SULT1C2,0_SUMO4,0_SYNGR1,0_SYNGR3,0_SYNJ2BP,0_TACC3,0_TADA2B,0_TAF5,0_TAF8,0_TAOK3,0_TATDN2,0_TBC1D1,0_TBC1D25,0_TBCC,0_TBP,0_TCF7L2,0_TCP1,0_TCTA,0_TCTN1,0_TESC,0_TET2,0_TF,0_TFEC,0_THBS1,0_THBS2,0_THEM4,0_THOC3,0_THRSP,0_TIMM8A,0_TMCC2,0_TMEM104,0_TMEM126A,0_TMEM132E,0_TMEM159,0_TMEM176B,0_TMEM192,0_TMEM25,0_TMEM43,0_TMEM45B,0_TMEM59L,0_TMEM70,0_TNFRSF11B,0_TNFRSF6B,0_TNFSF13B,0_TNIP2,0_TNRC6B,0_TNS3,0_TOE1,0_TOLLIP,0_TPP1,0_TPPP,0_TRAM1,0_TRIAP1,0_TRIM17,0_TRIM21,0_TRIM22,0_TRIM28,0_TRIM35,0_TRIM69,0_TRIM8,0_TRIOBP,0_TRMT6,0_TRMT61B,0_TSHR,0_TSR1,0_TTC32,0_TTF1,0_TTK,0_TTLL7,0_TTR,0_TUBB8,0_TUBG2,0_TUBGCP2,0_TULP4,0_TUSC3,0_TXLNA,0_TXNDC5,0_TXNRD1,0_UAP1,0_UBA5,0_UBA7,0_UBAC1,0_UBASH3B,0_UBE2G2,0_UBE2L3,0_UBE2Z,0_UBN1,0_UBTF,0_UCN,0_UFC1,0_UGCG,0_UNC5CL,0_UPK1B,0_UPK3B,0_URGCP,0_UROC1,0_USP13,0_USP2,0_USP22,0_USP47,0_USP9X,0_UTP6,0_UXT,0_VAMP1,0_VAPB,0_VEZT,0_VKORC1,0_VPS18,0_VRK2,0_VTI1B,0_WBP2,0_WDR17,0_WDR26,0_WDR35,0_WDR37,0_WDR61,0_WDR90,0_WIPI1,0_WT1,0_XK,0_XKR9,0_XPC,0_XRCC6,0_YPEL5,0_ZBED4,0_ZBTB8A,0_ZC3H18,0_ZC3H4,0_ZDHHC15,0_ZFAND1,0_ZFP91,0_ZFPM2,0_ZIC1,0_ZKSCAN4,0_ZMYM3,0_ZNF326,0_ZNF436,0_ZNF521,0_ZNF572,0_ZNF610,0_ZNF677,0_ZNF763,0_ZNHIT3,0_ZSCAN12,0_ZSCAN2,0_ZXDB
0,0,0,0,0,0,0,14,48,147,0,120,16,0,0,28,0,54,18,17,0,29,0,19,0,13,0,0,3,18,0,7,38,47,0,21,25,12,13,29,0,0,8,0,0,36,2,4,12,17,7,0,7,0,6,0,0,0,0,33,0,2,0,0,0,7,0,6,0,5,0,0,0,0,1,3,0,23,0,0,0,0,30,0,19,53,4,0,0,15,19,14,129,0,1,0,26,0,0,16,6,5,0,0,0,22,43,27,0,0,4,22,6,101,7,15,66,0,11,0,0,24,7,0,15,1,68,15,5,0,0,15,27,0,0,0,4,0,0,109,0,94,0,0,0,1,0,11,0,11,0,0,2,51,0,0,29,43,3,35,0,8,71,0,0,12,0,0,92,0,41,0,12,8,0,49,33,0,0,20,12,1,0,13,22,81,80,9,93,0,6,5,0,0,0,0,61,135,20,12,0,0,50,0,0,0,80,6,18,0,14,0,1,0,0,89,0,17,0,0,0,0,8,0,0,3,27,0,40,0,0,40,0,0,0,0,27,0,21,9,9,0,0,0,5,0,18,0,94,7,0,39,48,0,17,40,0,0,0,4,22,0,55,0,0,24,0,3,4,0,78,63,0,0,0,0,10,3,16,36,0,5,0,0,56,1,4,12,0,101,0,85,20,0,18,10,4,46,0,0,0,0,11,0,0,32,0,45,1,0,1,6,8,0,0,0,15,0,0,8,6,0,0,0,0,1,0,0,0,1,0,0,7,6,0,85,38,24,37,0,26,0,0,8,0,14,0,38,28,0,38,88,25,0,14,0,0,3,2,6,6,0,0,22,0,16,11,5,54,0,0,0,2,0,7,7,2,133,4,1,30,5,33,59,15,7,2,0,0,11,0,0,0,0,0,16,0,0,0,1,38,0,3,1,0,68,4,11,36,16,88,0,0,202,0,0,0,24,3,1,9,0,24,14,9,0,6,0,5,0,33,0,0,34,1,88,13,10,0,0,4,34,0,2,0,75,94,4,20,5,32,0,0,0,4,0,81,0,0,0,0,9,1,78,0,0,13,244,47,0,5,0,3,1,108,0,60,44,7,0,81,0,0,0,42,90,0,0,0,0,7,11,0,0,22,0,0,3,0,24,0,15,0,4,0,0,4,38,8,0,0,0,0,1,0,0,0,0,0,0,28,0,40,0,0,0,0,6,18,0,20,18,0,0,0,0,0,11,17,3,25,48,34,111,0,0,13,0,0,0,114,0,0,0,16,27,17,43,1,4,18,0,0,2,1,4,4,0,72,33,0,6,170,0,0,0,0,9,1,0,0,34,83,3,0,1,88,10,0,30,10,0,0,0,0,0,0,1,5,0,1,90,21,0,0,7,0,46,14,54,0,0,0,4,0,3,26,0,0,7,65,8,0,0,0,10,1,8,0,32,4,83,21,6,8,0,0,0,0,10,6,34,14,22,5,0,5,0,0,0,0,12,0,0,5,9,0,45,0,7,12,0,0,7,0,72,0,6,17,0,22,103,0,0,0,12,8,0,41,0,0,0,0,0,0,23,7,48,12,19,0,0,0,0,12,36,0,0,12,0,12,0,30,80,5,108,0,22,22,0,45,21,0,14,0,0,10,0,0,8,0,20,0,11,34,0,0,0,0,9,0,0,0,0,0,11,37,0,0,0,0,11,0,35,0,0,3,7,0,0,7,51,0,16,0,0,152,3,0,0,0,0,3,0,32,1,5,0,0,0,3,8,0,13,0,44,1,0,30,3,0,0,7,44,0,5,42,29,0,10,0,0,0,0,38,0,9,0,17,164,15,17,20,40,6,2,0,33,52,12,0,0,0,25,18,28,3,55,8,0,0,0,25,0,0,20,14,6,10,0,0,1,16,80,0,0,0,13,23,0,22,1,0,63,25,25,12,11,0,89,0,29,10,0,17,0,0,0,0,6,30,0,5,0,0,0,0,31,90,0,83,6,25,0,0,0,0,0,0,2,0,2,5,4,12,0,25,0,0,0,0,0,0,1,0,0,5,15,5,20,0,0,0,0,0,0,10,21,31,3,0,42,3,6,22,2,0,0,16,1,0
100,0,15,0,0,1,1,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,19,6,2,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,6,5,0,0,0,0,0,6,0,0,0,0,0,4,0,0,203,1,0,0,0,0,2,0,0,0,0,20,1,0,0,1,1,1,0,0,0,23,0,0,0,1,0,2,0,0,179,1,0,0,0,0,0,0,2,8,0,0,0,0,0,0,57,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,224,0,0,0,1,0,0,0,0,0,1,0,30,1,0,50,0,0,0,0,6,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,340,1,0,40,0,0,2,1,0,3,1,0,7,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,2,16,0,1,0,0,0,0,0,0,0,80,2,1,0,0,4,0,0,0,0,0,2,58,1,0,0,0,0,48,0,0,16,0,0,0,0,9,0,1,4,1,0,0,0,0,0,10,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,2,2,13,1,0,0,1,0,0,0,0,0,2,0,2,1,0,0,2,1,0,1,0,63,177,0,0,2,0,0,0,0,2,2,0,0,0,0,12,1,0,2,0,0,0,2,2,46,0,0,1,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,272,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,432,5,0,0,0,1,0,0,134,0,0,0,1,0,1,0,0,0,7,1,0,0,13,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,9,0,0,0,0,0,27,0,5,0,0,0,6,0,7,0,6,9,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,6,0,0,1,0,0,0,0,0,0,6,11,0,0,117,0,6,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,1,2,0,0,54,45,0,1,24,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,40,0,0,313,0,0,4,1,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,4,0,0,1,1,0,3,0,0,0,0,2,0,0,0,0,0,1,20,5,0,2,0,0,2,0,0,0,0,0,0,0,0,0,23,0,2,0,13,0,0,0,0,0,1,1,0,0,0,0,0,3,0,1,1,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,5,2,1,1,0,0,0,11,1,2,0,2,1,72,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,1,4,0,0,60,0,1,0,0,1,1,0,0,2,0,0,0,3,0,1,7,0,0,0,0,0,0,0,0,0,2,0,0,6,68,0,1,0,0,0,1,27,0,0,0,0,1,3,0,0,0,0,0,0,0,1,1,0,2,1,0,0,6,0,206,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,42,2,0,0,0,0,1,4,0,0,0,0,31,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,268,0,2,0,0,0,0,0,0,3,0,0,20,0,1,0,0,0,1,2,5,0,0,0,1,0,7,1,0,0,174,67,4,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,2,0,0,28,2,1,0,0,0,0,1,0,0,0,0,1,0,51,0,1,1,0,0,0,0,0,0,22,0,0,0,0,3,0,0,2
200,2,12,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,2,0,0,0,200,0,0,20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,140,0,0,96,0,0,0,0,0,1,0,0,21,0,0,1,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,239,8,0,0,0,0,112,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,198,66,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,335,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,0,1,0,0,0,0,207,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,111,0,0,252,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85,2,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,10,1,0,0,0,0,0,0,1,0,0,0,0,17,1,0,4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,149,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,41,0,0,1,2,1,0,20,0,0,0,10,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,41,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,284,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,5,0,0,1,0,0,51,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97,1,0,0,0,0,0,0,6,0,70,0,0,0,0,0,0,0,2
