gen,0_AAAS,0_AACS,0_ABCA7,0_ABCF2,0_ABLIM1,0_ACAT1,0_ACE2,0_ACMSD,0_ACSM2B,0_ACVR1,0_ADAM23,0_ADAM33,0_ADAM8,0_ADAMTS9,0_ADCY2,0_ADCY3,0_ADNP,0_AEBP1,0_AFM,0_AGA,0_AGPAT4,0_AGTRAP,0_AHNAK2,0_AK2,0_AKR1C3,0_AKR1E2,0_ALDH1A2,0_ALDH1L1,0_ALDH1L2,0_ALDH7A1,0_ALG5,0_ALG9,0_ALKBH1,0_ALOX15,0_AMBP,0_AMBRA1,0_AMPD2,0_ANAPC2,0_ANGPTL1,0_ANK3,0_ANKRD46,0_ANXA13,0_ANXA3,0_ANXA4,0_ANXA6,0_AP2A2,0_APBB2,0_APEH,0_APLP2,0_APOD,0_APOLD1,0_ARAP1,0_ARFGEF2,0_ARHGAP24,0_ARHGAP6,0_ARHGEF2,0_ARHGEF7,0_ARL3,0_ARMC10,0_ARMC9,0_ARMCX1,0_ARPC2,0_ARPC3,0_ARRDC4,0_ASF1B,0_ASL,0_ATAD3B,0_ATF2,0_ATG7,0_ATP2B1,0_ATP2B3,0_ATP6V1B1,0_ATP6V1C2,0_ATP6V1E1,0_ATP6V1G1,0_AUH,0_AXIN2,0_B3GALT4,0_B4GALNT2,0_B4GALNT3,0_B4GALT3,0_BAG1,0_BAIAP2L2,0_BAK1,0_BANF1,0_BARX2,0_BCAP29,0_BCL2L12,0_BDH1,0_BDNF,0_BEX1,0_BEX2,0_BICD2,0_BIK,0_BPNT1,0_C18orf32,0_C1GALT1,0_C1orf194,0_C2CD2L,0_C2orf74,0_C4BPA,0_C5orf46,0_C8G,0_C8orf33,0_CA12,0_CACNA1H,0_CADM4,0_CALHM2,0_CAP2,0_CAPN1,0_CAPZA1,0_CASP9,0_CAV2,0_CBWD6,0_CCDC114,0_CCDC51,0_CCDC68,0_CCDC77,0_CCDC93,0_CCNB2,0_CCNG1,0_CCNJL,0_CCT3,0_CCT6B,0_CD164,0_CD2AP,0_CD44,0_CD47,0_CD55,0_CD81,0_CDH1,0_CDH2,0_CDH23,0_CDK17,0_CDK18,0_CDK5,0_CDK5RAP3,0_CDKN2C,0_CDS2,0_CECR2,0_CFL2,0_CHAC1,0_CHCHD6,0_CHD3,0_CHDH,0_CHEK2,0_CHI3L2,0_CHP2,0_CHRM3,0_CHST10,0_CHST15,0_CHST3,0_CHST6,0_CIB2,0_CIR1,0_CITED1,0_CLDN2,0_CLDN8,0_CLEC4C,0_CLEC4D,0_CLK2,0_CLPB,0_CLPX,0_CLRN3,0_CLTCL1,0_CMPK1,0_CNN3,0_CNOT8,0_CNTN1,0_CNTN2,0_CNTNAP1,0_COASY,0_COIL,0_COL4A3,0_COMMD3,0_COPS2,0_COPS7A,0_COQ2,0_COX11,0_COX7C,0_COX8C,0_CPE,0_CPNE5,0_CREB1,0_CREB3L1,0_CRHBP,0_CRTC2,0_CRTC3,0_CRYZ,0_CSPG4,0_CSPG5,0_CSRNP2,0_CTAGE6,0_CTBP2,0_CTDSPL,0_CTNNA2,0_CTR9,0_CTSB,0_CTSF,0_CTTNBP2,0_CUEDC1,0_CXCR5,0_CYFIP1,0_CYP27A1,0_DACT2,0_DAPK1,0_DCAF12L1,0_DCTN2,0_DDRGK1,0_DDX1,0_DDX11,0_DDX19B,0_DDX3Y,0_DDX60,0_DEDD,0_DERL2,0_DGKD,0_DHRS7,0_DIRAS3,0_DLST,0_DNAJB6,0_DNAJB7,0_DNAJC10,0_DNAJC16,0_DNAJC25,0_DNAJC9,0_DNASE1L3,0_DNASE2,0_DNMT3B,0_DPYS,0_DPYSL2,0_DPYSL3,0_DPYSL4,0_DSC2,0_DUOXA1,0_DUSP14,0_DUSP7,0_DVL3,0_DYNC2LI1,0_EBAG9,0_ECD,0_ECE1,0_ECHDC3,0_EDAR,0_EDIL3,0_EFCAB2,0_EFHC1,0_EFNB2,0_EFR3A,0_EHMT1,0_EIF4EBP1,0_EIF4ENIF1,0_EIF5,0_ELAVL1,0_ELF2,0_ELMO3,0_ELMOD3,0_ELP2,0_EMCN,0_EML2,0_ENHO,0_ENPEP,0_ENPP3,0_ENTPD2,0_EPHA7,0_ERBB3,0_ERI3,0_ERP29,0_ESRP1,0_ESRRA,0_ETV5,0_EXD3,0_EXOSC2,0_FABP3,0_FABP7,0_FAH,0_FAHD2B,0_FAM104A,0_FAM120AOS,0_FAM13C,0_FAM156A,0_FAM160A1,0_FAM167A,0_FAM174A,0_FAM20A,0_FAM47E,0_FAM53C,0_FAM81A,0_FAM8A1,0_FBXL14,0_FBXO33,0_FCHO2,0_FGB,0_FGFR4,0_FKBP9,0_FLRT3,0_FLT4,0_FMO2,0_FOXO1,0_FPR2,0_FRY,0_FTO,0_FXYD2,0_FXYD3,0_FZD7,0_GAB3,0_GABPB1,0_GABRG3,0_GADD45B,0_GAR1,0_GBA,0_GCH1,0_GCHFR,0_GDF15,0_GEN1,0_GGPS1,0_GGTA1,0_GIMAP8,0_GJA4,0_GLB1,0_GLG1,0_GLRX5,0_GLT8D1,0_GMEB1,0_GNAI1,0_GNB1L,0_GORAB,0_GPAA1,0_GPATCH1,0_GPBP1,0_GPD1,0_GPHN,0_GPR143,0_GPRASP1,0_GRB10,0_GRHPR,0_GRK5,0_GSTA1,0_GSTA4,0_GSTA5,0_GSTM1,0_GUF1,0_HAL,0_HAX1,0_HBB,0_HDAC3,0_HDDC3,0_HIP1R,0_HK1,0_HLA-DQB1,0_HLA-DRB5,0_HMGA2,0_HMGN1,0_HNF1B,0_HNRNPD,0_HOXC13,0_HOXD4,0_HP1BP3,0_HPR,0_HPRT1,0_HPS4,0_HS1BP3,0_HSD17B10,0_HSD17B11,0_HSD17B14,0_HSF1,0_HTATSF1,0_HTR2B,0_HYLS1,0_IAH1,0_ICA1,0_IFNB1,0_IFNG,0_IL11RA,0_ILF3,0_IMMP1L,0_INTS1,0_IPP,0_IQCE,0_IRAK1,0_IRGQ,0_ITGAV,0_ITGB3,0_JAK1,0_JARID2,0_JAZF1,0_KATNB1,0_KCND1,0_KCNE4,0_KCNJ1,0_KCNJ2,0_KCNK10,0_KCNK6,0_KCNQ5,0_KCTD16,0_KDM6A,0_KEAP1,0_KHDRBS2,0_KIAA0319L,0_KIF16B,0_KIF18A,0_KIF21A,0_KIF2A,0_KIF9,0_KISS1R,0_KLC4,0_KRBA1,0_KRT19,0_KRT7,0_KRT8,0_KTI12,0_LAYN,0_LDB2,0_LDOC1,0_LEFTY2,0_LEMD2,0_LGI4,0_LGR5,0_LIN7C,0_LIPT2,0_LMCD1,0_LPIN1,0_LRCH2,0_LRIT3,0_LRPPRC,0_LRRC24,0_LRRFIP1,0_LRRN4CL,0_LSM6,0_LUC7L3,0_LXN,0_LZTS1,0_M6PR,0_MAF,0_MAFG,0_MAGEA4,0_MAP2K1,0_MAP3K12,0_MAPK1,0_MAPK12,0_MAPKAPK5,0_MATK,0_MBIP,0_MCM7,0_MECP2,0_MECR,0_MEP1A,0_METAP1,0_METTL7B,0_MEX3D,0_MFSD8,0_MGST1,0_MICALL2,0_MID1,0_MLLT1,0_MMP2,0_MPI,0_MPV17L,0_MRPL2,0_MRPL50,0_MRPS27,0_MRPS30,0_MSRA,0_MSRB3,0_MST1R,0_MSTN,0_MT1E,0_MTAP,0_MTDH,0_MTPAP,0_MTX2,0_MXI1,0_MYL5,0_MYO10,0_MYO19,0_MYOCD,0_MYOM2,0_N6AMT1,0_NAA15,0_NAAA,0_NAGPA,0_NAP1L1,0_NAP1L4,0_NAPSA,0_NAT10,0_NCBP1,0_NCKAP5L,0_NCOA1,0_NDRG3,0_NDUFA4L2,0_NDUFB3,0_NDUFB4,0_NDUFB6,0_NECAB3,0_NEU1,0_NEXN,0_NFE2,0_NFIA,0_NFX1,0_NGB,0_NGEF,0_NKX2-2,0_NKX3-2,0_NKX6-1,0_NLGN1,0_NLRX1,0_NME5,0_NMT2,0_NMUR1,0_NNMT,0_NOL3,0_NOP56,0_NOP58,0_NOTCH1,0_NOTCH3,0_NOXO1,0_NR5A2,0_NRP2,0_NRSN2,0_NSUN6,0_NT5E,0_NTRK3,0_NUBP1,0_NUDT15,0_NUDT17,0_NUMA1,0_NXN,0_OCRL,0_OGDH,0_OGFOD1,0_ONECUT2,0_OTP,0_P4HA1,0_PA2G4,0_PACS1,0_PADI1,0_PAG1,0_PALMD,0_PARK7,0_PARP12,0_PAX9,0_PAXIP1,0_PBXIP1,0_PCDH11X,0_PCDHB4,0_PCDHGA1,0_PCDHGA12,0_PCDHGA7,0_PCDHGC4,0_PCID2,0_PCK1,0_PCMTD2,0_PCYOX1,0_PDE10A,0_PDE3A,0_PDLIM1,0_PDS5B,0_PDZD11,0_PDZK1IP1,0_PDZRN3,0_PELI1,0_PEX11B,0_PEX13,0_PEX16,0_PFDN4,0_PFKM,0_PGAP2,0_PGAP3,0_PGLYRP2,0_PGPEP1,0_PHB,0_PHF8,0_PHKA2,0_PHPT1,0_PI4K2A,0_PI4KB,0_PID1,0_PIK3CA,0_PIK3R6,0_PINK1,0_PIWIL4,0_PKIB,0_PKP4,0_PLCD1,0_PLCD3,0_PLD2,0_PLEK2,0_PLEKHG3,0_PLEKHM1,0_PLK2,0_PLOD3,0_PLS1,0_PMPCA,0_PMS2,0_PNCK,0_PNKP,0_PNPLA2,0_POC1A,0_POF1B,0_POFUT1,0_POLR3K,0_POMP,0_POTEE,0_POU2F1,0_POU2F2,0_PPFIBP2,0_PPIC,0_PPIG,0_PPP1CB,0_PPP1R7,0_PPP1R9A,0_PPP2CA,0_PPP2R2A,0_PPP2R2C,0_PPT1,0_PRDM1,0_PRDM4,0_PRDX1,0_PRDX6,0_PREX1,0_PREX2,0_PRICKLE4,0_PRODH,0_PRODH2,0_PROM1,0_PROS1,0_PRPF40B,0_PRR15L,0_PRTFDC1,0_PSMA3,0_PSMA7,0_PSMC3,0_PSMD9,0_PSMF1,0_PTAFR,0_PTEN,0_PTGES3,0_PTGIS,0_PTHLH,0_PTK2B,0_PTPMT1,0_PTPN21,0_PTTG2,0_PXMP4,0_QPCT,0_RAB11FIP4,0_RAB30,0_RAB9B,0_RAD1,0_RAD18,0_RAD54L,0_RADIL,0_RALBP1,0_RANBP1,0_RANBP3L,0_RAP1GAP2,0_RAPGEF4,0_RASAL1,0_RASGRF1,0_RASL11A,0_RB1CC1,0_RBM14,0_RBM17,0_RBM22,0_RBM38,0_RBMS2,0_RBMX,0_RBP5,0_REC8,0_REEP6,0_RELA,0_RELL1,0_REN,0_RFC1,0_RIC8A,0_RIC8B,0_RILPL2,0_RIMS2,0_RNASE3,0_RNASEL,0_RNF10,0_RNF123,0_RNF130,0_RNF17,0_RNF19A,0_RNF31,0_RNMT,0_ROBO2,0_RORA,0_RPAP1,0_RPRD1B,0_RPS6KB1,0_RRAGB,0_RRP15,0_RUFY2,0_RUNX1,0_S100A1,0_S1PR1,0_SAFB2,0_SAP30L,0_SAT2,0_SCARB2,0_SCHIP1,0_SCIN,0_SDC1,0_SDCBP2,0_SDR16C5,0_SEC16A,0_SEC31A,0_SELL,0_SEMA3A,0_SENP7,0_SERPINA3,0_SERPINA4,0_SERPINB5,0_SERPINH1,0_SERTAD2,0_SETD4,0_SF3B2,0_SFT2D2,0_SFXN2,0_SH3RF1,0_SHC1,0_SHC2,0_SHE,0_SHISA5,0_SHMT1,0_SHROOM2,0_SHROOM3,0_SIRT7,0_SLBP,0_SLC13A3,0_SLC15A4,0_SLC16A1,0_SLC1A1,0_SLC22A3,0_SLC25A5,0_SLC25A6,0_SLC26A11,0_SLC29A1,0_SLC2A9,0_SLC35A2,0_SLC35B3,0_SLC37A4,0_SLC39A7,0_SLC43A2,0_SLC48A1,0_SLC4A10,0_SLC9A2,0_SLC9A6,0_SMOX,0_SNAP29,0_SNAP47,0_SNF8,0_SNN,0_SNRPA1,0_SNRPB,0_SNRPB2,0_SNRPG,0_SNX21,0_SORCS1,0_SPAG5,0_SPG21,0_SPOCK2,0_SPRY1,0_SPRY2,0_SPRY4,0_SPTBN2,0_SPTBN4,0_SQLE,0_SQSTM1,0_SRCAP,0_SRD5A1,0_SRPRB,0_SRPX2,0_SSBP2,0_SSC5D,0_ST13,0_ST8SIA1,0_ST8SIA2,0_STARD13,0_STC1,0_STC2,0_STIP1,0_STK24,0_STOM,0_STRADA,0_STX18,0_SUDS3,0_SUMO4,0_SUN1,0_SUPT6H,0_SUSD2,0_SV2C,0_SYAP1,0_SYCP3,0_SYMPK,0_SYNE1,0_SYNGR3,0_SYNJ2BP,0_SYPL1,0_SYVN1,0_TACC2,0_TAF10,0_TAF5,0_TAF8,0_TARBP2,0_TBC1D14,0_TBC1D25,0_TBCC,0_TBCE,0_TBP,0_TCEA1,0_TCF7L2,0_TCTN1,0_TECPR1,0_TEKT3,0_TERF2,0_TERF2IP,0_TF,0_THAP11,0_THOC1,0_THRSP,0_TIGD1,0_TJP2,0_TLE2,0_TM4SF18,0_TM9SF4,0_TMCC2,0_TMED5,0_TMED7-TICAM2,0_TMEM104,0_TMEM132E,0_TMEM176B,0_TMEM184B,0_TMEM223,0_TMEM25,0_TMEM45B,0_TMEM59L,0_TMEM87A,0_TMEM8B,0_TNFRSF6B,0_TNIP1,0_TNIP2,0_TOB1,0_TOE1,0_TOP2A,0_TOR1B,0_TP53I3,0_TPK1,0_TPRN,0_TPX2,0_TRADD,0_TRAIP,0_TRAPPC10,0_TRIM17,0_TRIM35,0_TRIM52,0_TRIM7,0_TRIOBP,0_TRMT12,0_TRMT6,0_TSHR,0_TSKU,0_TSPYL2,0_TTC1,0_TTC4,0_TTF1,0_TTLL3,0_TUBA1C,0_TUBB1,0_TUBB8,0_TWF1,0_TXN,0_TYW3,0_UAP1,0_UBE2L3,0_UBE2L6,0_UBE2Z,0_UBXN11,0_UBXN6,0_UNC5B,0_UPK1B,0_UPK3B,0_UQCRFS1,0_URB1,0_UROC1,0_USP2,0_USP7,0_UTY,0_VEGFA,0_VIL1,0_VPS41,0_VRK1,0_VRK2,0_VTI1B,0_VWF,0_WARS2,0_WAS,0_WDR17,0_WDR19,0_WSCD2,0_WT1,0_XRCC4,0_XRCC5,0_YAF2,0_YTHDF2,0_YWHAZ,0_ZBED4,0_ZBTB12,0_ZBTB20,0_ZBTB34,0_ZBTB4,0_ZDHHC5,0_ZFPM2,0_ZFYVE1,0_ZIC1,0_ZMYM3,0_ZNF131,0_ZNF134,0_ZNF343,0_ZNF358,0_ZNF436,0_ZNF518B,0_ZNF521,0_ZNF610,0_ZNF630,0_ZNF69,0_ZNF787,0_ZNF83,0_ZNHIT3
0,0,0,0,0,0,0,0,4,0,5,85,89,3,5,141,0,0,25,0,9,0,0,5,0,44,104,19,0,48,0,0,30,34,10,11,7,0,0,14,31,9,0,32,2,0,3,0,12,0,48,0,0,21,0,0,0,0,11,0,6,0,0,0,0,0,0,0,0,0,34,71,80,10,0,0,0,51,4,1,0,15,0,1,0,0,16,14,0,4,63,10,25,1,36,0,0,37,5,3,10,12,7,0,0,5,61,47,0,0,0,0,4,21,6,2,0,2,5,0,0,0,18,0,163,0,17,1,7,40,1,14,86,10,0,0,0,0,130,0,126,0,0,63,12,19,0,0,6,15,0,0,0,4,4,20,38,0,42,25,16,0,5,0,0,30,0,12,0,0,15,0,0,0,0,16,0,10,0,0,0,26,16,37,2,19,60,1,0,0,0,0,0,21,0,0,55,0,0,24,0,19,5,0,17,0,0,135,28,0,0,37,0,0,0,8,0,0,0,21,11,0,74,0,2,13,0,124,0,116,44,0,0,81,6,2,0,0,0,0,0,1,1,0,0,15,21,0,12,0,81,0,8,0,0,0,55,0,0,0,31,5,0,79,94,12,0,0,0,21,3,5,0,2,17,63,0,16,0,9,28,0,0,0,0,38,0,18,5,0,1,0,0,87,0,24,91,0,25,0,24,0,0,15,17,7,7,1,2,0,7,0,24,0,4,0,12,1,0,0,0,0,2,0,5,39,4,0,0,44,0,0,9,112,11,0,41,0,8,10,0,4,0,8,3,10,26,0,0,15,9,4,154,0,6,18,134,44,0,0,0,0,0,0,12,0,0,26,15,16,0,0,35,57,0,0,0,0,0,0,24,0,0,10,0,2,0,0,0,2,60,44,0,0,15,159,0,0,32,0,0,65,0,0,8,28,0,0,42,0,6,0,32,0,0,25,0,68,25,3,4,32,1,2,11,0,6,21,70,0,0,2,0,0,0,8,0,0,28,0,10,3,0,16,0,0,0,25,0,6,0,13,99,0,37,3,22,41,96,0,0,0,0,0,0,114,0,4,6,3,14,20,11,0,13,9,43,44,1,1,0,0,0,0,33,23,0,0,0,0,0,4,0,0,0,0,0,0,0,0,37,0,144,19,0,57,5,0,0,0,0,6,0,6,3,0,27,0,5,7,0,2,107,0,6,0,0,0,0,0,0,125,41,0,0,11,165,4,0,0,0,32,0,24,0,10,128,25,27,22,0,6,0,13,0,43,0,0,0,1,0,6,0,0,0,0,21,0,17,277,0,0,0,19,0,0,0,0,0,0,0,45,16,3,0,0,0,21,22,0,0,0,0,0,0,9,2,12,6,77,0,0,0,1,1,1,0,0,1,0,1,0,0,57,8,8,0,0,0,0,0,31,0,3,0,59,39,0,7,61,0,0,0,3,17,0,38,0,106,17,5,0,35,15,0,0,0,7,23,3,0,0,54,0,19,18,0,0,59,23,22,3,4,71,27,10,0,3,56,5,6,0,0,75,1,0,0,50,0,22,29,0,2,0,34,6,9,0,3,19,22,0,1,0,19,5,0,75,0,0,0,0,8,0,0,25,67,75,0,14,2,97,0,58,45,0,0,0,0,0,18,0,0,0,0,0,0,0,3,0,0,0,46,0,0,0,0,0,0,35,0,0,0,9,0,0,66,1,0,42,0,21,25,13,0,0,0,0,0,0,6,0,203,7,0,0,49,22,141,2,0,32,6,25,0,22,13,0,0,0,44,22,0,0,0,0,6,0,6,0,72,0,0,0,0,0,0,0,10,7,4,0,0,0,0,1,25,6,2,82,0,0,8,0,0,6,0,23,0,0,33,0,0,0,18,6,0,27,0,26,0,52,2,6,0,36,0,58,0,67,0,0,4,23,0,14,26,0,20,10,0,0,0,17,0,0,40,15,0,6,4,6,0,9,17,7,0,2,7,0,0,14,9,43,0,14,0,22,0,8,0,0,0,7,165,0,0,107,120,0,0,0,0,0,7,1,7,0,6,0,0,8,22,40,34,11,23,7,17,1,0,0,9,0,0,33,4,92,86,0,0,12,0,39,81,0,0,0,0,0,0,9
100,0,5,0,0,1,0,0,319,0,0,0,0,0,0,24,0,2,0,0,0,0,1,0,1,0,123,0,4,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,57,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,29,0,0,0,4,0,3,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,11,0,0,0,2,0,0,3,0,0,0,0,0,5,0,1,0,0,0,3,0,0,0,7,0,0,1,1,288,0,0,0,0,0,0,0,2,0,1,0,0,0,364,0,0,0,0,0,0,6,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0,0,162,1,14,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,6,6,0,5,0,0,3,0,0,0,0,0,0,0,1,0,0,0,182,0,0,4,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,291,1,1,0,0,11,0,0,0,0,0,8,0,0,0,0,0,3,1,0,25,0,0,11,2,0,0,2,1,1,2,0,56,0,0,39,17,27,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,3,0,0,5,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,6,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,8,0,1,0,0,1,2,0,2,0,0,83,1,0,0,0,0,0,0,1,0,1,10,0,0,1,0,0,0,1,1,0,0,5,0,2,0,1,0,0,0,0,1,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11,155,0,0,0,0,0,264,0,1,2,0,0,0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,51,0,0,0,0,107,0,0,0,0,0,0,0,0,0,97,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,0,0,0,304,4,0,0,7,0,0,1,1,0,0,13,0,0,0,0,0,1,9,0,0,7,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,6,0,3,1,19,0,0,0,0,0,0,0,24,13,0,3,0,0,2,0,2,0,0,0,3,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,19,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,9,0,0,0,0,0,0,2,7,14,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,3,1,0,0,9,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,5,0,0,0,1,3,10,1,0,0,0,13,1,0,0,0,5,3,1,0,0,0,0,0,0,3,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,94,2,1,0,0,0,0,0,0,7,0,2,0,0,1,0,0,0,0,0,1,0,0,0,280,0,3,61,33,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,1,8,0,0,0,0,0,0,0,1,0,0
200,0,0,16,0,0,0,0,349,0,0,0,0,0,0,60,11,0,0,1,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,1,0,0,65,0,0,0,2,0,0,0,0,0,0,1,0,12,0,1,0,140,0,0,4,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,8,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,1,0,0,268,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,256,0,40,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0,14,1,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,234,0,0,0,0,11,0,0,0,0,1,3,28,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,3,143,0,0,66,40,11,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,3,0,0,0,0,192,0,10,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,117,0,0,1,0,0,266,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,106,0,0,2,0,0,0,0,8,0,52,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,296,0,0,1,2,0,1,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,1,1,17,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,37,0,0,0,2,0,0,0,137,10,1,4,1,0,3,2,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,147,0,0,2,0,0,40,0,0,0,0,0,1,1,0,3,0,0,0,0,0,3,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,1,0,1,2,3,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,91,0,0,0,0,0,1,0,0,36,0,0,0,0,0,1,1,0,0,0,0,0,4,0,276,1,0,4,31,2,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
