gen,0_AARS2,0_ABLIM3,0_ABTB2,0_ACAA1,0_ACAD8,0_ACADL,0_ACBD4,0_ACE2,0_ACMSD,0_ACSM2A,0_ACSM2B,0_ACTN3,0_ADAL,0_ADAM23,0_ADAM33,0_ADCY2,0_ADCY4,0_ADPRH,0_AFM,0_AHNAK2,0_AK2,0_AKAP1,0_AKAP8,0_AKAP8L,0_AKR1C3,0_AKR1E2,0_ALDH1A2,0_ALDH1L2,0_ALDH6A1,0_ALDH9A1,0_ALG1L2,0_ALG6,0_AMBP,0_AMBRA1,0_ANAPC7,0_ANK2,0_ANK3,0_ANKRD13A,0_ANKZF1,0_ANXA13,0_AOAH,0_AP3B1,0_APCS,0_APEH,0_APEX1,0_APOBEC3A,0_APOBEC3G,0_APOD,0_APOLD1,0_APPL2,0_ARAP1,0_ARHGAP5,0_ARHGEF16,0_ARL10,0_ARL2,0_ARL6IP4,0_ARPC2,0_ARPC5,0_ARPC5L,0_ASF1B,0_ASH1L,0_ASL,0_ATF3,0_ATIC,0_ATP1B3,0_ATP6V1A,0_ATP6V1B1,0_ATP6V1D,0_ATPAF2,0_ATRIP,0_AUP1,0_AXIN2,0_B3GALT4,0_B3GNTL1,0_B4GALT3,0_BAG1,0_BAIAP2L2,0_BARX2,0_BAX,0_BBC3,0_BCL2L11,0_BCL2L14,0_BDH1,0_BET1L,0_BHMT,0_BIN1,0_BLK,0_BLOC1S1,0_BNIP3,0_BSG,0_C16orf70,0_C19orf12,0_C19orf54,0_C1orf194,0_C1orf54,0_C2orf74,0_CACNA1C,0_CACNA1H,0_CALHM2,0_CAMK4,0_CAMKK2,0_CAND2,0_CAPG,0_CAPZA1,0_CARD11,0_CARM1,0_CAV2,0_CBLC,0_CBWD3,0_CBWD5,0_CBX4,0_CCDC114,0_CCDC77,0_CCDC88C,0_CCDC96,0_CCNA2,0_CCNJL,0_CCT6B,0_CCT7,0_CD47,0_CDC123,0_CDC42BPA,0_CDC42BPB,0_CDC42EP4,0_CDC45,0_CDC73,0_CDH11,0_CDH23,0_CDH6,0_CDK18,0_CDKN2C,0_CDR2L,0_CDT1,0_CDV3,0_CECR2,0_CENPA,0_CEP68,0_CEP72,0_CES3,0_CFC1B,0_CHAC1,0_CHD3,0_CHDH,0_CHFR,0_CHI3L2,0_CHKA,0_CHRNA7,0_CHST15,0_CHST3,0_CHST6,0_CIR1,0_CISD3,0_CITED1,0_CKS1B,0_CLCC1,0_CLDN2,0_CLDN7,0_CLEC4C,0_CLIP2,0_CLK2,0_CLK3,0_CLPB,0_CLRN3,0_CLTCL1,0_CMPK2,0_CNOT2,0_CNOT8,0_CNTN2,0_COASY,0_COL1A2,0_COMMD3,0_COPB2,0_COPS5,0_COPS6,0_COX17,0_CP,0_CPNE5,0_CRAT,0_CREB3L1,0_CRHBP,0_CRIM1,0_CRIP1,0_CRISPLD2,0_CRTAP,0_CSTF1,0_CTAGE1,0_CTAGE9,0_CTDSPL,0_CTNNA2,0_CTSC,0_CTSH,0_CTSS,0_CWC22,0_CYB5D2,0_CYB5R3,0_CYHR1,0_CYP4X1,0_CYSLTR2,0_DAAM2,0_DACH2,0_DCAF12L1,0_DCAF4,0_DCBLD2,0_DCLK3,0_DCP1B,0_DDC,0_DDHD2,0_DDO,0_DDX21,0_DEAF1,0_DEDD,0_DEPDC1,0_DHCR7,0_DHRS7,0_DHX30,0_DIP2C,0_DNAJB1,0_DNAJB4,0_DNAJB6,0_DNAJB7,0_DNAJC12,0_DNAJC25,0_DNAJC28,0_DNAJC5,0_DNASE1L3,0_DOHH,0_DOK1,0_DPAGT1,0_DPPA4,0_DPY19L3,0_DPYSL3,0_DSN1,0_DSTYK,0_DTNA,0_DUSP23,0_DUSP6,0_DUT,0_DYNC1LI1,0_DYNC2LI1,0_E2F1,0_ECD,0_EDN1,0_EFCAB2,0_EFNB2,0_EGFR,0_EHHADH,0_EHMT1,0_EIF2B2,0_EIF4E,0_EIF4EBP1,0_ELAC1,0_ELAC2,0_ELF4,0_ELMO3,0_ELOVL1,0_ELP4,0_EMCN,0_ENHO,0_ENPEP,0_ENPP3,0_ENTPD4,0_EPHA3,0_EPS8,0_ERAL1,0_ERBB4,0_ESRRA,0_ETFDH,0_ETV4,0_EWSR1,0_EYA4,0_FADD,0_FADS1,0_FAF1,0_FAH,0_FAHD1,0_FAM122B,0_FAM3C,0_FAM53C,0_FAM91A1,0_FANCG,0_FAR1,0_FAR2,0_FASTKD1,0_FBLL1,0_FBXL5,0_FCF1,0_FGB,0_FGF2,0_FGG,0_FLRT3,0_FMO4,0_FNIP2,0_FOSB,0_FOXS1,0_FTSJ3,0_FUCA1,0_FUT11,0_FXYD3,0_FXYD6,0_FZD7,0_G6PD,0_GALNT2,0_GAS1,0_GAS2L1,0_GBP4,0_GCH1,0_GCK,0_GDA,0_GEM,0_GEMIN6,0_GFER,0_GFM1,0_GFRA3,0_GGPS1,0_GGT1,0_GGTA1,0_GGTLC1,0_GGTLC2,0_GIT2,0_GJA4,0_GK5,0_GLE1,0_GLI2,0_GLIPR1,0_GLOD4,0_GLRX5,0_GLS,0_GLUD1,0_GM2A,0_GMPR,0_GNRH1,0_GPATCH1,0_GPR143,0_GPX3,0_GRB10,0_GRB2,0_GRB7,0_GREM2,0_GRK6,0_GSPT2,0_GSTA2,0_GSTA4,0_GTF2F1,0_GTF2H1,0_GUF1,0_HAND2,0_HARS2,0_HAX1,0_HBA1,0_HBA2,0_HBB,0_HDAC4,0_HDAC5,0_HESX1,0_HIF3A,0_HK1,0_HLA-DPB1,0_HMBS,0_HMGA1,0_HMGCR,0_HNF1B,0_HNF4A,0_HNMT,0_HNRNPA2B1,0_HNRNPU,0_HOXA10,0_HOXC13,0_HOXD4,0_HPCA,0_HSBP1L1,0_HSD17B14,0_HSD17B8,0_HSF1,0_HSPA12A,0_HSPA1B,0_HSPBAP1,0_HTR1E,0_HTT,0_HUNK,0_HYI,0_ICA1,0_IDH2,0_IDI1,0_IFNG,0_IGF1R,0_IGF2BP2,0_IKBKE,0_IL17RD,0_ILDR1,0_ILF2,0_IMMP1L,0_IMPA1,0_INO80C,0_INPPL1,0_INTS8,0_IRF2BP2,0_ISCU,0_ITCH,0_ITGA3,0_ITGB5,0_ITSN1,0_JAKMIP2,0_KALRN,0_KATNB1,0_KCNA5,0_KCNE3,0_KCNE4,0_KCNJ5,0_KCNK10,0_KCTD16,0_KHDRBS1,0_KIF13B,0_KIF18A,0_KIF9,0_KISS1R,0_KLF5,0_KLHL36,0_KLK5,0_KMO,0_KNTC1,0_KRBA1,0_KRT19,0_KRT4,0_L2HGDH,0_LAP3,0_LAPTM4A,0_LARP1,0_LARP7,0_LAYN,0_LBP,0_LCOR,0_LDB2,0_LDHC,0_LDLRAD2,0_LEFTY2,0_LEMD2,0_LEO1,0_LFNG,0_LGALS2,0_LGALS3,0_LGI4,0_LGMN,0_LGR5,0_LIMA1,0_LIN54,0_LMNB1,0_LPIN1,0_LRCH2,0_LRIT3,0_LRP2,0_LRRC3B,0_LRRN3,0_LRSAM1,0_LSG1,0_LSM6,0_LSR,0_LTBP2,0_LTBP4,0_LY75,0_MAD1L1,0_MAD2L2,0_MAEA,0_MAF,0_MAFG,0_MAGEA4,0_MANEA,0_MAP2K1,0_MAP3K5,0_MAPK11,0_MAPK8,0_MARK2,0_MBIP,0_MCCC1,0_MCM3,0_MED15,0_MED4,0_MEP1A,0_MFN1,0_MFNG,0_MGAM,0_MGLL,0_MID1,0_MIER1,0_MIS12,0_MLST8,0_MME,0_MMP2,0_MOGS,0_MON1B,0_MPI,0_MPV17L,0_MRPL42,0_MRPL44,0_MRPL47,0_MRPL9,0_MRPS25,0_MRPS28,0_MSTO1,0_MT1A,0_MTDH,0_MTHFD1L,0_MTMR1,0_MTSS1,0_MTUS2,0_MYO10,0_MYO1B,0_MYO6,0_MYOCD,0_MYOM2,0_MYSM1,0_NAP1L1,0_NAPSA,0_NBN,0_NCAPH,0_NCOR2,0_NDRG1,0_NDUFA12,0_NDUFA3,0_NDUFA4L2,0_NDUFA8,0_NDUFA9,0_NECAB3,0_NEK9,0_NEURL1B,0_NEUROD1,0_NFKB2,0_NFKBIE,0_NGB,0_NGEF,0_NHEJ1,0_NID2,0_NKAP,0_NKX2-2,0_NKX3-2,0_NLE1,0_NLGN1,0_NLK,0_NNT,0_NOMO3,0_NOTCH3,0_NOXO1,0_NPHP1,0_NPLOC4,0_NR3C2,0_NRSN2,0_NTRK3,0_NUDT12,0_NUDT15,0_NUP85,0_NXPH2,0_OAS2,0_OBSL1,0_OGDH,0_OGDHL,0_OGFR,0_OLA1,0_OMA1,0_OSBPL9,0_OTP,0_OTUD7B,0_OXSM,0_P4HA3,0_P4HTM,0_PABPC1,0_PADI1,0_PAPSS2,0_PAWR,0_PBLD,0_PCBD1,0_PCDH10,0_PCDHGA1,0_PCDHGA11,0_PCDHGA12,0_PCDHGA2,0_PCDHGA5,0_PCDHGB3,0_PCDHGB5,0_PCDHGC4,0_PCNA,0_PCNT,0_PCTP,0_PCYT1A,0_PDCD1LG2,0_PDCD2L,0_PDCD6IP,0_PDE9A,0_PDGFB,0_PDGFC,0_PDHX,0_PDK1,0_PDLIM2,0_PDZK1IP1,0_PEG3,0_PELP1,0_PEX13,0_PEX6,0_PFKM,0_PGAM5,0_PGAP3,0_PGS1,0_PHB2,0_PHKA2,0_PID1,0_PIF1,0_PIK3C2B,0_PIK3R3,0_PILRB,0_PIR,0_PKIB,0_PKNOX1,0_PLA2G5,0_PLCL1,0_PLEKHA2,0_PLEKHJ1,0_PLEKHM1,0_PNCK,0_PNPLA4,0_PNPT1,0_PODNL1,0_POF1B,0_POFUT1,0_POGK,0_POLR2H,0_POLR3D,0_POU2F1,0_POU2F2,0_POU5F1,0_POU6F1,0_PPIL3,0_PPM1K,0_PPP2R1B,0_PPP2R2A,0_PPP5C,0_PRAM1,0_PRDM1,0_PRDM11,0_PREX2,0_PRKCH,0_PRMT1,0_PROM1,0_PROS1,0_PRPF31,0_PRR15L,0_PRR16,0_PRTFDC1,0_PRTN3,0_PSMA4,0_PSMB10,0_PSMB9,0_PSMD3,0_PSMF1,0_PTEN,0_PTPRE,0_PXMP4,0_PYCR1,0_RAB11A,0_RAB11FIP4,0_RAB11FIP5,0_RAB12,0_RAB25,0_RAB30,0_RAB6A,0_RABAC1,0_RAD1,0_RAD9B,0_RADIL,0_RALA,0_RALGAPB,0_RANBP1,0_RANBP3L,0_RAP1GAP2,0_RAP1GDS1,0_RAPGEF4,0_RB1,0_RB1CC1,0_RBBP4,0_RBM17,0_RBMS2,0_REEP6,0_RELL1,0_REN,0_RGS7BP,0_RHBDD1,0_RHOT1,0_RILPL1,0_RIN2,0_RIOK3,0_RNASE3,0_RNASEL,0_RNASET2,0_RNF139,0_RNF187,0_ROBO2,0_RPA4,0_RPAIN,0_RPAP2,0_RPL17,0_RPL27,0_RPL27A,0_RPP25,0_RPS29,0_RPS6KA3,0_RSBN1,0_RUFY3,0_S100A11,0_S100A6,0_S1PR1,0_SAA4,0_SAP30,0_SBK2,0_SCARB1,0_SCARB2,0_SDC1,0_SDF4,0_SDR16C5,0_SENP2,0_SERPINA3,0_SERPINF2,0_SETD7,0_SFT2D2,0_SGMS1,0_SH3BGRL2,0_SH3RF3,0_SHC1,0_SIRPA,0_SIX5,0_SKA1,0_SLC16A1,0_SLC1A1,0_SLC1A4,0_SLC25A10,0_SLC25A22,0_SLC25A38,0_SLC26A11,0_SLC2A5,0_SLC2A9,0_SLC43A2,0_SLC46A2,0_SLC6A12,0_SLC7A1,0_SMAGP,0_SMC4,0_SMG6,0_SNAI2,0_SNAP29,0_SNRPD3,0_SNX21,0_SNX8,0_SOCS3,0_SOCS6,0_SORBS1,0_SORCS1,0_SOX9,0_SPAG5,0_SPINT2,0_SPRY2,0_SPRYD3,0_SQLE,0_SQSTM1,0_SRCAP,0_SRPX2,0_SS18L2,0_SSBP2,0_ST3GAL1,0_ST3GAL2,0_ST8SIA3,0_STARD13,0_STARD3NL,0_STBD1,0_STC2,0_STON2,0_STRBP,0_STX12,0_STX18,0_SUCLG1,0_SUSD2,0_SV2C,0_SYNE1,0_SYNGR3,0_SYNJ2BP,0_TACC1,0_TACO1,0_TAF8,0_TAF9B,0_TAP2,0_TATDN2,0_TBC1D1,0_TBC1D14,0_TBC1D25,0_TBCE,0_TBKBP1,0_TBX2,0_TEK,0_TERF2IP,0_THEM4,0_THOC3,0_TM4SF18,0_TMCC3,0_TMCO1,0_TMED7-TICAM2,0_TMEM116,0_TMEM132E,0_TMEM169,0_TMEM18,0_TMEM184B,0_TMEM25,0_TMEM43,0_TMEM59L,0_TMPRSS2,0_TNFSF13B,0_TNIP1,0_TNKS1BP1,0_TNPO2,0_TOB1,0_TOE1,0_TOM1,0_TOP2B,0_TPD52,0_TPD52L2,0_TPK1,0_TPPP,0_TRAF3IP1,0_TRAM1,0_TRAPPC4,0_TRDMT1,0_TRIB3,0_TRIM27,0_TRIM28,0_TRIM38,0_TRIM65,0_TRIM69,0_TRIOBP,0_TRMT12,0_TSHR,0_TSPAN17,0_TTC17,0_TTC32,0_TUBB8,0_TULP4,0_TWF1,0_TXLNA,0_TXNDC11,0_TXNL1,0_TYW3,0_U2AF1L4,0_UAP1,0_UBA1,0_UBE2N,0_UBQLN4,0_UFSP2,0_UGDH,0_UGT1A6,0_UNC5B,0_UNC5CL,0_UPK1B,0_UPK3B,0_UROC1,0_USP13,0_USP16,0_USP22,0_USP7,0_VAPA,0_VDAC1,0_VEGFA,0_VEZF1,0_VGLL4,0_VPS18,0_VRK2,0_VTI1B,0_WASF2,0_WBP2,0_WDR17,0_WDR37,0_WFS1,0_WSCD2,0_WT1,0_WWC1,0_XK,0_XKR9,0_XPC,0_XPR1,0_YAF2,0_YAP1,0_YBX1,0_YIPF2,0_YTHDF2,0_YWHAZ,0_ZBTB12,0_ZBTB20,0_ZC3H15,0_ZC3H4,0_ZCCHC17,0_ZCCHC24,0_ZCCHC8,0_ZDHHC17,0_ZDHHC3,0_ZFY,0_ZFYVE1,0_ZIC1,0_ZKSCAN4,0_ZMIZ2,0_ZMYM3,0_ZNF19,0_ZNF234,0_ZNF3,0_ZNF436,0_ZNF473,0_ZNF521,0_ZNF549,0_ZNF630,0_ZNF672,0_ZNF677,0_ZNF700,0_ZNF799
0,0,0,14,0,0,107,0,0,0,1,0,0,0,15,46,128,0,3,0,3,5,24,0,0,19,25,6,85,0,0,8,0,0,2,0,8,163,0,5,0,47,0,77,0,0,21,0,10,0,13,0,0,0,23,9,0,6,9,0,0,0,0,49,0,20,19,56,0,0,18,0,14,34,0,16,0,23,26,1,29,8,4,12,5,11,0,11,0,16,0,0,0,0,24,0,0,0,73,0,20,0,6,0,0,62,0,40,20,6,33,15,4,6,0,41,0,36,1,0,6,0,3,0,36,0,0,0,17,19,0,52,0,0,0,1,0,0,14,6,43,94,0,1,0,112,1,2,0,0,3,31,0,35,4,3,59,0,5,4,0,0,34,0,4,9,0,0,16,0,0,12,0,12,0,0,20,93,0,0,23,0,105,29,21,0,12,0,0,11,0,0,0,0,0,0,0,0,102,0,17,4,39,2,1,11,0,35,9,0,0,0,0,6,3,20,3,0,4,5,29,0,8,0,0,44,0,0,0,0,0,0,0,0,35,0,0,13,0,0,0,6,16,17,32,2,13,0,0,0,0,0,11,0,3,0,0,115,3,0,0,0,43,0,0,9,2,9,20,0,64,0,8,0,0,0,0,0,0,0,0,0,0,1,14,3,0,17,108,0,68,0,0,13,0,0,15,0,15,3,15,26,0,0,34,10,7,21,39,0,0,0,0,0,21,0,0,0,0,0,0,0,0,81,0,1,3,46,5,0,56,1,51,94,9,0,0,0,1,0,60,6,3,0,1,0,15,10,37,43,2,16,26,64,1,0,10,0,0,16,0,28,0,19,0,6,2,40,46,12,0,0,0,0,12,12,34,29,0,53,34,6,0,0,21,0,12,0,0,6,0,6,17,0,1,0,37,0,0,0,0,0,18,19,2,1,0,0,0,37,153,13,10,89,0,147,11,0,2,0,0,0,60,65,13,2,2,0,0,2,109,0,0,61,0,9,0,0,0,0,21,10,0,63,14,0,0,3,120,30,6,6,26,0,0,0,0,6,0,7,0,7,0,8,21,291,19,0,0,0,0,0,3,0,0,0,0,142,0,44,30,7,27,0,0,0,0,4,0,0,25,110,0,0,0,0,7,0,0,29,0,0,60,0,16,12,0,0,60,20,0,0,0,1,0,0,24,2,0,0,0,0,6,0,0,101,0,0,68,52,3,0,0,150,2,0,46,0,7,63,0,6,0,0,0,2,76,0,2,0,7,18,10,0,0,0,0,24,0,5,6,7,13,0,0,49,8,0,3,0,13,132,33,25,76,12,41,0,10,5,0,37,0,3,4,0,24,0,0,1,26,0,2,11,0,0,25,0,0,3,0,0,13,0,0,0,0,0,10,2,4,0,0,47,0,1,38,0,0,14,89,31,0,0,0,40,29,0,0,0,9,0,60,0,0,0,0,19,0,0,46,55,0,42,0,66,41,0,0,0,0,4,51,0,0,204,0,7,0,0,10,20,0,0,12,0,61,0,3,32,15,0,0,0,37,6,9,19,0,4,66,39,0,0,0,0,0,0,0,19,226,5,1,0,2,0,0,0,0,0,20,0,0,27,0,0,2,0,37,0,0,0,35,47,0,25,0,48,39,0,19,0,0,2,0,14,0,0,9,0,11,0,0,0,1,14,0,28,1,0,19,32,0,0,4,3,0,14,0,0,0,0,10,0,210,0,15,17,0,77,0,12,0,11,0,12,27,0,0,0,1,7,0,5,1,0,13,4,12,0,0,0,0,34,0,0,0,0,0,7,0,16,0,0,3,40,19,8,111,10,51,0,73,0,0,1,0,0,87,11,2,4,0,0,4,28,7,0,6,0,0,27,5,0,18,7,0,0,0,0,0,40,94,0,19,0,0,142,1,0,35,0,0,0,14,0,0,0,11,0,0,21,0,0,0,0,136,24,3,0,0,0,8,0,0,0,0,22,0,2,3,28,28,0,0,72,17,0,8,106,70,0,35,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,7,65,0,9,0,8,0,30,0,18,0,0,2,4,0,0
100,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,95,8,0,4,0,0,0,2,0,0,0,0,0,2,1,0,2,12,0,2,0,100,3,0,0,0,0,0,17,19,6,1,0,0,0,0,1,3,0,0,1,0,0,3,0,1,0,3,0,0,1,40,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,2,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,1,0,0,4,1,0,0,0,0,0,1,0,0,0,0,28,0,0,49,0,0,0,1,0,0,0,71,0,0,320,1,0,0,1,1,0,0,0,0,1,0,0,0,1,3,0,0,0,1,97,3,1,0,0,1,17,0,0,6,0,0,0,0,0,0,0,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,4,0,0,0,0,0,0,0,171,1,0,0,0,0,0,0,0,0,0,3,0,5,0,1,0,0,0,0,0,0,8,2,1,10,1,1,1,0,7,3,0,0,0,59,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,22,0,0,13,0,5,0,0,1,0,0,0,6,1,3,0,1,0,0,1,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,1,11,0,0,2,36,0,0,3,2,11,1,0,0,0,0,0,0,0,0,83,0,1,1,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,6,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0,3,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,2,2,0,0,0,0,0,0,17,12,0,0,327,0,0,109,0,0,0,1,0,0,0,1,2,0,2,0,0,2,0,0,0,0,9,0,0,1,49,0,0,0,0,19,3,0,0,0,0,0,258,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46,0,41,21,6,4,1,0,1,0,4,0,98,1,3,0,0,0,2,2,0,0,0,0,0,0,19,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,108,0,1,0,0,0,0,294,0,3,0,7,3,0,1,1,7,0,4,3,0,18,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,53,0,0,0,0,0,31,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,13,1,2,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,1,0,0,21,0,6,0,0,1,0,0,9,2,0,5,6,6,71,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,1,2,361,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,46,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,11,1,4,247,0,0,0,0,0,2,0,0,0,5,0,0,5,0,1,0,0,6,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,143,0,0,1,0,0,0,21,4,0,0,2,2,0,0,0,0,0,1,0,0,0,1,0,0,54,0,0,1,0,0,1,3,0,0,2,5,216,1,0,0,4,3,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,3,1,211,0,0,0,7,1,0,2,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,54,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0
200,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,120,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,1,0,11,0,0,3,0,2,0,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,58,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,43,0,0,0,0,0,1,0,0,0,2,64,0,0,274,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,69,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,1,186,0,0,0,0,0,1,0,1,1,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,2,0,0,1,55,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,8,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,31,0,0,15,0,3,0,0,1,0,0,9,0,0,1,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,318,0,0,180,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,122,1,2,0,0,0,1,0,0,0,0,0,282,0,0,0,0,1,0,0,0,0,66,0,0,0,0,0,0,60,0,0,1,0,0,0,0,0,0,0,10,27,0,0,0,0,0,0,1,0,4,0,0,0,0,57,5,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1,123,0,0,2,0,0,0,250,0,4,0,0,1,0,0,0,0,0,0,0,1,54,0,1,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,59,0,0,0,0,0,48,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,3,0,3,0,0,0,27,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,49,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,0,188,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,3,0,0,1,0,1,0,0,0,0,93,0,0,0,0,0,0,15,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,27,2,0,0,194,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,1,0,199,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
