gen,0_ABCA4,0_ABCF2,0_ACADL,0_ACADVL,0_ACAP1,0_ACE2,0_ACMSD,0_ACOT1,0_ACOT2,0_ACSL4,0_ACSM2A,0_ACTN3,0_ACTN4,0_ACVR2A,0_ACYP1,0_ADAL,0_ADAM33,0_ADCY2,0_ADCY8,0_ADH5,0_ADI1,0_ADK,0_ADPRH,0_AFM,0_AHNAK2,0_AIMP2,0_AKR1C3,0_ALDH1A2,0_ALDH1B1,0_ALDH5A1,0_ALDH7A1,0_ALDOA,0_ALKBH1,0_ALOX15,0_AMN,0_ANAPC4,0_ANAPC7,0_ANGPTL1,0_ANK3,0_ANKS6,0_ANP32E,0_ANXA13,0_ANXA3,0_AP1S1,0_AP2B1,0_APCS,0_APOBEC3A,0_APOD,0_APPL2,0_ARFIP1,0_ARHGAP23,0_ARHGEF35,0_ARL5A,0_ARMC9,0_ASMTL,0_ATAD3B,0_ATP1B3,0_ATP2A3,0_ATP6V0A2,0_ATP6V1B1,0_ATP6V1D,0_ATP6V1E1,0_ATP8B4,0_AUH,0_AUP1,0_AURKB,0_AUTS2,0_AXIN2,0_B3GNTL1,0_B4GALT1,0_BAG1,0_BAG3,0_BAIAP2L2,0_BAX,0_BBOX1,0_BCAP29,0_BCHE,0_BCL2L12,0_BCL2L14,0_BDH1,0_BDKRB1,0_BGN,0_BHMT,0_BIRC5,0_BLM,0_BNIP3,0_BRAP,0_BRD3,0_C11orf45,0_C1orf116,0_C1orf194,0_C1orf35,0_C1QBP,0_C20orf96,0_C2orf88,0_C4BPA,0_C5orf34,0_C5orf46,0_C6orf62,0_C8B,0_CA9,0_CACYBP,0_CALM2,0_CAMK4,0_CAPN1,0_CAPZA1,0_CARD11,0_CAV1,0_CAV2,0_CBLC,0_CBX4,0_CBX7,0_CC2D1A,0_CCDC114,0_CCDC134,0_CCDC47,0_CCDC77,0_CCDC88C,0_CCNB2,0_CCNG1,0_CCNJL,0_CCT3,0_CCT7,0_CD1B,0_CD2AP,0_CD81,0_CD9,0_CDC23,0_CDC42EP2,0_CDH2,0_CDH6,0_CDK1,0_CDK18,0_CDK2AP1,0_CDK5,0_CDK5RAP2,0_CDKN2C,0_CDR2L,0_CECR2,0_CFI,0_CHAC1,0_CHAF1A,0_CHCHD5,0_CHCHD6,0_CHD1,0_CHDH,0_CHI3L2,0_CHKA,0_CHP2,0_CHPT1,0_CHRDL1,0_CHRNA7,0_CHST11,0_CHST6,0_CISD1,0_CLCC1,0_CLCN7,0_CLDN2,0_CLDN4,0_CLDN8,0_CLEC4C,0_CLIC3,0_CLIP2,0_CLMN,0_CLPTM1,0_CMPK2,0_CNN3,0_CNNM1,0_CNTN2,0_CNTNAP1,0_COASY,0_COIL,0_COL1A1,0_COPS7A,0_COQ4,0_COX17,0_CP,0_CPNE5,0_CRHBP,0_CRISPLD2,0_CRYAB,0_CSNK1E,0_CSNK2A1,0_CSPG4,0_CTAGE6,0_CTAGE9,0_CTNNA2,0_CTR9,0_CTSZ,0_CUL3,0_CUL5,0_CYSLTR2,0_CYTIP,0_DAB2,0_DACT1,0_DARS2,0_DBNDD2,0_DCAF12L1,0_DCAF4,0_DCBLD2,0_DCP1B,0_DCTD,0_DCTN2,0_DDC,0_DDX10,0_DDX11,0_DDX19B,0_DDX43,0_DDX59,0_DEPDC1,0_DERL3,0_DHRS7,0_DLD,0_DLG1,0_DLST,0_DPAGT1,0_DPEP2,0_DPY19L4,0_DPY30,0_DPYS,0_DPYSL3,0_DPYSL4,0_DUOXA1,0_DUSP22,0_DVL3,0_ECHDC3,0_ECM2,0_EDN1,0_EEF1E1,0_EEF2,0_EFCAB2,0_EFNB2,0_EFR3A,0_EI24,0_EIF2S3,0_EIF4EBP1,0_EIF4ENIF1,0_ELOVL5,0_EMCN,0_EML2,0_ENHO,0_ENO2,0_ENPEP,0_ENPP3,0_ENTPD2,0_EPB41L2,0_EPHA3,0_EPHA7,0_EPS8,0_ERP29,0_EVPL,0_EXOC6B,0_EXOC7,0_EXTL2,0_EYA4,0_EZH2,0_FABP7,0_FAF2,0_FAIM,0_FAM104A,0_FAM120AOS,0_FAM122B,0_FAM135A,0_FAM20A,0_FAM53A,0_FAM53C,0_FAM83H,0_FAM8A1,0_FAM91A1,0_FAM98B,0_FANCE,0_FBXL5,0_FBXO6,0_FBXW9,0_FCHSD1,0_FECH,0_FETUB,0_FGB,0_FGF2,0_FGFR1,0_FILIP1L,0_FKBP10,0_FKBP5,0_FLOT2,0_FLRT3,0_FLT4,0_FOSB,0_FPR2,0_FRRS1,0_FRY,0_FXR1,0_G6PD,0_GABARAPL1,0_GALNT7,0_GANAB,0_GAS2L1,0_GBA2,0_GEMIN6,0_GGT1,0_GGTLC1,0_GIT1,0_GLOD4,0_GLOD5,0_GLRX,0_GLS,0_GLYCTK,0_GNA12,0_GOLGA3,0_GOLGB1,0_GPATCH1,0_GPR143,0_GPR160,0_GPR176,0_GPRASP1,0_GPX3,0_GREM2,0_GRK6,0_GRPEL1,0_GRPEL2,0_GSTA4,0_GSTZ1,0_GTF2B,0_GTF3C5,0_GTPBP1,0_HAAO,0_HBA2,0_HBB,0_HCCS,0_HDAC5,0_HLA-DRB5,0_HMGA2,0_HNRNPA2B1,0_HNRNPA3,0_HOXC13,0_HOXD4,0_HPCA,0_HPCAL1,0_HPR,0_HPS3,0_HSD17B14,0_HSD17B6,0_HSPA12A,0_HSPA1B,0_HSPG2,0_HTN1,0_HUNK,0_ICA1,0_IFNGR2,0_IFT57,0_IGF2BP2,0_IKZF2,0_IL10,0_IL18R1,0_IMPA1,0_INTS8,0_IPP,0_IQCE,0_IRF2BP2,0_ISG15,0_ISY1,0_ITGB5,0_ITGB8,0_JAKMIP2,0_KCNA5,0_KCND1,0_KCNE4,0_KCNJ1,0_KCNJ15,0_KCNK1,0_KCNS3,0_KCTD16,0_KHDRBS1,0_KHDRBS2,0_KIAA0753,0_KIAA1217,0_KIF13B,0_KIF18A,0_KIF20A,0_KISS1R,0_KLC2,0_KLF2,0_KLK5,0_KRT19,0_KRT4,0_KRT7,0_L3MBTL3,0_LAPTM4A,0_LASP1,0_LBP,0_LBR,0_LEFTY2,0_LEMD2,0_LETM2,0_LGALS8,0_LGI4,0_LHX6,0_LIMA1,0_LINGO2,0_LMNA,0_LMNB1,0_LPIN1,0_LRBA,0_LRCH2,0_LRPPRC,0_LRRC28,0_LRRC40,0_LRRC47,0_LRRFIP1,0_LRRN1,0_LRRN3,0_LRRN4CL,0_LSM6,0_LTBP2,0_LZTS2,0_MACROD2,0_MAEA,0_MAGEA4,0_MAGED2,0_MAP2,0_MAP2K5,0_MAPK12,0_MAPK9,0_MATK,0_MAX,0_MBIP,0_MBTD1,0_MCM3,0_MCM7,0_MCPH1,0_MED6,0_MET,0_METTL4,0_MFGE8,0_MFNG,0_MFSD8,0_MGAM,0_MGST1,0_MIA2,0_MID1,0_MKNK1,0_MLF2,0_MLYCD,0_MMP11,0_MMP2,0_MORC3,0_MPG,0_MPI,0_MPV17L,0_MRPS28,0_MRPS9,0_MRRF,0_MST1R,0_MSTO1,0_MT1A,0_MTAP,0_MTMR11,0_MTPAP,0_MTUS2,0_MXI1,0_MYO10,0_MYOCD,0_MYOM2,0_NAAA,0_NAGA,0_NAPSA,0_NARS2,0_NASP,0_NBEA,0_NBR1,0_NCAM2,0_NCKAP5L,0_NCOA7,0_NCSTN,0_NDRG1,0_NDUFA12,0_NDUFA4L2,0_NFIB,0_NGB,0_NGEF,0_NHLRC2,0_NKX2-2,0_NLGN1,0_NME3,0_NMT1,0_NMUR1,0_NNMT,0_NONO,0_NOS1AP,0_NOSTRIN,0_NOXO1,0_NPM3,0_NR5A2,0_NRP2,0_NRSN2,0_NSL1,0_NTRK3,0_NUB1,0_NUCB1,0_NUDT15,0_NUP50,0_NUP88,0_NXN,0_NXPH2,0_OGFOD1,0_OGT,0_OMA1,0_OS9,0_OTP,0_OXER1,0_OXNAD1,0_PABPC5,0_PAG1,0_PALM3,0_PAM,0_PARL,0_PAX5,0_PAX9,0_PBXIP1,0_PCDH10,0_PCDHGA1,0_PCDHGA11,0_PCDHGA12,0_PCDHGA2,0_PCDHGA5,0_PCDHGA6,0_PCDHGB7,0_PCDHGC4,0_PCK1,0_PCYOX1,0_PDAP1,0_PDCD2L,0_PDCL2,0_PDE9A,0_PDGFB,0_PDK1,0_PDZK1IP1,0_PECR,0_PER3,0_PEX19,0_PGAP2,0_PGLYRP2,0_PGPEP1,0_PGRMC2,0_PHKA2,0_PICK1,0_PIK3CG,0_PIK3R6,0_PIR,0_PIWIL4,0_PKD2,0_PLD1,0_PLEK2,0_PLEKHA2,0_PLEKHG3,0_PLOD3,0_PLRG1,0_PLS1,0_PLTP,0_PLXDC1,0_PLXNB1,0_PMS2,0_PNCK,0_POC1A,0_POF1B,0_POLR1E,0_POLR3D,0_POM121,0_POU2F2,0_POU5F1,0_PPCS,0_PPIP5K1,0_PPM1E,0_PPP1R15A,0_PPP2R2C,0_PPP3R2,0_PRAM1,0_PRCC,0_PRDM11,0_PRKAB1,0_PRKCB,0_PRKCSH,0_PRODH,0_PROS1,0_PRTFDC1,0_PSMB1,0_PSMC4,0_PSMF1,0_PTEN,0_PTGR1,0_PTHLH,0_PTPN21,0_PXDN,0_PXMP4,0_PYCR1,0_RAB11A,0_RAB5B,0_RAB9B,0_RABGGTA,0_RABGGTB,0_RADIL,0_RALBP1,0_RALGAPB,0_RALGDS,0_RANBP1,0_RANBP3,0_RANBP3L,0_RASD2,0_RASGRF1,0_RAVER2,0_RBBP9,0_RBM14,0_RBM17,0_RBM28,0_RBM38,0_RBM47,0_RBP4,0_RC3H1,0_REC8,0_REEP6,0_REN,0_REPIN1,0_REXO2,0_RHOT1,0_RHPN1,0_RNASEL,0_RNASET2,0_RNF130,0_RNF141,0_RNF181,0_RNF31,0_RPA4,0_RPL10A,0_RPL14,0_RPL19,0_RPL21,0_RPL26,0_RPL7,0_RPS18,0_RPS6KL1,0_RRM2B,0_RSBN1,0_RUFY3,0_RXRA,0_S100A1,0_S100A6,0_SAA4,0_SAFB,0_SAP30,0_SAP30BP,0_SARDH,0_SBK2,0_SCAMP4,0_SCAP,0_SEC16A,0_SEC31A,0_SEC62,0_SEL1L,0_SELL,0_SEMA4F,0_SEPHS1,0_SERPINA4,0_SERPINA5,0_SERPINF2,0_SETD1A,0_SETD7,0_SEZ6L2,0_SF3A3,0_SFXN4,0_SGK1,0_SGPP1,0_SH3PXD2B,0_SHC1,0_SHISA5,0_SHMT2,0_SHROOM3,0_SIAH2,0_SIRPA,0_SKA1,0_SKP1,0_SLC12A7,0_SLC13A3,0_SLC13A5,0_SLC16A1,0_SLC22A11,0_SLC25A12,0_SLC26A11,0_SLC30A9,0_SLC35B3,0_SLC39A8,0_SLC39A9,0_SLC47A1,0_SLC7A1,0_SLC7A5,0_SLC9A2,0_SLC9A9,0_SMAGP,0_SMARCE1,0_SMC4,0_SMU1,0_SNAI2,0_SNAP29,0_SNAP47,0_SNAPC2,0_SNF8,0_SNRPA,0_SNRPC,0_SNRPG,0_SNX10,0_SNX12,0_SNX14,0_SNX21,0_SNX5,0_SOCS2,0_SOCS6,0_SOD1,0_SORBS1,0_SPAG5,0_SPTBN2,0_SPTBN4,0_SQLE,0_SQSTM1,0_SRD5A1,0_SREBF2,0_STC2,0_STK39,0_STOML1,0_STRADA,0_STRADB,0_STX18,0_SUDS3,0_SUFU,0_SULT1C2,0_SUMO4,0_SYNGR1,0_SYNGR2,0_SYNGR3,0_SYPL1,0_SYS1,0_TAF8,0_TAPT1,0_TBC1D1,0_TBC1D10A,0_TBC1D9B,0_TBCE,0_TBX2,0_TCEA1,0_TCTN1,0_TEK,0_TFDP1,0_TIGD1,0_TIMM17A,0_TIMP2,0_TM4SF18,0_TM9SF2,0_TMBIM6,0_TMCO1,0_TMEM104,0_TMEM109,0_TMEM132E,0_TMEM184C,0_TMEM192,0_TMEM201,0_TMEM229B,0_TMEM43,0_TMEM59L,0_TMEM8B,0_TMPPE,0_TMPRSS2,0_TMTC1,0_TMX4,0_TNFRSF21,0_TNIP2,0_TNPO3,0_TOE1,0_TOMM40,0_TOMM5,0_TPK1,0_TPMT,0_TPP1,0_TPPP,0_TPT1,0_TRAF3IP1,0_TRAPPC1,0_TRDMT1,0_TRIB3,0_TRIM8,0_TRIOBP,0_TRIP6,0_TSHR,0_TSKU,0_TTF1,0_TTK,0_TTR,0_TWF1,0_TXNDC5,0_TXNRD1,0_UAP1,0_UBC,0_UBE2C,0_UBE2L3,0_UBE2Z,0_UBOX5,0_UBTF,0_UNC5CL,0_UPK1B,0_UPK3B,0_UQCRB,0_UQCRC1,0_UROC1,0_VCAN,0_VEGFA,0_VEZT,0_VHL,0_VKORC1,0_VPS18,0_VTI1B,0_WARS2,0_WDR1,0_WDR19,0_XK,0_XKR9,0_XPC,0_XRCC5,0_YAF2,0_YY1,0_ZC3H14,0_ZC3HAV1,0_ZCCHC17,0_ZDHHC14,0_ZFP91,0_ZFPM2,0_ZIC1,0_ZMYM2,0_ZMYM3,0_ZNF134,0_ZNF148,0_ZNF3,0_ZNF343,0_ZNF382,0_ZNF415,0_ZNF512,0_ZNF521,0_ZNF830,0_ZNF853,0_ZRANB1,0_ZSCAN16
0,0,0,32,0,0,52,0,1,4,27,12,39,0,14,0,3,92,92,3,0,0,0,32,0,3,0,23,4,0,0,44,8,15,0,38,0,0,21,0,6,10,42,0,0,0,71,21,4,50,0,0,31,0,25,6,0,13,0,0,49,0,0,0,0,0,0,57,27,0,38,0,6,10,39,176,2,35,0,13,4,0,0,7,0,0,20,0,3,0,0,33,0,0,0,0,1,10,0,0,7,1,0,2,14,0,0,66,0,14,7,0,0,0,17,20,0,4,0,0,52,14,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,21,13,137,2,12,0,0,18,0,4,66,5,35,0,27,0,24,16,0,4,0,112,16,2,8,70,0,0,0,15,12,0,74,60,0,0,0,5,0,0,8,79,73,2,0,0,0,0,0,9,27,14,0,6,0,65,0,0,0,0,7,60,48,102,23,0,36,0,5,2,0,13,0,56,17,0,0,0,0,0,0,0,0,43,31,58,9,3,0,69,1,7,0,0,48,3,0,0,0,0,0,0,0,23,6,0,0,32,29,0,20,33,21,0,0,0,1,0,24,0,9,0,0,0,0,0,0,165,0,0,0,0,0,0,0,4,0,0,7,13,11,27,84,10,0,0,20,19,27,0,0,3,24,0,0,21,1,11,0,15,0,0,0,0,0,0,11,0,32,46,0,0,0,32,81,13,2,15,6,38,16,0,23,29,3,0,0,0,0,51,1,0,37,24,19,0,0,68,30,0,17,17,0,0,94,25,23,0,5,17,46,0,1,5,9,0,34,9,0,0,0,29,80,0,0,0,19,6,0,6,0,5,0,19,71,19,45,0,0,0,132,0,15,7,0,18,58,14,77,0,4,0,29,0,4,0,0,0,64,5,7,0,0,0,8,0,125,0,41,5,0,19,9,33,52,0,19,0,6,4,187,0,0,11,0,0,0,0,7,0,4,0,0,5,0,6,15,4,0,26,60,0,35,11,3,0,0,102,0,0,63,90,0,0,6,7,0,67,3,1,0,5,13,0,55,18,3,0,0,0,0,0,1,1,29,0,0,69,1,0,0,45,88,0,31,64,0,0,55,8,0,0,0,9,10,0,16,31,0,87,0,0,16,31,3,0,0,39,0,7,0,82,0,0,1,0,0,0,52,54,114,10,37,87,8,12,41,0,35,66,64,0,46,73,0,1,5,0,11,0,17,0,0,0,46,0,6,1,7,115,16,47,27,0,0,1,47,8,0,11,0,0,0,0,0,3,1,33,0,4,0,11,20,0,10,9,0,1,0,3,0,0,0,11,0,4,52,31,0,0,22,55,21,43,0,0,0,149,0,0,11,0,0,23,0,38,0,35,0,21,0,134,0,15,0,59,0,16,0,26,0,24,18,43,0,0,0,0,38,89,0,0,0,3,44,0,0,0,36,0,0,0,0,0,4,0,0,53,0,45,0,0,0,0,90,0,0,0,35,11,0,5,0,39,19,0,18,0,0,2,3,0,0,0,0,0,0,0,3,0,13,0,0,0,31,0,2,0,1,97,0,54,0,0,61,21,0,15,0,30,2,0,0,0,48,13,0,0,0,0,0,3,0,12,14,2,41,0,0,0,195,48,110,4,49,6,0,0,0,0,0,0,18,0,0,43,59,88,0,87,0,5,81,0,0,0,43,0,3,0,0,0,0,7,0,22,37,0,0,0,3,0,19,0,0,0,0,0,61,0,0,104,0,0,16,0,0,24,0,0,0,0,19,6,0,22,0,34,5,0,3,5,6,9,14,0,48,34,0,14,0,23,0,0,7,0,14,0,39,124,0,0,0,0,0,0,13,0,4,9,31,0,1,41,8,4,27,18,0,0,0,1,3,0,33,92,0,39,0,0,0,17,37,37,1,0,2,53,0,2
100,1,5,2,1,0,27,0,0,0,0,1,0,0,0,1,0,0,212,0,0,8,5,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,4,0,1,0,0,0,0,3,1,12,0,3,0,0,15,1,0,0,5,0,0,0,0,0,54,0,0,3,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,16,0,0,0,0,0,0,2,21,1,0,0,0,0,0,0,0,0,0,0,4,9,33,2,0,0,0,0,0,0,0,4,1,1,0,2,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,110,0,1,0,24,0,4,2,0,0,0,1,115,0,1,1,0,10,0,0,0,0,14,0,1,0,1,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,1,0,0,2,0,1,1,0,0,4,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,13,0,1,8,0,1,6,0,0,1,0,191,14,0,1,0,0,0,0,0,73,0,0,0,0,0,1,5,1,4,0,5,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17,33,0,0,0,0,1,0,0,0,0,0,1,0,51,52,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,8,13,5,11,0,0,15,1,29,0,0,0,0,0,0,1,0,0,0,0,0,8,11,0,0,0,0,1,0,1,10,0,0,1,3,0,7,0,112,0,0,0,0,0,411,2,0,0,2,0,2,0,0,1,0,0,0,1,0,2,0,0,67,0,0,0,0,3,0,9,142,0,0,0,0,0,0,0,0,3,0,0,0,0,152,0,7,0,9,1,0,0,0,0,0,4,0,0,1,0,0,0,16,0,36,3,0,0,0,2,1,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,0,1,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,6,0,25,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,1,4,0,0,0,0,0,0,2,2,0,0,0,1,1,1,1,19,0,0,0,1,3,8,0,0,0,0,1,0,1,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,1,0,2,0,0,0,0,0,1,13,1,0,0,0,0,0,40,0,1,0,0,1,0,0,0,2,4,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,1,2,0,0,3,0,1,0,1,0,0,0,0,0,0,13,70,0,0,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,50,0,0,0,8,0,0,1,1,0,1,2,0,0,104,0,0,0,0,0,39,96,0,17,11,0,0,0,0,1,9,222,0,0,0,1,0,0,1,8,0,4,1,1,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,13,0,0,19,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,2,0,0,0,256,203,0,0,1,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,1,0
200,0,0,0,0,0,16,0,0,0,0,2,0,1,0,0,0,0,236,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,2,0,0,10,6,1,0,1,1,7,0,0,0,2,0,1,0,1,0,10,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,1,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,76,0,0,0,5,0,0,0,0,0,0,0,125,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,4,0,0,0,0,194,19,1,1,0,0,0,0,0,100,0,0,0,0,0,52,4,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,10,40,0,0,0,0,0,0,0,0,0,0,0,0,43,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84,0,0,0,0,0,0,4,5,0,0,7,0,0,17,0,43,0,0,1,0,0,0,0,0,0,0,0,0,6,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,92,0,0,0,1,0,413,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,100,0,0,0,1,2,0,1,203,0,0,0,1,0,1,0,0,0,0,0,0,0,115,3,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,10,0,25,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,84,0,0,0,0,0,0,1,1,0,0,324,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,1,0,0,1,5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,5,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,23,1,3,1,0,47,0,0,0,0,1,0,0,0,12,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,2,1,0,0,0,0,0,2,0,0,4,2,5,170,1,0,0,0,0,0,82,0,7,21,0,0,0,0,0,23,228,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,155,214,0,6,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
300,0,0,0,0,0,16,0,0,0,0,4,0,0,0,0,0,1,240,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,6,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,1,0,1,0,4,0,1,1,0,0,0,0,0,0,45,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,48,0,0,0,0,0,0,0,0,0,0,0,60,2,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,186,0,0,1,0,0,0,1,0,61,1,0,0,0,9,67,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,13,51,0,0,0,0,3,0,0,0,1,0,0,5,52,100,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,109,0,6,1,0,0,0,0,0,0,0,7,0,0,37,0,50,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,103,0,0,4,0,2,413,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,108,0,0,0,0,2,0,1,245,0,0,0,0,0,0,0,0,0,0,1,0,0,118,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,110,2,0,1,0,0,0,0,3,0,0,321,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0,2,1,0,0,0,0,0,0,0,0,12,0,1,75,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,2,1,90,0,0,1,0,0,1,0,0,10,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,5,0,0,265,0,0,0,0,0,0,136,0,31,75,0,0,1,1,0,2,234,0,0,16,1,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,27,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,154,213,0,0,3,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
