gen,evals,gen_feats,explored,root leanness_min,root leanness_avg,root leanness_max,root leanness_std,survival SKSurv Cox model concordance index_min,survival SKSurv Cox model concordance index_avg,survival SKSurv Cox model concordance index_max,survival SKSurv Cox model concordance index_std,root separation_min,root separation_avg,root separation_max,root separation_std
0,500,423,423,0.14002800840280097,0.25291210650087503,1.0,0.15672492990635528,0.5,0.7178309908534588,0.8057919222655373,0.06184130126760552,0.0,0.559759142153941,0.6077751360377708,0.08461378264269462
1,509,613,622,0.14002800840280097,0.27209358248182197,1.0,0.14367479385404436,0.4910862639626829,0.7238852935723662,0.8057919222655373,0.06206328830215042,0.0,0.5669903213187922,0.6077751360377708,0.05095414322056613
2,500,693,861,0.1386750490563073,0.3026927128002426,1.0,0.1497477202738644,0.4910862639626829,0.7204459521825813,0.8057919222655373,0.06621493757123548,0.0,0.5617364411732114,0.6077751360377708,0.053118546025792704
3,500,740,1098,0.13736056394868904,0.31667445459283045,1.0,0.15112277456181553,0.4910862639626829,0.7209229765444907,0.8057919222655373,0.06735532563277555,0.0,0.5618808282001669,0.6077751360377708,0.05307582355093739
4,500,751,1318,0.13483997249264842,0.3270878628912402,1.0,0.15780267242126073,0.45717742725706295,0.7244296814163245,0.8058790621039228,0.06807691792812222,0.0,0.5610274935277016,0.6077751360377708,0.056270631390682065
5,500,736,1500,0.13736056394868904,0.32010581035954383,1.0,0.1525510556286323,0.45717742725706295,0.7310675263340234,0.8063049067917253,0.06592420022453854,0.0,0.5659365920167183,0.6077751360377708,0.05122935229138496
6,500,750,1676,0.1386750490563073,0.3272345938521296,1.0,0.14963791983684227,0.45717742725706295,0.7338123499571353,0.8072232081578975,0.06325357654338136,0.0,0.5660873835265665,0.6077751360377708,0.04914325496232553
7,500,740,1827,0.13608276348795434,0.3480785904717868,1.0,0.1572372189363651,0.45717742725706295,0.7297541352460476,0.8072232081578975,0.06793144422981613,0.0,0.5605819741351462,0.6077751360377708,0.05348596881052115
8,500,779,2021,0.1336306209562122,0.343738319862506,1.0,0.16107067940269867,0.45717742725706295,0.7366419858088679,0.8132862432289416,0.06476912528665933,0.0,0.5620322940705207,0.607880859889931,0.05554809107972105
9,500,765,2185,0.1336306209562122,0.34804604456231436,1.0,0.15880870112568288,0.45717742725706295,0.7382094103555604,0.8132862432289416,0.06472060143500451,0.0,0.5625849084678091,0.607880859889931,0.05409626900093319
