gen,0_AASDH,0_ABCA1,0_ABHD14B,0_ACAA1,0_ACADL,0_ACADM,0_ACAP1,0_ACAT2,0_ACE2,0_ACMSD,0_ACO2,0_ACSL4,0_ACSM2A,0_ACSM2B,0_ACTN3,0_ADAM10,0_ADAM17,0_ADAM33,0_ADAMTSL2,0_ADCY3,0_ADCY6,0_ADM,0_ADRM1,0_AEBP1,0_AFF3,0_AGFG1,0_AHI1,0_AHR,0_AK3,0_AKAP7,0_AKAP8L,0_AKR1C3,0_AKR1E2,0_ALDH1A2,0_ALDH1L2,0_ALDH6A1,0_ALDH7A1,0_ALG9,0_ALKBH1,0_ANAPC4,0_ANAPC7,0_ANGPTL4,0_ANK3,0_ANKHD1,0_ANP32A,0_ANXA9,0_AP2A2,0_APBA3,0_APOD,0_APPL2,0_ARFGEF2,0_ARHGAP1,0_ARL2BP,0_ARMC8,0_ARMC9,0_ARMCX1,0_ASB13,0_ASRGL1,0_ATF1,0_ATP13A1,0_ATP1B1,0_ATP2B4,0_ATP6V0A2,0_ATP6V1B1,0_ATP6V1C2,0_ATP6V1D,0_ATP6V1F,0_ATRX,0_AUH,0_B3GNT3,0_B4GALNT1,0_BAG4,0_BAK1,0_BCL2L14,0_BEX2,0_BGN,0_BHMT,0_BNIP1,0_BPNT1,0_BRAP,0_BRD4,0_BTRC,0_BVES,0_BYSL,0_C18orf25,0_C1GALT1C1,0_C1orf116,0_C2CD3,0_C5orf22,0_C5orf34,0_C5orf46,0_C6orf118,0_CA9,0_CACNA1H,0_CADM4,0_CAND2,0_CAPNS1,0_CAPZA1,0_CARD11,0_CARHSP1,0_CASP4,0_CBWD3,0_CBX4,0_CBX5,0_CC2D1A,0_CCDC114,0_CCDC115,0_CCDC125,0_CCDC130,0_CCDC152,0_CCDC57,0_CCNG1,0_CCR6,0_CCT3,0_CDC27,0_CDC42EP3,0_CDH1,0_CDH23,0_CDK18,0_CDK5RAP3,0_CDKN1A,0_CDKN2AIPNL,0_CDKN2C,0_CDT1,0_CDYL,0_CECR2,0_CEP350,0_CES3,0_CETN2,0_CFHR1,0_CHAF1A,0_CHCHD10,0_CHCHD6,0_CHDH,0_CHPT1,0_CHRM3,0_CHRNB1,0_CITED1,0_CLCN6,0_CLDN2,0_CLDN4,0_CLDN7,0_CLDN8,0_CLEC4C,0_CLIC3,0_CLINT1,0_CLK2,0_CLPB,0_CLPTM1,0_CLRN3,0_CLTCL1,0_CMPK1,0_CMTM3,0_CNPY2,0_CNTN2,0_CNTN5,0_CNTNAP1,0_COG1,0_COIL,0_COL13A1,0_COMMD1,0_COMMD3,0_COPB1,0_COQ4,0_COX4I1,0_CPM,0_CPNE5,0_CPT1A,0_CRAT,0_CREB3L1,0_CRHBP,0_CRIP1,0_CRP,0_CRY2,0_CSNK1D,0_CSNK1E,0_CSPG4,0_CSRNP3,0_CTBP2,0_CTDSPL,0_CTPS2,0_CTSO,0_CWC22,0_CWC27,0_CX3CR1,0_CYB5R3,0_CYP27A1,0_CYTIP,0_DALRD3,0_DAXX,0_DBF4B,0_DCAF8,0_DCBLD2,0_DCTN2,0_DCTN3,0_DDC,0_DDX11,0_DDX19B,0_DDX43,0_DECR1,0_DEDD,0_DEXI,0_DHRS3,0_DHX30,0_DIRAS3,0_DLX5,0_DNA2,0_DNAJB1,0_DNASE1L3,0_DPEP2,0_DPPA4,0_DPYSL3,0_DPYSL4,0_DVL2,0_DYNC1I2,0_DYNLRB1,0_DYRK2,0_EBPL,0_ECE1,0_EDAR,0_EEF1G,0_EFCAB2,0_EFNB2,0_EFS,0_EHHADH,0_EHMT1,0_EIF2B1,0_EIF3D,0_EIF4ENIF1,0_ELP2,0_ELP4,0_ENHO,0_ENPEP,0_ENPP3,0_ENPP5,0_ENTPD2,0_EP400,0_EPHA7,0_EPPK1,0_EPS8,0_ERAL1,0_ESYT2,0_ETFB,0_ETNK2,0_ETV3,0_ETV5,0_EXOC4,0_EXOG,0_EXOSC1,0_F11R,0_F2RL1,0_FABP7,0_FAF1,0_FAF2,0_FAM114A2,0_FAM118B,0_FAM160A2,0_FAM160B2,0_FAM189A2,0_FAM20A,0_FAM53C,0_FAM98C,0_FANCE,0_FAS,0_FASTKD1,0_FBXL14,0_FCN3,0_FECH,0_FGB,0_FGD4,0_FGG,0_FIBP,0_FIP1L1,0_FKBP10,0_FKBP5,0_FLRT3,0_FLT4,0_FOXP2,0_FRMD8,0_FXYD2,0_FXYD6,0_FZD1,0_FZD8,0_G6PC,0_GABRG3,0_GALNT3,0_GALNT5,0_GAS2L1,0_GBP5,0_GDI1,0_GFER,0_GGH,0_GGTLC2,0_GK5,0_GLB1L,0_GLCCI1,0_GLOD5,0_GLYAT,0_GNAI1,0_GNAT1,0_GNB2,0_GOLM1,0_GPATCH1,0_GPR132,0_GPR143,0_GPRASP1,0_GPRC5D,0_GPS2,0_GPX3,0_GREM2,0_GRK6,0_GRPEL2,0_GRTP1,0_GSTA1,0_GSTA2,0_GSTA4,0_GSTM4,0_GTF2E1,0_HAL,0_HAPLN3,0_HAUS5,0_HBP1,0_HCRTR1,0_HDAC3,0_HDAC4,0_HELZ,0_HIRA,0_HLA-DQA1,0_HMBS,0_HMGA1,0_HMGN5,0_HMGXB4,0_HNRNPC,0_HPCA,0_HPCAL1,0_HSBP1L1,0_HSD17B6,0_HSDL2,0_HSPA12A,0_HSPA9,0_HTATSF1,0_HTN1,0_HTRA4,0_ID1,0_IDI1,0_IFI30,0_IFIH1,0_IFNB1,0_IL11RA,0_IL15,0_IL23A,0_INPP4B,0_INTS8,0_ISYNA1,0_ITGB3,0_ITIH3,0_ITIH5,0_JAK1,0_KALRN,0_KANK2,0_KCND1,0_KCNE4,0_KCNJ1,0_KCNK1,0_KCTD16,0_KHDRBS2,0_KIAA1755,0_KIF11,0_KIF18A,0_KIF21A,0_KIF5B,0_KIF7,0_KLC4,0_KLRB1,0_KNTC1,0_LAMB1,0_LAMB2,0_LAMP1,0_LARP4,0_LASP1,0_LCMT2,0_LDLRAD2,0_LEFTY2,0_LETM1,0_LGALS2,0_LGI4,0_LGR5,0_LILRB5,0_LIMA1,0_LIME1,0_LIMK2,0_LIPT2,0_LMNA,0_LNX1,0_LPAR2,0_LPIN1,0_LRP2,0_LRRC24,0_LRRC28,0_LRRFIP1,0_LRRN1,0_LRRN3,0_LRRN4CL,0_LRTOMT,0_LUC7L,0_LUC7L3,0_LYSMD3,0_MACF1,0_MAGEA4,0_MAP1LC3B2,0_MAP3K1,0_MAP3K12,0_MAP3K6,0_MAP4K2,0_MAPK1,0_MAPK9,0_MAX,0_MBIP,0_MBNL1,0_MCM9,0_MDC1,0_MED12,0_MED15,0_MED25,0_MEP1A,0_METAP1,0_MFGE8,0_MFSD1,0_MGAM,0_MGAT3,0_MGST1,0_MICAL3,0_MID1,0_MKS1,0_MLPH,0_MLST8,0_MMP2,0_MOCS2,0_MOXD1,0_MPHOSPH10,0_MPI,0_MPP6,0_MPV17L,0_MRPL15,0_MRPL23,0_MST1R,0_MSTN,0_MSTO1,0_MT1A,0_MT1E,0_MTAP,0_MTCH1,0_MTM1,0_MTMR11,0_MTOR,0_MTUS2,0_MYD88,0_N4BP1,0_NAPSA,0_NBEA,0_NCLN,0_NDRG1,0_NDRG2,0_NDUFA12,0_NDUFA4L2,0_NDUFAF3,0_NECAB3,0_NEIL1,0_NEK3,0_NF2,0_NFE2L1,0_NFIL3,0_NFS1,0_NGB,0_NIPA2,0_NIT2,0_NKX2-2,0_NLGN1,0_NME7,0_NMT2,0_NNT,0_NOMO1,0_NONO,0_NOP56,0_NOP58,0_NOS1AP,0_NOTCH1,0_NPM3,0_NPR3,0_NPRL2,0_NQO2,0_NRP2,0_NRSN2,0_NSA2,0_NTN1,0_NTRK3,0_NUDT10,0_NUDT15,0_NUP43,0_NUP88,0_OGFOD1,0_ONECUT2,0_ORM1,0_OTP,0_P4HA3,0_PACS1,0_PADI1,0_PANK2,0_PAPOLG,0_PAPSS2,0_PARL,0_PAX9,0_PBXIP1,0_PCCA,0_PCDH10,0_PCDHGA1,0_PCDHGA12,0_PCDHGA4,0_PCDHGA5,0_PCDHGA6,0_PCDHGB5,0_PCDHGB6,0_PCDHGB7,0_PCDHGC3,0_PCNT,0_PDAP1,0_PDCD2L,0_PDE3A,0_PDLIM1,0_PDZK1IP1,0_PEG3,0_PELO,0_PFDN2,0_PFDN4,0_PGLYRP2,0_PGRMC1,0_PHACTR4,0_PHB2,0_PIGR,0_PINK1,0_PIR,0_PIWIL4,0_PLCB4,0_PLCD3,0_PLEK2,0_PLEKHA7,0_PLXDC1,0_PLXNB1,0_PML,0_PNCK,0_PNMA1,0_POGZ,0_POLD3,0_POLH,0_POLR3B,0_POLR3E,0_POP4,0_POP5,0_POU3F3,0_PPAT,0_PPCDC,0_PPCS,0_PPIL2,0_PPIL3,0_PPP1R3D,0_PPP1R9A,0_PPP2R2A,0_PPP2R2B,0_PPP2R2C,0_PPP5C,0_PRAM1,0_PRDM1,0_PRDM11,0_PRDM2,0_PRDX5,0_PRELID1,0_PRKACA,0_PRKCD,0_PRKCH,0_PROC,0_PRODH,0_PROS1,0_PRPF19,0_PRR16,0_PRTFDC1,0_PSIP1,0_PSMB10,0_PSMC4,0_PSMD4,0_PSMF1,0_PSMG3,0_PTAFR,0_PTCD3,0_PTEN,0_PTGR1,0_PTHLH,0_PTMS,0_PTPRE,0_PUM1,0_PXDN,0_QPCT,0_RAB11FIP4,0_RABIF,0_RAD1,0_RALGAPB,0_RANBP1,0_RANBP2,0_RANBP3L,0_RAP1GAP2,0_RASA2,0_RASD2,0_RAVER1,0_RBM17,0_RBM38,0_RBM6,0_REN,0_RGL2,0_RHOT1,0_RILPL2,0_RNASEL,0_RNF13,0_RNF213,0_RNF40,0_RNF6,0_RNMT,0_ROBO2,0_RORA,0_RPA4,0_RPAP1,0_RPGR,0_RPL10L,0_RPL26,0_RPLP2,0_RPS15A,0_RPS6KA1,0_RPS6KB1,0_RRN3,0_RRP15,0_RSL1D1,0_RUFY2,0_RUFY3,0_S100A1,0_SAA4,0_SAR1B,0_SAT1,0_SCCPDH,0_SCFD2,0_SDC4,0_SEC31A,0_SEC62,0_SEMA3A,0_SERPINA3,0_SERPINB5,0_SF1,0_SF3B1,0_SFXN1,0_SGSM1,0_SH3BP2,0_SH3RF3,0_SHC1,0_SHROOM3,0_SIK1,0_SIRT6,0_SLC10A1,0_SLC10A3,0_SLC13A3,0_SLC15A4,0_SLC16A1,0_SLC22A11,0_SLC23A2,0_SLC25A12,0_SLC26A11,0_SLC27A4,0_SLC38A10,0_SLC3A1,0_SLC41A3,0_SLC43A2,0_SLC44A3,0_SLC46A3,0_SLC48A1,0_SLC6A2,0_SMC5,0_SMOX,0_SMS,0_SMU1,0_SNAP29,0_SNF8,0_SNX15,0_SNX5,0_SOCS1,0_SORCS1,0_SP1,0_SPAG5,0_SPATA5,0_SPRY1,0_SPRY4,0_SPTBN2,0_SPTBN4,0_SQSTM1,0_SREBF2,0_SRF,0_SSB,0_ST8SIA1,0_STAB1,0_STC1,0_STC2,0_STK35,0_STK36,0_STOM,0_STRADB,0_SUDS3,0_SUMO4,0_SV2C,0_SYNGR1,0_SYNGR3,0_SYNJ2BP,0_SYTL1,0_TAAR1,0_TAF7,0_TAX1BP3,0_TBC1D14,0_TBC1D23,0_TBC1D9B,0_TBCD,0_TBCE,0_TBP,0_TCEA2,0_TCF4,0_TCFL5,0_TCTN1,0_TEK,0_TEKT3,0_TF,0_TGDS,0_THG1L,0_TIAM1,0_TM4SF18,0_TMED7-TICAM2,0_TMED8,0_TMEM104,0_TMEM109,0_TMEM132E,0_TMEM169,0_TMEM43,0_TMEM50B,0_TMEM72,0_TMPRSS2,0_TNFRSF18,0_TNFRSF6B,0_TNRC6A,0_TOE1,0_TOM1,0_TOMM22,0_TP53BP1,0_TPK1,0_TPST1,0_TRAF3IP1,0_TRIM32,0_TRIM35,0_TRIM65,0_TRIM69,0_TRIO,0_TRIOBP,0_TRMT1,0_TRMT6,0_TRMT61B,0_TSNAX,0_TSPAN1,0_TTC30A,0_TTC7A,0_TTF1,0_TUBB,0_TUBB8,0_TUBGCP3,0_TWF1,0_U2AF2,0_UBA5,0_UBE2G2,0_UBE2I,0_UBR4,0_UEVLD,0_UFM1,0_UGT1A6,0_UPK1B,0_UPK3B,0_UROC1,0_USF1,0_USP1,0_VAC14,0_VAPA,0_VEGFA,0_VIPR1,0_VPS26A,0_VPS37B,0_VRK3,0_VSIG2,0_VTI1A,0_WDR1,0_WDR19,0_WDR6,0_WFS1,0_WNK2,0_WSCD2,0_WWC1,0_XK,0_XKR9,0_XPNPEP3,0_XPO1,0_XRCC4,0_XRCC5,0_YAF2,0_YPEL5,0_ZBED4,0_ZBTB34,0_ZC3HAV1,0_ZC3HC1,0_ZNF135,0_ZNF207,0_ZNF415,0_ZNF420,0_ZNF433,0_ZNF44,0_ZNF518B,0_ZNF521,0_ZNF677,0_ZNF69,0_ZNF707
0,0,0,61,0,0,0,0,50,0,16,0,19,17,0,29,0,0,131,0,6,17,0,0,40,11,0,0,12,6,2,0,47,15,16,0,0,55,46,33,0,0,14,146,0,0,9,0,45,34,39,6,0,0,13,18,1,0,0,0,9,0,0,0,19,2,0,0,0,0,0,13,0,0,32,10,0,0,7,0,0,0,0,0,0,19,0,65,2,85,34,74,19,21,3,0,43,0,0,46,0,0,38,0,0,15,0,0,2,0,25,0,0,0,0,0,0,12,15,0,0,0,0,68,0,0,47,0,16,0,15,0,0,34,28,0,77,0,20,0,24,35,0,31,1,0,0,0,3,0,0,22,0,0,29,38,77,4,4,0,0,0,23,0,0,0,13,12,0,0,2,33,0,122,0,0,31,0,0,0,0,10,8,2,2,18,0,18,0,0,0,3,2,9,20,0,0,12,3,64,0,20,0,2,0,5,0,0,11,44,36,13,0,15,0,0,0,5,0,42,0,0,59,13,0,5,14,0,0,19,0,0,68,0,41,75,103,4,48,41,16,0,0,0,0,0,2,26,0,0,8,36,72,0,0,78,3,0,0,0,47,4,0,0,17,0,21,76,5,1,9,32,0,1,0,35,151,0,43,0,165,0,16,0,61,4,8,167,0,0,0,0,0,0,0,22,0,25,0,31,0,0,16,11,0,43,62,0,0,57,137,66,19,50,24,8,51,0,0,38,0,15,0,30,0,2,0,0,61,0,0,0,0,6,0,28,0,30,0,13,0,5,40,6,0,21,0,0,36,0,6,3,0,0,0,79,0,27,2,0,0,0,23,12,32,185,69,0,0,152,3,0,197,0,0,0,20,14,0,11,0,0,0,0,0,0,87,2,0,0,0,0,45,0,0,0,20,0,3,84,34,0,45,3,0,0,0,0,0,24,0,22,0,29,13,0,0,0,26,0,0,0,0,0,7,2,15,2,0,5,0,1,40,43,0,21,0,95,0,0,3,90,7,113,0,0,9,144,0,51,10,13,1,0,16,6,0,0,0,84,0,0,27,0,0,23,0,17,0,0,0,0,2,38,21,0,0,40,107,1,6,0,20,0,0,11,91,38,21,41,0,19,57,16,0,0,40,32,0,0,17,18,157,38,14,54,21,88,3,0,0,27,2,1,0,63,190,53,0,0,41,21,0,0,0,0,0,10,28,0,17,0,0,0,0,112,0,36,18,40,0,25,9,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,21,0,0,0,3,0,0,0,14,41,9,20,0,0,0,0,0,0,12,0,89,21,15,0,0,26,0,0,0,0,25,0,0,0,42,11,6,40,0,0,9,0,0,0,21,1,67,0,0,23,0,0,27,87,18,0,111,0,0,19,17,12,0,0,0,0,7,31,12,41,0,15,0,0,0,13,6,3,36,7,14,0,17,5,0,0,12,0,0,39,5,167,55,0,6,0,14,9,0,24,0,104,0,0,15,12,1,0,0,0,0,0,25,0,0,10,0,41,0,0,0,0,0,0,34,0,63,0,17,24,9,2,9,214,0,35,9,144,2,13,0,0,0,0,0,0,4,4,0,10,7,0,16,13,0,142,0,30,0,0,2,0,0,3,33,0,0,0,0,49,0,0,0,28,0,0,0,71,4,0,0,0,118,1,0,0,0,0,27,2,0,31,0,0,23,0,3,9,2,1,0,32,0,0,0,0,0,0,52,4,0,34,0,4,0,20,0,28,0,0,44,0,0,8,2,120,10,0,0,0,1,0,15,0,0,19,23,0,14,0,0,0,0,207,0,125,50,0,0,9,16,10,0,3,4,0,0,0,0,7,0,20,0,3,190,0,0,0
100,1,0,3,4,0,0,3,0,0,271,0,0,306,3,0,1,1,0,0,0,0,0,0,222,0,0,4,0,0,0,0,0,0,0,0,0,46,0,0,2,0,3,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,5,0,1,5,0,0,10,0,0,1,0,0,0,1,2,0,5,0,0,4,0,0,0,4,0,1,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,1,59,0,0,0,0,2,0,0,0,0,0,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,4,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32,225,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,2,2,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,6,368,2,0,0,90,0,0,0,11,0,0,17,0,0,1,0,5,0,0,0,0,0,2,0,5,0,0,0,0,0,0,2,1,0,4,0,0,15,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,1,1,409,0,0,49,0,14,0,0,0,0,2,0,0,0,0,0,0,126,0,1,0,0,9,13,1,0,1,0,1,0,12,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,9,0,8,0,320,1,0,4,0,16,34,0,0,22,0,1,0,0,0,0,1,0,0,0,0,7,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,61,0,0,0,23,17,0,1,0,0,0,0,0,0,150,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,12,0,0,1,0,0,0,0,1,0,0,0,2,8,10,0,2,0,8,1,0,0,0,2,1,1,0,0,0,2,0,0,4,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,43,0,8,1,1,0,0,6,15,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,6,0,0,0,3,2,1,0,0,0,0,2,0,0,0,0,25,0,0,0,0,0,0,13,0,0,0,0,0,25,0,0,0,6,1,0,9,1,0,0,171,0,1,0,0,5,0,0,0,13,200,1,0,0,0,0,0,0,0,0,0,0,1,1,0,35,0,0,0,1,0,1,1,0,0,27,0,0,0,0,0,0,119,0,0,0,7,0,0,1,0,6,1,1,1,0,0,1,0,2,0,0,0,1,0,0,0,2,2,0,1,0,0,12,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,6,0,3,1,0,1,0,0,0,0,1,2,0,1,0,9,0,0,5,3,1,49,3,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,57,9,0,19,0,1,0,0,0,16,0,0,0,0,1,0,1,2,1,1,184,0,0,0,0,0,1,26,0,0,0,0,0,1,1,2,0,1,0,0,0,173,2,0,0
200,0,0,0,0,0,4,0,0,0,266,0,0,303,4,0,0,0,0,3,0,0,0,6,268,0,1,0,0,0,0,1,0,0,0,0,3,5,0,0,0,0,3,19,0,1,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,1,6,0,1,0,0,0,0,0,0,0,1,0,0,134,0,1,0,3,0,0,0,13,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,30,2,0,0,0,3,0,0,0,0,41,206,0,0,0,0,0,0,1,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,7,355,1,0,0,50,0,0,1,2,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,93,0,2,0,0,0,0,0,0,0,405,0,0,14,4,2,1,0,0,0,0,6,0,0,2,0,1,52,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,7,0,0,0,0,0,0,0,2,0,0,0,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,3,2,1,0,0,16,1,269,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,3,0,0,0,1,0,0,0,0,0,202,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,2,0,0,1,2,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,172,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,68,3,0,0,23,0,0,0,0,0,0,175,0,2,0,0,0,0,0,0,32,230,0,0,0,0,0,1,0,2,1,1,0,0,0,0,77,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,10,0,0,0,3,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,22,0,0,112,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,200,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,203,1,0,0
300,0,1,0,0,1,14,0,0,1,253,0,0,262,7,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,0,4,9,0,2,0,0,0,0,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,0,0,0,1,0,0,3,0,0,0,0,4,156,0,0,0,0,0,0,1,20,1,0,5,0,1,0,2,0,0,0,0,0,0,0,5,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,36,204,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,344,1,0,1,38,2,0,0,0,0,0,1,0,0,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,2,0,0,4,7,0,0,0,0,0,122,2,0,0,0,0,0,1,0,1,391,0,1,25,1,0,0,0,0,0,0,0,0,1,0,0,0,28,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,16,0,0,4,0,0,4,0,0,0,0,1,0,0,0,2,0,241,0,0,0,2,0,25,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,9,0,0,0,0,0,0,0,0,1,0,0,1,0,184,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,180,0,0,0,0,0,0,71,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,15,2,0,0,33,0,0,1,0,0,0,153,0,0,0,1,0,0,0,0,36,201,0,1,0,0,0,0,0,1,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,34,0,0,0,0,0,0,0,0,0,1,2,0,7,1,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,16,0,0,66,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,184,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,12
