gen,0_AARS2,0_ABCA4,0_ABHD11,0_ABHD14B,0_ACADL,0_ACE2,0_ACIN1,0_ACMSD,0_ACOX1,0_ACSM2A,0_ACSS1,0_ACTR3,0_ACY3,0_ADA,0_ADAL,0_ADAM33,0_ADAM8,0_ADCY3,0_AEBP1,0_AFP,0_AGA,0_AHCY,0_AHNAK2,0_AKAP7,0_AKR1C3,0_AKR1E2,0_ALK,0_ALOX5,0_AMBP,0_AMN,0_ANGPTL4,0_ANO6,0_ANXA13,0_ANXA2,0_ANXA3,0_ANXA4,0_AP1S1,0_AP2A2,0_AP4S1,0_APBA3,0_APIP,0_APOBEC3A,0_APOD,0_AQP1,0_ARFGEF2,0_ARHGAP23,0_ARHGAP6,0_ARL3,0_ARMCX1,0_ARPC2,0_ARPC5,0_ARRDC4,0_ASNSD1,0_ASPSCR1,0_ATE1,0_ATP1B3,0_ATP2B1,0_ATP2B2,0_ATP6V1A,0_ATP6V1B1,0_ATP8B1,0_ATPAF1,0_ATRIP,0_ATRX,0_AVPI1,0_AXIN2,0_B2M,0_B4GALNT1,0_BAALC,0_BAG1,0_BAIAP2L2,0_BAP1,0_BARX2,0_BAX,0_BBC3,0_BCL2L14,0_BDH1,0_BET1L,0_BEX2,0_BIK,0_BIRC5,0_BLK,0_BMI1,0_BNIP3L,0_BRF1,0_BRIP1,0_BSDC1,0_BSG,0_C12orf57,0_C16orf46,0_C1D,0_C1orf109,0_C1orf116,0_C21orf91,0_C5orf22,0_C6orf132,0_C8orf37,0_CA9,0_CABIN1,0_CACNA1H,0_CAND2,0_CAPZA1,0_CARD10,0_CARD8,0_CASP2,0_CASP9,0_CBWD6,0_CC2D1A,0_CCDC134,0_CCDC51,0_CCDC57,0_CCDC59,0_CCDC96,0_CCNG1,0_CCR4,0_CD47,0_CD55,0_CDC14A,0_CDC20,0_CDC42BPA,0_CDC42SE2,0_CDH16,0_CDH2,0_CDH23,0_CDH6,0_CDK16,0_CDK5RAP3,0_CDKN1C,0_CDKN2C,0_CECR2,0_CEMP1,0_CEP55,0_CEP72,0_CES3,0_CFB,0_CFI,0_CHAC1,0_CHCHD6,0_CHD9,0_CHI3L2,0_CHKB,0_CHN2,0_CHPT1,0_CHRNA7,0_CHST15,0_CHURC1,0_CIR1,0_CKS1B,0_CLCN3,0_CLDN12,0_CLDN2,0_CLPB,0_CLPTM1L,0_CLRN3,0_CMPK2,0_CNN3,0_CNTN5,0_CNTROB,0_COASY,0_COL1A2,0_COQ9,0_COX6B1,0_CP,0_CPD,0_CPNE5,0_CSNK1E,0_CSNK2B,0_CSPG4,0_CTAGE1,0_CTAGE6,0_CTBP2,0_CTDP1,0_CTNNA2,0_CTSA,0_CUX1,0_CXorf38,0_CYC1,0_DACT1,0_DAGLA,0_DCAF12L1,0_DCBLD2,0_DDB2,0_DDT,0_DDX11,0_DDX19B,0_DDX3Y,0_DENND5B,0_DEPDC1,0_DERL3,0_DGUOK,0_DHCR7,0_DHX32,0_DIP2B,0_DLAT,0_DLX5,0_DNA2,0_DNAJB1,0_DNAJB7,0_DNAJB9,0_DNAJC12,0_DNAJC9,0_DNASE1L3,0_DNMT3L,0_DPEP2,0_DPP9,0_DPY19L4,0_DPYSL2,0_DPYSL3,0_DTNA,0_DUOXA1,0_DUS4L,0_DUSP8,0_DYNC2LI1,0_DYRK4,0_EDIL3,0_EDN1,0_EFCAB2,0_EFNB2,0_EGR4,0_EHMT1,0_EIF4ENIF1,0_ELAC2,0_ELF1,0_ELF3,0_ELMO3,0_ELOVL1,0_EME1,0_ENGASE,0_ENHO,0_ENPP3,0_EPHA3,0_EPSTI1,0_ERAP1,0_ERGIC3,0_ERLIN2,0_ERP44,0_ESRRA,0_ESYT2,0_EWSR1,0_EXOC5,0_EZH2,0_F2RL1,0_FABP7,0_FADS1,0_FAHD2B,0_FAM107B,0_FAM167A,0_FAM171B,0_FAM20A,0_FAM53A,0_FAM89A,0_FASTKD3,0_FBXL5,0_FBXO44,0_FBXW9,0_FCAR,0_FECH,0_FETUB,0_FGB,0_FGFR4,0_FIBP,0_FIS1,0_FLRT3,0_FTO,0_FUCA1,0_G6PC,0_G6PD,0_GAPDH,0_GATAD2B,0_GBP1,0_GBP4,0_GBP5,0_GCH1,0_GCK,0_GCNT2,0_GGA1,0_GK5,0_GLI2,0_GLI3,0_GLOD4,0_GLRX5,0_GLUD1,0_GLYAT,0_GLYR1,0_GNB1L,0_GPHN,0_GPR63,0_GPRASP1,0_GPRC5D,0_GRAMD1B,0_GRAMD1C,0_GREM2,0_GRIN2D,0_GRK6,0_GSS,0_GSTA1,0_GSTA4,0_GSTZ1,0_GTF2B,0_GTF2F2,0_GYS1,0_HAAO,0_HADHA,0_HAL,0_HAND2,0_HAUS3,0_HAX1,0_HCFC1,0_HDAC1,0_HDAC2,0_HEPH,0_HERC3,0_HEXIM1,0_HEYL,0_HK1,0_HMBS,0_HMGA2,0_HMGCR,0_HNF1A,0_HNF1B,0_HNRNPC,0_HPCA,0_HPCAL1,0_HS3ST5,0_HSPA1A,0_HSPA6,0_HSPB8,0_HSPBAP1,0_HSPG2,0_HTATSF1,0_HTR1E,0_HTR3B,0_HTRA4,0_HUNK,0_IARS2,0_ICOSLG,0_IDO1,0_IDUA,0_IER3IP1,0_IER5,0_IFIT1,0_IFNG,0_IFT20,0_IGBP1,0_IKZF2,0_IL23A,0_IMPA2,0_IRF2BP2,0_ISYNA1,0_ITGB3,0_ITGB3BP,0_ITM2B,0_JUN,0_KAT5,0_KATNAL2,0_KCNA5,0_KCNK10,0_KCTD16,0_KHDRBS2,0_KIAA1217,0_KIAA1522,0_KIAA1614,0_KIF18A,0_KIF7,0_KIF9,0_KISS1R,0_KLHL36,0_KLK5,0_KMO,0_KPNA5,0_KRT19,0_KRT7,0_LARS2,0_LAYN,0_LBP,0_LDB2,0_LDHC,0_LEMD2,0_LENG8,0_LGI4,0_LGR5,0_LHX6,0_LIG1,0_LIMA1,0_LIN7C,0_LINGO2,0_LMBR1,0_LMNB1,0_LRIT3,0_LRRC24,0_LRRC28,0_LRRC40,0_LRRN1,0_LTBP2,0_LTBP4,0_MACC1,0_MAD1L1,0_MAEA,0_MAF,0_MAGEA4,0_MAGI2,0_MANSC1,0_MAP1LC3B2,0_MAP2K7,0_MAP3K1,0_MAP3K12,0_MAPK1,0_MAT2A,0_MAZ,0_MBD1,0_MCM4,0_MCM9,0_MDFIC,0_MED25,0_MEGF8,0_MEP1A,0_METTL7B,0_MEX3D,0_MGAT3,0_MICAL3,0_MICALL2,0_MID1,0_MIPOL1,0_MLF2,0_MLLT1,0_MORC3,0_MPI,0_MPV17L,0_MPZL2,0_MRI1,0_MRPL18,0_MRPL39,0_MRPL52,0_MST1R,0_MSTO1,0_MTCH1,0_MTHFS,0_MTMR1,0_MTO1,0_MYNN,0_MYO18A,0_MYO1E,0_N4BP1,0_NARS2,0_NAT10,0_NAV2,0_NCAM2,0_NCSTN,0_NDST2,0_NDUFA4,0_NDUFA4L2,0_NDUFV1,0_NEURL1B,0_NEUROD1,0_NF2,0_NFE2L1,0_NFX1,0_NFYA,0_NGB,0_NGEF,0_NHEJ1,0_NLGN1,0_NLRX1,0_NME1,0_NME4,0_NME7,0_NMNAT3,0_NMUR1,0_NNT,0_NOP56,0_NOTCH1,0_NPLOC4,0_NPM3,0_NQO2,0_NR1D2,0_NR5A2,0_NRP1,0_NSUN5,0_NSUN6,0_NT5DC2,0_NTN1,0_NTRK3,0_NUDT22,0_OCIAD1,0_OCIAD2,0_OGFOD1,0_OMA1,0_ONECUT2,0_OSGIN2,0_OTP,0_P4HA1,0_P4HA3,0_PABPC5,0_PADI1,0_PAFAH2,0_PAG1,0_PALB2,0_PALMD,0_PARP3,0_PCBD1,0_PCDHB4,0_PCDHB5,0_PCDHB7,0_PCDHGA9,0_PCDHGB4,0_PCK1,0_PCYOX1,0_PDE9A,0_PDGFB,0_PDK1,0_PDLIM1,0_PDZK1IP1,0_PEA15,0_PEBP1,0_PELI1,0_PEX3,0_PEX5,0_PEX6,0_PFDN2,0_PGLYRP2,0_PGRMC1,0_PGRMC2,0_PGS1,0_PHC1,0_PHC3,0_PHKA2,0_PHLPP1,0_PIF1,0_PINK1,0_PIWIL4,0_PLAU,0_PLCB4,0_PLEKHA1,0_PLK1,0_PLOD2,0_PLXNA2,0_PNCK,0_PNMA1,0_POC1A,0_POF1B,0_POLD1,0_POLR2E,0_POU2F1,0_POU5F1,0_PPARA,0_PPIL3,0_PPP1CB,0_PPP1R13B,0_PPP2CB,0_PPP2R2A,0_PPP2R2B,0_PPP2R2C,0_PPP2R3C,0_PPP2R5A,0_PPP3R2,0_PRC1,0_PRDM11,0_PRDX6,0_PREX2,0_PRKAB1,0_PRKCH,0_PRMT5,0_PROS1,0_PRPF38B,0_PRPF40B,0_PRPF6,0_PRR16,0_PRTFDC1,0_PSMC2,0_PSMC5,0_PSMG4,0_PSTK,0_PTDSS2,0_PTEN,0_PTGIS,0_PTPN21,0_PTPRE,0_PTPRJ,0_PXK,0_PXN,0_PYCR1,0_PZP,0_QPCT,0_RAB11FIP2,0_RAB30,0_RAB31,0_RAD1,0_RAD54L,0_RADIL,0_RAI1,0_RALBP1,0_RANBP3L,0_RAPGEF4,0_RASAL1,0_RASSF3,0_RASSF4,0_RBBP7,0_RBM17,0_RCBTB2,0_RCCD1,0_RDH14,0_REM1,0_REN,0_REST,0_RHOBTB1,0_RHPN1,0_RIC8B,0_RIPK1,0_RNASEL,0_RNF14,0_RNF167,0_RNF17,0_RNF180,0_RNF187,0_RNF4,0_ROBO2,0_RPA2,0_RPA4,0_RPAP1,0_RPAP2,0_RPGR,0_RPIA,0_RPL10A,0_RPL13,0_RPL14,0_RPL8,0_RPL9,0_RPLP0,0_RPRD1B,0_RPS20,0_RPS6KA3,0_RPS7,0_RPUSD1,0_RRP8,0_RRS1,0_RSAD2,0_RUFY2,0_S1PR1,0_S1PR2,0_SAA4,0_SAFB,0_SALL1,0_SAMD4A,0_SAR1A,0_SCAP,0_SCARB2,0_SCCPDH,0_SCO1,0_SDC3,0_SDR16C5,0_SDSL,0_SEC31A,0_SEL1L,0_SEMA3A,0_SEMA4D,0_SEPHS1,0_SERPINA3,0_SERPINB5,0_SESTD1,0_SF3A1,0_SFXN5,0_SGMS1,0_SGSM1,0_SGSM2,0_SHC1,0_SHE,0_SHPRH,0_SIPA1L2,0_SIRT1,0_SKA1,0_SLBP,0_SLC12A7,0_SLC13A3,0_SLC16A1,0_SLC16A4,0_SLC1A4,0_SLC25A12,0_SLC25A46,0_SLC26A11,0_SLC26A2,0_SLC29A1,0_SLC29A2,0_SLC2A5,0_SLC2A9,0_SLC35A2,0_SLC35B4,0_SLC35E1,0_SLC37A4,0_SLC38A10,0_SLC39A9,0_SLC43A2,0_SLC4A2,0_SLC9A2,0_SLC9A9,0_SNRPB,0_SOCS1,0_SORBS1,0_SOX4,0_SP100,0_SPAG5,0_SPARC,0_SPATA18,0_SPEN,0_SPOCK2,0_SPRY1,0_SPTLC1,0_SQSTM1,0_SRP19,0_ST3GAL1,0_ST8SIA2,0_ST8SIA3,0_STAG1,0_STARD13,0_STAT4,0_STBD1,0_STK35,0_STOM,0_STON2,0_STRADB,0_STX12,0_STX18,0_SUDS3,0_SUMO4,0_SUSD2,0_SV2C,0_SYNGR3,0_SYNJ2BP,0_TAAR1,0_TAB2,0_TAF8,0_TAP1,0_TBC1D1,0_TBC1D14,0_TBC1D25,0_TBCC,0_TBCE,0_TBL1XR1,0_TCEA3,0_TCFL5,0_TEC,0_TEK,0_TF,0_THBS1,0_THEM4,0_THRSP,0_TIAM2,0_TIMM8A,0_TJP2,0_TM2D2,0_TM4SF18,0_TMED4,0_TMEM132E,0_TMEM176A,0_TMEM43,0_TMEM45B,0_TMEM59,0_TMEM59L,0_TMEM70,0_TMEM9B,0_TNFAIP3,0_TNFAIP8L3,0_TNFRSF18,0_TNFSF13B,0_TNK2,0_TNRC6A,0_TOM1,0_TOP2A,0_TOP2B,0_TOR1A,0_TPD52,0_TPK1,0_TPX2,0_TRAPPC1,0_TRIB2,0_TRIM11,0_TRIM22,0_TRIM25,0_TRIM35,0_TRIM55,0_TRIM69,0_TRIO,0_TRIOBP,0_TRMT5,0_TRMT61B,0_TSC2,0_TSHR,0_TTC17,0_TTC7A,0_TTLL3,0_TTLL7,0_TUBB8,0_TUFM,0_TWF1,0_TXNDC16,0_TXNDC5,0_TXNL1,0_TXNRD1,0_TYMP,0_TYW1,0_TYW3,0_UAP1,0_UBA1,0_UBA5,0_UBASH3B,0_UBC,0_UBE2F,0_UBE2L3,0_UBLCP1,0_UBTF,0_UGCG,0_UNC5CL,0_UPK3B,0_UROC1,0_USP10,0_USP13,0_USP54,0_UTY,0_VAC14,0_VBP1,0_VDAC1,0_VEGFA,0_VGLL4,0_VHL,0_VPS37B,0_VSIG2,0_VTI1A,0_WBP2,0_WDR1,0_WDR61,0_WDR7,0_WFS1,0_WIZ,0_WRAP53,0_WT1,0_WWTR1,0_XKR9,0_XPC,0_YWHAZ,0_ZBED4,0_ZBTB33,0_ZBTB34,0_ZBTB5,0_ZC3H18,0_ZC3H4,0_ZDHHC17,0_ZDHHC6,0_ZHX2,0_ZKSCAN4,0_ZMIZ1,0_ZNF19,0_ZNF211,0_ZNF22,0_ZNF436,0_ZNF518B,0_ZNF540,0_ZNF544,0_ZNF575,0_ZNF677,0_ZNFX1,0_ZSCAN12
0,6,61,0,3,88,0,0,11,9,0,15,0,0,0,5,0,0,0,2,5,37,0,18,53,58,40,0,0,25,0,2,2,0,0,22,4,0,16,9,10,0,14,0,31,2,0,0,31,92,0,34,0,0,0,0,28,0,53,20,57,12,0,3,0,29,4,4,157,0,0,22,7,51,0,41,2,24,48,0,36,0,0,6,0,0,0,0,0,0,0,0,31,112,0,47,0,0,16,6,114,8,0,0,3,0,0,0,22,27,1,0,0,8,0,0,2,10,0,0,13,0,71,81,14,7,0,0,0,250,5,0,0,6,64,1,39,0,19,0,12,19,3,0,0,1,5,24,21,0,0,0,9,0,0,1,14,11,0,0,0,0,0,26,10,23,25,0,0,22,10,0,4,62,0,0,0,0,0,6,179,4,0,0,33,6,25,0,0,20,0,32,0,0,0,0,0,0,66,0,0,2,287,0,0,0,0,0,0,17,34,0,20,0,0,21,15,49,105,12,71,58,0,0,0,38,0,0,0,5,0,0,8,15,0,0,0,30,6,0,0,0,9,22,0,0,2,7,0,35,0,6,0,0,0,0,59,3,2,128,0,0,0,0,0,10,254,35,16,1,47,23,13,26,2,0,0,0,0,2,0,18,19,0,0,18,24,0,0,14,14,0,56,0,4,0,10,14,8,0,24,15,21,0,16,24,0,5,3,24,0,0,0,31,0,15,0,0,67,0,3,0,1,8,0,24,18,5,6,0,34,5,0,29,24,0,18,143,0,9,2,4,19,0,0,0,34,4,2,0,45,0,0,12,0,10,0,28,183,2,0,0,0,0,61,8,13,0,21,33,0,21,0,7,0,129,0,15,0,0,2,15,0,0,1,13,1,0,0,78,1,36,6,2,18,10,131,0,9,17,16,0,0,0,0,17,7,6,0,0,2,0,0,0,0,0,29,24,0,0,28,0,52,5,0,16,0,24,20,0,0,0,0,0,48,0,0,0,0,0,0,0,7,0,9,4,2,0,3,4,1,26,0,0,0,0,0,0,0,34,1,0,71,0,0,0,0,13,0,0,0,39,0,0,0,16,5,0,11,0,0,30,177,4,0,0,0,0,43,0,39,3,0,6,108,0,1,0,20,0,0,0,0,13,0,10,34,11,11,0,8,0,28,0,0,42,0,0,0,0,266,72,0,0,0,0,0,9,175,0,19,12,0,7,0,17,0,5,18,0,233,4,19,54,1,0,0,0,1,30,95,24,72,3,0,0,0,34,0,0,1,0,0,0,0,0,0,6,20,0,0,0,0,0,21,104,0,2,0,0,20,0,6,0,0,8,37,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,155,0,0,0,4,0,15,0,0,51,6,0,5,0,0,6,32,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,21,22,0,0,14,1,11,0,64,0,85,5,0,0,74,0,3,0,218,0,0,210,40,0,0,0,0,6,0,0,0,0,0,0,0,4,3,19,0,0,0,6,0,36,54,0,189,0,0,0,0,7,0,18,0,53,0,0,0,1,25,4,0,5,333,2,174,0,6,0,0,41,0,0,54,53,0,0,0,40,0,2,0,0,45,4,0,13,0,0,217,0,0,0,50,5,7,0,26,0,0,0,0,0,9,0,7,70,71,0,28,14,22,0,0,0,153,0,0,13,11,60,15,0,0,0,14,6,0,0,2,0,8,0,5,0,0,0,0,0,0,0,33,25,82,0,37,0,2,6,39,0,0,0,24,7,0,40,0,2,0,3,0,18,12,0,0,3,3,0,0,2,0,29,0,0,6,11,0,1,0,9,0,0,0,0,0,13,0,10,0,8,0,0,0,4,0,0,55,0,1,46,0,5,0,10,0,12,0,0,34,0,0,0,0,0,0,29,4,0,0,0,18,8,0
100,0,1,0,0,48,1,1,267,0,105,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,343,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,2,82,0,65,0,0,0,0,2,1,2,0,6,0,0,0,0,0,19,0,0,0,0,1,1,0,1,0,0,0,0,4,280,0,1,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,118,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,3,0,4,0,17,16,0,0,0,1,0,0,6,0,0,0,0,1,0,0,0,1,0,0,31,1,1,16,34,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,1,0,6,0,1,0,0,0,1,0,0,0,0,0,21,17,0,0,0,5,0,0,2,0,1,0,3,0,0,8,0,0,0,55,0,2,1,0,0,0,426,0,0,0,0,0,0,0,8,0,0,10,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,195,1,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0,35,0,0,0,1,17,28,0,1,17,0,0,17,8,1,6,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,39,0,0,0,0,0,0,11,0,0,0,17,0,0,0,2,0,0,0,23,0,0,1,12,0,0,0,0,37,10,0,0,0,0,0,0,0,1,0,1,3,2,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,314,1,0,173,0,0,1,1,0,0,17,0,0,0,0,1,0,1,0,0,0,0,17,13,0,0,0,0,0,0,0,127,0,0,0,2,0,0,0,0,0,1,0,0,0,0,9,0,0,0,2,0,1,0,0,0,0,0,14,0,2,52,0,0,2,1,0,8,0,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,186,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,29,0,8,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,11,0,3,0,3,0,0,0,0,0,20,0,1,1,0,0,0,7,0,0,0,0,6,1,0,20,22,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,49,0,0,89,0,0,1,0,41,0,21,38,0,1,0,18,0,0,0,0,3,3,0,0,8,0,0,3,26,1,1,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,398,0,8,0,0,0,1,0,16,0,1,0,0,2,1,0,0,0,2,0,0,0,5,0,0,0,67,1,0,1,0,0,1,0,0,0,1,0,1,3,0,83,0,0,0,0,0,0,0,0,0,0,182,0,29,26,0,0,0,47,1,0,0,0,0,2,0,2,0,18,0,0,0,1,1,1,1,2,10,0,0,0,162,0,0,0,0,27,1,0,0,0,13,0,0,0,1,0,1,0,0,0,0,0,0,1,21,0,1,0,0,2,0,0,6,0,0,0,1,14,0,4,0,0,1,0,6,22,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,6,0,0,0,7,0,0,0,0
200,0,1,0,0,0,1,0,104,0,181,0,0,0,0,2,0,0,24,0,0,0,0,0,0,0,0,27,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,2,0,0,0,346,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,52,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,1,0,0,0,0,0,0,1,0,250,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,10,0,0,171,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,58,7,0,0,0,0,0,0,77,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,0,3,1,0,409,0,0,0,0,0,0,0,0,0,27,5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,4,0,5,0,0,0,0,0,0,0,4,0,2,0,0,211,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,7,0,4,0,13,0,0,0,0,0,1,68,0,0,0,0,1,6,0,0,0,0,0,19,0,0,2,0,0,0,0,0,3,56,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,142,2,0,0,0,0,0,5,0,12,0,0,0,0,0,0,5,0,0,13,0,27,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,276,0,0,264,0,0,0,0,0,0,14,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,32,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,28,5,0,0,0,0,55,0,1,0,3,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,2,0,7,0,0,0,0,1,0,1,1,0,0,0,0,0,1,12,0,0,0,1,0,0,1,14,0,0,1,0,0,0,0,0,3,0,0,0,1,12,0,0,0,1,0,0,0,0,2,0,0,0,4,1,0,1,4,0,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,7,2,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,40,1,0,12,0,5,0,1,0,0,0,62,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,393,0,9,0,0,0,0,0,21,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,136,1,0,0,0,0,3,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,141,1,42,0,0,0,0,60,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,105,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,64,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,4
300,0,1,1,0,1,1,0,86,0,185,0,0,0,0,0,1,1,15,0,0,0,1,0,0,0,0,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,326,14,1,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,2,0,14,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0,0,0,0,1,0,229,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,9,0,0,202,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,85,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,4,0,0,393,0,0,0,0,2,0,0,0,0,9,19,0,0,1,1,0,0,0,0,0,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,2,0,0,186,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,2,0,4,0,2,0,15,1,0,0,0,0,0,63,1,0,0,0,1,5,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,18,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,133,0,0,0,0,0,0,0,0,10,0,1,0,3,0,0,0,0,0,2,0,10,0,1,0,0,0,1,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,250,0,0,246,0,0,0,0,0,0,3,0,1,1,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,29,0,2,0,0,0,95,1,0,0,0,3,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,1,0,1,7,1,1,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,0,0,0,4,0,1,1,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,47,0,0,3,0,0,1,0,0,0,0,65,0,0,2,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,2,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,379,0,9,2,0,0,0,0,6,2,0,0,1,0,0,0,0,0,0,10,0,0,0,0,1,0,125,1,2,0,0,0,4,0,0,1,0,0,0,0,0,119,0,0,0,11,0,0,0,3,0,0,84,0,41,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,60,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
