gen,0_AARS2,0_AARSD1,0_ABCD3,0_ACAD8,0_ACADL,0_ACE2,0_ACIN1,0_ACMSD,0_ACO2,0_ACSL6,0_ACSM2A,0_ACSM2B,0_ACTG1,0_ADAL,0_ADAM23,0_ADAM33,0_ADCY2,0_ADCY3,0_ADK,0_AGA,0_AGPAT4,0_AHR,0_AIFM1,0_AKAP8L,0_AKR1C1,0_AKR1C3,0_AKR1E2,0_AKTIP,0_ALDH1A2,0_ALDH1L2,0_ALDH3B2,0_ALDH7A1,0_ALDH9A1,0_ALG1L2,0_ALG5,0_ALG6,0_ALG9,0_ALOX15B,0_ANGPTL1,0_ANGPTL4,0_ANK3,0_ANKHD1-EIF4EBP3,0_ANKRD46,0_ANKS6,0_ANKZF1,0_ANXA13,0_ANXA2,0_ANXA4,0_AOAH,0_AP2A1,0_AP3M2,0_AP4S1,0_APBA3,0_APPL2,0_ARFRP1,0_ARHGEF12,0_ARHGEF7,0_ARL6IP5,0_ARMCX1,0_ARPC3,0_ARPC5,0_ARPC5L,0_ARRB1,0_ARRDC4,0_ARSD,0_ASRGL1,0_ATG10,0_ATP1A1,0_ATP1B3,0_ATP2C1,0_ATP6AP2,0_ATP6V1B1,0_ATP6V1C2,0_ATP6V1F,0_ATP8B1,0_AURKB,0_AUTS2,0_AZI2,0_B4GALNT1,0_B4GALT3,0_BAALC,0_BAX,0_BBOX1,0_BCAR3,0_BCAT2,0_BCL7A,0_BCL7B,0_BDKRB1,0_BECN1,0_BEST3,0_BHMT2,0_BIK,0_BLVRB,0_BPHL,0_BRD3,0_BST2,0_BTG3,0_C11orf54,0_C18orf32,0_C4BPA,0_C4orf3,0_C5orf22,0_C5orf34,0_C5orf46,0_C6orf118,0_C9orf116,0_CA9,0_CABIN1,0_CACNA1H,0_CAMK4,0_CAMSAP1,0_CAND2,0_CANT1,0_CANX,0_CAPZA1,0_CAV2,0_CBWD6,0_CCDC114,0_CCDC127,0_CCDC134,0_CCDC93,0_CCDC96,0_CCNG1,0_CCS,0_CD151,0_CDC20,0_CDC34,0_CDH2,0_CDH6,0_CDK18,0_CDKN2A,0_CDKN2C,0_CDR2L,0_CDS2,0_CEP72,0_CES3,0_CHAC1,0_CHCHD5,0_CHCHD6,0_CHDH,0_CHEK2,0_CHI3L2,0_CHP2,0_CHRDL1,0_CHST11,0_CHURC1,0_CITED2,0_CITED4,0_CLDN2,0_CLDN4,0_CLDN8,0_CLIC3,0_CLIC4,0_CLIP2,0_CLK1,0_CLK4,0_CLN5,0_CLPB,0_CLRN3,0_CMPK2,0_CMTM1,0_CNPY2,0_CNTN2,0_CNTN5,0_COBL,0_COL1A1,0_COPB2,0_COX6C,0_CPNE5,0_CRHBP,0_CRISPLD2,0_CRP,0_CRTC2,0_CSNK1E,0_CSPG4,0_CST3,0_CSTF3,0_CTAGE4,0_CTNNA2,0_CTSA,0_CX3CR1,0_DAAM2,0_DACT1,0_DCAF12L1,0_DCAF4,0_DCLK1,0_DCTN5,0_DCUN1D3,0_DDX11,0_DDX42,0_DDX43,0_DDX59,0_DEK,0_DERL1,0_DFFA,0_DHCR7,0_DHRS7,0_DKC1,0_DLG2,0_DMAP1,0_DNA2,0_DNASE1L3,0_DNPEP,0_DOCK6,0_DOHH,0_DOK4,0_DPH5,0_DPM1,0_DPPA4,0_DPYS,0_DPYSL2,0_DPYSL3,0_DPYSL4,0_DSN1,0_DSTYK,0_DTNA,0_DUSP6,0_DVL2,0_DVL3,0_DYNC1I2,0_DYNC2LI1,0_E4F1,0_ECD,0_EDIL3,0_EFCAB2,0_EFHC1,0_EFNB2,0_EGFL7,0_EHBP1,0_EHMT1,0_EIF3G,0_EIF3I,0_EIF3L,0_EIF4EBP1,0_EIF4H,0_ELF3,0_ELMO3,0_EMCN,0_EME1,0_ENAH,0_ENGASE,0_ENHO,0_ENPP3,0_ENTPD4,0_EPB41L3,0_EPHA3,0_EPHX2,0_EPPK1,0_EPS8,0_ERI3,0_ERN2,0_ESCO1,0_ETFA,0_ETV5,0_EXOC4,0_EXOG,0_EYA4,0_FABP7,0_FAM104A,0_FAM114A2,0_FAM118B,0_FAM171A1,0_FAM20A,0_FAM53C,0_FAM89A,0_FANCI,0_FARSA,0_FAS,0_FBL,0_FBXL14,0_FCHO2,0_FCN3,0_FECH,0_FGB,0_FGF2,0_FGFR1,0_FGFRL1,0_FLOT1,0_FLT4,0_FMO4,0_FNTA,0_FOXP4,0_FPR2,0_FTSJ1,0_FUCA1,0_FXN,0_G6PC,0_G6PD,0_GADD45B,0_GADD45GIP1,0_GALNT2,0_GALNT3,0_GAS2L1,0_GATAD2A,0_GBP1,0_GBP3,0_GBP5,0_GCLC,0_GEN1,0_GGTLC1,0_GIGYF1,0_GIMAP8,0_GIPC2,0_GJA4,0_GLOD5,0_GLRX5,0_GLS,0_GLYCTK,0_GMFB,0_GNAT1,0_GNB1L,0_GNB2,0_GOLGA4,0_GOLGA5,0_GPIHBP1,0_GPR176,0_GPR183,0_GPRIN2,0_GPSM1,0_GPX3,0_GPX4,0_GRB2,0_GREM2,0_GRPEL2,0_GRTP1,0_GSK3B,0_GSTA1,0_GSTA4,0_GSTCD,0_GSTZ1,0_GTF2H1,0_GTF3C1,0_GTPBP3,0_GTSF1,0_GYS1,0_HAGH,0_HAND2,0_HARS2,0_HDAC5,0_HDGF,0_HECTD3,0_HELQ,0_HKDC1,0_HLA-DRB5,0_HMGB1,0_HMGCR,0_HMGN1,0_HMGN3,0_HNF1B,0_HNRNPA2B1,0_HNRNPA3,0_HNRNPC,0_HOXC13,0_HPCA,0_HPCAL1,0_HPR,0_HPS3,0_HSD17B14,0_HSD17B6,0_HSDL2,0_HSPA12A,0_HSPB1,0_HTN1,0_HUS1,0_ID1,0_ID3,0_IDH3G,0_IER3IP1,0_IFNAR1,0_IFNG,0_IFT57,0_IGFBP7,0_IL4I1,0_ILVBL,0_IMPA1,0_INTS8,0_IP6K2,0_IRF9,0_ISG15,0_ISL1,0_ITGB3,0_JAK1,0_JMJD7-PLA2G4B,0_KATNAL2,0_KCND1,0_KCNE3,0_KCNE4,0_KCNK10,0_KCNQ5,0_KCTD16,0_KDSR,0_KHDRBS2,0_KIAA1614,0_KIAA1755,0_KIF18A,0_KIF20A,0_KIF4A,0_KIF4B,0_KISS1R,0_KLHDC8B,0_KLHL25,0_KRI1,0_KRT19,0_KRT7,0_KRT8,0_LARP6,0_LAYN,0_LBP,0_LCOR,0_LDB2,0_LGALS8,0_LGI4,0_LIMA1,0_LIPT2,0_LMAN2L,0_LMBR1,0_LMNB1,0_LMNB2,0_LNX2,0_LOXL2,0_LRCH2,0_LRIG3,0_LRP2,0_LRRC24,0_LRRC28,0_LRRC61,0_LRRFIP1,0_LRRN3,0_LSM6,0_LSR,0_LTBP4,0_LUC7L3,0_LXN,0_LYPLAL1,0_LYSMD3,0_LZTS1,0_M6PR,0_MACC1,0_MAF,0_MAGEA4,0_MAML3,0_MANBA,0_MAP3K1,0_MAP3K8,0_MAP4K2,0_MATK,0_MCCC2,0_MCM4,0_MCM6,0_MED4,0_MFNG,0_MGAM,0_MGAT1,0_MGST1,0_MICAL3,0_MIF4GD,0_MIPOL1,0_MIS12,0_MKI67,0_MKKS,0_MKS1,0_MLLT1,0_MORF4L1,0_MPHOSPH10,0_MPI,0_MPV17L,0_MPZL2,0_MRM1,0_MRPL3,0_MRPL4,0_MRPS9,0_MST1,0_MYO18A,0_MYO19,0_MYO5B,0_MYO9B,0_MYOM2,0_N4BP1,0_NAGA,0_NARS2,0_NASP,0_NAV2,0_NCAPH,0_NCEH1,0_NCSTN,0_NDRG1,0_NDST2,0_NDUFA4L2,0_NECAB3,0_NFE2,0_NFS1,0_NGB,0_NHEJ1,0_NKX2-2,0_NLGN1,0_NME1,0_NMT1,0_NMT2,0_NNT,0_NOMO1,0_NOSTRIN,0_NOTCH1,0_NPM3,0_NR5A2,0_NTN1,0_NTRK3,0_NUDT15,0_NUDT5,0_NUMB,0_OGFR,0_OGT,0_ONECUT2,0_ORM1,0_OTP,0_OTUD7B,0_P2RY11,0_P4HA1,0_P4HA3,0_PACS1,0_PADI1,0_PALB2,0_PARL,0_PARP12,0_PAX9,0_PCBP1,0_PCCA,0_PCDH10,0_PCDHB4,0_PCDHB7,0_PCDHGA1,0_PCDHGA11,0_PCDHGA12,0_PCDHGA6,0_PCDHGB2,0_PCDHGC4,0_PCID2,0_PCLO,0_PCYOX1,0_PCYT1A,0_PDCD5,0_PDCL2,0_PDE10A,0_PDE9A,0_PDF,0_PDK1,0_PDZK1IP1,0_PECR,0_PEX6,0_PFKM,0_PGLYRP2,0_PGS1,0_PHB,0_PHC1,0_PI4K2A,0_PI4KA,0_PIAS2,0_PID1,0_PIGR,0_PIK3CB,0_PIK3R1,0_PILRB,0_PIN1,0_PIP5K1C,0_PIR,0_PIWIL4,0_PKD2L2,0_PKNOX2,0_PKP4,0_PLA2G5,0_PLCXD1,0_PLD1,0_PLEKHJ1,0_PLEKHM1,0_PLIN2,0_PLS1,0_PLXDC1,0_PMS2,0_PNCK,0_PNKP,0_PNN,0_POF1B,0_POLD1,0_POLG2,0_POLR1A,0_POLR2E,0_POLR3E,0_PON2,0_POU2F1,0_POU2F2,0_POU5F1,0_PPIG,0_PPIL3,0_PPM1A,0_PPM1F,0_PPM1G,0_PPP2CB,0_PPP2R2A,0_PPP2R2B,0_PPP2R3C,0_PPP3R2,0_PRAM1,0_PRDM1,0_PREX2,0_PROC,0_PRODH2,0_PRPF19,0_PRPF40A,0_PRPF40B,0_PRR12,0_PRR16,0_PSAP,0_PSMA4,0_PSMB4,0_PSMD13,0_PSMD14,0_PTAFR,0_PTEN,0_PTGR1,0_PTMA,0_PXMP4,0_PYCR1,0_PZP,0_QPRT,0_RAB11A,0_RAB27B,0_RAB30,0_RAB34,0_RAD51,0_RAD54L2,0_RADIL,0_RALA,0_RANBP1,0_RANBP3L,0_RAP1GAP2,0_RASD2,0_RASSF3,0_RAVER1,0_RAVER2,0_RBM15,0_RBM17,0_RBM22,0_RBM25,0_RBM42,0_RCE1,0_REN,0_RFX1,0_RHBDD1,0_RHOBTB1,0_RHOT1,0_RNASET2,0_RNF13,0_RNF139,0_RNF17,0_RPAP1,0_RPL10L,0_RPL21,0_RPL23,0_RPL24,0_RPL41,0_RPL9,0_RPS10,0_RPS14,0_RPS29,0_RPS4Y2,0_RPS6KB1,0_RRAGC,0_RREB1,0_RSAD2,0_RSF1,0_RUFY2,0_SAE1,0_SAMD4A,0_SARDH,0_SAT2,0_SCARB2,0_SCCPDH,0_SCFD2,0_SDCBP2,0_SDF2L1,0_SDHD,0_SDR16C5,0_SEC24D,0_SEC31A,0_SEMA5A,0_SENP7,0_SERPINA3,0_SERPINA4,0_SERPINB5,0_SERPINF2,0_SETD2,0_SGMS2,0_SIRPA,0_SIRT3,0_SLC12A7,0_SLC13A3,0_SLC16A1,0_SLC22A11,0_SLC25A38,0_SLC25A46,0_SLC25A5,0_SLC31A2,0_SLC35E1,0_SLC38A7,0_SLC39A9,0_SLC41A3,0_SLC43A1,0_SLC43A2,0_SLC47A1,0_SLC7A5,0_SLMAP,0_SMARCB1,0_SMC1A,0_SMC4,0_SNAP29,0_SNAPIN,0_SNF8,0_SNPH,0_SNRPB,0_SNX1,0_SNX15,0_SNX5,0_SOCS1,0_SOCS2,0_SORBS1,0_SORCS1,0_SOX30,0_SP100,0_SPAG5,0_SQLE,0_SQSTM1,0_SREBF2,0_SRPX2,0_SS18L1,0_STAM2,0_STC2,0_STK38,0_STOM,0_STRADB,0_STRBP,0_STX11,0_STX12,0_SUMO2,0_SUMO3,0_SUN1,0_SUPT6H,0_SYNGR1,0_SYNGR3,0_SYTL1,0_TAF1,0_TAF5,0_TAX1BP3,0_TBC1D1,0_TBC1D14,0_TBC1D4,0_TBC1D9B,0_TBCE,0_TCF25,0_TCF3,0_TCF4,0_TELO2,0_TF,0_TFRC,0_THBS2,0_THEM4,0_THOC3,0_THRSP,0_THUMPD2,0_TIFA,0_TIGD1,0_TIMM17B,0_TIMM8A,0_TIPRL,0_TM4SF18,0_TMCC3,0_TMED10,0_TMED5,0_TMEM106C,0_TMEM131,0_TMEM132E,0_TMEM14A,0_TMEM159,0_TMEM47,0_TMEM53,0_TMEM59L,0_TMEM62,0_TMEM8B,0_TMX1,0_TMX4,0_TOE1,0_TOLLIP,0_TPM4,0_TPP1,0_TPPP,0_TPX2,0_TRAPPC1,0_TRAPPC2,0_TRIB3,0_TRIM22,0_TRIM23,0_TRIM25,0_TRIM26,0_TRIM35,0_TRIM69,0_TRIOBP,0_TRMT12,0_TSKU,0_TTC32,0_TTC38,0_TTC7A,0_TTF1,0_TTLL3,0_TTLL7,0_TUBG2,0_TUBGCP3,0_TUSC3,0_TWF1,0_TXNDC9,0_TXNRD1,0_TYW3,0_UAP1,0_UBA2,0_UBA5,0_UBA52,0_UBAC1,0_UBE2D4,0_UBE2Z,0_UBQLN2,0_UBR4,0_UBXN11,0_UCHL5,0_UNC5CL,0_UPK1B,0_UPK3B,0_UROC1,0_UROS,0_USF1,0_USP13,0_UTP3,0_VARS2,0_VASP,0_VIM,0_VPS18,0_VRK3,0_VWA5B2,0_WARS2,0_WASL,0_WBP2,0_WBP4,0_WDR41,0_WDR90,0_WRAP53,0_WSCD2,0_WWC1,0_XPC,0_XRCC6,0_YAP1,0_YIPF1,0_YWHAE,0_ZBTB1,0_ZBTB8A,0_ZDHHC3,0_ZDHHC6,0_ZFAND5,0_ZHX2,0_ZIC1,0_ZKSCAN3,0_ZMAT2,0_ZMIZ2,0_ZNF134,0_ZNF135,0_ZNF217,0_ZNF268,0_ZNF280C,0_ZNF433,0_ZNF436,0_ZNF514,0_ZNF521,0_ZNF700,0_ZNFX1
0,0,0,0,0,69,79,0,0,0,22,5,0,16,2,0,69,89,0,1,3,0,6,0,0,21,15,0,0,10,61,31,68,0,61,0,0,26,0,11,71,28,0,7,0,0,12,0,27,0,0,9,2,59,126,0,0,13,0,85,0,0,0,0,11,8,0,0,3,14,0,48,7,0,0,11,0,23,0,0,0,0,6,137,6,0,0,4,0,0,0,0,8,0,0,9,6,8,0,0,5,12,6,11,0,48,0,6,11,0,130,0,2,1,0,0,11,13,3,1,13,0,6,0,18,0,0,4,0,22,0,90,0,12,0,15,60,102,0,51,0,7,38,29,9,6,4,0,0,42,4,3,54,0,0,0,0,0,12,0,18,4,0,49,57,0,0,0,0,49,31,2,161,0,43,0,0,0,14,14,0,27,61,0,59,27,87,0,6,35,0,5,4,0,0,15,27,13,12,0,0,0,104,0,0,0,11,0,0,3,0,0,0,15,0,0,8,24,0,0,0,0,0,8,3,49,0,47,40,11,48,0,0,0,0,5,3,30,0,76,0,0,32,0,0,8,0,1,1,19,0,15,0,0,8,5,0,94,5,23,20,10,0,37,0,0,0,0,2,0,1,0,30,44,18,9,0,0,0,19,2,16,10,0,0,0,15,28,26,0,0,0,28,14,4,109,0,1,22,0,0,0,43,0,0,22,7,50,7,0,5,25,0,0,0,2,0,6,5,0,28,3,0,105,33,24,0,25,17,0,0,22,3,0,0,0,0,0,9,22,0,0,0,0,5,41,31,14,0,3,0,0,0,28,22,39,19,33,1,170,0,13,0,41,5,0,1,35,6,0,37,12,10,0,0,27,0,0,0,40,0,46,1,0,24,0,0,16,1,6,201,0,59,7,0,228,0,0,0,43,13,0,0,0,0,0,0,0,22,0,0,0,58,4,39,0,0,0,0,0,0,164,0,44,0,68,0,8,15,38,0,31,0,5,0,0,0,0,70,33,250,0,10,6,9,15,0,0,0,0,19,1,23,0,34,23,0,42,0,0,32,0,8,0,0,30,156,0,0,1,0,0,0,6,3,0,0,13,32,0,7,0,0,0,0,24,32,0,42,10,0,0,44,4,33,32,0,0,0,0,40,2,22,0,0,37,125,5,0,0,0,0,104,8,84,0,0,0,0,2,8,0,3,0,59,0,0,8,9,6,109,17,56,27,16,21,0,0,25,2,6,0,49,16,0,28,60,2,5,1,118,0,0,0,0,0,0,0,17,0,0,0,0,0,0,19,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,100,24,0,0,12,0,0,33,4,0,0,21,0,0,0,1,63,11,1,0,29,0,0,55,4,15,0,0,2,0,17,0,0,0,0,0,43,27,0,0,165,3,3,0,0,0,0,0,0,14,11,0,21,8,0,0,4,0,0,7,28,0,0,0,77,0,0,0,0,215,7,0,51,4,6,31,0,0,0,93,0,0,0,26,0,0,0,18,0,15,0,0,0,0,28,2,0,13,0,0,4,0,11,6,0,68,26,10,73,0,0,67,0,0,35,11,15,0,0,0,0,3,0,0,0,0,13,0,0,0,13,0,0,22,0,0,0,3,0,1,0,19,0,0,56,0,1,219,26,0,0,18,0,2,0,0,13,9,0,0,8,0,10,0,0,0,162,37,0,8,0,28,5,0,12,0,0,0,0,0,8,3,60,29,16,5,0,0,0,0,13,1,19,9,0,0,0,0,114,0,41,0,0,34,0,0,0,0,17,0,0,0,0,0,0,18,0,0,14,14,0,14,119,4,0,0,10,0,0,6,0,2,13,0,53,8,0,1,0,0,0,61,0,0,6,34,0,5,0,0,0,1,177,10,0,0,4,0,2,0,0,0,0,1,5,7,0,0,0,0,0,161,0,43,8,0,0,17,17,0,3,5,0,20,5,0,0,0,0,0,17,4,62,0,89,0,0,0,0
100,1,1,0,0,0,61,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,7,0,0,0,1,0,27,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,11,0,0,10,0,1,0,0,18,1,18,1,10,8,0,1,0,0,0,0,0,0,2,1,0,0,0,1,1,0,1,0,0,0,0,1,35,0,0,153,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,5,0,0,0,0,10,1,2,0,0,0,240,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,3,0,102,14,0,0,0,0,2,3,0,0,0,0,0,173,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,23,0,0,0,0,2,0,0,0,1,1,0,6,1,0,1,0,0,1,0,1,7,0,0,1,0,0,0,10,0,0,1,2,0,0,0,1,167,0,7,0,0,1,0,4,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,9,0,0,1,0,3,0,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4,0,0,10,86,0,0,0,1,256,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,15,0,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,376,3,0,1,0,0,0,0,0,1,0,0,0,1,7,0,2,1,0,0,1,0,1,0,0,1,293,0,17,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,5,0,0,1,0,117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,226,0,0,346,0,0,0,0,0,0,0,0,21,0,0,0,0,0,1,0,2,46,0,0,1,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,1,1,20,0,0,0,1,0,0,3,0,0,3,1,1,0,0,12,0,0,0,2,1,0,1,0,0,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,33,0,0,0,6,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,1,23,0,0,0,3,0,0,0,3,0,0,58,19,0,0,5,0,1,0,1,0,0,0,2,0,8,0,1,0,1,0,0,0,0,1,0,99,0,0,1,0,2,0,1,8,0,0,65,0,1,0,0,0,0,8,1,0,0,1,0,3,0,0,1,0,0,9,0,5,1,0,1,0,0,6,0,0,0,50,0,25,0,0,7,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,1,95,0,0,0,0,1,2,2,1,0,0,17,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,1,2,0,6,0,0,0,0,0,0,0,1,0,23,74,0,0,0,0,8,0,0,0,0,0,1,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,165,0,0,1,0,0,0,7,1,0,0,0,0,0,2,15,0,6,0,151,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,0
200,0,1,1,0,0,43,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,0,0,0,0,6,0,0,2,7,2,0,7,0,0,0,0,23,0,0,0,4,0,0,0,0,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10,0,3,97,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,1,0,0,6,0,0,0,0,0,309,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,22,7,0,0,0,0,0,2,0,0,0,0,0,235,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,136,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,1,3,0,0,0,0,1,72,0,47,0,7,0,0,0,0,2,0,0,0,3,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,7,8,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,14,0,0,0,0,226,0,3,6,3,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,413,14,1,0,0,0,1,18,0,43,0,1,1,0,0,1,0,0,0,0,0,5,1,2,0,0,314,0,9,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0,2,0,0,0,0,127,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,192,0,0,368,2,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,75,0,0,0,0,0,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,2,0,0,0,1,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,7,0,0,0,1,1,0,0,0,0,0,7,0,0,0,0,0,10,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,16,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,107,0,0,0,1,0,0,0,0,0,0,137,0,1,0,0,0,0,0,0,1,0,0,1,243,0,0,0,0,0,9,0,0,5,0,0,0,0,0,1,1,0,7,0,61,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,1,1,1,0,0,76,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,7,0,0,0,0,0,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,36,3,3,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,206,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,0,8,1,162,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,3,0,0,26,0,0
300,0,0,0,0,0,52,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,1,1,0,0,0,0,1,23,0,0,0,5,0,0,0,0,14,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,10,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,1,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,23,0,0,0,0,0,0,2,0,0,0,0,0,206,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,130,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,2,48,0,74,0,0,0,0,0,0,2,0,0,0,0,0,0,137,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,18,1,0,0,0,207,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,46,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,21,0,0,0,0,1,22,4,53,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,315,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,2,0,2,0,0,0,0,102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,167,0,0,340,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,73,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,46,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,2,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,2,2,141,8,0,1,0,0,0,0,1,0,0,0,1,243,0,0,0,0,0,13,0,0,2,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,0,1,0,0,0,0,5,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,9,0,0,0,144,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,0,126,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,61,0,1
