0_age_at_initial_pathologic_diagnosis,1_hsa.miR.10b.3p,1_hsa.miR.148a.5p,1_hsa.miR.15b.5p,1_hsa.miR.16.2.3p,1_hsa.miR.222.5p,1_hsa.miR.23b.5p,1_hsa.miR.335.3p,1_hsa.miR.9.5p,2_ARL9.132946,2_ASCC1.51008,2_BBS5.129880,2_BMP2.650,2_C18orf10.25941,2_C6orf58.352999,2_CCDC46.201134,2_CCNB1.891,2_CDKN2BAS.100048912,2_CENPN.55839,2_CHST15.51363,2_CKAP2L.150468,2_CUL7.9820,2_DLL3.10683,2_EFHB.151651,2_EIF3D.8664,2_EXO1.9156,2_FAM110C.642273,2_FAM171A1.221061,2_FNDC3B.64778,2_FXYD6.53826,2_GLUD1.2746,2_GNB2L1.10399,2_HILS1.373861,2_HS3ST3B1.9953,2_IMPDH2.3615,2_IQGAP1.8826,2_IQGAP2.10788,2_IQGAP3.128239,2_KCNJ13.3769,2_KIF26A.26153,2_KLHL26.55295,2_LCAT.3931,2_LOC100132215.100132215,2_MAP4K4.9448,2_MARVELD2.153562,2_MRPS2.51116,2_NCAPG.64151,2_NCEH1.57552,2_NDST4.64579,2_PCDHGA12.26025,2_PDSS1.23590,2_PLA2G6.8398,2_PLEKHG1.57480,2_PTK2B.2185,2_RALBP1.10928,2_RFX8.731220,2_RGPD3.653489,2_RGR.5995,2_RPL19.6143,2_RPS27.6232,2_RPS27A.6233,2_RPS6.6194,2_RXRB.6257,2_SCNN1B.6338,2_SEL1L3.23231,2_SEMA4G.57715,2_SERPINE1.5054,2_SIPA1L3.23094,2_SLC4A8.9498,2_SMCP.4184,2_SMS.6611,2_SP5.389058,2_TAGLN2.8407,2_TCF25.22980,2_TMEM87B.84910,2_TMPRSS3.64699,2_TPX2.22974,2_TRIM8.81603,2_TRPM8.79054,2_VDR.7421,2_WBP2.23558,2_WEE1.7465,2_ZDHHC22.283576,2_ZNF32.7580,2_ZNF648.127665
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
