gen,0_AAAS,0_ABCB4,0_ABCC8,0_ABO,0_ACAT2,0_ACCN2,0_ACCN4,0_ACER1,0_ACHE,0_ACP1,0_ACRV1,0_ACTA1,0_ACTA2,0_ADAMTS12,0_ADAMTS7,0_ADARB2,0_ADH4,0_ADORA3,0_ADPRH,0_ADRA1D,0_ADSL,0_AGFG2,0_AGPAT4,0_AGPAT9,0_AIF1,0_AIM2,0_AIRE,0_AKAP5,0_AKAP7,0_ALDH1L2,0_ALDOB,0_ALG1L2,0_ALOX12P2,0_ALOX5,0_AMDHD1,0_ANGEL1,0_ANKDD1A,0_ANKRD16,0_ANKRD33,0_ANTXR2,0_ANXA13,0_AP1S2,0_APH1A,0_APLN,0_APOA4,0_APOC2,0_APP,0_ARHGAP10,0_ARHGAP15,0_ARHGAP18,0_ARHGEF4,0_ARID3B,0_ARID5A,0_ARMC8,0_ARPC1B,0_ARRB2,0_ARRDC2,0_ART3,0_ARV1,0_ATP8A2,0_ATP8B1,0_ATP8B2,0_ATPAF1,0_ATPAF2,0_ATRNL1,0_ATXN7L3,0_AXL,0_B4GALNT4,0_BAG1,0_BAHD1,0_BCL2L13,0_BCS1L,0_BEST4,0_BFSP1,0_BGLAP,0_BMPR1A,0_BNC2,0_BOP1,0_BRD7,0_BRF2,0_BSG,0_BTK,0_C10orf107,0_C10orf116,0_C10orf122,0_C10orf137,0_C10orf71,0_C10orf81,0_C11orf45,0_C11orf84,0_C12orf43,0_C12orf70,0_C13orf15,0_C13orf18,0_C13orf27,0_C14orf115,0_C14orf166,0_C14orf180,0_C14orf68,0_C15orf48,0_C16orf81,0_C17orf104,0_C17orf95,0_C18orf1,0_C18orf55,0_C19orf41,0_C1GALT1C1,0_C1QA,0_C1QTNF3,0_C1QTNF6,0_C1QTNF9B,0_C1R,0_C1orf114,0_C1orf127,0_C1orf200,0_C1orf55,0_C20orf103,0_C20orf123,0_C20orf134,0_C20orf46,0_C2orf65,0_C3orf26,0_C3orf35,0_C3orf64,0_C5AR1,0_C5orf36,0_C5orf46,0_C5orf58,0_C6orf120,0_C6orf182,0_C8orf41,0_C9orf163,0_C9orf171,0_C9orf173,0_C9orf70,0_C9orf91,0_CACNA1D,0_CACNA1I,0_CALD1,0_CAMK1,0_CAPN1,0_CARD17,0_CASC1,0_CASK,0_CASP5,0_CAV2,0_CAV3,0_CBX8,0_CCDC113,0_CCDC152,0_CCDC154,0_CCDC42,0_CCDC43,0_CCDC85A,0_CCL13,0_CCL17,0_CCL21,0_CCL25,0_CCL3,0_CCND3,0_CCNE2,0_CD226,0_CD300LB,0_CD36,0_CD53,0_CD83,0_CD93,0_CDC42EP3,0_CDCP1,0_CDK15,0_CDK5RAP3,0_CDKN2B,0_CEACAM19,0_CELA3A,0_CELF2,0_CENPA,0_CEP55,0_CEP68,0_CEP70,0_CGB1,0_CGB5,0_CIAPIN1,0_CLDND1,0_CLEC12B,0_CLEC1A,0_CLEC1B,0_CLEC4D,0_CLEC7A,0_CLECL1,0_CLIC2,0_CLINT1,0_CLTB,0_CLVS2,0_CNIH4,0_CNRIP1,0_CNTN2,0_COL1A2,0_COL24A1,0_COL25A1,0_COL4A5,0_COL5A1,0_COL7A1,0_COL8A1,0_COMMD6,0_COPG2,0_COQ10A,0_CORO2B,0_CORO7,0_COX5B,0_COX6B1,0_CPA3,0_CPB2,0_CPN2,0_CPNE3,0_CPT1B,0_CPT1C,0_CRELD1,0_CRTAM,0_CRTC1,0_CRYGC,0_CSE1L,0_CSN3,0_CTNNB1,0_CTPS2,0_CTSD,0_CTSS,0_CTXN3,0_CXorf48,0_CYB5R1,0_CYB5R4,0_CYP4B1,0_CYP8B1,0_CYS1,0_DACT2,0_DCK,0_DCLRE1C,0_DCP1B,0_DCTN2,0_DCTN3,0_DDX18,0_DDX43,0_DEFA1B,0_DEFB125,0_DENND5A,0_DERL1,0_DGKB,0_DHRS13,0_DHRS9,0_DHX8,0_DIRC2,0_DLL4,0_DNAH1,0_DNAJB2,0_DNAJC9,0_DNASE1,0_DNASE2,0_DNMBP,0_DNMT3A,0_DPCR1,0_DPYS,0_DRD5,0_DSE,0_DSG3,0_DSG4,0_DST,0_DTNA,0_DTX3L,0_DUOX1,0_DYX1C1,0_EBF4,0_ECE2,0_EDDM3A,0_EEF2,0_EFCAB2,0_EFEMP2,0_EFHC1,0_EFNA2,0_EFNA3,0_EGLN1,0_EIF2C2,0_EIF3H,0_ELAVL3,0_ELFN1,0_EMP2,0_ENC1,0_ENPP7,0_ENTPD7,0_EPM2A,0_EPS15,0_EPSTI1,0_ERGIC1,0_ERI2,0_ERI3,0_ERLIN2,0_ERP29,0_ESPN,0_ESRRA,0_ETF1,0_EVC,0_EXOG,0_EXTL1,0_FADS1,0_FAM107A,0_FAM107B,0_FAM126A,0_FAM134C,0_FAM182A,0_FAM198B,0_FAM20C,0_FAM46D,0_FAM50A,0_FAM5C,0_FAM63A,0_FAM66D,0_FAM72A,0_FAM76A,0_FANCA,0_FAT3,0_FBLN1,0_FBXL14,0_FBXO5,0_FCGR1A,0_FCHSD1,0_FCRL5,0_FCRLA,0_FGF1,0_FGF7,0_FGL2,0_FHIT,0_FIZ1,0_FKBP10,0_FLI1,0_FLJ44054,0_FMO1,0_FMR1,0_FOSL1,0_FOXP1,0_FOXP2,0_FPR3,0_FRG1B,0_FSCN3,0_FUT3,0_FXYD7,0_FYB,0_GALNT13,0_GALNT4,0_GAS1,0_GAS2,0_GATC,0_GBP3,0_GBX1,0_GCFC1,0_GCKR,0_GCLM,0_GCNT4,0_GDAP2,0_GFOD2,0_GGN,0_GHRH,0_GIMAP2,0_GLIS2,0_GLP2R,0_GLYR1,0_GMEB1,0_GNAZ,0_GNB2L1,0_GNB4,0_GNG11,0_GNG12,0_GNGT2,0_GOLT1A,0_GOT2,0_GPBAR1,0_GPC2,0_GPC6,0_GPER,0_GPNMB,0_GPR107,0_GPR108,0_GPR12,0_GPR133,0_GPR148,0_GPR1,0_GPR50,0_GPR85,0_GPR88,0_GPX8,0_GRAMD1B,0_GRINA,0_GRP,0_GSDMC,0_GSG2,0_GSTCD,0_GSTT2,0_GTSF1,0_GUCA2B,0_GUCY2C,0_GVIN1,0_GXYLT2,0_HAPLN4,0_HAR1A,0_HBM,0_HBXIP,0_HCP5,0_HDC,0_HDGF,0_HECTD3,0_HEPN1,0_HESRG,0_HEXA,0_HIST1H2BI,0_HIST1H3C,0_HIST1H3D,0_HIST1H4H,0_HLA-DQB1,0_HLA-DRA,0_HLA-DRB1,0_HLA-DRB5,0_HLA-E,0_HLF,0_HMGXB3,0_HMOX1,0_HOMER3,0_HOTAIR,0_HOXC10,0_HOXC9,0_HPGDS,0_HPR,0_HRASLS2,0_HRH1,0_HSBP1L1,0_HSF2,0_HSPA13,0_HSPBAP1,0_HTATIP2,0_HTRA4,0_HYMAI,0_IFIT1B,0_IFITM5,0_IFT46,0_IGF2BP2,0_IGFL3,0_IGFN1,0_IGLL1,0_IKZF2,0_IL11,0_IL13,0_IL17RE,0_IL1F7,0_IL1F8,0_IL1RAP,0_IL27,0_IL3RA,0_ILDR2,0_ILF3,0_ING1,0_INHBA,0_INPP4B,0_INSIG1,0_IPO4,0_IQCB1,0_IQCC,0_IQCF3,0_IRGM,0_IRX3,0_IRX6,0_ISL1,0_ITGA2B,0_ITGA5,0_ITPRIPL2,0_JAG1,0_JAK2,0_JARID2,0_JPH3,0_KCND2,0_KCNE1L,0_KCNH2,0_KCNJ10,0_KCNK4,0_KIAA0247,0_KIAA0748,0_KIAA1161,0_KIAA1919,0_KIAA1949,0_KIAA1958,0_KIDINS220,0_KIF14,0_KIFC1,0_KIFC3,0_KLK11,0_KLRB1,0_KMO,0_KNDC1,0_KRT31,0_KRT36,0_KRT4,0_KRTDAP,0_LANCL3,0_LASS1,0_LCE1E,0_LCTL,0_LDHAL6A,0_LEPREL2,0_LGI4,0_LILRB3,0_LMAN2,0_LMOD1,0_LNX1,0_LOC100128811,0_LOC100131726,0_LOC100132831,0_LOC100133545,0_LOC100188947,0_LOC100190940,0_LOC150568,0_LOC151174,0_LOC154449,0_LOC284009,0_LOC284788,0_LOC286367,0_LOC415056,0_LOC442421,0_LOC641367,0_LOC642587,0_LOC645752,0_LOC723809,0_LOC728410,0_LOC728723,0_LOC729991,0_LPAR5,0_LPPR1,0_LPP,0_LRCH1,0_LRRC17,0_LRRC27,0_LRRC36,0_LRRC52,0_LSM12,0_LTA,0_LY6G6C,0_LYG2,0_LYPD5,0_MAD2L2,0_MAFB,0_MAGEA9B,0_MAGED4B,0_MAGED4,0_MAGEF1,0_MAGEL2,0_MAGIX,0_MAMDC2,0_MAN2B2,0_MAP3K15,0_MAP3K2,0_MAPRE2,0_MARCKS,0_MASP1,0_MAST4,0_MATR3,0_MAX,0_MBTPS1,0_MCM6,0_MCTP1,0_MEF2C,0_MEMO1,0_MERTK,0_METTL11B,0_METTL13,0_MFN1,0_MFSD6L,0_MID1,0_MLLT11,0_MMP23A,0_MMP26,0_MMP28,0_MOBKL1B,0_MORC2,0_MPHOSPH9,0_MPP4,0_MRC2,0_MRPL34,0_MRPS12,0_MRPS27,0_MS4A2,0_MS4A4A,0_MS4A7,0_MSX2,0_MTFMT,0_MTMR8,0_MTMR9,0_MTRR,0_MTVR2,0_MUC15,0_MUC1,0_MUC2,0_MURC,0_MXD3,0_MYH13,0_NAGLU,0_NAT8B,0_NCAPG,0_NCAPH,0_NCK1,0_NCKAP1L,0_NCOA6,0_NCR3,0_NCRNA00092,0_NCRNA00111,0_NCRNA00152,0_NDN,0_NDRG2,0_NDUFA10,0_NDUFV1,0_NFKBIZ,0_NHLH2,0_NHSL1,0_NKX2-1,0_NLGN4X,0_NLRP12,0_NME7,0_NOV,0_NPDC1,0_NPTX1,0_NQO1,0_NRBF2,0_NRN1L,0_NRP2,0_NUDT16P1,0_NUDT17,0_NUP93,0_NXF2B,0_OAS2,0_OLA1,0_OR10AD1,0_OR1L1,0_OR1M1,0_OR1N1,0_OR2A1,0_OR2C1,0_OR7D4,0_OSBPL5,0_OSTM1,0_OTP,0_OXT,0_PABPC1L2B,0_PACRG,0_PADI3,0_PALM3,0_PANK3,0_PARP4,0_PAX5,0_PCCA,0_PCDHA11,0_PCDHA12,0_PCDHA7,0_PCDHB18,0_PCDHB3,0_PCDHB4,0_PCDHGA12,0_PCGF2,0_PCSK5,0_PDCD6IP,0_PDCL3,0_PDGFRL,0_PDLIM1,0_PDLIM2,0_PDZD2,0_PDZD4,0_PEBP4,0_PEX3,0_PFKFB3,0_PGBD1,0_PGM5,0_PHF21A,0_PHKB,0_PI4K2B,0_PIGT,0_PIK3C2G,0_PITPNB,0_PITPNC1,0_PITX3,0_PKD2,0_PLEKHA6,0_PLEKHB1,0_PLEKHN1,0_PLEKHO1,0_PLLP,0_PLXNB3,0_PMS2L5,0_POLR2G,0_POLR3E,0_POU2AF1,0_POU5F1,0_PPBP,0_PPIL4,0_PPP3CA,0_PPP3CC,0_PPY2,0_PRAMEF8,0_PRB1,0_PRB2,0_PRDM8,0_PREP,0_PRKAB2,0_PRMT10,0_PRO1768,0_PRODH,0_PROP1,0_PRPF38A,0_PRPSAP2,0_PRRT2,0_PRSS36,0_PRTG,0_PSAPL1,0_PSMD11,0_PSMG2,0_PSORS1C3,0_PTK2B,0_PTPN11,0_PTPN4,0_PTPN7,0_PTPRE,0_PTPRN,0_PTPRQ,0_PTPRVP,0_PUS7L,0_PXMP2,0_PXN,0_PYGM,0_RAB11FIP4,0_RAB17,0_RAB2A,0_RAB34,0_RAB3B,0_RAB40A,0_RABGAP1,0_RAI2,0_RALY,0_RANBP3L,0_RASSF5,0_RASSF9,0_RBM12,0_RCBTB1,0_RDH12,0_REPIN1,0_RFC3,0_RFFL,0_RFPL1S,0_RFPL1,0_RGL4,0_RGS11,0_RGS13,0_RGS18,0_RHBDL1,0_RHOBTB3,0_RIN1,0_RIN3,0_RND1,0_RNF146,0_RNF157,0_RNF19A,0_RNF220,0_RNF43,0_RNF8,0_RNFT1,0_RNU11,0_ROPN1,0_RORC,0_RPE65,0_RPGRIP1L,0_RPL7A,0_RPLP0,0_RPRD2,0_RPS6KA2,0_RPS8,0_RRN3P2,0_RSPRY1,0_SALL2,0_SARDH,0_SBDS,0_SBSN,0_SCGB2A2,0_SCN2A,0_SCN4B,0_SCN7A,0_SCO1,0_SCUBE1,0_SDHD,0_SECTM1,0_SEL1L3,0_SELENBP1,0_SEMA3C,0_SEMA4D,0_SEMA6C,0_SEPT11,0_SEPT7,0_SERPINH1,0_SEZ6L,0_SFRS7,0_SFT2D3,0_SFXN3,0_SGK3,0_SGMS2,0_SGOL2,0_SGTA,0_SH3BP1,0_SH3BP5L,0_SH3D20,0_SH3GL1,0_SH3KBP1,0_SHANK2,0_SHCBP1,0_SIAH3,0_SIGLEC14,0_SLC12A1,0_SLC12A4,0_SLC12A7,0_SLC15A2,0_SLC15A4,0_SLC16A10,0_SLC16A5,0_SLC17A6,0_SLC17A9,0_SLC18A1,0_SLC1A5,0_SLC25A12,0_SLC25A29,0_SLC25A32,0_SLC25A38,0_SLC25A41,0_SLC26A7,0_SLC35F2,0_SLC38A11,0_SLC45A4,0_SLC6A1,0_SLC6A8,0_SLC6A9,0_SLCO2B1,0_SLFN12L,0_SLMO1,0_SLU7,0_SMAGP,0_SMARCC1,0_SMARCD1,0_SMC2,0_SNAR-A3,0_SNAR-G1,0_SNCG,0_SNORD116-28,0_SNRPG,0_SNX18,0_SNX21,0_SNX30,0_SNX9,0_SOCS7,0_SOX14,0_SOX3,0_SOX4,0_SP100,0_SP110,0_SP9,0_SPATS2L,0_SPATS2,0_SPIC,0_SPOCD1,0_SPRR1B,0_SPRY3,0_SPTA1,0_SQRDL,0_SREBF2,0_SRMS,0_STAB2,0_STAT5A,0_STIL,0_STRN,0_STX11,0_STXBP4,0_SUMO1,0_SUN3,0_SUV420H2,0_SV2C,0_SYNGR2,0_SYS1-DBNDD2,0_TACR2,0_TANC2,0_TAP1,0_TAPBP,0_TBC1D14,0_TBX15,0_TCF4,0_TCN1,0_TCP10,0_TDG,0_TDRD12,0_TEX101,0_TFEB,0_TFEC,0_TGFB2,0_TGM2,0_TIA1,0_TICAM2,0_TIGD2,0_TIGD6,0_TIPARP,0_TLR2,0_TLR7,0_TMEM115,0_TMEM119,0_TMEM130,0_TMEM132B,0_TMEM143,0_TMEM147,0_TMEM177,0_TMEM196,0_TMEM81,0_TMEM87B,0_TMEM8C,0_TMF1,0_TMTC3,0_TNFRSF13C,0_TNFRSF19,0_TNFRSF21,0_TNFSF12-TNFSF13,0_TNFSF4,0_TNKS2,0_TNNT2,0_TNPO2,0_TOPBP1,0_TP53I13,0_TP63,0_TPI1,0_TPM3,0_TPO,0_TPPP2,0_TRAK2,0_TREML4,0_TRIB1,0_TRIM11,0_TRIM43,0_TRIP13,0_TRMT2B,0_TRPA1,0_TSEN2,0_TSHZ2,0_TSPYL3,0_TSR1,0_TTLL10,0_TUBB8,0_TUBG1,0_TUB,0_TXNDC5,0_TXNL4A,0_UBL4B,0_UBXN11,0_UCHL1,0_UCP1,0_UGT1A9,0_UGT3A1,0_UNC13D,0_UNC93B1,0_UPF3A,0_UQCRQ,0_URGCP,0_USH1C,0_USP44,0_VAC14,0_VAMP3,0_VDR,0_VEPH1,0_VMO1,0_VNN1,0_VNN3,0_VRK2,0_VTA1,0_VWA3B,0_WASF1,0_WASL,0_WDR35,0_WDR44,0_WDR59,0_WDR86,0_WFDC1,0_WNK3,0_WNT4,0_WNT8B,0_WRAP53,0_XPC,0_YLPM1,0_ZC3HAV1,0_ZCCHC18,0_ZFAND2A,0_ZFP1,0_ZFP82,0_ZMYM2,0_ZMYND15,0_ZNF16,0_ZNF215,0_ZNF219,0_ZNF221,0_ZNF268,0_ZNF273,0_ZNF331,0_ZNF385A,0_ZNF461,0_ZNF497,0_ZNF511,0_ZNF529,0_ZNF608,0_ZNF623,0_ZNF629,0_ZNF678,0_ZNF749,0_ZNF788,0_ZNF800,0_ZNF837,0_ZNFX1,0_ZNRF2,0_ZP1,0_ZP3,0_ZP4
0,19,0,0,32,0,5,0,0,0,1,0,7,0,0,2,0,0,0,0,0,0,12,0,0,0,23,3,6,0,0,0,26,13,7,4,0,2,8,4,0,0,12,0,0,0,0,3,0,0,1,20,0,0,7,37,39,9,0,0,0,0,0,19,0,0,0,22,0,0,0,1,0,0,0,0,14,0,0,32,0,0,0,0,0,0,0,1,5,0,0,0,31,12,3,0,0,0,19,4,0,0,59,0,7,1,0,0,0,35,35,0,0,0,0,59,0,0,46,0,0,0,20,0,0,13,14,2,0,0,39,0,0,0,0,18,4,0,0,29,0,7,24,0,0,45,0,7,9,0,0,2,1,1,10,0,46,0,0,0,10,0,22,0,8,0,0,17,1,4,15,0,0,12,0,0,0,0,0,3,0,0,0,0,16,2,36,6,17,0,5,2,32,0,0,4,0,0,0,1,16,0,0,0,0,0,3,13,14,0,0,2,8,38,0,0,0,18,6,4,9,0,0,0,10,3,10,2,8,9,0,0,0,0,14,2,0,11,0,0,0,1,0,0,0,0,1,17,0,0,0,0,0,23,0,0,0,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,4,8,30,8,8,37,0,1,0,0,5,0,0,0,0,0,4,0,2,0,0,17,11,0,9,0,9,43,0,0,1,0,0,0,0,0,0,31,9,0,16,0,0,0,7,30,0,0,3,18,5,0,0,0,1,0,8,0,0,0,0,10,0,0,28,17,0,0,9,7,7,0,0,0,1,0,0,6,0,1,1,4,0,4,0,0,0,0,0,3,4,0,39,0,1,13,7,0,0,38,4,0,0,14,1,0,16,0,0,0,2,0,8,0,27,0,0,1,15,0,1,0,0,0,10,19,0,0,0,0,2,17,22,9,0,8,19,16,1,0,0,0,0,0,17,4,21,7,0,4,12,0,30,7,0,12,0,0,0,0,0,15,0,0,0,4,0,0,0,1,3,52,0,7,0,0,0,21,0,0,0,30,0,0,15,8,4,0,0,19,0,0,6,0,23,0,0,14,0,21,1,20,0,0,0,0,0,0,0,0,0,5,0,10,0,14,32,0,0,0,0,0,0,1,5,0,0,11,3,0,0,0,12,0,17,5,0,0,0,0,0,0,0,0,19,0,21,0,5,7,0,2,18,1,10,0,0,20,31,0,8,0,0,3,0,0,0,0,0,18,0,0,1,0,44,68,3,0,0,0,0,0,8,9,0,0,65,6,0,18,34,0,4,0,10,2,0,0,0,9,0,0,0,10,0,20,9,0,0,0,4,0,0,0,0,16,0,0,0,13,0,0,59,0,0,16,0,0,0,0,1,0,0,0,0,11,0,0,18,0,0,5,6,0,10,0,5,5,0,0,7,0,0,0,10,4,0,0,4,2,10,10,3,0,0,0,0,0,0,0,0,0,13,22,0,0,30,0,0,0,0,0,0,3,4,1,0,8,0,0,0,5,0,0,0,0,0,4,15,0,0,0,0,1,0,54,0,0,0,0,0,7,39,22,7,5,0,16,0,26,9,0,0,0,10,0,0,0,0,1,0,0,47,0,7,0,0,0,0,0,1,10,13,0,11,3,10,0,5,0,0,0,0,7,0,0,0,0,42,0,0,0,0,8,0,0,44,0,0,1,0,0,19,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,2,3,0,0,0,0,0,14,0,28,0,0,0,0,0,10,0,0,0,0,7,0,11,6,0,0,27,12,12,0,0,0,9,0,1,0,0,12,5,0,0,30,9,23,0,29,0,0,20,0,0,0,0,0,0,2,0,2,0,1,0,31,0,0,3,10,47,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,32,2,0,0,0,0,5,5,26,0,0,18,0,0,0,3,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,24,4,7,0,22,0,9,0,0,17,2,15,0,17,0,5,0,0,5,0,2,22,33,0,0,24,16,3,33,5,0,0,1,20,0,0,0,11,0,44,0,7,0,0,9,0,0,0,0,32,0,0,0,10,0,0,0,0,0,0,49,43,0,0,0,10,0,0,0,0,0,0,0,0,23,0,16,4,0,4,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,18,24,0,4,7,1,29,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,4,7,0,0,1,0,0
100,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,4,3,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,10,0,0,62,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,88,0,1,0,0,4,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,9,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,99,0,0,0,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,11,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,147,0,14,0,0,0,1,0,5,1,0,0,0,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,58,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,94,0,0,39,0,134,0,0,0,1,0,0,25,0,0,0,0,0,3,0,0,0,97,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,1,0,3,1,0,0,0,0,0,0,137,0,0,0,0,1,0,0,0,0,0,81,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,31,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,2,0,0,0,1,0,0,1,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,68,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,69,0,0,0,0,0,161,1,0,0,0,14,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,58,7,14,0,0,0,0,0,0,0,0,0,0,0,0,23,1,123,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,87,1,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,119,0,0,0,135,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,37,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
