gen,0_ABCE1,0_ABHD8,0_ACBD7,0_ACCN1,0_ACCN4,0_ACE,0_ACP1,0_ACP6,0_ACTA1,0_ACTN2,0_ACYP1,0_ADAM11,0_ADAM21P1,0_ADAM21,0_ADAMTS1,0_ADAMTS20,0_ADAMTS4,0_ADCY7,0_ADD2,0_ADIG,0_ADRB1,0_AGFG2,0_AGXT2L2,0_AGXT,0_AHR,0_AIM2,0_AIMP2,0_AK3,0_AKAP5,0_ALCAM,0_ALG1L2,0_ALOX12P2,0_ALOX5AP,0_ALOX5,0_ALPI,0_ALPK2,0_ALX4,0_AMMECR1L,0_ANGPT4,0_ANKRD13C,0_ANKRD16,0_ANKRD32,0_ANKRD33,0_ANKRD42,0_ANKRD7,0_ANO9,0_AOX2P,0_AP1S2,0_AP3S2,0_APBA1,0_APBB1IP,0_APOA1BP,0_APOBEC3A,0_APOC1,0_APOC3,0_AQP12A,0_ARID4B,0_ARID5A,0_ARID5B,0_ARMC2,0_ARPC1B,0_ARPM1,0_ARRB2,0_ARRDC5,0_ASB5,0_ATF4,0_ATG4C,0_ATP1B4,0_ATP5J2,0_ATP6V0A2,0_ATP6V1C2,0_ATP8B2,0_ATRN,0_AUP1,0_AXL,0_B4GALT4,0_B4GALT6,0_BACE1,0_BACE2,0_BAGE,0_BAIAP2L1,0_BARX1,0_BAT2,0_BAZ1A,0_BBS2,0_BCAS1,0_BCL2L14,0_BEGAIN,0_BEND4,0_BEND5,0_BEX1,0_BFSP1,0_BNIP3L,0_BTN1A1,0_C10orf120,0_C10orf12,0_C10orf47,0_C10orf54,0_C10orf67,0_C10orf81,0_C10orf90,0_C11orf45,0_C11orf54,0_C11orf66,0_C12orf70,0_C13orf16,0_C13orf26,0_C14orf180,0_C14orf23,0_C14orf49,0_C16orf93,0_C17orf103,0_C17orf104,0_C17orf60,0_C17orf79,0_C17orf88,0_C18orf22,0_C18orf25,0_C18orf34,0_C19orf69,0_C1GALT1C1,0_C1QBP,0_C1QL4,0_C1QTNF6,0_C1S,0_C1orf115,0_C1orf175,0_C1orf192,0_C1orf200,0_C1orf26,0_C1orf54,0_C1orf74,0_C1orf96,0_C20orf123,0_C20orf195,0_C20orf196,0_C20orf46,0_C20orf56,0_C20orf70,0_C21orf125,0_C21orf2,0_C21orf62,0_C21orf96,0_C22orf9,0_C2CD4A,0_C2orf29,0_C2orf3,0_C2orf44,0_C3orf35,0_C4A,0_C4orf32,0_C5orf23,0_C5orf46,0_C5orf52,0_C6orf136,0_C6orf154,0_C6orf176,0_C6orf182,0_C6orf195,0_C6orf35,0_C6,0_C7orf46,0_C7orf55,0_C8orf45,0_C8orf58,0_C8orf80,0_C9orf91,0_CA3,0_CABC1,0_CABP1,0_CALU,0_CALY,0_CAMK1,0_CAMK2A,0_CAMK4,0_CAPN11,0_CAPS2,0_CARD17,0_CASP4,0_CASP5,0_CASP8AP2,0_CBX2,0_CBX6,0_CCDC113,0_CCDC25,0_CCDC33,0_CCL13,0_CCL17,0_CCL18,0_CCL1,0_CCL21,0_CCM2,0_CCNC,0_CCNF,0_CD109,0_CD164L2,0_CD164,0_CD177,0_CD226,0_CD276,0_CD33,0_CD36,0_CD84,0_CDCA2,0_CDK15,0_CDKN1C,0_CEACAM19,0_CEBPE,0_CECR2,0_CELA3B,0_CELF5,0_CELSR3,0_CENPF,0_CENPM,0_CEP192,0_CEP97,0_CERKL,0_CFB,0_CHD7,0_CHEK1,0_CHI3L2,0_CHID1,0_CHMP4B,0_CHN1,0_CHN2,0_CIDEB,0_CISD2,0_CKMT1B,0_CLDN6,0_CLEC12B,0_CLEC16A,0_CLEC1B,0_CLEC3B,0_CLEC4D,0_CLEC4E,0_CLEC6A,0_CLN5,0_CLUAP1,0_CMTM3,0_CNTLN,0_COG4,0_COL11A1,0_COL16A1,0_COL18A1,0_COL4A5,0_COL5A3,0_COL9A2,0_COLEC12,0_COMMD2,0_COMMD6,0_COMMD8,0_CORO1C,0_CORO2B,0_CPEB3,0_CPN2,0_CPXCR1,0_CREBBP,0_CREG2,0_CRLF2,0_CRNN,0_CRTAM,0_CRYAA,0_CRYBB1,0_CRYGS,0_CSGALNACT2,0_CSMD2,0_CSRP2,0_CTDSPL2,0_CTLA4,0_CTPS,0_CTSD,0_CTSG,0_CUEDC2,0_CUL3,0_CUZD1,0_CXCL5,0_CXCL6,0_CXorf40B,0_CXorf48,0_CYB5A,0_CYB5R1,0_CYB5R3,0_CYBA,0_CYP2C9,0_CYP2J2,0_DAND5,0_DAPK2,0_DCAF12,0_DCAF4L2,0_DCHS1,0_DDHD1,0_DDX11,0_DEFB104A,0_DHH,0_DHRS4L1,0_DHX34,0_DHX36,0_DIDO1,0_DIO1,0_DKFZp779M0652,0_DLC1,0_DNAJC8,0_DND1,0_DNM1,0_DNMT3A,0_DNTTIP1,0_DPCR1,0_DPP9,0_DPPA4,0_DSG3,0_DTX4,0_DYNLT3,0_EDDM3A,0_EFEMP1,0_EFNB3,0_EGFL6,0_EGFL8,0_EGR2,0_EID3,0_EIF4E,0_ELF1,0_ELFN1,0_ELMOD2,0_ELOVL1,0_ELOVL3,0_ELOVL7,0_EMP2,0_EMX1,0_ENG,0_ENTPD1,0_ENTPD7,0_EPB41L1,0_EPSTI1,0_EPYC,0_ERMN,0_ERN1,0_ESX1,0_ETS1,0_EVI2A,0_EYA1,0_F2R,0_F3,0_FABP5,0_FADS1,0_FAM107A,0_FAM150B,0_FAM151B,0_FAM155B,0_FAM178B,0_FAM3A,0_FAM48B2,0_FAM69B,0_FAM81B,0_FAM83H,0_FANCG,0_FAT3,0_FBLN1,0_FBL,0_FBP2,0_FBXO24,0_FBXO2,0_FBXO5,0_FCGR1C,0_FGF18,0_FGF1,0_FGF5,0_FIGNL1,0_FIZ1,0_FKBP10,0_FLG,0_FLJ37453,0_FLJ43390,0_FLJ45244,0_FLOT2,0_FOXG1,0_FOXI2,0_FOXI3,0_FOXL2,0_FOXO4,0_FOXP2,0_FOXP4,0_FSD1,0_FSHR,0_FSTL3,0_FUCA1,0_FUNDC2P2,0_FUT3,0_FUT5,0_FYB,0_GAA,0_GAB1,0_GAB3,0_GAB4,0_GABRE,0_GAD2,0_GALK1,0_GALNT4,0_GALNT5,0_GBX1,0_GCLM,0_GDF9,0_GDPD4,0_GEN1,0_GH1,0_GINS3,0_GJA3,0_GJC1,0_GK3P,0_GK,0_GLIPR1L1,0_GLP2R,0_GLRX,0_GLYATL1,0_GLYATL2,0_GMEB1,0_GMFB,0_GOLGA2,0_GOLIM4,0_GON4L,0_GPBAR1,0_GPBP1L1,0_GPER,0_GPNMB,0_GPR111,0_GPR12,0_GPR132,0_GPR176,0_GPR37L1,0_GPR50,0_GPR65,0_GPR68,0_GPR83,0_GPR97,0_GPRIN3,0_GPT2,0_GPX5,0_GPX6,0_GPX8,0_GRIA3,0_GRIK3,0_GRIN2A,0_GRM4,0_GSDMC,0_GSG2,0_GTPBP2,0_GUCY2C,0_GUF1,0_GVIN1,0_GXYLT2,0_GZMH,0_H2AFX,0_H2BFWT,0_H3F3A,0_HAPLN3,0_HAR1A,0_HAR1B,0_HCG22,0_HDAC11,0_HECW1,0_HEPH,0_HEPN1,0_HEXB,0_HFE2,0_HHLA1,0_HLA-DMA,0_HLTF,0_HMCN1,0_HMGA2,0_HNRNPA1,0_HNRNPK,0_HOMEZ,0_HOXA3,0_HS6ST2,0_HSD17B12,0_HSP90B3P,0_HSPA13,0_HTR7,0_ICMT,0_IDI2,0_IDO2,0_IFFO1,0_IFI16,0_IFITM1,0_IFITM2,0_IFT57,0_IGFBP3,0_IGLON5,0_IL17C,0_IL17RA,0_IL17RD,0_IL27,0_IL32,0_IL5RA,0_IMPA1,0_INGX,0_INHA,0_INS-IGF2,0_INTU,0_IPO4,0_IQGAP2,0_IRAK3,0_IRS2,0_IRX5,0_ITGA2,0_ITGA5,0_ITGB3,0_JARID2,0_JOSD1,0_JUB,0_JUND,0_KAT5,0_KATNAL1,0_KBTBD10,0_KBTBD5,0_KCNB1,0_KCND2,0_KCNJ10,0_KCNJ11,0_KCNJ13,0_KCNK13,0_KDM3B,0_KDM4DL,0_KERA,0_KIAA0196,0_KIAA0319,0_KIAA0355,0_KIAA0494,0_KIAA0649,0_KIAA1199,0_KIAA1468,0_KIAA1529,0_KIF1B,0_KIF26B,0_KIF6,0_KIR3DL1,0_KIRREL,0_KLF11,0_KLF16,0_KLF7,0_KLHDC1,0_KLHL5,0_KLRG1,0_KLRG2,0_KMO,0_KREMEN1,0_KRT6B,0_KRTAP10-7,0_KRTAP5-6,0_KRTAP5-7,0_KRTDAP,0_LAIR1,0_LAMA4,0_LAMP3,0_LANCL2,0_LARP1,0_LARS2,0_LCE1D,0_LDLR,0_LEKR1,0_LEPRE1,0_LEPREL1,0_LGALS7B,0_LGALS7,0_LGSN,0_LHFPL3,0_LHX5,0_LITAF,0_LLGL2,0_LOC100128076,0_LOC100128191,0_LOC100129066,0_LOC100130331,0_LOC100130557,0_LOC100130872,0_LOC100133161,0_LOC100188949,0_LOC100270710,0_LOC100286844,0_LOC150568,0_LOC154449,0_LOC158696,0_LOC283731,0_LOC284788,0_LOC285205,0_LOC285359,0_LOC285375,0_LOC285456,0_LOC285696,0_LOC285847,0_LOC400043,0_LOC400891,0_LOC647979,0_LOC648691,0_LOC654342,0_LOH12CR2,0_LOH3CR2A,0_LOXL1,0_LOXL3,0_LOX,0_LPPR4,0_LRGUK,0_LRRC27,0_LRRC52,0_LRRCC1,0_LSM3,0_LTA,0_LTBP3,0_LUC7L2,0_LY6E,0_LY86,0_LYZL4,0_LZIC,0_MAB21L2,0_MAGEB4,0_MAGEB6,0_MAGED4B,0_MAN1A2,0_MAP3K15,0_MAPRE2,0_MARCKS,0_MAS1,0_MASP1,0_MAT2B,0_MBD3,0_MCART6,0_MEAF6,0_MED22,0_MEF2C,0_MERTK,0_METTL11B,0_METTL13,0_METTL7B,0_MFSD2B,0_MFSD3,0_MFSD4,0_MGAT4C,0_MGC16275,0_MGC16703,0_MGLL,0_MIB2,0_MICAL1,0_MID1,0_MLH1,0_MMD,0_MMP16,0_MMP3,0_MMP7,0_MPHOSPH6,0_MRAS,0_MRPL12,0_MRPL14,0_MRPL22,0_MRPS18A,0_MRVI1,0_MS4A7,0_MSC,0_MT1H,0_MTHFD1L,0_MTIF3,0_MTMR10,0_MTMR9L,0_MTRR,0_MTVR2,0_MTX1,0_MUC21,0_MX1,0_MYLK4,0_MYO1F,0_MYOF,0_NAA40,0_NACA2,0_NALCN,0_NANOG,0_NANOS3,0_NANS,0_NAPSB,0_NAV3,0_NBEA,0_NCBP1,0_NCEH1,0_NCK1,0_NCLN,0_NCOA5,0_NCR1,0_NCR3,0_NCRNA00111,0_NCRNA00119,0_NDRG4,0_NDUFA6,0_NDUFV2,0_NEAT1,0_NECAB1,0_NEDD1,0_NEK5,0_NFATC1,0_NFE2,0_NFIC,0_NFIX,0_NFKBIA,0_NGDN,0_NGFRAP1,0_NIN,0_NIP7,0_NIPAL2,0_NIPAL4,0_NKAIN3,0_NKX6-1,0_NMD3,0_NMI,0_NNAT,0_NNMT,0_NOP16,0_NPBWR1,0_NPDC1,0_NPY,0_NR0B2,0_NR2C2AP,0_NR2F6,0_NRARP,0_NRSN1,0_NRSN2,0_NTRK3,0_NTS,0_NUCKS1,0_NUP88,0_NUTF2,0_NWD1,0_NXF1,0_NXF4,0_NXPH1,0_NXPH4,0_OBSCN,0_ODZ1,0_ODZ3,0_OPRK1,0_OR11H4,0_OR13A1,0_OR1G1,0_OR1M1,0_OR1N1,0_OR2T3,0_OR56A3,0_OR5B12,0_OSBPL5,0_OSBPL6,0_OSCAR,0_OTC,0_OTOF,0_OTOR,0_OTP,0_P4HA3,0_PABPC3,0_PADI2,0_PAG1,0_PAK7,0_PAPPA,0_PCDHA6,0_PCDHB4,0_PDCL,0_PDE4A,0_PDE4D,0_PDSS1,0_PDYN,0_PDZD2,0_PEX6,0_PF4,0_PGK2,0_PHF13,0_PHF19,0_PHF7,0_PHKA1,0_PHTF1,0_PIBF1,0_PIGR,0_PIK3AP1,0_PIK3C2G,0_PKLR,0_PLA2R1,0_PLAGL1,0_PLCB2,0_PLCXD3,0_PLEK2,0_PLEKHO1,0_PLEKHO2,0_PLIN2,0_PLK1S1,0_PLXNA4,0_PMF1,0_PMS2L5,0_PNMA1,0_PNMA2,0_PNPLA3,0_PNPLA7,0_PODNL1,0_POLR1B,0_POLR3F,0_POR,0_POU2F3,0_PPARGC1A,0_PPBP,0_PPIL1,0_PPIL4,0_PPM1D,0_PPME1,0_PPP1R1B,0_PPP1R3B,0_PPP2R5A,0_PPP4R1,0_PPTC7,0_PPY2,0_PRAMEF16,0_PREB,0_PRG1,0_PRG4,0_PRKAA1,0_PRKAG3,0_PRND,0_PRR15,0_PRRT4,0_PRX,0_PSD3,0_PTGER2,0_PTPN22,0_PTPN2,0_PTPN7,0_PTPRB,0_PTPRN,0_PTX3,0_RAB1B,0_RAB27A,0_RAB3B,0_RAB3D,0_RAB3GAP2,0_RAD51L1,0_RAET1E,0_RAET1K,0_RAI14,0_RALBP1,0_RANBP3L,0_RANGRF,0_RARRES3,0_RAX2,0_RBBP5,0_RBM3,0_RCAN1,0_RCBTB1,0_RCE1,0_RCVRN,0_RECQL,0_RELT,0_RETNLB,0_RFFL,0_RFPL1,0_RFX3,0_RFX8,0_RFXANK,0_RGS17,0_RHBDL3,0_RHOG,0_RIN2,0_RINL,0_RIPK3,0_RNF207,0_RNF25,0_ROBO4,0_RPA1,0_RPA3,0_RPAIN,0_RPE65,0_RPGRIP1,0_RPL37A,0_RPS3,0_RPSA,0_RTKN2,0_RTN4R,0_RTN4,0_RUNDC3A,0_S100A1,0_S100B,0_S100P,0_SAMD3,0_SAMD7,0_SBK1,0_SC4MOL,0_SCARNA7,0_SCGB1C1,0_SCN4B,0_SCT,0_SEC61A1,0_SELENBP1,0_SEMA6B,0_SEMA6C,0_SEMA7A,0_SEPT11,0_SEPT1,0_SEPT4,0_SEPT7L,0_SERF1A,0_SESN3,0_SF3B4,0_SGMS1,0_SH3BP1,0_SH3BP5L,0_SH3KBP1,0_SHANK1,0_SHCBP1,0_SHISA7,0_SHOX,0_SIGLEC14,0_SIPA1L2,0_SIRT6,0_SIX1,0_SLA,0_SLC10A4,0_SLC11A1,0_SLC13A3,0_SLC16A12,0_SLC16A7,0_SLC17A8,0_SLC22A3,0_SLC24A3,0_SLC24A6,0_SLC25A17,0_SLC25A29,0_SLC25A32,0_SLC25A6,0_SLC29A1,0_SLC36A4,0_SLC38A3,0_SLC4A11,0_SLC4A5,0_SLC5A10,0_SLC6A14,0_SLC7A14,0_SLC7A2,0_SLC7A5,0_SLC9A10,0_SLC9A6,0_SMARCA4,0_SMARCA5,0_SMARCB1,0_SMO,0_SMPD1,0_SNED1,0_SNN,0_SNRNP27,0_SNRNP48,0_SNX18,0_SOBP,0_SOCS1,0_SOX14,0_SOX15,0_SOX3,0_SP110,0_SPATS2,0_SPDYE5,0_SPHK1,0_SPIC,0_SPIN1,0_SPRY4,0_SPR,0_SPTB,0_SRA1,0_SRPX,0_SSC5D,0_SSTR2,0_STAC,0_STAP1,0_STEAP1,0_STIM2,0_STK17B,0_STK25,0_STK32B,0_STOX1,0_STRA6,0_STS,0_STX11,0_STX18,0_STXBP2,0_SUCLG2,0_SUZ12,0_SYDE1,0_SYNGR3,0_SYNPR,0_SYT14,0_TAB2,0_TAC3,0_TAF4B,0_TAS2R38,0_TASP1,0_TBC1D10A,0_TBC1D10C,0_TBC1D12,0_TBC1D7,0_TBX21,0_TECTA,0_TEF,0_TEKT1,0_TEX101,0_TFB2M,0_TFDP3,0_TFF1,0_TF,0_TGFBI,0_TGM4,0_TGM5,0_THPO,0_TIGD4,0_TIRAP,0_TJP3,0_TLL1,0_TLR3,0_TLR8,0_TM4SF19,0_TMED3,0_TMED7-TICAM2,0_TMEM100,0_TMEM119,0_TMEM123,0_TMEM132E,0_TMEM150B,0_TMEM154,0_TMEM155,0_TMEM189-UBE2V1,0_TMEM190,0_TMEM194B,0_TMEM231,0_TMEM2,0_TMEM43,0_TMEM54,0_TMEM66,0_TMEM74,0_TMEM81,0_TMEM86A,0_TMEM8C,0_TMEM99,0_TMPO,0_TMPRSS9,0_TNFRSF17,0_TNFRSF19,0_TNFRSF21,0_TNFSF4,0_TNPO2,0_TOMM34,0_TP53INP2,0_TP53RK,0_TP53TG3B,0_TP63,0_TPD52L3,0_TPM1,0_TPPP2,0_TPRG1,0_TPSAB1,0_TPTE2P1,0_TRAF3IP3,0_TRAT1,0_TREM1,0_TRIM38,0_TRIM41,0_TRIM52,0_TRIOBP,0_TRPA1,0_TRPC2,0_TRPC4AP,0_TSG1,0_TSHZ2,0_TSPAN18,0_TUBA1C,0_TUBB8,0_U2AF2,0_UBAP2L,0_UBE2CBP,0_UBE2E1,0_UCA1,0_UCP1,0_UGCG,0_UNC45A,0_UNC5C,0_UNC80,0_UQCRC2,0_UROD,0_USP15,0_USP21,0_USP29,0_USP39,0_USP53,0_USP6,0_UTF1,0_VAC14,0_VCX3B,0_VIM,0_VIPR2,0_VNN3,0_VPS16,0_VSX1,0_VTI1A,0_WASL,0_WBSCR26,0_WDR43,0_WDR63,0_WDR83,0_WISP2,0_WNK3,0_WWOX,0_WWP1,0_XCL2,0_XIRP1,0_XYLT1,0_ZBTB16,0_ZBTB7C,0_ZC3H12D,0_ZCCHC12,0_ZCCHC24,0_ZDHHC3,0_ZFAND1,0_ZFP161,0_ZFP1,0_ZFP30,0_ZFYVE21,0_ZIC3,0_ZKSCAN2,0_ZNF19,0_ZNF250,0_ZNF287,0_ZNF318,0_ZNF345,0_ZNF354C,0_ZNF444,0_ZNF540,0_ZNF543,0_ZNF554,0_ZNF628,0_ZNF668,0_ZNF673,0_ZNF682,0_ZNF696,0_ZNF705A,0_ZNF749,0_ZNF777,0_ZNF792,0_ZNF833,0_ZNF92,0_ZYX,0_ZZEF1
0,15,27,0,2,0,0,4,20,14,1,0,0,0,0,0,0,0,28,0,0,2,0,3,0,4,41,0,32,21,15,15,2,0,6,0,0,14,0,0,12,1,0,0,0,0,0,1,21,0,0,2,0,0,0,0,10,0,0,0,8,24,0,3,11,0,0,8,0,0,0,18,0,0,7,23,0,0,0,0,2,0,0,0,0,19,13,6,0,0,0,0,0,4,0,8,0,0,10,0,16,6,0,0,0,23,13,0,8,3,0,0,0,9,23,0,0,0,29,0,16,0,0,0,16,0,0,0,0,56,0,0,0,0,23,0,0,0,0,0,0,0,0,26,0,15,0,0,4,0,0,0,0,14,0,0,0,0,23,6,0,0,0,0,0,13,0,14,2,0,11,7,0,0,20,14,7,0,32,0,1,0,0,0,0,7,0,7,7,0,0,0,0,0,0,0,0,0,16,23,26,4,3,0,1,0,0,10,0,17,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,8,6,0,0,3,0,7,0,1,0,1,5,0,0,17,0,1,0,3,29,0,4,21,0,0,0,11,35,0,31,42,0,10,0,15,1,14,0,6,0,14,2,0,0,0,11,21,0,0,0,0,5,0,4,0,0,0,0,0,36,6,14,0,4,0,13,0,0,0,0,0,0,0,5,5,0,0,0,6,1,0,28,0,2,22,2,0,0,5,0,10,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,11,0,2,17,0,2,0,17,0,1,0,2,11,5,0,0,0,0,0,2,0,0,0,18,0,1,6,0,0,0,5,2,0,1,0,0,18,11,0,0,6,0,0,0,0,6,0,2,0,0,0,4,0,1,7,4,0,0,0,6,0,0,0,2,6,0,0,32,0,0,0,0,1,12,14,0,0,0,0,21,3,13,10,15,1,0,0,0,1,0,21,12,0,23,7,5,0,24,2,8,0,0,19,0,0,0,22,3,0,0,0,7,5,0,0,0,8,0,0,0,0,0,0,18,5,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,22,6,0,1,12,13,0,0,0,0,7,0,29,0,0,41,0,0,0,10,0,0,0,0,0,0,0,21,20,10,0,7,0,0,0,0,0,0,12,1,1,16,0,0,2,0,35,0,0,5,0,0,0,7,0,0,0,3,0,0,0,19,0,0,0,0,0,0,8,0,0,13,12,13,29,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,19,11,0,0,0,0,23,0,8,0,1,0,2,10,0,0,6,0,5,0,0,0,24,5,0,4,0,0,0,0,0,17,12,0,0,1,1,0,0,2,23,0,0,5,0,0,0,5,13,39,0,5,7,3,4,0,0,4,6,67,0,0,0,0,14,0,0,0,5,0,0,8,0,3,0,7,0,0,0,0,9,0,4,0,4,0,0,0,0,0,0,4,1,0,9,0,7,8,0,0,0,2,9,0,0,8,0,0,0,0,55,4,0,11,41,5,0,0,0,0,0,1,14,0,0,20,0,37,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,12,2,0,0,8,0,0,0,0,2,19,0,0,10,0,0,6,0,1,0,0,0,0,3,0,15,0,0,0,8,4,0,3,0,26,0,0,0,0,9,0,7,18,39,1,0,0,0,22,0,10,0,0,0,0,0,21,0,0,0,0,0,0,3,1,4,0,3,0,30,0,0,0,0,0,9,0,0,0,0,2,0,2,0,18,0,0,15,11,0,8,0,31,4,0,0,25,15,0,0,19,1,0,0,41,2,0,11,0,0,5,0,0,4,10,5,0,3,0,0,1,0,13,0,0,0,9,0,15,0,0,0,0,0,7,9,0,0,0,2,0,26,0,0,0,0,1,3,0,0,0,2,22,15,0,1,0,3,14,34,0,0,0,0,0,0,0,0,1,14,0,25,0,0,11,0,0,0,4,0,11,10,0,0,0,0,5,0,18,0,8,21,43,26,1,1,4,0,0,3,0,11,0,0,0,4,0,0,0,1,5,0,9,1,0,4,4,4,20,0,3,0,0,40,15,0,4,0,0,0,1,0,0,0,0,0,9,0,0,0,0,27,0,0,0,0,0,0,0,8,10,10,0,0,11,0,0,0,0,0,0,0,0,0,6,0,20,0,0,9,16,4,18,0,0,0,4,0,0,0,3,0,0,13,0,0,1,3,7,0,0,5,0,0,0,0,0,0,23,0,23,1,4,0,0,8,1,20,0,0,0,0,0,0,0,0,37,0,0,0,1,4,12,4,7,10,0,5,22,0,18,14,0,0,11,1,0,0,0,3,1,0,0,0,1,0,0,1,0,9,0,0,3,0,0,0,0,0,1,0,8,0,0,10,0,0,0,6,0,8,5,11,9,0,0,12,0,32,0,0,10,0,4,12,0,9,0,0,0,0,0,0,0,1,10,5,5,0,0,0,0,0,0,10,0,0,0,0,0,0
100,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,68,0,0,122,23,0,0,0,0,0,0,0,0,0,59,0,0,1,0,0,0,0,19,0,0,0,0,0,6,0,2,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,68,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,4,40,0,0,0,0,138,0,0,0,0,0,0,1,0,1,0,0,0,0,79,0,0,0,0,0,1,0,0,2,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,11,39,0,99,0,0,0,0,0,0,0,38,0,0,4,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49,0,0,1,0,0,0,0,0,0,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,36,1,0,0,39,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,33,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,2,0,0,0,0,0,0,59,16,1,1,0,0,0,40,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,2,0,1,0,0,0,0,0,0,0,0,0,0,16,39,0,1,0,7,1,1,1,1,0,0,0,0,0,0,0,2,0,40,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,147,0,40,12,0,0,0,0,0,0,40,0,0,0,0,40,14,0,2,0,0,2,0,0,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,76,0,0,0,0,0,0,0,21,0,2,0,0,40,0,0,0,1,4,35,0,0,1,1,5,1,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,18,0,0,0,1,0,0,38,0,0,0,0,0,0,0,0,0,0,0,108,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,112,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,1,0,0,87,0,0,69,1,0,0,0,0,0,0,0,0,0,0,32,0,0,1,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,38,0,0,40,134,40,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,68,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,0,0,0,0,17,0,66,44,0,59,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,108,0,0,19,0,44,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0
