gen,0_AARS,0_ABAT,0_ABCA2,0_ABHD14B,0_ABHD15,0_ACCS,0_ACP6,0_ACSBG1,0_ACSM1,0_ACTN2,0_ACY1,0_ADAM19,0_ADAM3A,0_ADAMTS18,0_ADPRHL1,0_ADRA2B,0_AEBP2,0_AGFG2,0_AGPAT2,0_AGTR1,0_AGXT2,0_AHR,0_AIM2,0_AJAP1,0_AKAP2,0_AKAP5,0_AKD1,0_ALG12,0_ALG1L2,0_ALLC,0_ALPPL2,0_ALX3,0_ANKH,0_ANKRD22,0_ANKZF1,0_ANO5,0_ANTXR1,0_ANXA10,0_AOX2P,0_AP1M1,0_APBA1,0_APOB48R,0_APOE,0_APOL4,0_ARHGAP10,0_ARHGAP20,0_ARHGEF10L,0_ARHGEF4,0_ARHGEF9,0_ARID3C,0_ARL9,0_ARMC10,0_ARMC8,0_ARPC1B,0_ARPM1,0_ARRB2,0_ARSI,0_ASF1B,0_ASIP,0_ASPG,0_ASPH,0_ASPM,0_ASS1,0_ATAD3C,0_ATG16L1,0_ATG2B,0_ATP10B,0_ATP6V0A2,0_ATXN7,0_AURKC,0_AZGP1,0_B3GALT1,0_B3GNT3,0_BAHD1,0_BAMBI,0_BARX1,0_BCAP29,0_BCL2L13,0_BCL2L14,0_BCS1L,0_BEAN,0_BEND5,0_BEST1,0_BGN,0_BIN2,0_BIN3,0_BLMH,0_BOLA1,0_BRD4,0_BRD7,0_BRIP1,0_BST2,0_BTD,0_BTN3A1,0_BTNL2,0_C10orf120,0_C10orf81,0_C11orf17,0_C11orf52,0_C11orf59,0_C11orf65,0_C14orf162,0_C14orf179,0_C14orf34,0_C15orf24,0_C15orf63,0_C16orf59,0_C17orf104,0_C17orf73,0_C17orf95,0_C18orf25,0_C1QB,0_C1QTNF3,0_C1QTNF6,0_C1orf110,0_C1orf162,0_C1orf168,0_C1orf182,0_C1orf189,0_C1orf200,0_C1orf226,0_C1orf65,0_C1orf9,0_C21orf63,0_C21orf84,0_C21orf96,0_C22orf41,0_C2CD4A,0_C2orf44,0_C2orf55,0_C2orf63,0_C2orf86,0_C3orf26,0_C3orf36,0_C3orf50,0_C5AR1,0_C5orf32,0_C5orf36,0_C5orf58,0_C5orf62,0_C6orf182,0_C7orf26,0_C7orf36,0_C7,0_C8orf77,0_C9orf5,0_C9orf70,0_C9orf71,0_C9orf95,0_C9orf9,0_CAGE1,0_CAMK2A,0_CAPN1,0_CARD17,0_CARM1,0_CAST,0_CBLN3,0_CCDC117,0_CCDC136,0_CCDC144B,0_CCDC42,0_CCDC7,0_CCDC88C,0_CCL17,0_CCL26,0_CCL3,0_CCNE2,0_CCR5,0_CCR8,0_CCT7,0_CD177,0_CD226,0_CD248,0_CD2,0_CD33,0_CD36,0_CD38,0_CD3D,0_CD52,0_CD7,0_CDC20,0_CDC42EP1,0_CDC42SE1,0_CDC6,0_CDCP1,0_CDH3,0_CDIPT,0_CDK6,0_CDKN2A,0_CDT1,0_CDX1,0_CEACAM19,0_CENPBD1,0_CER1,0_CERKL,0_CETN4P,0_CHAF1A,0_CHKB-CPT1B,0_CHST10,0_CHST1,0_CHTF8,0_CIDEB,0_CKAP4,0_CLDN18,0_CLEC2B,0_CLIP1,0_CLK2,0_CLLU1,0_CMTM3,0_CNNM4,0_CNTN3,0_COL18A1,0_COL4A5,0_COL5A3,0_COL8A1,0_COLEC10,0_COLEC12,0_COPG2,0_COQ10B,0_CORO2B,0_COX7B2,0_CPN2,0_CPNE8,0_CPSF3L,0_CPT1C,0_CPXCR1,0_CRMP1,0_CRTAM,0_CRTC1,0_CRYBB1,0_CRYGC,0_CSDC2,0_CSE1L,0_CSF2RA,0_CSF2,0_CST7,0_CTPS2,0_CTPS,0_CTSC,0_CTSD,0_CTSG,0_CTTN,0_CUL5,0_CXCL2,0_CXorf48,0_CXorf58,0_CYP17A1,0_CYP24A1,0_CYP2C18,0_CYP2D6,0_CYP2J2,0_CYP4F22,0_DAND5,0_DAO,0_DARC,0_DARS2,0_DBF4B,0_DBNL,0_DCAF16,0_DCAF7,0_DCAF8L2,0_DCLK3,0_DCTPP1,0_DCT,0_DDAH1,0_DDT,0_DDX6,0_DENND1C,0_DENND2A,0_DEPDC7,0_DEXI,0_DGCR11,0_DGKD,0_DGKI,0_DGKK,0_DHCR24,0_DHDPSL,0_DHODH,0_DHRS3,0_DIRAS3,0_DIS3,0_DISP1,0_DKFZP434L187,0_DLL3,0_DNAH5,0_DNAJB14,0_DNAJC5B,0_DNM1,0_DNMBP,0_DNMT3A,0_DNPEP,0_DOCK10,0_DOK2,0_DOK5,0_DPEP3,0_DPY19L2P4,0_DPYD,0_DPYSL3,0_DRAM2,0_DSCR4,0_DUT,0_DYSFIP1,0_EBP,0_ECEL1,0_ECT2,0_EDEM1,0_EDNRA,0_EFEMP2,0_EFNB3,0_EGFL6,0_EGR2,0_EIF4E2,0_EMID2,0_EMX1,0_ENO3,0_ENPP7,0_ENTPD1,0_ENTPD3,0_ENY2,0_EPB41,0_EPHA6,0_EPPK1,0_ERBB3,0_ERLIN2,0_ERMN,0_ESPN,0_EVC,0_EXOSC10,0_F2R,0_FAAH2,0_FABP5,0_FAHD2B,0_FAM102B,0_FAM115C,0_FAM125B,0_FAM132A,0_FAM151B,0_FAM158A,0_FAM196A,0_FAM49B,0_FAM50A,0_FAM71E2,0_FAM90A1,0_FAM91A1,0_FANCI,0_FAR2,0_FBN3,0_FBXL19,0_FBXO24,0_FCGRT,0_FCN3,0_FGF21,0_FGF2,0_FGF8,0_FGF9,0_FGFR2,0_FIBCD1,0_FIBP,0_FKBP10,0_FKBP5,0_FLJ13224,0_FLJ23867,0_FLJ40330,0_FLJ44054,0_FN1,0_FNBP1L,0_FNBP4,0_FOLR3,0_FOXD3,0_FOXO1,0_FOXR1,0_FPR3,0_FREM2,0_FRG1,0_FRMD4B,0_FRY,0_FSD1,0_FTL,0_FUCA1,0_GALK1,0_GALNT8,0_GALNT9,0_GALNTL2,0_GAS2L2,0_GAS6,0_GBP3,0_GBX1,0_GCC2,0_GDF5,0_GDF6,0_GEMIN4,0_GFOD2,0_GFPT2,0_GGT5,0_GIMAP1,0_GIMAP4,0_GIMAP5,0_GIMAP6,0_GINS3,0_GIPC3,0_GK,0_GLI3,0_GLP2R,0_GLRA1,0_GLYATL1,0_GNG10,0_GNG11,0_GOLGA2,0_GOLGA7B,0_GON4L,0_GPBAR1,0_GPC4,0_GPR120,0_GPR124,0_GPR12,0_GPR132,0_GPR133,0_GPR148,0_GPR18,0_GPR50,0_GPX8,0_GRAMD1C,0_GRIN2C,0_GSC2,0_GSDMC,0_GSK3A,0_GXYLT2,0_GYPC,0_H6PD,0_HAR1A,0_HAR1B,0_HAUS5,0_HCFC2,0_HCP5,0_HDDC2,0_HELB,0_HES5,0_HEXB,0_HGF,0_HIP1R,0_HIST1H1D,0_HIST1H3I,0_HK3,0_HLA-DOA,0_HLA-DOB,0_HLA-DPA1,0_HLA-DRB1,0_HNMT,0_HNRNPC,0_HOXC9,0_HPS1,0_HS3ST4,0_HSD17B6,0_HSPA13,0_HSPC072,0_HTATSF1,0_HTR3C,0_IFFO2,0_IFIT2,0_IFNG,0_IGFBP6,0_IGFL3,0_IGSF6,0_IGSF9,0_IK,0_IL21,0_IL27,0_IL31RA,0_IL33,0_IL4R,0_IL6ST,0_IL8,0_ILF2,0_INGX,0_INS-IGF2,0_INTS12,0_INTS2,0_INTS3,0_INTU,0_IQCF1,0_IQUB,0_IRF2BP1,0_IRF6,0_ITGB4,0_ITPK1,0_ITPRIPL2,0_ITPRIP,0_IVD,0_JAK2,0_JMJD5,0_JRKL,0_KANK4,0_KBTBD7,0_KCNA6,0_KCNAB1,0_KCNB1,0_KCNH3,0_KCNJ10,0_KCNK13,0_KCNK2,0_KCTD10,0_KCTD14,0_KDM4DL,0_KDM5B,0_KGFLP2,0_KIAA0020,0_KIAA0408,0_KIAA0528,0_KIAA1107,0_KIAA1161,0_KIAA1267,0_KIAA1614,0_KIAA1908,0_KIF21B,0_KIF5C,0_KIN,0_KIR3DL3,0_KLF12,0_KLF16,0_KLHDC7B,0_KLHL32,0_KMO,0_KPNA2,0_KRTAP2-2,0_KRTDAP,0_LAMC1,0_LASS3,0_LCLAT1,0_LCP1,0_LDLRAD1,0_LENG1,0_LEPREL1,0_LGI4,0_LIMS2,0_LIPG,0_LIPT1,0_LMAN2,0_LMBRD1,0_LOC100128076,0_LOC100128640,0_LOC100128675,0_LOC100129066,0_LOC100130386,0_LOC100130933,0_LOC100133957,0_LOC100192378,0_LOC100192379,0_LOC100270710,0_LOC100286793,0_LOC100303728,0_LOC148145,0_LOC150568,0_LOC283267,0_LOC285696,0_LOC285847,0_LOC389791,0_LOC401463,0_LOC494141,0_LOC606724,0_LOC643837,0_LOC645323,0_LOC647979,0_LOC728024,0_LOC729467,0_LOC90110,0_LOH3CR2A,0_LPAR6,0_LRP10,0_LRP1,0_LRP3,0_LRRC27,0_LRRC2,0_LRRC4,0_LRRC52,0_LSM4,0_LSR,0_LST-3TM12,0_LTA,0_LYG2,0_LYVE1,0_LYZL4,0_LZTFL1,0_MAFK,0_MAGEB10,0_MAGED1,0_MANEAL,0_MAP3K11,0_MAP3K15,0_MAP3K5,0_MAPK13,0_MAPK7,0_MAPKBP1,0_MAPRE2,0_MARCKS,0_MASP1,0_MAST4,0_MC1R,0_MCART6,0_MCOLN3,0_MEF2C,0_MEN1,0_METRNL,0_METTL11B,0_METTL1,0_MFAP3,0_MFSD4,0_MGAT1,0_MICAL1,0_MICALL2,0_MIR155HG,0_MMP9,0_MOBKL2C,0_MORN4,0_MPP2,0_MPPED1,0_MR1,0_MRC2,0_MRPS18A,0_MS4A7,0_MTF2,0_MTMR15,0_MTMR1,0_MTTP,0_MURC,0_MXD1,0_MYBPH,0_MYC,0_MYL12B,0_MYO1A,0_MYST1,0_NAGA,0_NALCN,0_NAPA,0_NAT8B,0_NAV2,0_NBEA,0_NCALD,0_NCAPH2,0_NCAPH,0_NCF2,0_NCK1,0_NCKAP5,0_NCOA5,0_NCR3,0_NCRNA00095,0_NCRNA00173,0_NCSTN,0_NDUFA2,0_NDUFA9,0_NDUFB2,0_NELL1,0_NETO2,0_NFIC,0_NFRKB,0_NFU1,0_NIPAL2,0_NIPAL4,0_NKAIN4,0_NMNAT2,0_NOTUM,0_NPC2,0_NPM2,0_NPW,0_NR1H2,0_NR2F1,0_NRARP,0_NRG1,0_NRN1L,0_NRP2,0_NSDHL,0_NSUN6,0_NUAK2,0_NUP88,0_NUPL2,0_NXF2B,0_NXF4,0_NXN,0_NXPH1,0_OAS2,0_OBFC2A,0_OCRL,0_OGG1,0_OPRK1,0_OR13J1,0_OR2AK2,0_OR5P2,0_OR7D4,0_ORMDL1,0_OSBPL2,0_OSBPL5,0_OSBPL6,0_OSCAR,0_OSM,0_OSTM1,0_OXNAD1,0_P2RX1,0_P2RX5,0_P2RX6,0_P4HA3,0_PABPC3,0_PACSIN1,0_PADI3,0_PAFAH1B3,0_PALLD,0_PALM,0_PAOX,0_PBX2,0_PBXIP1,0_PCBD1,0_PCDH15,0_PCDH1,0_PCDH7,0_PCDHA12,0_PCDHB3,0_PCDHGB3,0_PCDHGB6,0_PCOLCE2,0_PCOLCE,0_PCYT1A,0_PDCD2L,0_PDCD6IP,0_PDE1C,0_PDE3A,0_PDE4A,0_PDE7A,0_PDGFD,0_PDK2,0_PDZD2,0_PDZD4,0_PDZRN4,0_PER1,0_PER2,0_PEX6,0_PF4,0_PFKM,0_PHLDB2,0_PIGB,0_PIGO,0_PIGU,0_PIKFYVE,0_PIP,0_PKIA,0_PLAC1,0_PLCD3,0_PLCL2,0_PLEKHA3,0_PLEKHG2,0_PLEKHO1,0_PLIN3,0_PLP2,0_PMFBP1,0_PNPLA1,0_POGK,0_POLRMT,0_POU2AF1,0_POU3F2,0_POU5F1,0_POU5F2,0_PPBP,0_PPP3CA,0_PPP3R1,0_PPY2,0_PRAMEF10,0_PRB1,0_PRB2,0_PRCC,0_PRDM1,0_PRF1,0_PRKCE,0_PRLHR,0_PRND,0_PRR12,0_PRR25,0_PRSS12,0_PSD4,0_PSMB11,0_PSMD11,0_PSME3,0_PSORS1C3,0_PTCHD1,0_PTCRA,0_PTGER2,0_PTPLAD2,0_PTPN23,0_QTRT1,0_RAB31,0_RAB40B,0_RAD9B,0_RAET1E,0_RANBP3L,0_RAPGEFL1,0_RASL10A,0_RBM14,0_RBM20,0_RCAN1,0_RCCD1,0_RCSD1,0_RCVRN,0_RENBP,0_REXO2,0_RFTN2,0_RFX5,0_RFX8,0_RGPD1,0_RHBDF2,0_RIPPLY1,0_RNASE3,0_RNF11,0_RNF207,0_RNF44,0_RPE65,0_RPL10,0_RPL36AL,0_RPP25,0_RPRML,0_RPS25,0_RSL1D1,0_RTN4RL1,0_RTN4,0_RUSC1,0_SAA2,0_SALL1,0_SAP30BP,0_SCARNA4,0_SCG5,0_SCGB2A2,0_SCIN,0_SCN4B,0_SCRT1,0_SCUBE2,0_SDC4,0_SDHAF1,0_SDHD,0_SEC24B,0_SEMA6A,0_SENP6,0_SENP8,0_SEPN1,0_SEPT11,0_SERPINA6,0_SETD1A,0_SFXN3,0_SGCZ,0_SGIP1,0_SH2D1B,0_SH3GL1,0_SH3KBP1,0_SH3PXD2B,0_SH3YL1,0_SHCBP1,0_SIDT1,0_SIGLEC14,0_SIN3A,0_SIRPD,0_SIRT6,0_SLA,0_SLC11A1,0_SLC11A2,0_SLC12A1,0_SLC15A3,0_SLC16A10,0_SLC20A1,0_SLC22A17,0_SLC24A5,0_SLC25A12,0_SLC25A32,0_SLC25A43,0_SLC27A1,0_SLC2A1,0_SLC31A2,0_SLC35F2,0_SLC36A4,0_SLC41A1,0_SLC46A3,0_SLC5A1,0_SLC5A3,0_SLC6A15,0_SLC7A3,0_SLED1,0_SLMO1,0_SMAP2,0_SMARCA5,0_SMPD1,0_SMYD1,0_SNCAIP,0_SNED1,0_SNF8,0_SNORA39,0_SNORD116-4,0_SNX10,0_SNX16,0_SOAT1,0_SORBS3,0_SORCS2,0_SOX14,0_SOX6,0_SPARC,0_SPATS2L,0_SPIC,0_SPIN1,0_SPIN2B,0_SPON2,0_SPRN,0_SRD5A2,0_SSBP3,0_SSC5D,0_ST18,0_ST6GALNAC1,0_ST6GALNAC4,0_ST6GALNAC6,0_STAM,0_STAT2,0_STK17B,0_STK36,0_STK38L,0_STOML3,0_SUGT1L1,0_SUSD2,0_SUV39H1,0_SVIP,0_SYBU,0_SYCP2,0_SYNPR,0_SYT6,0_TACR2,0_TACR3,0_TAF4,0_TARP,0_TAS1R1,0_TAS2R19,0_TAS2R38,0_TBC1D8B,0_TCTN2,0_TDGF3,0_TDO2,0_TDP1,0_TEDDM1,0_TEK,0_TEX101,0_TFF1,0_TGFA,0_TGFBI,0_THAP10,0_THG1L,0_THPO,0_THRA,0_TICAM1,0_TICAM2,0_TIMM22,0_TIMP4,0_TIPIN,0_TLX1,0_TM4SF5,0_TMC1,0_TMC8,0_TMCO5A,0_TMED3,0_TMED7,0_TMEM119,0_TMEM144,0_TMEM154,0_TMEM159,0_TMEM167B,0_TMEM174,0_TMEM194B,0_TMEM200A,0_TMEM26,0_TMEM39B,0_TMEM59,0_TMEM8C,0_TMPRSS3,0_TNFRSF1B,0_TNFRSF21,0_TNFSF10,0_TNF,0_TOP2B,0_TOR1AIP2,0_TOX2,0_TOX3,0_TPM3,0_TPPP2,0_TRAIP,0_TREX2,0_TRIM15,0_TRIM45,0_TRIML1,0_TROVE2,0_TRPC1,0_TRPC2,0_TRPC3,0_TRPS1,0_TSEN2,0_TSEN54,0_TSG1,0_TSGA10IP,0_TSKS,0_TSTA3,0_TTC21B,0_TTC24,0_TTC28,0_TTC30B,0_TTC8,0_TTLL6,0_TTLL7,0_TUBB8,0_TULP3,0_TXNDC6,0_TYRO3,0_TYRP1,0_U2AF2,0_UBE2G1,0_UBP1,0_UBQLN4,0_UCHL1,0_UCN3,0_UGT1A3,0_UGT1A9,0_ULK3,0_UNC13C,0_UNC5B,0_UNC93B1,0_UPF3A,0_USHBP1,0_USP19,0_USP47,0_USP6,0_VMO1,0_VNN2,0_VOPP1,0_VWCE,0_WASF1,0_WDR88,0_WFDC1,0_WHAMML1,0_WTAP,0_WWOX,0_XAB2,0_XIRP1,0_XPO5,0_XRCC2,0_YWHAZ,0_ZBTB16,0_ZC3H8,0_ZCCHC12,0_ZDHHC21,0_ZDHHC23,0_ZDHHC4,0_ZFP41,0_ZFP82,0_ZFYVE16,0_ZNF140,0_ZNF146,0_ZNF16,0_ZNF184,0_ZNF215,0_ZNF219,0_ZNF221,0_ZNF251,0_ZNF280B,0_ZNF418,0_ZNF469,0_ZNF485,0_ZNF497,0_ZNF540,0_ZNF546,0_ZNF554,0_ZNF585A,0_ZNF595,0_ZNF622,0_ZNF681,0_ZNF695,0_ZNF697,0_ZNF703,0_ZNF711,0_ZNF749,0_psiTPTE22
0,0,0,0,0,0,0,1,0,0,17,0,0,7,0,0,16,0,4,0,0,13,11,36,7,0,7,0,0,5,6,0,0,0,0,0,0,0,33,6,0,0,0,4,13,10,0,11,0,0,0,0,0,6,18,0,25,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,14,0,1,15,0,7,0,14,8,0,3,0,0,0,10,0,6,30,0,0,0,23,0,3,0,0,5,0,0,10,0,0,11,24,0,19,0,4,12,0,11,0,0,0,61,0,0,0,0,7,22,0,27,0,0,0,0,6,0,0,4,0,6,0,10,20,0,0,0,0,0,0,12,0,0,0,8,4,34,0,1,7,0,0,0,1,0,0,13,0,0,0,0,0,0,9,10,0,0,1,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,2,0,0,0,0,8,0,0,45,0,0,1,0,4,2,19,13,0,0,7,30,0,0,43,0,57,0,0,0,0,3,43,5,0,7,0,0,0,10,0,21,8,16,15,0,19,0,0,22,7,0,0,6,5,34,15,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,1,0,13,16,0,0,0,0,0,0,0,0,19,8,0,12,9,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,0,0,3,0,17,8,16,0,0,3,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,16,0,0,30,0,0,0,0,11,3,0,0,0,0,0,0,0,15,0,0,0,29,0,0,0,1,9,0,0,0,0,5,0,4,0,0,0,0,0,0,0,1,12,0,0,0,0,18,2,30,0,0,0,0,0,0,0,3,0,1,0,5,0,0,0,30,4,8,0,0,0,0,0,2,0,0,0,56,15,3,2,0,3,7,0,0,31,7,0,7,0,3,5,2,0,0,16,0,0,10,7,0,0,1,0,12,0,0,0,0,10,0,20,0,0,8,10,3,1,0,4,0,18,0,7,0,0,0,0,0,0,0,5,0,0,0,12,0,43,0,0,0,0,0,0,0,2,0,5,0,1,7,0,0,0,5,0,0,6,0,14,33,2,0,0,15,0,0,6,0,2,0,4,0,0,0,0,0,0,1,0,0,5,6,1,0,0,5,0,0,0,0,0,0,17,6,4,0,0,18,0,0,0,5,14,0,21,18,0,0,14,0,21,0,19,0,4,13,1,13,0,0,0,0,0,8,12,0,15,0,0,22,0,24,24,0,26,0,0,5,10,3,0,6,0,0,2,0,8,0,10,0,0,0,0,14,50,4,0,0,30,0,11,0,0,51,0,0,7,24,0,8,14,0,3,0,0,0,10,20,2,24,0,0,0,0,6,0,0,0,0,0,0,5,1,0,11,0,0,0,12,0,0,51,0,0,25,0,0,0,0,0,0,13,1,0,0,0,3,11,0,7,0,0,0,0,0,0,25,0,9,13,0,0,0,17,0,0,0,0,0,0,2,0,0,15,1,0,24,27,1,0,17,10,4,0,2,6,0,0,0,10,0,0,0,0,0,0,17,0,0,0,0,11,0,15,8,0,0,0,0,0,0,0,0,0,4,0,0,20,10,5,0,0,2,14,0,0,0,0,7,0,0,0,10,1,0,0,21,0,35,0,0,5,0,0,0,0,0,7,0,17,2,0,27,8,4,4,0,0,0,0,0,25,0,3,23,0,0,0,0,0,4,4,22,0,0,0,0,0,0,7,46,0,0,0,0,1,3,0,2,28,0,0,5,7,0,0,8,2,0,18,30,14,0,0,0,1,0,0,0,28,6,7,34,0,22,0,0,0,18,0,0,0,0,0,0,0,4,0,0,15,0,0,4,0,0,19,0,14,23,9,7,1,1,0,0,0,0,15,0,10,0,6,8,0,0,18,1,0,10,0,2,0,1,0,0,0,0,9,32,0,0,0,0,2,0,0,2,0,0,0,2,1,6,0,8,13,0,0,12,46,12,8,0,0,0,0,41,0,0,2,0,0,0,2,0,8,0,0,6,0,0,5,0,10,3,2,0,0,0,0,0,0,8,0,0,0,0,2,0,8,0,5,1,0,6,4,0,0,21,0,0,5,0,0,22,0,0,18,16,56,0,8,0,0,5,5,0,0,0,0,24,3,5,2,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,6,0,0,0,32,13,2,0,0,0,0,23,0,0,0,0,17,0,0,0,5,0,0,7,17,0,12,0,4,0,0,0,6,0,1,0,5,0,0,9,7,0,0,0,0,0,1,0,8,0,0,0,17,0,16,0,2,0,0,0,0,0,0,0,0,15,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,2,53,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,3,0,0,6,0,69,0,0,0,1,0,0,0,9,0,0,0,84,0,0,0,2,0,19,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,47,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0,0,0,23,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,99,0,0,0,0,0,120,12,0,0,0,0,0,0,0,2,0,42,0,0,0,0,0,0,1,1,2,0,0,67,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,92,2,0,0,3,0,0,0,70,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,63,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,183,0,0,0,0,0,13,0,1,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,10,0,0,59,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,119,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,47,0,0,0,0,2,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,179,0,0,0,1,19,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,53,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,1,0,1,3,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,61,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,120,0,0,0,0,46,0,0,0,0,0,10,0,0,0,0,8,0,0,0,91,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,13,77,0,0,1,71,0,0,1,0,56,0,109,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,1,0,0,88,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,105,1,0,0,0,0,76,1,0,0,0,59,56,0,0,0,0,0,7,0,0,0,0,0,90,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,119,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,1
