gen,0_A2ML1,0_AACSL,0_AAMP,0_ABCC3,0_ABHD8,0_ABO,0_ACAA2,0_ACAD11,0_ACCN1,0_ACMSD,0_ACOXL,0_ACPP,0_ACTB,0_ADAM3A,0_ADAM6,0_ADAMTS1,0_ADARB2,0_ADH6,0_AEBP2,0_AGER,0_AGT,0_AHR,0_AIM2,0_AIPL1,0_AIRE,0_AK5,0_AKAP5,0_ALCAM,0_ALDH3A2,0_ALDH3B2,0_ALOX12P2,0_ALOX5AP,0_AMPD3,0_ANGPTL1,0_ANKRD29,0_ANKRD34C,0_ANKRD55,0_ANKRD6,0_ANO8,0_AOX2P,0_AP1G2,0_AP2A2,0_APLN,0_APOA1BP,0_APOL5,0_APPBP2,0_APP,0_APTX,0_AQP12A,0_AQP7P1,0_ARHGAP36,0_ARMC6,0_ARSI,0_AR,0_ASGR1,0_ATF7,0_ATOX1,0_ATP4B,0_ATP5S,0_ATP6V1B2,0_ATP6V1C1,0_ATP8A2,0_ATP9A,0_AXL,0_AZI2,0_B3GAT2,0_B3GNT8,0_B4GALNT4,0_B4GALT5,0_BARX1,0_BBS4,0_BCAR3,0_BCL2L14,0_BCL3,0_BCL9L,0_BCOR,0_BET1L,0_BEX1,0_BGN,0_BICC1,0_BIN3,0_BIRC7,0_BLM,0_BMP1,0_BNIPL,0_BRD7,0_BTN3A1,0_BTRC,0_C10orf62,0_C10orf71,0_C10orf81,0_C12orf45,0_C12orf70,0_C13orf26,0_C14orf23,0_C14orf2,0_C14orf43,0_C14orf93,0_C16orf55,0_C16orf68,0_C17orf103,0_C17orf104,0_C17orf60,0_C17orf80,0_C17orf90,0_C18orf25,0_C18orf56,0_C19orf18,0_C19orf39,0_C1QTNF3,0_C1orf162,0_C1orf200,0_C1orf21,0_C1orf227,0_C1orf66,0_C20orf123,0_C20orf134,0_C20orf173,0_C20orf186,0_C20orf72,0_C21orf7,0_C21orf96,0_C2orf27B,0_C2orf29,0_C2orf60,0_C3orf18,0_C3orf31,0_C3orf36,0_C3orf52,0_C5orf42,0_C5orf47,0_C6orf125,0_C6orf126,0_C6orf127,0_C6orf154,0_C6orf176,0_C6orf64,0_C7orf65,0_C8orf22,0_C9orf128,0_C9orf131,0_C9orf153,0_C9orf45,0_C9orf70,0_CA2,0_CAB39L,0_CACNG7,0_CALCR,0_CALML5,0_CAMK2A,0_CAMK2B,0_CAMK2G,0_CAMK4,0_CARD17,0_CASP5,0_CBX5,0_CCDC135,0_CCDC138,0_CCDC146,0_CCDC74B,0_CCDC81,0_CCDC92,0_CCL14,0_CCL17,0_CCR4,0_CCT8L2,0_CD177,0_CD226,0_CD244,0_CD300E,0_CD38,0_CD5,0_CD63,0_CD86,0_CD8B,0_CD96,0_CDK15,0_CDKN2AIPNL,0_CDRT4,0_CEACAM19,0_CEACAM4,0_CECR6,0_CENPK,0_CEP290,0_CGREF1,0_CHAF1A,0_CHCHD8,0_CHD1,0_CHRNB2,0_CHST15,0_CISD2,0_CITED4,0_CKAP4,0_CLEC12B,0_CLEC16A,0_CLEC2B,0_CLIC2,0_CLPTM1L,0_CLSTN2,0_CMA1,0_CNST,0_COL11A2,0_COL16A1,0_COL17A1,0_COL18A1,0_COL27A1,0_COL4A5,0_COL4A6,0_COL5A2,0_COL6A3,0_COLEC12,0_CORO1B,0_CORO1C,0_CORO2B,0_COX7B2,0_CPEB4,0_CPN1,0_CPN2,0_CPPED1,0_CPT1B,0_CPT2,0_CPXCR1,0_CPXM1,0_CREB3L3,0_CREG2,0_CRIP1,0_CRMP1,0_CRTAM,0_CRY2,0_CRYGB,0_CRYGC,0_CRYZL1,0_CSGALNACT2,0_CSNK1A1L,0_CST5,0_CSTA,0_CSTF2,0_CT47A2,0_CTCFL,0_CTDSP1,0_CTSD,0_CTSH,0_CTSS,0_CTTN,0_CTXN3,0_CUTA,0_CXCL10,0_CXCL1,0_CXCR2P1,0_CXXC4,0_CXorf48,0_CYP24A1,0_CYP2J2,0_CYP4V2,0_DACH2,0_DACT2,0_DAPK2,0_DCAF11,0_DDOST,0_DDX58,0_DDX60,0_DENND2D,0_DERA,0_DGKK,0_DHFRL1,0_DHX30,0_DHX36,0_DICER1,0_DIP2C,0_DIRC1,0_DLC1,0_DMRT1,0_DMRT3,0_DMRTA2,0_DNAH3,0_DNAJB2,0_DOK2,0_DPP9,0_DRP2,0_DSG4,0_DSTYK,0_DTNB,0_DUSP11,0_EAF2,0_EAPP,0_EDNRB,0_EGR1,0_EHD1,0_EHD2,0_EID3,0_ELAVL1,0_ELFN1,0_ELOVL6,0_ELSPBP1,0_EMP2,0_ENPP7,0_EPB41,0_EPHA8,0_EPPK1,0_ERAP2,0_ERH,0_ESX1,0_ETV2,0_ETV7,0_EVI2A,0_EXOC5,0_EXT1,0_F2RL3,0_F5,0_FABP5L3,0_FADS1,0_FAM107A,0_FAM115C,0_FAM128B,0_FAM154B,0_FAM176B,0_FAM182A,0_FAM187B,0_FAM23A,0_FAM47E,0_FAM54A,0_FAM65C,0_FAM82B,0_FANCC,0_FATE1,0_FBLIM1,0_FBXL6,0_FBXO11,0_FBXO34,0_FCER1A,0_FCRL5,0_FCRLA,0_FDPS,0_FEZ2,0_FGF7,0_FGFBP3,0_FIBP,0_FLI1,0_FLJ37453,0_FLJ40330,0_FLJ45079,0_FOSL1,0_FOXD3,0_FOXN4,0_FOXO1,0_FOXP1,0_FPGT,0_FRMPD4,0_FSCN2,0_FUCA1,0_FUT2,0_FUT5,0_GABBR2,0_GALK1,0_GALNTL2,0_GATA6,0_GBF1,0_GBP5,0_GINS3,0_GLMN,0_GLP2R,0_GLRA1,0_GLYATL1,0_GNAL,0_GOLGA1,0_GOLT1B,0_GPR128,0_GPR12,0_GPR152,0_GPR160,0_GPR179,0_GPR25,0_GPR55,0_GPR68,0_GPR81,0_GPR88,0_GPR89A,0_GRIA1,0_GSC2,0_GSG1,0_GXYLT2,0_HAR1B,0_HAUS8,0_HDHD3,0_HEATR2,0_HERC3,0_HEXB,0_HEYL,0_HIBADH,0_HIST1H2BH,0_HIST1H2BI,0_HLA-DOA,0_HLA-L,0_HMBS,0_HMGCLL1,0_HNRNPA1L2,0_HOMEZ,0_HOXB9,0_HOXC5,0_HOXD12,0_HPR,0_HPS5,0_HSD17B10,0_HSF2,0_HSP90AB1,0_HSPA2,0_HSPB7,0_HTR2B,0_HTRA1,0_HTRA4,0_ICAM1,0_IDI2,0_IDO1,0_IFFO2,0_IFNG,0_IGF2BP1,0_IGFBP3,0_IGFL3,0_IGSF10,0_IGSF21,0_IGSF3,0_IGSF6,0_IKZF2,0_IL12A,0_IL15RA,0_IL22RA1,0_IL22RA2,0_IL27,0_IL2,0_IL4R,0_INADL,0_INGX,0_INHBC,0_INPP4B,0_INTS2,0_IP6K1,0_IPO13,0_IQSEC3,0_IRGM,0_ITFG2,0_ITGA2,0_ITGA5,0_ITGBL1,0_ITK,0_JTB,0_KATNAL1,0_KBTBD13,0_KBTBD5,0_KCNB1,0_KCND2,0_KCNIP3,0_KCNJ10,0_KCNN1,0_KCNS2,0_KCTD14,0_KCTD17,0_KDM1A,0_KDM2B,0_KDM4B,0_KHDRBS1,0_KHK,0_KIAA0247,0_KIAA0319,0_KIAA0748,0_KIAA1217,0_KIAA1267,0_KIAA1324,0_KIAA1429,0_KIAA1908,0_KIF26B,0_KIFAP3,0_KLF2,0_KLHDC8A,0_KRBA1,0_KREMEN1,0_KRT13,0_KRT1,0_KRT27,0_KRT37,0_KRTAP10-6,0_KRTAP5-1,0_KRTDAP,0_LACTB2,0_LCAT,0_LCE1E,0_LCN12,0_LFNG,0_LGI2,0_LGTN,0_LHFPL2,0_LHX3,0_LIG3,0_LIMK2,0_LIPN,0_LMAN2L,0_LOC100128076,0_LOC100130015,0_LOC100130331,0_LOC100133161,0_LOC100170939,0_LOC100189589,0_LOC100190940,0_LOC100233209,0_LOC100240734,0_LOC100286844,0_LOC100303728,0_LOC115110,0_LOC146880,0_LOC150568,0_LOC254559,0_LOC285696,0_LOC285847,0_LOC347376,0_LOC388789,0_LOC389791,0_LOC643837,0_LOC650293,0_LOC653786,0_LOC728640,0_LOC729799,0_LOC90586,0_LOC92659,0_LOC92973,0_LOXL2,0_LPAR3,0_LPIN3,0_LPPR4,0_LPPR5,0_LPP,0_LRIT1,0_LRRC17,0_LRRC23,0_LRRC24,0_LRRC27,0_LRRC2,0_LRRC52,0_LRRTM1,0_LSM12,0_LUZP2,0_LYG2,0_LYPD6B,0_LYSMD2,0_MAB21L1,0_MAFB,0_MAGEC2,0_MAGED1,0_MAGED2,0_MAML3,0_MANEA,0_MAPKAPK5,0_MAPRE2,0_MARCKS,0_MARCO,0_MASP1,0_MAST4,0_MAZ,0_MBLAC2,0_MC1R,0_MCART6,0_MCM10,0_MCM3APAS,0_MCM3,0_MEA1,0_MEF2C,0_MEIS1,0_MEPCE,0_METTL11A,0_METTL11B,0_METTL8,0_MFNG,0_MFSD4,0_MGC21881,0_MGC4473,0_MID1,0_MKLN1,0_MLLT3,0_MMACHC,0_MMP10,0_MMP1,0_MMP28,0_MMP3,0_MMP7,0_MOBKL1B,0_MOGAT1,0_MOS,0_MPP2,0_MPZL1,0_MRPS24,0_MRPS26,0_MS4A2,0_MS4A7,0_MS4A8B,0_MSH6,0_MTCP1NB,0_MTUS1,0_MTUS2,0_MURC,0_MXRA5,0_MYBPHL,0_MYH10,0_MYH11,0_MYH14,0_MYH7,0_MYH9,0_MYLK2,0_MZF1,0_NAA15,0_NAE1,0_NAP1L2,0_NBPF3,0_NCDN,0_NCF1,0_NCK1,0_NCR3,0_NCRNA00111,0_NCRNA00113,0_NCRNA00169,0_NCRNA00173,0_NCRNA00235,0_NDUFA13,0_NDUFS6,0_NEK4,0_NFATC3,0_NHLRC1,0_NIF3L1,0_NNMT,0_NOTCH2NL,0_NOVA1,0_NOVA2,0_NOX4,0_NPL,0_NPNT,0_NPPC,0_NR1D1,0_NR4A3,0_NRARP,0_NRL,0_NRN1L,0_NSUN5P2,0_NT5C3L,0_NT5E,0_NUDT16P1,0_NUDT5,0_NUP160,0_NUP54,0_NUTF2,0_NXF2,0_NXNL2,0_OBP2A,0_OLIG1,0_OPRK1,0_OR13C5,0_OR2S2,0_OR3A2,0_OR56A3,0_ORAI1,0_ORAOV1,0_OSBPL5,0_OTUD3,0_OXT,0_P4HA3,0_PABPC3,0_PALMD,0_PAN2,0_PANK2,0_PARP8,0_PCDH1,0_PCDHA8,0_PCDHB8,0_PCDHGB2,0_PCGF6,0_PCYOX1,0_PDHB,0_PEX6,0_PFDN2,0_PFDN6,0_PGBD1,0_PGK1,0_PHIP,0_PIR,0_PITX1,0_PKD1L3,0_PKIA,0_PKLR,0_PL-5283,0_PLA2R1,0_PLAC1,0_PLCXD2,0_PLEC,0_PLEKHA3,0_PLEKHO1,0_PLIN2,0_PLK4,0_PLXNA2,0_PNMA6A,0_PODNL1,0_PODN,0_POLA2,0_POLD3,0_POLG2,0_POLR1C,0_POLR1E,0_PPFIBP1,0_PPIL2,0_PPP2R1A,0_PPP2R5A,0_PPY2,0_PRB1,0_PRDM13,0_PRDM7,0_PRH1,0_PRICKLE2,0_PRKACG,0_PRKAG2,0_PRKD1,0_PRKG1,0_PRMT10,0_PRMT7,0_PRND,0_PRNP,0_PRNT,0_PRR11,0_PRRT4,0_PRX,0_PSD3,0_PSMA7,0_PSMD12,0_PSME3,0_PSTPIP2,0_PTCHD1,0_PTGFRN,0_PTMS,0_PTP4A2,0_PTPN11,0_PTPN22,0_PTPN4,0_PTPRD,0_PTPRN,0_PVRL4,0_PVR,0_PWWP2B,0_PXMP2,0_PXN,0_RAB12,0_RAB33A,0_RAB3D,0_RAB8B,0_RAD54L2,0_RANBP3L,0_RAP1GDS1,0_RAP2A,0_RBM33,0_RBM4,0_RBP2,0_RDH5,0_RECQL,0_REEP5,0_REP15,0_RFFL,0_RFPL1S,0_RFX4,0_RFX5,0_RGS1,0_RHCG,0_RHEB,0_RHO,0_RIBC1,0_RILPL1,0_RINL,0_RIPPLY1,0_RLN3,0_RNASE4,0_RNF14,0_RNF212,0_RNF31,0_RNPS1,0_RP1-177G6.2,0_RPE65,0_RPGR,0_RPL23AP53,0_RPL31,0_RPL35,0_RPLP0,0_RPS6KA1,0_RPS6KA4,0_RRN3P1,0_RRP8,0_RRP9,0_RSAD1,0_RSBN1,0_RTDR1,0_RTKN2,0_RTN4R,0_RTN4,0_RUFY3,0_RUNX1T1,0_RUSC1,0_S100A4,0_SAMD3,0_SASH3,0_SAT1,0_SCAND2,0_SCARF1,0_SCN2B,0_SCN4B,0_SCN8A,0_SCT,0_SEC22B,0_SELM,0_SFRP1,0_SFRP2,0_SFRS13B,0_SFRS15,0_SFRS2B,0_SFT2D2,0_SFXN3,0_SH2D7,0_SH3KBP1,0_SH3PXD2B,0_SHANK2,0_SHC1,0_SHOX2,0_SKA1,0_SKP2,0_SLC12A2,0_SLC12A8,0_SLC25A32,0_SLC25A6,0_SLC30A7,0_SLC31A2,0_SLC35B3,0_SLC35E2,0_SLC35E3,0_SLC38A4,0_SLC41A1,0_SLC4A1,0_SLC7A3,0_SLC7A4,0_SLC7A9,0_SLC9A1,0_SLMAP,0_SMARCD1,0_SMYD5,0_SNAR-F,0_SNED1,0_SNHG11,0_SNORD116-4,0_SNRNP200,0_SNRNP40,0_SNX18,0_SOHLH2,0_SORBS2,0_SOX14,0_SOX5,0_SP3,0_SPAG17,0_SPATA16,0_SPATS2L,0_SPATS2,0_SPC25,0_SPIC,0_SPRR4,0_SPRY4,0_SRCIN1,0_SRMS,0_SRPR,0_SSC5D,0_SSTR1,0_ST6GALNAC5,0_STARD8,0_STK10,0_STL,0_STOML2,0_STX18,0_SULF2,0_SUPT4H1,0_SUPV3L1,0_SURF1,0_SYN3,0_SYNC,0_SYNGR4,0_TACR1,0_TAF11,0_TBC1D10A,0_TBC1D13,0_TBC1D16,0_TBC1D28,0_TCN2,0_TCTN3,0_TDH,0_TEKT1,0_TFRC,0_THBS1,0_THOC7,0_THPO,0_TICAM2,0_TIMM13,0_TLE4,0_TM4SF1,0_TMED5,0_TMEM116,0_TMEM119,0_TMEM120A,0_TMEM128,0_TMEM140,0_TMEM150C,0_TMEM158,0_TMEM161A,0_TMEM177,0_TMEM190,0_TMEM218,0_TMEM8C,0_TMEM97,0_TMIGD1,0_TMOD2,0_TMPRSS15,0_TMPRSS2,0_TMPRSS3,0_TMSB15A,0_TMSB15B,0_TMSL3,0_TNFRSF13C,0_TNFRSF6B,0_TNFSF4,0_TNFSF8,0_TNN,0_TNRC6B,0_TOPBP1,0_TP63,0_TPM2,0_TPM3,0_TPPP2,0_TPTE,0_TRAT1,0_TRIM14,0_TRIM43,0_TRPA1,0_TRPC2,0_TSEN2,0_TSG1,0_TSPAN11,0_TSPAN18,0_TWSG1,0_TXNDC3,0_TXN,0_TYMS,0_UBB,0_UBE2D1,0_UBN2,0_UCHL1,0_UCHL5,0_UGGT1,0_UGT1A8,0_UHRF1,0_UMPS,0_UNC5B,0_URGCP,0_USP49,0_USP6,0_VKORC1,0_VPS13D,0_VPS25,0_VPS29,0_VPS37D,0_VWA5B2,0_VWF,0_WBP11,0_WDR19,0_WDR31,0_WDR45,0_WDR53,0_WDR69,0_WFDC11,0_WNT5A,0_WNT6,0_WTIP,0_WWOX,0_WWP1,0_XCL2,0_XPNPEP2,0_XRCC6BP1,0_YIPF3,0_ZBTB16,0_ZBTB5,0_ZCCHC12,0_ZCCHC18,0_ZDHHC23,0_ZFAT,0_ZFYVE1,0_ZNF14,0_ZNF221,0_ZNF248,0_ZNF266,0_ZNF267,0_ZNF273,0_ZNF280A,0_ZNF280B,0_ZNF329,0_ZNF367,0_ZNF407,0_ZNF423,0_ZNF462,0_ZNF484,0_ZNF496,0_ZNF518B,0_ZNF566,0_ZNF593,0_ZNF600,0_ZNF643,0_ZNF648,0_ZNF692,0_ZNF697,0_ZNF749,0_ZNF831,0_ZNF878,0_ZNF99,0_ZRANB2,0_ZXDA,0_ZZEF1
0,0,0,0,0,20,0,0,0,1,6,0,0,3,19,0,0,0,0,0,0,0,26,70,1,0,0,72,5,1,6,9,0,26,0,0,0,13,2,0,6,0,3,0,0,0,0,22,1,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,5,1,0,2,0,0,22,0,0,0,0,0,16,0,0,18,0,2,0,8,0,0,0,8,57,0,59,0,0,0,0,0,8,0,0,33,27,0,0,7,0,33,0,12,0,43,0,3,0,21,6,0,2,0,0,13,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,25,13,0,12,0,0,0,16,0,0,6,46,12,0,0,0,0,1,0,10,0,23,0,4,4,10,0,8,11,0,0,0,0,0,24,0,0,6,0,0,0,0,0,0,0,0,0,0,43,0,0,7,0,17,0,39,0,0,0,0,7,0,1,3,27,18,0,0,32,11,4,26,0,0,0,58,0,4,0,7,0,0,7,0,0,25,1,1,12,0,0,17,0,0,0,0,0,18,1,0,5,3,20,0,18,23,49,0,7,0,25,12,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,6,23,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,38,0,0,0,33,10,0,0,7,0,4,0,0,28,10,0,0,7,6,7,22,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,38,10,0,0,0,0,0,0,5,0,0,9,0,10,10,0,0,7,16,0,0,0,20,7,0,0,0,7,0,10,7,26,21,0,0,0,60,0,0,0,2,0,0,4,0,7,6,6,0,51,22,0,0,0,0,2,3,0,0,0,0,9,0,0,0,0,0,5,0,16,0,12,7,0,0,11,3,2,0,0,0,0,0,21,0,6,5,0,0,0,0,0,2,6,0,0,66,0,5,0,7,0,3,0,0,0,0,0,0,7,0,0,3,0,0,20,0,38,12,0,8,0,0,7,0,0,0,0,0,20,0,17,8,0,0,0,14,0,24,0,0,0,0,0,0,0,0,2,0,0,19,0,0,0,2,0,0,0,0,0,0,0,20,13,29,0,6,0,0,0,0,0,0,0,16,7,5,14,0,24,3,0,0,12,17,0,0,0,4,0,0,0,5,0,0,0,0,0,0,2,0,3,27,5,5,0,19,32,13,0,14,4,0,0,0,23,0,0,8,39,81,0,5,0,0,0,0,39,0,0,15,0,0,0,0,0,57,7,0,14,0,10,7,8,0,0,2,0,2,3,4,1,1,0,19,0,0,0,20,5,0,0,0,0,0,19,0,13,0,0,0,0,0,29,0,11,0,0,0,0,0,34,11,7,1,0,0,1,0,0,0,0,0,0,28,0,26,25,0,0,18,0,3,0,0,2,4,0,0,17,36,0,0,0,0,0,0,0,6,12,0,1,0,0,0,7,27,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,4,3,8,4,0,12,0,0,7,16,3,32,0,0,0,0,0,0,0,0,7,0,0,0,0,0,22,1,21,0,0,33,6,0,0,0,1,0,58,8,18,0,4,0,0,0,0,15,1,22,0,0,58,3,1,0,0,28,0,0,0,1,4,10,19,11,0,0,25,0,14,0,0,3,0,9,0,1,23,0,2,28,0,0,0,0,0,18,24,15,6,0,0,0,17,0,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,10,0,20,0,0,0,0,0,25,0,2,0,0,0,0,7,0,4,0,1,17,1,14,1,0,0,0,0,0,46,24,5,1,14,0,0,0,0,0,0,29,0,0,0,0,17,0,0,6,0,0,0,7,5,0,9,15,0,0,0,0,16,9,0,0,0,0,7,28,4,11,7,0,0,18,0,8,0,0,0,0,0,0,11,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,39,0,0,0,0,0,9,0,0,0,0,0,0,8,0,0,2,2,1,0,37,0,13,0,0,0,5,0,39,0,0,0,8,0,0,0,42,1,12,0,9,0,27,0,7,0,3,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,9,0,0,8,0,0,0,0,3,0,0,17,0,0,17,0,0,0,13,4,4,1,0,0,0,0,30,1,7,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0
100,0,0,0,0,6,0,0,0,0,0,0,0,0,10,0,6,0,0,4,0,0,0,117,0,0,0,69,0,0,0,0,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,2,0,0,0,0,2,0,0,136,0,6,0,1,0,0,0,0,0,24,0,65,1,68,0,0,0,0,0,0,0,1,142,11,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,6,1,0,3,0,0,0,16,0,0,0,0,0,0,2,2,0,2,0,0,11,0,0,0,0,6,1,0,0,0,0,50,0,0,0,0,0,99,0,12,14,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,103,0,13,0,1,0,0,0,0,0,0,0,0,0,1,0,0,46,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,8,0,0,1,0,0,0,0,16,0,0,2,0,0,0,0,0,169,0,0,0,0,0,0,0,1,0,0,0,6,0,1,2,1,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,11,0,0,0,0,8,0,0,1,0,0,5,0,15,9,0,0,0,0,0,1,0,0,6,62,0,0,0,111,0,1,0,0,0,0,0,0,0,0,0,1,56,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,1,0,0,103,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8,0,0,0,0,62,0,29,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,6,35,0,0,18,0,0,0,0,17,0,0,0,0,137,0,0,0,0,0,0,35,0,0,0,0,0,0,1,0,129,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15,109,0,0,0,0,0,0,0,0,11,0,0,0,62,1,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,15,0,0,8,62,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,6,0,16,0,11,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,7,0,13,0,0,0,11,0,0,0,0,0,0,11,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,2,2,0,0,11,0,0,0,2,0,0,93,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,2,1,0,0,0,0,11,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,6,0,0,2,0,0,0,2,0,2,0,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
