gen,evals,gen_feats,explored,type logistic classifier (max_iter=100) balanced accuracy_min,type logistic classifier (max_iter=100) balanced accuracy_avg,type logistic classifier (max_iter=100) balanced accuracy_max,type logistic classifier (max_iter=100) balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,200,394,394,0.25,0.7445478701699472,0.9448080665245991,0.16584957758298974,0.0196078431372549,0.1086764762001121,1.0,0.19184840546085294
1,206,491,501,0.25,0.7571645486204861,0.9541140205962257,0.15588652262939795,0.02,0.09943746347770561,1.0,0.12738478696227154
2,200,490,602,0.25,0.7836583737188377,0.9541140205962257,0.13783208518881282,0.0196078431372549,0.09645245375218897,1.0,0.12428062869836215
3,200,512,706,0.25,0.7969014418908908,0.9541140205962257,0.1336953074694829,0.019230769230769232,0.09672314732819777,1.0,0.12470057542240458
4,200,513,812,0.25,0.806334223861032,0.9541140205962257,0.1279635304045132,0.019230769230769232,0.09715357839435118,1.0,0.12476179742941175
5,200,521,924,0.25,0.8127440834664263,0.961162797437904,0.12293497247606994,0.018518518518518517,0.09848980881297856,1.0,0.12449512546100994
6,200,524,1030,0.25,0.8195086261886203,0.961162797437904,0.12139091076342758,0.017857142857142856,0.09875741302783618,1.0,0.12478120898711771
7,200,523,1124,0.25,0.8307624848665587,0.9666058151058311,0.11552038019319738,0.016666666666666666,0.09169949294010077,1.0,0.11993963640453516
8,200,521,1236,0.25,0.8298577507371594,0.9666058151058311,0.12137591472063936,0.015873015873015872,0.09663542049867058,1.0,0.12493155431211442
9,200,508,1325,0.25,0.8402769950464517,0.9745650136703088,0.1157747156410336,0.016129032258064516,0.09064272920631498,1.0,0.12045352887516188
10,200,517,1419,0.25,0.8355325039114321,0.9745650136703088,0.1217668740281262,0.016129032258064516,0.09667983227064017,1.0,0.1254672359143428
11,200,537,1520,0.25,0.8407848335461295,0.9745650136703088,0.12068066461577935,0.01639344262295082,0.09369802831845525,1.0,0.12496197372342477
12,200,520,1600,0.25,0.8494495129714121,0.9788002797620955,0.11618643334392191,0.015873015873015872,0.08926468207438047,1.0,0.1208050436962711
13,200,494,1665,0.25,0.8495535650726532,0.9788002797620955,0.11531340476885801,0.015873015873015872,0.09037821786679523,1.0,0.12051785452886404
14,200,504,1749,0.25,0.8506278655657199,0.9788002797620955,0.11569064950496272,0.015873015873015872,0.09104632684331473,1.0,0.12029075654524024
15,200,511,1847,0.25,0.8510194015674203,0.9788002797620955,0.11471464985086365,0.015873015873015872,0.09204693772098971,1.0,0.11985565574935589
16,200,536,1954,0.25,0.8542969375660698,0.9836452690866953,0.11638754950886095,0.015625,0.09240811160288169,1.0,0.1200829282468533
17,200,523,2034,0.25,0.8596576724703826,0.9959677419354839,0.1182650081301203,0.014705882352941176,0.0910075512758357,1.0,0.12060819221383241
18,200,527,2140,0.25,0.8615832264903482,0.9959677419354839,0.11818966490693425,0.014705882352941176,0.09077989138794063,1.0,0.12063700934147961
19,200,535,2238,0.25,0.8652432571970604,0.9959677419354839,0.11931235221374843,0.014705882352941176,0.09046670977041732,1.0,0.12078128295889982
