1_ADH1C.126,1_ALDH1A1.216,1_AMMECR1.9949,1_APOL2.23780,1_APOL3.80833,1_ATP7A.538,1_BTBD9.114781,1_C10orf116.10974,1_C12orf61.283416,1_C13orf33.84935,1_C14orf50.145376,1_C1S.716,1_C22orf26.55267,1_C22orf46.79640,1_CCNDBP1.23582,1_CD1C.911,1_CDH2.1000,1_CHRNA10.57053,1_COL15A1.1306,1_COL9A2.1298,1_CREG2.200407,1_CYB5D2.124936,1_DHH.50846,1_DHX15.1665,1_DOCK7.85440,1_DUSP3.1845,1_E2F3.1871,1_EIF4G3.8672,1_FAM129C.199786,1_FAM161A.84140,1_FAM171A2.284069,1_FAM196A.642938,1_FGD3.89846,1_GALNT12.79695,1_GPT2.84706,1_GPX5.2880,1_HDAC2.3066,1_HES5.388585,1_HSP90AB2P.391634,1_IRF1.3659,1_ITCH.83737,1_KIAA0125.9834,1_KIAA0406.9675,1_LOC645752.645752,1_LRIG2.9860,1_LRRC70.100130733,1_LTF.4057,1_LYL1.4066,1_LYPLA1.10434,1_MAP3K8.1326,1_MARCH2.51257,1_MEX3A.92312,1_MMP10.4319,1_MTBP.27085,1_NKAP.79576,1_NONO.4841,1_P2RY8.286530,1_PLA2G16.11145,1_PLCG1.5335,1_PPP1R11.6992,1_PRF1.5551,1_PRKDC.5591,1_PRPF4B.8899,1_PSMD10.5716,1_PTPN20B.26095,1_RAB7L1.8934,1_RASGRP2.10235,1_RDH5.5959,1_RELL1.768211,1_RIOK1.83732,1_RIPPLY2.134701,1_SOAT2.8435,1_SQLE.6713,1_SUGT1L1.283507,1_SYNCRIP.10492,1_TAF2.6873,1_THOC2.57187,1_TMEFF1.8577,1_TMEM176A.55365,1_TOMM34.10953,1_TPSB2.64499,1_TRADD.8717,1_TRANK1.9881,1_TRMT6.51605,1_TTC16.158248,1_TXNIP.10628,1_U2AF2.11338,1_USP24.23358,1_VWA5A.4013,1_ZNF394.84124
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
