1_ACTL6A.86,1_ADAMTS15.170689,1_ADIPOR1.51094,1_APOB.338,1_B3GALT4.8705,1_BCL2L14.79370,1_BCL7A.605,1_C14orf64.388011,1_C16orf71.146562,1_C1orf135.79000,1_C9orf140.89958,1_CCDC41.51134,1_CCDC69.26112,1_CCNDBP1.23582,1_CD1C.911,1_CD1E.913,1_CDC25A.993,1_CENPO.79172,1_CFP.5199,1_CIDEB.27141,1_CNTD1.124817,1_CTDSP1.58190,1_DERL1.79139,1_DHRS12.79758,1_DLGAP5.9787,1_DUSP19.142679,1_EPHB6.2051,1_ETV6.2120,1_FAM164C.79696,1_FLJ42875.440556,1_GALNT12.79695,1_GNAO1.2775,1_HDAC2.3066,1_HIST1H3I.8354,1_HMGCR.3156,1_HNRNPA3P1.10151,1_IBTK.25998,1_IDO2.169355,1_IER5.51278,1_IGF2BP1.10642,1_IGFBP7.3490,1_LACE1.246269,1_LIMS2.55679,1_LOC100129066.100129066,1_LOC100130581.100130581,1_LOC341056.341056,1_MANSC1.54682,1_MEF2D.4209,1_MEIS3P1.4213,1_MRS2P2.729633,1_NAA15.80155,1_NPM1.4869,1_NUDT13.25961,1_NUP153.9972,1_OLFM1.10439,1_OR2A7.401427,1_PEX11G.92960,1_PGCP.10404,1_PGPEP1.54858,1_PIK3C2B.5287,1_PLCG1.5335,1_POLD1.5424,1_PPAT.5471,1_PPP1R11.6992,1_PRKAG1.5571,1_PTPN20B.26095,1_RAB7L1.8934,1_RAD54L.8438,1_RAMP3.10268,1_RFC5.5985,1_RGMA.56963,1_RNF133.168433,1_SCN1B.6324,1_SDR42E1.93517,1_SFRS1.6426,1_SLC12A3.6559,1_SLC38A3.10991,1_SLC39A2.29986,1_SMOC2.64094,1_SNORD17.692086,1_SNTB1.6641,1_SOX13.9580,1_SRPK1.6732,1_TAF2.6873,1_TINAGL1.64129,1_TPSAB1.7177,1_TRIM47.91107,1_TTC15.51112,1_UBE2CBP.90025,1_UCN2.90226,1_USP24.23358,1_VRK1.7443,1_WDHD1.11169,1_XPO5.57510,1_YPEL4.219539,1_YWHAQ.10971,1_ZFYVE9.9372,1_ZMYND12.84217
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
