1_ABI3.51225,1_ADI1.55256,1_ANKRD28.23243,1_AP3S2.10239,1_AZIN1.51582,1_C11orf35.256329,1_C15orf57.90416,1_C1orf144.26099,1_C1orf200.644997,1_C2CD2.25966,1_C8orf42.157695,1_CASP1.834,1_CD200R1.131450,1_CDYL.9425,1_CFB.629,1_CFP.5199,1_CIDEB.27141,1_CLDN23.137075,1_CLTB.1212,1_COL6A1.1291,1_CYBA.1535,1_DBNDD2.55861,1_DCAF13.25879,1_DHCR24.1718,1_DHCR7.1717,1_DHRS12.79758,1_DOCK7.85440,1_GGTA1.2681,1_GIMAP2.26157,1_GLIS1.148979,1_GNL3.26354,1_GSTK1.373156,1_HMGB3.3149,1_HNMT.3176,1_IL2RB.3560,1_KHDRBS1.10657,1_KIR3DL1.3811,1_LEPRE1.64175,1_LIPT1.51601,1_LRRC40.55631,1_LRRIQ3.127255,1_MCHR2.84539,1_MEAF6.64769,1_MGC45800.90768,1_MPPE1.65258,1_MSH6.2956,1_NAT1.9,1_NCF1B.654816,1_NDUFAF1.51103,1_NFKBIL2.4796,1_NINJ1.4814,1_NUDT13.25961,1_NUDT16P1.152195,1_NUDT18.79873,1_P2RY6.5031,1_PCBD2.84105,1_PIK3IP1.113791,1_PLCG1.5335,1_PPAT.5471,1_PTER.9317,1_PTK2B.2185,1_PTPN18.26469,1_PYCARD.29108,1_RARRES3.5920,1_RBM47.54502,1_RGS4.5999,1_RIPK3.11035,1_RIPPLY2.134701,1_RLF.6018,1_RNASET2.8635,1_RPS27L.51065,1_SAMD9.54809,1_SDR42E1.93517,1_SFPQ.6421,1_SLC24A4.123041,1_SLFN12L.342615,1_SQLE.6713,1_SRPK1.6732,1_SYNCRIP.10492,1_TFAP2D.83741,1_TIMD4.91937,1_TLR8.51311,1_TMIE.259236,1_TNFSF13.8741,1_TRADD.8717,1_TRAF3IP3.80342,1_TRIP4.9325,1_TXNIP.10628,1_USP45.85015,1_WNT5B.81029,1_WRNIP1.56897,1_ZNF643.65243
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
