1_ABCB1.5243,1_ABTB1.80325,1_ACACA.31,1_ADCY4.196883,1_ARHGEF35.445328,1_ARMCX5.64860,1_ARRDC2.27106,1_B3GNT5.84002,1_BEND3.57673,1_BMX.660,1_BTG2.7832,1_C10orf128.170371,1_C12orf23.90488,1_C1orf163.65260,1_CACNB4.785,1_CCL19.6363,1_CD55.1604,1_CDK5R1.8851,1_CFP.5199,1_CLDN23.137075,1_CNN3.1266,1_CRYL1.51084,1_DHH.50846,1_DHRS12.79758,1_EIF2C2.27161,1_EML4.27436,1_FAM177B.400823,1_FCER1A.2205,1_FGL2.10875,1_FIGF.2277,1_GALNT12.79695,1_GLIS1.148979,1_GMEB1.10691,1_GNL2.29889,1_GPR18.2841,1_HDAC2.3066,1_HMGB3.3149,1_HOXC6.3223,1_ILF3.3609,1_KCNK7.10089,1_KDM1A.23028,1_KHDRBS1.10657,1_KIF18B.146909,1_KRT7.3855,1_LOC388387.388387,1_LYPLA2P1.653639,1_MAGEA6.4105,1_MCM4.4173,1_MEAF6.64769,1_MOB2.81532,1_MORC4.79710,1_MPPE1.65258,1_MR1.3140,1_MTF2.22823,1_MUC1.4582,1_NCF1.653361,1_NFKBIA.4792,1_NKX3.2.579,1_NUDT13.25961,1_NUDT7.283927,1_NXT2.55916,1_ODF3B.440836,1_P2RY14.9934,1_PATL2.197135,1_PEX11G.92960,1_PITX2.5308,1_PLCG1.5335,1_PREP.5550,1_PRKCDBP.112464,1_PTPLAD2.401494,1_PYCR1.5831,1_RARRES3.5920,1_RASGRP2.10235,1_RIPPLY2.134701,1_RLF.6018,1_RLIM.51132,1_RPL7L1.285855,1_SAMD9.54809,1_SERBP1.26135,1_SERPING1.710,1_SFXN1.94081,1_SLC24A4.123041,1_SQLE.6713,1_STOM.2040,1_TINAGL1.64129,1_TMEFF1.8577,1_TMEM176B.28959,1_TMEM65.157378,1_TNS1.7145,1_TPSAB1.7177,1_TPSB2.64499,1_TRIM11.81559,1_TRIP13.9319,1_TSPAN6.7105,1_VMAC.400673,1_ZBTB33.10009,1_ZMYM4.9202
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
