gen,0_age_at_initial_pathologic_diagnosis,0_race_WHITE,1_hsa.miR.103a.2.5p,1_hsa.miR.1197,1_hsa.miR.1229.3p,1_hsa.miR.124.3p,1_hsa.miR.1251.5p,1_hsa.miR.1296.5p,1_hsa.miR.1301.3p,1_hsa.miR.1307.3p,1_hsa.miR.1343.3p,1_hsa.miR.135b.3p,1_hsa.miR.138.1.3p,1_hsa.miR.138.5p,1_hsa.miR.1468.5p,1_hsa.miR.146b.5p,1_hsa.miR.150.5p,1_hsa.miR.155.3p,1_hsa.miR.17.3p,1_hsa.miR.17.5p,1_hsa.miR.181b.3p,1_hsa.miR.183.5p,1_hsa.miR.18a.3p,1_hsa.miR.19a.3p,1_hsa.miR.20a.3p,1_hsa.miR.210.3p,1_hsa.miR.210.5p,1_hsa.miR.219a.1.3p,1_hsa.miR.26a.1.3p,1_hsa.miR.301a.3p,1_hsa.miR.301a.5p,1_hsa.miR.30d.3p,1_hsa.miR.3170,1_hsa.miR.3187.3p,1_hsa.miR.3200.3p,1_hsa.miR.32.3p,1_hsa.miR.33a.3p,1_hsa.miR.345.5p,1_hsa.miR.3605.3p,1_hsa.miR.3607.5p,1_hsa.miR.3648,1_hsa.miR.365a.3p,1_hsa.miR.365b.3p,1_hsa.miR.3677.3p,1_hsa.miR.374c.5p,1_hsa.miR.3937,1_hsa.miR.423.3p,1_hsa.miR.425.5p,1_hsa.miR.4326,1_hsa.miR.4521,1_hsa.miR.455.5p,1_hsa.miR.4662a.5p,1_hsa.miR.4668.3p,1_hsa.miR.491.3p,1_hsa.miR.505.3p,1_hsa.miR.514a.3p,1_hsa.miR.551a,1_hsa.miR.589.3p,1_hsa.miR.592,1_hsa.miR.708.3p,1_hsa.miR.744.5p,1_hsa.miR.767.3p,1_hsa.miR.7706,1_hsa.miR.887.3p,1_hsa.miR.940,1_hsa.miR.371a.3p,1_hsa.miR.371a.5p,1_hsa.miR.372.5p,1_hsa.miR.512.3p,1_hsa.miR.518c.3p,1_hsa.miR.518c.5p,1_hsa.miR.526b.3p,1_hsa.miR.890,2_A1BG.1,2_A2M.2,2_ABCE1.6059,2_ABHD12B.145447,2_ABLIM1.3983,2_ACBD7.414149,2_ACSM5.54988,2_ADAD2.161931,2_ADAM30.11085,2_ADCK5.203054,2_ADRB2.154,2_AGR2.10551,2_AGR3.155465,2_AIFM1.9131,2_AKAP4.8852,2_ALDH1A1.216,2_AMMECR1.9949,2_ANKRD13C.81573,2_ANKRD29.147463,2_ANKRD33.341405,2_AP2A1.160,2_AP2B1.163,2_APBB1IP.54518,2_APCDD1L.164284,2_APOBEC3D.140564,2_APOL6.80830,2_APOM.55937,2_APOOL.139322,2_ARHGEF35.445328,2_ARHGEF5.7984,2_ARL4D.379,2_ARRDC4.91947,2_ASB3.51130,2_ASPA.443,2_ATAD3B.83858,2_ATP2C1.27032,2_ATP4B.496,2_ATP6V0E2.155066,2_ATXN10.25814,2_ATXN7L1.222255,2_B2M.567,2_B3GALT4.8705,2_B3GNT8.374907,2_B4GALT5.9334,2_BAT3.7917,2_BCL3.602,2_BDKRB1.623,2_BECN1.8678,2_BEND3.57673,2_BEST1.7439,2_BHLHE22.27319,2_BLNK.29760,2_BMP5.653,2_BTF3L4.91408,2_BTN3A3.10384,2_C10orf111.221060,2_C10orf116.10974,2_C10orf91.170393,2_C11orf36.283303,2_C11orf52.91894,2_C13orf31.144811,2_C14orf28.122525,2_C14orf39.317761,2_C14orf50.145376,2_C15orf39.56905,2_C16orf87.388272,2_C17orf69.147081,2_C17orf87.388325,2_C18orf45.85019,2_C18orf62.284274,2_C19orf26.255057,2_C1orf130.400746,2_C1orf163.65260,2_C1R.715,2_C20orf152.140894,2_C20orf160.140706,2_C20orf165.128497,2_C21orf63.59271,2_C21orf67.84536,2_C21orf91.54149,2_C22orf26.55267,2_C22orf46.79640,2_C2CD4A.145741,2_C2orf42.54980,2_C2orf64.493753,2_C2orf80.389073,2_C3.718,2_C4BPB.725,2_C4orf10.317648,2_C4orf37.285555,2_C4orf38.152641,2_C6orf129.154467,2_C8orf31.286122,2_C8orf42.157695,2_C9orf106.414318,2_C9orf156.51531,2_C9orf170.401535,2_C9orf21.195827,2_C9orf64.84267,2_CA9.768,2_CAB39L.81617,2_CACNB4.785,2_CALCOCO1.57658,2_CARTPT.9607,2_CASC2.255082,2_CASP4.837,2_CCDC122.160857,2_CCDC43.124808,2_CCDC48.79825,2_CCL13.6357,2_CCNA1.8900,2_CCNB1IP1.57820,2_CD160.11126,2_CD1B.910,2_CD1C.911,2_CD34.947,2_CD38.952,2_CD3E.916,2_CD63.967,2_CD79A.973,2_CDC14B.8555,2_CDC5L.988,2_CDSN.1041,2_CEACAM4.1089,2_CEMP1.752014,2_CENPBD1.92806,2_CFHR5.81494,2_CHAC2.494143,2_CHRAC1.54108,2_CHRD.8646,2_CHRNA10.57053,2_CHRND.1144,2_CKAP5.9793,2_CLSPN.63967,2_CMAH.8418,2_CNKSR3.154043,2_CNR2.1269,2_CNTD1.124817,2_COL15A1.1306,2_COL22A1.169044,2_COL2A1.1280,2_COL6A1.1291,2_COQ3.51805,2_CPT1A.1374,2_CST3.1471,2_CTDP1.9150,2_CTSH.1512,2_CTSZ.1522,2_CUL2.8453,2_CUL5.8065,2_CX3CR1.1524,2_CXCL11.6373,2_CXCL2.2920,2_CXCL9.4283,2_CXCR5.643,2_CYB5R1.51706,2_CYC1.1537,2_CYLD.1540,2_CYP3A5.1577,2_DARS2.55157,2_DBP.1628,2_DCAF13.25879,2_DCP1A.55802,2_DCTPP1.79077,2_DDB1.1642,2_DENND2C.163259,2_DENR.8562,2_DEPDC1.55635,2_DFNB31.25861,2_DHX16.8449,2_DHX30.22907,2_DLG5.9231,2_DNAJC30.84277,2_DNALI1.7802,2_DNMT3A.1788,2_DOCK7.85440,2_DONSON.29980,2_DPT.1805,2_DPY19L4.286148,2_DPYSL2.1808,2_DPYSL5.56896,2_DTX2.113878,2_DUSP27.92235,2_ECM1.1893,2_EDN3.1908,2_EEF1E1.9521,2_EFEMP1.2202,2_EFTUD2.9343,2_EHBP1L1.254102,2_EHMT2.10919,2_ENY2.56943,2_ERCC2.2068,2_ERGIC3.51614,2_ERO1LB.56605,2_ESPN.83715,2_EYA3.2140,2_F13A1.2162,2_FAM107A.11170,2_FAM117A.81558,2_FAM124B.79843,2_FAM184B.27146,2_FAM196A.642938,2_FAM196B.100131897,2_FAM26E.254228,2_FAM65B.9750,2_FAM92A3.403315,2_FAM99A.387742,2_FBXL3.26224,2_FBXO8.26269,2_FBXW4.6468,2_FBXW8.26259,2_FCRL2.79368,2_FES.2242,2_FGD4.121512,2_FGD5.152273,2_FGF5.2250,2_FLJ35220.284131,2_FLJ36777.730971,2_FMNL1.752,2_FMOD.2331,2_FMR1.2332,2_FOLH1B.219595,2_FOXI2.399823,2_FOXL2.668,2_FOXO1.2308,2_FUBP1.8880,2_FUNDC2P2.388965,2_FUT7.2529,2_FXR1.8087,2_FXYD1.5348,2_GAA.2548,2_GALK2.2585,2_GALNT12.79695,2_GBA.2629,2_GDF7.151449,2_GHRL.51738,2_GIMAP4.55303,2_GJA4.2701,2_GJA5.2702,2_GNG11.2791,2_GNPTG.84572,2_GPBP1L1.60313,2_GPER.2852,2_GPR114.221188,2_GPR17.2840,2_GPR34.2857,2_GPR65.8477,2_GPR78.27201,2_GPRIN1.114787,2_GPX5.2880,2_GRP.2922,2_GRWD1.83743,2_GSDMC.56169,2_GUCA1B.2979,2_HAGH.3029,2_HAPLN1.1404,2_HAR1A.768096,2_HCG26.352961,2_HDAC2.3066,2_HIST1H2AH.85235,2_HMGB3.3149,2_HMP19.51617,2_HNRNPD.3184,2_HNRNPH3.3189,2_HNRNPK.3190,2_HPS1.3257,2_HSF2.3298,2_HSF2BP.11077,2_HSPA1B.3304,2_HSPB1.3315,2_HULC.728655,2_IDI1.3422,2_IFFO1.25900,2_IFIH1.64135,2_IFIT2.3433,2_IGFBP4.3487,2_IGJ.3512,2_IGLL1.3543,2_IGSF22.283284,2_IL15RA.3601,2_IL17RE.132014,2_IL18BP.10068,2_IL1A.3552,2_INA.9118,2_IPO5.3843,2_IPP.3652,2_IRAK4.51135,2_ITM2B.9445,2_KDM2B.84678,2_KDM5B.10765,2_KEAP1.9817,2_KIAA0125.9834,2_KIAA0146.23514,2_KIAA1377.57562,2_KIAA1683.80726,2_KIF4A.24137,2_KLC3.147700,2_KLHL35.283212,2_KPNA7.402569,2_KRT222.125113,2_KRTAP20.2.337976,2_LACE1.246269,2_LAT.27040,2_LBP.3929,2_LECT2.3950,2_LEMD2.221496,2_LIPC.3990,2_LOC100101266.100101266,2_LOC143188.143188,2_LOC145783.145783,2_LOC284440.284440,2_LOC285740.285740,2_LOC285830.285830,2_LOC341056.341056,2_LOC388152.388152,2_LOC440563.440563,2_LOC442308.442308,2_LOC494141.494141,2_LOC55908.55908,2_LOC643763.643763,2_LOC645752.645752,2_LOC646851.646851,2_LOC727924.727924,2_LOC91450.91450,2_LOH3CR2A.29931,2_LPPR3.79948,2_LRFN5.145581,2_LRRC17.10234,2_LRRC41.10489,2_LRRC69.100130742,2_LRRC70.100130733,2_LRTM2.654429,2_LTF.4057,2_LYL1.4066,2_MAGEA6.4105,2_MAGED2.10916,2_MAP3K8.1326,2_MARCH1.55016,2_MARCH2.51257,2_MATR3.9782,2_MBD3L5.284428,2_MCHR2.84539,2_MDC1.9656,2_MEAF6.64769,2_MECR.51102,2_MED12.9968,2_MEGF10.84466,2_MEIS3P1.4213,2_METTL7A.25840,2_MFAP2.4237,2_MFAP4.4239,2_MGAT1.4245,2_MGC2889.84789,2_MGC45800.90768,2_MITF.4286,2_MLKL.197259,2_MLLT6.4302,2_MMRN2.79812,2_MNAT1.4331,2_MON1B.22879,2_MORC4.79710,2_MRAP2.112609,2_MS4A1.931,2_MSH2.4436,2_MSH6.2956,2_MTHFR.4524,2_MTPAP.55149,2_MXRA7.439921,2_MYO3A.53904,2_MYPN.84665,2_N4BP2L1.90634,2_NAA20.51126,2_NAA50.80218,2_NAAA.27163,2_NAGK.55577,2_NAPSB.256236,2_NAT14.57106,2_NBPF6.653149,2_NCKIPSD.51517,2_NCOA6.23054,2_NCRNA00167.440072,2_NCRNA00169.400508,2_NEDD4L.23327,2_NFE2.4778,2_NFU1.27247,2_NHLRC4.283948,2_NKRF.55922,2_NLE1.54475,2_NLRP10.338322,2_NLRP5.126206,2_NOS3.4846,2_NOTUM.147111,2_NR1D1.9572,2_NR1H3.10062,2_NSUN5.55695,2_NT5DC2.64943,2_NTN4.59277,2_NUDT10.170685,2_NUDT13.25961,2_NUF2.83540,2_NXT2.55916,2_OLIG3.167826,2_OR2M5.127059,2_OR2W5.441932,2_OR4A16.81327,2_OR4C45.403257,2_OR56B4.196335,2_OR5E1P.26343,2_OR6B1.135946,2_OTOA.146183,2_OTOS.150677,2_OTUD6B.51633,2_OXR1.55074,2_PANK3.79646,2_PARP9.83666,2_PATL2.197135,2_PBOV1.59351,2_PCOTH.542767,2_PDCD1LG2.80380,2_PDE1A.5136,2_PDE4A.5141,2_PDK4.5166,2_PDLIM1.9124,2_PDZRN4.29951,2_PEX11G.92960,2_PFAS.5198,2_PGA5.5222,2_PGAM5.192111,2_PGRMC1.10857,2_PITX2.5308,2_PIWIL3.440822,2_PLAU.5328,2_PLCG1.5335,2_PLK1.5347,2_PNMA2.10687,2_PODXL2.50512,2_POLR1E.64425,2_POM121L9P.29774,2_POMGNT1.55624,2_PON3.5446,2_POU2F2.5452,2_PPIL1.51645,2_PPP1R11.6992,2_PPP1R16B.26051,2_PPP2R3A.5523,2_PPP2R5D.5528,2_PRAMEF6.440561,2_PRMT3.10196,2_PRMT8.56341,2_PRPF38A.84950,2_PRPF4B.8899,2_PRR23A.729627,2_PRSS36.146547,2_PSG6.5675,2_PSMB8.5696,2_PSMB9.5698,2_PSMD10.5716,2_PSME1.5720,2_PTBP1.5725,2_PTER.9317,2_PTGS1.5742,2_PTPLAD2.401494,2_PTPN20B.26095,2_PTPRB.5787,2_RAB11B.9230,2_RAB24.53917,2_RAB7L1.8934,2_RAB8A.4218,2_RAD18.56852,2_RAD54B.25788,2_RARRES3.5920,2_RASGRP2.10235,2_RBL1.5933,2_RBM4.5936,2_REG3A.5068,2_RELB.5971,2_RELL1.768211,2_REN.5972,2_RFC5.5985,2_RFT1.91869,2_RG9MTD3.158234,2_RGMA.56963,2_RGS13.6003,2_RHOB.388,2_RIMBP3.85376,2_RIN3.79890,2_RIOK1.83732,2_RIPPLY2.134701,2_RLIM.51132,2_RMND5B.64777,2_RNASE6.6039,2_RNASET2.8635,2_RNF11.26994,2_RNF128.79589,2_RNF130.55819,2_RNF13.11342,2_RNF144B.255488,2_RNF182.221687,2_RNF214.257160,2_RNPEPL1.57140,2_RPL21.6144,2_RPL36A.6173,2_RPL39.6170,2_RPL8.6132,2_RPS4X.6191,2_RPUSD2.27079,2_RRM2.6241,2_RRS1.23212,2_S100A16.140576,2_SALL4.57167,2_SAMD3.154075,2_SASH1.23328,2_SASS6.163786,2_SCGB1D4.404552,2_SCPEP1.59342,2_SCRIB.23513,2_SDR42E1.93517,2_SEC61A2.55176,2_SEPT4.5414,2_SERINC5.256987,2_SERPINB1.1992,2_SGSH.6448,2_SH3BGR.6450,2_SIK1.150094,2_SIKE1.80143,2_SIPA1.6494,2_SKAP1.8631,2_SKP2.6502,2_SLC17A6.57084,2_SLC19A1.6573,2_SLC29A3.55315,2_SLC2A6.11182,2_SLC35D1.23169,2_SLC39A2.29986,2_SLC44A2.57153,2_SLC7A10.56301,2_SLC9A10.285335,2_SLC9A8.23315,2_SLC9A9.285195,2_SMARCA4.6597,2_SND1.27044,2_SNHG1.23642,2_SNHG3.8420,2_SNRPC.6631,2_SOD2.6648,2_SOD3.6649,2_SOX17.64321,2_SP140L.93349,2_SPAG8.26206,2_SPNS3.201305,2_SPRYD5.84767,2_SQLE.6713,2_SRPK1.6732,2_SSH3.54961,2_STH.246744,2_STOM.2040,2_STRAP.11171,2_STXBP2.6813,2_SUGT1L1.283507,2_SUPT3H.8464,2_SYBU.55638,2_SYNCRIP.10492,2_TAC1.6863,2_TAS2R30.259293,2_TAS2R60.338398,2_TATDN1.83940,2_TATDN3.128387,2_TCTEX1D4.343521,2_TDGF1.6997,2_TDRD10.126668,2_TENC1.23371,2_TERF1.7013,2_TERT.7015,2_TFAP2D.83741,2_TFE3.7030,2_TGFBR2.7048,2_THOC2.57187,2_TICAM1.148022,2_TIGD4.201798,2_TIGD5.84948,2_TINAGL1.64129,2_TLR1.7096,2_TLR4.7099,2_TLR5.7100,2_TLR8.51311,2_TLX1.3195,2_TMEFF1.8577,2_TMEM120B.144404,2_TMEM132A.54972,2_TMEM132D.121256,2_TMEM145.284339,2_TMEM176A.55365,2_TMEM176B.28959,2_TMEM8B.51754,2_TNF.7124,2_TNFSF11.8600,2_TNIK.23043,2_TOP1MT.116447,2_TOP1P1.7151,2_TOP2A.7153,2_TP53TG1.11257,2_TPI1.7167,2_TPK1.27010,2_TPP1.1200,2_TPSB2.64499,2_TRADD.8717,2_TRIM34.53840,2_TRIM8.81603,2_TRIML1.339976,2_TRPC4AP.26133,2_TSPAN15.23555,2_TSPAN5.10098,2_TSPAN9.10867,2_TSPYL2.64061,2_TTK.7272,2_TULP4.56995,2_TXNDC2.84203,2_UBR5.51366,2_UCN2.90226,2_UHRF2.115426,2_UNG.7374,2_USP24.23358,2_USP29.57663,2_USP48.84196,2_USP49.25862,2_VGF.7425,2_VGLL4.9686,2_VIPR1.7433,2_WDR3.10885,2_WFDC10B.280664,2_WNT16.51384,2_WNT9B.7484,2_XPOT.11260,2_XRCC5.7520,2_YBX1.4904,2_YPEL3.83719,2_YWHAQ.10971,2_ZBTB33.10009,2_ZEB2.9839,2_ZFAND3.60685,2_ZFP3.124961,2_ZMAT4.79698,2_ZMPSTE24.10269,2_ZNF146.7705,2_ZNF184.7738,2_ZNF230.7773,2_ZNF292.23036,2_ZNF320.162967,2_ZNF326.284695,2_ZNF394.84124,2_ZNF460.10794,2_ZNF490.57474,2_ZNF623.9831,2_ZNF665.79788,2_ZNF669.79862,2_ZNF688.146542,2_ZNF749.388567,2_ZNF763.284390,2_ZNF827.152485,2_ZP3.7784,2_ZSCAN1.284312,2_ZZZ3.26009
0,3,6,8,50,19,26,18,0,0,39,4,9,1,0,24,10,39,45,0,5,0,5,5,0,24,9,1,2,9,15,0,24,0,30,4,0,1,36,7,17,23,0,0,48,19,7,13,7,0,14,0,18,28,4,29,0,7,0,9,13,5,21,0,31,4,1,0,15,15,0,0,13,29,0,0,0,76,0,0,0,0,0,0,0,198,0,0,245,197,0,0,0,179,0,0,0,35,0,0,0,0,228,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,71,0,0,0,0,51,0,0,97,0,0,0,0,172,0,0,184,0,0,0,0,0,179,0,0,0,0,0,0,0,311,68,119,0,0,0,0,0,237,0,0,62,0,0,0,200,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,230,0,0,0,0,0,0,0,185,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,80,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,19,18,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,117,45,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,74,0,160,0,0,0,0,16,0,204,0,0,161,0,0,0,0,0,0,0,0,263,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,51,153,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,25,0,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,30,0,0,79,49,0,0,186,0,0,108,0,100,0,0,0,0,0,51,0,0,0,103,0,0,0,0,0,0,0,0,0,159,0,45,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,65,0,0,292,0,0,0,168,0,0,0,0,0,0,0,0,135,0,0,0,0,15,0,0,0,0,0,145,120,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,227,0,0,0,0,0,0,0,0,143,0,0,0,153,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,109,136,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0
100,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,1,0,0,1,0,0,43,0,0,0,1,0,2,0,0,0,0,0,2,0,27,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,5,54,1,0,1,0,1,1,0,0,0,0,139,143,2,0,0,165,2,0,1,0,1,0,0,0,3,75,0,0,0,1,0,3,0,0,1,0,5,0,6,0,0,1,1,1,1,1,0,2,1,0,0,0,2,0,24,1,0,0,0,0,0,2,48,0,5,0,0,1,1,0,34,0,0,0,0,2,226,1,1,1,1,0,0,1,326,118,110,0,2,0,0,0,121,0,1,3,1,6,2,149,2,12,162,0,0,0,0,1,1,36,1,0,0,6,0,1,9,0,0,4,0,0,0,0,3,0,184,2,3,2,1,0,0,0,192,1,0,0,0,0,0,0,0,0,1,0,0,5,2,2,20,0,0,0,0,0,7,1,2,1,3,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,1,5,1,0,0,0,4,0,1,0,0,0,0,0,0,1,6,1,4,0,0,0,0,0,5,0,34,0,0,1,2,0,0,0,1,2,0,0,7,3,1,0,1,0,0,0,2,0,2,1,447,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,8,0,0,0,1,1,31,4,0,0,0,0,1,0,0,0,1,2,0,1,3,0,31,0,2,0,5,32,0,0,0,0,16,0,0,0,0,42,1,0,1,0,0,5,0,0,2,1,1,3,1,0,2,0,2,0,33,1,1,1,0,3,18,1,0,0,152,2,0,100,0,344,1,0,7,0,0,0,0,1,0,137,0,0,0,0,0,1,1,0,193,1,78,0,0,0,0,0,0,0,6,1,0,2,7,0,0,0,0,0,71,3,0,1,96,0,0,0,0,2,0,2,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,369,2,0,0,1,1,1,1,0,0,0,0,1,42,0,1,0,0,0,14,153,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,78,0,8,1,0,1,0,0,0,2,0,0,205,0,4,2,0,0,8,8,1,0,1,1,1,0,0,0,1,0,0,0,347,0,0,0,86,24,0,1,0,0,1,0,0,0,0,1,20,0,0,0,0,0,2,0,300,2,0,0,1,2,0,1,0,0,5,0,0,0,1,2,0,44,0,0,0,40,0,0,1,1,0,0,0,3,3,20,1,1,0,1,0,0,3,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,19,5,0,1,0,5,1,0,0,29,0,0,1,68,0,0,0,0,8,2,0,0,2,1,3,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,2,1,0,1,0,0,1,2,0,0,1,1,1,0,0,0,0,1,31,0,0,0,0,1,0,0,0,120,0,0,2,1,0,0,0,2,0,0,6,0,0,1,0,1,0,4,1,31,0,1,0,5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0
200,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,94,0,0,0,0,1,0,1,0,1,1,170,174,1,0,0,200,0,1,0,0,0,3,39,36,0,65,0,1,0,1,1,13,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,4,0,1,10,0,1,16,0,1,0,0,1,46,0,0,2,1,0,191,0,0,0,0,1,0,0,327,128,157,1,0,5,1,0,121,1,0,1,0,0,6,186,0,0,106,0,0,1,1,0,0,3,0,3,1,0,0,0,1,1,0,2,1,0,0,1,0,4,172,0,0,0,7,4,2,1,245,0,3,1,0,0,2,1,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,2,0,0,2,1,0,0,0,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,6,0,0,2,1,2,1,1,0,0,5,1,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,1,1,1,0,0,0,0,387,0,0,2,0,1,0,0,0,14,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,82,3,0,3,1,0,0,3,0,2,0,0,0,2,0,1,0,7,1,0,7,2,0,0,1,0,5,2,5,2,6,87,0,0,0,0,1,58,0,1,0,0,0,0,0,1,0,0,0,21,72,0,0,0,1,0,0,0,0,0,215,0,0,70,2,371,0,0,0,0,0,0,0,0,1,132,0,3,1,1,3,1,0,2,144,0,0,1,0,4,0,0,4,2,94,0,0,0,0,1,2,0,0,0,111,91,5,1,96,15,1,0,1,0,1,0,2,0,1,0,0,0,0,0,1,1,0,0,0,1,1,414,0,0,0,1,0,0,2,0,0,0,1,2,0,0,0,0,0,1,0,184,6,0,1,0,2,1,0,0,1,1,1,0,1,2,1,0,0,1,0,0,10,94,1,5,1,0,2,8,0,5,0,1,1,202,1,0,0,0,1,0,2,0,2,0,0,0,1,0,1,0,0,0,2,404,0,0,1,40,31,0,0,0,1,0,25,1,0,0,0,0,0,0,0,1,0,0,0,322,0,1,2,0,1,0,0,1,1,0,4,0,2,0,0,1,94,0,0,3,9,0,0,0,0,2,0,0,0,1,0,0,0,0,3,3,9,0,0,0,4,0,0,0,1,1,2,0,0,1,0,0,1,1,0,2,4,0,0,0,5,2,0,0,0,2,0,0,0,2,0,0,4,0,0,5,1,3,0,0,94,0,1,1,0,1,0,2,1,3,0,0,2,0,1,0,3,1,0,2,6,0,0,0,0,1,0,0,2,5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,94,6,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,6,0,0,1,1,1,0,2,6,0,2,1,0,0,3,0,0,1,1,0,0,0,0
