gen,0_age_at_initial_pathologic_diagnosis,0_race_WHITE,1_hsa.let.7e.3p,1_hsa.miR.103a.2.5p,1_hsa.miR.105.5p,1_hsa.miR.106b.3p,1_hsa.miR.1197,1_hsa.miR.1226.3p,1_hsa.miR.1229.3p,1_hsa.miR.1251.5p,1_hsa.miR.1271.5p,1_hsa.miR.1287.3p,1_hsa.miR.1306.3p,1_hsa.miR.1307.3p,1_hsa.miR.138.1.3p,1_hsa.miR.1468.5p,1_hsa.miR.148b.5p,1_hsa.miR.150.5p,1_hsa.miR.151a.5p,1_hsa.miR.153.5p,1_hsa.miR.155.3p,1_hsa.miR.17.3p,1_hsa.miR.17.5p,1_hsa.miR.181b.3p,1_hsa.miR.188.5p,1_hsa.miR.195.5p,1_hsa.miR.21.3p,1_hsa.miR.25.3p,1_hsa.miR.301a.3p,1_hsa.miR.3074.5p,1_hsa.miR.30e.5p,1_hsa.miR.3170,1_hsa.miR.3187.3p,1_hsa.miR.3200.3p,1_hsa.miR.335.3p,1_hsa.miR.33a.3p,1_hsa.miR.3605.3p,1_hsa.miR.3607.5p,1_hsa.miR.361.5p,1_hsa.miR.3648,1_hsa.miR.3677.3p,1_hsa.miR.3678.5p,1_hsa.miR.3681.5p,1_hsa.miR.374b.3p,1_hsa.miR.4491,1_hsa.miR.4661.5p,1_hsa.miR.4662a.5p,1_hsa.miR.484,1_hsa.miR.486.3p,1_hsa.miR.491.3p,1_hsa.miR.500a.5p,1_hsa.miR.500b.3p,1_hsa.miR.505.5p,1_hsa.miR.548v,1_hsa.miR.590.5p,1_hsa.miR.6087,1_hsa.miR.629.5p,1_hsa.miR.7974,1_hsa.miR.877.5p,1_hsa.miR.92a.3p,1_hsa.miR.93.5p,1_hsa.miR.937.3p,1_hsa.miR.940,1_hsa.miR.498,1_hsa.miR.512.3p,2_ABAT.18,2_ABCB1.5243,2_ABCB7.22,2_ABCC6P2.730013,2_ABCD1.215,2_ABHD12B.145447,2_ACLY.47,2_ADAM15.8751,2_ADAMTS15.170689,2_ADCY2.108,2_ADIPOR1.51094,2_ADRA1A.148,2_AFTPH.54812,2_AG2.387763,2_AGR2.10551,2_AIG1.51390,2_AK7.122481,2_ALAD.210,2_ALDH3A1.218,2_ALDH3B1.221,2_ALOX15.246,2_ALS2CL.259173,2_ALX4.60529,2_AMPD2.271,2_ANKRA2.57763,2_ANKRD29.147463,2_ANKRD33.341405,2_ANKRD53.79998,2_ANP32C.23520,2_AOC3.8639,2_AP2A1.160,2_AP2B1.163,2_APOL2.23780,2_APOL3.80833,2_AQP1.358,2_ARHGAP19.84986,2_ARHGAP4.393,2_ARL6IP1.23204,2_ARL6IP6.151188,2_ARMC1.55156,2_ARX.170302,2_ASB2.51676,2_ASNS.440,2_ATP8B4.79895,2_AZIN1.51582,2_B3GALT4.8705,2_B3GAT1.27087,2_BCDIN3D.144233,2_BCL2L14.79370,2_BCL3.602,2_BCL7B.9275,2_BEND3.57673,2_BHLHB9.80823,2_BHLHE22.27319,2_BLMH.642,2_BMP5.653,2_BNIP3.664,2_BRP44.25874,2_BSPRY.54836,2_BTBD17.388419,2_BTG2.7832,2_BTN3A3.10384,2_C10orf11.83938,2_C10orf50.645528,2_C11orf21.29125,2_C12orf49.79794,2_C15orf42.90381,2_C15orf58.390637,2_C16orf48.84080,2_C16orf54.283897,2_C16orf86.388284,2_C17orf103.256302,2_C17orf108.201229,2_C19orf39.126074,2_C19orf66.55337,2_C19orf76.199800,2_C1orf127.148345,2_C1orf200.644997,2_C1orf230.284485,2_C1orf88.128344,2_C1RL.51279,2_C20orf135.140701,2_C20orf3.57136,2_C20orf56.140828,2_C20orf85.128602,2_C22orf26.55267,2_C22orf41.644186,2_C22orf46.79640,2_C2orf64.493753,2_C4orf26.152816,2_C5orf13.9315,2_C6orf192.116843,2_C8G.733,2_C9orf72.203228,2_CA2.760,2_CADM3.57863,2_CAPN1.823,2_CASP5.838,2_CBX7.23492,2_CC2D1A.54862,2_CCDC122.160857,2_CCDC151.115948,2_CCDC41.51134,2_CCDC53.51019,2_CCDC69.26112,2_CCDC87.55231,2_CCL1.6346,2_CCNA2.890,2_CCNB1IP1.57820,2_CCNC.892,2_CCNDBP1.23582,2_CCNF.899,2_CCT8L2.150160,2_CD38.952,2_CD3EAP.10849,2_CD59.966,2_CD69.969,2_CD74.972,2_CD7.924,2_CD8A.925,2_CDC25C.995,2_CDC40.51362,2_CDC5L.988,2_CDCA3.83461,2_CDCA4.55038,2_CDKN2AIPNL.91368,2_CDKN2B.1030,2_CEBPA.1050,2_CELF2.10659,2_CEMP1.752014,2_CENPA.1058,2_CEP72.55722,2_CEP78.84131,2_CERK.64781,2_CHD1L.9557,2_CHEK1.1111,2_CHRNA1.1134,2_CKAP2L.150468,2_CLDN23.137075,2_CLEC12A.160364,2_CLEC6A.93978,2_CLEC9A.283420,2_CLSPN.63967,2_CMAH.8418,2_COL13A1.1305,2_COL9A3.1299,2_COQ10B.80219,2_CPEB4.80315,2_CPSF6.11052,2_CPXM2.119587,2_CRH.1392,2_CRK.1398,2_CSE1L.1434,2_CSNK1E.1454,2_CTAGE4.100128553,2_CTAGE9.643854,2_CTDP1.9150,2_CTHRC1.115908,2_CTSH.1512,2_CTSS.1520,2_CXADRP3.440224,2_CXorf22.170063,2_CXorf59.286464,2_CYB5R2.51700,2_CYP21A2.1589,2_CYP2R1.120227,2_CYP51A1.1595,2_DAZAP2.9802,2_DCLRE1B.64858,2_DEK.7913,2_DENR.8562,2_DEPDC1.55635,2_DEPDC1B.55789,2_DFNB59.494513,2_DHCR24.1718,2_DHH.50846,2_DHRS12.79758,2_DHRS7B.25979,2_DHX16.8449,2_DHX58.79132,2_DLK2.65989,2_DLL3.10683,2_DLX1.1745,2_DLX2.1746,2_DNAJB4.11080,2_DNAJC28.54943,2_DNASE1L3.1776,2_DPF3.8110,2_DR1.1810,2_DSCR9.257203,2_DSE.29940,2_DUSP19.142679,2_DUSP3.1845,2_DYRK2.8445,2_E2F3.1871,2_EARS2.124454,2_EDARADD.128178,2_EFCAB3.146779,2_EFEMP1.2202,2_EFHC1.114327,2_EIF2B3.8891,2_EPR1.8475,2_EPT1.85465,2_ERCC6L.54821,2_ETV6.2120,2_EXOC6.54536,2_EXOC8.149371,2_EXOSC10.5394,2_EXT2.2132,2_EXTL2.2135,2_EYA3.2140,2_EYA4.2070,2_F8.2157,2_FAF1.11124,2_FAM109B.150368,2_FAM164C.79696,2_FBL.2091,2_FBXL5.26234,2_FBXO24.26261,2_FCN1.2219,2_FGD3.89846,2_FGL2.10875,2_FHL5.9457,2_FKBP14.55033,2_FLJ33630.644873,2_FMO4.2329,2_FMOD.2331,2_FOXI2.399823,2_FOXM1.2305,2_FOXO1.2308,2_FSCN3.29999,2_FUBP1.8880,2_FUT7.2529,2_FYB.2533,2_FZD9.8326,2_GABRE.2564,2_GALK2.2585,2_GALNT12.79695,2_GANC.2595,2_GATA6.2627,2_GATAD2A.54815,2_GBP2.2634,2_GCET2.257144,2_GDF7.151449,2_GINS1.9837,2_GINS2.51659,2_GJA4.2701,2_GJA5.2702,2_GMEB1.10691,2_GMNN.51053,2_GPBAR1.151306,2_GPBP1L1.60313,2_GPC2.221914,2_GPN1.11321,2_GPR17.2840,2_GPR18.2841,2_GRP.2922,2_GSDMC.56169,2_GSPT1.2935,2_GSTM4.2948,2_GTSE1.51512,2_GUCY1A3.2982,2_HAPLN1.1404,2_HCST.10870,2_HDGFRP3.50810,2_HIST1H4E.8367,2_HJURP.55355,2_HLA.F.3134,2_HMGB1.3146,2_HMGN2.3151,2_HNMT.3176,2_HNRNPH1.3187,2_HNRNPH3.3189,2_HNRNPR.10236,2_HOXA1.3198,2_HOXA13.3209,2_HPN.3249,2_HS3ST2.9956,2_HSD11B1L.374875,2_HSP90B1.7184,2_HSPB1.3315,2_HTR1A.3350,2_IGF2BP1.10642,2_IGJ.3512,2_IKZF1.10320,2_IKZF2.22807,2_IL18RAP.8807,2_IL22RA1.58985,2_IL2RB.3560,2_IL33.90865,2_IL3RA.3563,2_IL7.3574,2_ILF3.3609,2_INA.9118,2_INPP5D.3635,2_INPP5J.27124,2_IRF2.3660,2_ITGA7.3679,2_ITGB4.3691,2_KCNA4.3739,2_KCNE1.3753,2_KCNF1.3754,2_KCNJ10.3766,2_KCNK6.9424,2_KCNK7.10089,2_KDM1B.221656,2_KIAA0146.23514,2_KIF11.3832,2_KIF15.56992,2_KIF18B.146909,2_KIF20A.10112,2_KIF2C.11004,2_KIF4A.24137,2_KLF2.10365,2_KLHL10.317719,2_KLHL12.59349,2_KRT36.8689,2_KRTAP5.8.57830,2_LCP2.3937,2_LGALS8.3964,2_LGALS9C.654346,2_LHX8.431707,2_LIG1.3978,2_LIME1.54923,2_LOC100132724.100132724,2_LOC145783.145783,2_LOC284440.284440,2_LOC285548.285548,2_LOC285696.285696,2_LOC286467.286467,2_LOC341056.341056,2_LOC400804.400804,2_LOC401463.401463,2_LOC440563.440563,2_LOC723972.723972,2_LOC80154.80154,2_LPCAT3.10162,2_LRRC17.10234,2_LRRC29.26231,2_LRRC42.115353,2_LRRK2.120892,2_LRTM2.654429,2_LYPLA2P1.653639,2_LYPLAL1.127018,2_LZIC.84328,2_MAGEA3.4102,2_MAGEC1.9947,2_MAN1C1.57134,2_MAN2B2.23324,2_MAP3K11.4296,2_MARCH2.51257,2_MAX.4149,2_MCHR2.84539,2_MCM10.55388,2_MCOLN1.57192,2_MEAF6.64769,2_MED9.55090,2_MEI1.150365,2_MEIS3P1.4213,2_MFAP2.4237,2_MKRN3.7681,2_MMGT1.93380,2_MMP13.4322,2_MMP25.64386,2_MON1B.22879,2_MORC4.79710,2_MORN3.283385,2_MORN5.254956,2_MPEG1.219972,2_MRGPRF.116535,2_MRO.83876,2_MRPL34.64981,2_MRS2P2.729633,2_MRTO4.51154,2_MS4A2.2206,2_MSH2.4436,2_MSH6.2956,2_MSRB2.22921,2_MTHFR.4524,2_MXD4.10608,2_MYBL2.4605,2_MYCL1.4610,2_MYH7B.57644,2_MYL10.93408,2_MYOD1.4654,2_NASP.4678,2_NAT2.10,2_NBR2.10230,2_NCOA4.8031,2_NCR3.259197,2_NCRNA00167.440072,2_NCRNA00169.400508,2_NDUFAF1.51103,2_NETO2.81831,2_NFKB2.4791,2_NKAIN3.286183,2_NKAP.79576,2_NKX3.2.579,2_NKX6.1.4825,2_NLE1.54475,2_NLRP10.338322,2_NME5.8382,2_NMI.9111,2_NMUR1.10316,2_NOC2L.26155,2_NOD1.10392,2_NRM.11270,2_NUDT13.25961,2_NUDT7.283927,2_ODC1.4953,2_ODZ1.10178,2_OLIG3.167826,2_OPRD1.4985,2_OR2A4.79541,2_OR2A7.401427,2_OR2A9P.441295,2_OR2B11.127623,2_OR2M3.127062,2_OR4N2.390429,2_OR6B1.135946,2_OR6F1.343169,2_OR8B3.390271,2_P4HA1.5033,2_PAG1.55824,2_PCDH1.5097,2_PCDH20.64881,2_PCOTH.542767,2_PDLIM5.10611,2_PEX11G.92960,2_PFKFB2.5208,2_PGK1.5230,2_PGRMC1.10857,2_PHF6.84295,2_PICK1.9463,2_PIGB.9488,2_PIK3C2B.5287,2_PITX2.5308,2_PLA2G16.11145,2_PLEKHB1.58473,2_PLXNA1.5361,2_PMCHL1.5369,2_PNPLA2.57104,2_PNPLA3.80339,2_PODXL2.50512,2_POLD2.5425,2_PPARD.5467,2_PPAT.5471,2_PPFIA3.8541,2_PPIAL4E.730262,2_PPIL1.51645,2_PPP1R14C.81706,2_PPP2R2B.5521,2_PPP2R5D.5528,2_PRDM13.59336,2_PRKACA.5566,2_PRKAG2.51422,2_PRKCDBP.112464,2_PRMT8.56341,2_PRPF38A.84950,2_PRPF4B.8899,2_PRPS1.5631,2_PRPS1L1.221823,2_PRR3.80742,2_PRTG.283659,2_PSAT1.29968,2_PSCA.8000,2_PSMB2.5690,2_PTER.9317,2_PTGER3.5733,2_PTGFRN.5738,2_PTPLAD2.401494,2_PTPRB.5787,2_PTPRCAP.5790,2_PUF60.22827,2_PUM1.9698,2_PYHIN1.149628,2_RAB11B.9230,2_RAB3D.9545,2_RAB5A.5868,2_RAB7L1.8934,2_RABGGTB.5876,2_RABL3.285282,2_RAD54B.25788,2_RAP2C.57826,2_RARRES3.5920,2_RASA4P.401331,2_RASGRP2.10235,2_RASIP1.54922,2_RASL10B.91608,2_RASL12.51285,2_RBMX.27316,2_RBPMS.11030,2_RELA.5970,2_RELB.5971,2_REM1.28954,2_RFESD.317671,2_RHOB.388,2_RHOF.54509,2_RIPPLY2.134701,2_RLIM.51132,2_RNASEH2C.84153,2_RNF8.9025,2_RPL21.6144,2_RPL36A.6173,2_RPS15AP10.728963,2_RPS4X.6191,2_RPS8.6202,2_S1PR5.53637,2_SALL4.57167,2_SAMD9.54809,2_SBDSP1.155370,2_SCAP.22937,2_SCN1B.6324,2_SERINC5.256987,2_SERPINF2.5345,2_SERPING1.710,2_SFPQ.6421,2_SH2D2A.9047,2_SH3D20.201175,2_SIGLEC15.284266,2_SIX2.10736,2_SLC25A17.10478,2_SLC25A24.29957,2_SLC25A28.81894,2_SLC37A1.54020,2_SLC39A2.29986,2_SLC46A2.57864,2_SLC5A6.8884,2_SLC9A9.285195,2_SMOC2.64094,2_SMPDL3B.27293,2_SMR3B.10879,2_SNAPIN.23557,2_SNORA12.677800,2_SNORD115.26.100033802,2_SNX11.29916,2_SNX30.401548,2_SNX9.51429,2_SOX13.9580,2_SOX17.64321,2_SPAG5.10615,2_SPANXB2.100133171,2_SPIC.121599,2_SPNS2.124976,2_SPTA1.6708,2_SQRDL.58472,2_SREBF2.6721,2_SRPK1.6732,2_ST18.9705,2_ST6GAL1.6480,2_ST6GALNAC1.55808,2_STARD5.80765,2_STAT6.6778,2_SULF1.23213,2_SVOPL.136306,2_SYBU.55638,2_SYVN1.84447,2_TADA2B.93624,2_TAS2R30.259293,2_TBR1.10716,2_TBX6.6911,2_TDRD7.23424,2_TEKT5.146279,2_TFAP4.7023,2_THAP6.152815,2_THEMIS.387357,2_THOC2.57187,2_TIAF1.9220,2_TIAL1.7073,2_TIFAB.497189,2_TIMELESS.8914,2_TIMM8A.1678,2_TINAGL1.64129,2_TK1.7083,2_TMEM102.284114,2_TMEM37.140738,2_TMEM48.55706,2_TMEM65.157378,2_TMEM79.84283,2_TNF.7124,2_TNKS1BP1.85456,2_TOMM34.10953,2_TP53INP2.58476,2_TPSB2.64499,2_TRA2B.6434,2_TRAF5.7188,2_TRAM1.23471,2_TRIM11.81559,2_TRIM21.6737,2_TRIM41.90933,2_TRIM69.140691,2_TRIP4.9325,2_TSPAN9.10867,2_TSPYL2.64061,2_TTC16.158248,2_TTK.7272,2_TTLL12.23170,2_TUBG2.27175,2_TXNIP.10628,2_UBASH3A.53347,2_UBIAD1.29914,2_UCN2.90226,2_UHRF1.29128,2_USP29.57663,2_UTP3.57050,2_VAMP8.8673,2_VEGFB.7423,2_VRK1.7443,2_VWA5A.4013,2_WBP5.51186,2_WDR4.10785,2_WHAMML1.339005,2_WNK4.65266,2_WNT16.51384,2_XCL2.6846,2_XRCC2.7516,2_XYLB.9942,2_YPEL3.83719,2_YPEL4.219539,2_YTHDF2.51441,2_YWHAQ.10971,2_ZBTB33.10009,2_ZBTB7A.51341,2_ZC3H10.84872,2_ZCCHC17.51538,2_ZMAT1.84460,2_ZMYM4.9202,2_ZNF18.7566,2_ZNF219.51222,2_ZNF358.140467,2_ZNF490.57474,2_ZNF496.84838,2_ZNF550.162972,2_ZNF679.168417,2_ZNF703.80139,2_ZNF763.284390,2_ZNF879.345462,2_ZNF883.169834,2_ZNRF2.223082,2_ZWILCH.55055
0,6,6,0,0,5,0,2,9,25,34,21,0,11,84,0,26,24,97,0,1,23,0,0,0,0,38,44,0,39,2,0,14,11,0,18,25,58,0,0,80,11,95,10,35,19,42,22,0,20,0,0,0,0,10,0,19,0,10,12,0,0,0,15,0,8,0,0,0,0,0,114,0,0,0,250,65,0,0,0,0,103,95,72,0,0,0,0,0,0,0,0,256,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,207,0,0,0,80,0,0,0,0,0,0,98,0,0,0,257,0,0,161,0,0,0,0,0,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,239,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,254,0,0,0,0,0,0,0,0,0,98,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,18,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,101,311,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,150,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,8,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,190,0,0,0,0,0,0,0,0,186,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,291,196,0,0,0,64,56,0,0,0,0,0,0,0,0,0,333,0,0,0,161,220,130,220,0,78,0,0,0,0,0,0,0,0,0,0,0,0,85,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,125,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,104,0,109,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,289,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,177,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,187,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,303,0,0
100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,213,0,286,0,3,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,0,1,0,9,13,1,1,14,20,0,0,3,0,1,0,0,0,1,1,1,0,1,1,0,0,7,0,0,6,0,2,1,0,0,0,9,0,3,0,0,1,0,1,0,1,0,1,3,0,1,2,267,1,0,12,7,0,0,1,2,0,2,2,0,0,0,2,18,1,1,0,1,0,1,0,1,6,0,0,267,0,3,0,74,0,1,1,3,0,0,0,2,0,0,249,0,0,91,1,6,1,0,0,0,0,0,0,0,2,4,1,1,1,1,0,0,1,5,0,110,0,1,0,1,1,1,0,0,1,3,1,0,1,1,1,2,0,0,0,0,0,0,3,0,0,1,12,0,1,267,0,1,3,1,0,0,2,3,0,10,0,0,0,0,0,0,0,0,254,149,48,0,5,0,3,0,0,0,2,0,0,0,0,1,0,1,4,5,8,2,21,0,1,0,2,1,0,0,22,0,0,0,0,0,1,0,1,0,0,2,1,2,5,0,0,2,0,1,1,0,0,0,0,0,0,211,0,0,0,0,0,277,0,0,0,2,0,1,1,1,0,0,3,0,0,19,0,1,0,0,0,2,0,3,1,3,2,1,1,0,1,0,1,4,2,0,1,3,0,0,0,4,8,15,3,1,0,8,0,3,1,0,34,0,5,0,1,2,2,23,0,0,2,0,1,1,0,0,0,0,345,0,0,0,0,1,0,0,1,257,2,0,0,0,1,3,0,1,0,3,0,2,0,2,0,1,0,0,0,3,0,1,0,1,0,2,0,1,0,0,1,1,0,1,1,1,252,0,1,5,0,0,0,0,5,0,4,0,0,156,1,2,0,0,0,1,1,0,3,0,2,0,1,1,1,0,0,1,1,1,0,0,1,0,0,313,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,173,0,1,6,0,0,0,15,0,0,0,0,1,1,1,0,3,0,2,0,0,1,2,5,25,0,4,0,0,2,0,5,0,11,0,0,0,1,1,0,2,0,0,1,0,1,2,1,0,1,0,1,0,0,13,0,0,2,3,0,0,0,3,0,1,1,1,0,0,0,1,5,110,3,0,0,1,1,1,3,0,0,3,0,0,39,1,0,2,2,0,4,72,0,0,0,16,1,0,251,0,0,1,0,1,0,0,1,0,0,0,255,2,1,0,4,0,0,2,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,5,0,1,0,1,2,1,2,1,75,48,0,0,1,3,0,0,0,0,0,0,12,1,0,0,0,0,16,0,6,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,10,0,1,0,0,4,0,1,15,0,0,0,3,0,1,2,1,0,0,1,5,0,0,7,0,1,0,37,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,324,1,1
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,1,1,0,3,0,0,2,0,2,258,0,282,0,0,0,0,1,0,0,0,5,1,1,1,3,0,0,0,0,0,1,2,0,2,0,0,0,7,0,0,4,0,0,1,1,55,0,0,0,10,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,2,1,57,3,0,2,3,0,3,1,0,35,2,0,4,0,0,2,291,0,0,0,20,0,1,0,0,0,0,1,1,1,0,0,2,0,0,1,0,1,0,1,0,0,1,0,283,18,30,2,79,0,0,0,0,1,0,0,0,0,2,277,1,0,129,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,3,121,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,3,1,1,1,6,0,0,0,0,0,2,297,7,0,0,0,1,0,0,0,1,59,2,0,2,6,1,0,1,0,276,172,47,0,0,1,0,1,2,0,0,0,0,1,3,0,0,0,9,1,73,0,8,1,0,1,2,0,1,1,1,0,0,2,0,1,0,2,1,1,0,0,0,0,0,3,1,0,2,0,0,1,2,0,4,1,1,190,0,3,0,1,0,204,2,2,0,0,42,0,0,3,1,0,2,0,0,23,1,0,0,1,0,2,1,0,0,0,0,7,2,2,0,1,0,4,0,0,0,5,1,0,1,1,4,12,0,0,0,2,3,0,0,0,9,4,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,7,361,2,1,0,0,0,0,1,0,276,0,6,0,1,0,1,5,0,1,1,2,5,2,0,0,1,1,1,0,0,0,0,1,0,1,2,1,0,0,0,0,0,4,0,0,0,275,0,2,0,2,0,2,2,0,1,0,5,0,179,4,2,0,1,1,0,0,0,0,1,4,1,0,0,0,0,1,1,0,0,1,1,0,1,0,294,0,0,1,0,0,0,0,0,0,11,0,1,1,0,0,205,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,1,2,0,55,1,0,1,0,0,1,0,0,76,0,1,1,0,0,4,1,0,0,2,0,0,0,0,0,11,0,0,0,0,7,2,0,0,0,2,1,1,0,1,0,0,0,1,1,1,0,2,109,0,1,0,0,2,0,6,1,0,0,1,2,13,1,4,0,2,13,2,33,12,0,0,9,0,0,278,0,1,0,0,0,2,1,0,0,0,1,277,1,0,16,11,3,13,1,0,0,2,4,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,8,0,87,78,3,2,0,0,0,5,0,1,2,1,0,0,1,9,0,0,5,1,0,1,1,0,0,0,0,0,4,0,0,0,3,3,0,3,8,1,0,1,1,0,0,1,76,0,0,4,0,10,0,0,0,1,4,0,0,0,1,0,1,0,0,79,0,0,0,1,0,1,1,1,3,35,1,1,0,0,2,0,339,0,0
299,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,5,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,277,0,288,0,0,0,0,1,1,0,14,0,0,0,3,2,0,2,0,0,0,0,0,0,1,0,0,1,1,1,2,48,1,0,0,1,53,0,0,5,2,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,66,6,0,2,3,0,0,1,1,18,1,0,3,1,0,2,309,0,1,0,9,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,285,51,25,0,96,6,0,0,0,0,1,0,0,1,2,286,1,1,138,1,0,0,2,0,0,2,2,0,2,0,0,1,0,0,0,10,1,0,17,2,122,2,0,1,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,4,7,2,0,5,1,9,0,0,1,1,304,4,0,0,0,0,2,0,0,0,63,0,5,15,15,0,3,1,2,282,179,50,1,0,1,0,0,1,1,0,0,1,0,4,1,0,0,8,0,94,0,2,0,19,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,1,9,0,0,175,1,2,1,0,0,207,0,0,13,0,21,0,0,2,3,1,1,1,1,34,0,0,1,1,0,2,2,0,0,0,0,1,1,0,0,0,0,5,0,1,0,6,0,1,0,0,2,6,0,0,1,0,2,1,0,1,0,3,0,1,0,1,0,0,0,1,0,0,0,0,2,0,1,11,355,1,1,1,2,0,2,2,0,276,0,7,3,1,0,0,8,0,0,0,9,11,0,0,1,1,0,3,0,0,1,0,0,0,0,1,0,0,1,6,0,0,3,0,0,0,285,4,3,0,0,2,0,0,0,0,0,1,0,174,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,268,0,1,0,2,0,0,2,0,2,8,1,2,2,1,1,216,1,0,0,0,0,0,1,1,0,1,3,0,0,0,1,0,0,0,1,0,1,0,0,39,0,0,0,1,0,5,0,3,97,1,0,3,1,0,0,0,0,14,1,1,0,1,0,1,13,1,0,1,0,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,103,0,1,4,0,0,0,2,2,0,0,1,1,8,0,3,0,0,0,2,8,8,1,1,0,0,0,286,2,0,1,1,0,0,0,0,1,4,0,286,0,0,0,20,0,17,1,0,1,2,2,2,2,0,0,10,0,3,0,1,0,6,0,10,3,0,0,1,0,0,1,0,1,1,0,0,0,0,99,97,0,0,0,0,1,1,1,1,0,5,0,0,0,2,7,1,0,0,0,0,1,1,0,0,1,2,0,0,0,1,0,1,0,5,6,0,0,0,0,1,1,0,96,1,1,0,0,18,0,0,0,2,13,0,0,3,0,0,0,0,1,95,2,0,0,0,1,0,0,0,3,44,3,0,0,1,0,1,353,0,0
