gen,0_age_at_initial_pathologic_diagnosis,0_race_NA,0_race_WHITE,1_hsa.let.7c.3p,1_hsa.miR.103a.2.5p,1_hsa.miR.1197,1_hsa.miR.1229.3p,1_hsa.miR.1269a,1_hsa.miR.1301.3p,1_hsa.miR.130b.5p,1_hsa.miR.15b.3p,1_hsa.miR.18a.3p,1_hsa.miR.196b.3p,1_hsa.miR.197.3p,1_hsa.miR.19a.3p,1_hsa.miR.20a.3p,1_hsa.miR.20a.5p,1_hsa.miR.219a.2.3p,1_hsa.miR.221.5p,1_hsa.miR.24.3p,1_hsa.miR.28.5p,1_hsa.miR.29c.3p,1_hsa.miR.301a.3p,1_hsa.miR.30c.1.3p,1_hsa.miR.3170,1_hsa.miR.3187.3p,1_hsa.miR.3200.3p,1_hsa.miR.33a.3p,1_hsa.miR.33a.5p,1_hsa.miR.3605.3p,1_hsa.miR.3607.5p,1_hsa.miR.3648,1_hsa.miR.3677.3p,1_hsa.miR.3687,1_hsa.miR.4449,1_hsa.miR.4662a.5p,1_hsa.miR.4668.3p,1_hsa.miR.486.3p,1_hsa.miR.499a.5p,1_hsa.miR.548v,1_hsa.miR.552.5p,1_hsa.miR.99b.3p,1_hsa.miR.498,1_hsa.miR.512.3p,1_hsa.miR.517b.3p,1_hsa.miR.519c.3p,1_hsa.miR.520e,1_hsa.miR.522.3p,1_hsa.miR.527,1_hsa.miR.548x.3p,2_..100130426,2_..100133144,2_AASDHPPT.60496,2_ABCE1.6059,2_ABHD12B.145447,2_ABHD14B.84836,2_ABHD1.84696,2_ACACA.31,2_ACLY.47,2_ACTL6A.86,2_ADAM15.8751,2_ADAM5P.255926,2_ADAM6.8755,2_ADAMTSL1.92949,2_AG2.387763,2_AIG1.51390,2_AK2.204,2_AK5.26289,2_AK7.122481,2_ALAD.210,2_ALDH1A1.216,2_ALDH2.217,2_ALDH9A1.223,2_ALS2CL.259173,2_AMBN.258,2_AMD1.262,2_AMMECR1.9949,2_AMZ2P1.201283,2_ANG.283,2_ANKRD13C.81573,2_ANKRD19.138649,2_ANKRD35.148741,2_ANKRD7.56311,2_ANO4.121601,2_ANP32C.23520,2_ANXA3.306,2_AP2B1.163,2_APOC4.346,2_ARHGEF37.389337,2_ARHGEF5.7984,2_ARL8A.127829,2_ARMC6.93436,2_ART3.419,2_ARV1.64801,2_ASB2.51676,2_ASB8.140461,2_ASCC3.10973,2_ASF1A.25842,2_ATAD3A.55210,2_ATG2A.23130,2_ATP2C1.27032,2_ATP6V0E2.155066,2_ATR.545,2_AURKA.6790,2_B3GALT4.8705,2_BACH1.571,2_BCL2L14.79370,2_BCL3.602,2_BECN1.8678,2_BEND3.57673,2_BFSP2.8419,2_BIRC2.329,2_BLMH.642,2_BLOC1S1.2647,2_BOP1.23246,2_BPHL.670,2_BRWD3.254065,2_BTF3L4.91408,2_BYSL.705,2_C10orf12.26148,2_C10orf54.64115,2_C11orf87.399947,2_C12orf23.90488,2_C12orf61.283416,2_C12orf72.254013,2_C14orf128.84837,2_C14orf159.80017,2_C14orf176.643382,2_C14orf50.145376,2_C15orf42.90381,2_C16orf54.283897,2_C17orf103.256302,2_C17orf108.201229,2_C17orf65.339201,2_C19orf33.64073,2_C1orf133.574036,2_C1orf135.79000,2_C1orf150.148823,2_C1orf57.84284,2_C1orf61.10485,2_C1orf66.51093,2_C1orf84.149469,2_C1orf94.84970,2_C1orf97.84791,2_C20orf123.128506,2_C20orf135.140701,2_C20orf3.57136,2_C21orf56.84221,2_C22orf26.55267,2_C22orf41.644186,2_C22orf46.79640,2_C2CD2.25966,2_C2orf80.389073,2_C4orf10.317648,2_C4orf21.55345,2_C5orf56.441108,2_C6orf124.653483,2_C6orf129.154467,2_C6orf134.79969,2_C7orf31.136895,2_C7orf70.84792,2_C8orf39.55472,2_C8orf4.56892,2_C9orf156.51531,2_C9orf41.138199,2_C9orf78.51759,2_CACNB4.785,2_CAD.790,2_CALCOCO1.57658,2_CALCOCO2.10241,2_CARTPT.9607,2_CASQ1.844,2_CBFB.865,2_CBX7.23492,2_CC2D2B.387707,2_CCDC115.84317,2_CCDC122.160857,2_CCDC123.84902,2_CCDC138.165055,2_CCDC41.51134,2_CCDC69.26112,2_CCDC77.84318,2_CCDC88A.55704,2_CCDC88C.440193,2_CCL17.6361,2_CCL19.6363,2_CCNB1.891,2_CCNC.892,2_CCNDBP1.23582,2_CCNF.899,2_CCPG1.9236,2_CCT2.10576,2_CCT6A.908,2_CD1C.911,2_CD244.51744,2_CD38.952,2_CD3EAP.10849,2_CD48.962,2_CD63.967,2_CD69.969,2_CDCA4.55038,2_CDCA8.55143,2_CDK5R1.8851,2_CDKN2A.1029,2_CDKN2B.1030,2_CECR1.51816,2_CELA3A.10136,2_CELA3B.23436,2_CEND1.51286,2_CENPA.1058,2_CENPE.1062,2_CES1.1066,2_CES8.283848,2_CHAC2.494143,2_CHD4.1108,2_CHMP2A.27243,2_CHRNA10.57053,2_CHRNB3.1142,2_CHRND.1144,2_CHRNG.1146,2_CHURC1.91612,2_CIR1.9541,2_CLDN23.137075,2_CLEC9A.283420,2_CLSPN.63967,2_CMA1.1215,2_CNOT4.4850,2_COG2.22796,2_COPB2.9276,2_CPA4.51200,2_CPSF1.29894,2_CREG2.200407,2_CRIP1.1396,2_CSNK2A1P.283106,2_CT47A6.728062,2_CTAGE6.340307,2_CTDSP1.58190,2_CTNNA2.1496,2_CTSW.1521,2_CXCL12.6387,2_CXCR5.643,2_CXorf27.25763,2_CYB5D2.124936,2_CYP4F22.126410,2_DARC.2532,2_DCAF12.25853,2_DCAF12L2.340578,2_DDHD1.80821,2_DDX10.1662,2_DDX55.57696,2_DDX59.83479,2_DEFB106A.245909,2_DEGS2.123099,2_DENR.8562,2_DERL1.79139,2_DGKH.160851,2_DHH.50846,2_DHRS12.79758,2_DHRS3.9249,2_DHRS7B.25979,2_DHX33.56919,2_DIP2B.57609,2_DLG1.1739,2_DLK2.65989,2_DNAH8.1769,2_DNAJC16.23341,2_DNAJC30.84277,2_DNAJC6.9829,2_DNASE2.1777,2_DNMT3A.1788,2_DPY19L4.286148,2_DST.667,2_DTWD1.56986,2_DUSP19.142679,2_DYNC1LI1.51143,2_DYNC2H1.79659,2_E2F3.1871,2_EIF1.10209,2_ELOVL5.60481,2_ENPP3.5169,2_ENTPD1.953,2_EPHB6.2051,2_EPHX2.2053,2_ERCC6L.54821,2_ERCC8.1161,2_ERI1.90459,2_ERMP1.79956,2_ERRFI1.54206,2_ETNK2.55224,2_ETV6.2120,2_EXOSC10.5394,2_FAM101B.359845,2_FAM109B.150368,2_FAM113B.91523,2_FAM135A.57579,2_FAM21B.55747,2_FAM81B.153643,2_FAM82A1.151393,2_FARSA.2193,2_FAT1.2195,2_FCER2.2208,2_FCRLA.84824,2_FGD3.89846,2_FGF7.2252,2_FGFR1OP.11116,2_FLJ35776.649446,2_FLJ36777.730971,2_FLJ42289.388182,2_FLJ42875.440556,2_FLJ43663.378805,2_FLT3.2322,2_FMOD.2331,2_FNBP1.23048,2_FOLH1B.219595,2_FOLR4.390243,2_FOXO3B.2310,2_FRMD5.84978,2_G2E3.55632,2_GAA.2548,2_GAB4.128954,2_GABRE.2564,2_GAGE13.645051,2_GALNT12.79695,2_GAPT.202309,2_GATC.283459,2_GDF5.8200,2_GGPS1.9453,2_GIMAP2.26157,2_GINS1.9837,2_GINS2.51659,2_GINS4.84296,2_GJA4.2701,2_GLIS1.148979,2_GLIS2.84662,2_GLMN.11146,2_GMPR.2766,2_GNAI3.2773,2_GNL3.26354,2_GPBP1L1.60313,2_GPN1.11321,2_GPR155.151556,2_GPR158.57512,2_GPR180.160897,2_GPR37L1.9283,2_GPR55.9290,2_GPR78.27201,2_GPT2.84706,2_GPX5.2880,2_GRAP2.9402,2_GSG1.83445,2_GSS.2937,2_GTF2A2.2958,2_GTPBP2.54676,2_GZMA.3001,2_GZMK.3003,2_GZMM.3004,2_HDAC2.3066,2_HDC.3067,2_HEATR7B2.133558,2_HELLS.3070,2_HES5.388585,2_HIST1H1D.3007,2_HIST1H2BA.255626,2_HIST1H3C.8352,2_HIST1H3F.8968,2_HIST1H3I.8354,2_HLF.3131,2_HMGA1.3159,2_HMGXB3.22993,2_HNMT.3176,2_HNRNPA3.220988,2_HNRNPA3P1.10151,2_HNRNPH3.3189,2_HOXA11.3207,2_HOXA11AS.221883,2_HPRT1.3251,2_HS1BP3.64342,2_HSP90AB1.3326,2_HSPB8.26353,2_IBTK.25998,2_IDO2.169355,2_IER5.51278,2_IFNA13.3447,2_IGF2BP1.10642,2_IGFBP7.3490,2_IKZF1.10320,2_IL6.3569,2_ILF2.3608,2_INE2.8551,2_INO80.54617,2_INSC.387755,2_INTS8.55656,2_IPCEF1.26034,2_ITCH.83737,2_ITGA10.8515,2_ITGA7.3679,2_ITM2B.9445,2_JMJD8.339123,2_KCND3.3752,2_KCTD18.130535,2_KDM2B.84678,2_KIAA0040.9674,2_KIAA0090.23065,2_KIAA0125.9834,2_KIAA0664.23277,2_KIAA1529.57653,2_KIAA1586.57691,2_KIFC1.3833,2_KIR3DL2.3812,2_KLHL12.59349,2_KLHL26.55295,2_KLK2.3817,2_KLK3.354,2_KLRD1.3824,2_KLRF1.51348,2_KPNA2.3838,2_KPNA5.3841,2_KRT7.3855,2_KRTAP1.1.81851,2_LACE1.246269,2_LARGE.9215,2_LARS.51520,2_LAX1.54900,2_LBP.3929,2_LCA5.167691,2_LCLAT1.253558,2_LGALS2.3957,2_LIG1.3978,2_LIN28A.79727,2_LIN28B.389421,2_LIPJ.142910,2_LOC100101266.100101266,2_LOC100128554.100128554,2_LOC100131691.100131691,2_LOC100240734.100240734,2_LOC145783.145783,2_LOC341056.341056,2_LOC389332.389332,2_LOC400804.400804,2_LOC401463.401463,2_LOC728743.728743,2_LOC729603.729603,2_LOC729678.729678,2_LOC731779.731779,2_LPAR3.23566,2_LRFN5.145581,2_LRP8.7804,2_LRRC1.55227,2_LRRC17.10234,2_LRRC41.10489,2_LRRC69.100130742,2_LTA.4049,2_LTF.4057,2_LY9.4063,2_LYNX1.66004,2_LYPLA1.10434,2_LYPLA2P1.653639,2_LYPLAL1.127018,2_MAGEA12.4111,2_MAGEA8.4107,2_MAN2B2.23324,2_MAP3K12.7786,2_MAP3K8.1326,2_MARCH2.51257,2_MARCKSL1.65108,2_MC2R.4158,2_MCHR2.84539,2_MCM10.55388,2_MCM8.84515,2_MED9.55090,2_METTL7A.25840,2_METTL9.51108,2_MGAT5B.146664,2_MGC45800.90768,2_MID1IP1.58526,2_MKRN3.7681,2_MLLT11.10962,2_MLLT4.4301,2_MMP11.4320,2_MMP16.4325,2_MOCS2.4338,2_MOSPD1.56180,2_MRE11A.4361,2_MRGPRF.116535,2_MRPL10.124995,2_MRPL3.11222,2_MRVI1.10335,2_MS4A1.931,2_MTAP.4507,2_MTDH.92140,2_MTL5.9633,2_MURC.347273,2_MYL10.93408,2_MYL6.4637,2_MYLK2.85366,2_MYSM1.114803,2_N4BP2L1.90634,2_NAA15.80155,2_NAE1.8883,2_NANP.140838,2_NAT15.79903,2_NCAPH.23397,2_NCF1C.654817,2_NCOA3.8202,2_NCOA6.23054,2_NCR3.259197,2_NCRNA00115.79854,2_NCRNA00161.118421,2_NCRNA00169.400508,2_NDRG3.57446,2_NDUFA7.4701,2_NEB.4703,2_NEGR1.257194,2_NFE2.4778,2_NFKBIL2.4796,2_NFU1.27247,2_NINJ1.4814,2_NKAP.79576,2_NKG7.4818,2_NKX3.2.579,2_NKX6.1.4825,2_NLRP10.338322,2_NMD3.51068,2_NME3.4832,2_NOL11.25926,2_NTF3.4908,2_NTRK2.4915,2_NUDT18.79873,2_NUP160.23279,2_NUP85.79902,2_ODC1.4953,2_ODZ1.10178,2_OPTC.26254,2_OR10A6.390093,2_OR2A7.401427,2_OR2G6.391211,2_OR2M5.127059,2_OR5E1P.26343,2_OR6F1.343169,2_OR9G4.283189,2_OSTalpha.200931,2_OTOS.150677,2_OTUD6B.51633,2_P2RX1.5023,2_P2RY13.53829,2_P2RY14.9934,2_PABPC4.8761,2_PAGE5.90737,2_PAK1IP1.55003,2_PANX3.116337,2_PATL2.197135,2_PBXIP1.57326,2_PC.5091,2_PCBD1.5092,2_PCDHB2.56133,2_PDE1B.5153,2_PDE8A.5151,2_PDIA6.10130,2_PDZD9.255762,2_PEX11G.92960,2_PFKFB3.5209,2_PGAM4.441531,2_PGBD1.84547,2_PGM2L1.283209,2_PGPEP1.54858,2_PHF20L1.51105,2_PID1.55022,2_PIGB.9488,2_PIK3C2B.5287,2_PITX2.5308,2_PLA2G16.11145,2_PLA2G2D.26279,2_PLA2G4C.8605,2_PLA2G4E.123745,2_PLCG1.5335,2_PLK1.5347,2_PMVK.10654,2_PNMA2.10687,2_PNPLA3.80339,2_POLA2.23649,2_POLD1.5424,2_POLD2.5425,2_POLE.5426,2_POLR1C.9533,2_POLR3A.11128,2_POLR3G.10622,2_POU5F2.134187,2_PPARD.5467,2_PPAT.5471,2_PPEF1.5475,2_PPIEL.728448,2_PPIH.10465,2_PPM1M.132160,2_PPP1R11.6992,2_PPP4R2.151987,2_PREP.5550,2_PRIM2.5558,2_PRKAG1.5571,2_PRKCDBP.112464,2_PROS1.5627,2_PRPF38A.84950,2_PRPF8.10594,2_PRSS27.83886,2_PRSS48.345062,2_PSAT1.29968,2_PSMD10.5716,2_PSMD12.5718,2_PTBP1.5725,2_PTGER4.5734,2_PTK2B.2185,2_PTPN20B.26095,2_PTPRG.5793,2_PTPRK.5796,2_PUF60.22827,2_PVRIG.79037,2_QPCTL.54814,2_RAB37.326624,2_RAC3.5881,2_RAD18.56852,2_RAD51AP1.10635,2_RAD9B.144715,2_RAI2.10742,2_RARS2.57038,2_RARS.5917,2_RASL11A.387496,2_RBCK1.10616,2_RBPMS.11030,2_RCC1.1104,2_RECQL4.9401,2_RELA.5970,2_RELL1.768211,2_REM1.28954,2_REPIN1.29803,2_REPS2.9185,2_RFTN1.23180,2_RGPD3.653489,2_RGPD4.285190,2_RGPD6.729540,2_RGS20.8601,2_RHOQ.23433,2_RIOK1.83732,2_RIPPLY2.134701,2_RMND5B.64777,2_RNASEL.6041,2_RNF103.7844,2_RNF130.55819,2_RNF133.168433,2_RNF152.220441,2_RNF222.643904,2_RNFT1.51136,2_RNGTT.8732,2_RNLS.55328,2_RPA1.6117,2_RPF2.84154,2_RPL36A.6173,2_RPL39.6170,2_RPS27L.51065,2_RRM2.6241,2_RRP1B.23076,2_RRP9.9136,2_RTDR1.27156,2_RTTN.25914,2_RUNDC1.146923,2_RUVBL2.10856,2_RWDD2B.10069,2_SAE1.10055,2_SAGE1.55511,2_SCARNA17.677769,2_SCARNA4.677771,2_SCRIB.23513,2_SDC3.9672,2_SEC63.11231,2_SEL1L2.80343,2_SENP6.26054,2_SFRS1.6426,2_SFRS2.6427,2_SFRS9.8683,2_SGOL1.151648,2_SH2D5.400745,2_SH3BGR.6450,2_SH3RF2.153769,2_SHISA4.149345,2_SIDT2.51092,2_SIGMAR1.10280,2_SIP1.8487,2_SIPA1L3.23094,2_SIRPG.55423,2_SKA3.221150,2_SLAMF1.6504,2_SLC17A6.57084,2_SLC24A4.123041,2_SLC2A1.6513,2_SLC2A7.155184,2_SLC38A3.10991,2_SLC39A2.29986,2_SLC5A6.8884,2_SLC7A7.9056,2_SLC9A8.23315,2_SLED1.643036,2_SMARCA4.6597,2_SMOC2.64094,2_SMYD3.64754,2_SMYD4.114826,2_SNHG3.8420,2_SNORA57.692158,2_SNORA5A.654319,2_SNORA63.6043,2_SNORD17.692086,2_SNRNP40.9410,2_SNRPC.6631,2_SNX20.124460,2_SOCS6.9306,2_SOD2.6648,2_SOX17.64321,2_SPANXA2.728712,2_SPANXE.171489,2_SPAST.6683,2_SPC25.57405,2_SPDYC.387778,2_SPON2.10417,2_SPTB.6710,2_SRPK1.6732,2_SSH3.54961,2_SSR1.6745,2_STAM.8027,2_STARD7.56910,2_STAT3.6774,2_STAT6.6778,2_STH.246744,2_STIM1.6786,2_STMN1.3925,2_STX11.8676,2_SULF1.23213,2_SULT1A1.6817,2_SUMO1P1.391257,2_SURF1.6834,2_SUSD3.203328,2_SYNCRIP.10492,2_TAAR1.134864,2_TAF5.6877,2_TARDBP.23435,2_TATDN2.9797,2_TBPL1.9519,2_TBX21.30009,2_TBX6.6911,2_TCF7L1.83439,2_TCL1A.8115,2_TCN2.6948,2_TCP11.6954,2_TCP1.6950,2_TFAM.7019,2_TIGD4.201798,2_TIMM8A.1678,2_TKT.7086,2_TLE1.7088,2_TLE2.7089,2_TLR10.81793,2_TM4SF19.116211,2_TMED2.10959,2_TMEM176A.55365,2_TMEM176B.28959,2_TMEM187.8269,2_TMEM189.387521,2_TMEM48.55706,2_TMEM65.157378,2_TMEM79.84283,2_TMEM8B.51754,2_TMEM97.27346,2_TNFSF12.8742,2_TNFSF14.8740,2_TOMM34.10953,2_TOP2B.7155,2_TP53BP2.7159,2_TPSAB1.7177,2_TPSD1.23430,2_TRANK1.9881,2_TRAT1.50852,2_TRIM22.10346,2_TRIM34.53840,2_TRIM40.135644,2_TRIM67.440730,2_TRIM68.55128,2_TRIM71.131405,2_TRIP4.9325,2_TSG1.643432,2_TSR1.55720,2_TST.7263,2_TTC15.51112,2_TTC3.7267,2_TTC39A.22996,2_TTK.7272,2_TUBB.203068,2_TXNDC2.84203,2_U2AF2.11338,2_UBE2CBP.90025,2_UBE2E1.7324,2_UBR5.51366,2_UBXN10.127733,2_UBXN6.80700,2_UCP2.7351,2_UNKL.64718,2_USP10.9100,2_USP20.10868,2_USP24.23358,2_VAMP1.6843,2_VDAC1.7416,2_VHL.7428,2_VILL.50853,2_VPS33A.65082,2_VRK1.7443,2_WASH2P.375260,2_WBSCR26.171022,2_WDHD1.11169,2_WFDC12.128488,2_WIBG.84305,2_WISP1.8840,2_WNT5B.81029,2_XYLB.9942,2_YWHAQ.10971,2_ZAP70.7535,2_ZBED4.9889,2_ZBTB24.9841,2_ZBTB49.166793,2_ZBTB7A.51341,2_ZBTB7B.51043,2_ZCCHC11.23318,2_ZCWPW1.55063,2_ZMAT1.84460,2_ZMYM4.9202,2_ZMYND12.84217,2_ZNF146.7705,2_ZNF17.7565,2_ZNF193.7746,2_ZNF219.51222,2_ZNF254.9534,2_ZNF280C.55609,2_ZNF292.23036,2_ZNF318.24149,2_ZNF326.284695,2_ZNF473.25888,2_ZNF606.80095,2_ZNF664.144348,2_ZNF679.168417,2_ZNF688.146542,2_ZNF703.80139,2_ZNFX1.57169,2_ZUFSP.221302,2_ZW10.9183,2_ZYG11A.440590
0,5,10,7,35,7,5,30,4,0,0,35,0,6,0,0,6,0,38,6,0,7,19,0,0,59,0,13,0,0,5,34,57,22,0,1,71,0,41,40,39,71,0,0,18,0,0,25,0,0,33,0,59,0,0,0,0,138,67,0,0,50,113,0,0,0,179,0,29,62,74,0,0,0,0,139,99,0,0,0,0,0,0,0,157,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,130,0,0,0,0,0,164,0,0,0,0,0,58,81,0,25,0,0,0,68,0,0,0,4,0,0,177,0,0,25,0,0,0,165,0,0,105,0,0,0,16,40,0,0,0,5,0,92,0,85,47,131,0,0,0,0,0,0,53,0,0,73,0,80,0,0,0,0,64,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,60,0,0,59,0,0,0,39,0,0,34,0,145,22,0,0,0,90,0,0,0,0,0,0,0,0,0,0,165,0,76,0,0,95,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,89,0,0,0,8,0,0,0,5,200,0,0,0,0,0,16,0,0,0,31,0,0,0,0,0,0,59,0,0,0,0,0,0,0,186,118,49,0,0,0,0,0,18,0,0,0,58,0,0,0,0,0,0,0,40,0,0,0,0,106,0,7,1,0,69,52,0,25,175,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,136,0,74,97,53,10,0,116,208,273,0,0,38,0,0,65,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,25,0,0,0,0,27,60,0,0,0,0,142,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,68,28,72,0,0,4,0,0,0,0,0,0,0,56,0,0,0,0,114,67,0,0,8,78,0,0,0,15,0,0,82,0,0,0,0,0,0,0,47,0,0,0,0,0,0,38,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,67,88,0,0,0,0,8,0,0,0,0,0,70,0,0,0,0,0,0,30,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,84,107,27,31,35,0,410,0,0,0,78,0,0,0,0,8,279,0,0,0,0,0,0,0,0,69,0,1,3,0,0,0,0,1,28,0,0,54,0,0,25,0,0,0,20,0,0,0,0,40,0,0,0,0,95,0,0,0,0,0,0,0,108,0,0,2,0,0,74,0,112,0,24,0,0,66,67,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,136,0,0,0,0,63,93,0,0,110,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,110,0,77,2,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,90,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,56,0,0,71,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,6,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,72,0,0,0,43,0,0,3,0,0,80,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,171,0,76,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,103
100,0,0,4,0,0,0,0,0,0,2,0,0,0,20,3,0,4,0,0,0,2,0,0,1,0,1,2,0,0,0,82,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,1,13,2,0,0,2,0,49,1,8,0,137,0,0,0,1,0,0,0,3,1,0,0,1,1,22,0,1,2,0,3,0,0,28,51,0,2,11,0,0,1,35,1,0,2,0,1,1,0,0,1,1,0,0,0,0,16,1,0,13,0,2,0,0,1,0,0,0,0,0,0,0,1,1,1,0,4,1,28,7,0,111,0,0,0,65,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,9,1,0,2,3,0,0,0,0,0,0,1,0,0,1,0,0,0,9,0,0,3,0,65,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,3,172,0,0,0,0,1,0,1,0,1,2,0,0,0,87,1,0,1,0,0,0,1,0,284,0,0,0,0,0,3,0,1,45,0,0,0,29,1,41,0,0,0,0,27,0,0,0,20,45,0,0,1,0,0,0,1,0,0,0,2,0,0,6,19,13,0,0,1,6,0,42,1,1,0,1,2,0,2,2,0,0,1,0,0,0,0,2,0,1,0,0,0,2,0,10,1,170,0,2,0,0,4,1,0,0,0,1,0,2,0,5,0,1,1,0,1,0,1,4,1,1,1,1,0,0,0,0,1,0,460,0,0,90,2,4,1,0,1,7,1,7,0,30,0,0,188,8,0,0,0,0,0,0,1,0,0,69,0,9,0,0,1,0,5,1,0,7,1,1,0,3,8,138,0,1,0,1,0,5,0,0,1,2,0,1,0,0,0,259,0,17,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,1,2,3,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,88,0,0,0,0,1,0,0,0,0,1,62,189,1,15,1,0,0,0,1,1,1,0,0,0,6,0,0,0,0,0,33,2,0,0,0,0,2,0,1,0,1,1,0,0,6,0,62,80,0,0,0,1,0,0,2,3,0,2,0,0,0,0,0,0,4,5,0,0,1,1,0,1,0,1,0,1,1,0,7,0,9,0,1,0,0,0,0,8,1,0,0,1,0,0,0,0,5,0,0,0,0,0,1,0,0,2,1,0,15,1,0,1,70,2,365,0,0,0,32,0,40,0,0,0,7,3,0,0,0,0,1,12,0,12,4,0,2,4,158,15,0,0,1,0,0,0,1,0,1,0,77,0,0,51,71,0,1,0,2,0,0,0,112,0,13,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,6,1,0,137,0,0,0,0,42,0,1,1,0,0,0,0,1,2,7,0,0,0,0,5,0,256,0,1,7,1,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,3,3,0,0,0,0,0,1,1,86,1,1,1,0,20,0,1,0,0,0,1,32,1,1,0,0,0,1,137,0,0,0,0,1,0,1,0,1,0,0,3,0,1,1,1,0,0,0,18,5,0,0,0,0,0,157,0,1,4,1,0,5,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,2,0,47,0,1,0,24,0,1,1,0,1,0,2,0,0,0,0,2,0,16,1,2,0,0,2,0,140,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,249,7,0,1,0,7,2,0,0,1,0,0,9,0,1,0,0,0,2,0,4,0,0,0,0,5,1,50,1,0,0,0,8,0,1,0,15,0,20,0,1,427,16,0,1,0
