gen,evals,gen_feats,explored,root leanness_min,root leanness_avg,root leanness_max,root leanness_std,survival SKSurv Cox model concordance index_min,survival SKSurv Cox model concordance index_avg,survival SKSurv Cox model concordance index_max,survival SKSurv Cox model concordance index_std,type naive Bayes balanced accuracy_min,type naive Bayes balanced accuracy_avg,type naive Bayes balanced accuracy_max,type naive Bayes balanced accuracy_std,root separation_min,root separation_avg,root separation_max,root separation_std
0,500,5156,5156,0.14002800840280097,0.24935373615539674,1.0,0.14842402672909846,0.4624764416164399,0.6555211578356177,0.7393743036320828,0.04787887946615776,0.24845201238390094,0.7662314419269716,0.8931907593139583,0.13077359070808,0.0,0.552458916664905,0.6383181720397342,0.08110379008584144
1,369,3978,5206,0.12309149097933274,0.2769419178720061,1.0,0.16416957025394147,0.4624764416164399,0.6603804511303091,0.7393743036320828,0.050534313279611165,0.25,0.7618936161701847,0.8978544053517957,0.1388925087289371,0.0,0.5527061893306545,0.6383181720397342,0.09503612339188118
2,349,3072,5251,0.12803687993289598,0.27780577604778606,1.0,0.17170711187224427,0.4624764416164399,0.6654164491116431,0.7443477994312161,0.05228527038329771,0.25,0.777309867373399,0.8978544053517957,0.13416677226894386,0.0,0.5575380020214741,0.6383181720397342,0.10663651053024041
3,388,2717,5298,0.12403473458920845,0.300338600195079,1.0,0.18115513464361457,0.4821073955257224,0.6635850075313208,0.7443477994312161,0.0563219708270333,0.25,0.7651799037174561,0.901685008012963,0.1434692758443346,0.0,0.5560594345041937,0.6383181720397342,0.11107711490963698
4,396,2282,5347,0.12403473458920845,0.3140120712533255,1.0,0.1895607800062895,0.4821073955257224,0.6636488862463865,0.7506968693005279,0.059773041596823694,0.25,0.7609407745525566,0.901685008012963,0.14931379077075282,0.0,0.5549185505240849,0.641824568400419,0.11694909204831172
5,383,1931,5387,0.12403473458920845,0.32095498792573995,1.0,0.2046679977154404,0.4821073955257224,0.6663016959283486,0.7506968693005279,0.06331395564118587,0.25,0.763554448781801,0.9032133124395219,0.15903068358542902,0.0,0.5525115594586548,0.643261704302281,0.1307850064018063
6,379,1810,5420,0.12403473458920845,0.3413027833225052,1.0,0.2226599828592606,0.4821073955257224,0.6674476800275106,0.7577796674008992,0.06907909581022954,0.25,0.757670518645695,0.9032133124395219,0.17130051196860832,0.0,0.5428135624320762,0.6456840274442176,0.14982183498561244
7,389,1631,5447,0.12403473458920845,0.3438475262327648,1.0,0.2339398999272319,0.4821073955257224,0.6706674956671314,0.7652632048369911,0.07014886286156355,0.25,0.7614665868333431,0.9032133124395219,0.1787739823738697,0.0,0.5422540889943136,0.6456840274442176,0.16224096630501014
8,381,1459,5490,0.12403473458920845,0.37459231336837356,1.0,0.24863306948804817,0.4882684085510362,0.663601683034666,0.7652632048369911,0.07385824921116481,0.25,0.7415224858217541,0.9032133124395219,0.19277127550307846,0.0,0.5289796105544603,0.6470671872280354,0.17503510210504766
9,389,1435,5525,0.1270001270001905,0.3866684695926291,1.0,0.2692769751217905,0.44060628935313745,0.6669960346153383,0.7652632048369911,0.07766337077041144,0.25,0.7325514467779253,0.909554156708666,0.2103050796618263,0.0,0.5155455762025645,0.6470671872280354,0.19639935671098555
10,363,1272,5551,0.1336306209562122,0.355011964071959,1.0,0.2590338084098844,0.5,0.6766902376829094,0.7656610245981504,0.07367144177842067,0.25,0.7608446050282296,0.9071394738111989,0.19961890403009497,0.0,0.5312663675745347,0.6522885941485463,0.19199580257519852
11,350,1263,5572,0.13483997249264842,0.4116954075907287,1.0,0.2764206864379565,0.4811243999872896,0.6630746889942136,0.7667637391898562,0.08032423960929709,0.25,0.7272165392127231,0.9071394738111989,0.2198489012028841,0.0,0.505193245507021,0.6522885941485463,0.215752573635943
12,364,1131,5598,0.13483997249264842,0.37307791765434317,1.0,0.2373858604129568,0.5,0.677988943029344,0.7667637391898562,0.07154830145643491,0.25,0.7629491132405642,0.9071394738111989,0.18608909282250136,0.0,0.5403310798592056,0.6522885941485463,0.1783065195712609
13,380,1173,5627,0.1336306209562122,0.397426215361514,1.0,0.23366353381770033,0.4923825904642179,0.6776450082788303,0.7669893832525038,0.07447489411847463,0.25,0.7521040542290921,0.9071394738111989,0.1870775905521216,0.0,0.5351689433097486,0.6552259458693557,0.17702527201496748
14,371,1171,5644,0.1336306209562122,0.37918406269115484,1.0,0.20234791643669248,0.4923825904642179,0.6849978529365576,0.7669893832525038,0.06672025601038692,0.25,0.7672034835435837,0.9071394738111989,0.16045732200849216,0.0,0.5618873068145859,0.6552259458693557,0.13667570200415963
15,397,1070,5662,0.13130643285972254,0.3975643157862709,1.0,0.20248535529537848,0.5,0.6840445548636472,0.7719517883358584,0.06617102938232078,0.25,0.757248653923812,0.9071394738111989,0.16311120106331242,0.0,0.5614261352302338,0.6552259458693557,0.132502542100926
16,378,1032,5673,0.13130643285972254,0.4061456481549533,1.0,0.19512497301300713,0.5,0.6827969561011595,0.7719517883358584,0.06417562092737003,0.25,0.7529259816832048,0.9057206968103074,0.15988857017049826,0.0,0.5645531166491262,0.6552259458693557,0.12334756026248712
17,382,983,5687,0.13483997249264842,0.4122293309411414,1.0,0.19927009921883532,0.5,0.6832291676498866,0.7747634251122492,0.06470460529020473,0.25,0.746611561143606,0.9134942867955005,0.16462158359992551,0.0,0.5648326612645461,0.6552259458693557,0.12162981277795464
18,376,986,5701,0.13245323570650439,0.4106106117007309,1.0,0.1937892149814655,0.5,0.6854381757479953,0.7747634251122492,0.06198391386734059,0.25,0.7503593610709687,0.9181382496437978,0.16044880107601325,0.0,0.5684418419040124,0.6552259458693557,0.12130290752918818
19,384,1007,5712,0.13245323570650439,0.401935500739698,1.0,0.1858777737062954,0.5,0.6906652541552158,0.7747634251122492,0.06197290463218967,0.25,0.756705865209518,0.9096468581819844,0.15188903100046622,0.0,0.5738858897309499,0.6552259458693557,0.10990284789016501
20,382,957,5722,0.13018891098082386,0.40805594957039654,1.0,0.1848806408059728,0.5,0.6859515695263069,0.7747634251122492,0.0628800578283681,0.25,0.7590382076106639,0.9195935357865783,0.15204071311097406,0.0,0.5736853012167799,0.6552259458693557,0.11235139933583944
21,381,990,5737,0.12909944487358055,0.4064064015942812,1.0,0.1842477077961375,0.5,0.6902690717840724,0.7760554066397662,0.0634848088103856,0.25,0.7607265331934768,0.9195935357865783,0.15223379078970142,0.0,0.5730052656656894,0.6552259458693557,0.10911872500274258
22,381,924,5753,0.12598815766974242,0.4094837618775722,1.0,0.18949993660074613,0.4459686023205838,0.6886748302491005,0.7773987940194688,0.0678796645007622,0.25,0.762555575168196,0.9195935357865783,0.15437079306213614,0.0,0.57223975284306,0.6552259458693557,0.1117110636645069
23,388,909,5760,0.12909944487358055,0.38939417991992686,1.0,0.18029305312141494,0.4459686023205838,0.6926636006855887,0.7773987940194688,0.0680247561931317,0.25,0.780098204512149,0.9195935357865783,0.15027175630221423,0.0,0.5766851548832046,0.6552259458693557,0.11287712689952899
24,389,950,5765,0.14586499149789456,0.40782972276537977,1.0,0.2040838724025038,0.4459686023205838,0.6978318277326795,0.7784184048591319,0.07274032984928908,0.25,0.7628404245727478,0.9195935357865783,0.16736689205089683,0.0,0.566246088072267,0.6564461921768452,0.13036145886021278
25,368,884,5778,0.14586499149789456,0.4151368254935056,1.0,0.20568239136848737,0.4459686023205838,0.6935495149126905,0.7849441398386451,0.07751248344569164,0.25,0.7613679308777178,0.9243105169186538,0.16540738337400546,0.0,0.5653339497625907,0.6564461921768452,0.12984130127095522
26,366,898,5784,0.14586499149789456,0.4092015012332056,1.0,0.20353739175725633,0.4459686023205838,0.69462902480031,0.7849528946781259,0.07877757604106692,0.25,0.7656371169079869,0.9243105169186538,0.1614478713591768,0.0,0.569646608532843,0.6564461921768452,0.12306550597616382
27,376,901,5791,0.14586499149789456,0.3969349919963755,1.0,0.19158617622735122,0.4459686023205838,0.6990335853362185,0.7853907288207477,0.07592373991157478,0.25,0.7729968824367535,0.9243105169186538,0.1520401349533407,0.0,0.5755223537106903,0.6564461921768452,0.11209340897751129
28,376,917,5799,0.14586499149789456,0.3983010704788267,1.0,0.19472517175628618,0.4459686023205838,0.7020427804027588,0.7853907288207477,0.07278017343599227,0.25,0.7706246314164023,0.9258950136766421,0.15641170184158326,0.0,0.5739512040103131,0.6564461921768452,0.11303911315096088
29,391,919,5808,0.13483997249264842,0.4008179010753218,1.0,0.19735067224448563,0.4459686023205838,0.6976648053627609,0.7853907288207477,0.07497646529243106,0.25,0.7709482116234949,0.9258585045347529,0.15898945105337023,0.0,0.5751742433740556,0.6564670025377133,0.11369867738757986
30,366,917,5815,0.13483997249264842,0.4052154301495799,1.0,0.19536134032305888,0.4459686023205838,0.696570852743914,0.7857612557864103,0.07491671860132872,0.25,0.7687637293421751,0.9267251998161209,0.15663403104401688,0.0,0.577210062354738,0.6564670025377133,0.110947534114324
31,371,869,5819,0.13483997249264842,0.41034725415009493,1.0,0.18973478824489576,0.4459686023205838,0.6957932350668989,0.7857612557864103,0.07623687793201014,0.25,0.7663553215725217,0.9266690074846915,0.15188310098810034,0.0,0.5787096911656091,0.6564670025377133,0.10723325416541277
32,392,880,5822,0.1336306209562122,0.418407458187299,1.0,0.18571870476418348,0.4459686023205838,0.693023137957844,0.7857612557864103,0.07836670107961385,0.25,0.7625172234257893,0.9266690074846915,0.14900565570698204,0.0,0.5802024794184663,0.6564670025377133,0.10406994631406712
33,373,898,5823,0.13130643285972254,0.4179639753033948,1.0,0.18771679106220066,0.4459686023205838,0.6956146639929959,0.7862292412660311,0.0786279496239769,0.25,0.7596686442980974,0.9266690074846915,0.15174339561764458,0.0,0.5785628722837617,0.6564670025377133,0.1047736257587155
34,389,891,5823,0.1270001270001905,0.42640853015122576,1.0,0.1879678148504576,0.4459686023205838,0.6958833942273425,0.7934194203794412,0.0806762171257494,0.25,0.751932887942967,0.9267251998161209,0.15412421037181775,0.0,0.5749444046936377,0.6564461921768452,0.1085230941231407
35,356,899,5823,0.12598815766974242,0.4276046741588615,1.0,0.18441915822284496,0.4459686023205838,0.692719709784326,0.7934194203794412,0.08315103523110083,0.25,0.7527108895023835,0.9267251998161209,0.14978884559729605,0.0,0.578340755477919,0.6564461921768452,0.10529614339318355
36,371,893,5828,0.12598815766974242,0.42803388361112743,1.0,0.1822819480674695,0.4459686023205838,0.6883095587642563,0.7934194203794412,0.08535208684236598,0.25,0.7604810196908088,0.9267251998161209,0.13958146916140518,0.0,0.5819099198819945,0.6566732500351925,0.10169597176188669
37,392,951,5829,0.12598815766974242,0.4180457184893692,1.0,0.18236576643388272,0.5,0.698558741261954,0.7934194203794412,0.07532734234689575,0.25,0.7621560661050396,0.9267251998161209,0.14210802052109048,0.0,0.5819570881253487,0.6566732500351925,0.10247222945770337
38,377,889,5831,0.12403473458920845,0.41580178657538125,1.0,0.18544774042374973,0.5,0.6972619513148949,0.7934194203794412,0.07777625818342512,0.25,0.7664111456378242,0.9267251998161209,0.14353246506772957,0.0,0.5829450641489897,0.6566732500351925,0.10364165431459407
39,367,950,5832,0.12403473458920845,0.41299916698314565,1.0,0.18178901576726653,0.5,0.6980716481525661,0.7934954823958807,0.07671526773710478,0.25,0.7697738617401971,0.9267251998161209,0.14136060032944847,0.0,0.5846464942489669,0.6564461921768452,0.10043074928790555
40,385,915,5835,0.13608276348795434,0.4267529673152463,1.0,0.18328919642892239,0.5,0.7002954278481414,0.7945831848203948,0.07723922364434091,0.25,0.7590763352186866,0.9369134726987811,0.14687892598500868,0.0,0.5787307542945845,0.6564670025377133,0.10418829403369
41,369,869,5836,0.14433756729740643,0.4279249579292267,1.0,0.18328442087017274,0.5,0.6993953142677697,0.7945831848203948,0.07659530327413375,0.25,0.7637119809669908,0.9369134726987811,0.14262060843968313,0.0,0.5800685830581686,0.6564670025377133,0.09990869833222281
42,397,890,5838,0.14285714285714285,0.4300371861309957,1.0,0.18486138158105225,0.5,0.698028035933682,0.795276136778099,0.0771911249087393,0.25,0.7632308742891829,0.9369134726987811,0.14382470655070065,0.0,0.5811711343110407,0.6564670025377133,0.10056158005313093
43,368,874,5839,0.14433756729740643,0.43312358016097985,1.0,0.17831518509799477,0.5,0.6979730344190432,0.7992513535808987,0.0745574623192096,0.25,0.762190944716905,0.9369134726987811,0.14519048842005175,0.0,0.5814818337376874,0.6564670025377133,0.10159494223289486
44,359,861,5840,0.14586499149789456,0.4258287610877038,1.0,0.1818715962861686,0.5,0.7045229291743805,0.7992513535808987,0.07149696220958797,0.25,0.7630383250748596,0.9369134726987811,0.15089842048954272,0.0,0.577509661672917,0.656670940591418,0.10494988498584108
45,371,861,5840,0.14002800840280097,0.4296585774981637,1.0,0.18034881952198217,0.5,0.7050281446170329,0.7995690827878037,0.07216358717089019,0.25,0.758092937671593,0.9369134726987811,0.15015861566698577,0.0,0.5797224501486383,0.656670940591418,0.10245834512863956
46,380,893,5841,0.14002800840280097,0.4282811261797635,1.0,0.17720063322501556,0.5,0.7062658310097298,0.7995690827878037,0.07186024908909826,0.25,0.7606856791462321,0.9369134726987811,0.14807030691038023,0.0,0.580812860370746,0.656670940591418,0.10206242556497531
47,372,868,5841,0.14002800840280097,0.4284841509262564,1.0,0.1807394678617578,0.5,0.7090889075644479,0.7998640905815186,0.07164219923475758,0.25,0.7595802566179963,0.9369134726987811,0.1487330929714791,0.0,0.581206640113213,0.6564670025377133,0.10228087146360434
48,373,915,5844,0.14002800840280097,0.4282386611452122,1.0,0.1792247242639413,0.5,0.7067342234453767,0.800706624585431,0.07271255928389726,0.25,0.7616113592321778,0.9369134726987811,0.14945208155034861,0.0,0.5817271533202688,0.6564670025377133,0.10231400885933274
49,384,891,5846,0.14002800840280097,0.43998732893818726,1.0,0.1794996948629983,0.5,0.7062852382422107,0.8091883292889809,0.07299531554861367,0.25,0.7531864594894562,0.9369134726987811,0.15075124054883662,0.0,0.5779187182892006,0.6564670025377133,0.10919688612344665
50,357,854,5846,0.14002800840280097,0.4393414353423605,1.0,0.17418846419186074,0.5,0.7047533263430703,0.8091883292889809,0.07203239528419408,0.25,0.7594495081742381,0.9369134726987811,0.14459822259424251,0.0,0.5848448102569438,0.6564670025377133,0.10467919917314014
51,380,844,5846,0.14002800840280097,0.43749188195491073,1.0,0.18029752461062265,0.5,0.7051738031316279,0.8091883292889809,0.07224925415039886,0.25,0.7611669350353154,0.9369134726987811,0.14976468384162636,0.0,0.58414424575414,0.6564670025377133,0.10819874713845304
52,401,880,5848,0.14002800840280097,0.43715739720720953,1.0,0.18064063721558363,0.5,0.7104310162084989,0.8091883292889809,0.07137526562396004,0.25,0.760740965416001,0.9369134726987811,0.15003357272936668,0.0,0.5817685364682318,0.6564670025377133,0.10763880174943251
53,378,794,5848,0.14002800840280097,0.4342891700535372,1.0,0.18221034567978667,0.5,0.7150095455980606,0.8091883292889809,0.07019372708495891,0.25,0.7582169620838275,0.9369134726987811,0.15145572785677222,0.0,0.5818753128099602,0.6564670025377133,0.1057893218148441
54,359,824,5848,0.14002800840280097,0.43596128190944244,1.0,0.1836603560328472,0.5,0.7148230392120495,0.8091883292889809,0.07154974220616463,0.25,0.7555962507968517,0.9369134726987811,0.15298712219541225,0.0,0.5794933404482491,0.6564670025377133,0.10842999667726434
55,365,769,5848,0.14002800840280097,0.43566007363963805,1.0,0.18702479111636208,0.5,0.7162206576459454,0.8091883292889809,0.07096343121482014,0.25,0.7552179576722533,0.9369134726987811,0.1563570226453521,0.0,0.5764701162975367,0.6564670025377133,0.10817848809337245
56,371,822,5848,0.1386750490563073,0.4370045546748149,1.0,0.18648611038639698,0.5,0.7148282362131698,0.8091883292889809,0.07060287752529658,0.25,0.7548879912225674,0.9369134726987811,0.1552887668586085,0.0,0.5786009450012157,0.6564670025377133,0.10514873180396146
57,384,860,5848,0.13736056394868904,0.433739643519581,1.0,0.18765384589021658,0.5,0.7143846866587412,0.8091883292889809,0.07086549304042845,0.25,0.7582426073749736,0.9369134726987811,0.155602985868849,0.0,0.5803662111395848,0.6564670025377133,0.10534666676466044
