
OPTIMIZING ON FOLD NUMBER 6
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5784
Features active in total: 5784
Computing active features for outcome survival
Features selected for this outcome: 3080
Features active in total: 5853
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET_OS
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 53
PRCC T1: 106
PRCC T2: 46
ccRCC: 323
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 138
censored 1: 254
deceased 0: 68
deceased 1: 68
Strata from each outcome has been integrated.
Counts:
ChRCC censored 0: 6
ChRCC censored 1: 37
ChRCC deceased 0: 5
ChRCC deceased 1: 5
PRCC T1 censored 0: 54
PRCC T1 censored 1: 42
PRCC T1 deceased 0: 4
PRCC T1 deceased 1: 6
PRCC T2 censored 0: 18
PRCC T2 censored 1: 18
PRCC T2 deceased 0: 7
PRCC T2 deceased 1: 3
ccRCC censored 0: 60
ccRCC censored 1: 157
ccRCC deceased 0: 52
ccRCC deceased 1: 54

RUNNING GENETIC ALGORITHM
Generations completed = 31
Generations completed = 71
Generations completed = 112
Generations completed = 153
Generations completed = 193
Generations completed = 231
Generations completed = 268
Generations completed = 305
Generations completed = 342
Generations completed = 376
Generations completed = 409
Generations completed = 442
Generations completed = 480
   	     	         	        	                 root leanness                  	       survival SKSurv Cox model concordance index       	           type naive Bayes balanced accuracy           	                 root separation                 
   	     	         	        	------------------------------------------------	---------------------------------------------------------	--------------------------------------------------------	-------------------------------------------------
gen	evals	gen_feats	explored	min     	avg     	max	std     	min     	avg     	max     	std             	min     	avg     	max     	std     	min	avg     	max     	std      
0  	500  	5156     	5156    	0.140028	0.249354	1  	0.148424	0.462476	0.655521	0.739374	0.0478789       	0.248452	0.766231	0.893191	0.130774	0  	0.552459	0.638318	0.0811038
1  	369  	3978     	5206    	0.123091	0.276942	1  	0.16417 	0.462476	0.66038 	0.739374	0.0505343       	0.25    	0.761894	0.897854	0.138893	0  	0.552706	0.638318	0.0950361
2  	349  	3072     	5251    	0.128037	0.277806	1  	0.171707	0.462476	0.665416	0.744348	0.0522853       	0.25    	0.77731 	0.897854	0.134167	0  	0.557538	0.638318	0.106637 
3  	388  	2717     	5298    	0.124035	0.300339	1  	0.181155	0.482107	0.663585	0.744348	0.056322        	0.25    	0.76518 	0.901685	0.143469	0  	0.556059	0.638318	0.111077 
4  	396  	2282     	5347    	0.124035	0.314012	1  	0.189561	0.482107	0.663649	0.750697	0.059773        	0.25    	0.760941	0.901685	0.149314	0  	0.554919	0.641825	0.116949 
5  	383  	1931     	5387    	0.124035	0.320955	1  	0.204668	0.482107	0.666302	0.750697	0.063314        	0.25    	0.763554	0.903213	0.159031	0  	0.552512	0.643262	0.130785 
6  	379  	1810     	5420    	0.124035	0.341303	1  	0.22266 	0.482107	0.667448	0.75778 	0.0690791       	0.25    	0.757671	0.903213	0.171301	0  	0.542814	0.645684	0.149822 
7  	389  	1631     	5447    	0.124035	0.343848	1  	0.23394 	0.482107	0.670667	0.765263	0.0701489       	0.25    	0.761467	0.903213	0.178774	0  	0.542254	0.645684	0.162241 
8  	381  	1459     	5490    	0.124035	0.374592	1  	0.248633	0.488268	0.663602	0.765263	0.0738582       	0.25    	0.741522	0.903213	0.192771	0  	0.52898 	0.647067	0.175035 
9  	389  	1435     	5525    	0.127   	0.386668	1  	0.269277	0.440606	0.666996	0.765263	0.0776634       	0.25    	0.732551	0.909554	0.210305	0  	0.515546	0.647067	0.196399 
