gen,evals,gen_feats,explored,Pam50 logistic classifier (max_iter=100) balanced accuracy_min,Pam50 logistic classifier (max_iter=100) balanced accuracy_avg,Pam50 logistic classifier (max_iter=100) balanced accuracy_max,Pam50 logistic classifier (max_iter=100) balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,200,4319,4319,0.2,0.5285309747260435,0.6927825568957778,0.1297715306068997,0.0196078431372549,0.10413408765251014,1.0,0.1924422788543293
1,135,2295,4463,0.2,0.5047831519548054,0.7064758555343176,0.15074532760677775,0.017241379310344827,0.16876786318628884,1.0,0.2503651995796901
2,152,1263,4584,0.2,0.5045660616992262,0.7064758555343176,0.1545362952252615,0.017241379310344827,0.2040010352885134,1.0,0.2896041294364794
3,147,952,4712,0.2,0.4976991669003074,0.7064758555343176,0.16839062879874886,0.017241379310344827,0.2560040324599142,1.0,0.3383835027897877
4,146,721,4855,0.2,0.4819617738207795,0.7219570982778121,0.18817840854611204,0.020833333333333332,0.3336981688967149,1.0,0.3879900648392036
5,151,527,5006,0.2,0.4447031828346043,0.7219570982778121,0.20601443712461395,0.02040816326530612,0.4477402538193039,1.0,0.43007492555593124
6,154,498,5162,0.2,0.3956238587205289,0.7349021539968593,0.21140072415986777,0.02040816326530612,0.5730831035264178,1.0,0.437027748801677
7,120,340,5270,0.2,0.2660716241815754,0.7349021539968593,0.1457710420629703,0.05,0.85397149122807,1.0,0.30674410896776466
8,127,210,5383,0.2,0.23005324671913868,0.7450959709084907,0.11033737305821227,0.05,0.9385977443609022,1.0,0.2194072153144912
9,121,205,5501,0.2,0.23600418555830927,0.7450959709084907,0.11962287798880497,0.05,0.9265025062656642,1.0,0.2375764622641538
10,118,207,5609,0.2,0.24259089870924597,0.7450959709084907,0.13201084637688465,0.05,0.9158593438725018,1.0,0.2560044517330707
11,135,236,5732,0.2,0.2382748313821776,0.7450959709084907,0.1262145388314712,0.05,0.925281276106934,1.0,0.2411918426739206
12,126,219,5855,0.2,0.24285405470671784,0.7450959709084907,0.1302122875117941,0.05,0.9144062761069339,1.0,0.25355781478018063
13,126,226,5978,0.2,0.24123469030837852,0.751532542399821,0.1287789831354041,0.047619047619047616,0.9188290598290598,1.0,0.2470859810163881
14,114,221,6105,0.2,0.24580611774997516,0.751532542399821,0.13535519643189498,0.047619047619047616,0.9103409645909646,1.0,0.2585038136731481
15,115,205,6216,0.2,0.2401666431107369,0.751532542399821,0.12968138894913242,0.047619047619047616,0.9229517704517705,1.0,0.24154377402274374
16,128,219,6330,0.2,0.23957367211919298,0.751532542399821,0.12767887263153127,0.047619047619047616,0.9234438339438339,1.0,0.23992509708339052
17,127,232,6459,0.2,0.24001390381830326,0.7677620792250087,0.12925254816919993,0.0625,0.9234547466422467,1.0,0.2398388268760118
18,123,194,6573,0.2,0.23041773397412285,0.7677620792250087,0.11668167005132611,0.0625,0.9441795634920634,1.0,0.20734733821671425
19,130,211,6701,0.2,0.22600885106069477,0.773799918106371,0.11057311083733003,0.0625,0.9548224206349206,1.0,0.18968084735320892
20,115,188,6794,0.2,0.228771516433981,0.773799918106371,0.1131237924719775,0.0625,0.949578373015873,1.0,0.19479492722391478
21,123,203,6905,0.2,0.23983497696166112,0.773799918106371,0.13478182062851968,0.0625,0.9313483946608946,1.0,0.22891373413268717
22,117,182,7016,0.2,0.2428694554457388,0.773799918106371,0.1404902021575447,0.0625,0.9267452200577201,1.0,0.2366473513730653
23,130,213,7122,0.2,0.23324753020872138,0.7751946807001172,0.1209195838583281,0.06666666666666667,0.9416906565656566,1.0,0.2081077453227964
24,115,187,7222,0.2,0.23467756099642828,0.7781979445074307,0.1256803866096387,0.08333333333333333,0.9411132756132755,1.0,0.21016623089157907
25,121,200,7331,0.2,0.24571106733474274,0.7781979445074307,0.14494361291039723,0.08333333333333333,0.9236015512265512,1.0,0.2390765307617115
26,121,191,7433,0.2,0.24019889944990408,0.7864202047033751,0.136081033782082,0.07692307692307693,0.9325197163947163,1.0,0.22486036664448011
27,119,198,7536,0.2,0.24556091237296432,0.7864202047033751,0.1446853822041356,0.07692307692307693,0.9239086052836053,1.0,0.23821988229202495
