0_age_at_initial_pathologic_diagnosis,0_ajcc_pathologic_tumor_stage_Stage I,0_ajcc_pathologic_tumor_stage_Stage IV,1_hsa.miR.192.3p,1_hsa.miR.194.3p,1_hsa.miR.21.5p,1_hsa.miR.296.5p,1_hsa.miR.3614.5p,1_hsa.miR.485.5p,1_hsa.miR.7704,1_hsa.miR.92b.3p,1_hsa.miR.302b.3p,2_ACSM2A.123876,2_ADCY10.55811,2_AGAP6.414189,2_AMOT.154796,2_ANKFN1.162282,2_ANKMY2.57037,2_ANKRD54.129138,2_ARHGAP9.64333,2_ARHGEF1.9138,2_ARSG.22901,2_ASPM.259266,2_ATN1.1822,2_B3GAT2.135152,2_BARX1.56033,2_BEX2.84707,2_BMP1.649,2_BNIPL.149428,2_C19orf50.79036,2_C19orf59.199675,2_C1orf162.128346,2_C1orf204.284677,2_C1orf86.199990,2_C1orf92.149499,2_C20orf107.388799,2_C20orf195.79025,2_C3orf27.23434,2_C3orf47.339942,2_C3orf70.285382,2_C4orf26.152816,2_C5orf53.492311,2_CAPZB.832,2_CAT.847,2_CCDC25.55246,2_CCL25.6370,2_CCNG1.900,2_CDC42BPA.8476,2_CDC7.8317,2_CDH13.1012,2_CENPO.79172,2_CGB.1082,2_CHKA.1119,2_CHST4.10164,2_CNTNAP1.8506,2_COG1.9382,2_COG4.25839,2_COL6A2.1292,2_COPS7A.50813,2_CPAMD8.27151,2_CRELD2.79174,2_CRYGS.1427,2_CSMD3.114788,2_CUL7.9820,2_CYP2J2.1573,2_DFFB.1677,2_DHTKD1.55526,2_DLAT.1737,2_DNAH3.55567,2_DOC2B.8447,2_DONSON.29980,2_DPP6.1804,2_EBF2.64641,2_EEF1A2.1917,2_EPR1.8475,2_ESAM.90952,2_FAM18A.780776,2_FAM198B.51313,2_FAT2.2196,2_FCHO2.115548,2_FGF3.2248,2_FIZ1.84922,2_FOXB2.442425,2_FOXI2.399823,2_FRAS1.80144,2_GABBR1.2550,2_GABRA3.2556,2_GALE.2582,2_GIPC2.54810,2_GJB5.2709,2_GOLGA9P.283796,2_GPR44.11251,2_GPRC5D.55507,2_GPX8.493869,2_GRAMD3.65983,2_GTPBP2.54676,2_GUCY2E.390226,2_GUSBL2.375513,2_GYG2.8908,2_HHLA2.11148,2_HIST1H3D.8351,2_HIST1H3I.8354,2_HRH3.11255,2_IFNB1.3456,2_IGDCC4.57722,2_IGFN1.91156,2_IKBKG.8517,2_IL13.3596,2_INE1.8552,2_INSL5.10022,2_INSR.3643,2_IQUB.154865,2_IRX5.10265,2_ITGAV.3685,2_ITPRIPL2.162073,2_JAG2.3714,2_JMJD1C.221037,2_KALRN.8997,2_KBTBD4.55709,2_KHDC1L.100129128,2_KIAA0355.9710,2_KIAA0391.9692,2_KIAA1147.57189,2_KIAA1614.57710,2_KLK11.11012,2_KLRA1.10748,2_KRT80.144501,2_KTI12.112970,2_LASS5.91012,2_LAT2.7462,2_LILRA6.79168,2_LOC100133991.100133991,2_LOC150568.150568,2_LOC284632.284632,2_LOC646851.646851,2_LOC678655.678655,2_LOC90246.90246,2_LRIG3.121227,2_LRRC39.127495,2_LRTM1.57408,2_LY96.23643,2_LZTS2.84445,2_MBOAT7.79143,2_MCART2.147407,2_MCM7.4176,2_MEF2C.4208,2_MGC29506.51237,2_MICB.4277,2_MMP17.4326,2_MMP19.4327,2_MORC2.22880,2_MPHOSPH8.54737,2_MRPL9.65005,2_MRVI1.10335,2_MSTO2P.100129405,2_MTA3.57504,2_MUC5B.727897,2_MYOZ1.58529,2_NAP1L6.645996,2_NAT9.26151,2_NBR2.10230,2_NKTR.4820,2_NKX2.8.26257,2_NPFFR2.10886,2_NR2E3.10002,2_OCM.654231,2_OPN1MW.2652,2_ORAI1.84876,2_OSBPL11.114885,2_OTX1.5013,2_P2RY8.286530,2_PACS1.55690,2_PAQR6.79957,2_PDK4.5166,2_PDXK.8566,2_PEX6.5190,2_PFDN2.5202,2_PGA3.643834,2_PGR.5241,2_PIM1.5292,2_PIPSL.266971,2_PITX1.5307,2_PKD1L1.168507,2_PKHD1.5314,2_PLAC8L1.153770,2_PLAGL1.5325,2_PLAUR.5329,2_PLD6.201164,2_PODXL.5420,2_PREB.10113,2_PRICKLE3.4007,2_PRKCE.5581,2_PRPF3.9129,2_PRPH2.5961,2_PRX.57716,2_PTCD3.55037,2_PTPRS.5802,2_QTRT1.81890,2_RABL2A.11159,2_RAPSN.5913,2_RCE1.9986,2_RGS10.6001,2_RND2.8153,2_ROBO4.54538,2_RP1.177G6.2.286411,2_RRBP1.6238,2_RTN2.6253,2_SAE1.10055,2_SAV1.60485,2_SBSN.374897,2_SDC4P.376844,2_SEMA3A.10371,2_SEMA6D.80031,2_SF3B4.10262,2_SFRS16.11129,2_SLC16A12.387700,2_SLC22A11.55867,2_SLC43A3.29015,2_SLC44A4.80736,2_SLC5A6.8884,2_SLC6A3.6531,2_SLIT3.6586,2_SMARCA1.6594,2_SNHG12.85028,2_SOS2.6655,2_SPRED3.399473,2_SPRY2.10253,2_SRPX.8406,2_SRRM5.100170229,2_SSPO.23145,2_SSX3.10214,2_ST8SIA4.7903,2_STON1.GTF2A1L.286749,2_STRADA.92335,2_SUV420H2.84787,2_SYNJ2BP.55333,2_SYTL1.84958,2_tAKR.389932,2_TAX1BP3.30851,2_TBX19.9095,2_TEX12.56158,2_TINF2.26277,2_TIRAP.114609,2_TMC3.342125,2_TMEM200C.645369,2_TMEM38B.55151,2_TMEM87B.84910,2_TPRG1.285386,2_TRDMT1.1787,2_TRIM23.373,2_TRPC1.7220,2_TRPC7.57113,2_TTC38.55020,2_TTTY4C.474150,2_UBE2S.27338,2_UBFD1.56061,2_UPK3B.80761,2_VASN.114990,2_WDR8.49856,2_WNT3.7473,2_YIPF5.81555,2_ZBTB16.7704,2_ZBTB8OS.339487,2_ZDHHC11.79844,2_ZEB1.6935,2_ZFHX3.463,2_ZIC2.7546,2_ZMYND12.84217,2_ZNF148.7707,2_ZNF703.80139,2_ZPBP.11055,2_ZSCAN4.201516
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
