0_age_at_initial_pathologic_diagnosis,0_ajcc_pathologic_tumor_stage_Stage I,0_ajcc_pathologic_tumor_stage_Stage IV,1_hsa.miR.130b.3p,1_hsa.miR.194.3p,1_hsa.miR.296.5p,1_hsa.miR.30e.3p,1_hsa.miR.34c.5p,1_hsa.miR.3922.3p,1_hsa.miR.502.3p,1_hsa.miR.654.5p,1_hsa.miR.92b.3p,2_..653553,2_ABHD6.57406,2_ACADSB.36,2_ACTG1.71,2_ACTL6A.86,2_ADAM20.8748,2_AFG3L2.10939,2_AGAP1.116987,2_AICDA.57379,2_AK7.122481,2_AKR1C1.1645,2_ALDH1A1.216,2_ARL4D.379,2_ASB11.140456,2_ASNS.440,2_ASRGL1.80150,2_ATP10D.57205,2_ATP11A.23250,2_ATP6V1A.523,2_B3GNTL1.146712,2_BBOX1.8424,2_BMP1.649,2_BRD9.65980,2_BTBD8.284697,2_C11orf54.28970,2_C12orf10.60314,2_C17orf66.256957,2_C17orf96.100170841,2_C1orf192.257177,2_C1orf26.54823,2_C3orf55.152078,2_C3orf75.54859,2_C6orf115.58527,2_C6orf147.387097,2_C7orf53.286006,2_C9orf153.389766,2_C9orf25.203259,2_C9orf30.91283,2_CALN1.83698,2_CASP4.837,2_CBX4.8535,2_CCL8.6355,2_CCT6A.908,2_CDC42BPG.55561,2_CDC42SE2.56990,2_CDR2L.30850,2_CGB1.114335,2_CHRM5.1133,2_CNTNAP1.8506,2_COMMD5.28991,2_CPA5.93979,2_CRYL1.51084,2_CTAGE1.64693,2_DEPDC6.64798,2_DGKG.1608,2_DLL3.10683,2_DMPK.1760,2_DONSON.29980,2_EIF3D.8664,2_EIF3I.8668,2_EML5.161436,2_FAM128B.80097,2_FAM161B.145483,2_FAM170B.170370,2_FAM57B.83723,2_FAM65B.9750,2_FANCA.2175,2_FAT2.2196,2_FCER1G.2207,2_FCHO1.23149,2_FGF3.2248,2_FLT3.2322,2_FRYL.285527,2_GABBR1.2550,2_GADD45A.1647,2_GALM.130589,2_GALNTL4.374378,2_GJB4.127534,2_GNB3.2784,2_GPR44.11251,2_GPR83.10888,2_GTPBP2.54676,2_H3F3C.440093,2_HDHD2.84064,2_HFE2.148738,2_HK1.3098,2_HLA.E.3133,2_HOXA2.3199,2_HRH3.11255,2_HSPA7.3311,2_IL6ST.3572,2_IL8.3576,2_IMPDH1.3614,2_INGX.27160,2_INO80B.83444,2_IQGAP2.10788,2_ITM2B.9445,2_ITPA.3704,2_KAAG1.353219,2_KBTBD3.143879,2_KCND1.3750,2_KDELC1.79070,2_KMO.8564,2_KRTAP2.1.81872,2_LOC100134229.100134229,2_LOC145474.145474,2_LOC148709.148709,2_LOC388955.388955,2_LOC645166.645166,2_LOC645431.645431,2_LOC728323.728323,2_LOC730668.730668,2_LOC84856.84856,2_LOC90784.90784,2_LRP5.4041,2_LRRC70.100130733,2_LSM1.27257,2_LTV1.84946,2_MAGEA12.4111,2_MAGIX.79917,2_MARVELD2.153562,2_MC1R.4157,2_MEP1A.4224,2_MEX3B.84206,2_MRC2.9902,2_MRPL9.65005,2_MSTO1.55154,2_MUC12.10071,2_MUC2.4583,2_NADK.65220,2_NANOS2.339345,2_NBEA.26960,2_NCBP2.22916,2_NEB.4703,2_NEDD4L.23327,2_NEURL4.84461,2_NEUROD1.4760,2_NME2P1.283458,2_NME4.4833,2_NOP56.10528,2_NR1I2.8856,2_NRADDP.100129354,2_NUF2.83540,2_ODF3L1.161753,2_OLFM2.93145,2_OR2H1.26716,2_OR6C2.341416,2_OSTalpha.200931,2_PAIP2B.400961,2_PCCA.5095,2_PDE4D.5144,2_PDRG1.81572,2_PEX6.5190,2_PHF13.148479,2_PIK3R3.8503,2_PIP5K1A.8394,2_PITX1.5307,2_PLAC1.10761,2_POFUT2.23275,2_POLD1.5424,2_POM121L9P.29774,2_PRICKLE3.4007,2_PRKD1.5587,2_PSMC4.5704,2_PTH2R.5746,2_PUF60.22827,2_PVRL4.81607,2_RAB11FIP4.84440,2_RACGAP1P.83956,2_RAD54L.8438,2_RBM47.54502,2_RCC2.55920,2_RELN.5649,2_RHBDL2.54933,2_RPL12.6136,2_RPL13A.23521,2_S100A10.6281,2_SAA4.6291,2_SCARNA15.677778,2_SEMA6D.80031,2_SENP3.26168,2_SERPING1.710,2_SERPINI1.5274,2_SETBP1.26040,2_SETD8.387893,2_SHC1.6464,2_SHISA9.729993,2_SIX5.147912,2_SKIV2L.6499,2_SLC10A2.6555,2_SLC17A3.10786,2_SLC22A6.9356,2_SLITRK1.114798,2_SMPX.23676,2_SORL1.6653,2_SOS2.6655,2_SP110.3431,2_SSX3.10214,2_ST3GAL5.8869,2_ST5.6764,2_STON1.GTF2A1L.286749,2_STRADA.92335,2_SUPT4H1.6827,2_SUSD4.55061,2_TAF1L.138474,2_TAF6.6878,2_TAGLN2.8407,2_TAPT1.202018,2_TBC1D20.128637,2_TBCE.6905,2_THTPA.79178,2_TJP2.9414,2_TMEM200C.645369,2_TMEM93.83460,2_TPBG.7162,2_TPST2.8459,2_TTC12.54970,2_TTC22.55001,2_TXNIP.10628,2_UBE2T.29089,2_UCK2.7371,2_UNC119B.84747,2_UOX.391051,2_UPP1.7378,2_VSTM2L.128434,2_WDR17.116966,2_WDR45.11152,2_WFDC3.140686,2_ZCCHC18.644353,2_ZNF117.51351,2_ZNF252.286101,2_ZNF253.56242,2_ZNF350.59348,2_ZNF433.163059,2_ZNF697.90874,2_ZNF79.7633
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
