0_ajcc_pathologic_tumor_stage_Stage I,0_ajcc_pathologic_tumor_stage_Stage IV,1_hsa.miR.107,1_hsa.miR.1248,1_hsa.miR.151b,1_hsa.miR.223.3p,1_hsa.miR.301b,1_hsa.miR.543,1_hsa.miR.7704,1_hsa.miR.92b.3p,1_hsa.miR.302b.3p,2_..388795,2_ABCB7.22,2_ACPL2.92370,2_ADAM12.8038,2_ADAMTS9.56999,2_ADAMTSL4.54507,2_ALDH1L2.160428,2_ALDH6A1.4329,2_ANKHD1.54882,2_ANKRD33.341405,2_ANKRD56.345079,2_APPL1.26060,2_AQP4.361,2_ARHGEF19.128272,2_ARHGEF2.9181,2_ARID4A.5926,2_ASAH2.56624,2_ASB13.79754,2_ASH2L.9070,2_ATP1A1.476,2_ATP1B3.483,2_BARX1.56033,2_BLOC1S1.2647,2_BOLA2.552900,2_BTBD8.284697,2_C16orf59.80178,2_C16orf93.90835,2_C1orf216.127703,2_C1QTNF1.114897,2_C1RL.51279,2_C3orf59.151963,2_C4orf3.401152,2_C7orf10.79783,2_C7orf11.136647,2_C9orf125.84302,2_C9orf140.89958,2_C9orf5.23731,2_CADM4.199731,2_CCDC58.131076,2_CCNE1.898,2_CDC14B.8555,2_CDCA2.157313,2_CDK4.1019,2_CDKN2B.1030,2_CH25H.9023,2_CHD9.80205,2_CHP2.63928,2_CLIC5.53405,2_CLINT1.9685,2_COX6B2.125965,2_CST5.1473,2_CTDSPL2.51496,2_DCBLD1.285761,2_DHX15.1665,2_DKK2.27123,2_DKKL1.27120,2_DMRTA1.63951,2_DNAJC9.23234,2_DOCK9.23348,2_DPP6.1804,2_EIF6.3692,2_EMX2OS.196047,2_EN2.2020,2_ERH.2079,2_EXO1.9156,2_EXOG.9941,2_FAM127C.441518,2_FAM196B.100131897,2_FBF1.85302,2_FLAD1.80308,2_FLNB.2317,2_FOXG1.2290,2_GABRG1.2565,2_GABRG2.2566,2_GAPDH.2597,2_GARS.2617,2_GDF5.8200,2_GEMIN6.79833,2_GIPC1.10755,2_GNB1.2782,2_GOLGA6A.342096,2_GOLGA8B.440270,2_GPR44.11251,2_GPR63.81491,2_GPSM1.26086,2_GPX1.2876,2_GRK1.6011,2_GYG2.8908,2_GYLTL1B.120071,2_H3F3C.440093,2_HARS2.23438,2_HEATR5B.54497,2_HEPACAM.220296,2_HES3.390992,2_HK3.3101,2_HMP19.51617,2_HOXA2.3199,2_ICK.22858,2_IGFALS.3483,2_IGFN1.91156,2_IMPDH1.3614,2_IPO8.10526,2_IREB2.3658,2_KIAA0391.9692,2_KIAA1191.57179,2_KIAA1199.57214,2_KIAA1539.80256,2_KLRAQ1.129285,2_KRTCAP2.200185,2_LASS1.10715,2_LOC100134713.100134713,2_LOC100190938.100190938,2_LOC220729.220729,2_LOC283050.283050,2_LOC285359.285359,2_LOC285627.285627,2_LOC728323.728323,2_LRRC8E.80131,2_LSM12.124801,2_LSM7.51690,2_MAF1.84232,2_MAP2.4133,2_MAPKSP1.8649,2_MEP1A.4224,2_MOBKL2B.79817,2_MPV17L.255027,2_MRAP.56246,2_MRPS25.64432,2_MRPS26.64949,2_MS4A2.2206,2_MUDENG.55745,2_MYL3.4634,2_NAA25.80018,2_NKX2.8.26257,2_NME3.4832,2_ONECUT2.9480,2_OR2A9P.441295,2_OR2T3.343173,2_ORAI3.93129,2_ORMDL3.94103,2_PCM1.5108,2_PCNX.22990,2_PDGFD.80310,2_PEX6.5190,2_PHC2.1912,2_PIK3R1.5295,2_PIP5K1B.8395,2_PKP3.11187,2_PLD6.201164,2_PLEKHB1.58473,2_POP7.10248,2_PPM1L.151742,2_PSMD13.5719,2_PTPRG.5793,2_PUF60.22827,2_PUS1.80324,2_PWP2.5822,2_RAB8A.4218,2_RAPGEF1.2889,2_RARB.5915,2_RBM27.54439,2_RCCD1.91433,2_REEP2.51308,2_REG3A.5068,2_RHOQ.23433,2_RLN1.6013,2_RNASE11.122651,2_RNF111.54778,2_RNF141.50862,2_RNF169.254225,2_RNPS1.10921,2_ROBO3.64221,2_RRAGC.64121,2_RTN2.6253,2_S100A11.6282,2_SAA2.6289,2_SCAPER.49855,2_SDR9C7.121214,2_SELE.6401,2_SETD4.54093,2_SETD8.387893,2_SH3GLB1.51100,2_SHROOM4.57477,2_SLC12A2.6558,2_SLC16A12.387700,2_SLC25A23.79085,2_SLC34A2.10568,2_SLC35C2.51006,2_SLC38A5.92745,2_SLC44A1.23446,2_SLC46A2.57864,2_SLC6A18.348932,2_SMAD9.4093,2_SOX13.9580,2_SP4.6671,2_SSH3.54961,2_STAT2.6773,2_STAT5B.6777,2_TACC1.6867,2_TBC1D3G.654341,2_TBC1D8B.54885,2_TFR2.7036,2_TGM5.9333,2_TLR3.7098,2_TM4SF19.116211,2_TMC1.117531,2_TMEM45A.55076,2_TMEM9.252839,2_TMSB10.9168,2_TOR1AIP2.163590,2_TRAF2.7186,2_TRAF6.7189,2_TRDMT1.1787,2_TRIM2.23321,2_TRIP13.9319,2_TUBA4B.80086,2_TUBB2B.347733,2_TULP3.7289,2_UBE2Q1.55585,2_VPS13B.157680,2_VSX1.30813,2_VWA3A.146177,2_XAF1.54739,2_ZCWPW2.152098,2_ZNF33B.7582,2_ZNF395.55893,2_ZNF773.374928,2_ZNF837.116412,2_ZXDA.7789
1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
