0_ATP8B1,0_C10orf81,0_C10orf95,0_CD86,0_FAM47E,0_GFRA2,0_GINS1,0_LOC220930,0_PARD6G,0_PPP6C,0_SFRS13B,0_SH2D6,0_UBQLN4,0_VCAN
1,0,0,1,0,0,0,1,1,1,1,0,1,1
1,0,0,1,0,0,0,1,0,1,1,0,1,1
0,0,0,1,0,1,1,0,0,0,1,0,1,1
0,0,0,1,1,0,0,0,0,0,1,1,1,1
0,0,0,1,0,0,1,0,0,0,1,0,1,1
0,1,1,1,0,0,0,0,0,0,0,0,0,1
0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
