gen,0_age_at_initial_pathologic_diagnosis,0_ajcc_pathologic_tumor_stage_Stage IV,1_hsa.let.7i.3p,1_hsa.miR.10b.5p,1_hsa.miR.126.3p,1_hsa.miR.1269a,1_hsa.miR.1270,1_hsa.miR.130b.3p,1_hsa.miR.130b.5p,1_hsa.miR.138.5p,1_hsa.miR.139.3p,1_hsa.miR.143.3p,1_hsa.miR.146b.5p,1_hsa.miR.15b.5p,1_hsa.miR.194.3p,1_hsa.miR.197.3p,1_hsa.miR.199b.5p,1_hsa.miR.215.5p,1_hsa.miR.223.3p,1_hsa.miR.296.3p,1_hsa.miR.296.5p,1_hsa.miR.34c.3p,1_hsa.miR.363.3p,1_hsa.miR.376c.3p,1_hsa.miR.380.3p,1_hsa.miR.425.5p,1_hsa.miR.4326,1_hsa.miR.491.3p,1_hsa.miR.539.3p,1_hsa.miR.576.5p,1_hsa.miR.577,1_hsa.miR.590.3p,1_hsa.miR.616.3p,1_hsa.miR.92a.3p,1_hsa.miR.92b.3p,1_hsa.miR.9.5p,2_..340602,2_A2ML1.144568,2_ABCB8.11194,2_ABCC5.10057,2_ABP1.26,2_ACADL.33,2_ACAT2.39,2_ACBD5.91452,2_ACE2.59272,2_ACOT4.122970,2_ACP2.53,2_ADAM33.80332,2_ADAMTSL3.57188,2_ADCY4.196883,2_ADCY7.113,2_ADCYAP1.116,2_AFF1.4299,2_AFF4.27125,2_AHSA1.10598,2_AJAP1.55966,2_AK7.122481,2_AKAP9.10142,2_ALDH1L2.160428,2_ALDH4A1.8659,2_ALS2CR11.151254,2_AMH.268,2_AMIGO3.386724,2_ANGPTL3.27329,2_ANKHD1.54882,2_ANKLE1.126549,2_ANKRD17.26057,2_ANKRD23.200539,2_ANKS4B.257629,2_ANXA2.302,2_ANXA8L2.244,2_AP4B1.10717,2_APOC1P1.342,2_APPL1.26060,2_AR.367,2_ARHGAP28.79822,2_ASPSCR1.79058,2_ASXL2.55252,2_ATAD3B.83858,2_ATG16L2.89849,2_ATG4A.115201,2_ATG4C.84938,2_ATP2B2.491,2_ATP2B3.492,2_ATXN2L.11273,2_AZI1.22994,2_B3GNT8.374907,2_B3GNTL1.146712,2_B4GALNT4.338707,2_BARX1.56033,2_BAX.581,2_BCL7C.9274,2_BEAN.146227,2_BEST1.7439,2_BGLAP.632,2_BIRC5.332,2_BIRC6.57448,2_BPHL.670,2_BREA2.286076,2_BRMS1.25855,2_BTD.686,2_BUB1.699,2_C10orf81.79949,2_C10orf91.170393,2_C10orf95.79946,2_C11orf54.28970,2_C12orf45.121053,2_C12orf70.341346,2_C13orf1.57213,2_C14orf149.112849,2_C14orf167.55449,2_C15orf23.90417,2_C16orf53.79447,2_C16orf68.79091,2_C17orf47.284083,2_C17orf60.284021,2_C19orf22.91300,2_C19orf39.126074,2_C19orf59.199675,2_C19orf6.91304,2_C19orf73.55150,2_C19orf77.284422,2_C1orf204.284677,2_C1orf92.149499,2_C1RL.51279,2_C21orf125.284836,2_C21orf96.80215,2_C2orf28.51374,2_C2orf40.84417,2_C2orf81.388963,2_C2orf89.129293,2_C3orf27.23434,2_C3orf70.285382,2_C4orf39.152756,2_C6.729,2_C6orf147.387097,2_C6orf186.728464,2_C6orf218.221718,2_C7orf53.286006,2_C8orf47.203111,2_C9orf100.84904,2_C9orf163.158055,2_C9orf71.169693,2_CA5B.11238,2_CACNA1D.776,2_CALCRL.10203,2_CAPNS1.826,2_CASP3.836,2_CCDC121.79635,2_CCDC42B.387885,2_CCDC45.90799,2_CCDC88A.55704,2_CCNA2.890,2_CCNB2.9133,2_CCNE1.898,2_CCNL1.57018,2_CCNYL1.151195,2_CCPG1.9236,2_CDADC1.81602,2_CDH17.1015,2_CDH3.1001,2_CDH4.1002,2_CDK1.983,2_CDK5.1020,2_CDK5RAP3.80279,2_CEACAM22P.388550,2_CELA2B.51032,2_CENPF.1063,2_CENPO.79172,2_CEP55.55165,2_CEP68.23177,2_CFHR3.10878,2_CGNL1.84952,2_CHMP1B.57132,2_CHRNB2.1141,2_CHST11.50515,2_CHST6.4166,2_CIDEC.63924,2_CLGN.1047,2_CMA1.1215,2_CMAS.55907,2_CNGA1.1259,2_CNPY1.285888,2_CNPY2.10330,2_COBL.23242,2_COL5A3.50509,2_COL8A2.1296,2_COPS6.10980,2_COPS7A.50813,2_CPA4.51200,2_CPEB1.64506,2_CPT1C.126129,2_CPXM2.119587,2_CRTAP.10491,2_CSAD.51380,2_CSH1.1442,2_CTRL.1506,2_CWC15.51503,2_CXCL13.10563,2_CXCL6.6372,2_CXorf26.51260,2_CXorf30.645090,2_CYP3A7.1551,2_CYTH1.9267,2_DAGLA.747,2_DAPL1.92196,2_DBX2.440097,2_DCBLD2.131566,2_DCTN6.10671,2_DDC.1644,2_DEF6.50619,2_DENND4A.10260,2_DERL3.91319,2_DIAPH1.1729,2_DKFZp434J0226.93429,2_DKFZP434L187.26082,2_DKFZp686O24166.374383,2_DNA2.1763,2_DNAH12.201625,2_DNAJB14.79982,2_DOCK8.81704,2_DONSON.29980,2_DPEP1.1800,2_DPP6.1804,2_DRD5.1816,2_DSG2.1829,2_DYM.54808,2_DYSF.8291,2_DYSFIP1.116729,2_E2F2.1870,2_ECHDC3.79746,2_EGFL6.25975,2_EHMT2.10919,2_ELL.8178,2_EMX2.2018,2_EPB41L1.2036,2_EPB41L5.57669,2_EPB49.2039,2_EPHX2.2053,2_EPS8.2059,2_ERAS.3266,2_ERBB3.2065,2_ERN2.10595,2_EXOSC1.51013,2_EXOSC5.56915,2_FAAH2.158584,2_FABP3.2170,2_FAM119A.151194,2_FAM127A.8933,2_FAM131A.131408,2_FAM53A.152877,2_FAM69A.388650,2_FAM7A3.89837,2_FAM83F.113828,2_FAM92B.339145,2_FAM98B.283742,2_FBLN1.2192,2_FBXO3.26273,2_FGD6.55785,2_FGF5.2250,2_FGL1.2267,2_FKBP9L.360132,2_FLG.2312,2_FLOT1.10211,2_FLRT3.23767,2_FOXB2.442425,2_FOXE1.2304,2_FOXI2.399823,2_FSCN3.29999,2_FSTL4.23105,2_FUT3.2525,2_GABRE.2564,2_GAD1.2571,2_GARNL3.84253,2_GATAD1.57798,2_GBA3.57733,2_GCC2.9648,2_GDA.9615,2_GDF5.8200,2_GFM1.85476,2_GINS3.64785,2_GIPC2.54810,2_GIPC3.126326,2_GLA.2717,2_GLT25D2.23127,2_GNG4.2786,2_GORASP2.26003,2_GPC2.221914,2_GPR113.165082,2_GPR173.54328,2_GPR77.27202,2_GPR78.27201,2_GPR98.84059,2_GRAMD3.65983,2_GRIN3B.116444,2_GRK4.2868,2_GTF2A1.2957,2_GTF2H4.2968,2_GTF2IRD1.9569,2_H3F3A.3020,2_HAUS1.115106,2_HAUS8.93323,2_HEATR2.54919,2_HERPUD1.9709,2_HES3.390992,2_HHLA2.11148,2_HJURP.55355,2_HLA.G.3135,2_HOXA2.3199,2_HOXB13.10481,2_HOXC5.3222,2_HPDL.84842,2_HRASLS.57110,2_HS6ST2.90161,2_HS6ST3.266722,2_IFITM5.387733,2_IFT27.11020,2_IFT81.28981,2_IGDCC4.57722,2_IGF2BP3.10643,2_IGFBP1.3484,2_IGFN1.91156,2_IL21.59067,2_IL22RA2.116379,2_IL6.3569,2_IL6ST.3572,2_ILF3.3609,2_IMPACT.55364,2_ING3.54556,2_INHA.3623,2_INPP4B.8821,2_INSR.3643,2_IPO11.51194,2_IQGAP2.10788,2_IQSEC2.23096,2_IRX5.10265,2_ISG20.3669,2_ITCH.83737,2_IVL.3713,2_IWS1.55677,2_KANK3.256949,2_KAZALD1.81621,2_KCNAB1.7881,2_KCNF1.3754,2_KCNG2.26251,2_KCNH1.3756,2_KDM3B.51780,2_KDM4C.23081,2_KIAA0355.9710,2_KIAA1217.56243,2_KIAA2026.158358,2_KIF13A.63971,2_KIF19.124602,2_KIF3C.3797,2_KLC4.89953,2_KLF13.51621,2_KLHDC7A.127707,2_KLHL23.151230,2_KRT79.338785,2_KRTAP5.1.387264,2_KRTCAP2.200185,2_KSR1.8844,2_L1CAM.3897,2_LENG9.94059,2_LGALS2.3957,2_LGSN.51557,2_LIN52.91750,2_LINGO2.158038,2_LIPE.3991,2_LIPG.9388,2_LIPH.200879,2_LMNB1.4001,2_LOC100128191.100128191,2_LOC100130557.100130557,2_LOC283050.283050,2_LOC283392.283392,2_LOC285501.285501,2_LOC340094.340094,2_LOC440925.440925,2_LOC84740.84740,2_LOC90834.90834,2_LOC96610.96610,2_LOXL2.4017,2_LRCH4.4034,2_LRRC37A3.374819,2_LTBP4.8425,2_LTF.4057,2_LYPD5.284348,2_MACC1.346389,2_MAGEC3.139081,2_MAGEH1.28986,2_MANEAL.149175,2_MAP3K12.7786,2_MAP3K13.9175,2_MAPK8.5599,2_MAPKAPK5.8550,2_MCFD2.90411,2_MCM6.4175,2_MEF2C.4208,2_MFAP1.4236,2_MFAP2.4237,2_MFSD6.54842,2_MFSD9.84804,2_MGAT3.4248,2_MGC42105.167359,2_MIA2.117153,2_MIOX.55586,2_MMP11.4320,2_MMP12.4321,2_MMP1.4312,2_MMP23B.8510,2_MMS19.64210,2_MOAP1.64112,2_MRPL28.10573,2_MRPS34.65993,2_MSI2.124540,2_MT1G.4495,2_MUC5B.727897,2_MUM1L1.139221,2_MURC.347273,2_MUTYH.4595,2_MYH13.8735,2_MYL6B.140465,2_MYNN.55892,2_MYST1.84148,2_NAB2.4665,2_NAP1L1.4673,2_NAP1L4.4676,2_NAP1L6.645996,2_NCAPD2.9918,2_NCKAP5L.57701,2_NCRNA00160.54064,2_NECAB3.63941,2_NEDD9.4739,2_NEK2.4751,2_NFKB2.4791,2_NGRN.51335,2_NHP2L1.4809,2_NNT.23530,2_NOG.9241,2_NOX4.50507,2_NPFF.8620,2_NPLOC4.55666,2_NPR3.4883,2_NPW.283869,2_NRIP2.83714,2_NSUN5.55695,2_NT5C1A.84618,2_NT5C.30833,2_NUMBL.9253,2_NUP37.79023,2_NUTF2.10204,2_OBFC2A.64859,2_OIT3.170392,2_OLIG3.167826,2_OPCML.4978,2_OPN4.94233,2_OR1F1.4992,2_OR1L8.138881,2_OR2T10.127069,2_ORMDL1.94101,2_OSBPL1A.114876,2_OSTC.58505,2_OTUD7A.161725,2_OVGP1.5016,2_P2RY13.53829,2_PCDHGC5.56097,2_PCK2.5106,2_PCNXL2.80003,2_PCYOX1L.78991,2_PDE1C.5137,2_PDE4D.5144,2_PDE6A.5145,2_PDSS2.57107,2_PDZD2.23037,2_PDZK1.5174,2_PDZRN3.23024,2_PEBP4.157310,2_PECR.55825,2_PGK2.5232,2_PHACTR3.116154,2_PHF21A.51317,2_PHF5A.84844,2_PHRF1.57661,2_PI4KAP1.728233,2_PI4KAP2.375133,2_PIGL.9487,2_PIK3CA.5290,2_PIK3R1.5295,2_PILRB.29990,2_PISD.23761,2_PITX2.5308,2_PLCB3.5331,2_PLEKHA1.59338,2_PLEKHO1.51177,2_PLSCR3.57048,2_PLTP.5360,2_PLXNA2.5362,2_PMS2L3.5387,2_POLQ.10721,2_POU2F2.5452,2_POU3F3.5455,2_PPAP2A.8611,2_PPAPDC1B.84513,2_PPFIBP2.8495,2_PPP1R13B.23368,2_PPP2R2C.5522,2_PRH2.5555,2_PRKAR2A.5576,2_PRR19.284338,2_PRR7.80758,2_PRSS8.5652,2_PSMB7.5695,2_PSMC3.5702,2_PSMD3.5709,2_PSORS1C2.170680,2_PTCD3.55037,2_PTDSS1.9791,2_PTGER2.5732,2_PTGES.9536,2_PTPN7.5778,2_PTPRB.5787,2_PTRH2.51651,2_PVT1.5820,2_QRFPR.84109,2_RAB35.11021,2_RABGEF1.27342,2_RAD54L.8438,2_RANBP10.57610,2_RASGEF1A.221002,2_RASGRF1.5923,2_RASGRF2.5924,2_RAVER2.55225,2_RBMX2.51634,2_RBX1.9978,2_RCAN1.1827,2_RCN1.5954,2_RDH11.51109,2_RGL4.266747,2_RHOT2.89941,2_RIC8A.60626,2_RIMKLA.284716,2_RNF115.27246,2_RNF38.152006,2_ROBLD3.28956,2_RORC.6097,2_RPL13.6137,2_RPL21P44.402176,2_RPL36A.6173,2_RPL8.6132,2_RPP21.79897,2_RPP38.10557,2_RRP7B.91695,2_RUNDC2A.84127,2_RUNDC2C.440352,2_RXFP1.59350,2_S100A7.6278,2_S1PR1.1901,2_SAA1.6288,2_SAPS1.22870,2_SCML2.10389,2_SCN1A.6323,2_SCNM1.79005,2_SCTR.6344,2_SDPR.8436,2_SDSL.113675,2_SEC31B.25956,2_SECISBP2L.9728,2_SEMA7A.8482,2_SENP5.205564,2_SEPT5.5413,2_SEPT7P2.641977,2_SESN3.143686,2_SESTD1.91404,2_SETD5.55209,2_SETD8.387893,2_SGOL2.151246,2_SH3D19.152503,2_SH3KBP1.30011,2_SHISA4.149345,2_SHROOM2.357,2_SIX5.147912,2_SKIV2L.6499,2_SKP1.6500,2_SLC12A8.84561,2_SLC17A1.6568,2_SLC22A11.55867,2_SLC22A15.55356,2_SLC25A30.253512,2_SLC26A4.5172,2_SLC26A9.115019,2_SLC31A2.1318,2_SLC39A1.27173,2_SLC4A4.8671,2_SLC6A15.55117,2_SLC6A16.28968,2_SLC6A7.6534,2_SLC7A1.6541,2_SLC7A4.6545,2_SLC7A5.8140,2_SMAD4.4089,2_SMARCC2.6601,2_SMPD4.55627,2_SMYD1.150572,2_SNHG8.100093630,2_SNORA6.574040,2_SNRPB.6628,2_SNX7.51375,2_SORBS2.8470,2_SPATS1.221409,2_SPC25.57405,2_SPG7.6687,2_SPINK13.153218,2_SPRED3.399473,2_SPRR2B.6701,2_SRP19.6728,2_SRXN1.140809,2_SS18L2.51188,2_SSB.6741,2_SSTR1.6751,2_SSX6.280657,2_STAP2.55620,2_STIL.6491,2_STK32C.282974,2_STON1.GTF2A1L.286749,2_STX2.2054,2_SUMO2.6613,2_SYNJ2BP.55333,2_SYPL1.6856,2_TADA3.10474,2_TARBP2.6895,2_TARS2.80222,2_TBC1D3.729873,2_TBC1D3G.654341,2_TBL1X.6907,2_TBP.6908,2_TBX10.347853,2_TCEA1.6917,2_TCEAL1.9338,2_TDG.6996,2_TEAD3.7005,2_TFAP2C.7022,2_TFAP2E.339488,2_TGM1.7051,2_TGM3.7053,2_THOP1.7064,2_TIAF1.9220,2_TIMM50.92609,2_TLX2.3196,2_TM4SF19.116211,2_TM6SF2.53345,2_TM9SF4.9777,2_TMEM106A.113277,2_TMEM120B.144404,2_TMEM132D.121256,2_TMEM27.57393,2_TMEM31.203562,2_TMEM37.140738,2_TMEM86B.255043,2_TMEM92.162461,2_TNFRSF18.8784,2_TOB2.10766,2_TOMM6.100188893,2_TOP2A.7153,2_TOPORS.10210,2_TP53INP2.58476,2_TP53RK.112858,2_TPTE2.93492,2_TRIM42.287015,2_TRMT5.57570,2_TSEN54.283989,2_TSPAN7.7102,2_TTLL10.254173,2_TUBB2A.7280,2_TWIST1.7291,2_UBA5.79876,2_UBE2J2.118424,2_UBE2Q1.55585,2_UBL4B.164153,2_UCK2.7371,2_UCN3.114131,2_UFSP2.55325,2_UGT2B7.7364,2_UNC5A.90249,2_UPF3A.65110,2_USH2A.7399,2_USHBP1.83878,2_USP12.219333,2_VAMP1.6843,2_VANGL2.57216,2_VPS13A.23230,2_VSTM2L.128434,2_WDR67.93594,2_WDR85.92715,2_WFDC3.140686,2_WIPI2.26100,2_WISP2.8839,2_XCR1.2829,2_XPO4.64328,2_XPOT.11260,2_XYLT1.64131,2_YJEFN3.374887,2_ZBTB46.140685,2_ZCCHC8.55596,2_ZDHHC19.131540,2_ZEB1.6935,2_ZFPM1.161882,2_ZFYVE27.118813,2_ZMAT5.55954,2_ZMYND11.10771,2_ZNF117.51351,2_ZNF280A.129025,2_ZNF347.84671,2_ZNF517.340385,2_ZNF564.163050,2_ZNF585A.199704,2_ZNF593.51042,2_ZNF641.121274,2_ZNF668.79759,2_ZNF772.400720,2_ZNF777.27153,2_ZNF790.388536,2_ZNF828.283489,2_ZNF829.374899,2_ZPBP.11055,2_ZSCAN2.54993
0,6,0,0,39,15,28,5,4,21,0,0,0,40,0,37,0,0,78,32,0,43,102,10,0,0,0,22,0,0,0,5,42,0,0,7,10,0,0,0,0,133,150,0,0,130,0,0,97,0,0,0,39,0,0,0,212,0,0,0,0,267,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,41,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,86,0,0,0,0,0,0,0,0,0,0,27,85,0,372,0,0,0,0,0,0,118,0,138,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,18,92,0,198,0,95,303,0,0,0,0,222,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,242,0,54,121,72,0,0,0,350,285,0,0,0,0,1,207,279,0,0,0,0,0,0,0,280,0,0,0,0,0,4,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,138,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,211,0,0,0,0,0,0,165,0,279,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,139,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,301,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,102,71,0,0,0,178,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,1,0,0,236,0,0,0,0,0,0,0,62,1,0,0,0,8,0,0,2,0,27,1,0,0,0,0,0,0,284,0,61,0,0,1,0,0,0,0,1,6,1,1,0,0,0,1,1,0,0,9,0,0,5,0,1,1,233,233,0,7,1,7,0,0,2,0,0,0,0,0,2,0,0,2,0,39,0,1,0,0,1,0,0,0,0,0,257,0,10,0,0,0,1,0,1,0,1,2,0,1,4,0,3,0,0,0,0,2,0,3,0,0,0,1,4,0,0,0,1,0,2,0,0,1,0,2,6,0,0,0,1,0,0,5,1,2,34,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,34,1,0,2,0,0,0,0,0,6,1,0,1,3,1,2,0,0,4,0,2,0,0,5,0,0,0,0,1,1,1,0,1,0,0,0,0,163,1,32,1,0,1,1,0,1,80,460,0,24,0,1,0,0,214,0,1,1,0,1,1,0,0,0,0,13,1,1,319,16,3,1,1,0,0,1,0,1,0,0,0,1,0,16,3,0,0,0,1,1,1,0,11,1,3,0,0,0,0,0,0,0,0,3,0,0,1,0,2,1,5,0,2,1,0,1,0,0,0,1,0,27,0,1,0,1,0,0,0,0,2,1,1,0,0,1,5,0,1,0,0,1,2,7,0,0,1,0,6,0,1,2,0,4,49,0,1,3,400,203,41,0,1,2,0,0,34,0,0,1,0,0,0,33,40,1,3,1,1,1,0,3,0,0,0,0,1,0,0,0,7,10,1,1,0,5,0,1,0,3,0,0,6,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,5,37,0,0,1,0,1,1,1,0,0,2,0,30,13,0,23,0,0,1,0,0,0,2,1,1,0,0,1,2,2,1,1,0,0,86,1,1,0,1,3,0,8,5,365,1,0,0,3,18,5,0,0,1,38,0,0,0,0,2,0,1,1,0,2,0,0,3,0,0,0,9,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,6,2,3,1,0,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,0,29,1,1,0,42,1,0,0,1,0,9,0,0,3,1,0,3,0,0,1,36,0,4,0,0,0,29,4,0,0,1,0,0,90,3,1,1,0,33,0,0,0,7,1,2,3,0,2,0,1,0,0,1,0,4,2,0,3,0,0,0,7,28,0,6,0,0,1,0,0,1,3,0,1,3,1,2,23,0,0,0,0,0,1,9,0,1,0,5,3,0,185,4,3,3,1,304,0,5,0,0,0,1,2,1,85,0,0,0,1,0,4,1,0,0,0,0,1,0,0,1,0,306,0,0,0,0,0,1,5,0,0,1,0,5,0,3,4,0,0,4,0,1,0,5,0,0,0,1,0,1,0,1,1,14,0,36,6,122,2,0,1,0,33,1,0,0,2,1,1,0,1,0,0,0,1,1,1,4,0,0,1,68,1,0,0,0,0,1,1,0,2,7,0,0,0,0,0
200,0,0,0,0,0,285,0,0,0,0,0,0,0,139,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,93,2,2,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,289,230,0,0,0,0,0,0,0,4,4,1,0,2,0,0,0,0,9,31,0,0,16,1,0,0,1,0,1,0,204,1,0,1,1,2,0,0,0,29,0,0,40,0,0,1,0,0,0,3,0,0,0,0,1,1,0,0,1,0,4,1,0,1,0,1,4,0,2,0,0,0,2,1,0,1,0,1,0,5,0,1,0,0,1,0,1,0,0,1,1,0,0,2,1,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,27,0,0,0,0,0,0,0,0,208,467,1,0,0,0,1,2,351,2,1,0,0,0,0,0,0,1,3,0,2,0,378,171,0,2,0,3,1,0,0,0,1,0,38,0,0,0,0,2,0,0,0,0,0,0,0,0,32,0,9,2,0,2,5,0,3,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,2,0,0,0,2,0,1,31,0,0,0,0,0,1,11,0,4,1,0,0,1,0,0,218,1,1,0,0,0,0,0,0,0,6,0,1,0,0,391,294,26,1,0,0,0,0,1,4,1,0,1,11,41,3,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,14,0,0,0,0,0,1,0,2,0,0,1,0,2,0,0,0,0,0,0,0,3,0,1,5,0,0,1,2,2,0,1,11,0,0,0,2,0,0,2,0,0,76,21,43,52,0,1,0,0,0,4,0,0,0,1,4,0,0,0,1,0,0,1,173,0,0,1,0,0,1,0,0,377,0,0,2,0,13,0,1,7,0,0,2,0,2,0,0,8,4,0,0,0,3,0,0,0,0,0,7,1,1,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,23,1,1,0,1,1,2,1,0,0,1,0,0,0,2,5,8,7,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,14,0,0,0,76,0,1,0,0,0,0,0,1,0,0,1,0,0,0,176,0,1,0,0,1,1,215,3,1,1,1,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,18,0,0,6,0,0,0,0,1,1,5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,74,1,1,4,3,12,0,0,1,0,2,0,0,1,61,0,0,0,1,310,0,0,1,0,0,1,0,0,23,0,1,0,0,0,0,0,1,1,0,1,0,2,1,0,0,375,1,4,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,8,0,28,1,0,0,1,1,0,2,0,1,0,0,0,0,31,0,234,0,1,0,1,1,0,0,1,52,0,0,0,0,1,0,2,2,0,0,0,0,1,0,31,0,2,2,3,6,0,0,1,0,1,4,0,0,1,1
299,0,9,0,0,0,284,0,0,0,1,3,1,0,91,0,3,1,0,0,1,0,1,0,0,0,48,0,2,0,7,0,38,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,3,0,0,1,1,1,1,0,0,290,77,0,0,0,0,1,2,0,0,1,0,2,3,0,1,1,0,0,0,1,0,0,0,0,2,0,1,1,0,149,0,0,0,0,0,0,1,0,1,0,0,41,0,0,0,0,1,1,0,13,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,0,0,7,0,0,1,0,0,0,0,1,0,0,0,4,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,1,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,1,19,0,0,0,1,0,0,0,0,223,471,1,0,2,0,0,0,361,0,0,0,1,0,0,1,1,1,0,0,2,0,363,213,0,4,0,0,0,0,2,0,0,0,70,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,6,0,4,2,0,0,0,0,0,253,0,0,0,1,0,6,0,0,0,2,0,0,0,0,369,295,13,0,0,0,0,0,1,0,0,0,0,1,153,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,1,1,4,0,0,0,0,0,0,0,0,7,1,0,0,2,0,0,3,0,0,0,0,0,1,0,0,0,98,19,1,56,2,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2,0,231,0,0,1,0,0,0,0,0,382,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,26,0,0,1,0,0,1,0,8,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7,0,0,0,1,0,7,0,0,0,0,0,0,6,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,1,0,0,0,7,1,2,0,2,0,0,2,3,7,0,1,0,0,1,1,0,1,1,2,0,1,1,0,1,0,0,0,1,7,0,0,3,163,0,0,1,0,1,0,3,0,0,0,0,0,5,4,108,0,0,0,5,0,0,241,0,0,1,0,3,0,0,0,0,0,0,0,1,5,2,0,0,0,0,1,1,1,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3,0,0,0,4,101,0,0,11,3,0,0,0,0,0,0,0,0,0,35,0,0,0,0,297,1,0,1,1,1,1,0,0,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,382,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,2,1,189,3,0,0,0,1,0,0,0,1,0,1,0,0,0,5,1,0,253,0,0,0,0,0,0,2,0,181,0,0,1,0,0,1,0,1,0,0,0,8,0,0,19,0,0,0,0,0,0,0,0,0,1,0,1,1,27,0
