gen,0_age_at_initial_pathologic_diagnosis,0_ajcc_pathologic_tumor_stage_Stage IV,1_hsa.miR.10a.5p,1_hsa.miR.1197,1_hsa.miR.126.3p,1_hsa.miR.1269a,1_hsa.miR.1293,1_hsa.miR.129.5p,1_hsa.miR.139.3p,1_hsa.miR.139.5p,1_hsa.miR.146a.3p,1_hsa.miR.146b.5p,1_hsa.miR.18a.5p,1_hsa.miR.194.3p,1_hsa.miR.215.5p,1_hsa.miR.223.3p,1_hsa.miR.296.5p,1_hsa.miR.339.5p,1_hsa.miR.342.5p,1_hsa.miR.34c.3p,1_hsa.miR.34c.5p,1_hsa.miR.377.3p,1_hsa.miR.3922.3p,1_hsa.miR.4326,1_hsa.miR.4461,1_hsa.miR.511.5p,1_hsa.miR.550a.5p,1_hsa.miR.616.5p,1_hsa.miR.642a.5p,1_hsa.miR.877.5p,1_hsa.miR.9.5p,1_hsa.miR.517b.3p,2_ABCA7.10347,2_ABHD6.57406,2_ABP1.26,2_ACAD11.84129,2_ACADL.33,2_ACAP3.116983,2_ACBD4.79777,2_ACCN3.9311,2_ACE2.59272,2_ACOT4.122970,2_ACOT8.10005,2_ACP2.53,2_ACTC1.70,2_ACTR3C.653857,2_ADAM12.8038,2_ADAM15.8751,2_ADAM22.53616,2_ADAM6.8755,2_ADCY5.111,2_ADD2.119,2_ADH5.128,2_ADORA1.134,2_AFP.174,2_AGAP7.653268,2_AGBL4.84871,2_AGMAT.79814,2_AGPAT6.137964,2_AKNAD1.254268,2_AKR7L.246181,2_ALDH6A1.4329,2_ALOXE3.59344,2_ALS2CR11.151254,2_AMZ1.155185,2_ANGPTL3.27329,2_ANKRD13D.338692,2_ANKRD39.51239,2_ANKRD46.157567,2_ANKRD57.65124,2_ANO4.121601,2_AOX1.316,2_AP3B1.8546,2_APBA1.320,2_APBB1.322,2_APCS.325,2_APP.351,2_AQP7.364,2_ARHGAP11B.89839,2_ARHGAP33.115703,2_ARHGAP39.80728,2_ARID3A.1820,2_ARL9.132946,2_ARMS2.387715,2_ARSK.153642,2_ASF1B.55723,2_ASNS.440,2_ASPG.374569,2_ASRGL1.80150,2_ATAD2.29028,2_ATG9B.285973,2_ATP11A.23250,2_ATP1A1.476,2_ATP2B3.492,2_ATP5A1.498,2_B3GAT2.135152,2_BAG1.573,2_BARX1.56033,2_BARX2.8538,2_BCAS1.8537,2_BCAS3.54828,2_BHMT.635,2_BREA2.286076,2_BRIX1.55299,2_BRMS1L.84312,2_BTBD12.84464,2_C10orf90.118611,2_C11orf75.56935,2_C12orf23.90488,2_C12orf36.283422,2_C12orf69.440087,2_C13orf16.121793,2_C14orf180.400258,2_C15orf38.348110,2_C16orf75.116028,2_C17orf28.283987,2_C18orf1.753,2_C19orf23.148046,2_C19orf77.284422,2_C1orf104.284618,2_C1orf122.127687,2_C1orf159.54991,2_C1orf190.541468,2_C1orf200.644997,2_C1orf77.26097,2_C1orf89.79363,2_C1orf92.149499,2_C1RL.51279,2_C20orf141.128653,2_C20orf195.79025,2_C21orf34.388815,2_C21orf81.391267,2_C21orf84.114038,2_C2orf48.348738,2_C3orf21.152002,2_C3orf31.132001,2_C4orf26.152816,2_C4orf48.401115,2_C4orf49.84709,2_C5orf25.375484,2_C5orf34.375444,2_C5orf4.10826,2_C5orf58.133874,2_C6orf105.84830,2_C6orf134.79969,2_C6orf154.221424,2_C6orf186.728464,2_C6orf222.389384,2_C7orf41.222166,2_C8orf47.203111,2_C9orf140.89958,2_C9orf41.138199,2_C9orf68.55064,2_C9orf69.90120,2_CA8.767,2_CAB39L.81617,2_CABLES2.81928,2_CADPS.8618,2_CAMK2N2.94032,2_CARD14.79092,2_CASC1.55259,2_CASP9.842,2_CATSPER1.117144,2_CBX6.23466,2_CCDC109B.55013,2_CCDC110.256309,2_CCDC24.149473,2_CCDC41.51134,2_CCL13.6357,2_CCL4L2.388372,2_CCL8.6355,2_CCND3.896,2_CCNE1.898,2_CD68.968,2_CD9.928,2_CDADC1.81602,2_CDC25A.993,2_CDCA3.83461,2_CDCA5.113130,2_CDH15.1013,2_CDH17.1015,2_CDH22.64405,2_CDH4.1002,2_CDK3.1018,2_CEP68.23177,2_CES2.8824,2_CFD.1675,2_CGN.57530,2_CHST9.83539,2_CLASP2.23122,2_CLCN5.1184,2_CLEC4G.339390,2_CLIC5.53405,2_CLSTN3.9746,2_CLTB.1212,2_CMA1.1215,2_CNTNAP5.129684,2_COL21A1.81578,2_COL23A1.91522,2_COL4A3.1285,2_COPS3.8533,2_COPS7B.64708,2_COQ2.27235,2_CPA4.51200,2_CPEB4.80315,2_CPN2.1370,2_CRAT.1384,2_CRTC3.64784,2_CSDC2.27254,2_CTRL.1506,2_CTSF.8722,2_CTSG.1511,2_CTSO.1519,2_CTTNBP2.83992,2_CTXN3.613212,2_CXCL1.2919,2_CXorf22.170063,2_CYB561.1534,2_CYP26A1.1592,2_CYP2W1.54905,2_CYP39A1.51302,2_CYP51A1.1595,2_CYTSA.23384,2_DAB2IP.153090,2_DAD1L.56286,2_DBC1.1620,2_DBF4B.80174,2_DCST1.149095,2_DCTN6.10671,2_DDA1.79016,2_DDX11.1663,2_DDX4.54514,2_DFFB.1677,2_DFNA5.1687,2_DGCR8.54487,2_DGKQ.1609,2_DHTKD1.55526,2_DIAPH1.1729,2_DISC2.27184,2_DKK3.27122,2_DLEU2.8847,2_DLL4.54567,2_DMRT3.58524,2_DNAH17.8632,2_DNAJC10.54431,2_DNMT3A.1788,2_DOCK9.23348,2_DPH1.1801,2_DRD5.1816,2_DRP2.1821,2_DTL.51514,2_DUSP12.11266,2_DUSP23.54935,2_DUSP9.1852,2_DYM.54808,2_DYNC2H1.79659,2_EAPP.55837,2_EEF1A2.1917,2_EIF4B.1975,2_EIF5.1983,2_EIF5A.1984,2_ELAVL2.1993,2_ELMOD2.255520,2_ELOVL7.79993,2_EMX2.2018,2_EN2.2020,2_ENPP5.59084,2_ENTPD4.9583,2_EPB41L1.2036,2_EPHA4.2043,2_EPOR.2057,2_ERBB3.2065,2_EREG.2069,2_ESCO2.157570,2_ESPL1.9700,2_ESR1.2099,2_EVC.2121,2_EWSR1.2130,2_EXO1.9156,2_EXOC5.10640,2_F13B.2165,2_F2RL1.2150,2_FAM113B.91523,2_FAM124B.79843,2_FAM150B.285016,2_FAM179B.23116,2_FAM19A3.284467,2_FAM5C.339479,2_FAM63A.55793,2_FAM64A.54478,2_FAM71D.161142,2_FAM72A.729533,2_FAM7A3.89837,2_FANCB.2187,2_FANCL.55120,2_FARSB.10056,2_FBLL1.345630,2_FBXL14.144699,2_FBXO18.84893,2_FBXO21.23014,2_FBXO33.254170,2_FCER1A.2205,2_FCRL5.83416,2_FGA.2243,2_FGD6.55785,2_FGF1.2246,2_FGF5.2250,2_FLJ12825.440101,2_FLJ45079.400624,2_FLRT3.23767,2_FMOD.2331,2_FNIP2.57600,2_FOXG1.2290,2_FOXN4.121643,2_FSTL4.23105,2_FTCD.10841,2_FXYD2.486,2_FZD2.2535,2_GABRB3.2562,2_GALC.2581,2_GALR1.2587,2_GAPDHS.26330,2_GARNL3.84253,2_GAS2.2620,2_GATA4.2626,2_GCKR.2646,2_GCNT4.51301,2_GDA.9615,2_GDF1.2657,2_GDF5.8200,2_GIPC2.54810,2_GIPR.2696,2_GJB3.2707,2_GJB6.10804,2_GLIPR1L2.144321,2_GLT25D2.23127,2_GLYATL1.92292,2_GNAQ.2776,2_GNB3.2784,2_GNG13.51764,2_GNG7.2788,2_GOLGA6L10.647042,2_GOLT1B.51026,2_GOT1.2805,2_GPHN.10243,2_GPR109B.8843,2_GPR115.221393,2_GPR153.387509,2_GPR19.2842,2_GPRIN1.114787,2_GRIN3B.116444,2_GSTM3.2947,2_GTPBP3.84705,2_GYG2.8908,2_GYLTL1B.120071,2_H2AFB1.474382,2_HABP2.3026,2_HAO1.54363,2_HAR1B.768097,2_HBP1.26959,2_HCN4.10021,2_HDX.139324,2_HGFAC.3083,2_HIST1H1B.3009,2_HK3.3101,2_HLF.3131,2_HMGN1.3150,2_HNRNPK.3190,2_HOMEZ.57594,2_HOXA13.3209,2_HOXB13.10481,2_HOXD1.3231,2_HOXD4.3233,2_HPDL.84842,2_HS6ST3.266722,2_HSPC072.29075,2_HTATIP2.10553,2_HTR1D.3352,2_HTR2C.3358,2_HYMAI.57061,2_IDI1.3422,2_IDI2.91734,2_IFIT1.3434,2_IFRD2.7866,2_IFT81.28981,2_IGF2BP2.10644,2_IGF2BP3.10643,2_IGFBP1.3484,2_IGHMBP2.3508,2_IGLON5.402665,2_IGSF5.150084,2_IL1F9.56300,2_IL1RN.3557,2_IL20RB.53833,2_IL27.246778,2_IL2RA.3559,2_IL4I1.259307,2_ILDR2.387597,2_IMPA2.3613,2_IQCF6.440956,2_IQGAP2.10788,2_ITPA.3704,2_JMJD6.23210,2_KANK3.256949,2_KBTBD6.89890,2_KCNAB3.9196,2_KCND2.3751,2_KCNH2.3757,2_KCNIP2.30819,2_KDM2B.84678,2_KGFLP1.387628,2_KHDC1.80759,2_KHDRBS1.10657,2_KIAA0430.9665,2_KIAA0494.9813,2_KIAA1199.57214,2_KIAA1217.56243,2_KIAA1324.57535,2_KIAA1614.57710,2_KIAA1841.84542,2_KIAA1875.340390,2_KIF11.3832,2_KIF12.113220,2_KIF1A.547,2_KIF2C.11004,2_KIF3C.3797,2_KIFC2.90990,2_KL.9365,2_KLF14.136259,2_KLHL17.339451,2_KLK10.5655,2_KLK14.43847,2_KRT25.147183,2_KRT80.144501,2_LCTL.197021,2_LENG8.114823,2_LHX4.89884,2_LIG1.3978,2_LIMD2.80774,2_LLPH.84298,2_LMBR1.64327,2_LOC100130148.100130148,2_LOC100130932.100130932,2_LOC100133985.100133985,2_LOC100289341.100289341,2_LOC147727.147727,2_LOC150197.150197,2_LOC158376.158376,2_LOC253724.253724,2_LOC339240.339240,2_LOC401093.401093,2_LOC440896.440896,2_LOC541473.541473,2_LOC572558.572558,2_LOC642826.642826,2_LOC646851.646851,2_LOC647979.647979,2_LOC84740.84740,2_LOC90784.90784,2_LOC92659.92659,2_LOXL1.4016,2_LPPR3.79948,2_LRP1B.53353,2_LRPPRC.10128,2_LRRC56.115399,2_LTA.4049,2_LTB4R.1241,2_LTF.4057,2_LTK.4058,2_LTV1.84946,2_LUC7L3.51747,2_LYSMD3.116068,2_MACC1.346389,2_MAD2L2.10459,2_MAF1.84232,2_MAGEE1.57692,2_MAGI1.9223,2_MAN2A2.4122,2_MANF.7873,2_MAP3K8.1326,2_MAPK7.5598,2_MARCO.8685,2_MARS.4141,2_MASP1.5648,2_MAST3.23031,2_MBOAT7.79143,2_MEA1.4201,2_MED21.9412,2_MEMO1.51072,2_MESP1.55897,2_MEX3A.92312,2_MFI2.4241,2_MFSD2A.84879,2_MFSD4.148808,2_MFSD6.54842,2_MGC21881.389741,2_MID1IP1.58526,2_MIPEP.4285,2_MKI67.4288,2_MKS1.54903,2_MLYCD.23417,2_MMP1.4312,2_MMP14.4323,2_MMP7.4316,2_MMP9.4318,2_MNT.4335,2_MOCOS.55034,2_MPV17L.255027,2_MRPL17.63875,2_MRPS10.55173,2_MRPS12.6183,2_MRPS34.65993,2_MSI2.124540,2_MT1F.4494,2_MT1G.4495,2_MUC16.94025,2_MUC20.200958,2_MUC5B.727897,2_MUM1L1.139221,2_MXD1.4084,2_MYCN.4613,2_MYL3.4634,2_NAGPA.51172,2_NAT8B.51471,2_NBR1.4077,2_NCAPG.64151,2_NCCRP1.342897,2_NCEH1.57552,2_NCOA4.8031,2_NCRNA00087.644596,2_NCRNA00158.54072,2_NCRNA00183.554203,2_NCRNA00201.284702,2_NDC80.10403,2_NDFIP1.80762,2_NDUFB4.4710,2_NEDD4L.23327,2_NEFL.4747,2_NEIL3.55247,2_NEURL4.84461,2_NEUROD1.4760,2_NFATC2IP.84901,2_NFKBIZ.64332,2_NKIRAS1.28512,2_NMU.10874,2_NOL6.65083,2_NOSTRIN.115677,2_NOV.4856,2_NPR3.4883,2_NRBP1.29959,2_NUDT11.55190,2_NUF2.83540,2_NUMBL.9253,2_OCLN.4950,2_OPHN1.4983,2_OR13A1.79290,2_OR1F1.4992,2_OR2C1.4993,2_OR2H1.26716,2_OR4C6.219432,2_ORM2.5005,2_OSTM1.28962,2_OTUD7A.161725,2_OTX1.5013,2_P2RY11.5032,2_PADI1.29943,2_PAEP.5047,2_PATZ1.23598,2_PCDHA12.56137,2_PCDHGB6.56100,2_PCDP1.200373,2_PCK1.5105,2_PCNXL3.399909,2_PCYT1B.9468,2_PDGFRL.5157,2_PDIA3.2923,2_PDK4.5166,2_PDXK.8566,2_PDZD11.51248,2_PDZRN4.29951,2_PECI.10455,2_PEX1.5189,2_PGAM5.192111,2_PHYHIP.9796,2_PI3.5266,2_PIGL.9487,2_PILRB.29990,2_PIP5KL1.138429,2_PISD.23761,2_PKP3.11187,2_PLAC8.51316,2_PLCB2.5330,2_PLEKHA9.51054,2_PLG.5340,2_PLIN4.729359,2_PNLDC1.154197,2_PNMAL1.55228,2_PNPLA4.8228,2_POLR2J4.84820,2_POPDC2.64091,2_POPDC3.64208,2_PPAN.P2RY11.692312,2_PPAP2C.8612,2_PPFIBP2.8495,2_PPIB.5479,2_PPIL5.122769,2_PPM1N.147699,2_PPP1R12B.4660,2_PPP4R4.57718,2_PPRC1.23082,2_PQLC2.54896,2_PRAME.23532,2_PRDM16.63976,2_PREP.5550,2_PRKACB.5567,2_PRKD1.5587,2_PRMT5.10419,2_PRND.23627,2_PRPF19.27339,2_PRR13.54458,2_PRSS50.29122,2_PRTFDC1.56952,2_PSAPL1.768239,2_PSENEN.55851,2_PSG1.5669,2_PSMA1.5682,2_PSMB10.5699,2_PSMB9.5698,2_PSTPIP1.9051,2_PTAR1.375743,2_PTGR1.22949,2_PTPN21.11099,2_PTPN2.5771,2_PTPRM.5797,2_PTPRVP.148713,2_PUSL1.126789,2_PVR.5817,2_PVT1.5820,2_PYCARD.29108,2_PYY.5697,2_RAB13.5872,2_RAB33B.83452,2_RAB35.11021,2_RAB4B.53916,2_RAD52.5893,2_RAI2.10742,2_RANBP3.8498,2_RAP2C.57826,2_RAPGEF1.2889,2_RAPGEF3.10411,2_RASSF6.166824,2_RBMX2.51634,2_RCBTB2.1102,2_RDH16.8608,2_REG1B.5968,2_RER1.11079,2_RERGL.79785,2_RET.5979,2_RGS17.26575,2_RHOA.387,2_RHOJ.57381,2_RNF13.11342,2_RNF20.56254,2_RNF213.57674,2_ROBO3.64221,2_RPLP0P2.113157,2_RPP30.10556,2_RPS10P7.376693,2_RUFY4.285180,2_RUNDC2A.84127,2_RXFP1.59350,2_SAA1.6288,2_SAA2.6289,2_SAC3D1.29901,2_SALL1.6299,2_SAMD10.140700,2_SAMD5.389432,2_SAMSN1.64092,2_SARM1.23098,2_SCARNA12.677777,2_SCFD1.23256,2_SCG5.6447,2_SCN4B.6330,2_SCXB.642658,2_SDHAF2.54949,2_SEC14L5.9717,2_SEC24C.9632,2_SEC31A.22872,2_SECISBP2L.9728,2_SEMA3A.10371,2_SENP5.205564,2_SEPP1.6414,2_SERINC4.619189,2_SERPINA4.5267,2_SERPINA5.5104,2_SERPINH1.871,2_SETD3.84193,2_SFRS17A.8227,2_SGCA.6442,2_SGCB.6443,2_SGEF.26084,2_SGMS2.166929,2_SH2B2.10603,2_SH3BP5.9467,2_SHC1.6464,2_SHC3.53358,2_SHE.126669,2_SHOX2.6474,2_SIGLEC9.27180,2_SLC12A4.6560,2_SLC16A12.387700,2_SLC16A4.9122,2_SLC20A2.6575,2_SLC22A20.440044,2_SLC22A5.6584,2_SLC24A6.80024,2_SLC25A32.81034,2_SLC28A1.9154,2_SLC2A6.11182,2_SLC38A3.10991,2_SLC38A5.92745,2_SLC45A2.51151,2_SLC46A1.113235,2_SLC46A2.57864,2_SLC4A3.6508,2_SLC5A5.6528,2_SLC6A18.348932,2_SLC7A11.23657,2_SLC9A1.6548,2_SLCO4C1.353189,2_SLFN11.91607,2_SLITRK2.84631,2_SLMO1.10650,2_SMARCD1.6602,2_SMC4.10051,2_SMYD1.150572,2_SNHG11.128439,2_SNHG6.641638,2_SNORA31.677814,2_SNORA51.677831,2_SNORA7B.677797,2_SNRNP70.6625,2_SNX21.90203,2_SNX32.254122,2_SNX7.51375,2_SORBS1.10580,2_SORBS2.8470,2_SP140.11262,2_SPAG5.10615,2_SPPL3.121665,2_SPRED3.399473,2_SPTLC1.10558,2_SRC.6714,2_SRD5A3.79644,2_SRPK1.6732,2_SRXN1.140809,2_SSC5D.284297,2_SSPO.23145,2_SSTR1.6751,2_STAP2.55620,2_STAT2.6773,2_STK36.27148,2_STRA8.346673,2_SULT1A3.6818,2_SULT4A1.25830,2_SYCE1L.100130958,2_SYNGR2.9144,2_SYT15.83849,2_SYT8.90019,2_TACR1.6869,2_TAF1C.9013,2_TAGLN3.29114,2_TARBP2.6895,2_TBC1D10C.374403,2_TBC1D19.55296,2_TBC1D7.51256,2_TBC1D8B.54885,2_TBL1X.6907,2_TBX18.9096,2_TCF19.6941,2_TCHHL1.126637,2_TCL6.27004,2_TCN2.6948,2_TEAD4.7004,2_TF.7018,2_TFPI2.7980,2_TGFBR3.7049,2_TGM1.7051,2_THRSP.7069,2_THTPA.79178,2_TIMP4.7079,2_TIPRL.261726,2_TK1.7083,2_TLX2.3196,2_TMC1.117531,2_TMCO1.54499,2_TMED4.222068,2_TMEM132D.121256,2_TMEM135.65084,2_TMEM184C.55751,2_TMEM189.387521,2_TMEM209.84928,2_TMEM214.54867,2_TMEM27.57393,2_TMEM82.388595,2_TMEM8A.58986,2_TMEM8B.51754,2_TMEM92.162461,2_TNFAIP2.7127,2_TNFRSF19.55504,2_TNFRSF25.8718,2_TNFSF14.8740,2_TOB2.10766,2_TOMM34.10953,2_TOX2.84969,2_TP73.7161,2_TRA2A.29896,2_TRAFD1.10906,2_TRAM2.9697,2_TRIM29.23650,2_TRIM47.91107,2_TRIM74.378108,2_TRPM3.80036,2_TSPAN1.10103,2_TSPYL5.85453,2_TTC7B.145567,2_TTLL10.254173,2_TUB.7275,2_TUBB2B.347733,2_TUBGCP2.10844,2_TULP3.7289,2_TXNDC12.51060,2_TYK2.7297,2_UBE2G1.7326,2_UBE2S.27338,2_UBE2T.29089,2_UBE2V1.7335,2_UBE3A.7337,2_UCK2.7371,2_UFC1.51506,2_UFD1L.7353,2_UGT2B7.7364,2_UGT8.7368,2_UNC93A.54346,2_USP18.11274,2_USP21.27005,2_USP31.57478,2_VARS.7407,2_VKORC1.79001,2_VMAC.400673,2_VSIG4.11326,2_VSX1.30813,2_VWA5B2.90113,2_WFDC3.140686,2_XAGE1D.9503,2_XCR1.2829,2_XK.7504,2_XPNPEP1.7511,2_ZBP1.81030,2_ZBTB10.65986,2_ZBTB8OS.339487,2_ZFP2.80108,2_ZFP36L2.678,2_ZFYVE1.53349,2_ZGLP1.100125288,2_ZNF14.7561,2_ZNF175.7728,2_ZNF320.162967,2_ZNF396.252884,2_ZNF474.133923,2_ZNF512B.57473,2_ZNF518B.85460,2_ZNF570.148268,2_ZNF658.26149,2_ZNF763.284390,2_ZNF772.400720,2_ZNF792.126375,2_ZNF83.55769,2_ZNRF1.84937,2_ZPLD1.131368,2_ZSCAN23.222696,2_ZXDB.158586,2_ZYX.7791
0,6,0,30,0,28,23,0,17,13,0,19,20,17,24,22,22,23,0,0,20,48,0,0,6,0,9,0,30,0,0,13,0,0,0,96,0,82,0,0,0,74,0,0,0,163,0,21,0,0,32,43,0,0,16,23,0,0,0,0,0,0,0,0,181,0,10,0,0,0,0,90,0,0,0,0,100,0,162,107,0,0,0,0,0,0,0,0,24,30,0,0,0,0,106,0,0,0,0,3,64,0,14,0,0,0,0,0,0,0,12,1,0,3,0,0,0,0,0,46,0,0,0,4,0,0,0,37,0,0,0,47,0,0,180,0,0,166,81,22,0,0,40,0,10,0,0,106,0,0,140,0,0,0,0,10,0,0,117,0,53,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,109,122,13,4,0,0,0,0,33,19,0,0,76,0,0,0,194,18,46,118,13,0,0,0,37,0,1,0,0,70,0,192,0,0,0,7,0,23,0,84,62,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,38,0,0,0,87,0,0,0,55,0,84,100,0,114,0,0,0,0,158,169,0,0,0,0,0,0,0,0,0,0,161,0,0,148,156,0,1,0,0,0,0,0,0,0,0,0,0,0,71,19,16,0,16,57,5,0,0,0,0,0,64,0,0,58,0,0,0,0,0,0,0,96,0,32,22,0,175,0,0,22,58,0,122,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,72,0,0,0,0,38,0,0,0,0,0,75,0,0,0,0,0,0,104,63,0,0,15,0,0,0,103,0,0,0,0,0,0,0,0,0,92,0,53,0,0,0,38,0,0,0,10,0,0,0,0,0,0,0,0,37,6,54,0,119,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,108,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,134,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,39,0,0,0,0,0,33,0,0,0,0,0,0,1,0,133,169,90,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,130,0,0,4,0,0,0,0,35,0,0,0,0,0,0,73,6,0,0,158,0,0,0,0,0,1,0,0,144,0,0,0,65,19,40,0,0,0,0,0,0,0,0,114,0,0,0,0,0,62,0,0,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,0,0,68,0,92,0,62,0,0,0,0,0,0,0,0,0,0,0,75,53,0,0,0,0,0,0,0,0,0,34,0,153,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,46,0,91,32,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,19,0,4,0,0,0,0,0,11,0,0,0,43,0,0,18,0,0,0,0,0,0,56,0,0,25,0,0,33,0,0,123,33,0,18,0,0,0,0,0,0,20,0,0,0,0,0,63,180,0,0,47,0,0,0,98,0,0,0,0,0,0,0,84,0,0,166,0,116,0,0,50,7,0,0,0,0,0,0,0,0,0,0,0,0,22,0,4,0,0,0,0,0,0,0,33,0,0,0,67,35,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,161,50,0,0
100,0,477,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,33,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,8,0,35,2,0,0,0,1,1,0,20,0,0,2,0,125,2,0,2,1,5,0,190,0,5,0,0,1,1,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,4,2,0,0,4,0,0,5,0,1,0,0,0,0,1,0,40,1,0,0,1,228,0,0,0,0,0,0,0,0,0,1,1,0,0,1,11,1,39,0,1,0,2,0,0,0,0,0,1,1,0,0,4,44,1,264,2,2,46,0,441,0,0,3,92,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,246,0,0,0,0,0,3,0,0,0,0,1,0,0,0,53,58,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,3,0,2,0,1,1,0,0,0,0,0,3,0,0,0,1,0,1,0,0,2,180,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,18,0,0,12,18,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,68,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,11,0,0,1,0,1,0,0,0,8,0,0,1,0,0,0,3,1,3,0,0,0,0,2,2,0,0,0,2,1,0,0,0,0,0,0,2,0,4,0,1,1,1,0,0,0,0,1,0,0,1,0,52,0,1,1,3,1,1,0,0,0,0,94,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,146,0,346,4,0,0,1,0,4,20,14,0,2,1,0,1,1,0,0,0,1,0,3,0,1,0,0,0,1,1,1,0,2,0,0,0,1,0,0,0,2,0,1,1,0,0,12,0,4,1,0,0,5,2,0,0,1,1,33,0,0,0,0,3,0,0,0,0,0,9,1,0,2,0,0,0,3,219,0,0,1,0,0,12,4,0,0,0,37,17,1,5,34,1,0,0,0,3,0,2,1,0,1,0,2,1,2,0,0,0,1,0,417,1,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,4,352,2,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,10,403,0,0,1,106,0,0,0,8,3,1,1,0,1,8,0,1,0,2,2,1,0,0,0,0,0,0,7,3,0,0,1,2,0,2,3,0,0,0,90,0,0,8,0,0,0,0,0,0,0,0,0,1,1,126,75,0,0,0,4,0,2,2,9,1,0,0,0,1,1,0,2,0,2,0,6,2,3,1,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,54,1,0,0,0,0,8,2,0,0,1,0,2,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,243,2,2,4,0,0,0,0,0,2,1,0,1,7,2,0,0,0,1,1,0,1,0,1,1,198,0,2,175,0,1,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,1,1,0,0,0,5,1,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,8,0,3,0,0,75,0,0,3,0,0,2,0,1,0,0,0,2,0,0,0,0,3,124,0,1,0,0,2,2,0,3,3,2,0,0,16,1,0,23,0,1,0,0,0,0,1,0,0,6,0,0,0,0,284,0,0,0,0,0,0,0,0,2,3,9,17,1,0,4,1,1,0,0,0,32,0,0,0,0,0,11
