Optimizer,Objective,Fold0,Fold1,Fold2,Fold3,Fold4
NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,0.9999999999999999,0.9999999999999999,-0.9999999999999999,-0.9999999999999999,0.9999999999999999
NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.28538461538461535,-0.5642292490118578,-0.3052173913043478,-0.37532467532467534,-0.39316239316239315
NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.5615384615384615,-0.22150049885337855,-0.5989010989010989,-0.40347826086956523,-0.3969508752117449
NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.3201581027667985,-0.17811965811965808,-0.34952004517221913,-0.3787409700722394,-0.20547008547008547
NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
Sw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.3929824561403509,-0.22549019607843138,-0.38906088751289986,-0.5264705882352941,-0.3456140350877193
Sw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
Sw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.3911764705882353,-0.24642857142857136,-0.20098039215686278,-0.0823529411764706,0.20979020979020982
Sw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
Sw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.5037593984962406,0.38496240601503756,-0.5766233766233767,-0.47142857142857136,-0.5358554488989272
Sw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
SwT NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.49,-0.40019762845849804,0.02869565217391304,-0.3576923076923077,-0.5760869565217391
SwT NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
SwT NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.5140350877192983,-0.28521739130434776,-0.3974025974025974,-0.6478260869565217,-0.13333333333333333
SwT NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
SwT NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.6782608695652173,-0.12424740010946908,-0.6857707509881423,-0.2646616541353383,-0.5744360902255639
SwT NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
CSw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.3186274509803922,-0.21018062397372742,-0.5019157088122606,-0.7077922077922078,-0.24209486166007904
CSw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
CSw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.5807017543859649,-0.362406015037594,-0.6166007905138341,-0.6740259740259741,-0.32128740824393004
CSw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
CSw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.5392433653303219,-0.5669172932330826,-0.7307692307692306,-0.7478260869565216,-0.33230769230769236
CSw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
LCSw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.4142857142857143,-0.541501976284585,-0.5779220779220778,-0.7389610389610389,-0.37323546019198195
LCSw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
LCSw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.5233766233766234,-0.24035087719298245,-0.6376923076923077,-0.6793162393162392,-0.1753246753246753
LCSw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
LCSw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.46347826086956523,-0.4963297571993225,-0.665725578769057,-0.6635706914344685,-0.4948051948051948
LCSw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
