gen,evals,gen_feats,explored,Pam50 svm adjusted balanced accuracy_min,Pam50 svm adjusted balanced accuracy_avg,Pam50 svm adjusted balanced accuracy_max,Pam50 svm adjusted balanced accuracy_std,adjusted root leanness_min,adjusted root leanness_avg,adjusted root leanness_max,adjusted root leanness_std
0,500,1065,1065,0.16107553840997285,0.5119794925573855,0.703636908322233,0.11921469713119259,0.14002800840280097,0.2558856911812946,1.0,0.15222798263943055
1,507,1282,1315,0.16107553840997285,0.5298716323209205,0.703636908322233,0.12187385974124103,0.12403473458920845,0.2699862125801998,1.0,0.14164576714903282
2,500,1287,1549,0.16107553840997285,0.549319466011025,0.703636908322233,0.11419620237329017,0.12403473458920845,0.2718398257537944,1.0,0.14084170261602244
3,500,1293,1762,0.16107553840997285,0.5678742820795033,0.703636908322233,0.10889213821819667,0.12403473458920845,0.2705557702632067,1.0,0.14055854395770292
4,500,1349,2011,0.16107553840997285,0.5772081283394781,0.7105504223741019,0.1049070393668494,0.12403473458920845,0.27497356613753277,1.0,0.14062683859769756
5,500,1347,2241,0.16107553840997285,0.5885537595480113,0.7105504223741019,0.10429745365618907,0.12309149097933274,0.27317020317331087,1.0,0.14110504503804158
6,500,1368,2467,0.16107553840997285,0.5925426822323759,0.7159496845128457,0.10232711776252446,0.12126781251816648,0.27860418452840213,1.0,0.13963305461624653
7,500,1349,2647,0.16107553840997285,0.5995168547690524,0.7282887197028894,0.1031683395878419,0.12126781251816648,0.2809487551965359,1.0,0.14092382997438702
8,500,1384,2882,0.16107553840997285,0.6067970004585346,0.7282887197028894,0.10239980656381775,0.1203858530857692,0.2821317395223568,1.0,0.14176133858149909
9,500,1370,3089,0.16107553840997285,0.6131400712888494,0.7348953927204905,0.10137737139335408,0.1203858530857692,0.28503238206071674,1.0,0.14075250123316885
10,500,1350,3303,0.16107553840997285,0.6231714242868861,0.7483025155902671,0.09802620802162905,0.1203858530857692,0.2826571767035997,1.0,0.13757054389768916
11,500,1360,3494,0.16107553840997285,0.6318767183723312,0.7483025155902671,0.09750612609211812,0.1203858530857692,0.28084888606606867,1.0,0.13895625546251583
12,500,1390,3702,0.16107553840997285,0.6391665600321421,0.7483025155902671,0.09850501285548882,0.11952286093343936,0.27861043771504546,1.0,0.13972840708347195
13,500,1351,3884,0.16107553840997285,0.6420601625400449,0.7560264388988106,0.10039339450947862,0.11952286093343936,0.2838329621704544,1.0,0.1419180128755943
14,500,1341,4070,0.16107553840997285,0.6497323094799312,0.7560264388988106,0.09858092055767921,0.125,0.28257493076491086,1.0,0.1411669214019055
15,500,1393,4270,0.16107553840997285,0.6570370900759506,0.7673836245616612,0.09526334487237212,0.125,0.2820110991522837,1.0,0.13785622517353233
16,500,1362,4459,0.16107553840997285,0.6627472026430241,0.7673836245616612,0.09361472816419829,0.125,0.28221653852351425,1.0,0.1378903627261527
17,500,1379,4643,0.16107553840997285,0.6641922740177048,0.7673836245616612,0.09541370316959989,0.12403473458920845,0.2878368462534228,1.0,0.13891618286346874
18,500,1450,4859,0.16107553840997285,0.6696106004202654,0.7673836245616612,0.09326029357757909,0.12403473458920845,0.287929406970051,1.0,0.13901664324334387
